# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(17,13),1.19823 # DEPENDENCYPART_ARC
(17,14),-0.322623 # DEPENDENCYPART_ARC
(17,15),2.48211 # DEPENDENCYPART_ARC
(17,18),-0.628291 # DEPENDENCYPART_ARC
(18,16),-2.95181 # DEPENDENCYPART_ARC
(18,17),-2.68129 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.228285 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.141855 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.0954161 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0270591 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.0229819 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.228285 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.186683 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0270591 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.188715 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.196788 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.187155 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.425335 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.193536 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.284643 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.327514 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.73671 # DEPENDENCYPART_SIBL
(0,2),(0,7),-1.65888 # DEPENDENCYPART_SIBL
(0,2),(0,11),-1.5655 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.327514 # DEPENDENCYPART_SIBL
(0,2),(0,14),-1.5779 # DEPENDENCYPART_SIBL
(0,2),(0,15),-1.55625 # DEPENDENCYPART_SIBL
(0,2),(0,17),-1.5655 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0527541 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.113577 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.093583 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.00602501 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.419149 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.372218 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.093583 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.364751 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.38312 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.373692 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.396679 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0857761 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.123404 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.475616 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.411145 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0857761 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.423293 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.419882 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.411145 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0373078 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.00123668 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.4829 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.408609 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.129028 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.400329 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.414654 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.408609 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.133324 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.909118 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.861016 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.326921 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.860923 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.855202 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.861016 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.107484 # DEPENDENCYPART_SIBL
(0,7),(0,11),-1.5655 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.327514 # DEPENDENCYPART_SIBL
(0,7),(0,14),-1.5779 # DEPENDENCYPART_SIBL
(0,7),(0,15),-1.55625 # DEPENDENCYPART_SIBL
(0,7),(0,17),-1.5655 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0527541 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.296463 # DEPENDENCYPART_SIBL
(0,11),(0,14),-1.4748 # DEPENDENCYPART_SIBL
(0,11),(0,15),-1.45394 # DEPENDENCYPART_SIBL
(0,11),(0,17),-1.46319 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.00769122 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.400329 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.414654 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.408609 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.133324 # DEPENDENCYPART_SIBL
(0,14),(0,15),-1.48025 # DEPENDENCYPART_SIBL
(0,14),(0,17),-1.4895 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.147857 # DEPENDENCYPART_SIBL
(0,15),(0,17),-1.50583 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.0646886 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.00787567 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0674644 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0332169 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.174672 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0187759 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.136428 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.00297278 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0164255 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0464989 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0998963 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0115631 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0278498 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.0685093 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0315636 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0377822 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0998963 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0766891 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0337886 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0857928 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00359541 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0298062 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0399617 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.109928 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0875211 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0608521 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.00359541 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0427703 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.053818 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0397374 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0262159 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.168783 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0375497 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0595531 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0967093 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0397374 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.112496 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.100795 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0709867 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.127697 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.175895 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0822725 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0901423 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.163659 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0968053 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.094228 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.180633 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.206439 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.125275 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.140859 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.000850349 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.126984 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.144945 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.104337 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0756867 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.266041 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0220423 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.246119 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.270127 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.10639 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0832857 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.022794 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0791932 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0762515 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0503592 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0224462 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0548263 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.0419996 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.00922915 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.218744 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.242752 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0968053 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.094228 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.357326 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.217334 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.525525 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.989174 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.320448 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.556444 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.630996 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0950029 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0357375 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.092902 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0331669 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.178167 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0208096 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0357375 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0199488 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0325195 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.133438 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0731272 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0165148 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0091581 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0325195 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00974594 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0559169 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0353607 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0372928 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0188636 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.090959 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00310131 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.179158 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.1163 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.163306 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0980149 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.149362 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00680906 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.365753 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0098206 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.364504 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.02492 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0136273 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.00899469 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0372762 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.34923 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00310131 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.130124 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0651425 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0557197 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.037964 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00578203 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0395975 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0755725 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.940096 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.765556 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0735055 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0199303 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00695631 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0838181 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.096839 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.367038 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00211149 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0866664 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.147992 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.194297 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.1416 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0819754 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.138131 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00257362 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.132692 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.188901 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.132191 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0416681 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.313734 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.123199 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.242174 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.141465 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.174844 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.10909 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.138062 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.264218 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.169154 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.228449 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.222644 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.350052 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.016982 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.156038 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0101595 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.108876 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.216526 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.15508 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00867451 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.237711 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.096062 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00625765 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0681205 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00196246 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.061581 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0283774 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.155851 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.208123 # DEPENDENCYPART_SIBL
(6,7),(6,11),-1.15415 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00260808 # DEPENDENCYPART_SIBL
(6,7),(6,14),-1.15098 # DEPENDENCYPART_SIBL
(6,7),(6,15),-1.14601 # DEPENDENCYPART_SIBL
(6,7),(6,17),-1.15415 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0055239 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.547379 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0372227 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.521762 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.552635 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.548853 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.363685 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0519975 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.342099 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.365604 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.365822 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00170439 # DEPENDENCYPART_SIBL
(6,11),(6,14),-1.11586 # DEPENDENCYPART_SIBL
(6,11),(6,15),-1.11213 # DEPENDENCYPART_SIBL
(6,11),(6,17),-1.12027 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.42675 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.473288 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.466132 # DEPENDENCYPART_SIBL
(6,14),(6,15),-1.10816 # DEPENDENCYPART_SIBL
(6,14),(6,17),-1.1163 # DEPENDENCYPART_SIBL
(6,15),(6,17),-1.15091 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0909096 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.219212 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.303315 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.160696 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0861882 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0685093 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.087404 # DEPENDENCYPART_SIBL
