# _root_ Významnou funkcionalistickou stavbu , která vyhořela v roce 1974 , rekonstruovala Národní galerie v letech 1987 až 1993 .
#goldHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,11,14,17,15,17,0,
#predictedHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,13,14,17,15,17,0,
(16,17),-0.631508 # DEPENDENCYPART_ARC
(16,18),-0.516413 # DEPENDENCYPART_ARC
(16,19),-1.29276 # DEPENDENCYPART_ARC
(17,1),-3.39081 # DEPENDENCYPART_ARC
(17,3),-2.09437 # DEPENDENCYPART_ARC
(17,4),-1.96411 # DEPENDENCYPART_ARC
(17,5),-1.68083 # DEPENDENCYPART_ARC
(17,6),-1.63937 # DEPENDENCYPART_ARC
(17,7),-1.54698 # DEPENDENCYPART_ARC
(17,8),-1.85923 # DEPENDENCYPART_ARC
(17,9),-0.839914 # DEPENDENCYPART_ARC
(17,10),-0.796299 # DEPENDENCYPART_ARC
(17,11),-0.901967 # DEPENDENCYPART_ARC
(17,12),-2.06164 # DEPENDENCYPART_ARC
(17,13),-1.21694 # DEPENDENCYPART_ARC
(17,14),-1.01096 # DEPENDENCYPART_ARC
(17,15),-1.16057 # DEPENDENCYPART_ARC
(17,16),1.54174 # DEPENDENCYPART_ARC
(17,18),1.08519 # DEPENDENCYPART_ARC
(17,19),-0.577524 # DEPENDENCYPART_ARC
(18,12),-1.69727 # DEPENDENCYPART_ARC
(18,14),-1.50622 # DEPENDENCYPART_ARC
(18,15),-1.82085 # DEPENDENCYPART_ARC
(18,16),-0.974067 # DEPENDENCYPART_ARC
(18,17),-0.120209 # DEPENDENCYPART_ARC
(18,19),-0.329827 # DEPENDENCYPART_ARC
(19,18),-2.27948 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.105345 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0742844 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0776571 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.0333452 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.360541 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0776571 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.360541 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.00746518 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.302867 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0742844 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0776571 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.0333452 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.360541 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0776571 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.360541 # DEPENDENCYPART_SIBL
(0,2),(0,18),0.00746519 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.302867 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0205188 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.0957043 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.183775 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0205188 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.183775 # DEPENDENCYPART_SIBL
(0,3),(0,18),0.0862214 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.417048 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0970252 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.408609 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.129028 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.408609 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0132912 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.133324 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.415716 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0902836 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.415716 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.155121 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.0402935 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.296463 # DEPENDENCYPART_SIBL
(0,6),(0,11),-1.46319 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0860411 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.00769122 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.408609 # DEPENDENCYPART_SIBL
(0,10),(0,18),0.0132912 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.133324 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.0860411 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.00769122 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.277537 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0533466 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0466506 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.00217649 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0547821 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.102436 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.00271066 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.115856 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0125084 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0097307 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.0900546 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0338024 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00172575 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00260114 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0921947 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0133743 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0820855 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0309168 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0314294 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00260114 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0133743 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.103285 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.00600011 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0955937 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0114502 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0669042 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0343135 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0348283 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.00600011 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0114502 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0998857 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0695583 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0142779 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0208762 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.00814033 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.00528446 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.00541067 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0142779 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0207729 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0145203 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.127832 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0155599 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0471232 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0200304 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0145203 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0430839 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0791205 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0020371 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0176942 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0226265 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.259659 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.012179 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0300261 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.1318 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0589108 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00384303 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0265727 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.00673974 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0410717 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.010794 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0337119 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0912593 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0039747 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0291959 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0142779 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0207729 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.012179 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.100325 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0129157 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0119638 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0156051 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0295365 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0313935 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0119638 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0129153 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0112263 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.00971393 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0295365 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0313935 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0112263 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0100405 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0316656 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0586071 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00894826 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0100405 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0143049 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0424628 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0471175 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.362465 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.286662 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0509675 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0724014 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0504179 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0576026 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0429737 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0728966 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.193002 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00306507 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0118336 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0558554 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0324364 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.166117 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0647075 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0727487 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0699727 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0379132 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0849983 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0847574 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0679703 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0647075 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0714211 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0728973 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0171541 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0849686 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0993264 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.055855 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0324364 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.166067 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0705987 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0727476 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0699727 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0379132 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0842609 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0847574 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0679692 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0705987 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.07142 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0728973 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0171541 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0849686 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0993264 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.147229 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.308271 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00378833 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0475923 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0277599 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00281728 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0210872 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.033425 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0409263 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00378833 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0449446 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0299585 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0278509 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0300273 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.024418 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.342645 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.000399576 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00540058 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0199296 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.181764 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00056589 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00502945 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0072113 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.000399576 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0132915 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0328002 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.046417 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0455489 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0253276 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0144222 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00923059 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0292484 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.233312 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0431805 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0935617 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0138703 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0144222 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.000130303 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0319516 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0367181 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0463099 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0836919 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0053913 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.174011 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00748637 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00330363 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0381666 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0405874 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0836693 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0394913 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.166861 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00512223 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.139386 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0605925 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0195317 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.019401 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0192932 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.017537 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.12048 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.048238 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.119912 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0215576 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.14087 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0334272 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.135182 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0116389 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0128558 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0391706 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0727358 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00234206 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0759741 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0714397 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0619776 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0828519 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0711837 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0995844 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0723688 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.106964 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.209144 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.108634 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0942742 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0951325 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.104212 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.111555 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0936573 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0334446 # DEPENDENCYPART_SIBL
