# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(4,6),-1.42621 # DEPENDENCYPART_ARC
(4,7),-0.380207 # DEPENDENCYPART_ARC
(4,10),0.35664 # DEPENDENCYPART_ARC
(4,20),-0.792078 # DEPENDENCYPART_ARC
(4,27),-0.360884 # DEPENDENCYPART_ARC
(5,2),-5.9458 # DEPENDENCYPART_ARC
(5,3),-1.86434 # DEPENDENCYPART_ARC
(5,4),-1.42877 # DEPENDENCYPART_ARC
(5,6),-3.15795 # DEPENDENCYPART_ARC
(5,7),0.147246 # DEPENDENCYPART_ARC
(5,8),-4.72176 # DEPENDENCYPART_ARC
(5,9),-2.5285 # DEPENDENCYPART_ARC
(5,10),-2.46232 # DEPENDENCYPART_ARC
(5,15),-3.84828 # DEPENDENCYPART_ARC
(5,17),-2.40658 # DEPENDENCYPART_ARC
(5,27),-2.94422 # DEPENDENCYPART_ARC
(6,4),-1.26561 # DEPENDENCYPART_ARC
(6,5),5.27787 # DEPENDENCYPART_ARC
(6,8),-3.63693 # DEPENDENCYPART_ARC
(7,1),-0.457334 # DEPENDENCYPART_ARC
(7,2),-1.47902 # DEPENDENCYPART_ARC
(7,3),-0.567949 # DEPENDENCYPART_ARC
(7,4),-0.455718 # DEPENDENCYPART_ARC
(7,5),-0.279209 # DEPENDENCYPART_ARC
(7,6),1.84202 # DEPENDENCYPART_ARC
(7,8),2.05884 # DEPENDENCYPART_ARC
(7,9),-0.886986 # DEPENDENCYPART_ARC
(7,10),-0.0500821 # DEPENDENCYPART_ARC
(7,11),-1.30797 # DEPENDENCYPART_ARC
(7,12),-1.44596 # DEPENDENCYPART_ARC
(7,13),-1.52076 # DEPENDENCYPART_ARC
(7,14),-1.89643 # DEPENDENCYPART_ARC
(7,15),-2.54172 # DEPENDENCYPART_ARC
(7,16),-1.51971 # DEPENDENCYPART_ARC
(7,17),-1.57778 # DEPENDENCYPART_ARC
(7,19),-1.7172 # DEPENDENCYPART_ARC
(7,20),-1.08619 # DEPENDENCYPART_ARC
(7,27),-1.7368 # DEPENDENCYPART_ARC
(8,6),-1.92511 # DEPENDENCYPART_ARC
(8,7),-0.778895 # DEPENDENCYPART_ARC
(8,9),-1.31869 # DEPENDENCYPART_ARC
(8,10),-2.33605 # DEPENDENCYPART_ARC
(8,15),-3.94326 # DEPENDENCYPART_ARC
(8,16),-3.16449 # DEPENDENCYPART_ARC
(8,17),-2.66618 # DEPENDENCYPART_ARC
(8,19),-5.51511 # DEPENDENCYPART_ARC
(8,24),-1.62447 # DEPENDENCYPART_ARC
(8,27),-3.07729 # DEPENDENCYPART_ARC
(9,1),-2.94292 # DEPENDENCYPART_ARC
(9,3),-1.42402 # DEPENDENCYPART_ARC
(9,5),-0.548567 # DEPENDENCYPART_ARC
(9,6),-1.49917 # DEPENDENCYPART_ARC
(9,7),-0.495394 # DEPENDENCYPART_ARC
(9,8),0.21791 # DEPENDENCYPART_ARC
(9,10),-1.28464 # DEPENDENCYPART_ARC
(9,11),-1.18774 # DEPENDENCYPART_ARC
(9,14),-2.85382 # DEPENDENCYPART_ARC
(9,16),-3.59518 # DEPENDENCYPART_ARC
(9,17),-1.16376 # DEPENDENCYPART_ARC
(9,19),-3.57802 # DEPENDENCYPART_ARC
(10,1),-0.268623 # DEPENDENCYPART_ARC
(10,2),-0.678943 # DEPENDENCYPART_ARC
(10,3),-0.961419 # DEPENDENCYPART_ARC
(10,4),-1.5521 # DEPENDENCYPART_ARC
(10,5),-0.289562 # DEPENDENCYPART_ARC
(10,6),-1.38462 # DEPENDENCYPART_ARC
(10,7),-0.365578 # DEPENDENCYPART_ARC
(10,8),0.358115 # DEPENDENCYPART_ARC
(10,9),-0.42619 # DEPENDENCYPART_ARC
(10,11),0.342576 # DEPENDENCYPART_ARC
(10,12),-0.0463417 # DEPENDENCYPART_ARC
(10,13),-0.823538 # DEPENDENCYPART_ARC
(10,14),-0.776147 # DEPENDENCYPART_ARC
(10,15),-0.816792 # DEPENDENCYPART_ARC
(10,16),0.175565 # DEPENDENCYPART_ARC
(10,17),-0.619045 # DEPENDENCYPART_ARC
(10,18),-2.7595 # DEPENDENCYPART_ARC
(10,19),0.381403 # DEPENDENCYPART_ARC
(10,20),-0.541652 # DEPENDENCYPART_ARC
(10,23),-1.58889 # DEPENDENCYPART_ARC
(10,25),-1.01044 # DEPENDENCYPART_ARC
(10,27),-2.33455 # DEPENDENCYPART_ARC
(11,9),-1.87675 # DEPENDENCYPART_ARC
(11,12),-1.3619 # DEPENDENCYPART_ARC
(11,13),-1.69522 # DEPENDENCYPART_ARC
(12,1),-2.11059 # DEPENDENCYPART_ARC
(12,3),-2.0881 # DEPENDENCYPART_ARC
(12,7),-1.67169 # DEPENDENCYPART_ARC
(12,8),-2.16772 # DEPENDENCYPART_ARC
(12,9),-2.10923 # DEPENDENCYPART_ARC
(12,11),-0.25414 # DEPENDENCYPART_ARC
(12,13),-0.616572 # DEPENDENCYPART_ARC
(12,14),-1.88513 # DEPENDENCYPART_ARC
(12,15),-2.2797 # DEPENDENCYPART_ARC
(12,16),-2.44297 # DEPENDENCYPART_ARC
(13,5),-1.9093 # DEPENDENCYPART_ARC
(13,6),-1.8831 # DEPENDENCYPART_ARC
(13,8),-1.7526 # DEPENDENCYPART_ARC
(13,11),-1.06428 # DEPENDENCYPART_ARC
(13,12),-0.575502 # DEPENDENCYPART_ARC
(13,14),-1.3441 # DEPENDENCYPART_ARC
(13,15),-2.06953 # DEPENDENCYPART_ARC
(13,16),-2.67682 # DEPENDENCYPART_ARC
(13,20),-1.32702 # DEPENDENCYPART_ARC
(14,1),-1.90469 # DEPENDENCYPART_ARC
(14,4),-1.32543 # DEPENDENCYPART_ARC
(14,6),-2.58486 # DEPENDENCYPART_ARC
(14,8),-2.38424 # DEPENDENCYPART_ARC
(14,9),-2.64428 # DEPENDENCYPART_ARC
(14,11),-0.692534 # DEPENDENCYPART_ARC
(14,12),-0.360726 # DEPENDENCYPART_ARC
(14,13),0.202482 # DEPENDENCYPART_ARC
(14,15),0.0918637 # DEPENDENCYPART_ARC
(14,16),-1.70174 # DEPENDENCYPART_ARC
(14,17),-1.22374 # DEPENDENCYPART_ARC
(14,19),-2.67063 # DEPENDENCYPART_ARC
(15,11),-1.61269 # DEPENDENCYPART_ARC
(15,12),-1.38758 # DEPENDENCYPART_ARC
(15,13),-0.78331 # DEPENDENCYPART_ARC
(15,14),-1.12193 # DEPENDENCYPART_ARC
(15,17),-0.627548 # DEPENDENCYPART_ARC
(15,19),-2.92615 # DEPENDENCYPART_ARC
(16,9),-3.20915 # DEPENDENCYPART_ARC
(16,11),-0.789032 # DEPENDENCYPART_ARC
(16,12),-0.419489 # DEPENDENCYPART_ARC
(16,13),-0.160158 # DEPENDENCYPART_ARC
(16,14),1.9602 # DEPENDENCYPART_ARC
(16,15),2.47431 # DEPENDENCYPART_ARC
(16,17),0.567484 # DEPENDENCYPART_ARC
(16,18),-2.5146 # DEPENDENCYPART_ARC
(16,19),-3.72306 # DEPENDENCYPART_ARC
(16,23),-1.50573 # DEPENDENCYPART_ARC
(16,24),-1.06219 # DEPENDENCYPART_ARC
(16,25),-2.0093 # DEPENDENCYPART_ARC
(16,27),-1.70059 # DEPENDENCYPART_ARC
(17,18),-0.104796 # DEPENDENCYPART_ARC
(17,19),1.86429 # DEPENDENCYPART_ARC
(17,20),-0.746153 # DEPENDENCYPART_ARC
(17,23),-1.66366 # DEPENDENCYPART_ARC
(18,23),-1.46715 # DEPENDENCYPART_ARC
(19,9),-2.18266 # DEPENDENCYPART_ARC
(19,11),-0.874039 # DEPENDENCYPART_ARC
(19,12),-0.671131 # DEPENDENCYPART_ARC
(19,13),-0.364278 # DEPENDENCYPART_ARC
(19,14),-1.77129 # DEPENDENCYPART_ARC
(19,15),-2.66591 # DEPENDENCYPART_ARC
(19,16),-3.31401 # DEPENDENCYPART_ARC
(19,18),2.89907 # DEPENDENCYPART_ARC
(19,20),-1.22634 # DEPENDENCYPART_ARC
(19,21),-2.76907 # DEPENDENCYPART_ARC
(19,23),-1.90521 # DEPENDENCYPART_ARC
(19,24),-2.53513 # DEPENDENCYPART_ARC
(19,25),-2.50197 # DEPENDENCYPART_ARC
(19,27),-1.15186 # DEPENDENCYPART_ARC
(20,1),-1.9721 # DEPENDENCYPART_ARC
(20,3),-2.08021 # DEPENDENCYPART_ARC
(20,4),-1.97429 # DEPENDENCYPART_ARC
(20,10),-1.40407 # DEPENDENCYPART_ARC
(20,23),-1.3699 # DEPENDENCYPART_ARC
(20,24),-2.17007 # DEPENDENCYPART_ARC
(20,25),-1.8718 # DEPENDENCYPART_ARC
(20,27),-1.93802 # DEPENDENCYPART_ARC
(21,20),-1.20171 # DEPENDENCYPART_ARC
(21,24),0.64955 # DEPENDENCYPART_ARC
(23,21),-2.05206 # DEPENDENCYPART_ARC
(23,24),-1.53241 # DEPENDENCYPART_ARC
(23,25),-1.54117 # DEPENDENCYPART_ARC
(24,23),-0.372143 # DEPENDENCYPART_ARC
(24,25),0.118104 # DEPENDENCYPART_ARC
(24,27),-2.09434 # DEPENDENCYPART_ARC
(25,20),-0.574591 # DEPENDENCYPART_ARC
(25,26),2.14355 # DEPENDENCYPART_ARC
(25,28),-0.767786 # DEPENDENCYPART_ARC
(27,1),-1.24299 # DEPENDENCYPART_ARC
(27,2),-3.18965 # DEPENDENCYPART_ARC
(27,3),-0.627036 # DEPENDENCYPART_ARC
(27,5),-0.946915 # DEPENDENCYPART_ARC
(27,6),-1.3181 # DEPENDENCYPART_ARC
(27,7),-0.500503 # DEPENDENCYPART_ARC
(27,8),-0.743872 # DEPENDENCYPART_ARC
(27,10),-1.93791 # DEPENDENCYPART_ARC
(27,11),-0.465462 # DEPENDENCYPART_ARC
(27,12),-1.24081 # DEPENDENCYPART_ARC
(27,13),-0.7683 # DEPENDENCYPART_ARC
(27,14),-1.53999 # DEPENDENCYPART_ARC
(27,15),-0.825566 # DEPENDENCYPART_ARC
(27,16),0.178124 # DEPENDENCYPART_ARC
(27,17),-0.876847 # DEPENDENCYPART_ARC
(27,18),-1.96334 # DEPENDENCYPART_ARC
(27,19),-1.31693 # DEPENDENCYPART_ARC
(27,20),0.945131 # DEPENDENCYPART_ARC
(27,21),0.360269 # DEPENDENCYPART_ARC
(27,22),0.654448 # DEPENDENCYPART_ARC
(27,23),0.953721 # DEPENDENCYPART_ARC
(27,24),0.743227 # DEPENDENCYPART_ARC
(27,25),1.73599 # DEPENDENCYPART_ARC
(27,26),0.184054 # DEPENDENCYPART_ARC
(27,28),-0.53176 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.303166 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.641657 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0547999 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.964909 # DEPENDENCYPART_SIBL
(0,1),(0,10),-1.46587 # DEPENDENCYPART_SIBL
(0,1),(0,27),-1.46587 # DEPENDENCYPART_SIBL
(0,1),(0,28),-0.0170754 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.00123668 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.0665233 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.140416 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.40861 # DEPENDENCYPART_SIBL
(0,3),(0,27),-0.408609 # DEPENDENCYPART_SIBL
(0,3),(0,28),-0.133324 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0295143 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.708252 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.861016 # DEPENDENCYPART_SIBL
(0,4),(0,27),-0.861016 # DEPENDENCYPART_SIBL
(0,4),(0,28),-0.107484 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.182061 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.18379 # DEPENDENCYPART_SIBL
(0,5),(0,27),-0.183763 # DEPENDENCYPART_SIBL
(0,5),(0,28),-0.416889 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.898666 # DEPENDENCYPART_SIBL
(0,7),(0,27),-0.898665 # DEPENDENCYPART_SIBL
(0,7),(0,28),0.0494213 # DEPENDENCYPART_SIBL
(0,10),(0,27),-1.4635 # DEPENDENCYPART_SIBL
(0,10),(0,28),-0.0087906 # DEPENDENCYPART_SIBL
(0,27),(0,28),-0.00769122 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00346152 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.207164 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.077529 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.077532 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0218296 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.077532 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0249034 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.104465 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0522994 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0772158 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.228762 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0771113 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0926076 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.0725357 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.00346152 # DEPENDENCYPART_SIBL
(1,2),(1,23),0.101292 # DEPENDENCYPART_SIBL
(1,2),(1,25),0.123112 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0332557 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.106769 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.106766 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.139187 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.106766 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0762757 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0995859 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0758602 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.10214 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.0162984 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.107191 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.209144 # DEPENDENCYPART_SIBL
(1,3),(1,19),-0.104869 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.124158 # DEPENDENCYPART_SIBL
(1,3),(1,23),-0.0486344 # DEPENDENCYPART_SIBL
(1,3),(1,25),-0.149103 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.184029 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.184026 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.369447 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.184026 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.174549 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.169974 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.151209 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.149797 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.113628 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.184531 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.234978 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.182804 # DEPENDENCYPART_SIBL
(1,4),(1,20),-0.0110029 # DEPENDENCYPART_SIBL
(1,4),(1,23),-0.124511 # DEPENDENCYPART_SIBL
(1,4),(1,25),-0.228941 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.113673 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.248196 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.113673 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0165811 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.0161276 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0445486 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0678711 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.00143957 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.114097 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0566661 # DEPENDENCYPART_SIBL
(1,5),(1,19),-0.112455 # DEPENDENCYPART_SIBL
(1,5),(1,20),-0.0127258 # DEPENDENCYPART_SIBL
(1,5),(1,23),-0.0144079 # DEPENDENCYPART_SIBL
(1,5),(1,25),0.0485131 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.248155 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.11363 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0165405 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.016087 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.044508 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.0678304 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.00139893 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.114053 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.0568614 # DEPENDENCYPART_SIBL
(1,6),(1,19),-0.112412 # DEPENDENCYPART_SIBL
(1,6),(1,20),-0.0126852 # DEPENDENCYPART_SIBL
(1,6),(1,23),-0.0143673 # DEPENDENCYPART_SIBL
(1,6),(1,25),0.0486507 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0186671 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0532598 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0376823 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0638022 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.0343799 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0392649 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.0191723 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.00903343 # DEPENDENCYPART_SIBL
(1,7),(1,19),-0.0171057 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0017565 # DEPENDENCYPART_SIBL
(1,7),(1,23),-0.0371187 # DEPENDENCYPART_SIBL
(1,7),(1,25),-0.0294126 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0165405 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.016087 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.044508 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.0678304 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.00139893 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.114053 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0568614 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.112412 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.0126852 # DEPENDENCYPART_SIBL
(1,8),(1,23),-0.0143673 # DEPENDENCYPART_SIBL
(1,8),(1,25),0.0486507 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0506334 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.115059 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0705662 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.108775 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.107533 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0297479 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.105212 # DEPENDENCYPART_SIBL
(1,9),(1,20),-0.0493907 # DEPENDENCYPART_SIBL
(1,9),(1,23),-0.0832003 # DEPENDENCYPART_SIBL
(1,9),(1,25),-0.0501508 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0244288 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.0282735 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0313845 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.0396366 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.144168 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.0453735 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.000189809 # DEPENDENCYPART_SIBL
(1,10),(1,23),0.00256493 # DEPENDENCYPART_SIBL
(1,10),(1,25),0.0428962 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0425082 # DEPENDENCYPART_SIBL
(1,12),(1,14),0.00798741 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0994291 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0647321 # DEPENDENCYPART_SIBL
(1,12),(1,19),-0.096265 # DEPENDENCYPART_SIBL
(1,12),(1,20),-0.111579 # DEPENDENCYPART_SIBL
(1,12),(1,23),-0.0690099 # DEPENDENCYPART_SIBL
(1,12),(1,25),-0.0979494 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.00672143 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.0411863 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.0639357 # DEPENDENCYPART_SIBL
(1,13),(1,19),-0.0388654 # DEPENDENCYPART_SIBL
(1,13),(1,20),-0.0564323 # DEPENDENCYPART_SIBL
(1,13),(1,23),-0.00546256 # DEPENDENCYPART_SIBL
(1,13),(1,25),-0.0531847 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.0489777 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0368648 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.050105 # DEPENDENCYPART_SIBL
(1,14),(1,20),-0.0242253 # DEPENDENCYPART_SIBL
(1,14),(1,23),-0.0272922 # DEPENDENCYPART_SIBL
(1,14),(1,25),-0.00680952 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.000123842 # DEPENDENCYPART_SIBL
(1,16),(1,19),-0.133404 # DEPENDENCYPART_SIBL
(1,16),(1,20),-0.03992 # DEPENDENCYPART_SIBL
(1,16),(1,23),-0.0320253 # DEPENDENCYPART_SIBL
(1,16),(1,25),0.0114529 # DEPENDENCYPART_SIBL
(1,17),(1,19),0.0413608 # DEPENDENCYPART_SIBL
(1,17),(1,20),0.00748579 # DEPENDENCYPART_SIBL
(1,17),(1,23),0.0226088 # DEPENDENCYPART_SIBL
(1,17),(1,25),0.0242101 # DEPENDENCYPART_SIBL
(1,19),(1,20),-0.0102621 # DEPENDENCYPART_SIBL
(1,19),(1,23),-0.0176761 # DEPENDENCYPART_SIBL
(1,19),(1,25),0.0435776 # DEPENDENCYPART_SIBL
(1,20),(1,23),-0.0486344 # DEPENDENCYPART_SIBL
(1,20),(1,25),-0.149103 # DEPENDENCYPART_SIBL
(1,23),(1,25),0.0169126 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0619665 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0164897 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0125468 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0566244 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.678564 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.147331 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0638028 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0325362 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.112744 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0288148 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.136119 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0608001 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0716373 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0203057 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0335376 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.289907 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.29898 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.298143 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0914243 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.132584 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.0803462 # DEPENDENCYPART_SIBL
(4,1),(4,27),-0.131849 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.366198 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.365338 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0733479 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00701823 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0681205 # DEPENDENCYPART_SIBL
(4,3),(4,27),0.00625765 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0844298 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.410849 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.495913 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0418546 # DEPENDENCYPART_SIBL
(4,5),(4,27),-0.495836 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.410833 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.495897 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0418385 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.49582 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.405628 # DEPENDENCYPART_SIBL
