# _root_ 2 . etapu ( 201 km , cíl v Galway ) vyhrál Vanderaerden za 5 : 18 : 37 , 2 .
#goldHeads=3,1,12,7,7,5,3,7,8,9,7,0,12,12,18,18,18,14,18,21,19,0,
#predictedHeads=3,1,7,3,3,5,12,7,8,9,7,0,12,12,16,14,16,20,18,12,20,0,
(16,9),-1.03444 # DEPENDENCYPART_ARC
(16,10),-1.07941 # DEPENDENCYPART_ARC
(16,11),-1.31826 # DEPENDENCYPART_ARC
(16,12),-0.694853 # DEPENDENCYPART_ARC
(16,13),-0.685444 # DEPENDENCYPART_ARC
(16,14),-0.821567 # DEPENDENCYPART_ARC
(16,15),1.45134 # DEPENDENCYPART_ARC
(16,17),0.891843 # DEPENDENCYPART_ARC
(16,18),-0.667793 # DEPENDENCYPART_ARC
(16,19),-0.802364 # DEPENDENCYPART_ARC
(16,20),-0.935464 # DEPENDENCYPART_ARC
(16,21),-0.994792 # DEPENDENCYPART_ARC
(16,22),-1.61718 # DEPENDENCYPART_ARC
(17,13),-1.89448 # DEPENDENCYPART_ARC
(17,14),-1.52776 # DEPENDENCYPART_ARC
(17,15),-0.864005 # DEPENDENCYPART_ARC
(17,16),-0.582543 # DEPENDENCYPART_ARC
(17,18),-0.254429 # DEPENDENCYPART_ARC
(17,19),-0.819075 # DEPENDENCYPART_ARC
(17,20),-1.63544 # DEPENDENCYPART_ARC
(17,21),-1.82876 # DEPENDENCYPART_ARC
(17,22),-2.70018 # DEPENDENCYPART_ARC
(18,1),-4.72605 # DEPENDENCYPART_ARC
(18,2),-2.00749 # DEPENDENCYPART_ARC
(18,4),-1.61929 # DEPENDENCYPART_ARC
(18,6),-1.93477 # DEPENDENCYPART_ARC
(18,8),-1.51165 # DEPENDENCYPART_ARC
(18,9),-1.26536 # DEPENDENCYPART_ARC
(18,10),-1.49656 # DEPENDENCYPART_ARC
(18,12),-0.973844 # DEPENDENCYPART_ARC
(18,13),-1.29287 # DEPENDENCYPART_ARC
(18,14),-0.835479 # DEPENDENCYPART_ARC
(18,15),-0.251782 # DEPENDENCYPART_ARC
(18,16),-0.310816 # DEPENDENCYPART_ARC
(18,17),1.10404 # DEPENDENCYPART_ARC
(18,19),0.690566 # DEPENDENCYPART_ARC
(18,20),-0.944519 # DEPENDENCYPART_ARC
(18,21),-0.796177 # DEPENDENCYPART_ARC
(18,22),-1.52906 # DEPENDENCYPART_ARC
(19,16),-1.49806 # DEPENDENCYPART_ARC
(19,17),-1.26534 # DEPENDENCYPART_ARC
(19,18),-0.434328 # DEPENDENCYPART_ARC
(19,20),-0.452125 # DEPENDENCYPART_ARC
(19,21),-0.881878 # DEPENDENCYPART_ARC
(19,22),-1.90175 # DEPENDENCYPART_ARC
(20,1),-2.99247 # DEPENDENCYPART_ARC
(20,2),-1.92146 # DEPENDENCYPART_ARC
(20,3),-2.31096 # DEPENDENCYPART_ARC
(20,4),-1.52017 # DEPENDENCYPART_ARC
(20,5),-2.11361 # DEPENDENCYPART_ARC
(20,6),-2.1737 # DEPENDENCYPART_ARC
(20,7),-1.26619 # DEPENDENCYPART_ARC
(20,8),-2.00295 # DEPENDENCYPART_ARC
(20,9),-1.71319 # DEPENDENCYPART_ARC
(20,10),-1.81623 # DEPENDENCYPART_ARC
(20,12),-0.987617 # DEPENDENCYPART_ARC
(20,13),-1.60947 # DEPENDENCYPART_ARC
(20,14),-1.21339 # DEPENDENCYPART_ARC
(20,15),-1.08353 # DEPENDENCYPART_ARC
(20,16),-0.377836 # DEPENDENCYPART_ARC
(20,17),-0.930657 # DEPENDENCYPART_ARC
(20,18),-0.215137 # DEPENDENCYPART_ARC
(20,19),0.0486291 # DEPENDENCYPART_ARC
(20,21),0.353034 # DEPENDENCYPART_ARC
(20,22),-1.11529 # DEPENDENCYPART_ARC
(21,18),-1.51096 # DEPENDENCYPART_ARC
(21,19),-1.13925 # DEPENDENCYPART_ARC
(21,20),-0.349507 # DEPENDENCYPART_ARC
(21,22),0.190176 # DEPENDENCYPART_ARC
(22,21),-2.48804 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.206695 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.115522 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.000736588 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.00217037 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.116091 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0097309 # DEPENDENCYPART_SIBL
(0,1),(0,8),0.115436 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.153978 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0124216 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.315923 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.113401 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.150066 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.15268 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.00120583 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.15268 # DEPENDENCYPART_SIBL
(0,1),(0,19),0.0280597 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0097309 # DEPENDENCYPART_SIBL
(0,1),(0,21),0.0707674 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.206695 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.102276 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.249129 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0453378 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.107025 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.375943 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.102579 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.122976 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.150117 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.604727 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.0842006 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0409609 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.437719 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0424286 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.437719 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.02095 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.375943 # DEPENDENCYPART_SIBL
(0,2),(0,21),0.00210287 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.147083 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0579641 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.110621 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.0321941 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0211641 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.0336869 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.162953 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.258795 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.18674 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.170267 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.196865 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.23171 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.0987168 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.23171 # DEPENDENCYPART_SIBL
(0,3),(0,19),0.174021 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.0211641 # DEPENDENCYPART_SIBL
(0,3),(0,21),0.186381 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.417377 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.179645 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.340769 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.015078 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.348511 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.109597 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.719282 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.368511 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.161083 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.174552 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0198817 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.184868 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0198817 # DEPENDENCYPART_SIBL
(0,4),(0,19),0.203943 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.015078 # DEPENDENCYPART_SIBL
(0,4),(0,21),0.250683 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.136057 # DEPENDENCYPART_SIBL
(0,5),(0,6),0.176782 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.03633 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.176127 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.116561 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0153894 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.383347 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0803421 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.16743 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.160825 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0184847 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.160825 # DEPENDENCYPART_SIBL
(0,5),(0,19),0.0453386 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.03633 # DEPENDENCYPART_SIBL
(0,5),(0,21),0.0952755 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.251259 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0339352 # DEPENDENCYPART_SIBL
(0,6),(0,8),0.0339169 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.155086 # DEPENDENCYPART_SIBL
(0,6),(0,11),0.243527 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.186673 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.161758 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.196926 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.241162 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.0987774 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.241162 # DEPENDENCYPART_SIBL
(0,6),(0,19),0.174081 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0339352 # DEPENDENCYPART_SIBL
(0,6),(0,21),0.186441 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.426828 # DEPENDENCYPART_SIBL
(0,7),(0,8),0.0661947 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.042719 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.0767127 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.411619 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.00155058 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0361761 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.0833005 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.0311699 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0833005 # DEPENDENCYPART_SIBL
(0,7),(0,19),0.0551139 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.129028 # DEPENDENCYPART_SIBL
(0,7),(0,21),0.106324 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.133324 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.162722 # DEPENDENCYPART_SIBL
(0,8),(0,11),0.255146 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.190731 # DEPENDENCYPART_SIBL
(0,8),(0,14),0.169897 # DEPENDENCYPART_SIBL
(0,8),(0,15),0.196908 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.236122 # DEPENDENCYPART_SIBL
(0,8),(0,17),0.0987594 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.236122 # DEPENDENCYPART_SIBL
(0,8),(0,19),0.174063 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.027797 # DEPENDENCYPART_SIBL
(0,8),(0,21),0.186423 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.421026 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.00992846 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.374427 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.204388 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.256955 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.158074 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.218067 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.158074 # DEPENDENCYPART_SIBL
(0,9),(0,19),0.25995 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.093583 # DEPENDENCYPART_SIBL
(0,9),(0,21),0.27026 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.396679 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.353723 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.0253717 # DEPENDENCYPART_SIBL
(0,11),(0,15),0.102236 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.0324547 # DEPENDENCYPART_SIBL
(0,11),(0,17),0.0947782 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.0324547 # DEPENDENCYPART_SIBL
(0,11),(0,19),0.117326 # DEPENDENCYPART_SIBL
(0,11),(0,20),0.00849008 # DEPENDENCYPART_SIBL
(0,11),(0,21),0.156712 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.110149 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.195084 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0351279 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.160962 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0812572 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.160962 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.048324 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.308381 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0252018 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0224846 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.2447 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0872124 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.209437 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0872124 # DEPENDENCYPART_SIBL
(0,14),(0,19),0.244853 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.0805515 # DEPENDENCYPART_SIBL
(0,14),(0,21),0.261967 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.211521 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.0648898 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0920895 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.0648898 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.118943 # DEPENDENCYPART_SIBL
(0,15),(0,20),0.0524833 # DEPENDENCYPART_SIBL
(0,15),(0,21),0.16862 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.112481 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.135164 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.240595 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.110476 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.247035 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.0336059 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.138136 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.171434 # DEPENDENCYPART_SIBL
(0,17),(0,19),0.0341152 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0478094 # DEPENDENCYPART_SIBL
(0,17),(0,21),0.0840517 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.26281 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.110476 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.247035 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0336059 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.138136 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.047488 # DEPENDENCYPART_SIBL
(0,19),(0,21),0.0896159 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.263331 # DEPENDENCYPART_SIBL
(0,20),(0,21),0.106324 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.133324 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.206695 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0759339 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0843077 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.047823 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0636386 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0165562 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.194452 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.115163 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0264326 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00167231 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00109783 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0522202 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.00297352 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0383702 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0265993 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.026752 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.249182 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0989379 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.134385 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.256621 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.126311 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0387413 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.184326 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0566525 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.258734 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.334803 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0383943 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.342677 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0990327 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.987003 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0198152 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0196072 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.100068 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0193959 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0672674 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.12454 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.00324069 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.050383 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0628827 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.12839 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.25569 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.00766114 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.00813668 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0169677 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0687152 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0193354 # DEPENDENCYPART_SIBL
