# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(3,17),-1.50831 # DEPENDENCYPART_ARC
(3,18),-3.76104 # DEPENDENCYPART_ARC
(3,19),-2.06335 # DEPENDENCYPART_ARC
(3,20),-1.9645 # DEPENDENCYPART_ARC
(3,21),-3.16243 # DEPENDENCYPART_ARC
(3,22),-0.917895 # DEPENDENCYPART_ARC
(3,27),-2.45019 # DEPENDENCYPART_ARC
(4,2),-1.82341 # DEPENDENCYPART_ARC
(4,3),-1.8995 # DEPENDENCYPART_ARC
(4,6),-1.89942 # DEPENDENCYPART_ARC
(4,10),-1.17351 # DEPENDENCYPART_ARC
(5,2),-1.42209 # DEPENDENCYPART_ARC
(5,4),0.426585 # DEPENDENCYPART_ARC
(5,6),-0.213348 # DEPENDENCYPART_ARC
(6,1),-4.3782 # DEPENDENCYPART_ARC
(6,2),-2.70775 # DEPENDENCYPART_ARC
(6,3),-1.50763 # DEPENDENCYPART_ARC
(6,4),-0.330502 # DEPENDENCYPART_ARC
(6,5),-0.786159 # DEPENDENCYPART_ARC
(6,7),-0.949118 # DEPENDENCYPART_ARC
(6,8),-1.22289 # DEPENDENCYPART_ARC
(6,9),-4.05046 # DEPENDENCYPART_ARC
(6,10),-3.70807 # DEPENDENCYPART_ARC
(7,1),-1.87395 # DEPENDENCYPART_ARC
(7,2),-1.49618 # DEPENDENCYPART_ARC
(7,3),-0.476391 # DEPENDENCYPART_ARC
(7,4),-0.588514 # DEPENDENCYPART_ARC
(7,5),-1.03098 # DEPENDENCYPART_ARC
(7,6),-0.602186 # DEPENDENCYPART_ARC
(7,8),-0.65836 # DEPENDENCYPART_ARC
(7,9),-0.287421 # DEPENDENCYPART_ARC
(7,10),-1.29948 # DEPENDENCYPART_ARC
(7,11),-0.854171 # DEPENDENCYPART_ARC
(7,12),-1.5258 # DEPENDENCYPART_ARC
(7,19),-2.0986 # DEPENDENCYPART_ARC
(7,22),-0.574256 # DEPENDENCYPART_ARC
(7,27),-2.98295 # DEPENDENCYPART_ARC
(8,2),-2.3258 # DEPENDENCYPART_ARC
(8,3),-2.12338 # DEPENDENCYPART_ARC
(8,6),-1.63626 # DEPENDENCYPART_ARC
(8,7),-0.271068 # DEPENDENCYPART_ARC
(8,9),-1.33959 # DEPENDENCYPART_ARC
(8,10),-0.427059 # DEPENDENCYPART_ARC
(8,11),-0.698277 # DEPENDENCYPART_ARC
(8,12),-1.33464 # DEPENDENCYPART_ARC
(8,15),-1.77557 # DEPENDENCYPART_ARC
(9,4),-1.26662 # DEPENDENCYPART_ARC
(9,6),-3.31513 # DEPENDENCYPART_ARC
(9,7),-0.716907 # DEPENDENCYPART_ARC
(9,8),0.977237 # DEPENDENCYPART_ARC
(9,10),-1.91939 # DEPENDENCYPART_ARC
(10,1),-4.22292 # DEPENDENCYPART_ARC
(10,4),-1.50233 # DEPENDENCYPART_ARC
(10,6),-0.48228 # DEPENDENCYPART_ARC
(10,7),-0.288034 # DEPENDENCYPART_ARC
(10,8),-0.512848 # DEPENDENCYPART_ARC
(10,9),1.92016 # DEPENDENCYPART_ARC
(10,11),-1.51338 # DEPENDENCYPART_ARC
(10,12),-1.89225 # DEPENDENCYPART_ARC
(10,15),-1.72865 # DEPENDENCYPART_ARC
(10,16),-2.95968 # DEPENDENCYPART_ARC
(10,17),-2.19101 # DEPENDENCYPART_ARC
(10,19),-1.33278 # DEPENDENCYPART_ARC
(10,22),-1.53734 # DEPENDENCYPART_ARC
(10,23),-3.16159 # DEPENDENCYPART_ARC
(10,27),-1.97036 # DEPENDENCYPART_ARC
(11,1),-2.45579 # DEPENDENCYPART_ARC
(11,3),-0.948687 # DEPENDENCYPART_ARC
(11,4),-1.23942 # DEPENDENCYPART_ARC
(11,6),-2.0179 # DEPENDENCYPART_ARC
(11,7),-0.715151 # DEPENDENCYPART_ARC
(11,8),-0.769502 # DEPENDENCYPART_ARC
(11,9),-1.5488 # DEPENDENCYPART_ARC
(11,10),-1.45983 # DEPENDENCYPART_ARC
(11,12),-0.669481 # DEPENDENCYPART_ARC
(11,15),-1.15126 # DEPENDENCYPART_ARC
(11,17),-1.65614 # DEPENDENCYPART_ARC
(11,19),-1.6205 # DEPENDENCYPART_ARC
(11,20),-2.09736 # DEPENDENCYPART_ARC
(11,22),-0.929441 # DEPENDENCYPART_ARC
(11,26),-1.65279 # DEPENDENCYPART_ARC
(11,27),-2.86261 # DEPENDENCYPART_ARC
(12,11),-1.24009 # DEPENDENCYPART_ARC
(12,13),1.06156 # DEPENDENCYPART_ARC
(12,16),-2.74995 # DEPENDENCYPART_ARC
(12,18),-2.35256 # DEPENDENCYPART_ARC
(15,12),-1.54039 # DEPENDENCYPART_ARC
(15,16),-1.31851 # DEPENDENCYPART_ARC
(15,17),-1.97131 # DEPENDENCYPART_ARC
(15,23),-2.95707 # DEPENDENCYPART_ARC
(16,12),-0.999566 # DEPENDENCYPART_ARC
(16,15),0.275003 # DEPENDENCYPART_ARC
(16,17),1.04184 # DEPENDENCYPART_ARC
(16,18),-0.119211 # DEPENDENCYPART_ARC
(16,20),-0.659409 # DEPENDENCYPART_ARC
(17,11),-0.873481 # DEPENDENCYPART_ARC
(17,15),-1.65758 # DEPENDENCYPART_ARC
(17,18),2.72318 # DEPENDENCYPART_ARC
(17,19),-1.47418 # DEPENDENCYPART_ARC
(17,21),-1.48348 # DEPENDENCYPART_ARC
(17,22),-0.661928 # DEPENDENCYPART_ARC
(18,14),-3.8843 # DEPENDENCYPART_ARC
(18,15),-1.02639 # DEPENDENCYPART_ARC
(18,16),-1.14694 # DEPENDENCYPART_ARC
(18,17),-0.648342 # DEPENDENCYPART_ARC
(18,19),-1.40077 # DEPENDENCYPART_ARC
(18,20),-1.69841 # DEPENDENCYPART_ARC
(18,21),-2.92278 # DEPENDENCYPART_ARC
(18,23),-2.28213 # DEPENDENCYPART_ARC
(18,24),-2.46365 # DEPENDENCYPART_ARC
(18,27),-2.82244 # DEPENDENCYPART_ARC
(19,2),-0.906498 # DEPENDENCYPART_ARC
(19,3),-2.20157 # DEPENDENCYPART_ARC
(19,4),-1.17828 # DEPENDENCYPART_ARC
(19,7),-0.397172 # DEPENDENCYPART_ARC
(19,8),-0.691904 # DEPENDENCYPART_ARC
(19,9),-4.06013 # DEPENDENCYPART_ARC
(19,10),-3.57626 # DEPENDENCYPART_ARC
(19,11),0.11523 # DEPENDENCYPART_ARC
(19,12),0.687075 # DEPENDENCYPART_ARC
(19,14),1.10871 # DEPENDENCYPART_ARC
(19,15),0.342001 # DEPENDENCYPART_ARC
(19,16),0.226711 # DEPENDENCYPART_ARC
(19,17),0.0777425 # DEPENDENCYPART_ARC
(19,18),-1.66108 # DEPENDENCYPART_ARC
(19,20),1.28824 # DEPENDENCYPART_ARC
(19,21),-0.90103 # DEPENDENCYPART_ARC
(19,22),-0.271117 # DEPENDENCYPART_ARC
(19,23),-1.21207 # DEPENDENCYPART_ARC
(19,24),-1.6532 # DEPENDENCYPART_ARC
(19,25),-1.8942 # DEPENDENCYPART_ARC
(19,26),-0.925518 # DEPENDENCYPART_ARC
(19,27),-2.02151 # DEPENDENCYPART_ARC
(20,21),2.60644 # DEPENDENCYPART_ARC
(20,22),-0.822094 # DEPENDENCYPART_ARC
(20,23),-3.57722 # DEPENDENCYPART_ARC
(20,24),-3.20285 # DEPENDENCYPART_ARC
(21,16),-2.05392 # DEPENDENCYPART_ARC
(21,17),-1.10303 # DEPENDENCYPART_ARC
(21,20),-0.751849 # DEPENDENCYPART_ARC
(21,23),-2.07083 # DEPENDENCYPART_ARC
(21,24),-2.39638 # DEPENDENCYPART_ARC
(21,25),-3.43218 # DEPENDENCYPART_ARC
(22,2),-2.02897 # DEPENDENCYPART_ARC
(22,3),-1.27208 # DEPENDENCYPART_ARC
(22,4),-1.36254 # DEPENDENCYPART_ARC
(22,5),-1.37532 # DEPENDENCYPART_ARC
(22,6),-2.22021 # DEPENDENCYPART_ARC
(22,7),-0.782609 # DEPENDENCYPART_ARC
(22,8),-1.10994 # DEPENDENCYPART_ARC
(22,9),-2.31932 # DEPENDENCYPART_ARC
(22,10),-0.74443 # DEPENDENCYPART_ARC
(22,11),-0.440648 # DEPENDENCYPART_ARC
(22,12),-1.23885 # DEPENDENCYPART_ARC
(22,14),-1.23548 # DEPENDENCYPART_ARC
(22,15),-0.858515 # DEPENDENCYPART_ARC
(22,16),-1.20001 # DEPENDENCYPART_ARC
(22,17),-1.16893 # DEPENDENCYPART_ARC
(22,18),-0.539105 # DEPENDENCYPART_ARC
(22,19),0.41904 # DEPENDENCYPART_ARC
(22,20),-0.583866 # DEPENDENCYPART_ARC
(22,21),1.23964 # DEPENDENCYPART_ARC
(22,23),-0.309953 # DEPENDENCYPART_ARC
(22,24),-0.557155 # DEPENDENCYPART_ARC
(22,26),-1.27688 # DEPENDENCYPART_ARC
(22,27),0.0395589 # DEPENDENCYPART_ARC
(22,28),-0.805737 # DEPENDENCYPART_ARC
(23,20),-1.42552 # DEPENDENCYPART_ARC
(23,21),-2.63035 # DEPENDENCYPART_ARC
(23,26),-0.591377 # DEPENDENCYPART_ARC
(23,27),-2.62916 # DEPENDENCYPART_ARC
(23,28),-1.089 # DEPENDENCYPART_ARC
(24,21),-1.85274 # DEPENDENCYPART_ARC
(24,22),-0.487752 # DEPENDENCYPART_ARC
(24,28),-0.955324 # DEPENDENCYPART_ARC
(25,21),-1.98623 # DEPENDENCYPART_ARC
(25,26),-0.190184 # DEPENDENCYPART_ARC
(26,20),-1.80415 # DEPENDENCYPART_ARC
(26,25),-1.8613 # DEPENDENCYPART_ARC
(27,2),-1.08755 # DEPENDENCYPART_ARC
(27,3),-2.13367 # DEPENDENCYPART_ARC
(27,7),-0.551447 # DEPENDENCYPART_ARC
(27,8),-0.619535 # DEPENDENCYPART_ARC
(27,10),-2.42025 # DEPENDENCYPART_ARC
(27,11),-0.232755 # DEPENDENCYPART_ARC
(27,12),0.733924 # DEPENDENCYPART_ARC
(27,14),0.363197 # DEPENDENCYPART_ARC
(27,15),-0.124302 # DEPENDENCYPART_ARC
(27,16),-0.83255 # DEPENDENCYPART_ARC
(27,17),-0.406895 # DEPENDENCYPART_ARC
(27,18),-1.47492 # DEPENDENCYPART_ARC
(27,19),-1.56854 # DEPENDENCYPART_ARC
(27,20),0.0710282 # DEPENDENCYPART_ARC
(27,21),-0.481432 # DEPENDENCYPART_ARC
(27,22),-0.423912 # DEPENDENCYPART_ARC
(27,23),-0.219309 # DEPENDENCYPART_ARC
(27,24),0.109308 # DEPENDENCYPART_ARC
(27,25),1.24518 # DEPENDENCYPART_ARC
(27,26),1.82376 # DEPENDENCYPART_ARC
(27,28),-0.595896 # DEPENDENCYPART_ARC
(28,23),-3.5845 # DEPENDENCYPART_ARC
(28,24),-2.94831 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0568568 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.369795 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.16406 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.0175501 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0777027 # DEPENDENCYPART_SIBL
(0,1),(0,8),0.151936 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0997192 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0777027 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.0175088 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.365486 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.227073 # DEPENDENCYPART_SIBL
(0,1),(0,24),0.0161627 # DEPENDENCYPART_SIBL
(0,1),(0,27),-0.365486 # DEPENDENCYPART_SIBL
(0,1),(0,28),-0.302898 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.14976 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.201682 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.151002 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.0787156 # DEPENDENCYPART_SIBL
(0,2),(0,8),0.179168 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.197415 # DEPENDENCYPART_SIBL
(0,2),(0,11),0.0787156 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.142027 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.145256 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.141696 # DEPENDENCYPART_SIBL
(0,2),(0,24),0.144622 # DEPENDENCYPART_SIBL
(0,2),(0,27),-0.145256 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.267862 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.204328 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0457817 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.243455 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.215 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.258437 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.243455 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0548812 # DEPENDENCYPART_SIBL
(0,3),(0,19),-1.44112 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.940131 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.055987 # DEPENDENCYPART_SIBL
(0,3),(0,27),-1.44112 # DEPENDENCYPART_SIBL
(0,3),(0,28),0.0685315 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.174489 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.120364 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.165669 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.234724 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.120364 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.165638 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.269943 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.107713 # DEPENDENCYPART_SIBL
(0,4),(0,24),0.167403 # DEPENDENCYPART_SIBL
(0,4),(0,27),-0.269943 # DEPENDENCYPART_SIBL
(0,4),(0,28),-0.0665805 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0343456 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0610193 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.0518486 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0343456 # DEPENDENCYPART_SIBL
(0,5),(0,16),0.00885895 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.38369 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.17391 # DEPENDENCYPART_SIBL
(0,5),(0,24),-0.000229377 # DEPENDENCYPART_SIBL
(0,5),(0,27),-0.38369 # DEPENDENCYPART_SIBL
(0,5),(0,28),-0.25451 # DEPENDENCYPART_SIBL
(0,7),(0,8),0.0453906 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.0252084 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.129028 # DEPENDENCYPART_SIBL
(0,7),(0,16),0.0253697 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.408609 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.140416 # DEPENDENCYPART_SIBL
(0,7),(0,24),0.0229098 # DEPENDENCYPART_SIBL
(0,7),(0,27),-0.408609 # DEPENDENCYPART_SIBL
(0,7),(0,28),-0.133324 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.207597 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.154466 # DEPENDENCYPART_SIBL
(0,8),(0,16),0.138844 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.295622 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.156504 # DEPENDENCYPART_SIBL
(0,8),(0,24),0.140609 # DEPENDENCYPART_SIBL
(0,8),(0,27),-0.295622 # DEPENDENCYPART_SIBL
(0,8),(0,28),-0.10229 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.0776571 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0175216 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.360541 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.227047 # DEPENDENCYPART_SIBL
(0,9),(0,24),0.0161755 # DEPENDENCYPART_SIBL
(0,9),(0,27),-0.360541 # DEPENDENCYPART_SIBL
(0,9),(0,28),-0.302867 # DEPENDENCYPART_SIBL
(0,11),(0,16),0.0253697 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.408609 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.140416 # DEPENDENCYPART_SIBL
(0,11),(0,24),0.0229098 # DEPENDENCYPART_SIBL
(0,11),(0,27),-0.408609 # DEPENDENCYPART_SIBL
(0,11),(0,28),-0.133324 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.386172 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.168739 # DEPENDENCYPART_SIBL
(0,16),(0,24),0.00828115 # DEPENDENCYPART_SIBL
(0,16),(0,27),-0.386172 # DEPENDENCYPART_SIBL
(0,16),(0,28),-0.255861 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.962228 # DEPENDENCYPART_SIBL
(0,19),(0,24),-0.0780844 # DEPENDENCYPART_SIBL
(0,19),(0,27),-1.46319 # DEPENDENCYPART_SIBL
(0,19),(0,28),-0.00769122 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0801614 # DEPENDENCYPART_SIBL
(0,22),(0,27),-0.898665 # DEPENDENCYPART_SIBL
(0,22),(0,28),0.0494213 # DEPENDENCYPART_SIBL
(0,24),(0,27),-0.411561 # DEPENDENCYPART_SIBL
(0,24),(0,28),-0.299274 # DEPENDENCYPART_SIBL
(0,27),(0,28),-0.00769122 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00249948 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0819346 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0819789 # DEPENDENCYPART_SIBL
(2,1),(2,19),-0.0143176 # DEPENDENCYPART_SIBL
(2,1),(2,23),0.081785 # DEPENDENCYPART_SIBL
(2,1),(2,27),-0.0143176 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.013941 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0139405 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.259181 # DEPENDENCYPART_SIBL
(2,3),(2,23),-0.0140799 # DEPENDENCYPART_SIBL
(2,3),(2,27),-0.259181 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.109164 # DEPENDENCYPART_SIBL
(2,6),(2,19),0.00805939 # DEPENDENCYPART_SIBL
(2,6),(2,23),-0.109236 # DEPENDENCYPART_SIBL
(2,6),(2,27),0.00805939 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.00807225 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.109224 # DEPENDENCYPART_SIBL
(2,9),(2,27),0.00807225 # DEPENDENCYPART_SIBL
(2,19),(2,23),-0.0140547 # DEPENDENCYPART_SIBL
(2,19),(2,27),-0.259127 # DEPENDENCYPART_SIBL
(2,23),(2,27),0.00801842 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0544944 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0834084 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0782029 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.081808 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0413289 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0814955 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.081808 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.0695744 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0413289 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0858817 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0473874 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.131015 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0695744 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0869737 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0858817 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0695744 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0161674 # DEPENDENCYPART_SIBL
(3,1),(3,27),-0.0869737 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0288383 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0115859 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0402159 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0010021 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0201432 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0402159 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0456795 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0010021 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0123852 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0375118 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.0397373 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0456795 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.00213634 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0123852 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.0456795 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.00911445 # DEPENDENCYPART_SIBL
(3,2),(3,27),-0.00213634 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0760135 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0292172 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0439591 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.020063 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0292172 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0239082 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0439591 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0948714 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0257727 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0831202 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0239082 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0212848 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0948714 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0239082 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0764054 # DEPENDENCYPART_SIBL
(3,4),(3,27),0.0212848 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0417459 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0108326 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0207128 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0417453 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.045726 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0108326 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.027997 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0224909 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0317556 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.045726 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.010166 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.027997 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.045726 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.123136 # DEPENDENCYPART_SIBL
(3,5),(3,27),0.010166 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0490619 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0815847 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.346061 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.108653 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0490619 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0324402 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0832681 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0689047 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.108653 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0543269 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0324402 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.108653 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.082132 # DEPENDENCYPART_SIBL
(3,6),(3,27),0.0543269 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0403085 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0719094 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.103537 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.114306 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.207078 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.042066 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.174551 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.103537 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0911344 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.207078 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.103537 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.148899 # DEPENDENCYPART_SIBL
