# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(4,6),-0.729542 # DEPENDENCYPART_ARC
(4,7),-1.26552 # DEPENDENCYPART_ARC
(4,8),-1.42179 # DEPENDENCYPART_ARC
(4,9),-1.97163 # DEPENDENCYPART_ARC
(4,11),-1.46408 # DEPENDENCYPART_ARC
(4,12),-2.56563 # DEPENDENCYPART_ARC
(4,15),-3.11145 # DEPENDENCYPART_ARC
(4,16),-2.12045 # DEPENDENCYPART_ARC
(4,20),-3.70753 # DEPENDENCYPART_ARC
(4,21),-3.8781 # DEPENDENCYPART_ARC
(5,1),-3.02351 # DEPENDENCYPART_ARC
(5,2),-3.63481 # DEPENDENCYPART_ARC
(5,4),-1.46902 # DEPENDENCYPART_ARC
(5,6),-1.00283 # DEPENDENCYPART_ARC
(5,7),-1.31377 # DEPENDENCYPART_ARC
(5,8),-1.10544 # DEPENDENCYPART_ARC
(5,9),-1.50324 # DEPENDENCYPART_ARC
(5,10),-2.25075 # DEPENDENCYPART_ARC
(5,11),-1.382 # DEPENDENCYPART_ARC
(5,12),-1.76992 # DEPENDENCYPART_ARC
(5,15),-1.9028 # DEPENDENCYPART_ARC
(5,18),-2.18785 # DEPENDENCYPART_ARC
(6,1),-1.64584 # DEPENDENCYPART_ARC
(6,2),-1.50852 # DEPENDENCYPART_ARC
(6,3),-0.817469 # DEPENDENCYPART_ARC
(6,4),-0.991753 # DEPENDENCYPART_ARC
(6,5),-0.885766 # DEPENDENCYPART_ARC
(6,7),-1.12079 # DEPENDENCYPART_ARC
(6,8),-1.25795 # DEPENDENCYPART_ARC
(6,9),-1.39523 # DEPENDENCYPART_ARC
(6,10),-1.82247 # DEPENDENCYPART_ARC
(6,11),-0.940723 # DEPENDENCYPART_ARC
(6,12),-2.09194 # DEPENDENCYPART_ARC
(6,15),-2.54215 # DEPENDENCYPART_ARC
(7,1),-2.37476 # DEPENDENCYPART_ARC
(7,3),-1.4643 # DEPENDENCYPART_ARC
(7,4),-1.31109 # DEPENDENCYPART_ARC
(7,5),-1.44803 # DEPENDENCYPART_ARC
(7,6),-1.11466 # DEPENDENCYPART_ARC
(7,8),-0.867015 # DEPENDENCYPART_ARC
(7,10),-2.17348 # DEPENDENCYPART_ARC
(8,1),0.058214 # DEPENDENCYPART_ARC
(8,2),-0.862868 # DEPENDENCYPART_ARC
(8,3),-2.1127 # DEPENDENCYPART_ARC
(8,4),-0.013541 # DEPENDENCYPART_ARC
(8,5),-0.919871 # DEPENDENCYPART_ARC
(8,6),-0.125772 # DEPENDENCYPART_ARC
(8,7),1.14806 # DEPENDENCYPART_ARC
(8,9),0.364739 # DEPENDENCYPART_ARC
(8,10),0.132696 # DEPENDENCYPART_ARC
(8,11),-0.569458 # DEPENDENCYPART_ARC
(8,12),-0.765807 # DEPENDENCYPART_ARC
(8,14),-0.827709 # DEPENDENCYPART_ARC
(8,15),-1.96556 # DEPENDENCYPART_ARC
(8,16),-1.2336 # DEPENDENCYPART_ARC
(8,17),-2.68562 # DEPENDENCYPART_ARC
(8,18),-1.2373 # DEPENDENCYPART_ARC
(8,19),-2.81045 # DEPENDENCYPART_ARC
(8,20),-3.31682 # DEPENDENCYPART_ARC
(8,21),-3.31507 # DEPENDENCYPART_ARC
(9,6),-1.42796 # DEPENDENCYPART_ARC
(9,7),-1.19147 # DEPENDENCYPART_ARC
(9,10),-1.46817 # DEPENDENCYPART_ARC
(9,12),-1.92565 # DEPENDENCYPART_ARC
(9,15),-2.09963 # DEPENDENCYPART_ARC
(10,9),0.544907 # DEPENDENCYPART_ARC
(10,11),-1.03596 # DEPENDENCYPART_ARC
(10,15),-2.37717 # DEPENDENCYPART_ARC
(10,16),-1.52155 # DEPENDENCYPART_ARC
(11,1),-2.44023 # DEPENDENCYPART_ARC
(11,3),-1.43604 # DEPENDENCYPART_ARC
(11,4),-1.55052 # DEPENDENCYPART_ARC
(11,5),-2.0375 # DEPENDENCYPART_ARC
(11,6),-1.14361 # DEPENDENCYPART_ARC
(11,7),-1.48676 # DEPENDENCYPART_ARC
(11,8),-0.841609 # DEPENDENCYPART_ARC
(11,9),-1.34003 # DEPENDENCYPART_ARC
(11,10),-1.23822 # DEPENDENCYPART_ARC
(11,12),-1.01828 # DEPENDENCYPART_ARC
(11,14),-1.70943 # DEPENDENCYPART_ARC
(11,15),-1.2754 # DEPENDENCYPART_ARC
(11,16),-1.55113 # DEPENDENCYPART_ARC
(11,18),-0.931589 # DEPENDENCYPART_ARC
(12,3),-1.48085 # DEPENDENCYPART_ARC
(12,7),-1.79669 # DEPENDENCYPART_ARC
(12,8),-1.44163 # DEPENDENCYPART_ARC
(12,9),-1.106 # DEPENDENCYPART_ARC
(12,11),-0.773798 # DEPENDENCYPART_ARC
(12,16),-2.03368 # DEPENDENCYPART_ARC
(12,17),-2.65679 # DEPENDENCYPART_ARC
(12,18),-1.20468 # DEPENDENCYPART_ARC
(12,19),-3.02441 # DEPENDENCYPART_ARC
(12,20),-3.07778 # DEPENDENCYPART_ARC
(12,21),-3.05206 # DEPENDENCYPART_ARC
(13,17),-1.97921 # DEPENDENCYPART_ARC
(13,19),-1.95387 # DEPENDENCYPART_ARC
(13,20),-1.86564 # DEPENDENCYPART_ARC
(14,16),-1.0585 # DEPENDENCYPART_ARC
(14,18),-0.955275 # DEPENDENCYPART_ARC
(15,1),-0.549151 # DEPENDENCYPART_ARC
(15,2),-1.9573 # DEPENDENCYPART_ARC
(15,3),-2.82188 # DEPENDENCYPART_ARC
(15,4),0.0687266 # DEPENDENCYPART_ARC
(15,5),-1.87995 # DEPENDENCYPART_ARC
(15,6),-0.614754 # DEPENDENCYPART_ARC
(15,7),-0.307092 # DEPENDENCYPART_ARC
(15,8),-1.47606 # DEPENDENCYPART_ARC
(15,9),-0.386164 # DEPENDENCYPART_ARC
(15,10),-0.903401 # DEPENDENCYPART_ARC
(15,11),0.534491 # DEPENDENCYPART_ARC
(15,12),1.12652 # DEPENDENCYPART_ARC
(15,13),1.00644 # DEPENDENCYPART_ARC
(15,14),1.44972 # DEPENDENCYPART_ARC
(15,16),1.04845 # DEPENDENCYPART_ARC
(15,17),-0.976968 # DEPENDENCYPART_ARC
(15,18),-0.613446 # DEPENDENCYPART_ARC
(15,19),-1.32764 # DEPENDENCYPART_ARC
(15,20),-1.36497 # DEPENDENCYPART_ARC
(15,21),-1.54021 # DEPENDENCYPART_ARC
(16,17),2.49666 # DEPENDENCYPART_ARC
(16,18),-0.404485 # DEPENDENCYPART_ARC
(16,19),-0.892389 # DEPENDENCYPART_ARC
(16,20),-4.15728 # DEPENDENCYPART_ARC
(16,21),-5.2944 # DEPENDENCYPART_ARC
(17,10),-2.66715 # DEPENDENCYPART_ARC
(17,13),-3.31775 # DEPENDENCYPART_ARC
(17,14),-3.50666 # DEPENDENCYPART_ARC
(17,16),-1.47089 # DEPENDENCYPART_ARC
(17,18),-0.961837 # DEPENDENCYPART_ARC
(17,19),-1.94456 # DEPENDENCYPART_ARC
(17,20),-0.877475 # DEPENDENCYPART_ARC
(17,21),-1.10866 # DEPENDENCYPART_ARC
(18,1),-2.58886 # DEPENDENCYPART_ARC
(18,3),-2.11195 # DEPENDENCYPART_ARC
(18,4),-1.85322 # DEPENDENCYPART_ARC
(18,5),-1.10255 # DEPENDENCYPART_ARC
(18,6),-2.50397 # DEPENDENCYPART_ARC
(18,7),-0.998062 # DEPENDENCYPART_ARC
(18,8),-1.11754 # DEPENDENCYPART_ARC
(18,9),-0.922043 # DEPENDENCYPART_ARC
(18,11),-0.997013 # DEPENDENCYPART_ARC
(18,12),-0.534648 # DEPENDENCYPART_ARC
(18,13),-0.956848 # DEPENDENCYPART_ARC
(18,14),-0.628501 # DEPENDENCYPART_ARC
(18,15),-0.0942734 # DEPENDENCYPART_ARC
(18,16),-0.629636 # DEPENDENCYPART_ARC
(18,17),2.37458 # DEPENDENCYPART_ARC
(18,19),1.88574 # DEPENDENCYPART_ARC
(18,20),0.183159 # DEPENDENCYPART_ARC
(18,21),-0.453218 # DEPENDENCYPART_ARC
(18,22),-0.847524 # DEPENDENCYPART_ARC
(19,14),-3.81054 # DEPENDENCYPART_ARC
(19,17),-2.5387 # DEPENDENCYPART_ARC
(19,20),1.11353 # DEPENDENCYPART_ARC
(19,21),0.292739 # DEPENDENCYPART_ARC
(20,17),-5.43444 # DEPENDENCYPART_ARC
(20,18),-0.748008 # DEPENDENCYPART_ARC
(20,19),-3.73483 # DEPENDENCYPART_ARC
(20,21),1.88571 # DEPENDENCYPART_ARC
(20,22),-0.991518 # DEPENDENCYPART_ARC
(21,16),-1.29893 # DEPENDENCYPART_ARC
(21,17),-5.07273 # DEPENDENCYPART_ARC
(21,18),-0.78349 # DEPENDENCYPART_ARC
(21,19),-3.38843 # DEPENDENCYPART_ARC
(21,20),-1.21451 # DEPENDENCYPART_ARC
(21,22),-0.793036 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.189776 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.181508 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.026785 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0219123 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.223109 # DEPENDENCYPART_SIBL
(0,1),(0,10),0.103499 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0219123 # DEPENDENCYPART_SIBL
(0,1),(0,12),0.0906183 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.0978861 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.0976177 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.181509 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.417678 # DEPENDENCYPART_SIBL
(0,3),(0,4),-1.45629 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0493984 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.276687 # DEPENDENCYPART_SIBL
(0,3),(0,8),-1.53846 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.223445 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.276687 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.272136 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.219582 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.211079 # DEPENDENCYPART_SIBL
(0,3),(0,15),-1.45694 # DEPENDENCYPART_SIBL
(0,3),(0,22),0.0210233 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0629782 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.317491 # DEPENDENCYPART_SIBL
(0,4),(0,8),-1.54967 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.233389 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.317491 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.286115 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.229526 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.221023 # DEPENDENCYPART_SIBL
(0,4),(0,15),-1.46815 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.0300661 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0134615 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.234398 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0973483 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0134615 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0880906 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0917352 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0914668 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.192763 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.414632 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.4829 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.0929684 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.129028 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0313585 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0921063 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0930134 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.408609 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.133324 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.289097 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.327514 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.36537 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.285231 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.276728 # DEPENDENCYPART_SIBL
(0,8),(0,15),-1.5655 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.0527541 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0825733 # DEPENDENCYPART_SIBL
(0,10),(0,12),0.0472237 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.160398 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.164222 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.405684 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0324017 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.0313585 # DEPENDENCYPART_SIBL
(0,11),(0,13),0.0921063 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.0930134 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.408609 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.133324 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.351619 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.358157 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.262343 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0429877 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.171459 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.40989 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.0408932 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.405468 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.0412462 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.00769122 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0165723 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0113587 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.011811 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0113813 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.244668 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.00930602 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0301009 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.00279185 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0383508 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.0310288 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.054346 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0242854 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.096196 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00281099 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0699463 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0567073 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0414167 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00281099 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0699463 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0368362 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.108683 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.173328 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0556329 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0233333 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.093145 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.126595 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.040651 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0233333 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.093145 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.172676 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.0758025 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00631632 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0545357 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0757294 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.313228 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0675945 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0545357 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0757294 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.291006 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.0137374 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0843462 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0209917 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0186407 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0222193 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0843462 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0209917 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0512948 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0828389 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0349124 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0395908 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00304342 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0218796 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0349124 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0154858 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0616064 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0251591 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.00634065 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0303973 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0298013 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0292736 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0144717 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.110635 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0309107 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.118722 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.303114 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.00587241 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.069457 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.110745 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0173326 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0803339 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0349124 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0154858 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0616064 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0292736 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0144717 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.00606911 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0154419 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0546059 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.063165 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0192088 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0710782 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0523304 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0425379 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0192088 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0710782 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0339767 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0589917 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.093911 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0756524 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.135537 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0414834 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.000354105 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0182789 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00331901 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0342224 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.000354105 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0182789 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0435536 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.0544062 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0115444 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0213137 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0623711 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0410809 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0592869 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0696006 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0250447 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0410809 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0592869 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0485373 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0350162 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.079125 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0680146 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00579743 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0321419 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0690561 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0309073 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.00579743 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0321419 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0375813 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.04544 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.106248 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.116459 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0776149 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.122829 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0457424 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.127007 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0776149 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.100023 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.11311 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0990406 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.108575 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0554984 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00410911 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0410519 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0275732 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0021488 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0914567 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.00382071 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.0026869 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0553072 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.00993011 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0633973 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.257924 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.133178 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0405006 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0335468 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0801041 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.10851 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0140747 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0938812 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0616908 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0685416 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0776149 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.100023 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.11311 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0990406 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.108575 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0021488 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0914567 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.00382071 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0026869 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.113921 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0406772 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0337234 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0754904 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.061088 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0967898 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0521627 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.266779 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0273869 # DEPENDENCYPART_SIBL
