# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(11,6),-0.951899 # DEPENDENCYPART_ARC
(11,7),-0.191975 # DEPENDENCYPART_ARC
(11,9),-1.63633 # DEPENDENCYPART_ARC
(11,10),0.539237 # DEPENDENCYPART_ARC
(11,12),-0.56718 # DEPENDENCYPART_ARC
(11,13),-0.674502 # DEPENDENCYPART_ARC
(11,14),-0.758017 # DEPENDENCYPART_ARC
(11,15),-0.622455 # DEPENDENCYPART_ARC
(11,16),-2.63819 # DEPENDENCYPART_ARC
(11,17),-2.32794 # DEPENDENCYPART_ARC
(11,18),-2.02978 # DEPENDENCYPART_ARC
(11,20),-0.798223 # DEPENDENCYPART_ARC
(11,21),-3.01572 # DEPENDENCYPART_ARC
(11,22),-2.82159 # DEPENDENCYPART_ARC
(11,23),-2.4725 # DEPENDENCYPART_ARC
(12,7),-1.42182 # DEPENDENCYPART_ARC
(12,10),-1.45959 # DEPENDENCYPART_ARC
(12,13),-1.96665 # DEPENDENCYPART_ARC
(13,2),-1.25221 # DEPENDENCYPART_ARC
(13,5),-4.43402 # DEPENDENCYPART_ARC
(13,6),-1.80788 # DEPENDENCYPART_ARC
(13,7),-0.72969 # DEPENDENCYPART_ARC
(13,10),-3.76982 # DEPENDENCYPART_ARC
(13,11),-1.85233 # DEPENDENCYPART_ARC
(13,12),2.69762 # DEPENDENCYPART_ARC
(13,14),-1.23345 # DEPENDENCYPART_ARC
(13,15),-1.15043 # DEPENDENCYPART_ARC
(13,16),-2.68202 # DEPENDENCYPART_ARC
(13,17),-2.45928 # DEPENDENCYPART_ARC
(13,18),-1.48865 # DEPENDENCYPART_ARC
(13,23),-2.08864 # DEPENDENCYPART_ARC
(14,1),-2.06858 # DEPENDENCYPART_ARC
(14,4),-0.809654 # DEPENDENCYPART_ARC
(14,6),-2.00252 # DEPENDENCYPART_ARC
(14,9),-1.40462 # DEPENDENCYPART_ARC
(14,10),-1.6265 # DEPENDENCYPART_ARC
(14,11),-0.925911 # DEPENDENCYPART_ARC
(14,12),-1.59866 # DEPENDENCYPART_ARC
(14,13),-1.51545 # DEPENDENCYPART_ARC
(14,16),-2.36942 # DEPENDENCYPART_ARC
(14,19),-2.77631 # DEPENDENCYPART_ARC
(14,23),-2.52451 # DEPENDENCYPART_ARC
(15,1),-1.23311 # DEPENDENCYPART_ARC
(15,2),-1.37887 # DEPENDENCYPART_ARC
(15,3),-0.767269 # DEPENDENCYPART_ARC
(15,4),-0.297924 # DEPENDENCYPART_ARC
(15,5),-1.6398 # DEPENDENCYPART_ARC
(15,7),-1.18177 # DEPENDENCYPART_ARC
(15,9),-0.948888 # DEPENDENCYPART_ARC
(15,10),-0.24947 # DEPENDENCYPART_ARC
(15,11),0.22716 # DEPENDENCYPART_ARC
(15,12),-0.809635 # DEPENDENCYPART_ARC
(15,13),0.0507447 # DEPENDENCYPART_ARC
(15,14),1.00124 # DEPENDENCYPART_ARC
(15,16),0.437686 # DEPENDENCYPART_ARC
(15,17),-0.074885 # DEPENDENCYPART_ARC
(15,18),-1.12769 # DEPENDENCYPART_ARC
(15,20),-1.34213 # DEPENDENCYPART_ARC
(15,21),-2.25176 # DEPENDENCYPART_ARC
(15,22),-2.69023 # DEPENDENCYPART_ARC
(15,23),-0.068121 # DEPENDENCYPART_ARC
(15,24),-1.23657 # DEPENDENCYPART_ARC
(16,17),-1.68691 # DEPENDENCYPART_ARC
(16,18),-1.71408 # DEPENDENCYPART_ARC
(16,20),-1.2504 # DEPENDENCYPART_ARC
(17,6),-1.31167 # DEPENDENCYPART_ARC
(17,12),-1.48462 # DEPENDENCYPART_ARC
(17,13),-2.2416 # DEPENDENCYPART_ARC
(17,14),-0.931911 # DEPENDENCYPART_ARC
(17,15),-0.104909 # DEPENDENCYPART_ARC
(17,16),2.1492 # DEPENDENCYPART_ARC
(17,18),1.2474 # DEPENDENCYPART_ARC
(17,19),-3.11869 # DEPENDENCYPART_ARC
(17,20),-1.4112 # DEPENDENCYPART_ARC
(17,21),-1.19295 # DEPENDENCYPART_ARC
(17,22),-0.656168 # DEPENDENCYPART_ARC
(17,23),-1.99819 # DEPENDENCYPART_ARC
(18,12),-5.17578 # DEPENDENCYPART_ARC
(18,13),-3.94021 # DEPENDENCYPART_ARC
(18,15),-0.577596 # DEPENDENCYPART_ARC
(18,16),-1.95111 # DEPENDENCYPART_ARC
(18,17),-1.66579 # DEPENDENCYPART_ARC
(18,19),-2.51812 # DEPENDENCYPART_ARC
(18,20),-1.09876 # DEPENDENCYPART_ARC
(18,21),-0.725192 # DEPENDENCYPART_ARC
(18,22),-0.510154 # DEPENDENCYPART_ARC
(18,23),-1.70588 # DEPENDENCYPART_ARC
(19,17),-2.18986 # DEPENDENCYPART_ARC
(19,18),-1.0605 # DEPENDENCYPART_ARC
(19,20),-0.279727 # DEPENDENCYPART_ARC
(19,21),-1.13794 # DEPENDENCYPART_ARC
(19,22),-1.43542 # DEPENDENCYPART_ARC
(20,14),-0.560693 # DEPENDENCYPART_ARC
(20,18),-3.19216 # DEPENDENCYPART_ARC
(20,21),1.1912 # DEPENDENCYPART_ARC
(20,22),-0.279921 # DEPENDENCYPART_ARC
(21,19),-2.01903 # DEPENDENCYPART_ARC
(21,20),-0.363908 # DEPENDENCYPART_ARC
(21,22),1.85923 # DEPENDENCYPART_ARC
(21,24),-1.20472 # DEPENDENCYPART_ARC
(22,17),-4.2836 # DEPENDENCYPART_ARC
(22,18),-4.60306 # DEPENDENCYPART_ARC
(22,19),-2.54798 # DEPENDENCYPART_ARC
(22,20),-1.1518 # DEPENDENCYPART_ARC
(22,21),-0.590449 # DEPENDENCYPART_ARC
(22,24),-1.24052 # DEPENDENCYPART_ARC
(23,1),-2.56833 # DEPENDENCYPART_ARC
(23,2),-1.4772 # DEPENDENCYPART_ARC
(23,3),-1.48911 # DEPENDENCYPART_ARC
(23,4),-0.998068 # DEPENDENCYPART_ARC
(23,5),-0.931128 # DEPENDENCYPART_ARC
(23,6),-1.81152 # DEPENDENCYPART_ARC
(23,7),-0.926313 # DEPENDENCYPART_ARC
(23,9),-1.27435 # DEPENDENCYPART_ARC
(23,10),-0.259249 # DEPENDENCYPART_ARC
(23,11),-0.232947 # DEPENDENCYPART_ARC
(23,12),-1.50782 # DEPENDENCYPART_ARC
(23,13),-1.13747 # DEPENDENCYPART_ARC
(23,14),-0.555592 # DEPENDENCYPART_ARC
(23,15),-0.626119 # DEPENDENCYPART_ARC
(23,16),-1.39374 # DEPENDENCYPART_ARC
(23,17),0.403401 # DEPENDENCYPART_ARC
(23,18),-1.68172 # DEPENDENCYPART_ARC
(23,19),1.39506 # DEPENDENCYPART_ARC
(23,20),1.10522 # DEPENDENCYPART_ARC
(23,21),-1.29898 # DEPENDENCYPART_ARC
(23,22),-0.427363 # DEPENDENCYPART_ARC
(23,24),-0.635203 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.251096 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.369519 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.693952 # DEPENDENCYPART_SIBL
(0,1),(0,9),-1.48861 # DEPENDENCYPART_SIBL
(0,1),(0,11),-1.48861 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.369519 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.989156 # DEPENDENCYPART_SIBL
(0,1),(0,23),-1.48861 # DEPENDENCYPART_SIBL
(0,1),(0,24),-0.11496 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.258336 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.10086 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.504461 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.504461 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.258336 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.20965 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.504461 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.159331 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0596916 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.408609 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.408609 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.129028 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.140416 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.408609 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.133324 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.827368 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.827366 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.395234 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.662929 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.827366 # DEPENDENCYPART_SIBL
(0,4),(0,24),-0.20532 # DEPENDENCYPART_SIBL
(0,9),(0,11),-1.46281 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.298892 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.961631 # DEPENDENCYPART_SIBL
(0,9),(0,23),-1.46281 # DEPENDENCYPART_SIBL
(0,9),(0,24),-0.0068593 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.296463 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.962228 # DEPENDENCYPART_SIBL
(0,11),(0,23),-1.46319 # DEPENDENCYPART_SIBL
(0,11),(0,24),-0.00769122 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.140416 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.408609 # DEPENDENCYPART_SIBL
(0,14),(0,24),-0.133324 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.898665 # DEPENDENCYPART_SIBL
(0,15),(0,24),0.0494213 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.00769122 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.02015 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.038257 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.015671 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0577606 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0547563 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0415857 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0547232 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.02015 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0434723 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0139903 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0828779 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.179133 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0847456 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.123089 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.084779 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.103372 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.118238 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0407745 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0985021 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0300811 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0549626 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0301124 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0136527 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.216674 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0873212 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0125505 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.106279 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0125836 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0100771 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.127112 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0937794 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0935043 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0936697 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0632505 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.243245 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0162244 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.245165 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.00272504 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.159831 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0112341 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.00250668 # DEPENDENCYPART_SIBL
(1,10),(1,15),-0.243809 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.00635026 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.15983 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.118238 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00704449 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0867207 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0730702 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.110788 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00770901 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0295831 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.597956 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.600979 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0545333 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.018624 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0338549 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.033864 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0432934 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0484823 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0484805 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0632137 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0632137 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.362682 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0715671 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.15336 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.129153 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.112182 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0533316 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0339642 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0528089 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0603123 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0339526 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.110972 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0347499 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0229367 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0059935 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00696257 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0199078 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.00194209 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.00696257 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.131685 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.13747 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0263794 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0706305 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0227934 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0431044 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0706504 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.000381326 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.38608 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.386079 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0946649 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.218094 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.386079 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.428805 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.428596 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0816812 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.270431 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.428528 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.86691 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00305516 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.57052 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.86691 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0166397 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.566394 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.862351 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.25179 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.366235 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.27989 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0559043 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0668188 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00701483 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0815456 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0748104 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.135056 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00425907 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.010291 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.010869 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0352863 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0816995 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0961179 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.020666 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0189957 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0300746 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.379456 # DEPENDENCYPART_SIBL
(7,8),(7,10),-1.07653 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.324345 # DEPENDENCYPART_SIBL
(7,8),(7,13),-1.07653 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.529445 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0543446 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.529564 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.44895 # DEPENDENCYPART_SIBL
(7,10),(7,13),-1.36809 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.721454 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0402831 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0957217 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0692796 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0327911 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0707334 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0314892 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0276931 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0176139 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.018687 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0181088 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0132261 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0280232 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.018687 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0176961 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0176961 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0221406 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0176961 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0178164 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0164261 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0838554 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0326065 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0302923 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00183784 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0590893 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0844839 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.000158049 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0315696 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0729732 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0646169 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0398414 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0315696 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0744869 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0744869 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0130591 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0744869 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0745591 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.00132439 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0524542 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0131056 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00782155 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0208267 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.019837 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0113116 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0289095 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0106566 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.177434 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00159271 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0289095 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0043553 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0043553 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.000104741 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0043553 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00442747 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0125177 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0592879 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0782697 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.117667 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0915306 # DEPENDENCYPART_SIBL
