# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(19,16),-1.75322 # DEPENDENCYPART_ARC
(19,17),-0.631157 # DEPENDENCYPART_ARC
(19,18),-0.583891 # DEPENDENCYPART_ARC
(19,20),1.68988 # DEPENDENCYPART_ARC
(19,21),-0.634766 # DEPENDENCYPART_ARC
(19,22),-0.383102 # DEPENDENCYPART_ARC
(19,23),-0.789334 # DEPENDENCYPART_ARC
(19,24),-0.246083 # DEPENDENCYPART_ARC
(19,25),-1.10367 # DEPENDENCYPART_ARC
(20,17),-1.01401 # DEPENDENCYPART_ARC
(20,18),-2.37205 # DEPENDENCYPART_ARC
(20,21),-1.03591 # DEPENDENCYPART_ARC
(20,22),-1.61185 # DEPENDENCYPART_ARC
(20,23),-1.45446 # DEPENDENCYPART_ARC
(21,6),-1.71877 # DEPENDENCYPART_ARC
(21,9),-0.629711 # DEPENDENCYPART_ARC
(21,10),-1.12891 # DEPENDENCYPART_ARC
(21,11),-1.31274 # DEPENDENCYPART_ARC
(21,12),-0.580155 # DEPENDENCYPART_ARC
(21,13),-1.09499 # DEPENDENCYPART_ARC
(21,14),-2.18688 # DEPENDENCYPART_ARC
(21,15),-1.34932 # DEPENDENCYPART_ARC
(21,16),-1.38199 # DEPENDENCYPART_ARC
(21,17),-1.05088 # DEPENDENCYPART_ARC
(21,18),-0.879605 # DEPENDENCYPART_ARC
(21,19),-0.524508 # DEPENDENCYPART_ARC
(21,20),-0.184843 # DEPENDENCYPART_ARC
(21,22),-0.634084 # DEPENDENCYPART_ARC
(21,23),-0.847283 # DEPENDENCYPART_ARC
(21,24),-0.870707 # DEPENDENCYPART_ARC
(21,25),-0.951703 # DEPENDENCYPART_ARC
(22,13),-1.12256 # DEPENDENCYPART_ARC
(22,20),-1.37857 # DEPENDENCYPART_ARC
(22,21),-0.565304 # DEPENDENCYPART_ARC
(22,23),-0.811859 # DEPENDENCYPART_ARC
(22,24),-1.73564 # DEPENDENCYPART_ARC
(22,25),-0.87128 # DEPENDENCYPART_ARC
(23,13),-1.2582 # DEPENDENCYPART_ARC
(23,21),-1.09636 # DEPENDENCYPART_ARC
(23,22),-0.358053 # DEPENDENCYPART_ARC
(23,24),-2.81115 # DEPENDENCYPART_ARC
(23,25),-1.20208 # DEPENDENCYPART_ARC
(24,17),-1.02732 # DEPENDENCYPART_ARC
(24,20),-1.9607 # DEPENDENCYPART_ARC
(24,21),-0.474688 # DEPENDENCYPART_ARC
(24,22),-0.280175 # DEPENDENCYPART_ARC
(24,23),1.39693 # DEPENDENCYPART_ARC
(24,25),-0.25643 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0372201 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.164466 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.225364 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.231223 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.183801 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.187763 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0203409 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.225364 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0203409 # DEPENDENCYPART_SIBL
(0,1),(0,25),-0.416889 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.164466 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.225364 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.231223 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.183801 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.187763 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0203409 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.225364 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0203409 # DEPENDENCYPART_SIBL
(0,2),(0,25),-0.416889 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.419149 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.158074 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.372218 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.380155 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.093583 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.419149 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.093583 # DEPENDENCYPART_SIBL
(0,3),(0,25),-0.396679 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.110614 # DEPENDENCYPART_SIBL
(0,6),(0,10),-1.5655 # DEPENDENCYPART_SIBL
(0,6),(0,11),-1.57096 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.327514 # DEPENDENCYPART_SIBL
(0,6),(0,19),-1.65888 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.327514 # DEPENDENCYPART_SIBL
(0,6),(0,25),-0.0527541 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.627279 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.635267 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.247035 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.691161 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.247035 # DEPENDENCYPART_SIBL
(0,9),(0,25),-0.138136 # DEPENDENCYPART_SIBL
(0,10),(0,11),-1.46911 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.290297 # DEPENDENCYPART_SIBL
(0,10),(0,19),-1.54517 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.290297 # DEPENDENCYPART_SIBL
(0,10),(0,25),-0.00563752 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.3622 # DEPENDENCYPART_SIBL
(0,11),(0,19),-1.55814 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.3622 # DEPENDENCYPART_SIBL
(0,11),(0,25),-0.0704054 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.4829 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.129028 # DEPENDENCYPART_SIBL
(0,12),(0,25),-0.133324 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.327514 # DEPENDENCYPART_SIBL
(0,19),(0,25),-0.0527541 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.133324 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.134503 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0348826 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0600275 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.00821915 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0348826 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0250003 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0131994 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0282472 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0250003 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.028015 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0152357 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.108925 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.00821901 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0348826 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.0125992 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0969364 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00367778 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0187883 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0312346 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.00367778 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0342785 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0250003 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0131994 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0282472 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0250003 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0087264 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.028015 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0152357 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.108925 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0165449 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00821901 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0348826 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0473094 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0125992 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0610158 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0165449 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0865685 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0980824 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.722624 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0134526 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00618844 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.02949 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00367772 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00618844 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.02949 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00367772 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0228938 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0908218 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0126058 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.378139 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.173092 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.249093 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.38058 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0328342 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0775994 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00435436 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00110849 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00620064 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00405706 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0437436 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0786815 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0097343 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0112525 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.113541 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0775994 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.00405706 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0849709 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0999019 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0775994 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.173092 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.249093 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.38058 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0328342 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0775994 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00435436 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00110849 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00620064 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00405706 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0437436 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0786815 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0097343 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0112525 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.113541 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0775994 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.00405706 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0849709 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0999019 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0775994 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.199756 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.14403 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00928621 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0113438 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0360385 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.118285 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.132961 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0624624 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0908883 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00161166 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0781381 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0778931 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0631716 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0113438 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0624624 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0281106 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0877935 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0113438 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.106389 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0025609 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0793038 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0369347 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.024405 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00134689 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0297831 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0345296 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0693388 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0160305 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0166476 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0935627 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0793038 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0297831 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0217386 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0913075 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0793038 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.037109 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0733245 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00862922 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00537183 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.010464 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00833192 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0394687 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0744067 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00307841 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00156024 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.109266 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0733245 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.00833192 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0892457 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0956271 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0733245 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0648608 # DEPENDENCYPART_SIBL
(6,7),(6,9),-5.20709e-05 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0962813 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0792784 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0866846 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0143743 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0136114 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.123673 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.122763 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.122376 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0648608 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0866846 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.101079 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0159275 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0648608 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.148889 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.114879 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0959505 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0259631 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.153758 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.450551 # DEPENDENCYPART_SIBL
