# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(14,15),0.874944 # DEPENDENCYPART_ARC
(14,16),-0.30668 # DEPENDENCYPART_ARC
(14,17),-0.843792 # DEPENDENCYPART_ARC
(14,19),-0.0149393 # DEPENDENCYPART_ARC
(14,20),-0.153889 # DEPENDENCYPART_ARC
(14,21),-0.0267651 # DEPENDENCYPART_ARC
(14,22),-1.46076 # DEPENDENCYPART_ARC
(14,23),-1.26532 # DEPENDENCYPART_ARC
(14,24),-1.47443 # DEPENDENCYPART_ARC
(15,14),-1.25596 # DEPENDENCYPART_ARC
(15,16),-0.127997 # DEPENDENCYPART_ARC
(15,17),2.13756 # DEPENDENCYPART_ARC
(15,19),0.303828 # DEPENDENCYPART_ARC
(15,20),-0.236233 # DEPENDENCYPART_ARC
(15,21),-0.698274 # DEPENDENCYPART_ARC
(15,22),-1.53329 # DEPENDENCYPART_ARC
(17,7),-2.0037 # DEPENDENCYPART_ARC
(17,12),-0.174822 # DEPENDENCYPART_ARC
(17,13),-0.197886 # DEPENDENCYPART_ARC
(17,16),3.22715 # DEPENDENCYPART_ARC
(17,18),0.537489 # DEPENDENCYPART_ARC
(17,19),2.44638 # DEPENDENCYPART_ARC
(17,20),0.0977025 # DEPENDENCYPART_ARC
(17,21),-0.235173 # DEPENDENCYPART_ARC
(17,22),-0.985932 # DEPENDENCYPART_ARC
(17,23),-0.846395 # DEPENDENCYPART_ARC
(17,24),-1.50096 # DEPENDENCYPART_ARC
(17,26),-2.32382 # DEPENDENCYPART_ARC
(19,13),-2.03186 # DEPENDENCYPART_ARC
(19,16),-0.201236 # DEPENDENCYPART_ARC
(19,17),-1.50753 # DEPENDENCYPART_ARC
(19,18),3.12746 # DEPENDENCYPART_ARC
(19,20),-0.154019 # DEPENDENCYPART_ARC
(19,21),-0.256663 # DEPENDENCYPART_ARC
(19,22),-1.5215 # DEPENDENCYPART_ARC
(19,23),-1.35746 # DEPENDENCYPART_ARC
(20,1),-1.07949 # DEPENDENCYPART_ARC
(20,6),-1.11186 # DEPENDENCYPART_ARC
(20,12),-0.529012 # DEPENDENCYPART_ARC
(20,13),-0.444073 # DEPENDENCYPART_ARC
(20,14),-0.54672 # DEPENDENCYPART_ARC
(20,15),-0.265321 # DEPENDENCYPART_ARC
(20,17),-0.447557 # DEPENDENCYPART_ARC
(20,19),-0.330526 # DEPENDENCYPART_ARC
(20,21),-0.119128 # DEPENDENCYPART_ARC
(20,22),-0.605547 # DEPENDENCYPART_ARC
(20,23),-0.977485 # DEPENDENCYPART_ARC
(20,26),-1.16244 # DEPENDENCYPART_ARC
(21,1),2.13511 # DEPENDENCYPART_ARC
(21,3),-1.13141 # DEPENDENCYPART_ARC
(21,5),-0.977913 # DEPENDENCYPART_ARC
(21,6),-0.725083 # DEPENDENCYPART_ARC
(21,8),-0.582664 # DEPENDENCYPART_ARC
(21,9),-0.108671 # DEPENDENCYPART_ARC
(21,10),0.591143 # DEPENDENCYPART_ARC
(21,11),2.29558 # DEPENDENCYPART_ARC
(21,12),-0.316049 # DEPENDENCYPART_ARC
(21,13),-0.256817 # DEPENDENCYPART_ARC
(21,14),-0.244976 # DEPENDENCYPART_ARC
(21,15),0.116167 # DEPENDENCYPART_ARC
(21,16),0.129494 # DEPENDENCYPART_ARC
(21,17),0.381004 # DEPENDENCYPART_ARC
(21,18),0.380243 # DEPENDENCYPART_ARC
(21,19),0.338379 # DEPENDENCYPART_ARC
(21,20),1.72984 # DEPENDENCYPART_ARC
(21,22),2.6647 # DEPENDENCYPART_ARC
(21,23),-0.345958 # DEPENDENCYPART_ARC
(21,24),-0.443007 # DEPENDENCYPART_ARC
(21,26),-1.09496 # DEPENDENCYPART_ARC
(21,27),0.180674 # DEPENDENCYPART_ARC
(22,1),-2.81852 # DEPENDENCYPART_ARC
(22,3),-1.43369 # DEPENDENCYPART_ARC
(22,5),-2.63326 # DEPENDENCYPART_ARC
(22,6),-2.70041 # DEPENDENCYPART_ARC
(22,8),-3.60137 # DEPENDENCYPART_ARC
(22,9),-0.497085 # DEPENDENCYPART_ARC
(22,10),-0.621587 # DEPENDENCYPART_ARC
(22,11),-2.02418 # DEPENDENCYPART_ARC
(22,12),-2.03091 # DEPENDENCYPART_ARC
(22,13),-1.77628 # DEPENDENCYPART_ARC
(22,14),-1.8632 # DEPENDENCYPART_ARC
(22,15),-0.680502 # DEPENDENCYPART_ARC
(22,17),-1.1913 # DEPENDENCYPART_ARC
(22,18),-1.83459 # DEPENDENCYPART_ARC
(22,19),-2.08079 # DEPENDENCYPART_ARC
(22,20),0.477131 # DEPENDENCYPART_ARC
(22,21),0.566388 # DEPENDENCYPART_ARC
(22,23),1.45429 # DEPENDENCYPART_ARC
(22,24),1.38758 # DEPENDENCYPART_ARC
(22,26),0.891726 # DEPENDENCYPART_ARC
(22,27),0.376286 # DEPENDENCYPART_ARC
(23,1),-0.941231 # DEPENDENCYPART_ARC
(23,3),-0.992499 # DEPENDENCYPART_ARC
(23,17),-0.82276 # DEPENDENCYPART_ARC
(23,19),-0.794544 # DEPENDENCYPART_ARC
(23,20),-0.101579 # DEPENDENCYPART_ARC
(23,24),0.753236 # DEPENDENCYPART_ARC
(23,26),-1.08915 # DEPENDENCYPART_ARC
(23,27),-0.572728 # DEPENDENCYPART_ARC
(24,23),-0.11525 # DEPENDENCYPART_ARC
(24,25),0.156508 # DEPENDENCYPART_ARC
(24,26),2.58292 # DEPENDENCYPART_ARC
(24,27),0.0291216 # DEPENDENCYPART_ARC
(26,18),-1.80241 # DEPENDENCYPART_ARC
(26,23),-0.928894 # DEPENDENCYPART_ARC
(26,24),-0.390239 # DEPENDENCYPART_ARC
(26,25),2.76557 # DEPENDENCYPART_ARC
(26,27),0.185252 # DEPENDENCYPART_ARC
(27,24),-1.822 # DEPENDENCYPART_ARC
(27,26),-2.02064 # DEPENDENCYPART_ARC
