# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,22,14,22,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(7,5),1.29922 # DEPENDENCYPART_ARC
(7,6),2.24329 # DEPENDENCYPART_ARC
(7,8),1.56474 # DEPENDENCYPART_ARC
(7,9),0.416496 # DEPENDENCYPART_ARC
(7,10),0.552337 # DEPENDENCYPART_ARC
(7,12),0.642362 # DEPENDENCYPART_ARC
(7,13),0.389468 # DEPENDENCYPART_ARC
(7,14),0.365257 # DEPENDENCYPART_ARC
(7,16),0.373227 # DEPENDENCYPART_ARC
(7,17),-0.534887 # DEPENDENCYPART_ARC
(7,18),-2.11447 # DEPENDENCYPART_ARC
(7,20),-1.66613 # DEPENDENCYPART_ARC
(7,21),-0.308181 # DEPENDENCYPART_ARC
(7,22),0.695307 # DEPENDENCYPART_ARC
(7,23),-1.23907 # DEPENDENCYPART_ARC
(7,26),-3.00332 # DEPENDENCYPART_ARC
(7,27),-0.168342 # DEPENDENCYPART_ARC
(7,28),-0.0515124 # DEPENDENCYPART_ARC
(7,30),-3.84138 # DEPENDENCYPART_ARC
(7,32),-3.28403 # DEPENDENCYPART_ARC
(7,33),-0.684802 # DEPENDENCYPART_ARC
(8,4),-1.16886 # DEPENDENCYPART_ARC
(8,7),-0.234462 # DEPENDENCYPART_ARC
(8,9),1.10536 # DEPENDENCYPART_ARC
(8,10),2.07392 # DEPENDENCYPART_ARC
(8,12),0.162724 # DEPENDENCYPART_ARC
(8,13),-0.128873 # DEPENDENCYPART_ARC
(8,21),-0.130139 # DEPENDENCYPART_ARC
(8,22),-1.26408 # DEPENDENCYPART_ARC
(9,7),-0.868752 # DEPENDENCYPART_ARC
(9,10),0.536255 # DEPENDENCYPART_ARC
(9,12),-0.0429457 # DEPENDENCYPART_ARC
(10,3),-1.62157 # DEPENDENCYPART_ARC
(10,4),-2.73238 # DEPENDENCYPART_ARC
(10,7),-2.01031 # DEPENDENCYPART_ARC
(10,8),0.720818 # DEPENDENCYPART_ARC
(10,9),2.28721 # DEPENDENCYPART_ARC
(10,11),-0.429037 # DEPENDENCYPART_ARC
(10,12),0.622785 # DEPENDENCYPART_ARC
(10,13),-0.0264758 # DEPENDENCYPART_ARC
(10,14),-0.742431 # DEPENDENCYPART_ARC
(10,15),-1.49746 # DEPENDENCYPART_ARC
(10,16),-0.357959 # DEPENDENCYPART_ARC
(10,17),-0.624809 # DEPENDENCYPART_ARC
(10,18),-2.50981 # DEPENDENCYPART_ARC
(10,20),-1.89689 # DEPENDENCYPART_ARC
(10,23),-1.56992 # DEPENDENCYPART_ARC
(10,27),-0.785187 # DEPENDENCYPART_ARC
(10,28),-1.15334 # DEPENDENCYPART_ARC
(12,8),-0.789587 # DEPENDENCYPART_ARC
(12,10),-1.19564 # DEPENDENCYPART_ARC
(12,11),3.12999 # DEPENDENCYPART_ARC
(12,13),0.189727 # DEPENDENCYPART_ARC
(12,14),0.248371 # DEPENDENCYPART_ARC
(12,15),-0.617246 # DEPENDENCYPART_ARC
(12,16),0.070197 # DEPENDENCYPART_ARC
(12,17),-0.204049 # DEPENDENCYPART_ARC
(12,23),-0.90031 # DEPENDENCYPART_ARC
(13,3),-1.55588 # DEPENDENCYPART_ARC
(13,4),-0.952226 # DEPENDENCYPART_ARC
(13,5),-1.11912 # DEPENDENCYPART_ARC
(13,7),-0.990033 # DEPENDENCYPART_ARC
(13,8),-0.205214 # DEPENDENCYPART_ARC
(13,9),-0.304815 # DEPENDENCYPART_ARC
(13,10),-0.443731 # DEPENDENCYPART_ARC
(13,12),-0.381787 # DEPENDENCYPART_ARC
(13,14),-0.328132 # DEPENDENCYPART_ARC
(13,16),-0.556086 # DEPENDENCYPART_ARC
(13,18),-0.576964 # DEPENDENCYPART_ARC
(13,21),-0.425042 # DEPENDENCYPART_ARC
(13,24),-0.988556 # DEPENDENCYPART_ARC
(13,25),-0.841787 # DEPENDENCYPART_ARC
(14,13),0.341196 # DEPENDENCYPART_ARC
(14,15),5.116 # DEPENDENCYPART_ARC
(14,16),0.332769 # DEPENDENCYPART_ARC
(14,18),0.80569 # DEPENDENCYPART_ARC
(15,16),0.5813 # DEPENDENCYPART_ARC
(15,18),-0.826359 # DEPENDENCYPART_ARC
(15,22),-0.261304 # DEPENDENCYPART_ARC
(16,13),0.0776892 # DEPENDENCYPART_ARC
(16,17),0.945875 # DEPENDENCYPART_ARC
(16,18),1.90387 # DEPENDENCYPART_ARC
(16,20),-0.0664841 # DEPENDENCYPART_ARC
(16,21),0.0272689 # DEPENDENCYPART_ARC
(16,22),-0.728285 # DEPENDENCYPART_ARC
(17,18),0.479126 # DEPENDENCYPART_ARC
(17,20),-0.100075 # DEPENDENCYPART_ARC
(18,11),-0.503167 # DEPENDENCYPART_ARC
(18,12),-1.8908 # DEPENDENCYPART_ARC
(18,15),-0.0936708 # DEPENDENCYPART_ARC
(18,16),0.855074 # DEPENDENCYPART_ARC
(18,17),2.42187 # DEPENDENCYPART_ARC
(18,19),-0.388758 # DEPENDENCYPART_ARC
(18,20),0.663064 # DEPENDENCYPART_ARC
(18,21),0.0915215 # DEPENDENCYPART_ARC
(18,22),-0.367377 # DEPENDENCYPART_ARC
(18,23),-0.90601 # DEPENDENCYPART_ARC
(18,24),-0.527098 # DEPENDENCYPART_ARC
(18,26),-1.57365 # DEPENDENCYPART_ARC
(18,27),-0.598136 # DEPENDENCYPART_ARC
(18,28),-0.752258 # DEPENDENCYPART_ARC
(20,11),-0.337703 # DEPENDENCYPART_ARC
(20,18),-1.04202 # DEPENDENCYPART_ARC
(20,19),3.28362 # DEPENDENCYPART_ARC
(20,21),0.227943 # DEPENDENCYPART_ARC
(20,22),0.0761531 # DEPENDENCYPART_ARC
(20,23),-0.181899 # DEPENDENCYPART_ARC
(20,24),-1.20544 # DEPENDENCYPART_ARC
(20,25),-1.16656 # DEPENDENCYPART_ARC
(20,28),-0.819461 # DEPENDENCYPART_ARC
(21,3),-1.77768 # DEPENDENCYPART_ARC
(21,4),-1.36144 # DEPENDENCYPART_ARC
(21,10),-0.941995 # DEPENDENCYPART_ARC
(21,12),-1.09532 # DEPENDENCYPART_ARC
(21,13),-0.809386 # DEPENDENCYPART_ARC
(21,14),-0.573945 # DEPENDENCYPART_ARC
(21,15),-1.06149 # DEPENDENCYPART_ARC
(21,16),-0.535849 # DEPENDENCYPART_ARC
(21,17),-0.411874 # DEPENDENCYPART_ARC
(21,18),-0.513129 # DEPENDENCYPART_ARC
(21,20),-0.503183 # DEPENDENCYPART_ARC
(21,23),-0.685094 # DEPENDENCYPART_ARC
(21,24),-0.655625 # DEPENDENCYPART_ARC
(21,25),-0.745636 # DEPENDENCYPART_ARC
(21,26),-0.541753 # DEPENDENCYPART_ARC
(21,30),-0.93871 # DEPENDENCYPART_ARC
(22,1),-0.0167034 # DEPENDENCYPART_ARC
(22,3),-1.21892 # DEPENDENCYPART_ARC
(22,4),1.44698 # DEPENDENCYPART_ARC
(22,7),1.43967 # DEPENDENCYPART_ARC
(22,8),0.451627 # DEPENDENCYPART_ARC
(22,10),-0.808526 # DEPENDENCYPART_ARC
(22,12),-1.04004 # DEPENDENCYPART_ARC
(22,13),0.655736 # DEPENDENCYPART_ARC
(22,14),0.365426 # DEPENDENCYPART_ARC
(22,15),0.294216 # DEPENDENCYPART_ARC
(22,16),0.724271 # DEPENDENCYPART_ARC
(22,17),0.157329 # DEPENDENCYPART_ARC
(22,18),-0.167008 # DEPENDENCYPART_ARC
(22,19),0.404772 # DEPENDENCYPART_ARC
(22,20),-0.247166 # DEPENDENCYPART_ARC
(22,21),1.75923 # DEPENDENCYPART_ARC
(22,23),0.881287 # DEPENDENCYPART_ARC
(22,24),0.587225 # DEPENDENCYPART_ARC
(22,25),0.376353 # DEPENDENCYPART_ARC
(22,26),-0.309845 # DEPENDENCYPART_ARC
(22,27),-0.428143 # DEPENDENCYPART_ARC
(22,28),-0.100566 # DEPENDENCYPART_ARC
(22,30),-1.02622 # DEPENDENCYPART_ARC
(22,32),-1.17577 # DEPENDENCYPART_ARC
(22,33),0.368524 # DEPENDENCYPART_ARC
(23,21),0.16683 # DEPENDENCYPART_ARC
(23,22),0.190503 # DEPENDENCYPART_ARC
(23,24),1.80087 # DEPENDENCYPART_ARC
(23,25),1.63515 # DEPENDENCYPART_ARC
(23,26),1.91683 # DEPENDENCYPART_ARC
(24,25),0.332758 # DEPENDENCYPART_ARC
(24,26),0.00857846 # DEPENDENCYPART_ARC
(24,27),-0.26105 # DEPENDENCYPART_ARC
(24,28),-0.443803 # DEPENDENCYPART_ARC
(24,30),-1.51704 # DEPENDENCYPART_ARC
(24,32),-1.76593 # DEPENDENCYPART_ARC
(25,20),-1.10262 # DEPENDENCYPART_ARC
(25,24),1.42789 # DEPENDENCYPART_ARC
(25,26),0.88884 # DEPENDENCYPART_ARC
(25,27),0.331369 # DEPENDENCYPART_ARC
(25,28),0.17148 # DEPENDENCYPART_ARC
(25,30),-0.725057 # DEPENDENCYPART_ARC
(25,32),-1.36404 # DEPENDENCYPART_ARC
(26,19),-0.861015 # DEPENDENCYPART_ARC
(26,20),-2.29026 # DEPENDENCYPART_ARC
(26,22),-0.556501 # DEPENDENCYPART_ARC
(26,24),2.62356 # DEPENDENCYPART_ARC
(26,25),2.56732 # DEPENDENCYPART_ARC
(26,27),0.345482 # DEPENDENCYPART_ARC
(26,28),-0.18256 # DEPENDENCYPART_ARC
(26,29),-0.405299 # DEPENDENCYPART_ARC
(26,30),-1.3544 # DEPENDENCYPART_ARC
(26,32),-1.707 # DEPENDENCYPART_ARC
(27,4),-1.16322 # DEPENDENCYPART_ARC
(27,8),-0.579015 # DEPENDENCYPART_ARC
(27,20),-1.05613 # DEPENDENCYPART_ARC
(27,21),-0.207677 # DEPENDENCYPART_ARC
(27,23),0.11583 # DEPENDENCYPART_ARC
(27,24),-0.376027 # DEPENDENCYPART_ARC
(27,25),-0.000408255 # DEPENDENCYPART_ARC
(27,26),-0.214097 # DEPENDENCYPART_ARC
(27,28),1.42221 # DEPENDENCYPART_ARC
(27,29),-0.0331999 # DEPENDENCYPART_ARC
(27,30),-0.447911 # DEPENDENCYPART_ARC
(27,32),-1.07331 # DEPENDENCYPART_ARC
(27,33),-0.542926 # DEPENDENCYPART_ARC
(28,26),-0.723413 # DEPENDENCYPART_ARC
(28,27),0.535497 # DEPENDENCYPART_ARC
(28,29),0.993903 # DEPENDENCYPART_ARC
(28,30),1.98422 # DEPENDENCYPART_ARC
(28,32),0.108091 # DEPENDENCYPART_ARC
(28,33),-0.404041 # DEPENDENCYPART_ARC
(29,27),-0.3313 # DEPENDENCYPART_ARC
(29,30),0.503521 # DEPENDENCYPART_ARC
(29,32),-0.0756801 # DEPENDENCYPART_ARC
(30,24),-0.220021 # DEPENDENCYPART_ARC
(30,25),-0.276491 # DEPENDENCYPART_ARC
(30,26),-0.798358 # DEPENDENCYPART_ARC
(30,29),2.3388 # DEPENDENCYPART_ARC
(30,31),-0.455813 # DEPENDENCYPART_ARC
(30,32),0.59601 # DEPENDENCYPART_ARC
(30,33),0.0966224 # DEPENDENCYPART_ARC
(32,30),-1.03578 # DEPENDENCYPART_ARC
(32,31),3.28986 # DEPENDENCYPART_ARC
(32,33),0.388413 # DEPENDENCYPART_ARC
(33,29),-1.91562 # DEPENDENCYPART_ARC
(33,32),-2.26637 # DEPENDENCYPART_ARC
