# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,3,10,15,10,14,14,11,0,17,15,19,17,19,22,19,24,22,26,24,29,29,26,29,30,33,31,33,0,
(10,5),-0.321883 # DEPENDENCYPART_ARC
(10,6),0.872029 # DEPENDENCYPART_ARC
(10,7),-0.433895 # DEPENDENCYPART_ARC
(10,8),-0.118175 # DEPENDENCYPART_ARC
(10,9),3.82099 # DEPENDENCYPART_ARC
(10,11),2.13193 # DEPENDENCYPART_ARC
(10,12),0.26216 # DEPENDENCYPART_ARC
(10,13),-0.540311 # DEPENDENCYPART_ARC
(10,14),0.447643 # DEPENDENCYPART_ARC
(10,15),-0.017162 # DEPENDENCYPART_ARC
(10,16),-3.6912 # DEPENDENCYPART_ARC
(10,17),-3.77078 # DEPENDENCYPART_ARC
(10,19),-0.631804 # DEPENDENCYPART_ARC
(10,22),-4.48588 # DEPENDENCYPART_ARC
(10,23),0.0504363 # DEPENDENCYPART_ARC
(10,24),-0.676167 # DEPENDENCYPART_ARC
(10,30),-0.95829 # DEPENDENCYPART_ARC
(10,31),-2.7212 # DEPENDENCYPART_ARC
(11,9),-1.00798 # DEPENDENCYPART_ARC
(11,10),-0.469022 # DEPENDENCYPART_ARC
(11,12),1.03282 # DEPENDENCYPART_ARC
(11,13),0.869606 # DEPENDENCYPART_ARC
(11,14),1.60792 # DEPENDENCYPART_ARC
(11,15),-0.0437365 # DEPENDENCYPART_ARC
(11,16),-0.755961 # DEPENDENCYPART_ARC
(11,17),-1.71776 # DEPENDENCYPART_ARC
(11,19),-1.20259 # DEPENDENCYPART_ARC
(12,11),-0.438424 # DEPENDENCYPART_ARC
(12,13),-0.427184 # DEPENDENCYPART_ARC
(12,14),0.0107685 # DEPENDENCYPART_ARC
(12,15),-0.0105365 # DEPENDENCYPART_ARC
(12,16),-1.62686 # DEPENDENCYPART_ARC
(12,17),-2.5223 # DEPENDENCYPART_ARC
(12,19),-2.30153 # DEPENDENCYPART_ARC
(12,24),-1.3086 # DEPENDENCYPART_ARC
(13,11),-0.109308 # DEPENDENCYPART_ARC
(13,12),1.10936 # DEPENDENCYPART_ARC
(13,14),0.324783 # DEPENDENCYPART_ARC
(13,15),-0.179111 # DEPENDENCYPART_ARC
(13,16),-1.67125 # DEPENDENCYPART_ARC
(14,4),-1.45047 # DEPENDENCYPART_ARC
(14,7),0.108703 # DEPENDENCYPART_ARC
(14,9),-2.29225 # DEPENDENCYPART_ARC
(14,10),-1.13742 # DEPENDENCYPART_ARC
(14,11),0.135015 # DEPENDENCYPART_ARC
(14,12),2.9849 # DEPENDENCYPART_ARC
(14,13),3.09571 # DEPENDENCYPART_ARC
(14,15),0.0938836 # DEPENDENCYPART_ARC
(14,16),-0.988681 # DEPENDENCYPART_ARC
(14,17),-0.688765 # DEPENDENCYPART_ARC
(14,19),-1.88961 # DEPENDENCYPART_ARC
(15,1),-0.0923978 # DEPENDENCYPART_ARC
(15,3),0.158703 # DEPENDENCYPART_ARC
(15,6),0.0450558 # DEPENDENCYPART_ARC
(15,8),0.82238 # DEPENDENCYPART_ARC
(15,9),1.67257 # DEPENDENCYPART_ARC
(15,10),1.75733 # DEPENDENCYPART_ARC
(15,11),0.399248 # DEPENDENCYPART_ARC
(15,12),0.621142 # DEPENDENCYPART_ARC
(15,13),0.945836 # DEPENDENCYPART_ARC
(15,14),0.732634 # DEPENDENCYPART_ARC
(15,16),1.64778 # DEPENDENCYPART_ARC
(15,17),0.490277 # DEPENDENCYPART_ARC
(15,19),-0.135666 # DEPENDENCYPART_ARC
(15,22),-1.34938 # DEPENDENCYPART_ARC
(15,23),-0.342055 # DEPENDENCYPART_ARC
(15,24),-0.571316 # DEPENDENCYPART_ARC
(16,1),-2.00542 # DEPENDENCYPART_ARC
(16,3),-3.1122 # DEPENDENCYPART_ARC
(16,5),-2.36983 # DEPENDENCYPART_ARC
(16,6),-1.25108 # DEPENDENCYPART_ARC
(16,8),-3.56398 # DEPENDENCYPART_ARC
(16,10),-5.80908 # DEPENDENCYPART_ARC
(16,11),-1.28518 # DEPENDENCYPART_ARC
(16,12),-2.3107 # DEPENDENCYPART_ARC
(16,13),-2.00484 # DEPENDENCYPART_ARC
(16,14),-2.13189 # DEPENDENCYPART_ARC
(16,15),-0.703561 # DEPENDENCYPART_ARC
(16,17),-1.19817 # DEPENDENCYPART_ARC
(16,18),-2.31145 # DEPENDENCYPART_ARC
(16,19),-0.224323 # DEPENDENCYPART_ARC
(16,22),-3.23467 # DEPENDENCYPART_ARC
(16,23),-0.61356 # DEPENDENCYPART_ARC
(16,24),-1.46092 # DEPENDENCYPART_ARC
(17,1),0.135008 # DEPENDENCYPART_ARC
(17,3),-0.771259 # DEPENDENCYPART_ARC
(17,5),-0.781184 # DEPENDENCYPART_ARC
(17,6),0.0916837 # DEPENDENCYPART_ARC
(17,8),-1.53242 # DEPENDENCYPART_ARC
(17,9),1.40579 # DEPENDENCYPART_ARC
(17,10),-5.8222 # DEPENDENCYPART_ARC
(17,11),0.174445 # DEPENDENCYPART_ARC
(17,12),-1.58202 # DEPENDENCYPART_ARC
(17,13),-1.34049 # DEPENDENCYPART_ARC
(17,14),-0.388209 # DEPENDENCYPART_ARC
(17,15),0.53959 # DEPENDENCYPART_ARC
(17,16),4.24764 # DEPENDENCYPART_ARC
(17,18),-0.550043 # DEPENDENCYPART_ARC
(17,19),3.03705 # DEPENDENCYPART_ARC
(17,21),-0.105342 # DEPENDENCYPART_ARC
(17,22),-1.36925 # DEPENDENCYPART_ARC
(17,23),0.526852 # DEPENDENCYPART_ARC
(17,24),-0.053937 # DEPENDENCYPART_ARC
(17,26),-1.03117 # DEPENDENCYPART_ARC
(17,29),-2.62084 # DEPENDENCYPART_ARC
(17,30),-0.47074 # DEPENDENCYPART_ARC
(17,31),-1.22683 # DEPENDENCYPART_ARC
(17,33),-1.24024 # DEPENDENCYPART_ARC
(19,13),-1.23304 # DEPENDENCYPART_ARC
(19,16),-2.85735 # DEPENDENCYPART_ARC
(19,17),-1.8181 # DEPENDENCYPART_ARC
(19,18),3.27852 # DEPENDENCYPART_ARC
(19,20),1.89829 # DEPENDENCYPART_ARC
(19,21),-0.184737 # DEPENDENCYPART_ARC
(19,22),0.497005 # DEPENDENCYPART_ARC
(19,23),-0.310096 # DEPENDENCYPART_ARC
(19,24),-0.602378 # DEPENDENCYPART_ARC
(19,26),-1.59862 # DEPENDENCYPART_ARC
(19,29),-1.03681 # DEPENDENCYPART_ARC
(19,31),-1.7877 # DEPENDENCYPART_ARC
(21,22),0.288292 # DEPENDENCYPART_ARC
(22,1),-0.842786 # DEPENDENCYPART_ARC
(22,3),-1.72753 # DEPENDENCYPART_ARC
(22,6),-1.00056 # DEPENDENCYPART_ARC
(22,8),-2.42295 # DEPENDENCYPART_ARC
(22,9),-3.33409 # DEPENDENCYPART_ARC
(22,10),-5.75233 # DEPENDENCYPART_ARC
(22,11),-0.856303 # DEPENDENCYPART_ARC
(22,12),-2.40075 # DEPENDENCYPART_ARC
(22,13),-2.09665 # DEPENDENCYPART_ARC
(22,14),-1.94433 # DEPENDENCYPART_ARC
(22,15),-0.607372 # DEPENDENCYPART_ARC
(22,16),-2.48825 # DEPENDENCYPART_ARC
(22,17),-3.59012 # DEPENDENCYPART_ARC
(22,18),-0.530697 # DEPENDENCYPART_ARC
(22,19),-0.731717 # DEPENDENCYPART_ARC
(22,21),1.8853 # DEPENDENCYPART_ARC
(22,23),0.439583 # DEPENDENCYPART_ARC
(22,24),1.00496 # DEPENDENCYPART_ARC
(22,26),0.526162 # DEPENDENCYPART_ARC
(22,27),-2.02343 # DEPENDENCYPART_ARC
(22,28),-2.89024 # DEPENDENCYPART_ARC
(22,29),-2.54284 # DEPENDENCYPART_ARC
(22,30),-0.00745872 # DEPENDENCYPART_ARC
(22,31),-0.0724612 # DEPENDENCYPART_ARC
(22,33),-1.01558 # DEPENDENCYPART_ARC
(23,3),-1.77222 # DEPENDENCYPART_ARC
(23,19),-0.983111 # DEPENDENCYPART_ARC
(23,21),0.102366 # DEPENDENCYPART_ARC
(23,22),-0.430446 # DEPENDENCYPART_ARC
(23,24),-0.618636 # DEPENDENCYPART_ARC
(23,26),-0.597696 # DEPENDENCYPART_ARC
(23,27),-0.926716 # DEPENDENCYPART_ARC
(23,28),-0.912425 # DEPENDENCYPART_ARC
(23,29),-1.13517 # DEPENDENCYPART_ARC
(23,32),-1.01722 # DEPENDENCYPART_ARC
(23,33),-1.20202 # DEPENDENCYPART_ARC
(24,22),-0.741655 # DEPENDENCYPART_ARC
(24,23),0.769957 # DEPENDENCYPART_ARC
(24,25),0.0288974 # DEPENDENCYPART_ARC
(24,26),2.20887 # DEPENDENCYPART_ARC
(24,27),-0.0775151 # DEPENDENCYPART_ARC
(24,28),-0.0433789 # DEPENDENCYPART_ARC
(24,29),0.788264 # DEPENDENCYPART_ARC
(24,30),-0.546158 # DEPENDENCYPART_ARC
(26,18),-2.09262 # DEPENDENCYPART_ARC
(26,25),2.70747 # DEPENDENCYPART_ARC
(26,27),0.232816 # DEPENDENCYPART_ARC
(26,28),0.0845808 # DEPENDENCYPART_ARC
(26,29),1.48344 # DEPENDENCYPART_ARC
(26,30),0.278301 # DEPENDENCYPART_ARC
(26,31),-0.128633 # DEPENDENCYPART_ARC
(26,32),-0.825642 # DEPENDENCYPART_ARC
(26,33),-1.49991 # DEPENDENCYPART_ARC
(27,24),-0.243243 # DEPENDENCYPART_ARC
(27,25),-0.661227 # DEPENDENCYPART_ARC
(27,26),-0.686265 # DEPENDENCYPART_ARC
(27,28),-0.0222371 # DEPENDENCYPART_ARC
(27,29),0.42847 # DEPENDENCYPART_ARC
(27,30),-0.464918 # DEPENDENCYPART_ARC
(27,31),-0.624573 # DEPENDENCYPART_ARC
(27,33),-1.8484 # DEPENDENCYPART_ARC
(28,25),-1.03949 # DEPENDENCYPART_ARC
(28,26),-1.58411 # DEPENDENCYPART_ARC
(28,27),1.02623 # DEPENDENCYPART_ARC
(28,29),0.653918 # DEPENDENCYPART_ARC
(28,30),-0.602358 # DEPENDENCYPART_ARC
(28,31),-0.837764 # DEPENDENCYPART_ARC
(28,33),-1.64439 # DEPENDENCYPART_ARC
(29,25),-0.817007 # DEPENDENCYPART_ARC
(29,26),-2.31608 # DEPENDENCYPART_ARC
(29,27),2.77558 # DEPENDENCYPART_ARC
(29,28),2.89835 # DEPENDENCYPART_ARC
(29,30),0.712889 # DEPENDENCYPART_ARC
(29,31),-0.822136 # DEPENDENCYPART_ARC
(29,32),-0.267458 # DEPENDENCYPART_ARC
(29,33),-1.28839 # DEPENDENCYPART_ARC
(30,1),-1.32527 # DEPENDENCYPART_ARC
(30,23),-0.342834 # DEPENDENCYPART_ARC
(30,24),-0.367091 # DEPENDENCYPART_ARC
(30,26),-0.982715 # DEPENDENCYPART_ARC
(30,27),-0.393394 # DEPENDENCYPART_ARC
(30,28),-0.0012517 # DEPENDENCYPART_ARC
(30,29),-0.0209219 # DEPENDENCYPART_ARC
(30,31),1.96828 # DEPENDENCYPART_ARC
(30,32),0.0242027 # DEPENDENCYPART_ARC
(30,33),-0.187947 # DEPENDENCYPART_ARC
(31,30),0.199384 # DEPENDENCYPART_ARC
(31,32),1.40565 # DEPENDENCYPART_ARC
(31,33),2.79471 # DEPENDENCYPART_ARC
(32,30),-0.881106 # DEPENDENCYPART_ARC
(32,33),0.0114364 # DEPENDENCYPART_ARC
(32,34),-0.298836 # DEPENDENCYPART_ARC
(33,25),0.067067 # DEPENDENCYPART_ARC
(33,26),-1.43626 # DEPENDENCYPART_ARC
(33,27),-0.872641 # DEPENDENCYPART_ARC
(33,28),-0.951781 # DEPENDENCYPART_ARC
(33,29),-0.750569 # DEPENDENCYPART_ARC
(33,31),0.406309 # DEPENDENCYPART_ARC
(33,32),3.31104 # DEPENDENCYPART_ARC
(33,34),0.959799 # DEPENDENCYPART_ARC
