# _root_ Πιστεύω , κύριε Πρόεδρε , ότι το Κοινοβούλιο μπορεί να θεωρήσει γενικά ικανοποιητικό το παρόν κείμενο .
#goldHeads=0,4,4,1,4,1,8,9,6,11,9,11,11,16,16,11,0,
#predictedHeads=0,4,4,1,6,1,8,9,6,11,9,11,15,15,16,11,0,
(3,8),-1.39642 # DEPENDENCYPART_ARC
(3,9),-3.00266 # DEPENDENCYPART_ARC
(3,11),-3.93185 # DEPENDENCYPART_ARC
(3,12),-1.3908 # DEPENDENCYPART_ARC
(3,17),0.024714 # DEPENDENCYPART_ARC
(4,1),-1.37586 # DEPENDENCYPART_ARC
(4,2),1.17703 # DEPENDENCYPART_ARC
(4,3),3.435 # DEPENDENCYPART_ARC
(4,5),0.861088 # DEPENDENCYPART_ARC
(4,6),0.362072 # DEPENDENCYPART_ARC
(4,8),-1.26728 # DEPENDENCYPART_ARC
(4,9),-2.52571 # DEPENDENCYPART_ARC
(4,11),-3.79281 # DEPENDENCYPART_ARC
(4,12),-1.31308 # DEPENDENCYPART_ARC
(5,1),-1.04532 # DEPENDENCYPART_ARC
(5,2),0.214517 # DEPENDENCYPART_ARC
(5,3),-0.294562 # DEPENDENCYPART_ARC
(5,4),-0.0617703 # DEPENDENCYPART_ARC
(5,6),-0.353998 # DEPENDENCYPART_ARC
(5,8),-0.461942 # DEPENDENCYPART_ARC
(5,9),-0.880325 # DEPENDENCYPART_ARC
(5,11),-1.67599 # DEPENDENCYPART_ARC
(5,13),-1.68118 # DEPENDENCYPART_ARC
(5,15),-1.52309 # DEPENDENCYPART_ARC
(6,2),-0.132542 # DEPENDENCYPART_ARC
(6,5),0.947676 # DEPENDENCYPART_ARC
(6,7),0.415333 # DEPENDENCYPART_ARC
(6,9),2.85277 # DEPENDENCYPART_ARC
(6,11),0.597404 # DEPENDENCYPART_ARC
(6,17),-0.121397 # DEPENDENCYPART_ARC
(7,8),0.383915 # DEPENDENCYPART_ARC
(8,1),-2.95232 # DEPENDENCYPART_ARC
(8,2),-0.863132 # DEPENDENCYPART_ARC
(8,3),-0.461357 # DEPENDENCYPART_ARC
(8,4),-0.847245 # DEPENDENCYPART_ARC
(8,5),-0.643996 # DEPENDENCYPART_ARC
(8,7),3.17452 # DEPENDENCYPART_ARC
(8,9),-1.69226 # DEPENDENCYPART_ARC
(8,10),-1.63007 # DEPENDENCYPART_ARC
(8,11),-2.73272 # DEPENDENCYPART_ARC
(8,12),-1.72367 # DEPENDENCYPART_ARC
(8,13),-1.97727 # DEPENDENCYPART_ARC
(8,15),-2.66038 # DEPENDENCYPART_ARC
(8,16),-2.79914 # DEPENDENCYPART_ARC
(9,1),-1.16526 # DEPENDENCYPART_ARC
(9,2),0.0111143 # DEPENDENCYPART_ARC
(9,3),0.101074 # DEPENDENCYPART_ARC
(9,4),0.0641219 # DEPENDENCYPART_ARC
(9,5),0.661135 # DEPENDENCYPART_ARC
(9,6),0.381669 # DEPENDENCYPART_ARC
(9,7),0.538426 # DEPENDENCYPART_ARC
(9,8),2.80221 # DEPENDENCYPART_ARC
(9,10),0.519412 # DEPENDENCYPART_ARC
(9,11),3.37564 # DEPENDENCYPART_ARC
(9,12),0.145792 # DEPENDENCYPART_ARC
(9,13),-0.21175 # DEPENDENCYPART_ARC
(9,15),-0.67252 # DEPENDENCYPART_ARC
(9,16),-0.714207 # DEPENDENCYPART_ARC
(9,17),0.145373 # DEPENDENCYPART_ARC
(10,11),0.0476928 # DEPENDENCYPART_ARC
(11,1),-2.59018 # DEPENDENCYPART_ARC
(11,2),-0.826785 # DEPENDENCYPART_ARC
(11,3),-0.488089 # DEPENDENCYPART_ARC
(11,4),-0.823858 # DEPENDENCYPART_ARC
(11,5),-0.571937 # DEPENDENCYPART_ARC
(11,6),-0.490533 # DEPENDENCYPART_ARC
(11,7),-0.763346 # DEPENDENCYPART_ARC
(11,8),1.58783 # DEPENDENCYPART_ARC
(11,9),-1.12048 # DEPENDENCYPART_ARC
(11,10),2.39151 # DEPENDENCYPART_ARC
(11,12),1.44527 # DEPENDENCYPART_ARC
(11,13),1.20976 # DEPENDENCYPART_ARC
(11,15),1.3756 # DEPENDENCYPART_ARC
(11,16),1.17356 # DEPENDENCYPART_ARC
(11,17),0.212176 # DEPENDENCYPART_ARC
(12,1),-1.29401 # DEPENDENCYPART_ARC
(12,2),-0.930603 # DEPENDENCYPART_ARC
(12,3),-1.36171 # DEPENDENCYPART_ARC
(12,4),-1.41545 # DEPENDENCYPART_ARC
(12,5),-0.692423 # DEPENDENCYPART_ARC
(12,8),-1.04178 # DEPENDENCYPART_ARC
(12,9),-1.03584 # DEPENDENCYPART_ARC
(12,11),-0.757699 # DEPENDENCYPART_ARC
(12,13),0.28482 # DEPENDENCYPART_ARC
(12,15),-0.438088 # DEPENDENCYPART_ARC
(12,16),-0.669148 # DEPENDENCYPART_ARC
(12,17),-0.844579 # DEPENDENCYPART_ARC
(13,4),-0.633032 # DEPENDENCYPART_ARC
(13,8),-0.521158 # DEPENDENCYPART_ARC
(13,12),1.43001 # DEPENDENCYPART_ARC
(13,14),-0.784929 # DEPENDENCYPART_ARC
(13,15),-0.257997 # DEPENDENCYPART_ARC
(13,16),-0.905212 # DEPENDENCYPART_ARC
(13,17),0.247107 # DEPENDENCYPART_ARC
(14,15),0.467294 # DEPENDENCYPART_ARC
(14,16),0.094953 # DEPENDENCYPART_ARC
(15,7),-0.805307 # DEPENDENCYPART_ARC
(15,12),-0.474579 # DEPENDENCYPART_ARC
(15,13),1.59096 # DEPENDENCYPART_ARC
(15,14),3.17038 # DEPENDENCYPART_ARC
(15,16),1.562 # DEPENDENCYPART_ARC
(15,17),-0.00553601 # DEPENDENCYPART_ARC
(16,7),-0.506506 # DEPENDENCYPART_ARC
(16,12),-0.337409 # DEPENDENCYPART_ARC
(16,13),0.725806 # DEPENDENCYPART_ARC
(16,14),2.76301 # DEPENDENCYPART_ARC
(16,15),2.51176 # DEPENDENCYPART_ARC
(16,17),0.451225 # DEPENDENCYPART_ARC
(17,1),-3.08618 # DEPENDENCYPART_ARC
(17,3),-3.05713 # DEPENDENCYPART_ARC
(17,13),-2.25668 # DEPENDENCYPART_ARC
(17,15),-2.48081 # DEPENDENCYPART_ARC
(17,16),-2.08073 # DEPENDENCYPART_ARC
