# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(12,8),-1.52683 # DEPENDENCYPART_ARC
(12,10),-1.8658 # DEPENDENCYPART_ARC
(12,11),2.94785 # DEPENDENCYPART_ARC
(12,13),-0.72523 # DEPENDENCYPART_ARC
(12,14),-0.75681 # DEPENDENCYPART_ARC
(12,16),-1.00091 # DEPENDENCYPART_ARC
(13,2),-0.728168 # DEPENDENCYPART_ARC
(13,4),-0.631253 # DEPENDENCYPART_ARC
(13,5),-0.611252 # DEPENDENCYPART_ARC
(13,7),-0.609443 # DEPENDENCYPART_ARC
(13,9),-0.306683 # DEPENDENCYPART_ARC
(13,10),-0.109861 # DEPENDENCYPART_ARC
(13,12),-0.105264 # DEPENDENCYPART_ARC
(13,14),-0.205275 # DEPENDENCYPART_ARC
(14,13),0.181891 # DEPENDENCYPART_ARC
(14,15),5.81947 # DEPENDENCYPART_ARC
(14,16),-0.719785 # DEPENDENCYPART_ARC
(14,19),-0.510118 # DEPENDENCYPART_ARC
(15,13),-0.610275 # DEPENDENCYPART_ARC
(15,16),-0.848241 # DEPENDENCYPART_ARC
(15,18),-1.48682 # DEPENDENCYPART_ARC
(16,1),0.587372 # DEPENDENCYPART_ARC
(16,2),-1.41617 # DEPENDENCYPART_ARC
(16,4),-0.591102 # DEPENDENCYPART_ARC
(16,5),-4.15576 # DEPENDENCYPART_ARC
(16,7),-5.12924 # DEPENDENCYPART_ARC
(16,9),-1.66031 # DEPENDENCYPART_ARC
(16,10),-1.85011 # DEPENDENCYPART_ARC
(16,11),-0.982894 # DEPENDENCYPART_ARC
(16,12),-2.91988 # DEPENDENCYPART_ARC
(16,13),1.05506 # DEPENDENCYPART_ARC
(16,14),1.71242 # DEPENDENCYPART_ARC
(16,15),0.637972 # DEPENDENCYPART_ARC
(16,17),0.480705 # DEPENDENCYPART_ARC
(16,18),2.24737 # DEPENDENCYPART_ARC
(16,19),-0.086939 # DEPENDENCYPART_ARC
(16,20),-0.413736 # DEPENDENCYPART_ARC
(16,21),-0.216207 # DEPENDENCYPART_ARC
(16,22),-2.25569 # DEPENDENCYPART_ARC
(16,23),-0.0405792 # DEPENDENCYPART_ARC
(17,18),0.108724 # DEPENDENCYPART_ARC
(17,20),-0.897048 # DEPENDENCYPART_ARC
(18,1),0.140935 # DEPENDENCYPART_ARC
(18,2),-1.87149 # DEPENDENCYPART_ARC
(18,4),-1.3422 # DEPENDENCYPART_ARC
(18,5),-4.67309 # DEPENDENCYPART_ARC
(18,7),-6.65749 # DEPENDENCYPART_ARC
(18,9),-2.97856 # DEPENDENCYPART_ARC
(18,10),-2.06931 # DEPENDENCYPART_ARC
(18,12),-3.3243 # DEPENDENCYPART_ARC
(18,13),-0.28665 # DEPENDENCYPART_ARC
(18,14),0.545477 # DEPENDENCYPART_ARC
(18,15),0.355979 # DEPENDENCYPART_ARC
(18,16),-1.89868 # DEPENDENCYPART_ARC
(18,17),2.18448 # DEPENDENCYPART_ARC
(18,19),0.497688 # DEPENDENCYPART_ARC
(18,20),1.51837 # DEPENDENCYPART_ARC
(18,21),0.530901 # DEPENDENCYPART_ARC
(18,22),-1.1183 # DEPENDENCYPART_ARC
(18,23),-0.0783631 # DEPENDENCYPART_ARC
(19,1),-0.928166 # DEPENDENCYPART_ARC
(19,2),-0.366117 # DEPENDENCYPART_ARC
(19,4),-0.781361 # DEPENDENCYPART_ARC
(19,5),-0.705283 # DEPENDENCYPART_ARC
(19,7),-0.595333 # DEPENDENCYPART_ARC
(19,9),-0.657568 # DEPENDENCYPART_ARC
(19,10),-0.141544 # DEPENDENCYPART_ARC
(19,12),-0.180584 # DEPENDENCYPART_ARC
(19,13),-0.272241 # DEPENDENCYPART_ARC
(19,14),-0.481877 # DEPENDENCYPART_ARC
(19,15),-0.0696226 # DEPENDENCYPART_ARC
(19,16),0.00246802 # DEPENDENCYPART_ARC
(19,17),0.328826 # DEPENDENCYPART_ARC
(19,18),1.26365 # DEPENDENCYPART_ARC
(19,20),1.29285 # DEPENDENCYPART_ARC
(19,21),-0.0526717 # DEPENDENCYPART_ARC
(19,22),-0.263684 # DEPENDENCYPART_ARC
(19,23),0.00700346 # DEPENDENCYPART_ARC
(20,11),-2.30647 # DEPENDENCYPART_ARC
(20,15),-0.127639 # DEPENDENCYPART_ARC
(20,18),-1.9939 # DEPENDENCYPART_ARC
(20,19),0.622402 # DEPENDENCYPART_ARC
(20,21),1.18718 # DEPENDENCYPART_ARC
(20,22),0.151126 # DEPENDENCYPART_ARC
(20,23),0.0782196 # DEPENDENCYPART_ARC
(21,19),0.276748 # DEPENDENCYPART_ARC
(21,20),-0.787241 # DEPENDENCYPART_ARC
(21,22),2.60044 # DEPENDENCYPART_ARC
(21,23),0.0225612 # DEPENDENCYPART_ARC
(22,15),-1.88368 # DEPENDENCYPART_ARC
(22,20),-0.679782 # DEPENDENCYPART_ARC
(22,21),-0.0393978 # DEPENDENCYPART_ARC
(22,23),0.202979 # DEPENDENCYPART_ARC
(23,7),-3.03672 # DEPENDENCYPART_ARC
(23,20),-1.98796 # DEPENDENCYPART_ARC
(23,21),-1.86041 # DEPENDENCYPART_ARC
(23,22),-1.81438 # DEPENDENCYPART_ARC
