# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,22,7,5,0,10,12,12,16,14,12,16,8,22,22,21,21,22,16,22,23,0,
(7,6),0.950035 # DEPENDENCYPART_ARC
(7,8),0.0680975 # DEPENDENCYPART_ARC
(7,10),-0.557092 # DEPENDENCYPART_ARC
(7,12),-2.21225 # DEPENDENCYPART_ARC
(8,2),-0.358728 # DEPENDENCYPART_ARC
(8,3),-0.629483 # DEPENDENCYPART_ARC
(8,4),-0.321181 # DEPENDENCYPART_ARC
(8,5),0.170913 # DEPENDENCYPART_ARC
(8,7),0.18114 # DEPENDENCYPART_ARC
(8,10),0.0293349 # DEPENDENCYPART_ARC
(8,12),-0.314361 # DEPENDENCYPART_ARC
(8,13),-0.576963 # DEPENDENCYPART_ARC
(8,16),-0.162288 # DEPENDENCYPART_ARC
(8,18),-0.0730805 # DEPENDENCYPART_ARC
(8,20),-0.59407 # DEPENDENCYPART_ARC
(8,22),-0.123403 # DEPENDENCYPART_ARC
(9,8),0.269657 # DEPENDENCYPART_ARC
(10,4),-0.595412 # DEPENDENCYPART_ARC
(10,5),-0.0803932 # DEPENDENCYPART_ARC
(10,7),-0.247173 # DEPENDENCYPART_ARC
(10,8),0.503347 # DEPENDENCYPART_ARC
(10,9),1.13139 # DEPENDENCYPART_ARC
(10,12),-0.347906 # DEPENDENCYPART_ARC
(10,13),-1.49746 # DEPENDENCYPART_ARC
(10,14),-1.33043 # DEPENDENCYPART_ARC
(11,14),-0.737034 # DEPENDENCYPART_ARC
(12,2),-1.06782 # DEPENDENCYPART_ARC
(12,3),1.39899 # DEPENDENCYPART_ARC
(12,4),-1.7694 # DEPENDENCYPART_ARC
(12,5),0.0448213 # DEPENDENCYPART_ARC
(12,7),-0.789172 # DEPENDENCYPART_ARC
(12,8),0.483458 # DEPENDENCYPART_ARC
(12,9),0.953463 # DEPENDENCYPART_ARC
(12,10),1.3263 # DEPENDENCYPART_ARC
(12,11),2.3628 # DEPENDENCYPART_ARC
(12,13),0.509401 # DEPENDENCYPART_ARC
(12,14),2.55133 # DEPENDENCYPART_ARC
(12,15),0.484728 # DEPENDENCYPART_ARC
(12,16),0.323523 # DEPENDENCYPART_ARC
(12,17),-0.129183 # DEPENDENCYPART_ARC
(12,18),-0.034911 # DEPENDENCYPART_ARC
(12,20),-1.80611 # DEPENDENCYPART_ARC
(12,21),-0.510953 # DEPENDENCYPART_ARC
(12,22),-2.55449 # DEPENDENCYPART_ARC
(12,23),-1.60407 # DEPENDENCYPART_ARC
(12,24),-1.05246 # DEPENDENCYPART_ARC
(12,25),-0.875212 # DEPENDENCYPART_ARC
(13,10),-0.788562 # DEPENDENCYPART_ARC
(13,11),-0.19105 # DEPENDENCYPART_ARC
(13,12),-1.91739 # DEPENDENCYPART_ARC
(13,14),-0.645895 # DEPENDENCYPART_ARC
(13,15),-0.46366 # DEPENDENCYPART_ARC
(13,17),-0.838701 # DEPENDENCYPART_ARC
(13,21),-3.03205 # DEPENDENCYPART_ARC
(14,5),-0.214578 # DEPENDENCYPART_ARC
(14,6),0.166338 # DEPENDENCYPART_ARC
(14,10),-0.370453 # DEPENDENCYPART_ARC
(14,12),-1.53644 # DEPENDENCYPART_ARC
(14,13),3.14839 # DEPENDENCYPART_ARC
(14,15),0.253362 # DEPENDENCYPART_ARC
(14,16),0.205403 # DEPENDENCYPART_ARC
(14,17),-0.554596 # DEPENDENCYPART_ARC
(14,20),-1.50803 # DEPENDENCYPART_ARC
(14,22),-1.85842 # DEPENDENCYPART_ARC
(15,2),-1.30478 # DEPENDENCYPART_ARC
(15,7),-1.0136 # DEPENDENCYPART_ARC
(15,13),-0.253221 # DEPENDENCYPART_ARC
(15,14),-0.118698 # DEPENDENCYPART_ARC
(15,16),-0.197224 # DEPENDENCYPART_ARC
(15,17),-0.673192 # DEPENDENCYPART_ARC
(15,18),0.0621005 # DEPENDENCYPART_ARC
(15,20),-0.854818 # DEPENDENCYPART_ARC
(15,21),-0.975353 # DEPENDENCYPART_ARC
(16,2),-0.656073 # DEPENDENCYPART_ARC
(16,4),0.126736 # DEPENDENCYPART_ARC
(16,5),0.170715 # DEPENDENCYPART_ARC
(16,7),-0.10117 # DEPENDENCYPART_ARC
(16,8),0.228179 # DEPENDENCYPART_ARC
(16,9),-0.0176456 # DEPENDENCYPART_ARC
(16,10),0.15868 # DEPENDENCYPART_ARC
(16,11),-0.0892526 # DEPENDENCYPART_ARC
(16,12),1.16023 # DEPENDENCYPART_ARC
(16,13),0.371484 # DEPENDENCYPART_ARC
(16,14),-0.116377 # DEPENDENCYPART_ARC
(16,15),1.48165 # DEPENDENCYPART_ARC
(16,17),0.620871 # DEPENDENCYPART_ARC
(16,18),0.979145 # DEPENDENCYPART_ARC
(16,20),0.432492 # DEPENDENCYPART_ARC
(16,21),-0.0715782 # DEPENDENCYPART_ARC
(16,22),0.982015 # DEPENDENCYPART_ARC
(16,23),-0.355614 # DEPENDENCYPART_ARC
(16,24),-0.541841 # DEPENDENCYPART_ARC
(16,25),0.101243 # DEPENDENCYPART_ARC
(17,4),-0.552433 # DEPENDENCYPART_ARC
(17,8),0.0652142 # DEPENDENCYPART_ARC
(17,10),-0.0603295 # DEPENDENCYPART_ARC
(17,14),-0.0848352 # DEPENDENCYPART_ARC
(17,15),0.705345 # DEPENDENCYPART_ARC
(17,16),0.701832 # DEPENDENCYPART_ARC
(17,18),0.304747 # DEPENDENCYPART_ARC
(17,20),-0.508841 # DEPENDENCYPART_ARC
(17,21),-0.656654 # DEPENDENCYPART_ARC
(17,22),-0.935366 # DEPENDENCYPART_ARC
(17,23),-1.56449 # DEPENDENCYPART_ARC
(18,2),-0.894095 # DEPENDENCYPART_ARC
(18,4),-0.760023 # DEPENDENCYPART_ARC
(18,13),-0.617262 # DEPENDENCYPART_ARC
(18,14),-0.179865 # DEPENDENCYPART_ARC
(18,15),-0.0308059 # DEPENDENCYPART_ARC
(18,17),0.0609597 # DEPENDENCYPART_ARC
(18,20),-0.249092 # DEPENDENCYPART_ARC
(18,21),-0.317776 # DEPENDENCYPART_ARC
(18,22),-0.658756 # DEPENDENCYPART_ARC
(18,23),-0.97794 # DEPENDENCYPART_ARC
(18,24),-0.941203 # DEPENDENCYPART_ARC
(20,17),-0.403762 # DEPENDENCYPART_ARC
(20,18),-0.414327 # DEPENDENCYPART_ARC
(20,19),1.01741 # DEPENDENCYPART_ARC
(20,21),-0.392662 # DEPENDENCYPART_ARC
(20,23),-0.982857 # DEPENDENCYPART_ARC
(20,24),-1.30186 # DEPENDENCYPART_ARC
(21,16),-0.0912245 # DEPENDENCYPART_ARC
(21,17),-0.320973 # DEPENDENCYPART_ARC
(21,18),-0.11086 # DEPENDENCYPART_ARC
(21,19),3.29204 # DEPENDENCYPART_ARC
(21,20),3.5527 # DEPENDENCYPART_ARC
(21,22),-0.902575 # DEPENDENCYPART_ARC
(21,23),-0.565998 # DEPENDENCYPART_ARC
(21,24),-1.10286 # DEPENDENCYPART_ARC
(22,4),-2.31637 # DEPENDENCYPART_ARC
(22,5),0.296082 # DEPENDENCYPART_ARC
(22,7),-2.26414 # DEPENDENCYPART_ARC
(22,8),-0.338333 # DEPENDENCYPART_ARC
(22,10),-0.156605 # DEPENDENCYPART_ARC
(22,12),-1.97661 # DEPENDENCYPART_ARC
(22,13),-1.60688 # DEPENDENCYPART_ARC
(22,14),-0.0577635 # DEPENDENCYPART_ARC
(22,15),0.247032 # DEPENDENCYPART_ARC
(22,16),0.238776 # DEPENDENCYPART_ARC
(22,17),0.672217 # DEPENDENCYPART_ARC
(22,18),1.08646 # DEPENDENCYPART_ARC
(22,19),-0.0640592 # DEPENDENCYPART_ARC
(22,20),-0.457805 # DEPENDENCYPART_ARC
(22,21),2.31411 # DEPENDENCYPART_ARC
(22,23),1.58414 # DEPENDENCYPART_ARC
(22,24),0.583211 # DEPENDENCYPART_ARC
(22,25),0.261881 # DEPENDENCYPART_ARC
(23,21),-1.04718 # DEPENDENCYPART_ARC
(23,24),1.50124 # DEPENDENCYPART_ARC
(23,25),0.294292 # DEPENDENCYPART_ARC
(24,21),-1.12067 # DEPENDENCYPART_ARC
(24,23),0.0795241 # DEPENDENCYPART_ARC
(24,25),0.0482087 # DEPENDENCYPART_ARC
(25,22),-2.3236 # DEPENDENCYPART_ARC
(25,23),-1.80981 # DEPENDENCYPART_ARC
(25,24),-1.6372 # DEPENDENCYPART_ARC
