# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,20,2,6,6,3,6,9,6,9,13,13,6,13,16,14,16,19,20,0,22,20,22,25,23,13,34,30,30,34,33,33,30,26,36,34,36,39,37,39,0,
(13,37),-1.35677 # DEPENDENCYPART_ARC
(14,15),0.114604 # DEPENDENCYPART_ARC
(14,16),2.80691 # DEPENDENCYPART_ARC
(14,17),0.167183 # DEPENDENCYPART_ARC
(14,19),0.470828 # DEPENDENCYPART_ARC
(14,20),-1.2312 # DEPENDENCYPART_ARC
(14,22),-1.49531 # DEPENDENCYPART_ARC
(16,8),-1.32473 # DEPENDENCYPART_ARC
(16,12),-1.34269 # DEPENDENCYPART_ARC
(16,14),-0.149673 # DEPENDENCYPART_ARC
(16,15),2.9382 # DEPENDENCYPART_ARC
(16,17),0.708402 # DEPENDENCYPART_ARC
(16,18),-0.314426 # DEPENDENCYPART_ARC
(16,19),-0.754673 # DEPENDENCYPART_ARC
(16,20),-0.991347 # DEPENDENCYPART_ARC
(16,21),-1.5274 # DEPENDENCYPART_ARC
(16,23),-0.869313 # DEPENDENCYPART_ARC
(17,12),-2.22576 # DEPENDENCYPART_ARC
(17,14),-0.498479 # DEPENDENCYPART_ARC
(17,16),-0.716365 # DEPENDENCYPART_ARC
(17,18),-0.432055 # DEPENDENCYPART_ARC
(17,19),0.148952 # DEPENDENCYPART_ARC
(17,20),-0.571339 # DEPENDENCYPART_ARC
(17,22),-1.00907 # DEPENDENCYPART_ARC
(19,12),-1.34598 # DEPENDENCYPART_ARC
(19,15),0.30152 # DEPENDENCYPART_ARC
(19,16),-1.43817 # DEPENDENCYPART_ARC
(19,17),-0.093346 # DEPENDENCYPART_ARC
(19,18),3.07088 # DEPENDENCYPART_ARC
(19,20),-1.01689 # DEPENDENCYPART_ARC
(19,21),-1.90139 # DEPENDENCYPART_ARC
(19,22),-1.32459 # DEPENDENCYPART_ARC
(19,23),-0.524976 # DEPENDENCYPART_ARC
(19,24),-2.52843 # DEPENDENCYPART_ARC
(20,1),-0.39985 # DEPENDENCYPART_ARC
(20,2),-0.144786 # DEPENDENCYPART_ARC
(20,3),-0.264047 # DEPENDENCYPART_ARC
(20,5),-2.59103 # DEPENDENCYPART_ARC
(20,6),-1.95786 # DEPENDENCYPART_ARC
(20,7),-0.811743 # DEPENDENCYPART_ARC
(20,9),-1.94859 # DEPENDENCYPART_ARC
(20,11),0.28631 # DEPENDENCYPART_ARC
(20,12),-0.0181099 # DEPENDENCYPART_ARC
(20,13),-3.36957 # DEPENDENCYPART_ARC
(20,14),-0.28647 # DEPENDENCYPART_ARC
(20,16),-0.784252 # DEPENDENCYPART_ARC
(20,17),0.244869 # DEPENDENCYPART_ARC
(20,18),-1.08427 # DEPENDENCYPART_ARC
(20,19),1.67118 # DEPENDENCYPART_ARC
(20,21),-0.248578 # DEPENDENCYPART_ARC
(20,22),2.34389 # DEPENDENCYPART_ARC
(20,23),0.439113 # DEPENDENCYPART_ARC
(20,24),-2.5035 # DEPENDENCYPART_ARC
(20,25),0.223865 # DEPENDENCYPART_ARC
(20,26),-0.131721 # DEPENDENCYPART_ARC
(20,27),-0.362969 # DEPENDENCYPART_ARC
(20,30),-0.339398 # DEPENDENCYPART_ARC
(20,33),-2.48945 # DEPENDENCYPART_ARC
(20,34),-4.04455 # DEPENDENCYPART_ARC
(20,35),-1.73247 # DEPENDENCYPART_ARC
(20,36),-1.77591 # DEPENDENCYPART_ARC
(20,37),-2.38153 # DEPENDENCYPART_ARC
(20,39),-1.67829 # DEPENDENCYPART_ARC
(20,40),-3.86276 # DEPENDENCYPART_ARC
(21,16),-1.84482 # DEPENDENCYPART_ARC
(21,17),-0.462892 # DEPENDENCYPART_ARC
(21,18),-0.715855 # DEPENDENCYPART_ARC
(21,19),-1.07852 # DEPENDENCYPART_ARC
(21,22),0.0684744 # DEPENDENCYPART_ARC
(21,23),-0.29917 # DEPENDENCYPART_ARC
(21,24),-0.482166 # DEPENDENCYPART_ARC
(21,25),-0.954816 # DEPENDENCYPART_ARC
(22,2),-0.572207 # DEPENDENCYPART_ARC
(22,15),-0.766954 # DEPENDENCYPART_ARC
(22,17),-0.659158 # DEPENDENCYPART_ARC
(22,18),-0.0622966 # DEPENDENCYPART_ARC
(22,19),-1.48849 # DEPENDENCYPART_ARC
(22,20),-1.51988 # DEPENDENCYPART_ARC
(22,21),3.68096 # DEPENDENCYPART_ARC
(22,23),1.12155 # DEPENDENCYPART_ARC
(22,24),-0.532695 # DEPENDENCYPART_ARC
(22,25),-0.606941 # DEPENDENCYPART_ARC
(22,26),0.0291547 # DEPENDENCYPART_ARC
(22,27),-0.781257 # DEPENDENCYPART_ARC
(22,30),-1.84488 # DEPENDENCYPART_ARC
(22,34),-1.982 # DEPENDENCYPART_ARC
(23,22),-0.851813 # DEPENDENCYPART_ARC
(23,24),1.0653 # DEPENDENCYPART_ARC
(23,25),2.46021 # DEPENDENCYPART_ARC
(23,26),0.168889 # DEPENDENCYPART_ARC
(23,27),-0.520362 # DEPENDENCYPART_ARC
(23,30),-0.678935 # DEPENDENCYPART_ARC
(24,25),0.105806 # DEPENDENCYPART_ARC
(24,26),-0.384962 # DEPENDENCYPART_ARC
(24,27),-0.549638 # DEPENDENCYPART_ARC
(24,30),-1.18493 # DEPENDENCYPART_ARC
(24,33),-0.15393 # DEPENDENCYPART_ARC
(25,2),-0.863883 # DEPENDENCYPART_ARC
(25,18),-1.25358 # DEPENDENCYPART_ARC
(25,19),-2.35997 # DEPENDENCYPART_ARC
(25,21),-0.277975 # DEPENDENCYPART_ARC
(25,22),-0.922407 # DEPENDENCYPART_ARC
(25,23),0.382804 # DEPENDENCYPART_ARC
(25,24),3.77417 # DEPENDENCYPART_ARC
(25,26),0.0804809 # DEPENDENCYPART_ARC
(25,27),-0.159282 # DEPENDENCYPART_ARC
(25,29),-0.982444 # DEPENDENCYPART_ARC
(25,30),-1.33103 # DEPENDENCYPART_ARC
(25,34),-1.95399 # DEPENDENCYPART_ARC
(26,16),-1.04466 # DEPENDENCYPART_ARC
(26,19),-0.570769 # DEPENDENCYPART_ARC
(26,21),-0.343123 # DEPENDENCYPART_ARC
(26,22),-0.00464267 # DEPENDENCYPART_ARC
(26,23),0.167479 # DEPENDENCYPART_ARC
(26,24),-0.00119437 # DEPENDENCYPART_ARC
(26,25),0.164914 # DEPENDENCYPART_ARC
(26,27),-0.177413 # DEPENDENCYPART_ARC
(26,29),-0.29571 # DEPENDENCYPART_ARC
(26,30),-0.130107 # DEPENDENCYPART_ARC
(26,32),-0.653193 # DEPENDENCYPART_ARC
(26,33),-0.688013 # DEPENDENCYPART_ARC
(26,34),-0.690958 # DEPENDENCYPART_ARC
(27,17),-1.16891 # DEPENDENCYPART_ARC
(27,23),-0.46584 # DEPENDENCYPART_ARC
(27,24),-0.529917 # DEPENDENCYPART_ARC
(27,25),-0.471469 # DEPENDENCYPART_ARC
(27,26),0.246342 # DEPENDENCYPART_ARC
(27,28),-0.127711 # DEPENDENCYPART_ARC
(27,29),-0.275285 # DEPENDENCYPART_ARC
(27,30),-0.249821 # DEPENDENCYPART_ARC
(27,33),-0.494617 # DEPENDENCYPART_ARC
(27,34),-0.783319 # DEPENDENCYPART_ARC
(27,35),-1.24 # DEPENDENCYPART_ARC
(27,36),-1.28812 # DEPENDENCYPART_ARC
(27,37),-0.813334 # DEPENDENCYPART_ARC
(29,25),-1.57772 # DEPENDENCYPART_ARC
(29,26),-0.908661 # DEPENDENCYPART_ARC
(29,27),-0.643889 # DEPENDENCYPART_ARC
(29,28),0.74344 # DEPENDENCYPART_ARC
(29,30),-0.37915 # DEPENDENCYPART_ARC
(29,32),-0.958391 # DEPENDENCYPART_ARC
(29,33),-0.683644 # DEPENDENCYPART_ARC
(29,37),-0.987758 # DEPENDENCYPART_ARC
(30,24),-1.27564 # DEPENDENCYPART_ARC
(30,25),-2.51365 # DEPENDENCYPART_ARC
(30,26),-0.25076 # DEPENDENCYPART_ARC
(30,27),-0.418975 # DEPENDENCYPART_ARC
(30,28),3.32894 # DEPENDENCYPART_ARC
(30,29),3.53402 # DEPENDENCYPART_ARC
(30,32),0.0793771 # DEPENDENCYPART_ARC
(30,33),1.66797 # DEPENDENCYPART_ARC
(30,34),-0.822577 # DEPENDENCYPART_ARC
(30,35),-0.56235 # DEPENDENCYPART_ARC
(30,36),-0.487975 # DEPENDENCYPART_ARC
(30,37),-1.23357 # DEPENDENCYPART_ARC
(30,39),-2.12037 # DEPENDENCYPART_ARC
(30,40),-1.18091 # DEPENDENCYPART_ARC
(32,31),0.7573 # DEPENDENCYPART_ARC
(32,33),1.0495 # DEPENDENCYPART_ARC
(32,34),-1.16267 # DEPENDENCYPART_ARC
(32,35),-1.01558 # DEPENDENCYPART_ARC
(32,36),-1.23096 # DEPENDENCYPART_ARC
(32,37),-1.00461 # DEPENDENCYPART_ARC
(32,39),-2.49912 # DEPENDENCYPART_ARC
(32,40),-1.9022 # DEPENDENCYPART_ARC
(33,28),-0.210394 # DEPENDENCYPART_ARC
(33,29),-0.387429 # DEPENDENCYPART_ARC
(33,30),-1.69509 # DEPENDENCYPART_ARC
(33,31),2.85541 # DEPENDENCYPART_ARC
(33,32),3.33441 # DEPENDENCYPART_ARC
(33,34),-1.31015 # DEPENDENCYPART_ARC
(33,35),-1.00802 # DEPENDENCYPART_ARC
(33,36),-1.16187 # DEPENDENCYPART_ARC
(33,37),-1.91875 # DEPENDENCYPART_ARC
(34,3),0.0194868 # DEPENDENCYPART_ARC
(34,6),-2.72716 # DEPENDENCYPART_ARC
(34,7),-1.4577 # DEPENDENCYPART_ARC
(34,11),-1.0268 # DEPENDENCYPART_ARC
(34,13),-4.29021 # DEPENDENCYPART_ARC
(34,14),-0.195512 # DEPENDENCYPART_ARC
(34,16),-1.4118 # DEPENDENCYPART_ARC
(34,17),-0.247826 # DEPENDENCYPART_ARC
(34,19),-0.00647762 # DEPENDENCYPART_ARC
(34,20),-2.43378 # DEPENDENCYPART_ARC
(34,21),-1.59896 # DEPENDENCYPART_ARC
(34,22),-1.6601 # DEPENDENCYPART_ARC
(34,23),-0.468884 # DEPENDENCYPART_ARC
(34,24),-1.29917 # DEPENDENCYPART_ARC
(34,25),-2.45669 # DEPENDENCYPART_ARC
(34,26),0.0508422 # DEPENDENCYPART_ARC
(34,27),-0.0735685 # DEPENDENCYPART_ARC
(34,29),-0.770346 # DEPENDENCYPART_ARC
(34,30),1.1492 # DEPENDENCYPART_ARC
(34,31),-1.08184 # DEPENDENCYPART_ARC
(34,32),-1.57223 # DEPENDENCYPART_ARC
(34,33),-1.14121 # DEPENDENCYPART_ARC
(34,35),1.11209 # DEPENDENCYPART_ARC
(34,36),1.02434 # DEPENDENCYPART_ARC
(34,37),-0.0270507 # DEPENDENCYPART_ARC
(34,39),-0.735414 # DEPENDENCYPART_ARC
(34,40),-2.59821 # DEPENDENCYPART_ARC
(35,32),-0.562692 # DEPENDENCYPART_ARC
(35,33),-0.74278 # DEPENDENCYPART_ARC
(35,34),-0.415262 # DEPENDENCYPART_ARC
(35,36),-0.0200031 # DEPENDENCYPART_ARC
(35,37),0.0498465 # DEPENDENCYPART_ARC
(35,39),-1.14049 # DEPENDENCYPART_ARC
(35,40),-0.376593 # DEPENDENCYPART_ARC
(36,1),-1.1203 # DEPENDENCYPART_ARC
(36,3),-0.262789 # DEPENDENCYPART_ARC
(36,17),-0.640658 # DEPENDENCYPART_ARC
(36,33),-0.47651 # DEPENDENCYPART_ARC
(36,35),1.72012 # DEPENDENCYPART_ARC
(36,37),1.57226 # DEPENDENCYPART_ARC
(36,39),-0.425858 # DEPENDENCYPART_ARC
(36,40),0.179137 # DEPENDENCYPART_ARC
(37,35),-0.586541 # DEPENDENCYPART_ARC
(37,36),-0.163664 # DEPENDENCYPART_ARC
(37,38),0.0289514 # DEPENDENCYPART_ARC
(37,39),2.12691 # DEPENDENCYPART_ARC
(37,40),0.887925 # DEPENDENCYPART_ARC
(38,39),0.392881 # DEPENDENCYPART_ARC
(38,40),0.249294 # DEPENDENCYPART_ARC
(39,38),2.64777 # DEPENDENCYPART_ARC
(39,40),2.7923 # DEPENDENCYPART_ARC
(40,35),-0.615398 # DEPENDENCYPART_ARC
(40,36),-0.35301 # DEPENDENCYPART_ARC
(40,38),0.181753 # DEPENDENCYPART_ARC
(40,39),-0.102094 # DEPENDENCYPART_ARC
(41,39),-2.48514 # DEPENDENCYPART_ARC
(41,40),-2.08506 # DEPENDENCYPART_ARC
