# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=16,3,1,5,10,7,5,9,7,3,10,13,11,11,0,15,18,19,15,19,16,21,21,23,0,
(2,11),-1.8684 # DEPENDENCYPART_ARC
(2,12),-2.43993 # DEPENDENCYPART_ARC
(2,13),-3.80766 # DEPENDENCYPART_ARC
(2,14),-1.3075 # DEPENDENCYPART_ARC
(2,15),-2.5309 # DEPENDENCYPART_ARC
(2,16),-2.85847 # DEPENDENCYPART_ARC
(2,17),-3.06558 # DEPENDENCYPART_ARC
(2,18),-4.74803 # DEPENDENCYPART_ARC
(2,19),-1.91994 # DEPENDENCYPART_ARC
(2,20),-5.32132 # DEPENDENCYPART_ARC
(2,21),-2.57101 # DEPENDENCYPART_ARC
(2,22),-5.51395 # DEPENDENCYPART_ARC
(2,23),-2.53087 # DEPENDENCYPART_ARC
(2,24),-5.65192 # DEPENDENCYPART_ARC
(2,25),-3.18899 # DEPENDENCYPART_ARC
(3,1),-0.49819 # DEPENDENCYPART_ARC
(3,2),2.5429 # DEPENDENCYPART_ARC
(3,4),-0.995041 # DEPENDENCYPART_ARC
(3,5),2.42157 # DEPENDENCYPART_ARC
(3,6),-1.01676 # DEPENDENCYPART_ARC
(3,7),-2.41072 # DEPENDENCYPART_ARC
(3,8),-1.55785 # DEPENDENCYPART_ARC
(3,9),-2.97812 # DEPENDENCYPART_ARC
(3,10),0.985622 # DEPENDENCYPART_ARC
(3,11),0.2782 # DEPENDENCYPART_ARC
(3,12),-2.72281 # DEPENDENCYPART_ARC
(3,13),-3.68004 # DEPENDENCYPART_ARC
(3,14),0.920854 # DEPENDENCYPART_ARC
(3,15),0.0389832 # DEPENDENCYPART_ARC
(3,16),-1.55032 # DEPENDENCYPART_ARC
(3,17),-3.25934 # DEPENDENCYPART_ARC
(3,18),-4.85068 # DEPENDENCYPART_ARC
(3,19),1.24322e-05 # DEPENDENCYPART_ARC
(3,20),-5.15104 # DEPENDENCYPART_ARC
(3,21),-1.42376 # DEPENDENCYPART_ARC
(3,22),-5.90103 # DEPENDENCYPART_ARC
(3,23),-0.335021 # DEPENDENCYPART_ARC
(3,24),-5.6104 # DEPENDENCYPART_ARC
(3,25),-1.74178 # DEPENDENCYPART_ARC
(4,1),-3.67171 # DEPENDENCYPART_ARC
(4,2),-0.613427 # DEPENDENCYPART_ARC
(4,3),-1.05018 # DEPENDENCYPART_ARC
(4,5),-0.344455 # DEPENDENCYPART_ARC
(4,6),-2.15696 # DEPENDENCYPART_ARC
(4,7),-3.53552 # DEPENDENCYPART_ARC
(4,8),-2.3652 # DEPENDENCYPART_ARC
(4,9),-1.34963 # DEPENDENCYPART_ARC
(4,10),0.269415 # DEPENDENCYPART_ARC
(4,11),-3.52549 # DEPENDENCYPART_ARC
(4,12),-4.15521 # DEPENDENCYPART_ARC
(4,13),-6.27102 # DEPENDENCYPART_ARC
(4,14),-0.900464 # DEPENDENCYPART_ARC
(4,15),-6.05229 # DEPENDENCYPART_ARC
(4,16),-1.79294 # DEPENDENCYPART_ARC
(4,17),-4.95992 # DEPENDENCYPART_ARC
(4,18),-5.58037 # DEPENDENCYPART_ARC
(4,19),-1.12439 # DEPENDENCYPART_ARC
(4,20),-6.93511 # DEPENDENCYPART_ARC
(4,21),-2.95165 # DEPENDENCYPART_ARC
(4,22),-6.70324 # DEPENDENCYPART_ARC
(4,23),-1.82525 # DEPENDENCYPART_ARC
(4,24),-9.10581 # DEPENDENCYPART_ARC
(4,25),-8.70229 # DEPENDENCYPART_ARC
(5,1),-0.0174772 # DEPENDENCYPART_ARC
(5,2),0.376376 # DEPENDENCYPART_ARC
(5,3),-0.337519 # DEPENDENCYPART_ARC
(5,4),3.12318 # DEPENDENCYPART_ARC
(5,6),-0.602325 # DEPENDENCYPART_ARC
(5,7),2.75348 # DEPENDENCYPART_ARC
(5,8),-3.4665 # DEPENDENCYPART_ARC
(5,9),0.187879 # DEPENDENCYPART_ARC
(5,10),-0.00845391 # DEPENDENCYPART_ARC
(5,11),-2.03583 # DEPENDENCYPART_ARC
(5,12),-4.11087 # DEPENDENCYPART_ARC
(5,13),0.548254 # DEPENDENCYPART_ARC
(5,14),0.294931 # DEPENDENCYPART_ARC
(5,15),-3.7699 # DEPENDENCYPART_ARC
(5,16),-1.02237 # DEPENDENCYPART_ARC
(5,17),-5.23388 # DEPENDENCYPART_ARC
(5,18),-0.855689 # DEPENDENCYPART_ARC
(5,19),-0.613214 # DEPENDENCYPART_ARC
(5,20),-2.5405 # DEPENDENCYPART_ARC
(5,21),-2.02569 # DEPENDENCYPART_ARC
(5,22),-4.37511 # DEPENDENCYPART_ARC
(5,23),-1.36738 # DEPENDENCYPART_ARC
(5,24),-4.0646 # DEPENDENCYPART_ARC
(5,25),-1.2377 # DEPENDENCYPART_ARC
(6,1),-1.32511 # DEPENDENCYPART_ARC
(6,2),-1.32471 # DEPENDENCYPART_ARC
(6,3),-1.06267 # DEPENDENCYPART_ARC
(6,4),-4.1097 # DEPENDENCYPART_ARC
(6,5),-2.28371 # DEPENDENCYPART_ARC
(6,7),-0.730776 # DEPENDENCYPART_ARC
(6,8),-2.13418 # DEPENDENCYPART_ARC
(6,9),-1.53336 # DEPENDENCYPART_ARC
(6,10),-0.0660758 # DEPENDENCYPART_ARC
(6,11),-2.79028 # DEPENDENCYPART_ARC
(6,12),-2.99383 # DEPENDENCYPART_ARC
(6,13),-3.99535 # DEPENDENCYPART_ARC
(6,14),-0.979614 # DEPENDENCYPART_ARC
(6,15),-3.65327 # DEPENDENCYPART_ARC
(6,16),-1.54598 # DEPENDENCYPART_ARC
(6,17),-2.8355 # DEPENDENCYPART_ARC
(6,18),-3.21972 # DEPENDENCYPART_ARC
(6,19),-1.25511 # DEPENDENCYPART_ARC
(6,20),-2.65076 # DEPENDENCYPART_ARC
(6,21),-0.178647 # DEPENDENCYPART_ARC
(6,22),-3.38014 # DEPENDENCYPART_ARC
(6,23),-1.80672 # DEPENDENCYPART_ARC
(6,24),-5.59582 # DEPENDENCYPART_ARC
(6,25),-3.91747 # DEPENDENCYPART_ARC
(7,1),-3.20266 # DEPENDENCYPART_ARC
(7,2),0.0166562 # DEPENDENCYPART_ARC
(7,3),-1.52314 # DEPENDENCYPART_ARC
(7,4),-2.35945 # DEPENDENCYPART_ARC
(7,5),-0.930782 # DEPENDENCYPART_ARC
(7,6),5.08059 # DEPENDENCYPART_ARC
(7,8),0.506782 # DEPENDENCYPART_ARC
(7,9),3.66252 # DEPENDENCYPART_ARC
(7,10),0.74254 # DEPENDENCYPART_ARC
(7,11),-0.947647 # DEPENDENCYPART_ARC
(7,12),-0.21769 # DEPENDENCYPART_ARC
(7,13),-0.573997 # DEPENDENCYPART_ARC
(7,14),-0.512297 # DEPENDENCYPART_ARC
(7,15),-3.31491 # DEPENDENCYPART_ARC
(7,16),-1.11889 # DEPENDENCYPART_ARC
(7,17),-2.90201 # DEPENDENCYPART_ARC
(7,18),-1.31254 # DEPENDENCYPART_ARC
(7,19),-0.207864 # DEPENDENCYPART_ARC
(7,20),-2.67412 # DEPENDENCYPART_ARC
(7,21),-1.72031 # DEPENDENCYPART_ARC
(7,22),-2.36623 # DEPENDENCYPART_ARC
(7,23),-0.990156 # DEPENDENCYPART_ARC
(7,24),-5.46257 # DEPENDENCYPART_ARC
(7,25),-6.74331 # DEPENDENCYPART_ARC
(8,1),-1.97002 # DEPENDENCYPART_ARC
(8,2),-1.58953 # DEPENDENCYPART_ARC
(8,3),-1.27607 # DEPENDENCYPART_ARC
(8,4),-3.74922 # DEPENDENCYPART_ARC
(8,5),-3.61487 # DEPENDENCYPART_ARC
(8,6),-2.10305 # DEPENDENCYPART_ARC
(8,7),-0.928961 # DEPENDENCYPART_ARC
(8,9),0.487447 # DEPENDENCYPART_ARC
(8,10),0.066034 # DEPENDENCYPART_ARC
(8,11),-2.62158 # DEPENDENCYPART_ARC
(8,12),-4.32712 # DEPENDENCYPART_ARC
(8,13),-2.80116 # DEPENDENCYPART_ARC
(8,14),-1.04761 # DEPENDENCYPART_ARC
(8,15),-3.65551 # DEPENDENCYPART_ARC
(8,16),-1.38277 # DEPENDENCYPART_ARC
(8,17),-3.11905 # DEPENDENCYPART_ARC
(8,18),-2.84728 # DEPENDENCYPART_ARC
(8,19),-1.11613 # DEPENDENCYPART_ARC
(8,20),-2.64307 # DEPENDENCYPART_ARC
(8,21),0.0216429 # DEPENDENCYPART_ARC
(8,22),-3.39683 # DEPENDENCYPART_ARC
(8,23),-1.65215 # DEPENDENCYPART_ARC
(8,24),-5.01044 # DEPENDENCYPART_ARC
(8,25),-3.63002 # DEPENDENCYPART_ARC
(9,1),-4.19215 # DEPENDENCYPART_ARC
(9,2),-0.759243 # DEPENDENCYPART_ARC
(9,3),-2.67487 # DEPENDENCYPART_ARC
(9,4),-2.28348 # DEPENDENCYPART_ARC
(9,5),-1.66441 # DEPENDENCYPART_ARC
(9,6),-0.907873 # DEPENDENCYPART_ARC
(9,7),-1.8571 # DEPENDENCYPART_ARC
(9,8),5.1824 # DEPENDENCYPART_ARC
(9,10),-0.972329 # DEPENDENCYPART_ARC
(9,11),-2.95087 # DEPENDENCYPART_ARC
(9,12),-4.78997 # DEPENDENCYPART_ARC
(9,13),-5.30664 # DEPENDENCYPART_ARC
(9,14),-2.35876 # DEPENDENCYPART_ARC
(9,15),-5.07923 # DEPENDENCYPART_ARC
(9,16),-2.64023 # DEPENDENCYPART_ARC
(9,17),-4.13138 # DEPENDENCYPART_ARC
(9,18),-5.01707 # DEPENDENCYPART_ARC
(9,19),-3.08839 # DEPENDENCYPART_ARC
(9,20),-6.35036 # DEPENDENCYPART_ARC
(9,21),-4.44568 # DEPENDENCYPART_ARC
(9,22),-6.0797 # DEPENDENCYPART_ARC
(9,23),-3.86149 # DEPENDENCYPART_ARC
(9,24),-8.17166 # DEPENDENCYPART_ARC
(9,25),-7.62484 # DEPENDENCYPART_ARC
(10,1),0.86299 # DEPENDENCYPART_ARC
(10,2),0.993756 # DEPENDENCYPART_ARC
(10,3),0.25394 # DEPENDENCYPART_ARC
(10,4),1.87402 # DEPENDENCYPART_ARC
(10,5),2.85625 # DEPENDENCYPART_ARC
(10,6),0.331295 # DEPENDENCYPART_ARC
(10,7),1.42256 # DEPENDENCYPART_ARC
(10,8),0.643653 # DEPENDENCYPART_ARC
(10,9),0.18923 # DEPENDENCYPART_ARC
(10,11),2.56836 # DEPENDENCYPART_ARC
(10,12),0.235824 # DEPENDENCYPART_ARC
(10,13),0.970929 # DEPENDENCYPART_ARC
(10,14),0.843272 # DEPENDENCYPART_ARC
(10,15),-0.727291 # DEPENDENCYPART_ARC
(10,16),-0.877884 # DEPENDENCYPART_ARC
(10,17),-1.69999 # DEPENDENCYPART_ARC
(10,18),-0.362257 # DEPENDENCYPART_ARC
(10,19),-1.0078 # DEPENDENCYPART_ARC
(10,20),-0.951842 # DEPENDENCYPART_ARC
(10,21),-0.767351 # DEPENDENCYPART_ARC
(10,22),-1.57598 # DEPENDENCYPART_ARC
(10,23),-1.4027 # DEPENDENCYPART_ARC
(10,24),-2.63315 # DEPENDENCYPART_ARC
(10,25),-1.86245 # DEPENDENCYPART_ARC
(11,1),-1.44383 # DEPENDENCYPART_ARC
(11,2),-1.07527 # DEPENDENCYPART_ARC
(11,3),-2.2536 # DEPENDENCYPART_ARC
(11,4),0.177677 # DEPENDENCYPART_ARC
(11,5),-2.53089 # DEPENDENCYPART_ARC
(11,6),-3.52883 # DEPENDENCYPART_ARC
(11,7),-0.787417 # DEPENDENCYPART_ARC
(11,8),-4.08275 # DEPENDENCYPART_ARC
(11,9),-2.2624 # DEPENDENCYPART_ARC
(11,10),0.368127 # DEPENDENCYPART_ARC
(11,12),-0.200793 # DEPENDENCYPART_ARC
(11,13),3.42702 # DEPENDENCYPART_ARC
(11,14),1.07937 # DEPENDENCYPART_ARC
(11,15),-0.81414 # DEPENDENCYPART_ARC
(11,16),0.195071 # DEPENDENCYPART_ARC
(11,17),-2.92075 # DEPENDENCYPART_ARC
(11,18),0.372148 # DEPENDENCYPART_ARC
(11,19),0.510521 # DEPENDENCYPART_ARC
(11,20),-1.01635 # DEPENDENCYPART_ARC
(11,21),-0.474315 # DEPENDENCYPART_ARC
(11,22),-2.4701 # DEPENDENCYPART_ARC
(11,23),-0.217454 # DEPENDENCYPART_ARC
(11,24),-2.06472 # DEPENDENCYPART_ARC
(11,25),-0.398893 # DEPENDENCYPART_ARC
(12,1),-2.65547 # DEPENDENCYPART_ARC
(12,2),-2.74753 # DEPENDENCYPART_ARC
(12,3),-2.51259 # DEPENDENCYPART_ARC
(12,4),-5.73905 # DEPENDENCYPART_ARC
(12,5),-4.9239 # DEPENDENCYPART_ARC
(12,6),-3.61585 # DEPENDENCYPART_ARC
(12,7),-2.67023 # DEPENDENCYPART_ARC
(12,8),-4.21586 # DEPENDENCYPART_ARC
(12,9),-3.9782 # DEPENDENCYPART_ARC
(12,10),-0.87236 # DEPENDENCYPART_ARC
(12,11),-3.18492 # DEPENDENCYPART_ARC
(12,13),-0.368751 # DEPENDENCYPART_ARC
(12,14),-0.792839 # DEPENDENCYPART_ARC
(12,15),-2.44462 # DEPENDENCYPART_ARC
(12,16),-1.24212 # DEPENDENCYPART_ARC
(12,17),-2.36969 # DEPENDENCYPART_ARC
(12,18),-1.70893 # DEPENDENCYPART_ARC
(12,19),-0.759905 # DEPENDENCYPART_ARC
(12,20),-1.12183 # DEPENDENCYPART_ARC
(12,21),0.343503 # DEPENDENCYPART_ARC
(12,22),-1.86105 # DEPENDENCYPART_ARC
(12,23),-1.37111 # DEPENDENCYPART_ARC
(12,24),-3.54457 # DEPENDENCYPART_ARC
(12,25),-2.97985 # DEPENDENCYPART_ARC
(13,1),-4.26219 # DEPENDENCYPART_ARC
(13,2),-1.20628 # DEPENDENCYPART_ARC
(13,3),-3.44763 # DEPENDENCYPART_ARC
(13,4),-3.82641 # DEPENDENCYPART_ARC
(13,5),-2.01227 # DEPENDENCYPART_ARC
(13,6),0.353051 # DEPENDENCYPART_ARC
(13,7),-1.65482 # DEPENDENCYPART_ARC
(13,8),-0.83708 # DEPENDENCYPART_ARC
(13,9),-3.77574 # DEPENDENCYPART_ARC
(13,10),-0.475605 # DEPENDENCYPART_ARC
(13,11),-0.705152 # DEPENDENCYPART_ARC
(13,12),5.47135 # DEPENDENCYPART_ARC
(13,14),-0.244176 # DEPENDENCYPART_ARC
(13,15),-0.84413 # DEPENDENCYPART_ARC
(13,16),-1.3452 # DEPENDENCYPART_ARC
(13,17),-2.56537 # DEPENDENCYPART_ARC
(13,18),-1.7288 # DEPENDENCYPART_ARC
(13,19),-0.3749 # DEPENDENCYPART_ARC
(13,20),-3.13372 # DEPENDENCYPART_ARC
(13,21),-1.65866 # DEPENDENCYPART_ARC
(13,22),-2.87299 # DEPENDENCYPART_ARC
(13,23),-1.13095 # DEPENDENCYPART_ARC
(13,24),-5.08086 # DEPENDENCYPART_ARC
(13,25),-5.07364 # DEPENDENCYPART_ARC
(14,1),-1.34738 # DEPENDENCYPART_ARC
(14,2),-0.482117 # DEPENDENCYPART_ARC
(14,3),-0.266713 # DEPENDENCYPART_ARC
(14,4),-0.765539 # DEPENDENCYPART_ARC
(14,5),0.27984 # DEPENDENCYPART_ARC
(14,6),-0.632082 # DEPENDENCYPART_ARC
(14,7),-0.426038 # DEPENDENCYPART_ARC
(14,8),-0.85381 # DEPENDENCYPART_ARC
(14,9),-0.140796 # DEPENDENCYPART_ARC
(14,10),0.126474 # DEPENDENCYPART_ARC
(14,11),0.768022 # DEPENDENCYPART_ARC
(14,12),0.0734526 # DEPENDENCYPART_ARC
(14,13),-0.119553 # DEPENDENCYPART_ARC
(14,15),0.144438 # DEPENDENCYPART_ARC
(14,16),-0.448199 # DEPENDENCYPART_ARC
(14,17),-0.826557 # DEPENDENCYPART_ARC
(14,18),-0.680507 # DEPENDENCYPART_ARC
(14,19),-0.361343 # DEPENDENCYPART_ARC
(14,20),-1.50155 # DEPENDENCYPART_ARC
(14,21),-0.907584 # DEPENDENCYPART_ARC
(14,22),-2.26955 # DEPENDENCYPART_ARC
(14,23),-1.03089 # DEPENDENCYPART_ARC
(14,24),-2.69363 # DEPENDENCYPART_ARC
(14,25),-0.97641 # DEPENDENCYPART_ARC
(15,1),0.0415954 # DEPENDENCYPART_ARC
(15,2),-1.56294 # DEPENDENCYPART_ARC
(15,3),-1.11677 # DEPENDENCYPART_ARC
(15,4),0.92351 # DEPENDENCYPART_ARC
(15,5),-1.46693 # DEPENDENCYPART_ARC
(15,6),-3.46781 # DEPENDENCYPART_ARC
(15,7),-0.136771 # DEPENDENCYPART_ARC
(15,8),-4.16541 # DEPENDENCYPART_ARC
(15,9),-2.16315 # DEPENDENCYPART_ARC
(15,10),0.166522 # DEPENDENCYPART_ARC
(15,11),-0.0951394 # DEPENDENCYPART_ARC
(15,12),-2.00685 # DEPENDENCYPART_ARC
(15,13),0.68657 # DEPENDENCYPART_ARC
(15,14),0.185999 # DEPENDENCYPART_ARC
(15,16),2.39727 # DEPENDENCYPART_ARC
(15,17),0.859932 # DEPENDENCYPART_ARC
(15,18),2.04557 # DEPENDENCYPART_ARC
(15,19),1.06524 # DEPENDENCYPART_ARC
(15,20),0.58365 # DEPENDENCYPART_ARC
(15,21),0.220885 # DEPENDENCYPART_ARC
(15,22),-1.69454 # DEPENDENCYPART_ARC
(15,23),0.374782 # DEPENDENCYPART_ARC
(15,24),-1.19062 # DEPENDENCYPART_ARC
(15,25),0.0380776 # DEPENDENCYPART_ARC
(16,1),0.358824 # DEPENDENCYPART_ARC
(16,2),-1.96348 # DEPENDENCYPART_ARC
(16,3),-1.59573 # DEPENDENCYPART_ARC
(16,4),-2.54915 # DEPENDENCYPART_ARC
(16,5),-1.77621 # DEPENDENCYPART_ARC
(16,6),-2.8894 # DEPENDENCYPART_ARC
(16,7),-1.69326 # DEPENDENCYPART_ARC
(16,8),-1.92722 # DEPENDENCYPART_ARC
(16,9),-1.18705 # DEPENDENCYPART_ARC
(16,10),-0.711531 # DEPENDENCYPART_ARC
(16,11),-0.891371 # DEPENDENCYPART_ARC
(16,12),-2.17116 # DEPENDENCYPART_ARC
(16,13),-0.702615 # DEPENDENCYPART_ARC
(16,14),-0.195518 # DEPENDENCYPART_ARC
(16,15),-0.265522 # DEPENDENCYPART_ARC
(16,17),-0.844554 # DEPENDENCYPART_ARC
(16,18),-0.063541 # DEPENDENCYPART_ARC
(16,19),0.448997 # DEPENDENCYPART_ARC
(16,20),-1.51882 # DEPENDENCYPART_ARC
(16,21),1.39179 # DEPENDENCYPART_ARC
(16,22),-2.32526 # DEPENDENCYPART_ARC
(16,23),-0.438718 # DEPENDENCYPART_ARC
(16,24),-2.61996 # DEPENDENCYPART_ARC
(16,25),-0.622823 # DEPENDENCYPART_ARC
(17,1),-2.88262 # DEPENDENCYPART_ARC
(17,2),-3.29548 # DEPENDENCYPART_ARC
(17,3),-2.66834 # DEPENDENCYPART_ARC
(17,4),-5.74248 # DEPENDENCYPART_ARC
(17,5),-4.58437 # DEPENDENCYPART_ARC
(17,6),-4.83903 # DEPENDENCYPART_ARC
(17,7),-3.88807 # DEPENDENCYPART_ARC
(17,8),-4.25321 # DEPENDENCYPART_ARC
(17,9),-4.59154 # DEPENDENCYPART_ARC
(17,10),-1.87626 # DEPENDENCYPART_ARC
(17,11),-4.07539 # DEPENDENCYPART_ARC
(17,12),-4.06097 # DEPENDENCYPART_ARC
(17,13),-2.94772 # DEPENDENCYPART_ARC
(17,14),-0.782712 # DEPENDENCYPART_ARC
(17,15),-3.09952 # DEPENDENCYPART_ARC
(17,16),1.47531 # DEPENDENCYPART_ARC
(17,18),0.28938 # DEPENDENCYPART_ARC
(17,19),0.129866 # DEPENDENCYPART_ARC
(17,20),-0.409493 # DEPENDENCYPART_ARC
(17,21),0.907546 # DEPENDENCYPART_ARC
(17,22),-1.31606 # DEPENDENCYPART_ARC
(17,23),-0.732377 # DEPENDENCYPART_ARC
(17,24),-3.58741 # DEPENDENCYPART_ARC
(17,25),-1.6084 # DEPENDENCYPART_ARC
(18,1),-6.07186 # DEPENDENCYPART_ARC
(18,2),-2.53906 # DEPENDENCYPART_ARC
(18,3),-5.52173 # DEPENDENCYPART_ARC
(18,4),-5.67678 # DEPENDENCYPART_ARC
(18,5),-3.25026 # DEPENDENCYPART_ARC
(18,6),-5.08372 # DEPENDENCYPART_ARC
(18,7),-5.52802 # DEPENDENCYPART_ARC
(18,8),-2.59336 # DEPENDENCYPART_ARC
(18,9),-5.40843 # DEPENDENCYPART_ARC
(18,10),-2.60176 # DEPENDENCYPART_ARC
(18,11),-2.79726 # DEPENDENCYPART_ARC
(18,12),-3.81898 # DEPENDENCYPART_ARC
(18,13),-4.59327 # DEPENDENCYPART_ARC
(18,14),-1.59183 # DEPENDENCYPART_ARC
(18,15),-1.92269 # DEPENDENCYPART_ARC
(18,16),-0.469433 # DEPENDENCYPART_ARC
(18,17),3.13593 # DEPENDENCYPART_ARC
(18,19),-0.231093 # DEPENDENCYPART_ARC
(18,20),-0.796117 # DEPENDENCYPART_ARC
(18,21),-1.85021 # DEPENDENCYPART_ARC
(18,22),-1.41133 # DEPENDENCYPART_ARC
(18,23),-1.87652 # DEPENDENCYPART_ARC
(18,24),-4.24451 # DEPENDENCYPART_ARC
(18,25),-3.0195 # DEPENDENCYPART_ARC
(19,1),0.233999 # DEPENDENCYPART_ARC
(19,2),-0.0295468 # DEPENDENCYPART_ARC
(19,3),0.300017 # DEPENDENCYPART_ARC
(19,4),-0.263485 # DEPENDENCYPART_ARC
(19,5),-0.198986 # DEPENDENCYPART_ARC
(19,6),0.15085 # DEPENDENCYPART_ARC
(19,7),0.0591807 # DEPENDENCYPART_ARC
(19,8),-0.0792813 # DEPENDENCYPART_ARC
(19,9),0.691246 # DEPENDENCYPART_ARC
(19,10),0.340499 # DEPENDENCYPART_ARC
(19,11),0.465056 # DEPENDENCYPART_ARC
(19,12),1.06911 # DEPENDENCYPART_ARC
(19,13),1.8756 # DEPENDENCYPART_ARC
(19,14),0.616218 # DEPENDENCYPART_ARC
(19,15),1.57757 # DEPENDENCYPART_ARC
(19,16),1.1962 # DEPENDENCYPART_ARC
(19,17),2.12916 # DEPENDENCYPART_ARC
(19,18),3.9111 # DEPENDENCYPART_ARC
(19,20),4.05197 # DEPENDENCYPART_ARC
(19,21),0.639125 # DEPENDENCYPART_ARC
(19,22),1.34247 # DEPENDENCYPART_ARC
(19,23),0.183423 # DEPENDENCYPART_ARC
(19,24),0.245255 # DEPENDENCYPART_ARC
(19,25),-0.365824 # DEPENDENCYPART_ARC
(20,1),-7.83414 # DEPENDENCYPART_ARC
(20,2),-4.28535 # DEPENDENCYPART_ARC
(20,3),-7.98606 # DEPENDENCYPART_ARC
(20,4),-7.18609 # DEPENDENCYPART_ARC
(20,5),-6.11222 # DEPENDENCYPART_ARC
(20,6),-8.0802 # DEPENDENCYPART_ARC
(20,7),-7.33743 # DEPENDENCYPART_ARC
(20,8),-7.97028 # DEPENDENCYPART_ARC
(20,9),-7.45274 # DEPENDENCYPART_ARC
(20,10),-4.50946 # DEPENDENCYPART_ARC
(20,11),-5.68544 # DEPENDENCYPART_ARC
(20,12),-7.61835 # DEPENDENCYPART_ARC
(20,13),-7.36144 # DEPENDENCYPART_ARC
(20,14),-3.321 # DEPENDENCYPART_ARC
(20,15),-5.08486 # DEPENDENCYPART_ARC
(20,16),-3.0899 # DEPENDENCYPART_ARC
(20,17),-3.21743 # DEPENDENCYPART_ARC
(20,18),-2.77267 # DEPENDENCYPART_ARC
(20,19),-1.87479 # DEPENDENCYPART_ARC
(20,21),0.216572 # DEPENDENCYPART_ARC
(20,22),-1.25174 # DEPENDENCYPART_ARC
(20,23),-0.659472 # DEPENDENCYPART_ARC
(20,24),-4.53863 # DEPENDENCYPART_ARC
(20,25),-1.30434 # DEPENDENCYPART_ARC
(21,1),-2.67804 # DEPENDENCYPART_ARC
