# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,1,0,18,16,17,18,13,0,
(3,18),-5.66486 # DEPENDENCYPART_ARC
(3,19),-2.2284 # DEPENDENCYPART_ARC
(4,1),-0.635856 # DEPENDENCYPART_ARC
(4,2),-1.99303 # DEPENDENCYPART_ARC
(4,3),5.24357 # DEPENDENCYPART_ARC
(4,5),-0.172534 # DEPENDENCYPART_ARC
(4,6),-1.52575 # DEPENDENCYPART_ARC
(4,7),-3.20262 # DEPENDENCYPART_ARC
(4,8),-3.00692 # DEPENDENCYPART_ARC
(4,9),-3.7848 # DEPENDENCYPART_ARC
(4,10),-1.38293 # DEPENDENCYPART_ARC
(4,11),-3.80883 # DEPENDENCYPART_ARC
(4,12),-1.97765 # DEPENDENCYPART_ARC
(4,13),-7.47108 # DEPENDENCYPART_ARC
(4,14),-6.0549 # DEPENDENCYPART_ARC
(4,15),-4.16825 # DEPENDENCYPART_ARC
(4,16),-4.21048 # DEPENDENCYPART_ARC
(4,17),-5.47086 # DEPENDENCYPART_ARC
(4,18),-5.93917 # DEPENDENCYPART_ARC
(4,19),-7.09968 # DEPENDENCYPART_ARC
(5,1),1.75482 # DEPENDENCYPART_ARC
(5,2),5.81134 # DEPENDENCYPART_ARC
(5,3),-0.437932 # DEPENDENCYPART_ARC
(5,4),4.37985 # DEPENDENCYPART_ARC
(5,6),1.17795 # DEPENDENCYPART_ARC
(5,7),-1.40566 # DEPENDENCYPART_ARC
(5,8),-2.64616 # DEPENDENCYPART_ARC
(5,9),-0.268576 # DEPENDENCYPART_ARC
(5,10),-1.24246 # DEPENDENCYPART_ARC
(5,11),-3.01422 # DEPENDENCYPART_ARC
(5,12),-0.386257 # DEPENDENCYPART_ARC
(5,13),-5.38465 # DEPENDENCYPART_ARC
(5,14),-4.04076 # DEPENDENCYPART_ARC
(5,15),-6.41998 # DEPENDENCYPART_ARC
(5,16),-5.41335 # DEPENDENCYPART_ARC
(5,17),-3.87478 # DEPENDENCYPART_ARC
(5,18),-3.73776 # DEPENDENCYPART_ARC
(5,19),-1.81401 # DEPENDENCYPART_ARC
(6,1),0.879162 # DEPENDENCYPART_ARC
(6,2),0.925015 # DEPENDENCYPART_ARC
(6,3),0.994372 # DEPENDENCYPART_ARC
(6,4),0.776405 # DEPENDENCYPART_ARC
(6,5),0.622064 # DEPENDENCYPART_ARC
(6,7),0.0306778 # DEPENDENCYPART_ARC
(6,8),-0.754147 # DEPENDENCYPART_ARC
(6,9),-1.27839 # DEPENDENCYPART_ARC
(6,10),-1.00502 # DEPENDENCYPART_ARC
(6,11),-2.72206 # DEPENDENCYPART_ARC
(6,12),-0.144916 # DEPENDENCYPART_ARC
(6,13),-2.86577 # DEPENDENCYPART_ARC
(6,14),-4.34135 # DEPENDENCYPART_ARC
(6,15),-2.14182 # DEPENDENCYPART_ARC
(6,16),-4.5691 # DEPENDENCYPART_ARC
(6,17),-4.65908 # DEPENDENCYPART_ARC
(6,18),-4.62365 # DEPENDENCYPART_ARC
(6,19),-1.43916 # DEPENDENCYPART_ARC
(7,1),3.3798 # DEPENDENCYPART_ARC
(7,2),-0.248756 # DEPENDENCYPART_ARC
(7,3),-2.03359 # DEPENDENCYPART_ARC
(7,4),1.68399 # DEPENDENCYPART_ARC
(7,5),-0.981047 # DEPENDENCYPART_ARC
(7,6),0.088799 # DEPENDENCYPART_ARC
(7,8),3.56141 # DEPENDENCYPART_ARC
(7,9),2.54098 # DEPENDENCYPART_ARC
(7,10),0.654171 # DEPENDENCYPART_ARC
(7,11),-0.826727 # DEPENDENCYPART_ARC
(7,12),0.785007 # DEPENDENCYPART_ARC
(7,13),-3.03081 # DEPENDENCYPART_ARC
(7,14),-1.28123 # DEPENDENCYPART_ARC
(7,15),-4.05452 # DEPENDENCYPART_ARC
(7,16),-3.69409 # DEPENDENCYPART_ARC
(7,17),-2.64127 # DEPENDENCYPART_ARC
(7,18),-1.18019 # DEPENDENCYPART_ARC
(7,19),-0.306906 # DEPENDENCYPART_ARC
(8,1),1.79153 # DEPENDENCYPART_ARC
(8,2),1.73621 # DEPENDENCYPART_ARC
(8,3),-2.92676 # DEPENDENCYPART_ARC
(8,4),0.519233 # DEPENDENCYPART_ARC
(8,5),-4.08571 # DEPENDENCYPART_ARC
(8,6),-0.347976 # DEPENDENCYPART_ARC
(8,7),2.66058 # DEPENDENCYPART_ARC
(8,9),3.28205 # DEPENDENCYPART_ARC
(8,10),0.436162 # DEPENDENCYPART_ARC
(8,11),-0.141023 # DEPENDENCYPART_ARC
(8,12),1.04933 # DEPENDENCYPART_ARC
(8,13),-2.13361 # DEPENDENCYPART_ARC
(8,14),-1.44956 # DEPENDENCYPART_ARC
(8,15),-4.56589 # DEPENDENCYPART_ARC
(8,16),-2.54804 # DEPENDENCYPART_ARC
(8,17),-0.671268 # DEPENDENCYPART_ARC
(8,18),-1.08188 # DEPENDENCYPART_ARC
(8,19),-0.440602 # DEPENDENCYPART_ARC
(9,1),1.81101 # DEPENDENCYPART_ARC
(9,2),1.12896 # DEPENDENCYPART_ARC
(9,3),-0.244339 # DEPENDENCYPART_ARC
(9,4),0.371201 # DEPENDENCYPART_ARC
(9,5),-2.72866 # DEPENDENCYPART_ARC
(9,6),-1.04136 # DEPENDENCYPART_ARC
(9,7),-0.111372 # DEPENDENCYPART_ARC
(9,8),1.02035 # DEPENDENCYPART_ARC
(9,10),1.43473 # DEPENDENCYPART_ARC
(9,11),1.19783 # DEPENDENCYPART_ARC
(9,12),0.995693 # DEPENDENCYPART_ARC
(9,13),-0.661227 # DEPENDENCYPART_ARC
(9,14),-1.09597 # DEPENDENCYPART_ARC
(9,15),-2.80595 # DEPENDENCYPART_ARC
(9,16),-1.12538 # DEPENDENCYPART_ARC
(9,17),-0.836092 # DEPENDENCYPART_ARC
(9,18),-2.00211 # DEPENDENCYPART_ARC
(9,19),-0.583171 # DEPENDENCYPART_ARC
(10,1),-1.36352 # DEPENDENCYPART_ARC
(10,2),-1.29394 # DEPENDENCYPART_ARC
(10,3),-1.33905 # DEPENDENCYPART_ARC
(10,4),-1.91352 # DEPENDENCYPART_ARC
(10,5),-1.26568 # DEPENDENCYPART_ARC
(10,6),-1.54353 # DEPENDENCYPART_ARC
(10,7),-0.726213 # DEPENDENCYPART_ARC
(10,8),-0.853376 # DEPENDENCYPART_ARC
(10,9),-0.693629 # DEPENDENCYPART_ARC
(10,11),0.65041 # DEPENDENCYPART_ARC
(10,12),-0.297537 # DEPENDENCYPART_ARC
(10,13),-0.647274 # DEPENDENCYPART_ARC
(10,14),-1.38767 # DEPENDENCYPART_ARC
(10,15),-1.01152 # DEPENDENCYPART_ARC
(10,16),-2.11605 # DEPENDENCYPART_ARC
(10,17),-2.42509 # DEPENDENCYPART_ARC
(10,18),-2.49336 # DEPENDENCYPART_ARC
(10,19),-1.71699 # DEPENDENCYPART_ARC
(11,1),-3.32293 # DEPENDENCYPART_ARC
(11,2),-2.84063 # DEPENDENCYPART_ARC
(11,3),0.339249 # DEPENDENCYPART_ARC
(11,4),-4.69341 # DEPENDENCYPART_ARC
(11,5),-2.35056 # DEPENDENCYPART_ARC
(11,6),-1.79163 # DEPENDENCYPART_ARC
(11,7),-1.2235 # DEPENDENCYPART_ARC
(11,8),-1.45745 # DEPENDENCYPART_ARC
(11,9),0.20403 # DEPENDENCYPART_ARC
(11,10),1.47963 # DEPENDENCYPART_ARC
(11,12),-0.56747 # DEPENDENCYPART_ARC
(11,13),-0.951516 # DEPENDENCYPART_ARC
(11,14),-2.9982 # DEPENDENCYPART_ARC
(11,15),-0.159398 # DEPENDENCYPART_ARC
(11,16),-0.948952 # DEPENDENCYPART_ARC
(11,17),-1.88792 # DEPENDENCYPART_ARC
(11,18),-3.21861 # DEPENDENCYPART_ARC
(11,19),-4.29967 # DEPENDENCYPART_ARC
(12,1),0.361629 # DEPENDENCYPART_ARC
(12,2),-0.350406 # DEPENDENCYPART_ARC
(12,3),0.261513 # DEPENDENCYPART_ARC
(12,4),-1.41945 # DEPENDENCYPART_ARC
(12,5),-0.322959 # DEPENDENCYPART_ARC
(12,6),0.0226166 # DEPENDENCYPART_ARC
(12,7),0.449404 # DEPENDENCYPART_ARC
(12,8),0.446323 # DEPENDENCYPART_ARC
(12,9),0.58287 # DEPENDENCYPART_ARC
(12,10),-0.111392 # DEPENDENCYPART_ARC
(12,11),-0.0617894 # DEPENDENCYPART_ARC
(12,13),0.362874 # DEPENDENCYPART_ARC
(12,14),-0.561505 # DEPENDENCYPART_ARC
(12,15),-0.809356 # DEPENDENCYPART_ARC
(12,16),-1.11372 # DEPENDENCYPART_ARC
(12,17),-1.26772 # DEPENDENCYPART_ARC
(12,18),-1.36562 # DEPENDENCYPART_ARC
(12,19),-0.799333 # DEPENDENCYPART_ARC
(13,1),3.05196 # DEPENDENCYPART_ARC
(13,2),-0.772635 # DEPENDENCYPART_ARC
(13,3),-4.53158 # DEPENDENCYPART_ARC
(13,4),-0.665552 # DEPENDENCYPART_ARC
(13,5),-2.94193 # DEPENDENCYPART_ARC
(13,6),-2.07883 # DEPENDENCYPART_ARC
(13,7),1.15497 # DEPENDENCYPART_ARC
(13,8),-0.157912 # DEPENDENCYPART_ARC
(13,9),1.33022 # DEPENDENCYPART_ARC
(13,10),0.417764 # DEPENDENCYPART_ARC
(13,11),-1.48152 # DEPENDENCYPART_ARC
(13,12),-0.321543 # DEPENDENCYPART_ARC
(13,14),2.73867 # DEPENDENCYPART_ARC
(13,15),-0.903355 # DEPENDENCYPART_ARC
(13,16),-0.416124 # DEPENDENCYPART_ARC
(13,17),1.67373 # DEPENDENCYPART_ARC
(13,18),2.71204 # DEPENDENCYPART_ARC
(13,19),0.33784 # DEPENDENCYPART_ARC
(14,1),-5.02113 # DEPENDENCYPART_ARC
(14,2),-4.506 # DEPENDENCYPART_ARC
(14,3),-1.51683 # DEPENDENCYPART_ARC
(14,4),-6.47325 # DEPENDENCYPART_ARC
(14,5),-3.30463 # DEPENDENCYPART_ARC
(14,6),-3.59116 # DEPENDENCYPART_ARC
(14,7),-2.88587 # DEPENDENCYPART_ARC
(14,8),-2.75782 # DEPENDENCYPART_ARC
(14,9),-1.75014 # DEPENDENCYPART_ARC
(14,10),-1.19606 # DEPENDENCYPART_ARC
(14,11),-5.13465 # DEPENDENCYPART_ARC
(14,12),-1.42094 # DEPENDENCYPART_ARC
(14,13),-2.77635 # DEPENDENCYPART_ARC
(14,15),1.70926 # DEPENDENCYPART_ARC
(14,16),2.82889 # DEPENDENCYPART_ARC
(14,17),0.0512881 # DEPENDENCYPART_ARC
(14,18),-0.51445 # DEPENDENCYPART_ARC
(14,19),-1.80614 # DEPENDENCYPART_ARC
(15,1),-2.278 # DEPENDENCYPART_ARC
(15,2),-2.91062 # DEPENDENCYPART_ARC
(15,3),-0.522076 # DEPENDENCYPART_ARC
(15,4),-5.59428 # DEPENDENCYPART_ARC
(15,5),-4.90625 # DEPENDENCYPART_ARC
(15,6),-2.99988 # DEPENDENCYPART_ARC
(15,7),-3.68106 # DEPENDENCYPART_ARC
(15,8),-4.42461 # DEPENDENCYPART_ARC
(15,9),-1.43852 # DEPENDENCYPART_ARC
(15,10),-1.62977 # DEPENDENCYPART_ARC
(15,11),-2.63664 # DEPENDENCYPART_ARC
(15,12),-0.85217 # DEPENDENCYPART_ARC
(15,13),-2.84879 # DEPENDENCYPART_ARC
(15,14),-0.0443026 # DEPENDENCYPART_ARC
(15,16),0.504113 # DEPENDENCYPART_ARC
(15,17),-0.18491 # DEPENDENCYPART_ARC
(15,18),-2.3912 # DEPENDENCYPART_ARC
(15,19),-1.05973 # DEPENDENCYPART_ARC
(16,1),-4.23911 # DEPENDENCYPART_ARC
(16,2),-3.73823 # DEPENDENCYPART_ARC
(16,3),-1.26446 # DEPENDENCYPART_ARC
(16,4),-8.48884 # DEPENDENCYPART_ARC
(16,5),-3.12083 # DEPENDENCYPART_ARC
(16,6),-2.79193 # DEPENDENCYPART_ARC
(16,7),-2.25326 # DEPENDENCYPART_ARC
(16,8),-2.61664 # DEPENDENCYPART_ARC
(16,9),-1.19151 # DEPENDENCYPART_ARC
(16,10),-1.10097 # DEPENDENCYPART_ARC
(16,11),-3.24378 # DEPENDENCYPART_ARC
(16,12),-1.05164 # DEPENDENCYPART_ARC
(16,13),-2.41441 # DEPENDENCYPART_ARC
(16,14),0.820023 # DEPENDENCYPART_ARC
(16,15),5.12515 # DEPENDENCYPART_ARC
(16,17),1.35005 # DEPENDENCYPART_ARC
(16,18),-0.987845 # DEPENDENCYPART_ARC
(16,19),-0.745526 # DEPENDENCYPART_ARC
(17,1),-4.38632 # DEPENDENCYPART_ARC
(17,2),-4.54314 # DEPENDENCYPART_ARC
(17,3),-1.42547 # DEPENDENCYPART_ARC
(17,4),-3.8151 # DEPENDENCYPART_ARC
(17,5),-4.061 # DEPENDENCYPART_ARC
(17,6),-2.90005 # DEPENDENCYPART_ARC
(17,7),-2.47395 # DEPENDENCYPART_ARC
(17,8),-3.29702 # DEPENDENCYPART_ARC
(17,9),-1.41751 # DEPENDENCYPART_ARC
(17,10),-1.13621 # DEPENDENCYPART_ARC
(17,11),-2.16372 # DEPENDENCYPART_ARC
(17,12),-1.03533 # DEPENDENCYPART_ARC
(17,13),-3.84633 # DEPENDENCYPART_ARC
(17,14),3.6297 # DEPENDENCYPART_ARC
(17,15),2.95919 # DEPENDENCYPART_ARC
(17,16),3.63642 # DEPENDENCYPART_ARC
(17,18),0.469287 # DEPENDENCYPART_ARC
(17,19),0.33594 # DEPENDENCYPART_ARC
(18,1),-4.19127 # DEPENDENCYPART_ARC
(18,2),-4.3226 # DEPENDENCYPART_ARC
(18,3),-1.82861 # DEPENDENCYPART_ARC
(18,4),-2.6403 # DEPENDENCYPART_ARC
(18,5),-3.28759 # DEPENDENCYPART_ARC
(18,6),-2.54791 # DEPENDENCYPART_ARC
(18,7),-2.44679 # DEPENDENCYPART_ARC
(18,8),-2.43132 # DEPENDENCYPART_ARC
(18,9),-0.959803 # DEPENDENCYPART_ARC
(18,10),-0.8877 # DEPENDENCYPART_ARC
(18,11),-3.37711 # DEPENDENCYPART_ARC
(18,12),-0.762914 # DEPENDENCYPART_ARC
(18,13),-3.61084 # DEPENDENCYPART_ARC
(18,14),5.10355 # DEPENDENCYPART_ARC
(18,15),0.959349 # DEPENDENCYPART_ARC
(18,16),3.48094 # DEPENDENCYPART_ARC
(18,17),5.22326 # DEPENDENCYPART_ARC
(18,19),0.333681 # DEPENDENCYPART_ARC
(19,1),-3.8341 # DEPENDENCYPART_ARC
(19,2),-4.90988 # DEPENDENCYPART_ARC
(19,3),-3.47848 # DEPENDENCYPART_ARC
(19,4),-6.02615 # DEPENDENCYPART_ARC
(19,5),-4.78569 # DEPENDENCYPART_ARC
(19,6),-4.97586 # DEPENDENCYPART_ARC
(19,7),-4.80098 # DEPENDENCYPART_ARC
(19,8),-4.42409 # DEPENDENCYPART_ARC
(19,9),-4.36526 # DEPENDENCYPART_ARC
(19,10),-3.44667 # DEPENDENCYPART_ARC
(19,11),-3.62343 # DEPENDENCYPART_ARC
(19,12),-3.53562 # DEPENDENCYPART_ARC
(19,13),-3.3823 # DEPENDENCYPART_ARC
(19,14),-3.36302 # DEPENDENCYPART_ARC
(19,15),-3.31975 # DEPENDENCYPART_ARC
(19,16),-3.08751 # DEPENDENCYPART_ARC
(19,17),-3.17735 # DEPENDENCYPART_ARC
(19,18),-2.93758 # DEPENDENCYPART_ARC
