# _root_ 2 . etapu ( 201 km , cíl v Galway ) vyhrál Vanderaerden za 5 : 18 : 37 , 2 .
#goldHeads=3,1,12,7,7,5,3,7,8,9,7,0,12,12,18,18,18,14,18,21,19,0,
#predictedHeads=3,1,7,3,3,5,0,7,8,9,7,0,12,12,16,14,18,14,18,16,20,0,
(2,8),-3.19773 # DEPENDENCYPART_ARC
(2,9),-2.10251 # DEPENDENCYPART_ARC
(2,10),-3.3308 # DEPENDENCYPART_ARC
(2,11),-1.16215 # DEPENDENCYPART_ARC
(2,12),-2.78803 # DEPENDENCYPART_ARC
(2,13),-4.30117 # DEPENDENCYPART_ARC
(2,14),-2.7911 # DEPENDENCYPART_ARC
(2,15),-3.93366 # DEPENDENCYPART_ARC
(2,16),-2.57767 # DEPENDENCYPART_ARC
(2,17),-4.24052 # DEPENDENCYPART_ARC
(2,18),-2.87322 # DEPENDENCYPART_ARC
(2,19),-4.86881 # DEPENDENCYPART_ARC
(2,20),-1.97255 # DEPENDENCYPART_ARC
(2,21),-3.46938 # DEPENDENCYPART_ARC
(2,22),-2.96077 # DEPENDENCYPART_ARC
(3,1),1.56783 # DEPENDENCYPART_ARC
(3,2),0.873262 # DEPENDENCYPART_ARC
(3,4),1.22322 # DEPENDENCYPART_ARC
(3,5),0.837555 # DEPENDENCYPART_ARC
(3,6),0.827198 # DEPENDENCYPART_ARC
(3,7),0.228878 # DEPENDENCYPART_ARC
(3,8),-0.930997 # DEPENDENCYPART_ARC
(3,9),0.603738 # DEPENDENCYPART_ARC
(3,10),-0.0715558 # DEPENDENCYPART_ARC
(3,11),0.879947 # DEPENDENCYPART_ARC
(3,12),0.056606 # DEPENDENCYPART_ARC
(3,13),-3.72904 # DEPENDENCYPART_ARC
(3,14),-0.822709 # DEPENDENCYPART_ARC
(3,15),-1.47287 # DEPENDENCYPART_ARC
(3,16),-0.999049 # DEPENDENCYPART_ARC
(3,17),-1.77489 # DEPENDENCYPART_ARC
(3,18),-1.20842 # DEPENDENCYPART_ARC
(3,19),-2.2392 # DEPENDENCYPART_ARC
(3,20),-0.409332 # DEPENDENCYPART_ARC
(3,21),-1.92673 # DEPENDENCYPART_ARC
(3,22),-7.41119 # DEPENDENCYPART_ARC
(4,1),0.410752 # DEPENDENCYPART_ARC
(4,2),-0.284091 # DEPENDENCYPART_ARC
(4,3),1.31261 # DEPENDENCYPART_ARC
(4,5),0.0675746 # DEPENDENCYPART_ARC
(4,6),0.60745 # DEPENDENCYPART_ARC
(4,7),-0.0534236 # DEPENDENCYPART_ARC
(4,8),-0.0717524 # DEPENDENCYPART_ARC
(4,9),-0.322844 # DEPENDENCYPART_ARC
(4,10),-0.597591 # DEPENDENCYPART_ARC
(4,11),0.940519 # DEPENDENCYPART_ARC
(4,12),-0.937471 # DEPENDENCYPART_ARC
(4,13),-1.67925 # DEPENDENCYPART_ARC
(4,14),-0.514581 # DEPENDENCYPART_ARC
(4,15),-2.12972 # DEPENDENCYPART_ARC
(4,16),-1.93665 # DEPENDENCYPART_ARC
(4,17),-2.53213 # DEPENDENCYPART_ARC
(4,18),-2.35246 # DEPENDENCYPART_ARC
(4,19),-2.94186 # DEPENDENCYPART_ARC
(4,20),-1.51193 # DEPENDENCYPART_ARC
(4,21),-1.47087 # DEPENDENCYPART_ARC
(4,22),-3.04072 # DEPENDENCYPART_ARC
(5,1),-0.254333 # DEPENDENCYPART_ARC
(5,2),-1.24513 # DEPENDENCYPART_ARC
(5,3),0.311696 # DEPENDENCYPART_ARC
(5,4),0.609264 # DEPENDENCYPART_ARC
(5,6),2.6999 # DEPENDENCYPART_ARC
(5,7),-0.348129 # DEPENDENCYPART_ARC
(5,8),0.111801 # DEPENDENCYPART_ARC
(5,9),-0.179894 # DEPENDENCYPART_ARC
(5,10),-0.604178 # DEPENDENCYPART_ARC
(5,11),0.449706 # DEPENDENCYPART_ARC
(5,12),-1.40059 # DEPENDENCYPART_ARC
(5,13),-1.84998 # DEPENDENCYPART_ARC
(5,14),-0.973716 # DEPENDENCYPART_ARC
(5,15),-2.28711 # DEPENDENCYPART_ARC
(5,16),-1.53332 # DEPENDENCYPART_ARC
(5,17),-2.35721 # DEPENDENCYPART_ARC
(5,18),-1.98547 # DEPENDENCYPART_ARC
(5,19),-2.97472 # DEPENDENCYPART_ARC
(5,20),-1.12863 # DEPENDENCYPART_ARC
(5,21),-3.8257 # DEPENDENCYPART_ARC
(5,22),-5.09295 # DEPENDENCYPART_ARC
(6,1),-2.00477 # DEPENDENCYPART_ARC
(6,2),-2.08182 # DEPENDENCYPART_ARC
(6,3),-4.2845 # DEPENDENCYPART_ARC
(6,4),-0.625507 # DEPENDENCYPART_ARC
(6,5),0.0286639 # DEPENDENCYPART_ARC
(6,7),-0.141249 # DEPENDENCYPART_ARC
(6,8),-0.370332 # DEPENDENCYPART_ARC
(6,9),-0.7593 # DEPENDENCYPART_ARC
(6,10),-1.29788 # DEPENDENCYPART_ARC
(6,11),-0.401874 # DEPENDENCYPART_ARC
(6,12),-2.83305 # DEPENDENCYPART_ARC
(6,13),-4.7569 # DEPENDENCYPART_ARC
(6,14),-2.72345 # DEPENDENCYPART_ARC
(6,15),-1.94474 # DEPENDENCYPART_ARC
(6,16),-1.41156 # DEPENDENCYPART_ARC
(6,17),-2.33195 # DEPENDENCYPART_ARC
(6,18),-1.77004 # DEPENDENCYPART_ARC
(6,19),-2.80244 # DEPENDENCYPART_ARC
(6,20),-1.27655 # DEPENDENCYPART_ARC
(6,21),-2.46122 # DEPENDENCYPART_ARC
(6,22),-6.85374 # DEPENDENCYPART_ARC
(7,1),-0.751776 # DEPENDENCYPART_ARC
(7,2),0.0162495 # DEPENDENCYPART_ARC
(7,3),1.84947 # DEPENDENCYPART_ARC
(7,4),1.21123 # DEPENDENCYPART_ARC
(7,5),0.160048 # DEPENDENCYPART_ARC
(7,6),1.84717 # DEPENDENCYPART_ARC
(7,8),1.53897 # DEPENDENCYPART_ARC
(7,9),0.688714 # DEPENDENCYPART_ARC
(7,10),0.483617 # DEPENDENCYPART_ARC
(7,11),1.95766 # DEPENDENCYPART_ARC
(7,12),0.487165 # DEPENDENCYPART_ARC
(7,13),-1.22908 # DEPENDENCYPART_ARC
(7,14),-0.253568 # DEPENDENCYPART_ARC
(7,15),-0.66236 # DEPENDENCYPART_ARC
(7,16),-0.35471 # DEPENDENCYPART_ARC
(7,17),-1.00915 # DEPENDENCYPART_ARC
(7,18),-0.854101 # DEPENDENCYPART_ARC
(7,19),-1.79706 # DEPENDENCYPART_ARC
(7,20),-0.178109 # DEPENDENCYPART_ARC
(7,21),-0.406937 # DEPENDENCYPART_ARC
(7,22),-1.40003 # DEPENDENCYPART_ARC
(8,1),-1.70332 # DEPENDENCYPART_ARC
(8,2),-2.51747 # DEPENDENCYPART_ARC
(8,3),-4.81772 # DEPENDENCYPART_ARC
(8,4),-1.27829 # DEPENDENCYPART_ARC
(8,5),-1.01522 # DEPENDENCYPART_ARC
(8,6),-0.14847 # DEPENDENCYPART_ARC
(8,7),-0.0131591 # DEPENDENCYPART_ARC
(8,9),1.89244 # DEPENDENCYPART_ARC
(8,10),1.07757 # DEPENDENCYPART_ARC
(8,11),0.834899 # DEPENDENCYPART_ARC
(8,12),-0.354658 # DEPENDENCYPART_ARC
(8,13),-1.8056 # DEPENDENCYPART_ARC
(8,14),0.135727 # DEPENDENCYPART_ARC
(8,15),-0.840439 # DEPENDENCYPART_ARC
(8,16),-0.327856 # DEPENDENCYPART_ARC
(8,17),-0.723181 # DEPENDENCYPART_ARC
(8,18),-0.576308 # DEPENDENCYPART_ARC
(8,19),-1.38197 # DEPENDENCYPART_ARC
(8,20),-0.505631 # DEPENDENCYPART_ARC
(8,21),-1.05956 # DEPENDENCYPART_ARC
(8,22),-4.7535 # DEPENDENCYPART_ARC
(9,1),-2.94517 # DEPENDENCYPART_ARC
(9,2),-2.77671 # DEPENDENCYPART_ARC
(9,3),-3.50454 # DEPENDENCYPART_ARC
(9,4),-1.26424 # DEPENDENCYPART_ARC
(9,5),-2.28554 # DEPENDENCYPART_ARC
(9,6),-3.4933 # DEPENDENCYPART_ARC
(9,7),-0.839392 # DEPENDENCYPART_ARC
(9,8),-2.14704 # DEPENDENCYPART_ARC
(9,10),3.08694 # DEPENDENCYPART_ARC
(9,11),0.478693 # DEPENDENCYPART_ARC
(9,12),-1.73952 # DEPENDENCYPART_ARC
(9,13),-3.46235 # DEPENDENCYPART_ARC
(9,14),-1.65649 # DEPENDENCYPART_ARC
(9,15),-1.84948 # DEPENDENCYPART_ARC
(9,16),-1.19419 # DEPENDENCYPART_ARC
(9,17),-1.79095 # DEPENDENCYPART_ARC
(9,18),-1.50587 # DEPENDENCYPART_ARC
(9,19),-2.14238 # DEPENDENCYPART_ARC
(9,20),-1.72501 # DEPENDENCYPART_ARC
(9,21),-2.55206 # DEPENDENCYPART_ARC
(9,22),-2.33849 # DEPENDENCYPART_ARC
(10,1),-3.26487 # DEPENDENCYPART_ARC
(10,2),-3.24216 # DEPENDENCYPART_ARC
(10,3),-5.99083 # DEPENDENCYPART_ARC
(10,4),-2.01007 # DEPENDENCYPART_ARC
(10,5),-2.37924 # DEPENDENCYPART_ARC
(10,6),-1.7408 # DEPENDENCYPART_ARC
(10,7),-1.35378 # DEPENDENCYPART_ARC
(10,8),-2.61772 # DEPENDENCYPART_ARC
(10,9),-0.739296 # DEPENDENCYPART_ARC
(10,11),-0.792081 # DEPENDENCYPART_ARC
(10,12),-2.82619 # DEPENDENCYPART_ARC
(10,13),-5.10021 # DEPENDENCYPART_ARC
(10,14),-3.81993 # DEPENDENCYPART_ARC
(10,15),-2.1387 # DEPENDENCYPART_ARC
(10,16),-1.29187 # DEPENDENCYPART_ARC
(10,17),-2.34918 # DEPENDENCYPART_ARC
(10,18),-1.57233 # DEPENDENCYPART_ARC
(10,19),-2.81487 # DEPENDENCYPART_ARC
(10,20),-1.46005 # DEPENDENCYPART_ARC
(10,21),-2.63294 # DEPENDENCYPART_ARC
(10,22),-5.26505 # DEPENDENCYPART_ARC
(11,1),-4.31633 # DEPENDENCYPART_ARC
(11,2),-2.78542 # DEPENDENCYPART_ARC
(11,3),-2.78124 # DEPENDENCYPART_ARC
(11,4),-2.11142 # DEPENDENCYPART_ARC
(11,5),-2.64718 # DEPENDENCYPART_ARC
(11,6),-2.22234 # DEPENDENCYPART_ARC
(11,7),-2.08177 # DEPENDENCYPART_ARC
(11,8),-1.24538 # DEPENDENCYPART_ARC
(11,9),-2.02234 # DEPENDENCYPART_ARC
(11,10),-1.17311 # DEPENDENCYPART_ARC
(11,12),-1.81266 # DEPENDENCYPART_ARC
(11,13),-2.66043 # DEPENDENCYPART_ARC
(11,14),-2.4866 # DEPENDENCYPART_ARC
(11,15),-3.12252 # DEPENDENCYPART_ARC
(11,16),-2.40201 # DEPENDENCYPART_ARC
(11,17),-3.28608 # DEPENDENCYPART_ARC
(11,18),-2.60015 # DEPENDENCYPART_ARC
(11,19),-3.80455 # DEPENDENCYPART_ARC
(11,20),-2.60267 # DEPENDENCYPART_ARC
(11,21),-3.25072 # DEPENDENCYPART_ARC
(11,22),-3.4773 # DEPENDENCYPART_ARC
(12,1),-1.18981 # DEPENDENCYPART_ARC
(12,2),-0.39378 # DEPENDENCYPART_ARC
(12,3),-0.860626 # DEPENDENCYPART_ARC
(12,4),-0.245251 # DEPENDENCYPART_ARC
(12,5),-1.23921 # DEPENDENCYPART_ARC
(12,6),-0.772132 # DEPENDENCYPART_ARC
(12,7),-0.100361 # DEPENDENCYPART_ARC
(12,8),1.02693 # DEPENDENCYPART_ARC
(12,9),0.400974 # DEPENDENCYPART_ARC
(12,10),-1.79385 # DEPENDENCYPART_ARC
(12,11),-0.624797 # DEPENDENCYPART_ARC
(12,13),4.43256 # DEPENDENCYPART_ARC
(12,14),2.35347 # DEPENDENCYPART_ARC
(12,15),0.331509 # DEPENDENCYPART_ARC
(12,16),1.02993 # DEPENDENCYPART_ARC
(12,17),0.29586 # DEPENDENCYPART_ARC
(12,18),0.913415 # DEPENDENCYPART_ARC
(12,19),-0.378091 # DEPENDENCYPART_ARC
(12,20),0.628187 # DEPENDENCYPART_ARC
(12,21),-0.885009 # DEPENDENCYPART_ARC
(12,22),-0.339526 # DEPENDENCYPART_ARC
(13,1),-3.27225 # DEPENDENCYPART_ARC
(13,2),-3.72942 # DEPENDENCYPART_ARC
(13,3),-5.51894 # DEPENDENCYPART_ARC
(13,4),-2.31379 # DEPENDENCYPART_ARC
(13,5),-2.85486 # DEPENDENCYPART_ARC
(13,6),-2.26715 # DEPENDENCYPART_ARC
(13,7),-2.12268 # DEPENDENCYPART_ARC
(13,8),-3.06217 # DEPENDENCYPART_ARC
(13,9),-1.43548 # DEPENDENCYPART_ARC
(13,10),0.162877 # DEPENDENCYPART_ARC
(13,11),-1.16461 # DEPENDENCYPART_ARC
(13,12),-3.50939 # DEPENDENCYPART_ARC
(13,14),-0.0756035 # DEPENDENCYPART_ARC
(13,15),0.567842 # DEPENDENCYPART_ARC
(13,16),0.818579 # DEPENDENCYPART_ARC
(13,17),0.497493 # DEPENDENCYPART_ARC
(13,18),0.402776 # DEPENDENCYPART_ARC
(13,19),-0.182365 # DEPENDENCYPART_ARC
(13,20),0.175295 # DEPENDENCYPART_ARC
(13,21),0.158285 # DEPENDENCYPART_ARC
(13,22),-2.00255 # DEPENDENCYPART_ARC
(14,1),-2.99696 # DEPENDENCYPART_ARC
(14,2),-3.12991 # DEPENDENCYPART_ARC
(14,3),-4.27809 # DEPENDENCYPART_ARC
(14,4),-2.04017 # DEPENDENCYPART_ARC
(14,5),-2.60711 # DEPENDENCYPART_ARC
(14,6),-3.63956 # DEPENDENCYPART_ARC
(14,7),-2.04397 # DEPENDENCYPART_ARC
(14,8),-3.24473 # DEPENDENCYPART_ARC
(14,9),-2.30871 # DEPENDENCYPART_ARC
(14,10),-2.48603 # DEPENDENCYPART_ARC
(14,11),-1.07405 # DEPENDENCYPART_ARC
(14,12),-1.84169 # DEPENDENCYPART_ARC
(14,13),-2.40424 # DEPENDENCYPART_ARC
(14,15),2.00184 # DEPENDENCYPART_ARC
(14,16),1.187 # DEPENDENCYPART_ARC
(14,17),1.39457 # DEPENDENCYPART_ARC
(14,18),0.956711 # DEPENDENCYPART_ARC
(14,19),0.933531 # DEPENDENCYPART_ARC
(14,20),0.462682 # DEPENDENCYPART_ARC
(14,21),0.284403 # DEPENDENCYPART_ARC
(14,22),-0.402279 # DEPENDENCYPART_ARC
(15,1),-2.15825 # DEPENDENCYPART_ARC
(15,2),-4.05186 # DEPENDENCYPART_ARC
(15,3),-1.86322 # DEPENDENCYPART_ARC
(15,4),-3.57201 # DEPENDENCYPART_ARC
(15,5),-2.66674 # DEPENDENCYPART_ARC
(15,6),-1.68659 # DEPENDENCYPART_ARC
(15,7),-2.05114 # DEPENDENCYPART_ARC
(15,8),-1.55102 # DEPENDENCYPART_ARC
(15,9),-1.42764 # DEPENDENCYPART_ARC
(15,10),-1.26608 # DEPENDENCYPART_ARC
(15,11),-1.51969 # DEPENDENCYPART_ARC
(15,12),-1.44109 # DEPENDENCYPART_ARC
(15,13),-0.739792 # DEPENDENCYPART_ARC
(15,14),-0.189631 # DEPENDENCYPART_ARC
(15,16),0.756431 # DEPENDENCYPART_ARC
(15,17),0.47675 # DEPENDENCYPART_ARC
(15,18),-0.486267 # DEPENDENCYPART_ARC
(15,19),-0.878372 # DEPENDENCYPART_ARC
(15,20),-0.607926 # DEPENDENCYPART_ARC
(15,21),-1.84422 # DEPENDENCYPART_ARC
(15,22),-2.04772 # DEPENDENCYPART_ARC
(16,1),-4.47609 # DEPENDENCYPART_ARC
(16,2),-1.33359 # DEPENDENCYPART_ARC
(16,3),-0.668593 # DEPENDENCYPART_ARC
(16,4),0.126211 # DEPENDENCYPART_ARC
(16,5),-1.88002 # DEPENDENCYPART_ARC
(16,6),0.163623 # DEPENDENCYPART_ARC
(16,7),-1.50557 # DEPENDENCYPART_ARC
(16,8),0.239956 # DEPENDENCYPART_ARC
(16,9),-0.135616 # DEPENDENCYPART_ARC
(16,10),0.666504 # DEPENDENCYPART_ARC
(16,11),-0.909438 # DEPENDENCYPART_ARC
(16,12),0.0409416 # DEPENDENCYPART_ARC
(16,13),0.847024 # DEPENDENCYPART_ARC
(16,14),0.532568 # DEPENDENCYPART_ARC
(16,15),3.47926 # DEPENDENCYPART_ARC
(16,17),2.38721 # DEPENDENCYPART_ARC
(16,18),0.719272 # DEPENDENCYPART_ARC
(16,19),0.502791 # DEPENDENCYPART_ARC
(16,20),0.779681 # DEPENDENCYPART_ARC
(16,21),0.930058 # DEPENDENCYPART_ARC
(16,22),-0.601391 # DEPENDENCYPART_ARC
(17,1),-2.29566 # DEPENDENCYPART_ARC
(17,2),-4.73902 # DEPENDENCYPART_ARC
(17,3),-1.69961 # DEPENDENCYPART_ARC
(17,4),-4.42667 # DEPENDENCYPART_ARC
(17,5),-3.17274 # DEPENDENCYPART_ARC
(17,6),-1.6711 # DEPENDENCYPART_ARC
(17,7),-2.70484 # DEPENDENCYPART_ARC
(17,8),-1.41752 # DEPENDENCYPART_ARC
(17,9),-1.6107 # DEPENDENCYPART_ARC
(17,10),-1.2879 # DEPENDENCYPART_ARC
(17,11),-2.07618 # DEPENDENCYPART_ARC
(17,12),-1.83389 # DEPENDENCYPART_ARC
(17,13),-1.14553 # DEPENDENCYPART_ARC
(17,14),-0.946395 # DEPENDENCYPART_ARC
(17,15),0.889106 # DEPENDENCYPART_ARC
(17,16),0.288407 # DEPENDENCYPART_ARC
(17,18),0.405944 # DEPENDENCYPART_ARC
(17,19),0.158069 # DEPENDENCYPART_ARC
(17,20),-0.43455 # DEPENDENCYPART_ARC
(17,21),-1.37116 # DEPENDENCYPART_ARC
(17,22),-1.55302 # DEPENDENCYPART_ARC
(18,1),-5.60373 # DEPENDENCYPART_ARC
(18,2),-1.8358 # DEPENDENCYPART_ARC
(18,3),-1.07501 # DEPENDENCYPART_ARC
(18,4),-0.379955 # DEPENDENCYPART_ARC
(18,5),-2.89857 # DEPENDENCYPART_ARC
(18,6),-0.453938 # DEPENDENCYPART_ARC
(18,7),-2.12756 # DEPENDENCYPART_ARC
(18,8),-0.222223 # DEPENDENCYPART_ARC
(18,9),-0.551788 # DEPENDENCYPART_ARC
(18,10),0.19786 # DEPENDENCYPART_ARC
(18,11),-1.2933 # DEPENDENCYPART_ARC
(18,12),-0.302809 # DEPENDENCYPART_ARC
(18,13),0.165672 # DEPENDENCYPART_ARC
(18,14),0.528016 # DEPENDENCYPART_ARC
(18,15),1.44498 # DEPENDENCYPART_ARC
(18,16),0.73432 # DEPENDENCYPART_ARC
(18,17),2.40318 # DEPENDENCYPART_ARC
(18,19),1.98841 # DEPENDENCYPART_ARC
(18,20),0.526746 # DEPENDENCYPART_ARC
(18,21),0.961047 # DEPENDENCYPART_ARC
(18,22),-0.582359 # DEPENDENCYPART_ARC
(19,1),-2.30753 # DEPENDENCYPART_ARC
(19,2),-5.04546 # DEPENDENCYPART_ARC
(19,3),-1.59623 # DEPENDENCYPART_ARC
(19,4),-4.90157 # DEPENDENCYPART_ARC
(19,5),-3.15953 # DEPENDENCYPART_ARC
(19,6),-1.55244 # DEPENDENCYPART_ARC
(19,7),-3.18585 # DEPENDENCYPART_ARC
(19,8),-1.36827 # DEPENDENCYPART_ARC
(19,9),-1.63115 # DEPENDENCYPART_ARC
(19,10),-1.17223 # DEPENDENCYPART_ARC
(19,11),-2.36858 # DEPENDENCYPART_ARC
(19,12),-1.93331 # DEPENDENCYPART_ARC
(19,13),-1.1913 # DEPENDENCYPART_ARC
(19,14),-1.16264 # DEPENDENCYPART_ARC
(19,15),0.068902 # DEPENDENCYPART_ARC
(19,16),-0.517135 # DEPENDENCYPART_ARC
(19,17),-0.113504 # DEPENDENCYPART_ARC
(19,18),0.472246 # DEPENDENCYPART_ARC
(19,20),0.279586 # DEPENDENCYPART_ARC
(19,21),0.107925 # DEPENDENCYPART_ARC
(19,22),-0.430406 # DEPENDENCYPART_ARC
(20,1),-0.5187 # DEPENDENCYPART_ARC
(20,2),-1.20269 # DEPENDENCYPART_ARC
(20,3),-0.452577 # DEPENDENCYPART_ARC
(20,4),-0.170547 # DEPENDENCYPART_ARC
(20,5),0.0687543 # DEPENDENCYPART_ARC
(20,6),-0.164627 # DEPENDENCYPART_ARC
(20,7),-0.369786 # DEPENDENCYPART_ARC
(20,8),-0.491441 # DEPENDENCYPART_ARC
(20,9),-0.685709 # DEPENDENCYPART_ARC
(20,10),0.255799 # DEPENDENCYPART_ARC
(20,11),-1.41684 # DEPENDENCYPART_ARC
(20,12),0.200648 # DEPENDENCYPART_ARC
(20,13),0.062497 # DEPENDENCYPART_ARC
(20,14),0.382072 # DEPENDENCYPART_ARC
(20,15),0.93457 # DEPENDENCYPART_ARC
(20,16),0.912441 # DEPENDENCYPART_ARC
(20,17),0.563844 # DEPENDENCYPART_ARC
(20,18),0.9089 # DEPENDENCYPART_ARC
(20,19),1.10925 # DEPENDENCYPART_ARC
(20,21),1.74714 # DEPENDENCYPART_ARC
(20,22),-0.112723 # DEPENDENCYPART_ARC
(21,1),-1.1398 # DEPENDENCYPART_ARC
(21,2),-4.79368 # DEPENDENCYPART_ARC
(21,3),-1.79921 # DEPENDENCYPART_ARC
(21,4),-4.84675 # DEPENDENCYPART_ARC
(21,5),-2.38595 # DEPENDENCYPART_ARC
(21,6),-1.62087 # DEPENDENCYPART_ARC
(21,7),-3.01633 # DEPENDENCYPART_ARC
(21,8),-1.41916 # DEPENDENCYPART_ARC
(21,9),-1.511 # DEPENDENCYPART_ARC
(21,10),-1.29399 # DEPENDENCYPART_ARC
(21,11),-2.20365 # DEPENDENCYPART_ARC
(21,12),-1.69746 # DEPENDENCYPART_ARC
(21,13),-1.23946 # DEPENDENCYPART_ARC
(21,14),-1.13876 # DEPENDENCYPART_ARC
(21,15),0.387434 # DEPENDENCYPART_ARC
(21,16),-0.786777 # DEPENDENCYPART_ARC
(21,17),-0.306706 # DEPENDENCYPART_ARC
(21,18),-0.143623 # DEPENDENCYPART_ARC
(21,19),0.551071 # DEPENDENCYPART_ARC
(21,20),0.736105 # DEPENDENCYPART_ARC
(21,22),1.41852 # DEPENDENCYPART_ARC
(22,1),-8.59839 # DEPENDENCYPART_ARC
(22,2),-4.094 # DEPENDENCYPART_ARC
(22,3),-4.87049 # DEPENDENCYPART_ARC
(22,4),-4.34355 # DEPENDENCYPART_ARC
(22,5),-6.68251 # DEPENDENCYPART_ARC
(22,6),-4.71341 # DEPENDENCYPART_ARC
(22,7),-4.11315 # DEPENDENCYPART_ARC
(22,8),-4.49815 # DEPENDENCYPART_ARC
(22,9),-4.32753 # DEPENDENCYPART_ARC
(22,10),-4.13617 # DEPENDENCYPART_ARC
(22,11),-3.74113 # DEPENDENCYPART_ARC
(22,12),-4.01003 # DEPENDENCYPART_ARC
(22,13),-3.89806 # DEPENDENCYPART_ARC
(22,14),-3.07387 # DEPENDENCYPART_ARC
(22,15),-4.62751 # DEPENDENCYPART_ARC
(22,16),-2.6574 # DEPENDENCYPART_ARC
(22,17),-4.38131 # DEPENDENCYPART_ARC
(22,18),-2.52682 # DEPENDENCYPART_ARC
(22,19),-3.34087 # DEPENDENCYPART_ARC
(22,20),-2.07999 # DEPENDENCYPART_ARC
(22,21),-2.68774 # DEPENDENCYPART_ARC
