# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,5,1,1,7,7,3,9,5,14,13,14,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,14,24,30,31,35,35,30,37,35,0,
(0,35),-6.47626 # DEPENDENCYPART_ARC
(0,36),-4.63614 # DEPENDENCYPART_ARC
(0,37),-6.13654 # DEPENDENCYPART_ARC
(0,38),4.80356 # DEPENDENCYPART_ARC
(1,2),0.776463 # DEPENDENCYPART_ARC
(1,3),1.42903 # DEPENDENCYPART_ARC
(1,4),1.70465 # DEPENDENCYPART_ARC
(1,5),1.22072 # DEPENDENCYPART_ARC
(1,6),0.534713 # DEPENDENCYPART_ARC
(1,7),0.086102 # DEPENDENCYPART_ARC
(1,8),0.0332669 # DEPENDENCYPART_ARC
(1,9),-1.32817 # DEPENDENCYPART_ARC
(1,10),-1.06655 # DEPENDENCYPART_ARC
(1,11),-1.51759 # DEPENDENCYPART_ARC
(1,12),-0.80217 # DEPENDENCYPART_ARC
(1,13),-1.47664 # DEPENDENCYPART_ARC
(1,14),-0.58025 # DEPENDENCYPART_ARC
(1,15),-1.0686 # DEPENDENCYPART_ARC
(1,16),-1.5817 # DEPENDENCYPART_ARC
(1,17),-2.74148 # DEPENDENCYPART_ARC
(1,18),-2.77196 # DEPENDENCYPART_ARC
(1,19),-2.87959 # DEPENDENCYPART_ARC
(1,20),-2.69865 # DEPENDENCYPART_ARC
(1,21),-3.27813 # DEPENDENCYPART_ARC
(1,22),-0.999628 # DEPENDENCYPART_ARC
(1,23),-3.81887 # DEPENDENCYPART_ARC
(1,24),-2.28574 # DEPENDENCYPART_ARC
(1,25),-3.20062 # DEPENDENCYPART_ARC
(1,26),-4.59379 # DEPENDENCYPART_ARC
(1,27),-2.55005 # DEPENDENCYPART_ARC
(1,28),-3.51 # DEPENDENCYPART_ARC
(1,29),0.829318 # DEPENDENCYPART_ARC
(1,30),-2.35998 # DEPENDENCYPART_ARC
(1,31),-4.62545 # DEPENDENCYPART_ARC
(1,32),-5.04159 # DEPENDENCYPART_ARC
(1,33),-0.473672 # DEPENDENCYPART_ARC
(1,34),-6.05974 # DEPENDENCYPART_ARC
(1,35),-4.95786 # DEPENDENCYPART_ARC
(1,36),-5.81857 # DEPENDENCYPART_ARC
(1,37),-5.03062 # DEPENDENCYPART_ARC
(1,38),-3.20426 # DEPENDENCYPART_ARC
(2,1),-0.0630566 # DEPENDENCYPART_ARC
(2,3),-0.160351 # DEPENDENCYPART_ARC
(2,4),-0.549273 # DEPENDENCYPART_ARC
(2,5),-0.960588 # DEPENDENCYPART_ARC
(2,6),-1.31032 # DEPENDENCYPART_ARC
(2,7),-1.13663 # DEPENDENCYPART_ARC
(2,8),-1.38823 # DEPENDENCYPART_ARC
(2,9),-1.73355 # DEPENDENCYPART_ARC
(2,10),-1.97221 # DEPENDENCYPART_ARC
(2,11),-2.18312 # DEPENDENCYPART_ARC
(2,12),-1.98255 # DEPENDENCYPART_ARC
(2,13),-2.64447 # DEPENDENCYPART_ARC
(2,14),-2.20433 # DEPENDENCYPART_ARC
(2,15),-2.54028 # DEPENDENCYPART_ARC
(2,17),-2.63899 # DEPENDENCYPART_ARC
(2,18),-2.61652 # DEPENDENCYPART_ARC
(2,19),-3.76436 # DEPENDENCYPART_ARC
(2,20),-2.88922 # DEPENDENCYPART_ARC
(2,21),-4.3213 # DEPENDENCYPART_ARC
(2,22),-1.95804 # DEPENDENCYPART_ARC
(2,23),-3.74982 # DEPENDENCYPART_ARC
(2,24),-3.33256 # DEPENDENCYPART_ARC
(2,25),-3.53366 # DEPENDENCYPART_ARC
(2,26),-2.89148 # DEPENDENCYPART_ARC
(2,27),-2.91395 # DEPENDENCYPART_ARC
(2,28),-5.05957 # DEPENDENCYPART_ARC
(2,29),-3.63159 # DEPENDENCYPART_ARC
(2,30),-3.95352 # DEPENDENCYPART_ARC
(2,31),-3.79121 # DEPENDENCYPART_ARC
(2,32),-5.85584 # DEPENDENCYPART_ARC
(2,33),-4.83323 # DEPENDENCYPART_ARC
(2,34),-3.18166 # DEPENDENCYPART_ARC
(2,35),-6.47752 # DEPENDENCYPART_ARC
(2,36),-3.19461 # DEPENDENCYPART_ARC
(2,37),-6.70776 # DEPENDENCYPART_ARC
(2,38),-7.41718 # DEPENDENCYPART_ARC
(3,1),0.261108 # DEPENDENCYPART_ARC
(3,2),1.1294 # DEPENDENCYPART_ARC
(3,4),0.328907 # DEPENDENCYPART_ARC
(3,5),-1.07461 # DEPENDENCYPART_ARC
(3,6),-0.357824 # DEPENDENCYPART_ARC
(3,7),0.162837 # DEPENDENCYPART_ARC
(3,8),-0.74794 # DEPENDENCYPART_ARC
(3,9),0.157035 # DEPENDENCYPART_ARC
(3,10),-2.55653 # DEPENDENCYPART_ARC
(3,11),-3.95223 # DEPENDENCYPART_ARC
(3,12),-1.99224 # DEPENDENCYPART_ARC
(3,13),-0.852258 # DEPENDENCYPART_ARC
(3,14),-1.98653 # DEPENDENCYPART_ARC
(3,15),-2.47832 # DEPENDENCYPART_ARC
(3,16),-4.45752 # DEPENDENCYPART_ARC
(3,17),-4.87397 # DEPENDENCYPART_ARC
(3,18),-4.44058 # DEPENDENCYPART_ARC
(3,19),-5.0119 # DEPENDENCYPART_ARC
(3,20),-3.51497 # DEPENDENCYPART_ARC
(3,21),-4.1053 # DEPENDENCYPART_ARC
(3,22),-1.65514 # DEPENDENCYPART_ARC
(3,23),-3.16773 # DEPENDENCYPART_ARC
(3,24),-5.94289 # DEPENDENCYPART_ARC
(3,25),-5.11456 # DEPENDENCYPART_ARC
(3,26),-7.10376 # DEPENDENCYPART_ARC
(3,27),-6.90026 # DEPENDENCYPART_ARC
(3,28),-8.62446 # DEPENDENCYPART_ARC
(3,29),-4.47057 # DEPENDENCYPART_ARC
(3,30),-7.20867 # DEPENDENCYPART_ARC
(3,31),-5.45239 # DEPENDENCYPART_ARC
(3,32),-6.59745 # DEPENDENCYPART_ARC
(3,33),-5.69643 # DEPENDENCYPART_ARC
(3,34),-6.39687 # DEPENDENCYPART_ARC
(3,35),-9.83227 # DEPENDENCYPART_ARC
(3,36),-5.00261 # DEPENDENCYPART_ARC
(3,37),-7.25702 # DEPENDENCYPART_ARC
(3,38),-15.127 # DEPENDENCYPART_ARC
(4,1),1.17469 # DEPENDENCYPART_ARC
(4,2),0.504992 # DEPENDENCYPART_ARC
(4,3),1.25972 # DEPENDENCYPART_ARC
(4,5),0.296748 # DEPENDENCYPART_ARC
(4,6),0.0375928 # DEPENDENCYPART_ARC
(4,7),-0.186264 # DEPENDENCYPART_ARC
(4,8),0.0539675 # DEPENDENCYPART_ARC
(4,9),-0.410628 # DEPENDENCYPART_ARC
(4,10),-1.43164 # DEPENDENCYPART_ARC
(4,11),-1.59572 # DEPENDENCYPART_ARC
(4,12),-0.983542 # DEPENDENCYPART_ARC
(4,13),-1.42969 # DEPENDENCYPART_ARC
(4,14),-1.6609 # DEPENDENCYPART_ARC
(4,15),-1.76139 # DEPENDENCYPART_ARC
(4,16),-2.58448 # DEPENDENCYPART_ARC
(4,17),-3.00724 # DEPENDENCYPART_ARC
(4,18),-3.01575 # DEPENDENCYPART_ARC
(4,19),-2.50693 # DEPENDENCYPART_ARC
(4,20),-2.59579 # DEPENDENCYPART_ARC
(4,21),-2.91477 # DEPENDENCYPART_ARC
(4,22),-1.23559 # DEPENDENCYPART_ARC
(4,23),-2.12674 # DEPENDENCYPART_ARC
(4,24),-3.75292 # DEPENDENCYPART_ARC
(4,25),-3.24721 # DEPENDENCYPART_ARC
(4,26),-4.35967 # DEPENDENCYPART_ARC
(4,27),-4.56343 # DEPENDENCYPART_ARC
(4,28),-3.38524 # DEPENDENCYPART_ARC
(4,29),-1.15648 # DEPENDENCYPART_ARC
(4,30),-4.4552 # DEPENDENCYPART_ARC
(4,31),-3.76198 # DEPENDENCYPART_ARC
(4,32),-4.41228 # DEPENDENCYPART_ARC
(4,33),-1.80939 # DEPENDENCYPART_ARC
(4,34),-5.69967 # DEPENDENCYPART_ARC
(4,35),-5.64244 # DEPENDENCYPART_ARC
(4,36),-5.91228 # DEPENDENCYPART_ARC
(4,37),-5.63867 # DEPENDENCYPART_ARC
(4,38),-4.37644 # DEPENDENCYPART_ARC
(5,1),1.2029 # DEPENDENCYPART_ARC
(5,2),1.22003 # DEPENDENCYPART_ARC
(5,3),-0.330085 # DEPENDENCYPART_ARC
(5,4),0.138194 # DEPENDENCYPART_ARC
(5,6),1.12518 # DEPENDENCYPART_ARC
(5,7),0.891816 # DEPENDENCYPART_ARC
(5,8),0.979358 # DEPENDENCYPART_ARC
(5,9),2.09684 # DEPENDENCYPART_ARC
(5,10),-0.552157 # DEPENDENCYPART_ARC
(5,11),-5.23947 # DEPENDENCYPART_ARC
(5,12),-0.444448 # DEPENDENCYPART_ARC
(5,13),-4.15157 # DEPENDENCYPART_ARC
(5,14),-2.12904 # DEPENDENCYPART_ARC
(5,15),-0.0630311 # DEPENDENCYPART_ARC
(5,16),-1.16505 # DEPENDENCYPART_ARC
(5,17),-5.66383 # DEPENDENCYPART_ARC
(5,18),-6.55861 # DEPENDENCYPART_ARC
(5,19),-2.16276 # DEPENDENCYPART_ARC
(5,20),-1.17968 # DEPENDENCYPART_ARC
(5,21),-5.28859 # DEPENDENCYPART_ARC
(5,22),0.169737 # DEPENDENCYPART_ARC
(5,23),-1.08384 # DEPENDENCYPART_ARC
(5,24),-4.94276 # DEPENDENCYPART_ARC
(5,25),-2.28902 # DEPENDENCYPART_ARC
(5,26),-6.99371 # DEPENDENCYPART_ARC
(5,27),-2.88539 # DEPENDENCYPART_ARC
(5,28),-4.11969 # DEPENDENCYPART_ARC
(5,29),0.629476 # DEPENDENCYPART_ARC
(5,30),-2.88028 # DEPENDENCYPART_ARC
(5,31),-3.17963 # DEPENDENCYPART_ARC
(5,32),-8.17349 # DEPENDENCYPART_ARC
(5,33),0.0531287 # DEPENDENCYPART_ARC
(5,34),-9.6014 # DEPENDENCYPART_ARC
(5,35),-6.37502 # DEPENDENCYPART_ARC
(5,36),-8.97542 # DEPENDENCYPART_ARC
(5,37),-7.47092 # DEPENDENCYPART_ARC
(5,38),-1.53678 # DEPENDENCYPART_ARC
(6,1),0.112334 # DEPENDENCYPART_ARC
(6,2),-0.412689 # DEPENDENCYPART_ARC
(6,3),0.709291 # DEPENDENCYPART_ARC
(6,4),0.102026 # DEPENDENCYPART_ARC
(6,5),0.53451 # DEPENDENCYPART_ARC
(6,7),0.279876 # DEPENDENCYPART_ARC
(6,8),-0.163364 # DEPENDENCYPART_ARC
(6,9),0.216441 # DEPENDENCYPART_ARC
(6,10),-1.15409 # DEPENDENCYPART_ARC
(6,11),-0.740994 # DEPENDENCYPART_ARC
(6,12),-0.786911 # DEPENDENCYPART_ARC
(6,13),-0.95077 # DEPENDENCYPART_ARC
(6,14),-0.914911 # DEPENDENCYPART_ARC
(6,15),-1.06881 # DEPENDENCYPART_ARC
(6,16),-1.99501 # DEPENDENCYPART_ARC
(6,17),-2.4183 # DEPENDENCYPART_ARC
(6,18),-2.32176 # DEPENDENCYPART_ARC
(6,19),-2.23203 # DEPENDENCYPART_ARC
(6,20),-2.34779 # DEPENDENCYPART_ARC
(6,21),-2.47158 # DEPENDENCYPART_ARC
(6,22),-1.62024 # DEPENDENCYPART_ARC
(6,23),-1.63569 # DEPENDENCYPART_ARC
(6,24),-3.24563 # DEPENDENCYPART_ARC
(6,25),-2.83488 # DEPENDENCYPART_ARC
(6,26),-3.90558 # DEPENDENCYPART_ARC
(6,27),-4.25883 # DEPENDENCYPART_ARC
(6,28),-2.89714 # DEPENDENCYPART_ARC
(6,29),-1.52244 # DEPENDENCYPART_ARC
(6,30),-3.80391 # DEPENDENCYPART_ARC
(6,31),-3.40446 # DEPENDENCYPART_ARC
(6,32),-3.90027 # DEPENDENCYPART_ARC
(6,33),-2.14345 # DEPENDENCYPART_ARC
(6,34),-4.94638 # DEPENDENCYPART_ARC
(6,35),-5.07612 # DEPENDENCYPART_ARC
(6,36),-5.21232 # DEPENDENCYPART_ARC
(6,37),-5.43609 # DEPENDENCYPART_ARC
(6,38),-4.70365 # DEPENDENCYPART_ARC
(7,1),-0.0244738 # DEPENDENCYPART_ARC
(7,2),0.320267 # DEPENDENCYPART_ARC
(7,3),0.442873 # DEPENDENCYPART_ARC
(7,4),1.62999 # DEPENDENCYPART_ARC
(7,5),2.97845 # DEPENDENCYPART_ARC
(7,6),3.03144 # DEPENDENCYPART_ARC
(7,8),2.06473 # DEPENDENCYPART_ARC
(7,9),0.369898 # DEPENDENCYPART_ARC
(7,10),-0.443105 # DEPENDENCYPART_ARC
(7,11),-0.583158 # DEPENDENCYPART_ARC
(7,13),-0.989046 # DEPENDENCYPART_ARC
(7,14),-0.0739318 # DEPENDENCYPART_ARC
(7,15),-0.508475 # DEPENDENCYPART_ARC
(7,17),-1.5038 # DEPENDENCYPART_ARC
(7,18),-1.68931 # DEPENDENCYPART_ARC
(7,19),-1.18905 # DEPENDENCYPART_ARC
(7,20),-1.39616 # DEPENDENCYPART_ARC
(7,21),-1.34269 # DEPENDENCYPART_ARC
(7,22),0.831426 # DEPENDENCYPART_ARC
(7,23),-0.586735 # DEPENDENCYPART_ARC
(7,24),-1.54981 # DEPENDENCYPART_ARC
(7,25),-1.61652 # DEPENDENCYPART_ARC
(7,26),-2.18086 # DEPENDENCYPART_ARC
(7,27),-1.70639 # DEPENDENCYPART_ARC
(7,28),-1.37409 # DEPENDENCYPART_ARC
(7,29),-0.259499 # DEPENDENCYPART_ARC
(7,30),-2.58113 # DEPENDENCYPART_ARC
(7,32),-1.60033 # DEPENDENCYPART_ARC
(7,33),-1.45871 # DEPENDENCYPART_ARC
(7,34),-2.72368 # DEPENDENCYPART_ARC
(7,35),-1.87286 # DEPENDENCYPART_ARC
(7,36),-2.87612 # DEPENDENCYPART_ARC
(7,37),-1.87544 # DEPENDENCYPART_ARC
(7,38),-2.29908 # DEPENDENCYPART_ARC
(8,1),-0.670113 # DEPENDENCYPART_ARC
(8,2),-1.13608 # DEPENDENCYPART_ARC
(8,3),-1.08972 # DEPENDENCYPART_ARC
(8,4),-1.0218 # DEPENDENCYPART_ARC
(8,5),-0.534481 # DEPENDENCYPART_ARC
(8,6),-0.329669 # DEPENDENCYPART_ARC
(8,7),-0.253653 # DEPENDENCYPART_ARC
(8,9),-0.0690719 # DEPENDENCYPART_ARC
(8,10),-1.19627 # DEPENDENCYPART_ARC
(8,11),-1.33864 # DEPENDENCYPART_ARC
(8,12),-1.54189 # DEPENDENCYPART_ARC
(8,13),-1.59996 # DEPENDENCYPART_ARC
(8,14),-0.595184 # DEPENDENCYPART_ARC
(8,15),-1.00925 # DEPENDENCYPART_ARC
(8,16),-2.39442 # DEPENDENCYPART_ARC
(8,17),-2.52561 # DEPENDENCYPART_ARC
(8,18),-2.27695 # DEPENDENCYPART_ARC
(8,19),-3.24433 # DEPENDENCYPART_ARC
(8,20),-2.77806 # DEPENDENCYPART_ARC
(8,21),-3.52876 # DEPENDENCYPART_ARC
(8,22),-1.49614 # DEPENDENCYPART_ARC
(8,23),-2.30857 # DEPENDENCYPART_ARC
(8,24),-3.10603 # DEPENDENCYPART_ARC
(8,25),-3.65611 # DEPENDENCYPART_ARC
(8,26),-3.79076 # DEPENDENCYPART_ARC
(8,27),-3.47913 # DEPENDENCYPART_ARC
(8,28),-4.18802 # DEPENDENCYPART_ARC
(8,29),-1.06519 # DEPENDENCYPART_ARC
(8,30),-3.4157 # DEPENDENCYPART_ARC
(8,31),-4.41489 # DEPENDENCYPART_ARC
(8,32),-5.16655 # DEPENDENCYPART_ARC
(8,33),-1.39412 # DEPENDENCYPART_ARC
(8,34),-4.31649 # DEPENDENCYPART_ARC
(8,35),-5.96001 # DEPENDENCYPART_ARC
(8,36),-4.65623 # DEPENDENCYPART_ARC
(8,37),-5.92844 # DEPENDENCYPART_ARC
(8,38),-3.8345 # DEPENDENCYPART_ARC
(9,1),-1.20031 # DEPENDENCYPART_ARC
(9,2),-1.25103 # DEPENDENCYPART_ARC
(9,3),-2.24185 # DEPENDENCYPART_ARC
(9,4),-1.85531 # DEPENDENCYPART_ARC
(9,5),-1.879 # DEPENDENCYPART_ARC
(9,6),-0.407646 # DEPENDENCYPART_ARC
(9,7),-0.458021 # DEPENDENCYPART_ARC
(9,8),2.49566 # DEPENDENCYPART_ARC
(9,10),-0.0809784 # DEPENDENCYPART_ARC
(9,11),-0.61768 # DEPENDENCYPART_ARC
(9,12),-0.697071 # DEPENDENCYPART_ARC
(9,13),-1.93248 # DEPENDENCYPART_ARC
(9,14),2.25022 # DEPENDENCYPART_ARC
(9,15),1.41423 # DEPENDENCYPART_ARC
(9,16),-1.80818 # DEPENDENCYPART_ARC
(9,17),-2.48798 # DEPENDENCYPART_ARC
(9,18),-2.50996 # DEPENDENCYPART_ARC
(9,19),-3.63896 # DEPENDENCYPART_ARC
(9,20),-1.86984 # DEPENDENCYPART_ARC
(9,21),-3.63957 # DEPENDENCYPART_ARC
(9,22),0.369394 # DEPENDENCYPART_ARC
(9,23),-0.411253 # DEPENDENCYPART_ARC
(9,24),-0.494708 # DEPENDENCYPART_ARC
(9,25),-2.58187 # DEPENDENCYPART_ARC
(9,26),-4.83699 # DEPENDENCYPART_ARC
(9,27),-3.31173 # DEPENDENCYPART_ARC
(9,28),-5.1082 # DEPENDENCYPART_ARC
(9,29),-0.998 # DEPENDENCYPART_ARC
(9,30),-0.965723 # DEPENDENCYPART_ARC
(9,31),-3.52969 # DEPENDENCYPART_ARC
(9,32),-6.56282 # DEPENDENCYPART_ARC
(9,33),-2.22291 # DEPENDENCYPART_ARC
(9,34),-5.43953 # DEPENDENCYPART_ARC
(9,35),-6.4182 # DEPENDENCYPART_ARC
(9,36),-5.1766 # DEPENDENCYPART_ARC
(9,37),-6.82204 # DEPENDENCYPART_ARC
(9,38),-2.75445 # DEPENDENCYPART_ARC
(10,1),-3.15664 # DEPENDENCYPART_ARC
(10,2),-3.22646 # DEPENDENCYPART_ARC
(10,3),-3.87185 # DEPENDENCYPART_ARC
(10,4),-2.19379 # DEPENDENCYPART_ARC
(10,5),-3.95259 # DEPENDENCYPART_ARC
(10,6),-1.34241 # DEPENDENCYPART_ARC
(10,7),-2.33366 # DEPENDENCYPART_ARC
(10,8),-0.50702 # DEPENDENCYPART_ARC
(10,9),-0.955134 # DEPENDENCYPART_ARC
(10,11),1.02727 # DEPENDENCYPART_ARC
(10,12),1.59133 # DEPENDENCYPART_ARC
(10,13),0.108889 # DEPENDENCYPART_ARC
(10,14),-1.04248 # DEPENDENCYPART_ARC
(10,16),0.193178 # DEPENDENCYPART_ARC
(10,17),0.295457 # DEPENDENCYPART_ARC
(10,18),0.307175 # DEPENDENCYPART_ARC
(10,19),-0.651357 # DEPENDENCYPART_ARC
(10,20),-1.50872 # DEPENDENCYPART_ARC
(10,21),-4.27979 # DEPENDENCYPART_ARC
(10,22),-1.62123 # DEPENDENCYPART_ARC
(10,23),-3.21914 # DEPENDENCYPART_ARC
(10,24),-2.07845 # DEPENDENCYPART_ARC
(10,25),-1.96797 # DEPENDENCYPART_ARC
(10,26),-1.25447 # DEPENDENCYPART_ARC
(10,27),-2.44236 # DEPENDENCYPART_ARC
(10,28),-5.41439 # DEPENDENCYPART_ARC
(10,29),-2.99725 # DEPENDENCYPART_ARC
(10,31),-2.40504 # DEPENDENCYPART_ARC
(10,32),-11.1351 # DEPENDENCYPART_ARC
(10,33),-3.96147 # DEPENDENCYPART_ARC
(10,34),-1.79415 # DEPENDENCYPART_ARC
(10,35),-8.94243 # DEPENDENCYPART_ARC
(10,36),-2.11553 # DEPENDENCYPART_ARC
(10,37),-11.7016 # DEPENDENCYPART_ARC
(10,38),-5.5216 # DEPENDENCYPART_ARC
(11,1),-2.48804 # DEPENDENCYPART_ARC
(11,2),-2.84276 # DEPENDENCYPART_ARC
(11,3),-2.84657 # DEPENDENCYPART_ARC
(11,4),-2.33048 # DEPENDENCYPART_ARC
(11,5),-4.10616 # DEPENDENCYPART_ARC
(11,6),-1.70152 # DEPENDENCYPART_ARC
(11,7),-1.29395 # DEPENDENCYPART_ARC
(11,8),-0.882753 # DEPENDENCYPART_ARC
(11,9),-0.628397 # DEPENDENCYPART_ARC
(11,10),-0.364519 # DEPENDENCYPART_ARC
(11,12),-0.0875397 # DEPENDENCYPART_ARC
(11,13),-0.887991 # DEPENDENCYPART_ARC
(11,14),-3.77967 # DEPENDENCYPART_ARC
(11,15),-1.7744 # DEPENDENCYPART_ARC
(11,16),-3.35401 # DEPENDENCYPART_ARC
(11,17),-4.72111 # DEPENDENCYPART_ARC
(11,18),-4.61013 # DEPENDENCYPART_ARC
(11,19),-4.07686 # DEPENDENCYPART_ARC
(11,20),-1.36315 # DEPENDENCYPART_ARC
(11,21),-3.81076 # DEPENDENCYPART_ARC
(11,22),-1.50214 # DEPENDENCYPART_ARC
(11,23),-1.6116 # DEPENDENCYPART_ARC
(11,24),-6.0466 # DEPENDENCYPART_ARC
(11,25),-2.6777 # DEPENDENCYPART_ARC
(11,26),-5.56102 # DEPENDENCYPART_ARC
(11,27),-4.91314 # DEPENDENCYPART_ARC
(11,28),-5.73024 # DEPENDENCYPART_ARC
(11,29),-2.66225 # DEPENDENCYPART_ARC
(11,30),-4.216 # DEPENDENCYPART_ARC
(11,31),-3.56684 # DEPENDENCYPART_ARC
(11,32),-6.83976 # DEPENDENCYPART_ARC
(11,33),-3.73313 # DEPENDENCYPART_ARC
(11,34),-6.52769 # DEPENDENCYPART_ARC
(11,35),-7.92989 # DEPENDENCYPART_ARC
(11,36),-6.32406 # DEPENDENCYPART_ARC
(11,37),-7.47407 # DEPENDENCYPART_ARC
(11,38),-5.68629 # DEPENDENCYPART_ARC
(12,1),-1.28951 # DEPENDENCYPART_ARC
(12,2),-1.16063 # DEPENDENCYPART_ARC
(12,3),-1.15788 # DEPENDENCYPART_ARC
(12,4),-1.05786 # DEPENDENCYPART_ARC
(12,5),-1.84358 # DEPENDENCYPART_ARC
(12,6),-0.75099 # DEPENDENCYPART_ARC
(12,7),0.101147 # DEPENDENCYPART_ARC
(12,8),-0.478709 # DEPENDENCYPART_ARC
(12,9),0.0882879 # DEPENDENCYPART_ARC
(12,10),0.0980864 # DEPENDENCYPART_ARC
(12,11),2.15124 # DEPENDENCYPART_ARC
(12,13),3.0633 # DEPENDENCYPART_ARC
(12,14),-1.08228 # DEPENDENCYPART_ARC
(12,16),-1.05389 # DEPENDENCYPART_ARC
(12,17),-1.11472 # DEPENDENCYPART_ARC
(12,18),-1.80949 # DEPENDENCYPART_ARC
(12,19),-1.05818 # DEPENDENCYPART_ARC
(12,20),-1.33111 # DEPENDENCYPART_ARC
(12,21),-1.58253 # DEPENDENCYPART_ARC
(12,22),-1.64798 # DEPENDENCYPART_ARC
(12,23),-1.34844 # DEPENDENCYPART_ARC
(12,24),-2.49521 # DEPENDENCYPART_ARC
(12,25),-2.37386 # DEPENDENCYPART_ARC
(12,26),-2.87444 # DEPENDENCYPART_ARC
(12,27),-3.51672 # DEPENDENCYPART_ARC
(12,28),-2.11242 # DEPENDENCYPART_ARC
(12,29),-2.69321 # DEPENDENCYPART_ARC
(12,31),-3.29325 # DEPENDENCYPART_ARC
(12,32),-3.99554 # DEPENDENCYPART_ARC
(12,33),-3.10764 # DEPENDENCYPART_ARC
(12,34),-3.56991 # DEPENDENCYPART_ARC
(12,35),-4.72258 # DEPENDENCYPART_ARC
(12,36),-3.79727 # DEPENDENCYPART_ARC
(12,37),-5.02825 # DEPENDENCYPART_ARC
(12,38),-5.8751 # DEPENDENCYPART_ARC
(13,1),-2.48654 # DEPENDENCYPART_ARC
(13,2),-2.04916 # DEPENDENCYPART_ARC
(13,3),-5.99794 # DEPENDENCYPART_ARC
(13,4),-1.63103 # DEPENDENCYPART_ARC
(13,5),-3.07636 # DEPENDENCYPART_ARC
(13,6),-0.971665 # DEPENDENCYPART_ARC
(13,7),-1.59671 # DEPENDENCYPART_ARC
(13,8),-0.945148 # DEPENDENCYPART_ARC
(13,9),-1.48792 # DEPENDENCYPART_ARC
(13,10),-0.988626 # DEPENDENCYPART_ARC
(13,11),2.79268 # DEPENDENCYPART_ARC
(13,12),1.39943 # DEPENDENCYPART_ARC
(13,14),-2.58129 # DEPENDENCYPART_ARC
(13,15),-3.01127 # DEPENDENCYPART_ARC
(13,16),-3.05117 # DEPENDENCYPART_ARC
(13,17),-5.32761 # DEPENDENCYPART_ARC
(13,18),-4.83703 # DEPENDENCYPART_ARC
(13,19),-5.82775 # DEPENDENCYPART_ARC
(13,20),-2.01435 # DEPENDENCYPART_ARC
(13,21),-4.66164 # DEPENDENCYPART_ARC
(13,22),-1.82885 # DEPENDENCYPART_ARC
(13,23),-2.70514 # DEPENDENCYPART_ARC
(13,24),-7.14896 # DEPENDENCYPART_ARC
(13,25),-3.5519 # DEPENDENCYPART_ARC
(13,26),-6.94321 # DEPENDENCYPART_ARC
(13,27),-6.13027 # DEPENDENCYPART_ARC
