# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,7,7,0,7,8,8,14,13,8,13,17,17,14,0,0,0,
(8,14),-0.421422 # DEPENDENCYPART_ARC
(8,15),-1.34535 # DEPENDENCYPART_ARC
(8,16),-1.44664 # DEPENDENCYPART_ARC
(8,17),-2.73445 # DEPENDENCYPART_ARC
(8,18),-1.0611 # DEPENDENCYPART_ARC
(8,19),-0.980229 # DEPENDENCYPART_ARC
(8,20),-1.26499 # DEPENDENCYPART_ARC
(9,1),-0.843899 # DEPENDENCYPART_ARC
(9,2),-5.18715 # DEPENDENCYPART_ARC
(9,3),-2.78491 # DEPENDENCYPART_ARC
(9,4),-2.70428 # DEPENDENCYPART_ARC
(9,5),-2.467 # DEPENDENCYPART_ARC
(9,6),-0.607179 # DEPENDENCYPART_ARC
(9,7),-0.960387 # DEPENDENCYPART_ARC
(9,8),0.982249 # DEPENDENCYPART_ARC
(9,10),0.188179 # DEPENDENCYPART_ARC
(9,11),0.272976 # DEPENDENCYPART_ARC
(9,12),0.0747686 # DEPENDENCYPART_ARC
(9,13),-0.216261 # DEPENDENCYPART_ARC
(9,14),0.997967 # DEPENDENCYPART_ARC
(9,15),-5.0011 # DEPENDENCYPART_ARC
(9,16),-5.54545 # DEPENDENCYPART_ARC
(9,17),-0.47068 # DEPENDENCYPART_ARC
(9,18),-0.875048 # DEPENDENCYPART_ARC
(9,19),-0.760172 # DEPENDENCYPART_ARC
(9,20),-1.16447 # DEPENDENCYPART_ARC
(10,1),-1.04111 # DEPENDENCYPART_ARC
(10,2),-0.435106 # DEPENDENCYPART_ARC
(10,3),-0.338363 # DEPENDENCYPART_ARC
(10,4),-0.614195 # DEPENDENCYPART_ARC
(10,5),-0.571819 # DEPENDENCYPART_ARC
(10,6),0.201671 # DEPENDENCYPART_ARC
(10,7),0.111539 # DEPENDENCYPART_ARC
(10,8),0.042719 # DEPENDENCYPART_ARC
(10,9),0.0524787 # DEPENDENCYPART_ARC
(10,11),-0.0354345 # DEPENDENCYPART_ARC
(10,12),0.0397751 # DEPENDENCYPART_ARC
(10,13),0.0808671 # DEPENDENCYPART_ARC
(10,14),-0.711072 # DEPENDENCYPART_ARC
(10,15),-0.898516 # DEPENDENCYPART_ARC
(10,16),-0.954696 # DEPENDENCYPART_ARC
(10,17),-1.6497 # DEPENDENCYPART_ARC
(10,18),-0.382557 # DEPENDENCYPART_ARC
(10,19),-0.628986 # DEPENDENCYPART_ARC
(10,20),-0.949411 # DEPENDENCYPART_ARC
(11,3),-0.954503 # DEPENDENCYPART_ARC
(11,7),-0.820264 # DEPENDENCYPART_ARC
(11,17),1.83054 # DEPENDENCYPART_ARC
(12,1),-1.2464 # DEPENDENCYPART_ARC
(12,2),-1.12274 # DEPENDENCYPART_ARC
(12,3),-1.09305 # DEPENDENCYPART_ARC
(12,4),-1.44293 # DEPENDENCYPART_ARC
(12,5),-1.29641 # DEPENDENCYPART_ARC
(12,6),-0.837652 # DEPENDENCYPART_ARC
(12,7),-0.970042 # DEPENDENCYPART_ARC
(12,8),-0.169628 # DEPENDENCYPART_ARC
(12,9),-0.0532829 # DEPENDENCYPART_ARC
(12,10),-0.0922892 # DEPENDENCYPART_ARC
(12,13),-0.470513 # DEPENDENCYPART_ARC
(12,14),-1.07976 # DEPENDENCYPART_ARC
(12,15),-1.25285 # DEPENDENCYPART_ARC
(12,16),-1.33099 # DEPENDENCYPART_ARC
(12,17),-2.04933 # DEPENDENCYPART_ARC
(12,18),-0.814033 # DEPENDENCYPART_ARC
(12,19),-1.38848 # DEPENDENCYPART_ARC
(12,20),-1.78451 # DEPENDENCYPART_ARC
(13,1),-0.225565 # DEPENDENCYPART_ARC
(13,2),-3.39626 # DEPENDENCYPART_ARC
(13,3),-2.58291 # DEPENDENCYPART_ARC
(13,4),-1.45175 # DEPENDENCYPART_ARC
(13,5),-1.28584 # DEPENDENCYPART_ARC
(13,6),-0.81273 # DEPENDENCYPART_ARC
(13,7),-0.0062505 # DEPENDENCYPART_ARC
(13,8),1.07296 # DEPENDENCYPART_ARC
(13,9),-0.477502 # DEPENDENCYPART_ARC
(13,10),0.788605 # DEPENDENCYPART_ARC
(13,11),1.1946 # DEPENDENCYPART_ARC
(13,12),2.24284 # DEPENDENCYPART_ARC
(13,14),3.70698 # DEPENDENCYPART_ARC
(13,15),-1.49566 # DEPENDENCYPART_ARC
(13,16),-2.43696 # DEPENDENCYPART_ARC
(13,17),1.36388 # DEPENDENCYPART_ARC
(13,18),0.53776 # DEPENDENCYPART_ARC
(13,19),0.778888 # DEPENDENCYPART_ARC
(13,20),0.279316 # DEPENDENCYPART_ARC
(14,1),-0.67384 # DEPENDENCYPART_ARC
(14,2),-3.49487 # DEPENDENCYPART_ARC
(14,3),-2.81135 # DEPENDENCYPART_ARC
(14,4),-2.21072 # DEPENDENCYPART_ARC
(14,5),-2.05033 # DEPENDENCYPART_ARC
(14,6),-1.54561 # DEPENDENCYPART_ARC
(14,7),-0.229458 # DEPENDENCYPART_ARC
(14,8),1.16843 # DEPENDENCYPART_ARC
(14,9),-1.88263 # DEPENDENCYPART_ARC
(14,10),0.0568511 # DEPENDENCYPART_ARC
(14,11),1.33675 # DEPENDENCYPART_ARC
(14,12),1.33445 # DEPENDENCYPART_ARC
(14,13),0.372823 # DEPENDENCYPART_ARC
(14,15),0.973271 # DEPENDENCYPART_ARC
(14,16),-0.605365 # DEPENDENCYPART_ARC
(14,17),2.94441 # DEPENDENCYPART_ARC
(14,18),0.130396 # DEPENDENCYPART_ARC
(14,19),0.216283 # DEPENDENCYPART_ARC
(14,20),-0.0657075 # DEPENDENCYPART_ARC
(15,1),-1.96551 # DEPENDENCYPART_ARC
(15,2),-6.24108 # DEPENDENCYPART_ARC
(15,3),-4.68765 # DEPENDENCYPART_ARC
(15,4),-6.12862 # DEPENDENCYPART_ARC
(15,5),-6.16751 # DEPENDENCYPART_ARC
(15,6),-2.30806 # DEPENDENCYPART_ARC
(15,7),-2.07077 # DEPENDENCYPART_ARC
(15,8),-1.64359 # DEPENDENCYPART_ARC
(15,9),-5.23833 # DEPENDENCYPART_ARC
(15,10),-1.39594 # DEPENDENCYPART_ARC
(15,12),-0.598872 # DEPENDENCYPART_ARC
(15,13),-3.38834 # DEPENDENCYPART_ARC
(15,14),-0.0365282 # DEPENDENCYPART_ARC
(15,16),-0.755057 # DEPENDENCYPART_ARC
(15,17),-0.10215 # DEPENDENCYPART_ARC
(15,18),-0.108546 # DEPENDENCYPART_ARC
(15,19),-0.580571 # DEPENDENCYPART_ARC
(15,20),-1.2012 # DEPENDENCYPART_ARC
(16,1),-2.01511 # DEPENDENCYPART_ARC
(16,2),-6.05375 # DEPENDENCYPART_ARC
(16,3),-4.5011 # DEPENDENCYPART_ARC
(16,4),-5.8517 # DEPENDENCYPART_ARC
(16,5),-6.04098 # DEPENDENCYPART_ARC
(16,6),-2.29264 # DEPENDENCYPART_ARC
(16,7),-1.97713 # DEPENDENCYPART_ARC
(16,8),-1.41129 # DEPENDENCYPART_ARC
(16,9),-5.09635 # DEPENDENCYPART_ARC
(16,10),-1.65153 # DEPENDENCYPART_ARC
(16,12),-0.644193 # DEPENDENCYPART_ARC
(16,13),-3.59743 # DEPENDENCYPART_ARC
(16,14),-0.310957 # DEPENDENCYPART_ARC
(16,15),-0.136606 # DEPENDENCYPART_ARC
(16,17),-0.26374 # DEPENDENCYPART_ARC
(16,18),-0.00620871 # DEPENDENCYPART_ARC
(16,19),-0.489432 # DEPENDENCYPART_ARC
(16,20),-1.10116 # DEPENDENCYPART_ARC
(17,1),-2.70288 # DEPENDENCYPART_ARC
(17,2),-3.22806 # DEPENDENCYPART_ARC
(17,3),-2.55931 # DEPENDENCYPART_ARC
(17,4),-3.7771 # DEPENDENCYPART_ARC
(17,5),-5.64648 # DEPENDENCYPART_ARC
(17,6),-0.426923 # DEPENDENCYPART_ARC
(17,7),-1.53427 # DEPENDENCYPART_ARC
(17,8),-1.88767 # DEPENDENCYPART_ARC
(17,9),-1.14948 # DEPENDENCYPART_ARC
(17,10),-0.725929 # DEPENDENCYPART_ARC
(17,11),-1.42508 # DEPENDENCYPART_ARC
(17,12),-0.0661719 # DEPENDENCYPART_ARC
(17,13),-0.920474 # DEPENDENCYPART_ARC
(17,14),0.281221 # DEPENDENCYPART_ARC
(17,15),5.31124 # DEPENDENCYPART_ARC
(17,16),5.70722 # DEPENDENCYPART_ARC
(17,18),1.17279 # DEPENDENCYPART_ARC
(17,19),0.264167 # DEPENDENCYPART_ARC
(17,20),-0.411375 # DEPENDENCYPART_ARC
(18,1),-2.9867 # DEPENDENCYPART_ARC
(18,2),-3.32677 # DEPENDENCYPART_ARC
(18,3),-2.25412 # DEPENDENCYPART_ARC
(18,4),-2.76896 # DEPENDENCYPART_ARC
(18,5),-2.81883 # DEPENDENCYPART_ARC
(18,6),-3.44847 # DEPENDENCYPART_ARC
(18,7),-2.63152 # DEPENDENCYPART_ARC
(18,8),-2.43822 # DEPENDENCYPART_ARC
(18,9),-2.92017 # DEPENDENCYPART_ARC
(18,10),-2.51283 # DEPENDENCYPART_ARC
(18,11),-2.28759 # DEPENDENCYPART_ARC
(18,12),-1.95368 # DEPENDENCYPART_ARC
(18,13),-2.55109 # DEPENDENCYPART_ARC
(18,14),-2.39179 # DEPENDENCYPART_ARC
(18,15),-1.10556 # DEPENDENCYPART_ARC
(18,16),-1.40096 # DEPENDENCYPART_ARC
(18,17),-1.39021 # DEPENDENCYPART_ARC
(18,19),-0.917398 # DEPENDENCYPART_ARC
(18,20),-1.54313 # DEPENDENCYPART_ARC
(19,1),-2.94687 # DEPENDENCYPART_ARC
(19,2),-3.20019 # DEPENDENCYPART_ARC
(19,3),-2.20253 # DEPENDENCYPART_ARC
(19,4),-2.67675 # DEPENDENCYPART_ARC
(19,5),-2.64643 # DEPENDENCYPART_ARC
(19,6),-2.9816 # DEPENDENCYPART_ARC
(19,7),-2.64495 # DEPENDENCYPART_ARC
(19,8),-2.41126 # DEPENDENCYPART_ARC
(19,9),-2.79544 # DEPENDENCYPART_ARC
(19,10),-2.45998 # DEPENDENCYPART_ARC
(19,11),-2.53149 # DEPENDENCYPART_ARC
(19,12),-1.93871 # DEPENDENCYPART_ARC
(19,13),-2.33805 # DEPENDENCYPART_ARC
(19,14),-2.25059 # DEPENDENCYPART_ARC
(19,15),-1.14666 # DEPENDENCYPART_ARC
(19,16),-1.15876 # DEPENDENCYPART_ARC
(19,17),-1.34331 # DEPENDENCYPART_ARC
(19,18),-0.446731 # DEPENDENCYPART_ARC
(19,20),-1.07646 # DEPENDENCYPART_ARC
(20,1),-3.4289 # DEPENDENCYPART_ARC
(20,2),-3.90133 # DEPENDENCYPART_ARC
(20,3),-2.85804 # DEPENDENCYPART_ARC
(20,4),-3.25503 # DEPENDENCYPART_ARC
(20,5),-3.31109 # DEPENDENCYPART_ARC
(20,6),-2.94705 # DEPENDENCYPART_ARC
(20,7),-3.36548 # DEPENDENCYPART_ARC
(20,8),-3.06468 # DEPENDENCYPART_ARC
(20,9),-3.43055 # DEPENDENCYPART_ARC
(20,10),-2.51192 # DEPENDENCYPART_ARC
(20,11),-3.40868 # DEPENDENCYPART_ARC
(20,12),-2.44461 # DEPENDENCYPART_ARC
(20,13),-3.07098 # DEPENDENCYPART_ARC
(20,14),-2.77012 # DEPENDENCYPART_ARC
(20,15),-1.84141 # DEPENDENCYPART_ARC
(20,16),-1.88453 # DEPENDENCYPART_ARC
(20,17),-1.11338 # DEPENDENCYPART_ARC
(20,18),-0.75156 # DEPENDENCYPART_ARC
(20,19),-0.654206 # DEPENDENCYPART_ARC
