# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,0,4,7,4,7,10,4,13,13,10,16,13,15,13,4,0,21,19,0,
(8,6),-1.2256 # DEPENDENCYPART_ARC
(8,7),-0.0747065 # DEPENDENCYPART_ARC
(8,9),-0.109151 # DEPENDENCYPART_ARC
(8,10),-0.0445868 # DEPENDENCYPART_ARC
(8,11),-2.41266 # DEPENDENCYPART_ARC
(8,12),-1.77303 # DEPENDENCYPART_ARC
(8,13),-2.64033 # DEPENDENCYPART_ARC
(8,14),-1.58277 # DEPENDENCYPART_ARC
(8,15),-1.69058 # DEPENDENCYPART_ARC
(8,16),-5.00752 # DEPENDENCYPART_ARC
(8,17),-1.64279 # DEPENDENCYPART_ARC
(8,18),-1.8358 # DEPENDENCYPART_ARC
(8,19),-3.76006 # DEPENDENCYPART_ARC
(8,20),-2.55856 # DEPENDENCYPART_ARC
(8,21),-5.84064 # DEPENDENCYPART_ARC
(8,22),-3.46616 # DEPENDENCYPART_ARC
(9,1),-0.491592 # DEPENDENCYPART_ARC
(9,2),-1.07493 # DEPENDENCYPART_ARC
(9,3),-1.55855 # DEPENDENCYPART_ARC
(9,4),-0.222959 # DEPENDENCYPART_ARC
(9,5),-0.411916 # DEPENDENCYPART_ARC
(9,6),-0.606351 # DEPENDENCYPART_ARC
(9,7),-0.59754 # DEPENDENCYPART_ARC
(9,8),-0.470685 # DEPENDENCYPART_ARC
(9,10),-0.0878348 # DEPENDENCYPART_ARC
(9,11),-1.0333 # DEPENDENCYPART_ARC
(9,12),0.575247 # DEPENDENCYPART_ARC
(9,13),-0.422684 # DEPENDENCYPART_ARC
(9,14),-1.1016 # DEPENDENCYPART_ARC
(9,15),-1.38847 # DEPENDENCYPART_ARC
(9,16),-3.18699 # DEPENDENCYPART_ARC
(9,17),-0.659529 # DEPENDENCYPART_ARC
(9,18),-0.354032 # DEPENDENCYPART_ARC
(9,19),-1.93783 # DEPENDENCYPART_ARC
(9,20),-1.16836 # DEPENDENCYPART_ARC
(9,21),-4.2942 # DEPENDENCYPART_ARC
(9,22),-1.46131 # DEPENDENCYPART_ARC
(10,1),0.4205 # DEPENDENCYPART_ARC
(10,2),-0.555846 # DEPENDENCYPART_ARC
(10,3),-1.22791 # DEPENDENCYPART_ARC
(10,4),-0.0585838 # DEPENDENCYPART_ARC
(10,5),-0.302347 # DEPENDENCYPART_ARC
(10,6),-0.0727025 # DEPENDENCYPART_ARC
(10,7),0.231909 # DEPENDENCYPART_ARC
(10,8),0.864975 # DEPENDENCYPART_ARC
(10,9),2.41873 # DEPENDENCYPART_ARC
(10,11),0.0495483 # DEPENDENCYPART_ARC
(10,12),1.28898 # DEPENDENCYPART_ARC
(10,13),1.18911 # DEPENDENCYPART_ARC
(10,14),-1.30977 # DEPENDENCYPART_ARC
(10,15),-1.30163 # DEPENDENCYPART_ARC
(10,16),-1.85768 # DEPENDENCYPART_ARC
(10,17),0.621741 # DEPENDENCYPART_ARC
(10,18),0.533067 # DEPENDENCYPART_ARC
(10,19),-0.503667 # DEPENDENCYPART_ARC
(10,20),-1.84498 # DEPENDENCYPART_ARC
(10,21),-2.95093 # DEPENDENCYPART_ARC
(10,22),-1.33765 # DEPENDENCYPART_ARC
(11,1),-2.31385 # DEPENDENCYPART_ARC
(11,2),-6.44251 # DEPENDENCYPART_ARC
(11,3),-7.70917 # DEPENDENCYPART_ARC
(11,4),-3.5258 # DEPENDENCYPART_ARC
(11,5),-1.54294 # DEPENDENCYPART_ARC
(11,6),-6.17838 # DEPENDENCYPART_ARC
(11,7),-1.06964 # DEPENDENCYPART_ARC
(11,8),-5.30181 # DEPENDENCYPART_ARC
(11,9),-0.160772 # DEPENDENCYPART_ARC
(11,10),-0.162222 # DEPENDENCYPART_ARC
(11,12),-0.551142 # DEPENDENCYPART_ARC
(11,13),-1.75347 # DEPENDENCYPART_ARC
(11,14),-0.146262 # DEPENDENCYPART_ARC
(11,15),0.0290375 # DEPENDENCYPART_ARC
(11,16),-2.63825 # DEPENDENCYPART_ARC
(11,17),-0.661412 # DEPENDENCYPART_ARC
(11,18),-0.523103 # DEPENDENCYPART_ARC
(11,19),-3.86873 # DEPENDENCYPART_ARC
(11,20),-5.08769 # DEPENDENCYPART_ARC
(11,21),-4.31146 # DEPENDENCYPART_ARC
(11,22),-3.62438 # DEPENDENCYPART_ARC
(12,1),0.0404557 # DEPENDENCYPART_ARC
(12,2),-4.68227 # DEPENDENCYPART_ARC
(12,3),-2.47056 # DEPENDENCYPART_ARC
(12,4),-3.29206 # DEPENDENCYPART_ARC
(12,5),-1.82052 # DEPENDENCYPART_ARC
(12,6),-3.8929 # DEPENDENCYPART_ARC
(12,7),-2.07992 # DEPENDENCYPART_ARC
(12,8),-3.19107 # DEPENDENCYPART_ARC
(12,9),-0.812917 # DEPENDENCYPART_ARC
(12,10),-0.731727 # DEPENDENCYPART_ARC
(12,11),0.254864 # DEPENDENCYPART_ARC
(12,13),-1.30875 # DEPENDENCYPART_ARC
(12,14),-1.01832 # DEPENDENCYPART_ARC
(12,15),-1.12523 # DEPENDENCYPART_ARC
(12,16),-1.45948 # DEPENDENCYPART_ARC
(12,17),-0.252119 # DEPENDENCYPART_ARC
(12,18),0.0318866 # DEPENDENCYPART_ARC
(12,19),-3.9373 # DEPENDENCYPART_ARC
(12,20),-4.30478 # DEPENDENCYPART_ARC
(12,21),-3.09931 # DEPENDENCYPART_ARC
(12,22),-1.00292 # DEPENDENCYPART_ARC
(13,1),0.923422 # DEPENDENCYPART_ARC
(13,2),-1.63788 # DEPENDENCYPART_ARC
(13,3),0.322951 # DEPENDENCYPART_ARC
(13,4),-1.65669 # DEPENDENCYPART_ARC
(13,5),-0.356912 # DEPENDENCYPART_ARC
(13,6),-1.08444 # DEPENDENCYPART_ARC
(13,7),-0.204156 # DEPENDENCYPART_ARC
(13,8),-0.549516 # DEPENDENCYPART_ARC
(13,9),0.113589 # DEPENDENCYPART_ARC
(13,10),0.883352 # DEPENDENCYPART_ARC
(13,11),2.7912 # DEPENDENCYPART_ARC
(13,12),3.83613 # DEPENDENCYPART_ARC
(13,14),0.880114 # DEPENDENCYPART_ARC
(13,15),1.88931 # DEPENDENCYPART_ARC
(13,16),1.44288 # DEPENDENCYPART_ARC
(13,17),0.967801 # DEPENDENCYPART_ARC
(13,18),0.881357 # DEPENDENCYPART_ARC
(13,19),-1.04476 # DEPENDENCYPART_ARC
(13,20),-1.89157 # DEPENDENCYPART_ARC
(13,21),-0.450923 # DEPENDENCYPART_ARC
(13,22),-0.428833 # DEPENDENCYPART_ARC
(14,1),-3.04121 # DEPENDENCYPART_ARC
(14,2),-2.9503 # DEPENDENCYPART_ARC
(14,3),-3.48891 # DEPENDENCYPART_ARC
(14,4),-2.29846 # DEPENDENCYPART_ARC
(14,5),-1.83948 # DEPENDENCYPART_ARC
(14,6),-2.4851 # DEPENDENCYPART_ARC
(14,7),-1.95038 # DEPENDENCYPART_ARC
(14,8),-2.27747 # DEPENDENCYPART_ARC
(14,9),-1.93073 # DEPENDENCYPART_ARC
(14,10),-1.33713 # DEPENDENCYPART_ARC
(14,11),-1.71841 # DEPENDENCYPART_ARC
(14,12),-1.18518 # DEPENDENCYPART_ARC
(14,13),-0.811033 # DEPENDENCYPART_ARC
(14,15),0.0340527 # DEPENDENCYPART_ARC
(14,16),-0.405975 # DEPENDENCYPART_ARC
(14,17),-0.704356 # DEPENDENCYPART_ARC
(14,18),-0.811129 # DEPENDENCYPART_ARC
(14,19),-1.04976 # DEPENDENCYPART_ARC
(14,20),-1.47039 # DEPENDENCYPART_ARC
(14,21),-2.17439 # DEPENDENCYPART_ARC
(14,22),-1.50007 # DEPENDENCYPART_ARC
(15,1),-2.24518 # DEPENDENCYPART_ARC
(15,2),-3.66949 # DEPENDENCYPART_ARC
(15,3),-4.43625 # DEPENDENCYPART_ARC
(15,4),-3.49595 # DEPENDENCYPART_ARC
(15,5),-2.48397 # DEPENDENCYPART_ARC
(15,6),-3.45376 # DEPENDENCYPART_ARC
(15,7),-1.95955 # DEPENDENCYPART_ARC
(15,8),-3.31609 # DEPENDENCYPART_ARC
(15,9),-0.942537 # DEPENDENCYPART_ARC
(15,10),-1.28089 # DEPENDENCYPART_ARC
(15,11),-2.14046 # DEPENDENCYPART_ARC
(15,12),-2.10014 # DEPENDENCYPART_ARC
(15,13),-1.39906 # DEPENDENCYPART_ARC
(15,14),0.296596 # DEPENDENCYPART_ARC
(15,16),4.14021 # DEPENDENCYPART_ARC
(15,17),0.725473 # DEPENDENCYPART_ARC
(15,18),0.202233 # DEPENDENCYPART_ARC
(15,19),-0.439914 # DEPENDENCYPART_ARC
(15,20),-1.44757 # DEPENDENCYPART_ARC
(15,21),-4.08283 # DEPENDENCYPART_ARC
(15,22),-0.920272 # DEPENDENCYPART_ARC
(16,1),-2.67564 # DEPENDENCYPART_ARC
(16,2),-6.35412 # DEPENDENCYPART_ARC
(16,3),-9.05309 # DEPENDENCYPART_ARC
(16,4),-2.56612 # DEPENDENCYPART_ARC
(16,5),-2.28435 # DEPENDENCYPART_ARC
(16,6),-6.7472 # DEPENDENCYPART_ARC
(16,7),-2.4239 # DEPENDENCYPART_ARC
(16,8),-6.1655 # DEPENDENCYPART_ARC
(16,9),-1.29252 # DEPENDENCYPART_ARC
(16,10),-2.09998 # DEPENDENCYPART_ARC
(16,11),-2.75734 # DEPENDENCYPART_ARC
(16,12),-1.95242 # DEPENDENCYPART_ARC
(16,13),-2.76476 # DEPENDENCYPART_ARC
(16,14),2.11253 # DEPENDENCYPART_ARC
(16,15),-0.0268147 # DEPENDENCYPART_ARC
(16,17),-0.826684 # DEPENDENCYPART_ARC
(16,18),-0.452793 # DEPENDENCYPART_ARC
(16,19),-0.596401 # DEPENDENCYPART_ARC
(16,20),-1.96851 # DEPENDENCYPART_ARC
(16,21),-2.41338 # DEPENDENCYPART_ARC
(16,22),-2.2943 # DEPENDENCYPART_ARC
(17,1),-0.839658 # DEPENDENCYPART_ARC
(17,2),-1.81423 # DEPENDENCYPART_ARC
(17,3),-2.48726 # DEPENDENCYPART_ARC
(17,4),-1.12162 # DEPENDENCYPART_ARC
(17,5),-1.16306 # DEPENDENCYPART_ARC
(17,6),-1.85359 # DEPENDENCYPART_ARC
(17,7),-1.35043 # DEPENDENCYPART_ARC
(17,8),-1.56282 # DEPENDENCYPART_ARC
(17,9),-0.510386 # DEPENDENCYPART_ARC
(17,10),-0.645831 # DEPENDENCYPART_ARC
(17,11),-1.30925 # DEPENDENCYPART_ARC
(17,12),-0.275945 # DEPENDENCYPART_ARC
(17,13),-0.19276 # DEPENDENCYPART_ARC
(17,14),-0.0739809 # DEPENDENCYPART_ARC
(17,15),-0.177127 # DEPENDENCYPART_ARC
(17,16),0.806733 # DEPENDENCYPART_ARC
(17,18),-0.421183 # DEPENDENCYPART_ARC
(17,19),-0.307728 # DEPENDENCYPART_ARC
(17,20),-0.776357 # DEPENDENCYPART_ARC
(17,21),-0.310564 # DEPENDENCYPART_ARC
(17,22),-0.753541 # DEPENDENCYPART_ARC
(18,1),-2.821 # DEPENDENCYPART_ARC
(18,2),-3.6914 # DEPENDENCYPART_ARC
(18,3),-4.61389 # DEPENDENCYPART_ARC
(18,4),-2.44265 # DEPENDENCYPART_ARC
(18,5),-3.06818 # DEPENDENCYPART_ARC
(18,6),-3.70113 # DEPENDENCYPART_ARC
(18,7),-3.277 # DEPENDENCYPART_ARC
(18,8),-3.55658 # DEPENDENCYPART_ARC
(18,9),-2.68127 # DEPENDENCYPART_ARC
(18,10),-2.23499 # DEPENDENCYPART_ARC
(18,11),-2.94788 # DEPENDENCYPART_ARC
(18,12),-1.59189 # DEPENDENCYPART_ARC
(18,13),-1.59842 # DEPENDENCYPART_ARC
(18,14),-1.9196 # DEPENDENCYPART_ARC
(18,15),-1.81619 # DEPENDENCYPART_ARC
(18,16),-1.76726 # DEPENDENCYPART_ARC
(18,17),-1.72419 # DEPENDENCYPART_ARC
(18,19),-1.49122 # DEPENDENCYPART_ARC
(18,20),-1.91655 # DEPENDENCYPART_ARC
(18,21),-2.6983 # DEPENDENCYPART_ARC
(18,22),-2.27086 # DEPENDENCYPART_ARC
(19,1),0.0965402 # DEPENDENCYPART_ARC
(19,2),-1.82658 # DEPENDENCYPART_ARC
(19,3),-1.26714 # DEPENDENCYPART_ARC
(19,4),-0.854763 # DEPENDENCYPART_ARC
(19,5),-1.85485 # DEPENDENCYPART_ARC
(19,6),-1.29194 # DEPENDENCYPART_ARC
(19,7),-0.557054 # DEPENDENCYPART_ARC
(19,8),-1.02702 # DEPENDENCYPART_ARC
(19,9),-0.25274 # DEPENDENCYPART_ARC
(19,10),-0.338875 # DEPENDENCYPART_ARC
(19,11),-0.532841 # DEPENDENCYPART_ARC
(19,12),0.578326 # DEPENDENCYPART_ARC
(19,13),-0.106605 # DEPENDENCYPART_ARC
(19,14),-0.227244 # DEPENDENCYPART_ARC
(19,15),-0.0651403 # DEPENDENCYPART_ARC
(19,16),-0.387225 # DEPENDENCYPART_ARC
(19,17),0.695653 # DEPENDENCYPART_ARC
(19,18),0.181527 # DEPENDENCYPART_ARC
(19,20),1.60475 # DEPENDENCYPART_ARC
(19,21),2.94193 # DEPENDENCYPART_ARC
(19,22),0.223061 # DEPENDENCYPART_ARC
(20,1),-3.94026 # DEPENDENCYPART_ARC
(20,2),-4.06109 # DEPENDENCYPART_ARC
(20,3),-5.93255 # DEPENDENCYPART_ARC
(20,4),-4.17996 # DEPENDENCYPART_ARC
(20,5),-2.88412 # DEPENDENCYPART_ARC
(20,6),-3.80334 # DEPENDENCYPART_ARC
(20,7),-3.10442 # DEPENDENCYPART_ARC
(20,8),-3.81805 # DEPENDENCYPART_ARC
(20,9),-3.20122 # DEPENDENCYPART_ARC
(20,10),-2.126 # DEPENDENCYPART_ARC
(20,11),-4.74812 # DEPENDENCYPART_ARC
(20,12),-2.1506 # DEPENDENCYPART_ARC
(20,13),-3.77436 # DEPENDENCYPART_ARC
(20,14),-2.48451 # DEPENDENCYPART_ARC
(20,15),-0.600517 # DEPENDENCYPART_ARC
(20,16),-2.89055 # DEPENDENCYPART_ARC
(20,17),-1.18033 # DEPENDENCYPART_ARC
(20,18),-0.659505 # DEPENDENCYPART_ARC
(20,19),-1.40986 # DEPENDENCYPART_ARC
(20,21),-0.348488 # DEPENDENCYPART_ARC
(20,22),-0.457498 # DEPENDENCYPART_ARC
(21,1),-3.87224 # DEPENDENCYPART_ARC
(21,2),-4.07832 # DEPENDENCYPART_ARC
(21,3),-8.53899 # DEPENDENCYPART_ARC
(21,4),-2.90655 # DEPENDENCYPART_ARC
(21,5),-3.25667 # DEPENDENCYPART_ARC
(21,6),-5.16453 # DEPENDENCYPART_ARC
(21,7),-1.855 # DEPENDENCYPART_ARC
(21,8),-4.44949 # DEPENDENCYPART_ARC
(21,9),-1.63492 # DEPENDENCYPART_ARC
(21,10),-3.09791 # DEPENDENCYPART_ARC
(21,11),-8.17659 # DEPENDENCYPART_ARC
(21,12),-2.07005 # DEPENDENCYPART_ARC
(21,13),-3.33983 # DEPENDENCYPART_ARC
(21,14),0.145292 # DEPENDENCYPART_ARC
(21,15),-0.87396 # DEPENDENCYPART_ARC
(21,16),-5.15401 # DEPENDENCYPART_ARC
(21,17),-0.91377 # DEPENDENCYPART_ARC
(21,18),0.0184175 # DEPENDENCYPART_ARC
(21,19),-0.972904 # DEPENDENCYPART_ARC
(21,20),5.44441 # DEPENDENCYPART_ARC
(21,22),0.378963 # DEPENDENCYPART_ARC
(22,1),-3.52042 # DEPENDENCYPART_ARC
(22,2),-4.81884 # DEPENDENCYPART_ARC
(22,3),-5.77445 # DEPENDENCYPART_ARC
(22,4),-5.33993 # DEPENDENCYPART_ARC
(22,5),-4.12344 # DEPENDENCYPART_ARC
(22,6),-4.82825 # DEPENDENCYPART_ARC
(22,7),-5.37522 # DEPENDENCYPART_ARC
(22,8),-4.53969 # DEPENDENCYPART_ARC
(22,9),-4.2102 # DEPENDENCYPART_ARC
(22,10),-4.02009 # DEPENDENCYPART_ARC
(22,11),-4.84194 # DEPENDENCYPART_ARC
(22,12),-4.1545 # DEPENDENCYPART_ARC
(22,13),-4.05226 # DEPENDENCYPART_ARC
(22,14),-3.19182 # DEPENDENCYPART_ARC
(22,15),-3.65667 # DEPENDENCYPART_ARC
(22,16),-2.16474 # DEPENDENCYPART_ARC
(22,17),-2.0748 # DEPENDENCYPART_ARC
(22,18),-2.37261 # DEPENDENCYPART_ARC
(22,19),-2.91177 # DEPENDENCYPART_ARC
(22,20),-2.55783 # DEPENDENCYPART_ARC
(22,21),-3.21017 # DEPENDENCYPART_ARC
