# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=9,3,1,9,9,9,8,9,19,9,13,11,10,13,14,15,16,17,20,0,22,20,22,23,20,27,25,27,20,0,
(1,8),-2.07827 # DEPENDENCYPART_ARC
(1,9),-2.51158 # DEPENDENCYPART_ARC
(1,10),-2.24173 # DEPENDENCYPART_ARC
(1,11),-1.93511 # DEPENDENCYPART_ARC
(1,12),-1.33506 # DEPENDENCYPART_ARC
(1,13),-1.29533 # DEPENDENCYPART_ARC
(1,14),-6.4477 # DEPENDENCYPART_ARC
(1,15),-7.20783 # DEPENDENCYPART_ARC
(1,16),-2.63913 # DEPENDENCYPART_ARC
(1,17),-9.36689 # DEPENDENCYPART_ARC
(1,18),-10.6615 # DEPENDENCYPART_ARC
(1,19),-2.69751 # DEPENDENCYPART_ARC
(1,20),-3.48658 # DEPENDENCYPART_ARC
(1,21),-4.55206 # DEPENDENCYPART_ARC
(1,22),-13.3018 # DEPENDENCYPART_ARC
(1,23),-3.26975 # DEPENDENCYPART_ARC
(1,24),-14.1425 # DEPENDENCYPART_ARC
(1,25),-3.77114 # DEPENDENCYPART_ARC
(1,26),-2.98818 # DEPENDENCYPART_ARC
(1,27),-12.1605 # DEPENDENCYPART_ARC
(1,28),-17.3206 # DEPENDENCYPART_ARC
(1,29),-18.7909 # DEPENDENCYPART_ARC
(1,30),-5.48834 # DEPENDENCYPART_ARC
(2,1),-0.329814 # DEPENDENCYPART_ARC
(2,3),1.75969 # DEPENDENCYPART_ARC
(2,4),-1.04748 # DEPENDENCYPART_ARC
(2,5),-0.575476 # DEPENDENCYPART_ARC
(2,7),-3.61998 # DEPENDENCYPART_ARC
(2,8),-3.12853 # DEPENDENCYPART_ARC
(2,9),-2.20409 # DEPENDENCYPART_ARC
(2,10),-1.51933 # DEPENDENCYPART_ARC
(2,12),-1.09828 # DEPENDENCYPART_ARC
(2,13),-3.7014 # DEPENDENCYPART_ARC
(2,14),-4.21086 # DEPENDENCYPART_ARC
(2,15),-5.42559 # DEPENDENCYPART_ARC
(2,16),-1.83902 # DEPENDENCYPART_ARC
(2,17),-4.68244 # DEPENDENCYPART_ARC
(2,18),-5.40948 # DEPENDENCYPART_ARC
(2,19),-2.30767 # DEPENDENCYPART_ARC
(2,20),-3.17024 # DEPENDENCYPART_ARC
(2,21),-5.80437 # DEPENDENCYPART_ARC
(2,22),-6.81893 # DEPENDENCYPART_ARC
(2,23),-3.03391 # DEPENDENCYPART_ARC
(2,24),-6.62633 # DEPENDENCYPART_ARC
(2,25),-2.44678 # DEPENDENCYPART_ARC
(2,26),-5.24481 # DEPENDENCYPART_ARC
(2,27),-7.77209 # DEPENDENCYPART_ARC
(2,28),-7.9565 # DEPENDENCYPART_ARC
(2,29),-9.69016 # DEPENDENCYPART_ARC
(2,30),-6.96894 # DEPENDENCYPART_ARC
(3,1),1.03269 # DEPENDENCYPART_ARC
(3,2),4.67044 # DEPENDENCYPART_ARC
(3,4),-0.223348 # DEPENDENCYPART_ARC
(3,5),-0.328665 # DEPENDENCYPART_ARC
(3,6),-1.94518 # DEPENDENCYPART_ARC
(3,7),-1.56481 # DEPENDENCYPART_ARC
(3,8),-1.00069 # DEPENDENCYPART_ARC
(3,9),0.786978 # DEPENDENCYPART_ARC
(3,10),-1.81239 # DEPENDENCYPART_ARC
(3,11),-1.57788 # DEPENDENCYPART_ARC
(3,12),-1.67046 # DEPENDENCYPART_ARC
(3,13),-2.47615 # DEPENDENCYPART_ARC
(3,14),-1.21482 # DEPENDENCYPART_ARC
(3,15),-3.74681 # DEPENDENCYPART_ARC
(3,16),-1.35935 # DEPENDENCYPART_ARC
(3,17),-2.80954 # DEPENDENCYPART_ARC
(3,18),-2.10875 # DEPENDENCYPART_ARC
(3,19),-1.27576 # DEPENDENCYPART_ARC
(3,20),-2.10941 # DEPENDENCYPART_ARC
(3,21),-5.25852 # DEPENDENCYPART_ARC
(3,22),-6.33688 # DEPENDENCYPART_ARC
(3,23),-2.5142 # DEPENDENCYPART_ARC
(3,24),-3.83383 # DEPENDENCYPART_ARC
(3,25),-3.08656 # DEPENDENCYPART_ARC
(3,26),-3.82324 # DEPENDENCYPART_ARC
(3,27),-5.76809 # DEPENDENCYPART_ARC
(3,28),-4.81588 # DEPENDENCYPART_ARC
(3,29),-8.44103 # DEPENDENCYPART_ARC
(3,30),-12.9746 # DEPENDENCYPART_ARC
(4,1),-0.773242 # DEPENDENCYPART_ARC
(4,2),-0.684905 # DEPENDENCYPART_ARC
(4,3),-0.29345 # DEPENDENCYPART_ARC
(4,5),-0.576766 # DEPENDENCYPART_ARC
(4,6),-0.522139 # DEPENDENCYPART_ARC
(4,7),0.171594 # DEPENDENCYPART_ARC
(4,8),-0.435935 # DEPENDENCYPART_ARC
(4,9),-0.0904597 # DEPENDENCYPART_ARC
(4,10),-0.925091 # DEPENDENCYPART_ARC
(4,11),-1.12967 # DEPENDENCYPART_ARC
(4,12),-0.654411 # DEPENDENCYPART_ARC
(4,13),-1.53845 # DEPENDENCYPART_ARC
(4,14),-1.73582 # DEPENDENCYPART_ARC
(4,15),-1.93153 # DEPENDENCYPART_ARC
(4,16),-1.32436 # DEPENDENCYPART_ARC
(4,17),-2.76163 # DEPENDENCYPART_ARC
(4,18),-2.24912 # DEPENDENCYPART_ARC
(4,19),-0.640774 # DEPENDENCYPART_ARC
(4,20),-1.62798 # DEPENDENCYPART_ARC
(4,21),-2.68256 # DEPENDENCYPART_ARC
(4,22),-3.83426 # DEPENDENCYPART_ARC
(4,23),-2.16015 # DEPENDENCYPART_ARC
(4,24),-4.43852 # DEPENDENCYPART_ARC
(4,25),-2.99694 # DEPENDENCYPART_ARC
(4,26),-3.20139 # DEPENDENCYPART_ARC
(4,27),-4.59773 # DEPENDENCYPART_ARC
(4,28),-4.54791 # DEPENDENCYPART_ARC
(4,29),-4.45565 # DEPENDENCYPART_ARC
(4,30),-3.13098 # DEPENDENCYPART_ARC
(5,1),-0.589657 # DEPENDENCYPART_ARC
(5,3),-0.306396 # DEPENDENCYPART_ARC
(5,4),-0.631541 # DEPENDENCYPART_ARC
(5,7),-0.32439 # DEPENDENCYPART_ARC
(5,8),-0.893823 # DEPENDENCYPART_ARC
(5,9),-0.602164 # DEPENDENCYPART_ARC
(5,10),-1.27863 # DEPENDENCYPART_ARC
(5,11),-1.23199 # DEPENDENCYPART_ARC
(5,12),-0.751975 # DEPENDENCYPART_ARC
(5,13),-2.46366 # DEPENDENCYPART_ARC
(5,14),-2.76391 # DEPENDENCYPART_ARC
(5,15),-2.89428 # DEPENDENCYPART_ARC
(5,16),-2.2207 # DEPENDENCYPART_ARC
(5,17),-3.41231 # DEPENDENCYPART_ARC
(5,18),-3.46859 # DEPENDENCYPART_ARC
(5,19),-1.60938 # DEPENDENCYPART_ARC
(5,20),-1.69229 # DEPENDENCYPART_ARC
(5,21),-1.95566 # DEPENDENCYPART_ARC
(5,22),-4.12576 # DEPENDENCYPART_ARC
(5,23),-2.91798 # DEPENDENCYPART_ARC
(5,24),-4.80508 # DEPENDENCYPART_ARC
(5,25),-3.13078 # DEPENDENCYPART_ARC
(5,26),-2.09072 # DEPENDENCYPART_ARC
(5,27),-5.17569 # DEPENDENCYPART_ARC
(5,28),-5.82928 # DEPENDENCYPART_ARC
(5,29),-5.73254 # DEPENDENCYPART_ARC
(5,30),-5.78535 # DEPENDENCYPART_ARC
(7,1),-0.966557 # DEPENDENCYPART_ARC
(7,2),-2.81046 # DEPENDENCYPART_ARC
(7,3),-3.29963 # DEPENDENCYPART_ARC
(7,4),-0.349035 # DEPENDENCYPART_ARC
(7,5),-0.00872612 # DEPENDENCYPART_ARC
(7,6),0.448661 # DEPENDENCYPART_ARC
(7,8),-1.04585 # DEPENDENCYPART_ARC
(7,9),-2.54078 # DEPENDENCYPART_ARC
(7,10),-1.58187 # DEPENDENCYPART_ARC
(7,11),-1.35898 # DEPENDENCYPART_ARC
(7,12),-1.00882 # DEPENDENCYPART_ARC
(7,13),-3.33195 # DEPENDENCYPART_ARC
(7,14),-4.55147 # DEPENDENCYPART_ARC
(7,15),-3.40274 # DEPENDENCYPART_ARC
(7,16),-1.58956 # DEPENDENCYPART_ARC
(7,17),-5.33814 # DEPENDENCYPART_ARC
(7,18),-4.74007 # DEPENDENCYPART_ARC
(7,19),-1.42174 # DEPENDENCYPART_ARC
(7,20),-5.06126 # DEPENDENCYPART_ARC
(7,21),-4.72075 # DEPENDENCYPART_ARC
(7,22),-7.34642 # DEPENDENCYPART_ARC
(7,23),-3.12505 # DEPENDENCYPART_ARC
(7,24),-7.33691 # DEPENDENCYPART_ARC
(7,25),-3.01098 # DEPENDENCYPART_ARC
(7,26),-6.0995 # DEPENDENCYPART_ARC
(7,27),-7.78145 # DEPENDENCYPART_ARC
(7,28),-8.73243 # DEPENDENCYPART_ARC
(7,29),-10.1974 # DEPENDENCYPART_ARC
(7,30),-5.94313 # DEPENDENCYPART_ARC
(8,1),-0.68166 # DEPENDENCYPART_ARC
(8,2),0.991401 # DEPENDENCYPART_ARC
(8,3),-3.79494 # DEPENDENCYPART_ARC
(8,4),0.310079 # DEPENDENCYPART_ARC
(8,5),0.827224 # DEPENDENCYPART_ARC
(8,6),0.1661 # DEPENDENCYPART_ARC
(8,7),5.59843 # DEPENDENCYPART_ARC
(8,9),-1.26345 # DEPENDENCYPART_ARC
(8,10),-1.27937 # DEPENDENCYPART_ARC
(8,11),-1.31173 # DEPENDENCYPART_ARC
(8,12),-0.334039 # DEPENDENCYPART_ARC
(8,13),-1.85445 # DEPENDENCYPART_ARC
(8,14),-1.18837 # DEPENDENCYPART_ARC
(8,15),-3.61992 # DEPENDENCYPART_ARC
(8,16),-1.14782 # DEPENDENCYPART_ARC
(8,17),-2.70293 # DEPENDENCYPART_ARC
(8,18),-2.36056 # DEPENDENCYPART_ARC
(8,19),-2.01474 # DEPENDENCYPART_ARC
(8,20),-3.9032 # DEPENDENCYPART_ARC
(8,21),-3.63912 # DEPENDENCYPART_ARC
(8,22),-4.0916 # DEPENDENCYPART_ARC
(8,23),-2.48668 # DEPENDENCYPART_ARC
(8,24),-3.47807 # DEPENDENCYPART_ARC
(8,25),-2.76387 # DEPENDENCYPART_ARC
(8,26),-4.82473 # DEPENDENCYPART_ARC
(8,27),-5.19567 # DEPENDENCYPART_ARC
(8,28),-4.65621 # DEPENDENCYPART_ARC
(8,29),-8.27341 # DEPENDENCYPART_ARC
(8,30),-11.7431 # DEPENDENCYPART_ARC
(9,1),1.62676 # DEPENDENCYPART_ARC
(9,2),-0.968174 # DEPENDENCYPART_ARC
(9,3),-1.16044 # DEPENDENCYPART_ARC
(9,4),1.52621 # DEPENDENCYPART_ARC
(9,5),2.55461 # DEPENDENCYPART_ARC
(9,6),3.44651 # DEPENDENCYPART_ARC
(9,7),-0.040029 # DEPENDENCYPART_ARC
(9,8),3.06502 # DEPENDENCYPART_ARC
(9,10),2.307 # DEPENDENCYPART_ARC
(9,11),0.114512 # DEPENDENCYPART_ARC
(9,12),-0.448762 # DEPENDENCYPART_ARC
(9,13),-0.0390492 # DEPENDENCYPART_ARC
(9,14),-0.266312 # DEPENDENCYPART_ARC
(9,15),0.890525 # DEPENDENCYPART_ARC
(9,16),0.254843 # DEPENDENCYPART_ARC
(9,17),-3.35809 # DEPENDENCYPART_ARC
(9,18),-1.08836 # DEPENDENCYPART_ARC
(9,19),0.139161 # DEPENDENCYPART_ARC
(9,20),-2.5772 # DEPENDENCYPART_ARC
(9,21),-3.21383 # DEPENDENCYPART_ARC
(9,22),-1.79491 # DEPENDENCYPART_ARC
(9,23),-0.626602 # DEPENDENCYPART_ARC
(9,24),-5.97291 # DEPENDENCYPART_ARC
(9,25),-0.162403 # DEPENDENCYPART_ARC
(9,26),-6.97676 # DEPENDENCYPART_ARC
(9,27),-3.97956 # DEPENDENCYPART_ARC
(9,28),-3.75573 # DEPENDENCYPART_ARC
(9,29),-1.90382 # DEPENDENCYPART_ARC
(9,30),-1.82854 # DEPENDENCYPART_ARC
(10,1),-3.54084 # DEPENDENCYPART_ARC
(10,2),-2.51055 # DEPENDENCYPART_ARC
(10,3),-2.87346 # DEPENDENCYPART_ARC
(10,4),-1.48638 # DEPENDENCYPART_ARC
(10,5),-2.23963 # DEPENDENCYPART_ARC
(10,7),-2.78982 # DEPENDENCYPART_ARC
(10,8),-2.93209 # DEPENDENCYPART_ARC
(10,11),1.14974 # DEPENDENCYPART_ARC
(10,12),0.900663 # DEPENDENCYPART_ARC
(10,13),3.38563 # DEPENDENCYPART_ARC
(10,14),-1.25257 # DEPENDENCYPART_ARC
(10,15),-1.97496 # DEPENDENCYPART_ARC
(10,16),-1.39193 # DEPENDENCYPART_ARC
(10,17),-4.01104 # DEPENDENCYPART_ARC
(10,18),-4.92631 # DEPENDENCYPART_ARC
(10,19),-0.285727 # DEPENDENCYPART_ARC
(10,21),-3.54526 # DEPENDENCYPART_ARC
(10,22),-7.33569 # DEPENDENCYPART_ARC
(10,23),-2.17805 # DEPENDENCYPART_ARC
(10,24),-7.65828 # DEPENDENCYPART_ARC
(10,25),-2.63632 # DEPENDENCYPART_ARC
(10,26),-2.13532 # DEPENDENCYPART_ARC
(10,27),-5.26803 # DEPENDENCYPART_ARC
(10,28),-10.019 # DEPENDENCYPART_ARC
(10,29),-11.0728 # DEPENDENCYPART_ARC
(10,30),-2.72563 # DEPENDENCYPART_ARC
(11,1),-1.98355 # DEPENDENCYPART_ARC
(11,2),-1.90693 # DEPENDENCYPART_ARC
(11,3),-1.85089 # DEPENDENCYPART_ARC
(11,4),-1.57646 # DEPENDENCYPART_ARC
(11,5),-1.16318 # DEPENDENCYPART_ARC
(11,7),-0.867996 # DEPENDENCYPART_ARC
(11,8),-1.38462 # DEPENDENCYPART_ARC
(11,9),-1.19444 # DEPENDENCYPART_ARC
(11,10),-0.285792 # DEPENDENCYPART_ARC
(11,12),3.43384 # DEPENDENCYPART_ARC
(11,13),0.502365 # DEPENDENCYPART_ARC
(11,14),-0.55044 # DEPENDENCYPART_ARC
(11,15),-1.15593 # DEPENDENCYPART_ARC
(11,16),-0.937836 # DEPENDENCYPART_ARC
(11,17),-1.98632 # DEPENDENCYPART_ARC
(11,18),-2.4895 # DEPENDENCYPART_ARC
(11,19),-1.14094 # DEPENDENCYPART_ARC
(11,20),-1.72777 # DEPENDENCYPART_ARC
(11,21),-2.11301 # DEPENDENCYPART_ARC
(11,22),-3.14068 # DEPENDENCYPART_ARC
(11,23),-2.36887 # DEPENDENCYPART_ARC
(11,24),-3.89189 # DEPENDENCYPART_ARC
(11,25),-1.80498 # DEPENDENCYPART_ARC
(11,26),-2.75013 # DEPENDENCYPART_ARC
(11,27),-4.44984 # DEPENDENCYPART_ARC
(11,28),-5.27663 # DEPENDENCYPART_ARC
(11,29),-5.52326 # DEPENDENCYPART_ARC
(11,30),-4.15901 # DEPENDENCYPART_ARC
(12,1),-2.43182 # DEPENDENCYPART_ARC
(12,2),-2.27141 # DEPENDENCYPART_ARC
(12,3),-1.80284 # DEPENDENCYPART_ARC
(12,4),-2.60026 # DEPENDENCYPART_ARC
(12,5),-1.81361 # DEPENDENCYPART_ARC
(12,6),-1.63184 # DEPENDENCYPART_ARC
(12,7),-1.44332 # DEPENDENCYPART_ARC
(12,8),-1.93188 # DEPENDENCYPART_ARC
(12,9),-1.60853 # DEPENDENCYPART_ARC
(12,10),-1.30697 # DEPENDENCYPART_ARC
(12,11),-0.293978 # DEPENDENCYPART_ARC
(12,13),-0.642812 # DEPENDENCYPART_ARC
(12,14),-1.53943 # DEPENDENCYPART_ARC
(12,15),-2.1237 # DEPENDENCYPART_ARC
(12,16),-1.57176 # DEPENDENCYPART_ARC
(12,17),-2.71436 # DEPENDENCYPART_ARC
(12,18),-2.72661 # DEPENDENCYPART_ARC
(12,19),-0.987707 # DEPENDENCYPART_ARC
(12,20),-2.09553 # DEPENDENCYPART_ARC
(12,21),-2.84213 # DEPENDENCYPART_ARC
(12,22),-4.12766 # DEPENDENCYPART_ARC
(12,23),-2.42456 # DEPENDENCYPART_ARC
(12,24),-4.28543 # DEPENDENCYPART_ARC
(12,25),-3.23027 # DEPENDENCYPART_ARC
(12,26),-3.71665 # DEPENDENCYPART_ARC
(12,27),-4.65677 # DEPENDENCYPART_ARC
(12,28),-4.62739 # DEPENDENCYPART_ARC
(12,29),-4.61616 # DEPENDENCYPART_ARC
(12,30),-2.15162 # DEPENDENCYPART_ARC
(13,1),-1.40415 # DEPENDENCYPART_ARC
(13,2),-0.129099 # DEPENDENCYPART_ARC
(13,3),-2.34049 # DEPENDENCYPART_ARC
(13,4),-0.279759 # DEPENDENCYPART_ARC
(13,5),-0.277151 # DEPENDENCYPART_ARC
(13,6),-2.18865 # DEPENDENCYPART_ARC
(13,7),-2.28477 # DEPENDENCYPART_ARC
(13,8),-1.88417 # DEPENDENCYPART_ARC
(13,9),-3.00135 # DEPENDENCYPART_ARC
(13,10),0.981166 # DEPENDENCYPART_ARC
(13,11),3.30499 # DEPENDENCYPART_ARC
(13,12),0.962546 # DEPENDENCYPART_ARC
(13,14),3.15422 # DEPENDENCYPART_ARC
(13,15),-0.0295924 # DEPENDENCYPART_ARC
(13,16),0.958485 # DEPENDENCYPART_ARC
(13,17),-0.326026 # DEPENDENCYPART_ARC
(13,18),0.0837433 # DEPENDENCYPART_ARC
(13,19),-0.467284 # DEPENDENCYPART_ARC
(13,20),-1.40819 # DEPENDENCYPART_ARC
(13,21),-3.69227 # DEPENDENCYPART_ARC
(13,22),-4.23321 # DEPENDENCYPART_ARC
(13,23),-0.435565 # DEPENDENCYPART_ARC
(13,24),-1.02817 # DEPENDENCYPART_ARC
(13,25),-0.657492 # DEPENDENCYPART_ARC
(13,26),-1.35527 # DEPENDENCYPART_ARC
(13,27),-4.12437 # DEPENDENCYPART_ARC
(13,28),-2.59846 # DEPENDENCYPART_ARC
(13,29),-6.60461 # DEPENDENCYPART_ARC
(13,30),-8.40506 # DEPENDENCYPART_ARC
(14,1),-3.41659 # DEPENDENCYPART_ARC
(14,2),-2.96048 # DEPENDENCYPART_ARC
(14,3),-5.98046 # DEPENDENCYPART_ARC
(14,4),-1.22991 # DEPENDENCYPART_ARC
(14,5),-1.77636 # DEPENDENCYPART_ARC
(14,6),-3.62567 # DEPENDENCYPART_ARC
(14,7),-3.66434 # DEPENDENCYPART_ARC
(14,8),-4.97129 # DEPENDENCYPART_ARC
(14,9),-4.14709 # DEPENDENCYPART_ARC
(14,10),-0.831424 # DEPENDENCYPART_ARC
(14,11),0.524133 # DEPENDENCYPART_ARC
(14,12),-0.830206 # DEPENDENCYPART_ARC
(14,13),-2.75058 # DEPENDENCYPART_ARC
(14,15),2.71738 # DEPENDENCYPART_ARC
(14,16),1.53709 # DEPENDENCYPART_ARC
(14,17),0.479418 # DEPENDENCYPART_ARC
(14,18),0.734801 # DEPENDENCYPART_ARC
(14,19),-0.552419 # DEPENDENCYPART_ARC
(14,20),-1.13773 # DEPENDENCYPART_ARC
(14,21),-3.82063 # DEPENDENCYPART_ARC
(14,22),-3.48085 # DEPENDENCYPART_ARC
(14,23),0.120965 # DEPENDENCYPART_ARC
(14,24),-1.48595 # DEPENDENCYPART_ARC
(14,25),-0.221784 # DEPENDENCYPART_ARC
(14,26),-3.16635 # DEPENDENCYPART_ARC
(14,27),-3.933 # DEPENDENCYPART_ARC
(14,28),-1.75774 # DEPENDENCYPART_ARC
(14,29),-6.03941 # DEPENDENCYPART_ARC
(14,30),-7.83483 # DEPENDENCYPART_ARC
(15,1),-3.60209 # DEPENDENCYPART_ARC
(15,2),-2.59327 # DEPENDENCYPART_ARC
(15,3),-5.18248 # DEPENDENCYPART_ARC
(15,4),-1.4097 # DEPENDENCYPART_ARC
(15,5),-2.02947 # DEPENDENCYPART_ARC
(15,6),-3.65648 # DEPENDENCYPART_ARC
(15,7),-5.39648 # DEPENDENCYPART_ARC
(15,8),-4.19608 # DEPENDENCYPART_ARC
(15,9),-4.08492 # DEPENDENCYPART_ARC
(15,10),-0.813405 # DEPENDENCYPART_ARC
(15,11),0.402608 # DEPENDENCYPART_ARC
(15,12),-1.20122 # DEPENDENCYPART_ARC
(15,13),-0.879214 # DEPENDENCYPART_ARC
(15,14),-0.11115 # DEPENDENCYPART_ARC
(15,16),2.34571 # DEPENDENCYPART_ARC
(15,17),1.11049 # DEPENDENCYPART_ARC
(15,18),0.600623 # DEPENDENCYPART_ARC
(15,19),-0.388409 # DEPENDENCYPART_ARC
(15,20),-1.36697 # DEPENDENCYPART_ARC
(15,21),-2.73565 # DEPENDENCYPART_ARC
(15,22),-3.12197 # DEPENDENCYPART_ARC
(15,23),0.315211 # DEPENDENCYPART_ARC
(15,24),-1.67405 # DEPENDENCYPART_ARC
(15,25),-0.197942 # DEPENDENCYPART_ARC
(15,26),-1.48554 # DEPENDENCYPART_ARC
(15,27),-2.95485 # DEPENDENCYPART_ARC
(15,28),-1.8288 # DEPENDENCYPART_ARC
(15,29),-5.84444 # DEPENDENCYPART_ARC
(15,30),-6.91545 # DEPENDENCYPART_ARC
(16,1),-4.91629 # DEPENDENCYPART_ARC
(16,2),-3.3211 # DEPENDENCYPART_ARC
(16,3),-3.4273 # DEPENDENCYPART_ARC
(16,4),-2.76289 # DEPENDENCYPART_ARC
(16,5),-2.92402 # DEPENDENCYPART_ARC
(16,7),-3.77764 # DEPENDENCYPART_ARC
(16,8),-4.17261 # DEPENDENCYPART_ARC
(16,9),-3.14219 # DEPENDENCYPART_ARC
(16,10),-2.13158 # DEPENDENCYPART_ARC
(16,11),-2.26419 # DEPENDENCYPART_ARC
(16,12),-1.82373 # DEPENDENCYPART_ARC
(16,13),-2.4733 # DEPENDENCYPART_ARC
(16,14),-2.04454 # DEPENDENCYPART_ARC
(16,15),-0.928743 # DEPENDENCYPART_ARC
(16,17),3.69819 # DEPENDENCYPART_ARC
(16,18),2.37044 # DEPENDENCYPART_ARC
(16,19),-0.22986 # DEPENDENCYPART_ARC
(16,20),-2.0665 # DEPENDENCYPART_ARC
(16,21),-2.85331 # DEPENDENCYPART_ARC
(16,22),-6.0695 # DEPENDENCYPART_ARC
(16,23),-1.88601 # DEPENDENCYPART_ARC
(16,24),-3.19652 # DEPENDENCYPART_ARC
(16,25),-2.55094 # DEPENDENCYPART_ARC
(16,26),-2.63245 # DEPENDENCYPART_ARC
(16,27),-6.50631 # DEPENDENCYPART_ARC
(16,28),-6.96645 # DEPENDENCYPART_ARC
(16,29),-10.9593 # DEPENDENCYPART_ARC
(16,30),-2.86254 # DEPENDENCYPART_ARC
(17,1),-4.88367 # DEPENDENCYPART_ARC
(17,2),-4.72029 # DEPENDENCYPART_ARC
(17,3),-7.66689 # DEPENDENCYPART_ARC
(17,4),-2.61971 # DEPENDENCYPART_ARC
(17,5),-3.50399 # DEPENDENCYPART_ARC
(17,6),-5.40079 # DEPENDENCYPART_ARC
(17,7),-6.62864 # DEPENDENCYPART_ARC
(17,8),-6.42356 # DEPENDENCYPART_ARC
(17,9),-4.92613 # DEPENDENCYPART_ARC
(17,10),-2.15315 # DEPENDENCYPART_ARC
(17,11),-1.87761 # DEPENDENCYPART_ARC
(17,12),-2.59481 # DEPENDENCYPART_ARC
(17,13),-4.54838 # DEPENDENCYPART_ARC
(17,14),-3.04926 # DEPENDENCYPART_ARC
(17,15),-3.8979 # DEPENDENCYPART_ARC
(17,16),1.26805 # DEPENDENCYPART_ARC
(17,18),3.01667 # DEPENDENCYPART_ARC
(17,19),-0.506135 # DEPENDENCYPART_ARC
(17,20),-0.634374 # DEPENDENCYPART_ARC
(17,21),-3.02173 # DEPENDENCYPART_ARC
(17,22),-2.00129 # DEPENDENCYPART_ARC
(17,23),0.230807 # DEPENDENCYPART_ARC
(17,24),-0.245885 # DEPENDENCYPART_ARC
(17,25),0.177114 # DEPENDENCYPART_ARC
(17,26),-1.957 # DEPENDENCYPART_ARC
(17,27),-3.31343 # DEPENDENCYPART_ARC
(17,28),-0.707663 # DEPENDENCYPART_ARC
(17,29),-5.36381 # DEPENDENCYPART_ARC
(17,30),-5.9718 # DEPENDENCYPART_ARC
(18,1),-5.05421 # DEPENDENCYPART_ARC
(18,2),-4.42741 # DEPENDENCYPART_ARC
(18,3),-6.99667 # DEPENDENCYPART_ARC
(18,4),-1.99886 # DEPENDENCYPART_ARC
(18,5),-3.16977 # DEPENDENCYPART_ARC
(18,6),-5.81582 # DEPENDENCYPART_ARC
(18,7),-5.90981 # DEPENDENCYPART_ARC
(18,8),-5.65212 # DEPENDENCYPART_ARC
(18,9),-4.5291 # DEPENDENCYPART_ARC
(18,10),-1.72361 # DEPENDENCYPART_ARC
(18,11),-1.32344 # DEPENDENCYPART_ARC
(18,12),-2.3008 # DEPENDENCYPART_ARC
(18,13),-3.17246 # DEPENDENCYPART_ARC
(18,14),-0.0791162 # DEPENDENCYPART_ARC
(18,15),-3.33468 # DEPENDENCYPART_ARC
(18,16),-0.475954 # DEPENDENCYPART_ARC
(18,17),2.3658 # DEPENDENCYPART_ARC
(18,19),-0.506551 # DEPENDENCYPART_ARC
(18,20),-1.10446 # DEPENDENCYPART_ARC
(18,21),-3.82841 # DEPENDENCYPART_ARC
