# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,7,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(5,1),-1.66093 # DEPENDENCYPART_ARC
(5,2),-1.29467 # DEPENDENCYPART_ARC
(5,3),-0.698746 # DEPENDENCYPART_ARC
(5,4),-0.382156 # DEPENDENCYPART_ARC
(5,6),-0.293035 # DEPENDENCYPART_ARC
(5,7),-1.52423 # DEPENDENCYPART_ARC
(5,8),-1.8784 # DEPENDENCYPART_ARC
(5,9),-1.51079 # DEPENDENCYPART_ARC
(5,10),-0.861815 # DEPENDENCYPART_ARC
(5,11),-1.82501 # DEPENDENCYPART_ARC
(5,12),-1.24044 # DEPENDENCYPART_ARC
(5,13),-2.0187 # DEPENDENCYPART_ARC
(5,14),-1.50541 # DEPENDENCYPART_ARC
(5,15),-2.66334 # DEPENDENCYPART_ARC
(5,16),-2.62927 # DEPENDENCYPART_ARC
(5,17),-3.5657 # DEPENDENCYPART_ARC
(5,18),-1.20034 # DEPENDENCYPART_ARC
(5,19),-3.15689 # DEPENDENCYPART_ARC
(5,20),-4.74616 # DEPENDENCYPART_ARC
(5,21),-2.92124 # DEPENDENCYPART_ARC
(5,22),-6.05923 # DEPENDENCYPART_ARC
(5,23),-3.69405 # DEPENDENCYPART_ARC
(6,1),-1.27556 # DEPENDENCYPART_ARC
(6,2),-1.68293 # DEPENDENCYPART_ARC
(6,3),-0.584974 # DEPENDENCYPART_ARC
(6,4),-0.344892 # DEPENDENCYPART_ARC
(6,5),1.40681 # DEPENDENCYPART_ARC
(6,7),1.28374 # DEPENDENCYPART_ARC
(6,8),0.429734 # DEPENDENCYPART_ARC
(6,9),1.60347 # DEPENDENCYPART_ARC
(6,10),-0.342109 # DEPENDENCYPART_ARC
(6,11),-0.618513 # DEPENDENCYPART_ARC
(6,12),-0.842241 # DEPENDENCYPART_ARC
(6,13),-1.18051 # DEPENDENCYPART_ARC
(6,14),-1.31204 # DEPENDENCYPART_ARC
(6,15),-1.42255 # DEPENDENCYPART_ARC
(6,16),-1.40095 # DEPENDENCYPART_ARC
(6,17),0.206804 # DEPENDENCYPART_ARC
(6,18),-1.24182 # DEPENDENCYPART_ARC
(6,19),-1.81064 # DEPENDENCYPART_ARC
(6,20),-0.962977 # DEPENDENCYPART_ARC
(6,21),-1.51627 # DEPENDENCYPART_ARC
(6,22),-1.78259 # DEPENDENCYPART_ARC
(6,23),-2.91352 # DEPENDENCYPART_ARC
(7,1),-3.29497 # DEPENDENCYPART_ARC
(7,2),-2.59521 # DEPENDENCYPART_ARC
(7,3),0.605502 # DEPENDENCYPART_ARC
(7,4),-2.4361 # DEPENDENCYPART_ARC
(7,5),2.00999 # DEPENDENCYPART_ARC
(7,6),2.30738 # DEPENDENCYPART_ARC
(7,8),-0.240063 # DEPENDENCYPART_ARC
(7,9),-0.35251 # DEPENDENCYPART_ARC
(7,10),-0.00693682 # DEPENDENCYPART_ARC
(7,11),-3.0358 # DEPENDENCYPART_ARC
(7,12),0.105519 # DEPENDENCYPART_ARC
(7,13),-1.64241 # DEPENDENCYPART_ARC
(7,14),-0.716309 # DEPENDENCYPART_ARC
(7,15),-1.97333 # DEPENDENCYPART_ARC
(7,16),-1.32262 # DEPENDENCYPART_ARC
(7,17),-1.89366 # DEPENDENCYPART_ARC
(7,18),-1.54289 # DEPENDENCYPART_ARC
(7,19),-3.67285 # DEPENDENCYPART_ARC
(7,20),-4.76473 # DEPENDENCYPART_ARC
(7,21),-2.34501 # DEPENDENCYPART_ARC
(7,22),-4.34102 # DEPENDENCYPART_ARC
(7,23),-3.42595 # DEPENDENCYPART_ARC
(8,1),-4.45343 # DEPENDENCYPART_ARC
(8,2),-3.73556 # DEPENDENCYPART_ARC
(8,3),-0.452443 # DEPENDENCYPART_ARC
(8,4),-3.52443 # DEPENDENCYPART_ARC
(8,5),0.235981 # DEPENDENCYPART_ARC
(8,6),0.534622 # DEPENDENCYPART_ARC
(8,7),0.138363 # DEPENDENCYPART_ARC
(8,9),-0.644911 # DEPENDENCYPART_ARC
(8,10),-0.356447 # DEPENDENCYPART_ARC
(8,11),-3.3441 # DEPENDENCYPART_ARC
(8,12),-0.212151 # DEPENDENCYPART_ARC
(8,13),-1.93173 # DEPENDENCYPART_ARC
(8,14),-1.08887 # DEPENDENCYPART_ARC
(8,15),-2.41026 # DEPENDENCYPART_ARC
(8,16),-1.59597 # DEPENDENCYPART_ARC
(8,17),-2.74248 # DEPENDENCYPART_ARC
(8,18),-1.78753 # DEPENDENCYPART_ARC
(8,19),-4.13351 # DEPENDENCYPART_ARC
(8,20),-5.50088 # DEPENDENCYPART_ARC
(8,21),-2.4369 # DEPENDENCYPART_ARC
(8,22),-5.09557 # DEPENDENCYPART_ARC
(8,23),-3.64359 # DEPENDENCYPART_ARC
(9,1),-4.01734 # DEPENDENCYPART_ARC
(9,2),-1.31026 # DEPENDENCYPART_ARC
(9,3),-0.28884 # DEPENDENCYPART_ARC
(9,4),-3.57783 # DEPENDENCYPART_ARC
(9,5),0.32982 # DEPENDENCYPART_ARC
(9,6),1.09567 # DEPENDENCYPART_ARC
(9,7),5.06199 # DEPENDENCYPART_ARC
(9,8),5.63687 # DEPENDENCYPART_ARC
(9,10),0.386661 # DEPENDENCYPART_ARC
(9,11),-1.00771 # DEPENDENCYPART_ARC
(9,12),1.84535 # DEPENDENCYPART_ARC
(9,13),1.35942 # DEPENDENCYPART_ARC
(9,14),1.10993 # DEPENDENCYPART_ARC
(9,15),-0.490192 # DEPENDENCYPART_ARC
(9,16),-2.87935 # DEPENDENCYPART_ARC
(9,17),-3.75534 # DEPENDENCYPART_ARC
(9,18),-0.0850671 # DEPENDENCYPART_ARC
(9,19),-5.03408 # DEPENDENCYPART_ARC
(9,20),-4.23314 # DEPENDENCYPART_ARC
(9,21),-2.74372 # DEPENDENCYPART_ARC
(9,22),-5.21397 # DEPENDENCYPART_ARC
(9,23),-4.73126 # DEPENDENCYPART_ARC
(10,1),-1.82507 # DEPENDENCYPART_ARC
(10,2),-0.311366 # DEPENDENCYPART_ARC
(10,3),-1.3805 # DEPENDENCYPART_ARC
(10,4),-1.05661 # DEPENDENCYPART_ARC
(10,5),-1.25842 # DEPENDENCYPART_ARC
(10,6),-1.59331 # DEPENDENCYPART_ARC
(10,7),-0.937999 # DEPENDENCYPART_ARC
(10,8),-1.04513 # DEPENDENCYPART_ARC
(10,9),-0.868577 # DEPENDENCYPART_ARC
(10,11),-0.750791 # DEPENDENCYPART_ARC
(10,12),0.00526258 # DEPENDENCYPART_ARC
(10,13),-0.820927 # DEPENDENCYPART_ARC
(10,14),-1.0997 # DEPENDENCYPART_ARC
(10,15),-1.69345 # DEPENDENCYPART_ARC
(10,16),-2.79168 # DEPENDENCYPART_ARC
(10,17),-3.76723 # DEPENDENCYPART_ARC
(10,18),-1.06511 # DEPENDENCYPART_ARC
(10,19),-3.19059 # DEPENDENCYPART_ARC
(10,20),-4.91285 # DEPENDENCYPART_ARC
(10,21),-1.43001 # DEPENDENCYPART_ARC
(10,22),-4.87774 # DEPENDENCYPART_ARC
(10,23),-1.70308 # DEPENDENCYPART_ARC
(11,1),-2.88432 # DEPENDENCYPART_ARC
(11,2),-2.06562 # DEPENDENCYPART_ARC
(11,3),-1.62984 # DEPENDENCYPART_ARC
(11,4),-3.24034 # DEPENDENCYPART_ARC
(11,5),-0.705851 # DEPENDENCYPART_ARC
(11,6),-1.3679 # DEPENDENCYPART_ARC
(11,7),-2.7131 # DEPENDENCYPART_ARC
(11,8),-2.47195 # DEPENDENCYPART_ARC
(11,9),-2.43076 # DEPENDENCYPART_ARC
(11,10),-0.331846 # DEPENDENCYPART_ARC
(11,12),0.413127 # DEPENDENCYPART_ARC
(11,13),-0.769631 # DEPENDENCYPART_ARC
(11,14),-1.05081 # DEPENDENCYPART_ARC
(11,15),-1.58343 # DEPENDENCYPART_ARC
(11,16),-1.26186 # DEPENDENCYPART_ARC
(11,17),-0.69219 # DEPENDENCYPART_ARC
(11,18),0.321366 # DEPENDENCYPART_ARC
(11,19),-3.75672 # DEPENDENCYPART_ARC
(11,20),-1.65821 # DEPENDENCYPART_ARC
(11,21),-0.195656 # DEPENDENCYPART_ARC
(11,22),-1.6487 # DEPENDENCYPART_ARC
(11,23),-0.720051 # DEPENDENCYPART_ARC
(12,1),-2.97195 # DEPENDENCYPART_ARC
(12,2),-3.63233 # DEPENDENCYPART_ARC
(12,3),-3.33916 # DEPENDENCYPART_ARC
(12,4),-3.5872 # DEPENDENCYPART_ARC
(12,5),-3.21011 # DEPENDENCYPART_ARC
(12,6),-2.96338 # DEPENDENCYPART_ARC
(12,7),-3.96376 # DEPENDENCYPART_ARC
(12,8),-4.01565 # DEPENDENCYPART_ARC
(12,9),-4.24035 # DEPENDENCYPART_ARC
(12,10),-0.76891 # DEPENDENCYPART_ARC
(12,11),-0.0179789 # DEPENDENCYPART_ARC
(12,13),-0.187124 # DEPENDENCYPART_ARC
(12,14),-2.00407 # DEPENDENCYPART_ARC
(12,15),-2.70945 # DEPENDENCYPART_ARC
(12,16),-5.22095 # DEPENDENCYPART_ARC
(12,17),-3.50371 # DEPENDENCYPART_ARC
(12,18),-1.24773 # DEPENDENCYPART_ARC
(12,19),-5.08258 # DEPENDENCYPART_ARC
(12,20),-5.10656 # DEPENDENCYPART_ARC
(12,21),-2.7732 # DEPENDENCYPART_ARC
(12,22),-5.91235 # DEPENDENCYPART_ARC
(12,23),-2.92286 # DEPENDENCYPART_ARC
(13,1),1.57368 # DEPENDENCYPART_ARC
(13,2),-2.7102 # DEPENDENCYPART_ARC
(13,3),0.264117 # DEPENDENCYPART_ARC
(13,4),-1.21273 # DEPENDENCYPART_ARC
(13,5),-0.195851 # DEPENDENCYPART_ARC
(13,6),0.142991 # DEPENDENCYPART_ARC
(13,7),-1.86543 # DEPENDENCYPART_ARC
(13,8),-1.67994 # DEPENDENCYPART_ARC
(13,9),-0.00828642 # DEPENDENCYPART_ARC
(13,10),1.94468 # DEPENDENCYPART_ARC
(13,11),2.69374 # DEPENDENCYPART_ARC
(13,12),3.98186 # DEPENDENCYPART_ARC
(13,14),3.15113 # DEPENDENCYPART_ARC
(13,15),1.68636 # DEPENDENCYPART_ARC
(13,16),-2.03296 # DEPENDENCYPART_ARC
(13,17),0.115389 # DEPENDENCYPART_ARC
(13,18),1.09672 # DEPENDENCYPART_ARC
(13,19),-3.22592 # DEPENDENCYPART_ARC
(13,20),-2.84991 # DEPENDENCYPART_ARC
(13,21),-0.209859 # DEPENDENCYPART_ARC
(13,22),-1.38931 # DEPENDENCYPART_ARC
(13,23),-0.296437 # DEPENDENCYPART_ARC
(14,1),0.516631 # DEPENDENCYPART_ARC
(14,2),-5.10945 # DEPENDENCYPART_ARC
(14,3),-1.27463 # DEPENDENCYPART_ARC
(14,4),-0.703805 # DEPENDENCYPART_ARC
(14,5),-0.875957 # DEPENDENCYPART_ARC
(14,6),-0.701719 # DEPENDENCYPART_ARC
(14,7),-0.689598 # DEPENDENCYPART_ARC
(14,8),-0.772999 # DEPENDENCYPART_ARC
(14,9),0.070907 # DEPENDENCYPART_ARC
(14,10),-0.0159527 # DEPENDENCYPART_ARC
(14,11),0.483053 # DEPENDENCYPART_ARC
(14,12),1.93109 # DEPENDENCYPART_ARC
(14,13),-1.1124 # DEPENDENCYPART_ARC
(14,15),1.70333 # DEPENDENCYPART_ARC
(14,16),-0.330022 # DEPENDENCYPART_ARC
(14,17),0.957153 # DEPENDENCYPART_ARC
(14,18),0.575799 # DEPENDENCYPART_ARC
(14,19),-1.89037 # DEPENDENCYPART_ARC
(14,20),-2.29798 # DEPENDENCYPART_ARC
(14,21),-1.08229 # DEPENDENCYPART_ARC
(14,22),-3.46221 # DEPENDENCYPART_ARC
(14,23),-1.23778 # DEPENDENCYPART_ARC
(15,1),1.08402 # DEPENDENCYPART_ARC
(15,2),-3.45544 # DEPENDENCYPART_ARC
(15,3),-0.854606 # DEPENDENCYPART_ARC
(15,4),-1.79235 # DEPENDENCYPART_ARC
(15,5),-0.544438 # DEPENDENCYPART_ARC
(15,6),-0.578123 # DEPENDENCYPART_ARC
(15,7),-3.96405 # DEPENDENCYPART_ARC
(15,8),-4.13103 # DEPENDENCYPART_ARC
(15,9),-2.14899 # DEPENDENCYPART_ARC
(15,10),0.15298 # DEPENDENCYPART_ARC
(15,11),1.14606 # DEPENDENCYPART_ARC
(15,12),1.72722 # DEPENDENCYPART_ARC
(15,13),1.00194 # DEPENDENCYPART_ARC
(15,14),4.29153 # DEPENDENCYPART_ARC
(15,16),-0.0709027 # DEPENDENCYPART_ARC
(15,17),1.35299 # DEPENDENCYPART_ARC
(15,18),0.949877 # DEPENDENCYPART_ARC
(15,19),-2.42106 # DEPENDENCYPART_ARC
(15,20),-2.32506 # DEPENDENCYPART_ARC
(15,21),-0.440507 # DEPENDENCYPART_ARC
(15,22),-1.87891 # DEPENDENCYPART_ARC
(15,23),-0.856226 # DEPENDENCYPART_ARC
(16,1),-6.34472 # DEPENDENCYPART_ARC
(16,2),-2.98012 # DEPENDENCYPART_ARC
(16,3),-2.39553 # DEPENDENCYPART_ARC
(16,4),-6.43095 # DEPENDENCYPART_ARC
(16,5),-2.40754 # DEPENDENCYPART_ARC
(16,6),-1.61601 # DEPENDENCYPART_ARC
(16,7),-4.62983 # DEPENDENCYPART_ARC
(16,8),-4.77321 # DEPENDENCYPART_ARC
(16,9),-4.8008 # DEPENDENCYPART_ARC
(16,10),-2.61163 # DEPENDENCYPART_ARC
(16,11),-2.60369 # DEPENDENCYPART_ARC
(16,12),-0.590804 # DEPENDENCYPART_ARC
(16,13),-2.2759 # DEPENDENCYPART_ARC
(16,14),-0.331406 # DEPENDENCYPART_ARC
(16,15),-1.66987 # DEPENDENCYPART_ARC
(16,17),0.356022 # DEPENDENCYPART_ARC
(16,18),-0.748098 # DEPENDENCYPART_ARC
(16,19),-2.20541 # DEPENDENCYPART_ARC
(16,20),-2.99244 # DEPENDENCYPART_ARC
(16,21),-1.14247 # DEPENDENCYPART_ARC
(16,22),-4.46199 # DEPENDENCYPART_ARC
(16,23),-2.26522 # DEPENDENCYPART_ARC
(17,1),-7.66146 # DEPENDENCYPART_ARC
(17,2),-3.04582 # DEPENDENCYPART_ARC
(17,3),-2.42125 # DEPENDENCYPART_ARC
(17,4),-6.24555 # DEPENDENCYPART_ARC
(17,5),-2.41367 # DEPENDENCYPART_ARC
(17,6),-1.63326 # DEPENDENCYPART_ARC
(17,7),-5.55467 # DEPENDENCYPART_ARC
(17,8),-5.61444 # DEPENDENCYPART_ARC
(17,9),-7.43609 # DEPENDENCYPART_ARC
(17,10),-2.42153 # DEPENDENCYPART_ARC
(17,11),-3.83042 # DEPENDENCYPART_ARC
(17,12),0.110916 # DEPENDENCYPART_ARC
(17,13),-3.62877 # DEPENDENCYPART_ARC
(17,14),-0.416988 # DEPENDENCYPART_ARC
(17,15),-1.7909 # DEPENDENCYPART_ARC
(17,16),5.03917 # DEPENDENCYPART_ARC
(17,18),-0.395647 # DEPENDENCYPART_ARC
(17,19),-1.37753 # DEPENDENCYPART_ARC
(17,20),-1.63856 # DEPENDENCYPART_ARC
(17,21),-0.779995 # DEPENDENCYPART_ARC
(17,22),-4.3352 # DEPENDENCYPART_ARC
(17,23),-2.75875 # DEPENDENCYPART_ARC
(18,1),-2.10631 # DEPENDENCYPART_ARC
(18,2),-1.12016 # DEPENDENCYPART_ARC
(18,3),-1.58379 # DEPENDENCYPART_ARC
(18,4),-2.08448 # DEPENDENCYPART_ARC
(18,5),-1.12147 # DEPENDENCYPART_ARC
(18,6),-1.6807 # DEPENDENCYPART_ARC
(18,7),-1.9634 # DEPENDENCYPART_ARC
(18,8),-1.90075 # DEPENDENCYPART_ARC
(18,9),-1.81978 # DEPENDENCYPART_ARC
(18,10),-0.52375 # DEPENDENCYPART_ARC
(18,11),0.322137 # DEPENDENCYPART_ARC
(18,12),0.000490233 # DEPENDENCYPART_ARC
(18,13),0.289849 # DEPENDENCYPART_ARC
(18,14),0.495359 # DEPENDENCYPART_ARC
(18,15),0.672205 # DEPENDENCYPART_ARC
(18,16),-0.0981363 # DEPENDENCYPART_ARC
(18,17),-0.414834 # DEPENDENCYPART_ARC
(18,19),0.353844 # DEPENDENCYPART_ARC
(18,20),-0.314563 # DEPENDENCYPART_ARC
(18,21),-0.237696 # DEPENDENCYPART_ARC
(18,22),-0.779716 # DEPENDENCYPART_ARC
(18,23),-0.568711 # DEPENDENCYPART_ARC
(19,1),1.04693 # DEPENDENCYPART_ARC
(19,2),-0.881357 # DEPENDENCYPART_ARC
(19,3),-1.26607 # DEPENDENCYPART_ARC
(19,4),-2.12012 # DEPENDENCYPART_ARC
(19,5),-1.01878 # DEPENDENCYPART_ARC
(19,6),-0.734586 # DEPENDENCYPART_ARC
(19,7),-2.00416 # DEPENDENCYPART_ARC
(19,8),-2.11839 # DEPENDENCYPART_ARC
(19,9),-1.43087 # DEPENDENCYPART_ARC
(19,10),-0.685328 # DEPENDENCYPART_ARC
(19,11),-0.329093 # DEPENDENCYPART_ARC
(19,12),1.98646 # DEPENDENCYPART_ARC
(19,13),-1.75751 # DEPENDENCYPART_ARC
(19,14),2.28179 # DEPENDENCYPART_ARC
(19,15),-1.11367 # DEPENDENCYPART_ARC
(19,16),-0.635775 # DEPENDENCYPART_ARC
(19,17),0.0968388 # DEPENDENCYPART_ARC
(19,18),-0.173227 # DEPENDENCYPART_ARC
(19,20),1.04514 # DEPENDENCYPART_ARC
(19,21),0.349496 # DEPENDENCYPART_ARC
(19,22),1.99175 # DEPENDENCYPART_ARC
(19,23),0.203304 # DEPENDENCYPART_ARC
(20,1),-9.46911 # DEPENDENCYPART_ARC
(20,2),-4.39121 # DEPENDENCYPART_ARC
(20,3),-4.3246 # DEPENDENCYPART_ARC
(20,4),-10.6439 # DEPENDENCYPART_ARC
(20,5),-4.74937 # DEPENDENCYPART_ARC
(20,6),-3.66052 # DEPENDENCYPART_ARC
(20,7),-8.56702 # DEPENDENCYPART_ARC
(20,8),-8.65449 # DEPENDENCYPART_ARC
(20,9),-9.91098 # DEPENDENCYPART_ARC
(20,10),-4.57927 # DEPENDENCYPART_ARC
(20,11),-5.49788 # DEPENDENCYPART_ARC
(20,12),-1.60366 # DEPENDENCYPART_ARC
(20,13),-6.11081 # DEPENDENCYPART_ARC
(20,14),-2.26588 # DEPENDENCYPART_ARC
(20,15),-4.33007 # DEPENDENCYPART_ARC
(20,16),-4.58051 # DEPENDENCYPART_ARC
(20,17),-5.45503 # DEPENDENCYPART_ARC
(20,18),-1.955 # DEPENDENCYPART_ARC
(20,19),-4.50238 # DEPENDENCYPART_ARC
(20,21),2.52588 # DEPENDENCYPART_ARC
(20,22),-2.88363 # DEPENDENCYPART_ARC
(20,23),0.152349 # DEPENDENCYPART_ARC
(21,1),-4.94197 # DEPENDENCYPART_ARC
(21,2),-3.76952 # DEPENDENCYPART_ARC
(21,3),-2.94314 # DEPENDENCYPART_ARC
(21,4),-3.6912 # DEPENDENCYPART_ARC
(21,5),-2.23752 # DEPENDENCYPART_ARC
(21,6),-3.4103 # DEPENDENCYPART_ARC
(21,7),-2.66475 # DEPENDENCYPART_ARC
(21,8),-2.47241 # DEPENDENCYPART_ARC
(21,9),-2.32443 # DEPENDENCYPART_ARC
(21,10),-2.46307 # DEPENDENCYPART_ARC
(21,11),-1.04083 # DEPENDENCYPART_ARC
(21,12),-2.28318 # DEPENDENCYPART_ARC
(21,13),-2.17386 # DEPENDENCYPART_ARC
(21,14),-2.01791 # DEPENDENCYPART_ARC
(21,15),-1.82897 # DEPENDENCYPART_ARC
(21,16),-0.948995 # DEPENDENCYPART_ARC
(21,17),0.0415106 # DEPENDENCYPART_ARC
(21,18),-1.17679 # DEPENDENCYPART_ARC
(21,19),-1.2402 # DEPENDENCYPART_ARC
(21,20),1.08682 # DEPENDENCYPART_ARC
(21,22),-0.13707 # DEPENDENCYPART_ARC
(21,23),-0.77177 # DEPENDENCYPART_ARC
(22,1),-4.78197 # DEPENDENCYPART_ARC
(22,2),-2.86805 # DEPENDENCYPART_ARC
(22,3),-2.5297 # DEPENDENCYPART_ARC
(22,4),-8.38231 # DEPENDENCYPART_ARC
(22,5),-3.52398 # DEPENDENCYPART_ARC
(22,6),-1.52939 # DEPENDENCYPART_ARC
(22,7),-4.71149 # DEPENDENCYPART_ARC
(22,8),-4.73537 # DEPENDENCYPART_ARC
(22,9),-5.11305 # DEPENDENCYPART_ARC
(22,10),-2.60645 # DEPENDENCYPART_ARC
(22,11),-1.3554 # DEPENDENCYPART_ARC
(22,12),0.313841 # DEPENDENCYPART_ARC
(22,13),-4.54955 # DEPENDENCYPART_ARC
(22,14),-0.634103 # DEPENDENCYPART_ARC
(22,15),-2.69194 # DEPENDENCYPART_ARC
(22,16),-2.70955 # DEPENDENCYPART_ARC
(22,17),-2.10028 # DEPENDENCYPART_ARC
(22,18),-0.384108 # DEPENDENCYPART_ARC
(22,19),-2.9687 # DEPENDENCYPART_ARC
(22,20),7.99071 # DEPENDENCYPART_ARC
(22,21),0.499284 # DEPENDENCYPART_ARC
(22,23),1.44366 # DEPENDENCYPART_ARC
(23,1),-7.22382 # DEPENDENCYPART_ARC
