# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(9,6),-5.58734 # DEPENDENCYPART_ARC
(9,7),-0.161078 # DEPENDENCYPART_ARC
(9,8),0.0865083 # DEPENDENCYPART_ARC
(9,10),-0.18909 # DEPENDENCYPART_ARC
(9,11),-0.833656 # DEPENDENCYPART_ARC
(9,12),-0.318614 # DEPENDENCYPART_ARC
(9,13),-0.720035 # DEPENDENCYPART_ARC
(9,14),0.143695 # DEPENDENCYPART_ARC
(9,15),-1.16665 # DEPENDENCYPART_ARC
(9,16),-0.829709 # DEPENDENCYPART_ARC
(9,17),-2.74375 # DEPENDENCYPART_ARC
(9,18),-2.40489 # DEPENDENCYPART_ARC
(9,19),-2.92453 # DEPENDENCYPART_ARC
(10,1),-3.10418 # DEPENDENCYPART_ARC
(10,2),0.193557 # DEPENDENCYPART_ARC
(10,3),-1.54931 # DEPENDENCYPART_ARC
(10,4),-3.77461 # DEPENDENCYPART_ARC
(10,5),0.397889 # DEPENDENCYPART_ARC
(10,6),-1.24293 # DEPENDENCYPART_ARC
(10,7),1.73824 # DEPENDENCYPART_ARC
(10,8),2.76385 # DEPENDENCYPART_ARC
(10,9),2.84495 # DEPENDENCYPART_ARC
(10,11),2.26812 # DEPENDENCYPART_ARC
(10,12),2.67394 # DEPENDENCYPART_ARC
(10,13),0.891703 # DEPENDENCYPART_ARC
(10,14),0.750957 # DEPENDENCYPART_ARC
(10,15),0.40324 # DEPENDENCYPART_ARC
(10,16),1.69694 # DEPENDENCYPART_ARC
(10,17),-1.82318 # DEPENDENCYPART_ARC
(10,18),0.198868 # DEPENDENCYPART_ARC
(10,19),0.403584 # DEPENDENCYPART_ARC
(11,1),-3.49111 # DEPENDENCYPART_ARC
(11,2),-2.63547 # DEPENDENCYPART_ARC
(11,3),-1.7176 # DEPENDENCYPART_ARC
(11,4),-2.34452 # DEPENDENCYPART_ARC
(11,5),-1.49935 # DEPENDENCYPART_ARC
(11,6),-1.76795 # DEPENDENCYPART_ARC
(11,7),-0.851035 # DEPENDENCYPART_ARC
(11,8),-1.40628 # DEPENDENCYPART_ARC
(11,9),-1.4705 # DEPENDENCYPART_ARC
(11,10),-1.31991 # DEPENDENCYPART_ARC
(11,12),0.619325 # DEPENDENCYPART_ARC
(11,13),-0.546208 # DEPENDENCYPART_ARC
(11,14),0.403369 # DEPENDENCYPART_ARC
(11,15),-0.267395 # DEPENDENCYPART_ARC
(11,16),-0.762877 # DEPENDENCYPART_ARC
(11,17),-1.83356 # DEPENDENCYPART_ARC
(11,18),-2.30965 # DEPENDENCYPART_ARC
(11,19),-1.24509 # DEPENDENCYPART_ARC
(12,1),-2.50769 # DEPENDENCYPART_ARC
(12,2),-2.60143 # DEPENDENCYPART_ARC
(12,3),-2.8028 # DEPENDENCYPART_ARC
(12,4),-2.60966 # DEPENDENCYPART_ARC
(12,5),-2.02249 # DEPENDENCYPART_ARC
(12,6),-1.61445 # DEPENDENCYPART_ARC
(12,7),-0.274582 # DEPENDENCYPART_ARC
(12,8),-1.10713 # DEPENDENCYPART_ARC
(12,9),-2.3359 # DEPENDENCYPART_ARC
(12,10),-1.15122 # DEPENDENCYPART_ARC
(12,11),0.232719 # DEPENDENCYPART_ARC
(12,13),1.63236 # DEPENDENCYPART_ARC
(12,14),1.21132 # DEPENDENCYPART_ARC
(12,15),3.57854 # DEPENDENCYPART_ARC
(12,16),0.501441 # DEPENDENCYPART_ARC
(12,17),-0.645277 # DEPENDENCYPART_ARC
(12,18),-0.791954 # DEPENDENCYPART_ARC
(12,19),-0.890345 # DEPENDENCYPART_ARC
(13,1),-1.39226 # DEPENDENCYPART_ARC
(13,2),-1.93341 # DEPENDENCYPART_ARC
(13,3),-1.66784 # DEPENDENCYPART_ARC
(13,4),-1.48347 # DEPENDENCYPART_ARC
(13,5),-1.24726 # DEPENDENCYPART_ARC
(13,6),-1.39517 # DEPENDENCYPART_ARC
(13,7),-1.14884 # DEPENDENCYPART_ARC
(13,8),-0.245059 # DEPENDENCYPART_ARC
(13,9),-1.13483 # DEPENDENCYPART_ARC
(13,10),-1.51245 # DEPENDENCYPART_ARC
(13,11),0.820395 # DEPENDENCYPART_ARC
(13,12),-0.206478 # DEPENDENCYPART_ARC
(13,14),3.25099 # DEPENDENCYPART_ARC
(13,15),0.848469 # DEPENDENCYPART_ARC
(13,16),-0.868596 # DEPENDENCYPART_ARC
(13,17),-1.00539 # DEPENDENCYPART_ARC
(13,18),-1.15841 # DEPENDENCYPART_ARC
(13,19),-1.10408 # DEPENDENCYPART_ARC
(14,1),-2.26871 # DEPENDENCYPART_ARC
(14,2),-2.63671 # DEPENDENCYPART_ARC
(14,3),-2.11711 # DEPENDENCYPART_ARC
(14,4),-2.18862 # DEPENDENCYPART_ARC
(14,5),-2.02777 # DEPENDENCYPART_ARC
(14,6),-0.883736 # DEPENDENCYPART_ARC
(14,7),-2.26946 # DEPENDENCYPART_ARC
(14,8),-1.06988 # DEPENDENCYPART_ARC
(14,9),-1.85901 # DEPENDENCYPART_ARC
(14,10),-1.67763 # DEPENDENCYPART_ARC
(14,11),-0.845772 # DEPENDENCYPART_ARC
(14,12),-1.35198 # DEPENDENCYPART_ARC
(14,13),0.0220557 # DEPENDENCYPART_ARC
(14,15),-0.560934 # DEPENDENCYPART_ARC
(14,16),-0.591638 # DEPENDENCYPART_ARC
(14,17),-1.21054 # DEPENDENCYPART_ARC
(14,18),-1.3553 # DEPENDENCYPART_ARC
(14,19),-0.705171 # DEPENDENCYPART_ARC
(15,1),-2.66755 # DEPENDENCYPART_ARC
(15,2),-4.10628 # DEPENDENCYPART_ARC
(15,3),-3.52384 # DEPENDENCYPART_ARC
(15,4),-4.4205 # DEPENDENCYPART_ARC
(15,5),-1.19524 # DEPENDENCYPART_ARC
(15,6),-5.70173 # DEPENDENCYPART_ARC
(15,7),-0.698242 # DEPENDENCYPART_ARC
(15,8),-3.02419 # DEPENDENCYPART_ARC
(15,9),-2.62981 # DEPENDENCYPART_ARC
(15,10),-1.1991 # DEPENDENCYPART_ARC
(15,11),0.734344 # DEPENDENCYPART_ARC
(15,12),0.521632 # DEPENDENCYPART_ARC
(15,13),3.08169 # DEPENDENCYPART_ARC
(15,14),0.997093 # DEPENDENCYPART_ARC
(15,16),-0.187564 # DEPENDENCYPART_ARC
(15,17),-1.6658 # DEPENDENCYPART_ARC
(15,18),-0.264861 # DEPENDENCYPART_ARC
(15,19),-1.29805 # DEPENDENCYPART_ARC
(16,1),-1.05437 # DEPENDENCYPART_ARC
(16,2),-0.431927 # DEPENDENCYPART_ARC
(16,3),-0.932919 # DEPENDENCYPART_ARC
(16,4),-1.20457 # DEPENDENCYPART_ARC
(16,5),0.00373278 # DEPENDENCYPART_ARC
(16,6),0.118241 # DEPENDENCYPART_ARC
(16,7),0.192641 # DEPENDENCYPART_ARC
(16,8),0.320159 # DEPENDENCYPART_ARC
(16,9),-0.100315 # DEPENDENCYPART_ARC
(16,10),0.967876 # DEPENDENCYPART_ARC
(16,11),-0.0222853 # DEPENDENCYPART_ARC
(16,12),0.258348 # DEPENDENCYPART_ARC
(16,13),-0.0539604 # DEPENDENCYPART_ARC
(16,14),-0.107987 # DEPENDENCYPART_ARC
(16,15),0.191249 # DEPENDENCYPART_ARC
(16,17),0.317633 # DEPENDENCYPART_ARC
(16,18),-0.0494409 # DEPENDENCYPART_ARC
(16,19),0.305162 # DEPENDENCYPART_ARC
(17,1),-2.8962 # DEPENDENCYPART_ARC
(17,2),-0.159138 # DEPENDENCYPART_ARC
(17,3),-4.22019 # DEPENDENCYPART_ARC
(17,4),-5.31869 # DEPENDENCYPART_ARC
(17,5),-0.866872 # DEPENDENCYPART_ARC
(17,6),-4.02939 # DEPENDENCYPART_ARC
(17,7),0.480636 # DEPENDENCYPART_ARC
(17,8),-0.561688 # DEPENDENCYPART_ARC
(17,9),-0.82864 # DEPENDENCYPART_ARC
(17,10),-2.37562 # DEPENDENCYPART_ARC
(17,11),-0.342833 # DEPENDENCYPART_ARC
(17,12),0.469529 # DEPENDENCYPART_ARC
(17,13),-0.560777 # DEPENDENCYPART_ARC
(17,14),0.303609 # DEPENDENCYPART_ARC
(17,15),-1.66675 # DEPENDENCYPART_ARC
(17,16),0.0474515 # DEPENDENCYPART_ARC
(17,18),2.3062 # DEPENDENCYPART_ARC
(17,19),-0.446485 # DEPENDENCYPART_ARC
(18,1),-2.45632 # DEPENDENCYPART_ARC
(18,2),0.715643 # DEPENDENCYPART_ARC
(18,3),-2.76446 # DEPENDENCYPART_ARC
(18,4),-4.37597 # DEPENDENCYPART_ARC
(18,5),-0.332324 # DEPENDENCYPART_ARC
(18,6),-3.42068 # DEPENDENCYPART_ARC
(18,7),0.754291 # DEPENDENCYPART_ARC
(18,8),-0.340453 # DEPENDENCYPART_ARC
(18,9),0.763797 # DEPENDENCYPART_ARC
(18,10),-1.06729 # DEPENDENCYPART_ARC
(18,11),0.763788 # DEPENDENCYPART_ARC
(18,12),1.33815 # DEPENDENCYPART_ARC
(18,13),0.380838 # DEPENDENCYPART_ARC
(18,14),0.64448 # DEPENDENCYPART_ARC
(18,15),-0.126006 # DEPENDENCYPART_ARC
(18,16),0.50123 # DEPENDENCYPART_ARC
(18,17),4.16804 # DEPENDENCYPART_ARC
(18,19),-0.106031 # DEPENDENCYPART_ARC
(19,1),-4.44341 # DEPENDENCYPART_ARC
(19,2),-5.13699 # DEPENDENCYPART_ARC
(19,3),-4.95289 # DEPENDENCYPART_ARC
(19,4),-4.31407 # DEPENDENCYPART_ARC
(19,5),-4.0267 # DEPENDENCYPART_ARC
(19,6),-4.02018 # DEPENDENCYPART_ARC
(19,7),-3.59817 # DEPENDENCYPART_ARC
(19,8),-3.00991 # DEPENDENCYPART_ARC
(19,9),-4.0963 # DEPENDENCYPART_ARC
(19,10),-3.70195 # DEPENDENCYPART_ARC
(19,11),-3.02373 # DEPENDENCYPART_ARC
(19,12),-3.22036 # DEPENDENCYPART_ARC
(19,13),-3.51001 # DEPENDENCYPART_ARC
(19,14),-1.62345 # DEPENDENCYPART_ARC
(19,15),-2.5109 # DEPENDENCYPART_ARC
(19,16),-2.18485 # DEPENDENCYPART_ARC
(19,17),-3.14393 # DEPENDENCYPART_ARC
(19,18),-3.38846 # DEPENDENCYPART_ARC
