# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=9,1,2,6,6,3,8,0,8,9,10,8,14,12,16,14,14,0,
(3,9),-1.48504 # DEPENDENCYPART_ARC
(3,10),-1.6872 # DEPENDENCYPART_ARC
(3,11),0.688584 # DEPENDENCYPART_ARC
(3,12),-0.404422 # DEPENDENCYPART_ARC
(3,13),-3.40634 # DEPENDENCYPART_ARC
(3,14),-4.17995 # DEPENDENCYPART_ARC
(3,15),-0.825539 # DEPENDENCYPART_ARC
(3,16),-1.36785 # DEPENDENCYPART_ARC
(3,17),-1.30867 # DEPENDENCYPART_ARC
(3,18),-4.79299 # DEPENDENCYPART_ARC
(4,7),-0.556797 # DEPENDENCYPART_ARC
(4,12),-0.902205 # DEPENDENCYPART_ARC
(4,17),-1.58123 # DEPENDENCYPART_ARC
(4,18),-1.94955 # DEPENDENCYPART_ARC
(5,1),-4.14982 # DEPENDENCYPART_ARC
(5,2),-0.151275 # DEPENDENCYPART_ARC
(5,3),-1.39015 # DEPENDENCYPART_ARC
(5,4),-1.91115 # DEPENDENCYPART_ARC
(5,6),-1.32343 # DEPENDENCYPART_ARC
(5,7),-1.13166 # DEPENDENCYPART_ARC
(5,8),-0.277062 # DEPENDENCYPART_ARC
(5,9),-3.19556 # DEPENDENCYPART_ARC
(5,10),-4.31954 # DEPENDENCYPART_ARC
(5,11),-4.51686 # DEPENDENCYPART_ARC
(5,12),-1.58467 # DEPENDENCYPART_ARC
(5,14),-4.79167 # DEPENDENCYPART_ARC
(5,15),-2.57731 # DEPENDENCYPART_ARC
(5,16),-2.50203 # DEPENDENCYPART_ARC
(5,17),-1.83263 # DEPENDENCYPART_ARC
(5,18),-3.72674 # DEPENDENCYPART_ARC
(6,1),-3.96061 # DEPENDENCYPART_ARC
(6,2),-0.297952 # DEPENDENCYPART_ARC
(6,3),-4.05864 # DEPENDENCYPART_ARC
(6,4),3.68833 # DEPENDENCYPART_ARC
(6,5),4.46992 # DEPENDENCYPART_ARC
(6,7),-0.42821 # DEPENDENCYPART_ARC
(6,8),0.082969 # DEPENDENCYPART_ARC
(6,9),-1.90239 # DEPENDENCYPART_ARC
(6,10),-2.33349 # DEPENDENCYPART_ARC
(6,11),-0.0428989 # DEPENDENCYPART_ARC
(6,12),-1.20432 # DEPENDENCYPART_ARC
(6,13),-3.7939 # DEPENDENCYPART_ARC
(6,14),-3.68585 # DEPENDENCYPART_ARC
(6,15),-1.9407 # DEPENDENCYPART_ARC
(6,16),-2.20601 # DEPENDENCYPART_ARC
(6,17),-1.93297 # DEPENDENCYPART_ARC
(6,18),-4.59139 # DEPENDENCYPART_ARC
(7,1),-0.360047 # DEPENDENCYPART_ARC
(7,2),-0.645011 # DEPENDENCYPART_ARC
(7,3),0.279783 # DEPENDENCYPART_ARC
(7,4),0.125078 # DEPENDENCYPART_ARC
(7,5),-0.082003 # DEPENDENCYPART_ARC
(7,6),-0.177928 # DEPENDENCYPART_ARC
(7,8),0.167013 # DEPENDENCYPART_ARC
(7,9),0.205962 # DEPENDENCYPART_ARC
(7,10),-0.992324 # DEPENDENCYPART_ARC
(7,11),-0.74977 # DEPENDENCYPART_ARC
(7,12),-0.127196 # DEPENDENCYPART_ARC
(7,14),-0.957024 # DEPENDENCYPART_ARC
(7,15),-1.26821 # DEPENDENCYPART_ARC
(7,16),-0.926364 # DEPENDENCYPART_ARC
(7,17),0.173253 # DEPENDENCYPART_ARC
(7,18),-0.452168 # DEPENDENCYPART_ARC
(8,1),-1.05844 # DEPENDENCYPART_ARC
(8,2),-1.94821 # DEPENDENCYPART_ARC
(8,3),-1.38614 # DEPENDENCYPART_ARC
(8,5),-1.8507 # DEPENDENCYPART_ARC
(8,6),-2.0418 # DEPENDENCYPART_ARC
(8,7),1.28832 # DEPENDENCYPART_ARC
(8,9),1.72305 # DEPENDENCYPART_ARC
(8,10),-0.0256053 # DEPENDENCYPART_ARC
(8,11),-0.458732 # DEPENDENCYPART_ARC
(8,12),0.86422 # DEPENDENCYPART_ARC
(8,13),-1.63526 # DEPENDENCYPART_ARC
(8,14),-0.874663 # DEPENDENCYPART_ARC
(8,15),-1.15158 # DEPENDENCYPART_ARC
(8,16),-0.73198 # DEPENDENCYPART_ARC
(8,17),0.336493 # DEPENDENCYPART_ARC
(8,18),-0.715009 # DEPENDENCYPART_ARC
(9,1),1.5609 # DEPENDENCYPART_ARC
(9,2),-1.74931 # DEPENDENCYPART_ARC
(9,3),0.565266 # DEPENDENCYPART_ARC
(9,4),-3.90126 # DEPENDENCYPART_ARC
(9,5),-3.06071 # DEPENDENCYPART_ARC
(9,6),-2.19425 # DEPENDENCYPART_ARC
(9,7),0.940597 # DEPENDENCYPART_ARC
(9,8),0.828039 # DEPENDENCYPART_ARC
(9,10),3.58939 # DEPENDENCYPART_ARC
(9,11),0.732164 # DEPENDENCYPART_ARC
(9,12),0.82467 # DEPENDENCYPART_ARC
(9,14),-2.58475 # DEPENDENCYPART_ARC
(9,15),-0.646286 # DEPENDENCYPART_ARC
(9,16),0.17491 # DEPENDENCYPART_ARC
(9,17),0.822862 # DEPENDENCYPART_ARC
(9,18),-0.275741 # DEPENDENCYPART_ARC
(10,1),-5.19029 # DEPENDENCYPART_ARC
(10,2),-1.7681 # DEPENDENCYPART_ARC
(10,3),-6.58516 # DEPENDENCYPART_ARC
(10,4),-2.6076 # DEPENDENCYPART_ARC
(10,5),-3.2209 # DEPENDENCYPART_ARC
(10,6),-6.16471 # DEPENDENCYPART_ARC
(10,7),-1.24729 # DEPENDENCYPART_ARC
(10,8),0.0732747 # DEPENDENCYPART_ARC
(10,9),-1.63917 # DEPENDENCYPART_ARC
(10,11),3.6428 # DEPENDENCYPART_ARC
(10,12),-0.3986 # DEPENDENCYPART_ARC
(10,13),-0.54545 # DEPENDENCYPART_ARC
(10,14),-2.0712 # DEPENDENCYPART_ARC
(10,15),-0.366281 # DEPENDENCYPART_ARC
(10,16),-0.499566 # DEPENDENCYPART_ARC
(10,17),-0.779839 # DEPENDENCYPART_ARC
(10,18),-1.9396 # DEPENDENCYPART_ARC
(11,1),-6.21294 # DEPENDENCYPART_ARC
(11,2),-1.78134 # DEPENDENCYPART_ARC
(11,3),-5.20349 # DEPENDENCYPART_ARC
(11,4),0.109154 # DEPENDENCYPART_ARC
(11,5),-1.13448 # DEPENDENCYPART_ARC
(11,6),-2.88447 # DEPENDENCYPART_ARC
(11,7),-0.590078 # DEPENDENCYPART_ARC
(11,8),0.207719 # DEPENDENCYPART_ARC
(11,9),-1.75517 # DEPENDENCYPART_ARC
(11,10),-0.127386 # DEPENDENCYPART_ARC
(11,12),-0.580177 # DEPENDENCYPART_ARC
(11,13),-1.07408 # DEPENDENCYPART_ARC
(11,14),-2.29331 # DEPENDENCYPART_ARC
(11,15),-1.18477 # DEPENDENCYPART_ARC
(11,16),-2.02463 # DEPENDENCYPART_ARC
(11,17),-0.774713 # DEPENDENCYPART_ARC
(11,18),-1.94185 # DEPENDENCYPART_ARC
(12,1),-0.756422 # DEPENDENCYPART_ARC
(12,2),-1.91831 # DEPENDENCYPART_ARC
(12,3),0.0198518 # DEPENDENCYPART_ARC
(12,4),-0.818034 # DEPENDENCYPART_ARC
(12,5),-1.31611 # DEPENDENCYPART_ARC
(12,6),-0.671784 # DEPENDENCYPART_ARC
(12,7),-0.240276 # DEPENDENCYPART_ARC
(12,8),-0.209012 # DEPENDENCYPART_ARC
(12,9),0.676863 # DEPENDENCYPART_ARC
(12,10),0.302984 # DEPENDENCYPART_ARC
(12,11),-0.101249 # DEPENDENCYPART_ARC
(12,14),0.156347 # DEPENDENCYPART_ARC
(12,15),-0.200632 # DEPENDENCYPART_ARC
(12,16),0.0684187 # DEPENDENCYPART_ARC
(12,17),1.36329 # DEPENDENCYPART_ARC
(12,18),0.536067 # DEPENDENCYPART_ARC
(14,1),0.472873 # DEPENDENCYPART_ARC
(14,2),-2.76416 # DEPENDENCYPART_ARC
(14,3),-1.35928 # DEPENDENCYPART_ARC
(14,4),-4.97441 # DEPENDENCYPART_ARC
(14,5),-4.75426 # DEPENDENCYPART_ARC
(14,6),-3.01844 # DEPENDENCYPART_ARC
(14,7),-0.952595 # DEPENDENCYPART_ARC
(14,8),0.160153 # DEPENDENCYPART_ARC
(14,9),-1.87421 # DEPENDENCYPART_ARC
(14,10),0.454542 # DEPENDENCYPART_ARC
(14,11),-3.01638 # DEPENDENCYPART_ARC
(14,12),-0.0644701 # DEPENDENCYPART_ARC
(14,13),4.12021 # DEPENDENCYPART_ARC
(14,15),1.34831 # DEPENDENCYPART_ARC
(14,16),1.78723 # DEPENDENCYPART_ARC
(14,17),1.69281 # DEPENDENCYPART_ARC
(14,18),0.447619 # DEPENDENCYPART_ARC
(15,1),-3.42956 # DEPENDENCYPART_ARC
(15,2),-3.60939 # DEPENDENCYPART_ARC
(15,3),-3.12366 # DEPENDENCYPART_ARC
(15,4),-2.1754 # DEPENDENCYPART_ARC
(15,5),-2.83967 # DEPENDENCYPART_ARC
(15,6),-2.70088 # DEPENDENCYPART_ARC
(15,7),-2.22622 # DEPENDENCYPART_ARC
(15,8),-1.69231 # DEPENDENCYPART_ARC
(15,9),-1.44159 # DEPENDENCYPART_ARC
(15,10),-1.81905 # DEPENDENCYPART_ARC
(15,11),-1.62348 # DEPENDENCYPART_ARC
(15,12),-1.32906 # DEPENDENCYPART_ARC
(15,14),-0.943707 # DEPENDENCYPART_ARC
(15,16),-0.319201 # DEPENDENCYPART_ARC
(15,17),-0.15478 # DEPENDENCYPART_ARC
(15,18),-0.415337 # DEPENDENCYPART_ARC
(16,1),-2.57089 # DEPENDENCYPART_ARC
(16,2),-2.61047 # DEPENDENCYPART_ARC
(16,3),-2.73109 # DEPENDENCYPART_ARC
(16,5),-2.07545 # DEPENDENCYPART_ARC
(16,6),-1.31386 # DEPENDENCYPART_ARC
(16,7),-0.648771 # DEPENDENCYPART_ARC
(16,8),-0.492074 # DEPENDENCYPART_ARC
(16,9),-0.782198 # DEPENDENCYPART_ARC
(16,10),-1.08294 # DEPENDENCYPART_ARC
(16,11),-0.808276 # DEPENDENCYPART_ARC
(16,12),0.00423012 # DEPENDENCYPART_ARC
(16,14),-0.435747 # DEPENDENCYPART_ARC
(16,15),2.77757 # DEPENDENCYPART_ARC
(16,17),-0.232283 # DEPENDENCYPART_ARC
(16,18),-1.19056 # DEPENDENCYPART_ARC
(17,1),-5.18427 # DEPENDENCYPART_ARC
(17,2),-4.4956 # DEPENDENCYPART_ARC
(17,3),-4.683 # DEPENDENCYPART_ARC
(17,4),-2.70062 # DEPENDENCYPART_ARC
(17,5),-3.57367 # DEPENDENCYPART_ARC
(17,6),-4.72854 # DEPENDENCYPART_ARC
(17,7),-3.15116 # DEPENDENCYPART_ARC
(17,8),-2.67777 # DEPENDENCYPART_ARC
(17,9),-2.61748 # DEPENDENCYPART_ARC
(17,10),-3.22343 # DEPENDENCYPART_ARC
(17,11),-3.12156 # DEPENDENCYPART_ARC
(17,12),-2.78012 # DEPENDENCYPART_ARC
(17,14),-2.07197 # DEPENDENCYPART_ARC
(17,15),-1.9052 # DEPENDENCYPART_ARC
(17,16),-1.87822 # DEPENDENCYPART_ARC
(17,18),-1.39356 # DEPENDENCYPART_ARC
(18,1),-6.15405 # DEPENDENCYPART_ARC
(18,2),-5.93419 # DEPENDENCYPART_ARC
(18,3),-5.19721 # DEPENDENCYPART_ARC
(18,4),-4.18219 # DEPENDENCYPART_ARC
(18,5),-4.84464 # DEPENDENCYPART_ARC
(18,6),-4.97583 # DEPENDENCYPART_ARC
(18,7),-4.22702 # DEPENDENCYPART_ARC
(18,8),-4.27431 # DEPENDENCYPART_ARC
(18,9),-4.12501 # DEPENDENCYPART_ARC
(18,10),-4.00777 # DEPENDENCYPART_ARC
(18,11),-3.54508 # DEPENDENCYPART_ARC
(18,12),-3.39801 # DEPENDENCYPART_ARC
(18,14),-3.78264 # DEPENDENCYPART_ARC
(18,15),-3.10932 # DEPENDENCYPART_ARC
(18,16),-3.36438 # DEPENDENCYPART_ARC
(18,17),-2.45873 # DEPENDENCYPART_ARC
