# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,22,19,22,23,24,25,0,
(2,25),-5.48646 # DEPENDENCYPART_ARC
(2,26),-4.67114 # DEPENDENCYPART_ARC
(2,27),-1.72099 # DEPENDENCYPART_ARC
(3,1),-1.54371 # DEPENDENCYPART_ARC
(3,2),-1.93939 # DEPENDENCYPART_ARC
(3,4),3.98114 # DEPENDENCYPART_ARC
(3,5),-0.0317538 # DEPENDENCYPART_ARC
(3,6),-0.748264 # DEPENDENCYPART_ARC
(3,7),-1.32124 # DEPENDENCYPART_ARC
(3,8),-1.87284 # DEPENDENCYPART_ARC
(3,9),-2.736 # DEPENDENCYPART_ARC
(3,10),-4.52766 # DEPENDENCYPART_ARC
(3,11),-1.67528 # DEPENDENCYPART_ARC
(3,12),-1.41509 # DEPENDENCYPART_ARC
(3,13),-2.55097 # DEPENDENCYPART_ARC
(3,14),-6.56586 # DEPENDENCYPART_ARC
(3,15),-1.11655 # DEPENDENCYPART_ARC
(3,16),-2.74625 # DEPENDENCYPART_ARC
(3,17),-2.64431 # DEPENDENCYPART_ARC
(3,18),-6.91061 # DEPENDENCYPART_ARC
(3,19),-10.3828 # DEPENDENCYPART_ARC
(3,20),-3.99977 # DEPENDENCYPART_ARC
(3,21),-11.8683 # DEPENDENCYPART_ARC
(3,22),-2.74957 # DEPENDENCYPART_ARC
(3,23),-3.89155 # DEPENDENCYPART_ARC
(3,24),-3.26938 # DEPENDENCYPART_ARC
(3,25),-10.8277 # DEPENDENCYPART_ARC
(3,26),-14.8293 # DEPENDENCYPART_ARC
(3,27),-4.45044 # DEPENDENCYPART_ARC
(4,1),-2.78917 # DEPENDENCYPART_ARC
(4,2),-1.23753 # DEPENDENCYPART_ARC
(4,3),0.686201 # DEPENDENCYPART_ARC
(4,5),-0.792794 # DEPENDENCYPART_ARC
(4,6),0.600567 # DEPENDENCYPART_ARC
(4,7),-1.19656 # DEPENDENCYPART_ARC
(4,8),-2.13989 # DEPENDENCYPART_ARC
(4,9),-4.56804 # DEPENDENCYPART_ARC
(4,10),-0.279705 # DEPENDENCYPART_ARC
(4,11),-1.24268 # DEPENDENCYPART_ARC
(4,12),-1.79381 # DEPENDENCYPART_ARC
(4,13),-4.3635 # DEPENDENCYPART_ARC
(4,14),-3.75859 # DEPENDENCYPART_ARC
(4,15),-1.97982 # DEPENDENCYPART_ARC
(4,16),-4.27403 # DEPENDENCYPART_ARC
(4,17),-2.86914 # DEPENDENCYPART_ARC
(4,18),-3.5308 # DEPENDENCYPART_ARC
(4,19),-2.36325 # DEPENDENCYPART_ARC
(4,20),-6.30023 # DEPENDENCYPART_ARC
(4,21),-3.07471 # DEPENDENCYPART_ARC
(4,22),-2.17512 # DEPENDENCYPART_ARC
(4,23),-6.04884 # DEPENDENCYPART_ARC
(4,24),-3.4855 # DEPENDENCYPART_ARC
(4,25),-5.08277 # DEPENDENCYPART_ARC
(4,26),-3.8904 # DEPENDENCYPART_ARC
(4,27),-11.4872 # DEPENDENCYPART_ARC
(5,1),-0.593144 # DEPENDENCYPART_ARC
(5,2),-0.245329 # DEPENDENCYPART_ARC
(5,3),-0.396733 # DEPENDENCYPART_ARC
(5,4),0.137156 # DEPENDENCYPART_ARC
(5,6),0.196474 # DEPENDENCYPART_ARC
(5,7),-0.74485 # DEPENDENCYPART_ARC
(5,8),-1.10101 # DEPENDENCYPART_ARC
(5,9),-1.32552 # DEPENDENCYPART_ARC
(5,10),-1.64202 # DEPENDENCYPART_ARC
(5,11),-0.418074 # DEPENDENCYPART_ARC
(5,12),-1.38596 # DEPENDENCYPART_ARC
(5,13),-2.36229 # DEPENDENCYPART_ARC
(5,14),-2.49414 # DEPENDENCYPART_ARC
(5,15),-0.946451 # DEPENDENCYPART_ARC
(5,16),-3.20118 # DEPENDENCYPART_ARC
(5,17),-2.69669 # DEPENDENCYPART_ARC
(5,18),-3.42714 # DEPENDENCYPART_ARC
(5,19),-3.24831 # DEPENDENCYPART_ARC
(5,20),-3.21627 # DEPENDENCYPART_ARC
(5,21),-3.42065 # DEPENDENCYPART_ARC
(5,22),-1.66981 # DEPENDENCYPART_ARC
(5,23),-3.70759 # DEPENDENCYPART_ARC
(5,24),-3.51935 # DEPENDENCYPART_ARC
(5,25),-4.49819 # DEPENDENCYPART_ARC
(5,26),-3.16919 # DEPENDENCYPART_ARC
(5,27),-2.84838 # DEPENDENCYPART_ARC
(6,1),-1.63744 # DEPENDENCYPART_ARC
(6,2),-1.89438 # DEPENDENCYPART_ARC
(6,3),0.646308 # DEPENDENCYPART_ARC
(6,4),-0.833205 # DEPENDENCYPART_ARC
(6,5),2.56195 # DEPENDENCYPART_ARC
(6,7),0.139145 # DEPENDENCYPART_ARC
(6,8),-0.922937 # DEPENDENCYPART_ARC
(6,9),-0.414841 # DEPENDENCYPART_ARC
(6,10),-2.01611 # DEPENDENCYPART_ARC
(6,11),2.1291 # DEPENDENCYPART_ARC
(6,12),-0.514539 # DEPENDENCYPART_ARC
(6,13),-1.60596 # DEPENDENCYPART_ARC
(6,14),-2.56614 # DEPENDENCYPART_ARC
(6,15),0.345769 # DEPENDENCYPART_ARC
(6,16),-2.39225 # DEPENDENCYPART_ARC
(6,17),-1.70642 # DEPENDENCYPART_ARC
(6,18),-3.67482 # DEPENDENCYPART_ARC
(6,19),-3.48395 # DEPENDENCYPART_ARC
(6,20),-2.53247 # DEPENDENCYPART_ARC
(6,21),-3.9262 # DEPENDENCYPART_ARC
(6,22),0.192147 # DEPENDENCYPART_ARC
(6,23),-3.31809 # DEPENDENCYPART_ARC
(6,24),-2.10597 # DEPENDENCYPART_ARC
(6,25),-4.96863 # DEPENDENCYPART_ARC
(6,26),-4.61473 # DEPENDENCYPART_ARC
(6,27),-1.63754 # DEPENDENCYPART_ARC
(7,1),-3.66829 # DEPENDENCYPART_ARC
(7,2),-3.26208 # DEPENDENCYPART_ARC
(7,3),-2.2962 # DEPENDENCYPART_ARC
(7,4),-1.62147 # DEPENDENCYPART_ARC
(7,5),-0.636428 # DEPENDENCYPART_ARC
(7,6),-0.978751 # DEPENDENCYPART_ARC
(7,8),3.81188 # DEPENDENCYPART_ARC
(7,9),-1.20271 # DEPENDENCYPART_ARC
(7,10),-0.772394 # DEPENDENCYPART_ARC
(7,11),-1.95502 # DEPENDENCYPART_ARC
(7,12),-0.841852 # DEPENDENCYPART_ARC
(7,13),-2.13477 # DEPENDENCYPART_ARC
(7,14),-3.31878 # DEPENDENCYPART_ARC
(7,15),-0.55227 # DEPENDENCYPART_ARC
(7,16),-2.15395 # DEPENDENCYPART_ARC
(7,17),-2.50418 # DEPENDENCYPART_ARC
(7,18),-3.85233 # DEPENDENCYPART_ARC
(7,19),-6.6464 # DEPENDENCYPART_ARC
(7,20),-3.56459 # DEPENDENCYPART_ARC
(7,21),-7.84807 # DEPENDENCYPART_ARC
(7,22),-1.35257 # DEPENDENCYPART_ARC
(7,23),-3.146 # DEPENDENCYPART_ARC
(7,24),-3.28192 # DEPENDENCYPART_ARC
(7,25),-7.58737 # DEPENDENCYPART_ARC
(7,26),-10.6532 # DEPENDENCYPART_ARC
(7,27),-2.74269 # DEPENDENCYPART_ARC
(8,1),-4.10106 # DEPENDENCYPART_ARC
(8,2),-2.71776 # DEPENDENCYPART_ARC
(8,3),-1.5712 # DEPENDENCYPART_ARC
(8,4),-5.06569 # DEPENDENCYPART_ARC
(8,5),-0.419818 # DEPENDENCYPART_ARC
(8,6),-0.49606 # DEPENDENCYPART_ARC
(8,7),0.478536 # DEPENDENCYPART_ARC
(8,9),0.561561 # DEPENDENCYPART_ARC
(8,10),3.68219 # DEPENDENCYPART_ARC
(8,11),-0.421674 # DEPENDENCYPART_ARC
(8,12),-0.151975 # DEPENDENCYPART_ARC
(8,13),-0.186559 # DEPENDENCYPART_ARC
(8,14),-1.40982 # DEPENDENCYPART_ARC
(8,15),-0.112512 # DEPENDENCYPART_ARC
(8,16),-0.132034 # DEPENDENCYPART_ARC
(8,17),-0.394864 # DEPENDENCYPART_ARC
(8,18),-2.71011 # DEPENDENCYPART_ARC
(8,19),-0.352018 # DEPENDENCYPART_ARC
(8,20),-2.20907 # DEPENDENCYPART_ARC
(8,21),-0.495182 # DEPENDENCYPART_ARC
(8,22),0.0746675 # DEPENDENCYPART_ARC
(8,23),-1.89285 # DEPENDENCYPART_ARC
(8,24),-1.07698 # DEPENDENCYPART_ARC
(8,25),-4.09571 # DEPENDENCYPART_ARC
(8,26),-2.23109 # DEPENDENCYPART_ARC
(8,27),-8.18495 # DEPENDENCYPART_ARC
(9,1),-2.83472 # DEPENDENCYPART_ARC
(9,2),-3.59892 # DEPENDENCYPART_ARC
(9,3),-1.58269 # DEPENDENCYPART_ARC
(9,4),-2.17884 # DEPENDENCYPART_ARC
(9,5),-0.850436 # DEPENDENCYPART_ARC
(9,6),-0.611292 # DEPENDENCYPART_ARC
(9,7),0.804744 # DEPENDENCYPART_ARC
(9,8),0.429259 # DEPENDENCYPART_ARC
(9,10),1.02913 # DEPENDENCYPART_ARC
(9,11),-2.51079 # DEPENDENCYPART_ARC
(9,12),-0.823413 # DEPENDENCYPART_ARC
(9,13),-3.33095 # DEPENDENCYPART_ARC
(9,14),-0.583321 # DEPENDENCYPART_ARC
(9,15),-1.10514 # DEPENDENCYPART_ARC
(9,16),-4.22384 # DEPENDENCYPART_ARC
(9,17),-1.14603 # DEPENDENCYPART_ARC
(9,18),-3.92926 # DEPENDENCYPART_ARC
(9,19),-4.4295 # DEPENDENCYPART_ARC
(9,20),-4.56078 # DEPENDENCYPART_ARC
(9,21),-4.83302 # DEPENDENCYPART_ARC
(9,22),-0.958144 # DEPENDENCYPART_ARC
(9,23),-4.18495 # DEPENDENCYPART_ARC
(9,24),-1.97096 # DEPENDENCYPART_ARC
(9,25),-5.76168 # DEPENDENCYPART_ARC
(9,26),-6.78024 # DEPENDENCYPART_ARC
(9,27),-3.89198 # DEPENDENCYPART_ARC
(10,1),-4.24517 # DEPENDENCYPART_ARC
(10,2),-2.3177 # DEPENDENCYPART_ARC
(10,3),-1.91098 # DEPENDENCYPART_ARC
(10,4),-4.83607 # DEPENDENCYPART_ARC
(10,5),-0.719344 # DEPENDENCYPART_ARC
(10,6),-0.884041 # DEPENDENCYPART_ARC
(10,7),0.673035 # DEPENDENCYPART_ARC
(10,8),-0.57741 # DEPENDENCYPART_ARC
(10,9),5.10249 # DEPENDENCYPART_ARC
(10,11),-1.24989 # DEPENDENCYPART_ARC
(10,12),-0.418453 # DEPENDENCYPART_ARC
(10,13),-2.48305 # DEPENDENCYPART_ARC
(10,14),-3.58571 # DEPENDENCYPART_ARC
(10,15),-0.844831 # DEPENDENCYPART_ARC
(10,16),-2.66853 # DEPENDENCYPART_ARC
(10,17),-0.723723 # DEPENDENCYPART_ARC
(10,18),-3.40829 # DEPENDENCYPART_ARC
(10,19),-1.60446 # DEPENDENCYPART_ARC
(10,20),-0.657849 # DEPENDENCYPART_ARC
(10,21),-1.281 # DEPENDENCYPART_ARC
(10,22),-0.891679 # DEPENDENCYPART_ARC
(10,23),-4.12901 # DEPENDENCYPART_ARC
(10,24),-1.35612 # DEPENDENCYPART_ARC
(10,25),-4.76077 # DEPENDENCYPART_ARC
(10,26),-3.0756 # DEPENDENCYPART_ARC
(10,27),-7.5254 # DEPENDENCYPART_ARC
(11,1),0.592307 # DEPENDENCYPART_ARC
(11,2),-2.08915 # DEPENDENCYPART_ARC
(11,3),0.192885 # DEPENDENCYPART_ARC
(11,4),-1.62539 # DEPENDENCYPART_ARC
(11,5),0.102798 # DEPENDENCYPART_ARC
(11,6),-0.876404 # DEPENDENCYPART_ARC
(11,7),1.90483 # DEPENDENCYPART_ARC
(11,8),1.36734 # DEPENDENCYPART_ARC
(11,9),-3.54048 # DEPENDENCYPART_ARC
(11,10),-0.785136 # DEPENDENCYPART_ARC
(11,12),2.36814 # DEPENDENCYPART_ARC
(11,13),-1.03579 # DEPENDENCYPART_ARC
(11,14),2.64756 # DEPENDENCYPART_ARC
(11,15),0.780503 # DEPENDENCYPART_ARC
(11,16),-2.13453 # DEPENDENCYPART_ARC
(11,17),0.924684 # DEPENDENCYPART_ARC
(11,18),-0.900566 # DEPENDENCYPART_ARC
(11,19),-0.792035 # DEPENDENCYPART_ARC
(11,20),-5.13391 # DEPENDENCYPART_ARC
(11,21),-1.52974 # DEPENDENCYPART_ARC
(11,22),0.731438 # DEPENDENCYPART_ARC
(11,23),-3.32056 # DEPENDENCYPART_ARC
(11,24),0.0176378 # DEPENDENCYPART_ARC
(11,25),-1.72687 # DEPENDENCYPART_ARC
(11,26),-1.71838 # DEPENDENCYPART_ARC
(11,27),-0.14115 # DEPENDENCYPART_ARC
(12,1),-1.7685 # DEPENDENCYPART_ARC
(12,2),-2.1989 # DEPENDENCYPART_ARC
(12,3),-2.96888 # DEPENDENCYPART_ARC
(12,4),-1.59381 # DEPENDENCYPART_ARC
(12,5),-1.39725 # DEPENDENCYPART_ARC
(12,6),-1.3602 # DEPENDENCYPART_ARC
(12,7),-1.39396 # DEPENDENCYPART_ARC
(12,8),-1.03345 # DEPENDENCYPART_ARC
(12,9),-0.854486 # DEPENDENCYPART_ARC
(12,10),-1.06839 # DEPENDENCYPART_ARC
(12,11),-0.762323 # DEPENDENCYPART_ARC
(12,13),-0.257747 # DEPENDENCYPART_ARC
(12,14),-0.178169 # DEPENDENCYPART_ARC
(12,15),-0.563204 # DEPENDENCYPART_ARC
(12,16),-1.31517 # DEPENDENCYPART_ARC
(12,17),-1.40888 # DEPENDENCYPART_ARC
(12,18),-2.20481 # DEPENDENCYPART_ARC
(12,19),-2.38597 # DEPENDENCYPART_ARC
(12,20),-1.73631 # DEPENDENCYPART_ARC
(12,21),-2.19622 # DEPENDENCYPART_ARC
(12,22),-0.851406 # DEPENDENCYPART_ARC
(12,23),-2.19538 # DEPENDENCYPART_ARC
(12,24),-2.34927 # DEPENDENCYPART_ARC
(12,25),-3.54322 # DEPENDENCYPART_ARC
(12,26),-3.46308 # DEPENDENCYPART_ARC
(12,27),-2.84214 # DEPENDENCYPART_ARC
(13,1),-4.11062 # DEPENDENCYPART_ARC
(13,2),-4.44964 # DEPENDENCYPART_ARC
(13,3),-1.44972 # DEPENDENCYPART_ARC
(13,4),-4.04581 # DEPENDENCYPART_ARC
(13,5),-1.32086 # DEPENDENCYPART_ARC
(13,6),-1.13511 # DEPENDENCYPART_ARC
(13,7),-0.363168 # DEPENDENCYPART_ARC
(13,8),-2.409 # DEPENDENCYPART_ARC
(13,9),-4.89176 # DEPENDENCYPART_ARC
(13,10),-4.80167 # DEPENDENCYPART_ARC
(13,11),-2.59237 # DEPENDENCYPART_ARC
(13,12),1.50941 # DEPENDENCYPART_ARC
(13,14),0.270916 # DEPENDENCYPART_ARC
(13,15),-0.41211 # DEPENDENCYPART_ARC
(13,16),-2.79549 # DEPENDENCYPART_ARC
(13,17),-0.663183 # DEPENDENCYPART_ARC
(13,18),-3.74567 # DEPENDENCYPART_ARC
(13,19),-4.04263 # DEPENDENCYPART_ARC
(13,20),-4.87945 # DEPENDENCYPART_ARC
(13,21),-4.41923 # DEPENDENCYPART_ARC
(13,22),-0.197561 # DEPENDENCYPART_ARC
(13,23),-3.1456 # DEPENDENCYPART_ARC
(13,24),-1.66718 # DEPENDENCYPART_ARC
(13,25),-5.92184 # DEPENDENCYPART_ARC
(13,26),-6.52012 # DEPENDENCYPART_ARC
(13,27),-2.70761 # DEPENDENCYPART_ARC
(14,1),-4.32035 # DEPENDENCYPART_ARC
(14,2),-1.87949 # DEPENDENCYPART_ARC
(14,3),-1.70379 # DEPENDENCYPART_ARC
(14,4),-5.48214 # DEPENDENCYPART_ARC
(14,5),-1.21729 # DEPENDENCYPART_ARC
(14,6),-1.91917 # DEPENDENCYPART_ARC
(14,7),-0.455196 # DEPENDENCYPART_ARC
(14,8),-1.87476 # DEPENDENCYPART_ARC
(14,9),-2.5043 # DEPENDENCYPART_ARC
(14,10),-4.2839 # DEPENDENCYPART_ARC
(14,11),-0.640795 # DEPENDENCYPART_ARC
(14,12),0.613483 # DEPENDENCYPART_ARC
(14,13),3.98065 # DEPENDENCYPART_ARC
(14,15),-0.277921 # DEPENDENCYPART_ARC
(14,16),2.676 # DEPENDENCYPART_ARC
(14,17),0.288449 # DEPENDENCYPART_ARC
(14,18),-0.92581 # DEPENDENCYPART_ARC
(14,19),0.309775 # DEPENDENCYPART_ARC
(14,20),-1.38057 # DEPENDENCYPART_ARC
(14,21),-0.443344 # DEPENDENCYPART_ARC
(14,22),0.124901 # DEPENDENCYPART_ARC
(14,23),0.0857752 # DEPENDENCYPART_ARC
(14,24),-0.57038 # DEPENDENCYPART_ARC
(14,25),-2.69162 # DEPENDENCYPART_ARC
(14,26),-1.10835 # DEPENDENCYPART_ARC
(14,27),-5.65946 # DEPENDENCYPART_ARC
(15,1),-1.4334 # DEPENDENCYPART_ARC
(15,2),-1.22511 # DEPENDENCYPART_ARC
(15,3),-1.18535 # DEPENDENCYPART_ARC
(15,4),-0.0226553 # DEPENDENCYPART_ARC
(15,5),-0.641042 # DEPENDENCYPART_ARC
(15,6),-0.906886 # DEPENDENCYPART_ARC
(15,7),-0.952384 # DEPENDENCYPART_ARC
(15,8),0.0957647 # DEPENDENCYPART_ARC
(15,9),-0.43968 # DEPENDENCYPART_ARC
(15,10),-0.624798 # DEPENDENCYPART_ARC
(15,11),0.488227 # DEPENDENCYPART_ARC
(15,12),0.232016 # DEPENDENCYPART_ARC
(15,13),0.180429 # DEPENDENCYPART_ARC
(15,14),1.11278 # DEPENDENCYPART_ARC
(15,16),-0.106674 # DEPENDENCYPART_ARC
(15,17),0.418998 # DEPENDENCYPART_ARC
(15,18),0.311857 # DEPENDENCYPART_ARC
(15,19),0.309609 # DEPENDENCYPART_ARC
(15,20),-0.453182 # DEPENDENCYPART_ARC
(15,21),0.179545 # DEPENDENCYPART_ARC
(15,22),-0.151484 # DEPENDENCYPART_ARC
(15,23),-1.45305 # DEPENDENCYPART_ARC
(15,24),-0.605424 # DEPENDENCYPART_ARC
(15,25),-1.1915 # DEPENDENCYPART_ARC
(15,26),-0.205801 # DEPENDENCYPART_ARC
(15,27),-0.846255 # DEPENDENCYPART_ARC
(16,1),-4.19287 # DEPENDENCYPART_ARC
(16,2),-4.463 # DEPENDENCYPART_ARC
(16,3),-2.12758 # DEPENDENCYPART_ARC
(16,4),-4.34353 # DEPENDENCYPART_ARC
(16,5),-1.43377 # DEPENDENCYPART_ARC
(16,6),-1.51815 # DEPENDENCYPART_ARC
(16,7),-1.20383 # DEPENDENCYPART_ARC
(16,8),-3.12979 # DEPENDENCYPART_ARC
(16,9),-5.37211 # DEPENDENCYPART_ARC
(16,10),-5.32384 # DEPENDENCYPART_ARC
(16,11),-3.25851 # DEPENDENCYPART_ARC
(16,12),-0.45575 # DEPENDENCYPART_ARC
(16,13),-1.42847 # DEPENDENCYPART_ARC
(16,14),-0.539293 # DEPENDENCYPART_ARC
(16,15),2.11825 # DEPENDENCYPART_ARC
(16,17),2.27673 # DEPENDENCYPART_ARC
(16,18),-0.780913 # DEPENDENCYPART_ARC
(16,19),-1.31042 # DEPENDENCYPART_ARC
(16,20),-2.93572 # DEPENDENCYPART_ARC
(16,21),-2.28695 # DEPENDENCYPART_ARC
(16,22),0.710831 # DEPENDENCYPART_ARC
(16,23),-1.75234 # DEPENDENCYPART_ARC
(16,24),0.465225 # DEPENDENCYPART_ARC
(16,25),-4.16496 # DEPENDENCYPART_ARC
(16,26),-4.40521 # DEPENDENCYPART_ARC
(16,27),-0.643213 # DEPENDENCYPART_ARC
(17,1),-3.13519 # DEPENDENCYPART_ARC
(17,2),-3.75902 # DEPENDENCYPART_ARC
(17,3),-3.50774 # DEPENDENCYPART_ARC
(17,4),-3.31704 # DEPENDENCYPART_ARC
(17,5),-2.53861 # DEPENDENCYPART_ARC
(17,6),-2.09714 # DEPENDENCYPART_ARC
(17,7),-2.74683 # DEPENDENCYPART_ARC
(17,8),-2.40334 # DEPENDENCYPART_ARC
(17,9),-3.34052 # DEPENDENCYPART_ARC
(17,10),-3.79029 # DEPENDENCYPART_ARC
(17,11),-2.79546 # DEPENDENCYPART_ARC
(17,12),-1.70735 # DEPENDENCYPART_ARC
(17,13),-1.96843 # DEPENDENCYPART_ARC
(17,14),-1.71335 # DEPENDENCYPART_ARC
(17,15),-0.282982 # DEPENDENCYPART_ARC
(17,16),-0.644116 # DEPENDENCYPART_ARC
(17,18),4.02467 # DEPENDENCYPART_ARC
(17,19),-1.5926 # DEPENDENCYPART_ARC
(17,20),-3.19914 # DEPENDENCYPART_ARC
(17,21),-3.67637 # DEPENDENCYPART_ARC
(17,22),-0.124093 # DEPENDENCYPART_ARC
(17,23),-3.46854 # DEPENDENCYPART_ARC
(17,24),-2.71213 # DEPENDENCYPART_ARC
(17,25),-1.91909 # DEPENDENCYPART_ARC
(17,26),-7.0026 # DEPENDENCYPART_ARC
(17,27),-2.01777 # DEPENDENCYPART_ARC
(18,1),-5.51159 # DEPENDENCYPART_ARC
(18,2),-3.35699 # DEPENDENCYPART_ARC
(18,3),-2.78148 # DEPENDENCYPART_ARC
(18,4),-6.33528 # DEPENDENCYPART_ARC
(18,5),-2.20831 # DEPENDENCYPART_ARC
(18,6),-4.46607 # DEPENDENCYPART_ARC
(18,7),-1.24521 # DEPENDENCYPART_ARC
(18,8),-3.12289 # DEPENDENCYPART_ARC
(18,9),-4.82555 # DEPENDENCYPART_ARC
(18,10),-5.79178 # DEPENDENCYPART_ARC
(18,11),-2.57213 # DEPENDENCYPART_ARC
(18,12),-1.41595 # DEPENDENCYPART_ARC
(18,13),-0.38565 # DEPENDENCYPART_ARC
(18,14),-3.06238 # DEPENDENCYPART_ARC
(18,15),-0.77626 # DEPENDENCYPART_ARC
(18,16),0.204568 # DEPENDENCYPART_ARC
(18,17),1.30496 # DEPENDENCYPART_ARC
(18,19),3.30017 # DEPENDENCYPART_ARC
(18,20),-0.380492 # DEPENDENCYPART_ARC
(18,21),0.769888 # DEPENDENCYPART_ARC
(18,22),0.707502 # DEPENDENCYPART_ARC
(18,23),-0.752066 # DEPENDENCYPART_ARC
(18,24),0.7365 # DEPENDENCYPART_ARC
(18,25),-2.23526 # DEPENDENCYPART_ARC
(18,26),-0.375279 # DEPENDENCYPART_ARC
(18,27),-3.39346 # DEPENDENCYPART_ARC
(19,1),-5.91013 # DEPENDENCYPART_ARC
(19,2),-3.57605 # DEPENDENCYPART_ARC
(19,3),-2.72853 # DEPENDENCYPART_ARC
(19,4),-7.26691 # DEPENDENCYPART_ARC
(19,5),-2.0326 # DEPENDENCYPART_ARC
(19,6),-4.6 # DEPENDENCYPART_ARC
(19,7),-1.52285 # DEPENDENCYPART_ARC
(19,8),-4.72251 # DEPENDENCYPART_ARC
(19,9),-4.49929 # DEPENDENCYPART_ARC
(19,10),-5.34519 # DEPENDENCYPART_ARC
(19,11),-2.80908 # DEPENDENCYPART_ARC
