# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,17,4,7,4,9,7,17,12,4,11,13,14,17,0,19,17,19,17,21,22,0,
(8,1),-1.68034 # DEPENDENCYPART_ARC
(8,2),-4.75747 # DEPENDENCYPART_ARC
(8,3),-4.29063 # DEPENDENCYPART_ARC
(8,4),-2.55046 # DEPENDENCYPART_ARC
(8,5),0.129825 # DEPENDENCYPART_ARC
(8,6),-0.129618 # DEPENDENCYPART_ARC
(8,7),1.01765 # DEPENDENCYPART_ARC
(8,9),-1.09529 # DEPENDENCYPART_ARC
(8,10),-1.11242 # DEPENDENCYPART_ARC
(8,11),-1.78623 # DEPENDENCYPART_ARC
(8,12),-2.21027 # DEPENDENCYPART_ARC
(8,13),-3.50772 # DEPENDENCYPART_ARC
(8,14),-0.990622 # DEPENDENCYPART_ARC
(8,15),-4.36882 # DEPENDENCYPART_ARC
(8,16),-1.10581 # DEPENDENCYPART_ARC
(8,17),-1.44938 # DEPENDENCYPART_ARC
(8,18),-1.30579 # DEPENDENCYPART_ARC
(8,19),-5.5214 # DEPENDENCYPART_ARC
(8,20),-5.19375 # DEPENDENCYPART_ARC
(8,21),-1.80235 # DEPENDENCYPART_ARC
(8,22),-2.33115 # DEPENDENCYPART_ARC
(8,23),-6.39884 # DEPENDENCYPART_ARC
(8,24),-3.24643 # DEPENDENCYPART_ARC
(9,1),-1.60651 # DEPENDENCYPART_ARC
(9,2),-3.15769 # DEPENDENCYPART_ARC
(9,3),-4.28304 # DEPENDENCYPART_ARC
(9,4),-1.85789 # DEPENDENCYPART_ARC
(9,5),-0.396889 # DEPENDENCYPART_ARC
(9,6),0.224409 # DEPENDENCYPART_ARC
(9,7),0.929329 # DEPENDENCYPART_ARC
(9,8),4.35741 # DEPENDENCYPART_ARC
(9,10),-0.115906 # DEPENDENCYPART_ARC
(9,11),-0.780417 # DEPENDENCYPART_ARC
(9,12),-1.22021 # DEPENDENCYPART_ARC
(9,13),0.674967 # DEPENDENCYPART_ARC
(9,14),0.754654 # DEPENDENCYPART_ARC
(9,15),-0.22472 # DEPENDENCYPART_ARC
(9,16),0.182232 # DEPENDENCYPART_ARC
(9,17),0.701733 # DEPENDENCYPART_ARC
(9,18),-0.460323 # DEPENDENCYPART_ARC
(9,19),-3.93115 # DEPENDENCYPART_ARC
(9,20),-2.34889 # DEPENDENCYPART_ARC
(9,21),-0.376746 # DEPENDENCYPART_ARC
(9,22),-1.17791 # DEPENDENCYPART_ARC
(9,23),-6.04432 # DEPENDENCYPART_ARC
(9,24),-5.11439 # DEPENDENCYPART_ARC
(10,1),-0.0904147 # DEPENDENCYPART_ARC
(10,2),0.139888 # DEPENDENCYPART_ARC
(10,3),-0.425576 # DEPENDENCYPART_ARC
(10,4),1.32564 # DEPENDENCYPART_ARC
(10,5),0.688 # DEPENDENCYPART_ARC
(10,6),0.664887 # DEPENDENCYPART_ARC
(10,7),0.465634 # DEPENDENCYPART_ARC
(10,8),0.82436 # DEPENDENCYPART_ARC
(10,9),0.777874 # DEPENDENCYPART_ARC
(10,11),0.86814 # DEPENDENCYPART_ARC
(10,12),0.899334 # DEPENDENCYPART_ARC
(10,13),0.897285 # DEPENDENCYPART_ARC
(10,14),0.876527 # DEPENDENCYPART_ARC
(10,15),0.508245 # DEPENDENCYPART_ARC
(10,16),0.686748 # DEPENDENCYPART_ARC
(10,17),0.528227 # DEPENDENCYPART_ARC
(10,18),0.00819971 # DEPENDENCYPART_ARC
(10,19),-0.471997 # DEPENDENCYPART_ARC
(10,20),-0.557289 # DEPENDENCYPART_ARC
(10,21),-0.0212132 # DEPENDENCYPART_ARC
(10,22),-0.591158 # DEPENDENCYPART_ARC
(10,23),-0.775104 # DEPENDENCYPART_ARC
(10,24),-0.902665 # DEPENDENCYPART_ARC
(11,1),-1.04183 # DEPENDENCYPART_ARC
(11,2),-2.12533 # DEPENDENCYPART_ARC
(11,3),-1.76447 # DEPENDENCYPART_ARC
(11,4),-1.23168 # DEPENDENCYPART_ARC
(11,5),0.858158 # DEPENDENCYPART_ARC
(11,6),0.162977 # DEPENDENCYPART_ARC
(11,7),0.452569 # DEPENDENCYPART_ARC
(11,8),-0.0169715 # DEPENDENCYPART_ARC
(11,9),2.20764 # DEPENDENCYPART_ARC
(11,10),1.21958 # DEPENDENCYPART_ARC
(11,13),2.98395 # DEPENDENCYPART_ARC
(11,14),-0.196354 # DEPENDENCYPART_ARC
(11,15),1.43337 # DEPENDENCYPART_ARC
(11,16),0.0399493 # DEPENDENCYPART_ARC
(11,17),0.135359 # DEPENDENCYPART_ARC
(11,18),-0.45586 # DEPENDENCYPART_ARC
(11,19),-1.79023 # DEPENDENCYPART_ARC
(11,20),-2.10822 # DEPENDENCYPART_ARC
(11,21),-0.710722 # DEPENDENCYPART_ARC
(11,22),-1.65813 # DEPENDENCYPART_ARC
(11,23),-2.60549 # DEPENDENCYPART_ARC
(11,24),-1.40852 # DEPENDENCYPART_ARC
(12,1),-1.18912 # DEPENDENCYPART_ARC
(12,2),-1.05215 # DEPENDENCYPART_ARC
(12,3),-0.813188 # DEPENDENCYPART_ARC
(12,4),-2.9612 # DEPENDENCYPART_ARC
(12,5),-0.334237 # DEPENDENCYPART_ARC
(12,6),0.82729 # DEPENDENCYPART_ARC
(12,8),0.169881 # DEPENDENCYPART_ARC
(12,9),0.599725 # DEPENDENCYPART_ARC
(12,10),0.0731524 # DEPENDENCYPART_ARC
(12,11),1.59564 # DEPENDENCYPART_ARC
(12,13),2.87688 # DEPENDENCYPART_ARC
(12,14),0.464453 # DEPENDENCYPART_ARC
(12,15),0.3869 # DEPENDENCYPART_ARC
(12,16),-1.25659 # DEPENDENCYPART_ARC
(12,17),-0.796938 # DEPENDENCYPART_ARC
(12,18),-0.540049 # DEPENDENCYPART_ARC
(12,19),-1.7308 # DEPENDENCYPART_ARC
(12,20),-1.85374 # DEPENDENCYPART_ARC
(12,21),-1.11189 # DEPENDENCYPART_ARC
(12,22),-1.51797 # DEPENDENCYPART_ARC
(12,23),-2.35938 # DEPENDENCYPART_ARC
(12,24),-2.22416 # DEPENDENCYPART_ARC
(13,1),-2.73316 # DEPENDENCYPART_ARC
(13,2),-5.2697 # DEPENDENCYPART_ARC
(13,3),-4.94083 # DEPENDENCYPART_ARC
(13,4),-3.0944 # DEPENDENCYPART_ARC
(13,5),-2.09882 # DEPENDENCYPART_ARC
(13,6),-1.33937 # DEPENDENCYPART_ARC
(13,7),-1.9529 # DEPENDENCYPART_ARC
(13,8),0.671237 # DEPENDENCYPART_ARC
(13,9),-0.948334 # DEPENDENCYPART_ARC
(13,10),-0.44132 # DEPENDENCYPART_ARC
(13,11),-0.554399 # DEPENDENCYPART_ARC
(13,12),0.223219 # DEPENDENCYPART_ARC
(13,14),2.84565 # DEPENDENCYPART_ARC
(13,15),1.3587 # DEPENDENCYPART_ARC
(13,16),0.0261076 # DEPENDENCYPART_ARC
(13,17),0.50273 # DEPENDENCYPART_ARC
(13,18),-0.468664 # DEPENDENCYPART_ARC
(13,19),-2.75105 # DEPENDENCYPART_ARC
(13,20),-2.215 # DEPENDENCYPART_ARC
(13,21),0.0548701 # DEPENDENCYPART_ARC
(13,22),-0.141039 # DEPENDENCYPART_ARC
(13,23),-6.15231 # DEPENDENCYPART_ARC
(13,24),-3.15367 # DEPENDENCYPART_ARC
(14,1),-4.00135 # DEPENDENCYPART_ARC
(14,2),-3.16135 # DEPENDENCYPART_ARC
(14,3),-3.14009 # DEPENDENCYPART_ARC
(14,4),-3.15721 # DEPENDENCYPART_ARC
(14,5),-2.52942 # DEPENDENCYPART_ARC
(14,6),-2.34428 # DEPENDENCYPART_ARC
(14,7),-2.50643 # DEPENDENCYPART_ARC
(14,8),-3.40101 # DEPENDENCYPART_ARC
(14,9),-3.57441 # DEPENDENCYPART_ARC
(14,10),-0.536937 # DEPENDENCYPART_ARC
(14,11),-1.67091 # DEPENDENCYPART_ARC
(14,12),-1.22832 # DEPENDENCYPART_ARC
(14,13),-1.5623 # DEPENDENCYPART_ARC
(14,15),3.90609 # DEPENDENCYPART_ARC
(14,16),0.0792068 # DEPENDENCYPART_ARC
(14,17),-0.132754 # DEPENDENCYPART_ARC
(14,18),0.664356 # DEPENDENCYPART_ARC
(14,19),-3.48724 # DEPENDENCYPART_ARC
(14,20),-2.99112 # DEPENDENCYPART_ARC
(14,21),-1.89456 # DEPENDENCYPART_ARC
(14,22),-1.83496 # DEPENDENCYPART_ARC
(14,23),-3.94074 # DEPENDENCYPART_ARC
(14,24),-1.38417 # DEPENDENCYPART_ARC
(15,1),-2.524 # DEPENDENCYPART_ARC
(15,2),-6.44323 # DEPENDENCYPART_ARC
(15,3),-6.1301 # DEPENDENCYPART_ARC
(15,4),-2.84726 # DEPENDENCYPART_ARC
(15,5),-2.51979 # DEPENDENCYPART_ARC
(15,6),-2.19235 # DEPENDENCYPART_ARC
(15,7),-2.73725 # DEPENDENCYPART_ARC
(15,8),-2.24738 # DEPENDENCYPART_ARC
(15,9),-4.27676 # DEPENDENCYPART_ARC
(15,10),-1.06744 # DEPENDENCYPART_ARC
(15,11),-1.7381 # DEPENDENCYPART_ARC
(15,12),-2.39297 # DEPENDENCYPART_ARC
(15,13),-2.31749 # DEPENDENCYPART_ARC
(15,14),0.103275 # DEPENDENCYPART_ARC
(15,16),-0.414609 # DEPENDENCYPART_ARC
(15,17),0.365791 # DEPENDENCYPART_ARC
(15,18),-0.995671 # DEPENDENCYPART_ARC
(15,19),-3.3035 # DEPENDENCYPART_ARC
(15,20),-3.49067 # DEPENDENCYPART_ARC
(15,21),-1.03424 # DEPENDENCYPART_ARC
(15,22),-1.43116 # DEPENDENCYPART_ARC
(15,23),-6.75391 # DEPENDENCYPART_ARC
(15,24),-3.30142 # DEPENDENCYPART_ARC
(16,1),-1.74443 # DEPENDENCYPART_ARC
(16,2),-2.15521 # DEPENDENCYPART_ARC
(16,3),-2.83772 # DEPENDENCYPART_ARC
(16,4),-0.713254 # DEPENDENCYPART_ARC
(16,5),-1.31025 # DEPENDENCYPART_ARC
(16,6),-1.30851 # DEPENDENCYPART_ARC
(16,7),-1.70783 # DEPENDENCYPART_ARC
(16,8),-1.71533 # DEPENDENCYPART_ARC
(16,9),-1.34731 # DEPENDENCYPART_ARC
(16,10),-0.670477 # DEPENDENCYPART_ARC
(16,11),-1.00158 # DEPENDENCYPART_ARC
(16,12),-1.35515 # DEPENDENCYPART_ARC
(16,13),-0.579479 # DEPENDENCYPART_ARC
(16,14),-1.39284 # DEPENDENCYPART_ARC
(16,15),-0.286883 # DEPENDENCYPART_ARC
(16,17),0.0178955 # DEPENDENCYPART_ARC
(16,18),-0.613529 # DEPENDENCYPART_ARC
(16,19),-0.618786 # DEPENDENCYPART_ARC
(16,20),-0.963602 # DEPENDENCYPART_ARC
(16,21),-0.825386 # DEPENDENCYPART_ARC
(16,22),-1.5046 # DEPENDENCYPART_ARC
(16,23),-1.32349 # DEPENDENCYPART_ARC
(16,24),-1.04705 # DEPENDENCYPART_ARC
(17,1),-0.736815 # DEPENDENCYPART_ARC
(17,2),-1.10233 # DEPENDENCYPART_ARC
(17,3),0.399584 # DEPENDENCYPART_ARC
(17,4),1.35327 # DEPENDENCYPART_ARC
(17,5),0.201966 # DEPENDENCYPART_ARC
(17,6),0.199582 # DEPENDENCYPART_ARC
(17,7),-0.660237 # DEPENDENCYPART_ARC
(17,8),-0.315852 # DEPENDENCYPART_ARC
(17,9),0.766974 # DEPENDENCYPART_ARC
(17,10),1.53649 # DEPENDENCYPART_ARC
(17,11),0.609304 # DEPENDENCYPART_ARC
(17,12),-0.059797 # DEPENDENCYPART_ARC
(17,13),0.528478 # DEPENDENCYPART_ARC
(17,14),0.572115 # DEPENDENCYPART_ARC
(17,15),1.74057 # DEPENDENCYPART_ARC
(17,16),2.98673 # DEPENDENCYPART_ARC
(17,18),0.483509 # DEPENDENCYPART_ARC
(17,19),1.49491 # DEPENDENCYPART_ARC
(17,20),0.538575 # DEPENDENCYPART_ARC
(17,21),1.12377 # DEPENDENCYPART_ARC
(17,22),0.402387 # DEPENDENCYPART_ARC
(17,23),0.458228 # DEPENDENCYPART_ARC
(17,24),0.521293 # DEPENDENCYPART_ARC
(18,1),-3.4609 # DEPENDENCYPART_ARC
(18,2),-1.92802 # DEPENDENCYPART_ARC
(18,3),-2.87862 # DEPENDENCYPART_ARC
(18,4),-2.60958 # DEPENDENCYPART_ARC
(18,5),-1.70154 # DEPENDENCYPART_ARC
(18,6),-1.68138 # DEPENDENCYPART_ARC
(18,7),-1.94996 # DEPENDENCYPART_ARC
(18,8),-1.2161 # DEPENDENCYPART_ARC
(18,9),-0.557538 # DEPENDENCYPART_ARC
(18,10),-0.474761 # DEPENDENCYPART_ARC
(18,11),-1.03743 # DEPENDENCYPART_ARC
(18,12),-1.45109 # DEPENDENCYPART_ARC
(18,13),-0.465094 # DEPENDENCYPART_ARC
(18,14),-0.917525 # DEPENDENCYPART_ARC
(18,15),1.3843 # DEPENDENCYPART_ARC
(18,16),0.600573 # DEPENDENCYPART_ARC
(18,17),0.24981 # DEPENDENCYPART_ARC
(18,19),1.07535 # DEPENDENCYPART_ARC
(18,20),0.109062 # DEPENDENCYPART_ARC
(18,21),-0.312829 # DEPENDENCYPART_ARC
(18,22),-0.67351 # DEPENDENCYPART_ARC
(18,23),-0.633022 # DEPENDENCYPART_ARC
(18,24),-0.293691 # DEPENDENCYPART_ARC
(19,1),-3.30948 # DEPENDENCYPART_ARC
(19,2),-7.10964 # DEPENDENCYPART_ARC
(19,3),-7.65323 # DEPENDENCYPART_ARC
(19,4),-3.33585 # DEPENDENCYPART_ARC
(19,5),-3.06358 # DEPENDENCYPART_ARC
(19,6),-2.70369 # DEPENDENCYPART_ARC
(19,7),-3.64186 # DEPENDENCYPART_ARC
(19,8),-3.27913 # DEPENDENCYPART_ARC
(19,9),-5.59418 # DEPENDENCYPART_ARC
(19,10),-0.792983 # DEPENDENCYPART_ARC
(19,11),-2.64937 # DEPENDENCYPART_ARC
(19,12),-3.4132 # DEPENDENCYPART_ARC
(19,13),-4.9213 # DEPENDENCYPART_ARC
(19,14),-1.08861 # DEPENDENCYPART_ARC
(19,15),-4.84215 # DEPENDENCYPART_ARC
(19,16),0.304146 # DEPENDENCYPART_ARC
(19,17),0.109868 # DEPENDENCYPART_ARC
(19,18),2.00853 # DEPENDENCYPART_ARC
(19,20),2.40953 # DEPENDENCYPART_ARC
(19,21),1.09956 # DEPENDENCYPART_ARC
(19,22),0.984861 # DEPENDENCYPART_ARC
(19,23),-2.76918 # DEPENDENCYPART_ARC
(19,24),-0.0992601 # DEPENDENCYPART_ARC
(20,1),-1.66669 # DEPENDENCYPART_ARC
(20,2),-4.53327 # DEPENDENCYPART_ARC
(20,3),-3.78964 # DEPENDENCYPART_ARC
(20,4),-1.9955 # DEPENDENCYPART_ARC
(20,5),-1.89141 # DEPENDENCYPART_ARC
(20,6),-2.41087 # DEPENDENCYPART_ARC
(20,7),-1.41643 # DEPENDENCYPART_ARC
(20,8),-3.86003 # DEPENDENCYPART_ARC
(20,9),-3.67998 # DEPENDENCYPART_ARC
(20,10),-0.500914 # DEPENDENCYPART_ARC
(20,11),-0.489729 # DEPENDENCYPART_ARC
(20,12),-1.43059 # DEPENDENCYPART_ARC
(20,13),-3.22768 # DEPENDENCYPART_ARC
(20,14),-0.389387 # DEPENDENCYPART_ARC
(20,15),-2.60898 # DEPENDENCYPART_ARC
(20,16),0.246152 # DEPENDENCYPART_ARC
(20,17),-0.146944 # DEPENDENCYPART_ARC
(20,18),0.771636 # DEPENDENCYPART_ARC
(20,19),-0.217581 # DEPENDENCYPART_ARC
(20,21),0.101505 # DEPENDENCYPART_ARC
(20,22),0.20129 # DEPENDENCYPART_ARC
(20,23),-2.26375 # DEPENDENCYPART_ARC
(20,24),-0.969279 # DEPENDENCYPART_ARC
(21,1),-0.369399 # DEPENDENCYPART_ARC
(21,2),-1.78602 # DEPENDENCYPART_ARC
(21,3),-0.983936 # DEPENDENCYPART_ARC
(21,4),1.27503 # DEPENDENCYPART_ARC
(21,5),-0.643814 # DEPENDENCYPART_ARC
(21,6),-0.220485 # DEPENDENCYPART_ARC
(21,7),-0.305507 # DEPENDENCYPART_ARC
(21,8),-1.11565 # DEPENDENCYPART_ARC
(21,9),-0.623038 # DEPENDENCYPART_ARC
(21,10),0.358875 # DEPENDENCYPART_ARC
(21,11),0.537296 # DEPENDENCYPART_ARC
(21,12),-0.33782 # DEPENDENCYPART_ARC
(21,13),-0.560079 # DEPENDENCYPART_ARC
(21,14),0.637138 # DEPENDENCYPART_ARC
(21,15),0.44368 # DEPENDENCYPART_ARC
(21,16),0.66076 # DEPENDENCYPART_ARC
(21,17),0.0527565 # DEPENDENCYPART_ARC
(21,18),1.23642 # DEPENDENCYPART_ARC
(21,19),0.939028 # DEPENDENCYPART_ARC
(21,20),1.60018 # DEPENDENCYPART_ARC
(21,22),1.29778 # DEPENDENCYPART_ARC
(21,23),0.972675 # DEPENDENCYPART_ARC
(21,24),0.415478 # DEPENDENCYPART_ARC
(22,1),-5.24641 # DEPENDENCYPART_ARC
(22,2),-4.43031 # DEPENDENCYPART_ARC
(22,3),-4.54818 # DEPENDENCYPART_ARC
(22,4),-4.94937 # DEPENDENCYPART_ARC
(22,5),-4.19701 # DEPENDENCYPART_ARC
(22,6),-4.24233 # DEPENDENCYPART_ARC
(22,7),-3.96014 # DEPENDENCYPART_ARC
