# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,7,7,10,7,14,0,14,15,18,15,0,
(2,8),-0.175149 # DEPENDENCYPART_ARC
(2,9),-0.205486 # DEPENDENCYPART_ARC
(2,10),0.031297 # DEPENDENCYPART_ARC
(2,11),-1.2608 # DEPENDENCYPART_ARC
(2,12),-0.280348 # DEPENDENCYPART_ARC
(2,13),0.00687357 # DEPENDENCYPART_ARC
(2,14),0.322036 # DEPENDENCYPART_ARC
(2,15),-1.39197 # DEPENDENCYPART_ARC
(2,16),-1.70834 # DEPENDENCYPART_ARC
(2,17),-1.02801 # DEPENDENCYPART_ARC
(2,18),-1.17742 # DEPENDENCYPART_ARC
(2,19),-0.0526255 # DEPENDENCYPART_ARC
(3,1),-0.00931467 # DEPENDENCYPART_ARC
(3,2),-0.915331 # DEPENDENCYPART_ARC
(3,4),2.39533 # DEPENDENCYPART_ARC
(3,5),-0.698582 # DEPENDENCYPART_ARC
(3,6),-0.521022 # DEPENDENCYPART_ARC
(3,7),-0.758185 # DEPENDENCYPART_ARC
(3,8),-0.685227 # DEPENDENCYPART_ARC
(3,9),-0.727884 # DEPENDENCYPART_ARC
(3,10),-1.08255 # DEPENDENCYPART_ARC
(3,11),-0.779664 # DEPENDENCYPART_ARC
(3,12),-0.52615 # DEPENDENCYPART_ARC
(3,13),-1.54865 # DEPENDENCYPART_ARC
(3,14),-1.05016 # DEPENDENCYPART_ARC
(3,15),-1.75071 # DEPENDENCYPART_ARC
(3,16),-1.33974 # DEPENDENCYPART_ARC
(3,17),-1.29846 # DEPENDENCYPART_ARC
(3,19),-2.57927 # DEPENDENCYPART_ARC
(4,1),0.125805 # DEPENDENCYPART_ARC
(4,2),-2.2646 # DEPENDENCYPART_ARC
(4,3),2.08615 # DEPENDENCYPART_ARC
(4,5),0.136188 # DEPENDENCYPART_ARC
(4,6),0.360128 # DEPENDENCYPART_ARC
(4,7),2.08066 # DEPENDENCYPART_ARC
(4,8),-0.145268 # DEPENDENCYPART_ARC
(4,9),0.138903 # DEPENDENCYPART_ARC
(4,10),-0.610663 # DEPENDENCYPART_ARC
(4,11),-0.675906 # DEPENDENCYPART_ARC
(4,12),-0.34494 # DEPENDENCYPART_ARC
(4,13),0.0975814 # DEPENDENCYPART_ARC
(4,14),1.01757 # DEPENDENCYPART_ARC
(4,15),-1.55029 # DEPENDENCYPART_ARC
(4,16),-0.820169 # DEPENDENCYPART_ARC
(4,17),-1.08682 # DEPENDENCYPART_ARC
(4,18),-1.68689 # DEPENDENCYPART_ARC
(4,19),-2.97119 # DEPENDENCYPART_ARC
(5,1),-1.68357 # DEPENDENCYPART_ARC
(5,2),-0.312181 # DEPENDENCYPART_ARC
(5,3),-1.7326 # DEPENDENCYPART_ARC
(5,4),-1.01689 # DEPENDENCYPART_ARC
(5,6),-0.377343 # DEPENDENCYPART_ARC
(5,7),-0.0505796 # DEPENDENCYPART_ARC
(5,8),-1.73458 # DEPENDENCYPART_ARC
(5,9),-1.57303 # DEPENDENCYPART_ARC
(5,10),-1.75391 # DEPENDENCYPART_ARC
(5,11),-2.27311 # DEPENDENCYPART_ARC
(5,12),-1.38351 # DEPENDENCYPART_ARC
(5,13),-1.02551 # DEPENDENCYPART_ARC
(5,14),-1.2833 # DEPENDENCYPART_ARC
(5,15),-2.17627 # DEPENDENCYPART_ARC
(5,16),-2.62805 # DEPENDENCYPART_ARC
(5,17),-2.74559 # DEPENDENCYPART_ARC
(5,18),-3.05203 # DEPENDENCYPART_ARC
(5,19),-1.65172 # DEPENDENCYPART_ARC
(6,1),-0.878684 # DEPENDENCYPART_ARC
(6,2),-2.70803 # DEPENDENCYPART_ARC
(6,4),-1.67189 # DEPENDENCYPART_ARC
(6,5),-0.338123 # DEPENDENCYPART_ARC
(6,7),-0.668146 # DEPENDENCYPART_ARC
(6,9),-0.566003 # DEPENDENCYPART_ARC
(6,11),-1.59017 # DEPENDENCYPART_ARC
(6,13),-0.970616 # DEPENDENCYPART_ARC
(6,14),-1.01304 # DEPENDENCYPART_ARC
(6,15),-3.79328 # DEPENDENCYPART_ARC
(6,16),-1.42877 # DEPENDENCYPART_ARC
(6,18),-3.74065 # DEPENDENCYPART_ARC
(6,19),-1.67905 # DEPENDENCYPART_ARC
(7,1),0.599853 # DEPENDENCYPART_ARC
(7,2),-2.28306 # DEPENDENCYPART_ARC
(7,3),-0.267552 # DEPENDENCYPART_ARC
(7,4),0.0149254 # DEPENDENCYPART_ARC
(7,5),2.17871 # DEPENDENCYPART_ARC
(7,6),3.24333 # DEPENDENCYPART_ARC
(7,8),2.56426 # DEPENDENCYPART_ARC
(7,9),1.73371 # DEPENDENCYPART_ARC
(7,10),1.6957 # DEPENDENCYPART_ARC
(7,11),0.694686 # DEPENDENCYPART_ARC
(7,12),1.90304 # DEPENDENCYPART_ARC
(7,13),0.973636 # DEPENDENCYPART_ARC
(7,14),1.23588 # DEPENDENCYPART_ARC
(7,15),-0.757932 # DEPENDENCYPART_ARC
(7,16),-0.0748637 # DEPENDENCYPART_ARC
(7,17),0.47853 # DEPENDENCYPART_ARC
(7,18),0.847593 # DEPENDENCYPART_ARC
(7,19),0.845761 # DEPENDENCYPART_ARC
(8,1),-1.5503 # DEPENDENCYPART_ARC
(8,2),-2.73467 # DEPENDENCYPART_ARC
(8,3),-1.00187 # DEPENDENCYPART_ARC
(8,4),-1.80202 # DEPENDENCYPART_ARC
(8,5),-0.739514 # DEPENDENCYPART_ARC
(8,6),-0.691907 # DEPENDENCYPART_ARC
(8,7),-1.14711 # DEPENDENCYPART_ARC
(8,9),0.919387 # DEPENDENCYPART_ARC
(8,10),-0.00220793 # DEPENDENCYPART_ARC
(8,11),1.00034 # DEPENDENCYPART_ARC
(8,12),-0.36704 # DEPENDENCYPART_ARC
(8,13),-0.706441 # DEPENDENCYPART_ARC
(8,14),0.336736 # DEPENDENCYPART_ARC
(8,15),-1.90823 # DEPENDENCYPART_ARC
(8,16),-0.537949 # DEPENDENCYPART_ARC
(8,17),-0.328605 # DEPENDENCYPART_ARC
(8,19),-1.363 # DEPENDENCYPART_ARC
(9,1),-2.31167 # DEPENDENCYPART_ARC
(9,2),-2.1276 # DEPENDENCYPART_ARC
(9,3),-1.43533 # DEPENDENCYPART_ARC
(9,4),-1.86772 # DEPENDENCYPART_ARC
(9,5),-0.846456 # DEPENDENCYPART_ARC
(9,6),-1.15435 # DEPENDENCYPART_ARC
(9,7),-1.59553 # DEPENDENCYPART_ARC
(9,8),0.161829 # DEPENDENCYPART_ARC
(9,10),-0.409008 # DEPENDENCYPART_ARC
(9,11),-0.415699 # DEPENDENCYPART_ARC
(9,12),-1.03229 # DEPENDENCYPART_ARC
(9,13),-0.840427 # DEPENDENCYPART_ARC
(9,14),-0.601113 # DEPENDENCYPART_ARC
(9,15),-1.24458 # DEPENDENCYPART_ARC
(9,16),-1.44177 # DEPENDENCYPART_ARC
(9,17),-1.32344 # DEPENDENCYPART_ARC
(9,18),-1.41486 # DEPENDENCYPART_ARC
(9,19),-1.53028 # DEPENDENCYPART_ARC
(10,1),-1.12984 # DEPENDENCYPART_ARC
(10,2),-2.31944 # DEPENDENCYPART_ARC
(10,3),-1.54413 # DEPENDENCYPART_ARC
(10,4),-1.19439 # DEPENDENCYPART_ARC
(10,5),-0.872275 # DEPENDENCYPART_ARC
(10,6),-0.115205 # DEPENDENCYPART_ARC
(10,7),-1.58049 # DEPENDENCYPART_ARC
(10,8),0.397531 # DEPENDENCYPART_ARC
(10,9),1.53858 # DEPENDENCYPART_ARC
(10,11),2.66164 # DEPENDENCYPART_ARC
(10,12),0.425482 # DEPENDENCYPART_ARC
(10,13),-0.845586 # DEPENDENCYPART_ARC
(10,14),-0.399415 # DEPENDENCYPART_ARC
(10,15),-1.17745 # DEPENDENCYPART_ARC
(10,16),-0.772979 # DEPENDENCYPART_ARC
(10,17),-0.837498 # DEPENDENCYPART_ARC
(10,19),-0.889494 # DEPENDENCYPART_ARC
(11,1),-1.88402 # DEPENDENCYPART_ARC
(11,2),-3.3802 # DEPENDENCYPART_ARC
(11,3),-1.44783 # DEPENDENCYPART_ARC
(11,4),-3.91961 # DEPENDENCYPART_ARC
(11,5),-0.661546 # DEPENDENCYPART_ARC
(11,6),-0.461724 # DEPENDENCYPART_ARC
(11,7),-1.45062 # DEPENDENCYPART_ARC
(11,8),0.0590679 # DEPENDENCYPART_ARC
(11,9),0.551922 # DEPENDENCYPART_ARC
(11,10),1.26999 # DEPENDENCYPART_ARC
(11,12),1.40596 # DEPENDENCYPART_ARC
(11,13),-0.0456269 # DEPENDENCYPART_ARC
(11,14),0.771821 # DEPENDENCYPART_ARC
(11,15),-0.983668 # DEPENDENCYPART_ARC
(11,16),-0.225694 # DEPENDENCYPART_ARC
(11,17),-0.478837 # DEPENDENCYPART_ARC
(11,18),-1.36181 # DEPENDENCYPART_ARC
(11,19),-0.528266 # DEPENDENCYPART_ARC
(12,1),-1.47029 # DEPENDENCYPART_ARC
(12,2),-2.23095 # DEPENDENCYPART_ARC
(12,3),-0.650045 # DEPENDENCYPART_ARC
(12,4),-1.40694 # DEPENDENCYPART_ARC
(12,5),-0.338703 # DEPENDENCYPART_ARC
(12,6),-1.3014 # DEPENDENCYPART_ARC
(12,7),-1.2096 # DEPENDENCYPART_ARC
(12,8),0.64841 # DEPENDENCYPART_ARC
(12,9),1.05417 # DEPENDENCYPART_ARC
(12,10),0.263205 # DEPENDENCYPART_ARC
(12,11),-0.296194 # DEPENDENCYPART_ARC
(12,13),0.0639139 # DEPENDENCYPART_ARC
(12,14),-0.156885 # DEPENDENCYPART_ARC
(12,15),-1.27413 # DEPENDENCYPART_ARC
(12,16),-0.92874 # DEPENDENCYPART_ARC
(12,17),-1.01703 # DEPENDENCYPART_ARC
(12,19),-0.986211 # DEPENDENCYPART_ARC
(13,1),-2.01327 # DEPENDENCYPART_ARC
(13,2),-0.709664 # DEPENDENCYPART_ARC
(13,3),-1.46293 # DEPENDENCYPART_ARC
(13,4),-1.86945 # DEPENDENCYPART_ARC
(13,5),-0.909427 # DEPENDENCYPART_ARC
(13,6),-0.621506 # DEPENDENCYPART_ARC
(13,7),-0.415718 # DEPENDENCYPART_ARC
(13,8),-1.06304 # DEPENDENCYPART_ARC
(13,9),-1.01871 # DEPENDENCYPART_ARC
(13,10),-1.06863 # DEPENDENCYPART_ARC
(13,11),-1.07852 # DEPENDENCYPART_ARC
(13,12),-0.63505 # DEPENDENCYPART_ARC
(13,14),0.0623908 # DEPENDENCYPART_ARC
(13,15),-0.155937 # DEPENDENCYPART_ARC
(13,16),-0.301993 # DEPENDENCYPART_ARC
(13,17),-0.471651 # DEPENDENCYPART_ARC
(13,18),-0.88095 # DEPENDENCYPART_ARC
(13,19),0.0231856 # DEPENDENCYPART_ARC
(14,1),0.385114 # DEPENDENCYPART_ARC
(14,2),1.57759 # DEPENDENCYPART_ARC
(14,3),-1.9225 # DEPENDENCYPART_ARC
(14,4),-0.301948 # DEPENDENCYPART_ARC
(14,5),1.68273 # DEPENDENCYPART_ARC
(14,6),2.03919 # DEPENDENCYPART_ARC
(14,7),1.97739 # DEPENDENCYPART_ARC
(14,8),0.344712 # DEPENDENCYPART_ARC
(14,9),0.114462 # DEPENDENCYPART_ARC
(14,10),-0.405565 # DEPENDENCYPART_ARC
(14,11),0.826662 # DEPENDENCYPART_ARC
(14,12),0.260372 # DEPENDENCYPART_ARC
(14,13),2.62711 # DEPENDENCYPART_ARC
(14,15),2.11941 # DEPENDENCYPART_ARC
(14,16),-0.652196 # DEPENDENCYPART_ARC
(14,17),-0.0335465 # DEPENDENCYPART_ARC
(14,18),0.836874 # DEPENDENCYPART_ARC
(14,19),0.525292 # DEPENDENCYPART_ARC
(15,1),0.275766 # DEPENDENCYPART_ARC
(15,2),-3.71815 # DEPENDENCYPART_ARC
(15,3),-1.05982 # DEPENDENCYPART_ARC
(15,4),-0.478704 # DEPENDENCYPART_ARC
(15,5),0.19379 # DEPENDENCYPART_ARC
(15,6),0.462848 # DEPENDENCYPART_ARC
(15,7),-2.37833 # DEPENDENCYPART_ARC
(15,8),-0.108055 # DEPENDENCYPART_ARC
(15,9),-0.91866 # DEPENDENCYPART_ARC
(15,10),-0.539212 # DEPENDENCYPART_ARC
(15,11),-1.82125 # DEPENDENCYPART_ARC
(15,12),-0.454396 # DEPENDENCYPART_ARC
(15,13),0.226317 # DEPENDENCYPART_ARC
(15,14),0.613482 # DEPENDENCYPART_ARC
(15,16),2.51148 # DEPENDENCYPART_ARC
(15,17),1.96161 # DEPENDENCYPART_ARC
(15,18),2.52073 # DEPENDENCYPART_ARC
(15,19),0.207098 # DEPENDENCYPART_ARC
(16,1),-3.60921 # DEPENDENCYPART_ARC
(16,2),-2.47227 # DEPENDENCYPART_ARC
(16,3),-2.44122 # DEPENDENCYPART_ARC
(16,4),-3.34744 # DEPENDENCYPART_ARC
(16,5),-2.86609 # DEPENDENCYPART_ARC
(16,6),-2.14044 # DEPENDENCYPART_ARC
(16,7),-2.34144 # DEPENDENCYPART_ARC
(16,8),-1.91412 # DEPENDENCYPART_ARC
(16,9),-1.30943 # DEPENDENCYPART_ARC
(16,10),-1.91914 # DEPENDENCYPART_ARC
(16,11),-2.57356 # DEPENDENCYPART_ARC
(16,12),-1.74242 # DEPENDENCYPART_ARC
(16,13),-1.34588 # DEPENDENCYPART_ARC
(16,14),-1.32276 # DEPENDENCYPART_ARC
(16,15),-1.13454 # DEPENDENCYPART_ARC
(16,17),0.062886 # DEPENDENCYPART_ARC
(16,18),-0.995557 # DEPENDENCYPART_ARC
(16,19),-0.30601 # DEPENDENCYPART_ARC
(17,1),-2.79937 # DEPENDENCYPART_ARC
(17,2),-2.66961 # DEPENDENCYPART_ARC
(17,3),-1.67125 # DEPENDENCYPART_ARC
(17,4),-3.22085 # DEPENDENCYPART_ARC
(17,5),-2.03835 # DEPENDENCYPART_ARC
(17,6),-1.38486 # DEPENDENCYPART_ARC
(17,7),-1.62021 # DEPENDENCYPART_ARC
(17,8),-0.795813 # DEPENDENCYPART_ARC
(17,9),-0.467906 # DEPENDENCYPART_ARC
(17,10),-1.24293 # DEPENDENCYPART_ARC
(17,11),-1.74706 # DEPENDENCYPART_ARC
(17,12),-0.485182 # DEPENDENCYPART_ARC
(17,13),-0.669452 # DEPENDENCYPART_ARC
(17,14),-0.764459 # DEPENDENCYPART_ARC
(17,15),-1.01043 # DEPENDENCYPART_ARC
(17,16),1.4348 # DEPENDENCYPART_ARC
(17,19),-0.0828379 # DEPENDENCYPART_ARC
(18,1),0.86288 # DEPENDENCYPART_ARC
(18,2),-0.565665 # DEPENDENCYPART_ARC
(18,3),-0.18907 # DEPENDENCYPART_ARC
(18,4),0.0827398 # DEPENDENCYPART_ARC
(18,5),0.704831 # DEPENDENCYPART_ARC
(18,6),1.39384 # DEPENDENCYPART_ARC
(18,7),0.0298021 # DEPENDENCYPART_ARC
(18,8),0.359596 # DEPENDENCYPART_ARC
(18,9),0.132707 # DEPENDENCYPART_ARC
(18,10),0.23766 # DEPENDENCYPART_ARC
(18,11),-0.814314 # DEPENDENCYPART_ARC
(18,12),0.338358 # DEPENDENCYPART_ARC
(18,13),0.717613 # DEPENDENCYPART_ARC
(18,14),1.1572 # DEPENDENCYPART_ARC
(18,15),2.86715 # DEPENDENCYPART_ARC
(18,16),2.25691 # DEPENDENCYPART_ARC
(18,17),3.16734 # DEPENDENCYPART_ARC
(18,19),-0.12306 # DEPENDENCYPART_ARC
(19,1),-4.19949 # DEPENDENCYPART_ARC
(19,2),-4.69854 # DEPENDENCYPART_ARC
(19,3),-5.08095 # DEPENDENCYPART_ARC
(19,4),-5.03201 # DEPENDENCYPART_ARC
(19,5),-4.8233 # DEPENDENCYPART_ARC
(19,6),-3.05053 # DEPENDENCYPART_ARC
(19,7),-4.06633 # DEPENDENCYPART_ARC
(19,8),-3.48405 # DEPENDENCYPART_ARC
(19,9),-3.34312 # DEPENDENCYPART_ARC
(19,10),-3.83899 # DEPENDENCYPART_ARC
(19,11),-3.58547 # DEPENDENCYPART_ARC
(19,12),-3.39328 # DEPENDENCYPART_ARC
(19,13),-3.1387 # DEPENDENCYPART_ARC
(19,14),-2.97505 # DEPENDENCYPART_ARC
(19,15),-3.34486 # DEPENDENCYPART_ARC
(19,16),-2.62834 # DEPENDENCYPART_ARC
(19,17),-2.79928 # DEPENDENCYPART_ARC
(19,18),-3.31412 # DEPENDENCYPART_ARC
