# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,12,18,16,12,19,20,23,21,21,24,24,28,26,26,29,32,30,30,35,33,35,0,
(1,13),-2.37014 # DEPENDENCYPART_ARC
(1,14),-5.61674 # DEPENDENCYPART_ARC
(1,15),-5.26324 # DEPENDENCYPART_ARC
(1,16),-2.74469 # DEPENDENCYPART_ARC
(1,17),-5.80934 # DEPENDENCYPART_ARC
(1,18),-5.59637 # DEPENDENCYPART_ARC
(1,19),-1.52961 # DEPENDENCYPART_ARC
(1,20),-3.53964 # DEPENDENCYPART_ARC
(1,21),-7.76961 # DEPENDENCYPART_ARC
(1,22),-5.27813 # DEPENDENCYPART_ARC
(1,23),-6.78671 # DEPENDENCYPART_ARC
(1,24),-2.97076 # DEPENDENCYPART_ARC
(1,25),-9.44454 # DEPENDENCYPART_ARC
(1,26),-2.38139 # DEPENDENCYPART_ARC
(1,27),-3.05031 # DEPENDENCYPART_ARC
(1,28),-3.20929 # DEPENDENCYPART_ARC
(1,29),-4.61399 # DEPENDENCYPART_ARC
(1,30),-9.48073 # DEPENDENCYPART_ARC
(1,31),-6.14352 # DEPENDENCYPART_ARC
(1,32),-9.11641 # DEPENDENCYPART_ARC
(1,33),-4.91105 # DEPENDENCYPART_ARC
(1,34),-10.8712 # DEPENDENCYPART_ARC
(1,35),-3.14447 # DEPENDENCYPART_ARC
(1,36),-10.6919 # DEPENDENCYPART_ARC
(1,37),-7.11332 # DEPENDENCYPART_ARC
(2,1),5.36871 # DEPENDENCYPART_ARC
(2,3),0.719542 # DEPENDENCYPART_ARC
(2,4),0.62225 # DEPENDENCYPART_ARC
(2,5),1.1436 # DEPENDENCYPART_ARC
(2,6),-0.569775 # DEPENDENCYPART_ARC
(2,7),-3.69394 # DEPENDENCYPART_ARC
(2,8),-4.02738 # DEPENDENCYPART_ARC
(2,9),-2.0363 # DEPENDENCYPART_ARC
(2,10),-0.268135 # DEPENDENCYPART_ARC
(2,11),-3.46285 # DEPENDENCYPART_ARC
(2,12),-1.62615 # DEPENDENCYPART_ARC
(2,13),-1.46414 # DEPENDENCYPART_ARC
(2,14),-2.28506 # DEPENDENCYPART_ARC
(2,15),-2.05959 # DEPENDENCYPART_ARC
(2,16),-0.963695 # DEPENDENCYPART_ARC
(2,17),-4.08784 # DEPENDENCYPART_ARC
(2,18),-1.8731 # DEPENDENCYPART_ARC
(2,19),-0.64926 # DEPENDENCYPART_ARC
(2,20),-2.08018 # DEPENDENCYPART_ARC
(2,21),-4.01656 # DEPENDENCYPART_ARC
(2,22),-3.28031 # DEPENDENCYPART_ARC
(2,23),-3.31579 # DEPENDENCYPART_ARC
(2,24),-2.35981 # DEPENDENCYPART_ARC
(2,25),-6.19433 # DEPENDENCYPART_ARC
(2,26),-2.0263 # DEPENDENCYPART_ARC
(2,27),-2.16511 # DEPENDENCYPART_ARC
(2,28),-1.91592 # DEPENDENCYPART_ARC
(2,29),-3.17607 # DEPENDENCYPART_ARC
(2,30),-6.32366 # DEPENDENCYPART_ARC
(2,31),-3.88443 # DEPENDENCYPART_ARC
(2,32),-5.79323 # DEPENDENCYPART_ARC
(2,33),-3.30709 # DEPENDENCYPART_ARC
(2,34),-7.04595 # DEPENDENCYPART_ARC
(2,35),-3.36011 # DEPENDENCYPART_ARC
(2,36),-8.62165 # DEPENDENCYPART_ARC
(2,37),-14.704 # DEPENDENCYPART_ARC
(3,1),-0.625934 # DEPENDENCYPART_ARC
(3,2),-1.27744 # DEPENDENCYPART_ARC
(3,4),0.314841 # DEPENDENCYPART_ARC
(3,5),-0.155886 # DEPENDENCYPART_ARC
(3,6),-0.677927 # DEPENDENCYPART_ARC
(3,7),-0.907537 # DEPENDENCYPART_ARC
(3,8),-1.0069 # DEPENDENCYPART_ARC
(3,9),-1.86089 # DEPENDENCYPART_ARC
(3,10),-0.512775 # DEPENDENCYPART_ARC
(3,11),-1.70624 # DEPENDENCYPART_ARC
(3,12),-1.50974 # DEPENDENCYPART_ARC
(3,13),-1.81317 # DEPENDENCYPART_ARC
(3,14),-3.06788 # DEPENDENCYPART_ARC
(3,15),-3.17535 # DEPENDENCYPART_ARC
(3,16),-2.40912 # DEPENDENCYPART_ARC
(3,17),-1.95678 # DEPENDENCYPART_ARC
(3,18),-3.74233 # DEPENDENCYPART_ARC
(3,19),-1.2648 # DEPENDENCYPART_ARC
(3,20),-2.67161 # DEPENDENCYPART_ARC
(3,21),-4.60802 # DEPENDENCYPART_ARC
(3,22),-2.09818 # DEPENDENCYPART_ARC
(3,23),-4.83349 # DEPENDENCYPART_ARC
(3,24),-3.14321 # DEPENDENCYPART_ARC
(3,25),-4.87274 # DEPENDENCYPART_ARC
(3,26),-2.96301 # DEPENDENCYPART_ARC
(3,27),-2.30346 # DEPENDENCYPART_ARC
(3,28),-2.41261 # DEPENDENCYPART_ARC
(3,29),-3.36781 # DEPENDENCYPART_ARC
(3,30),-5.85381 # DEPENDENCYPART_ARC
(3,31),-2.61891 # DEPENDENCYPART_ARC
(3,32),-6.00788 # DEPENDENCYPART_ARC
(3,33),-3.9515 # DEPENDENCYPART_ARC
(3,34),-6.5676 # DEPENDENCYPART_ARC
(3,35),-3.9384 # DEPENDENCYPART_ARC
(3,36),-6.79001 # DEPENDENCYPART_ARC
(3,37),-6.64264 # DEPENDENCYPART_ARC
(4,1),-2.29481 # DEPENDENCYPART_ARC
(4,2),-2.35914 # DEPENDENCYPART_ARC
(4,3),-0.639658 # DEPENDENCYPART_ARC
(4,5),5.23042 # DEPENDENCYPART_ARC
(4,6),-2.02792 # DEPENDENCYPART_ARC
(4,7),-3.42992 # DEPENDENCYPART_ARC
(4,8),-3.51819 # DEPENDENCYPART_ARC
(4,9),-3.78252 # DEPENDENCYPART_ARC
(4,10),-1.02544 # DEPENDENCYPART_ARC
(4,11),-4.39227 # DEPENDENCYPART_ARC
(4,12),-3.15436 # DEPENDENCYPART_ARC
(4,13),-2.44412 # DEPENDENCYPART_ARC
(4,14),-6.12444 # DEPENDENCYPART_ARC
(4,15),-7.87319 # DEPENDENCYPART_ARC
(4,16),-2.76229 # DEPENDENCYPART_ARC
(4,17),-4.24155 # DEPENDENCYPART_ARC
(4,18),-9.16884 # DEPENDENCYPART_ARC
(4,19),-2.36856 # DEPENDENCYPART_ARC
(4,20),-3.06839 # DEPENDENCYPART_ARC
(4,21),-10.9494 # DEPENDENCYPART_ARC
(4,22),-4.94116 # DEPENDENCYPART_ARC
(4,23),-12.4938 # DEPENDENCYPART_ARC
(4,24),-3.74305 # DEPENDENCYPART_ARC
(4,25),-13.3046 # DEPENDENCYPART_ARC
(4,26),-5.48741 # DEPENDENCYPART_ARC
(4,27),-3.79763 # DEPENDENCYPART_ARC
(4,28),-3.21955 # DEPENDENCYPART_ARC
(4,29),-3.69998 # DEPENDENCYPART_ARC
(4,30),-15.6052 # DEPENDENCYPART_ARC
(4,31),-5.70774 # DEPENDENCYPART_ARC
(4,32),-17.3316 # DEPENDENCYPART_ARC
(4,33),-4.01135 # DEPENDENCYPART_ARC
(4,34),-18.318 # DEPENDENCYPART_ARC
(4,35),-6.80073 # DEPENDENCYPART_ARC
(4,36),-21.0573 # DEPENDENCYPART_ARC
(4,37),-6.55838 # DEPENDENCYPART_ARC
(5,1),-2.95994 # DEPENDENCYPART_ARC
(5,2),-2.95693 # DEPENDENCYPART_ARC
(5,3),0.796238 # DEPENDENCYPART_ARC
(5,4),0.451201 # DEPENDENCYPART_ARC
(5,6),-1.58154 # DEPENDENCYPART_ARC
(5,7),-4.73762 # DEPENDENCYPART_ARC
(5,8),-5.22335 # DEPENDENCYPART_ARC
(5,9),-3.08226 # DEPENDENCYPART_ARC
(5,10),-1.69409 # DEPENDENCYPART_ARC
(5,11),-3.41936 # DEPENDENCYPART_ARC
(5,12),-3.95015 # DEPENDENCYPART_ARC
(5,13),-2.80877 # DEPENDENCYPART_ARC
(5,14),-4.54231 # DEPENDENCYPART_ARC
(5,15),-5.36001 # DEPENDENCYPART_ARC
(5,16),-2.38148 # DEPENDENCYPART_ARC
(5,17),-6.0188 # DEPENDENCYPART_ARC
(5,18),-3.60703 # DEPENDENCYPART_ARC
(5,19),-2.20394 # DEPENDENCYPART_ARC
(5,20),-3.65488 # DEPENDENCYPART_ARC
(5,21),-5.83782 # DEPENDENCYPART_ARC
(5,22),-6.17758 # DEPENDENCYPART_ARC
(5,23),-6.89459 # DEPENDENCYPART_ARC
(5,24),-4.3894 # DEPENDENCYPART_ARC
(5,25),-10.1088 # DEPENDENCYPART_ARC
(5,26),-2.53825 # DEPENDENCYPART_ARC
(5,27),-3.13355 # DEPENDENCYPART_ARC
(5,28),-3.08521 # DEPENDENCYPART_ARC
(5,29),-4.8826 # DEPENDENCYPART_ARC
(5,30),-7.92141 # DEPENDENCYPART_ARC
(5,31),-6.88757 # DEPENDENCYPART_ARC
(5,32),-8.97814 # DEPENDENCYPART_ARC
(5,33),-4.75764 # DEPENDENCYPART_ARC
(5,34),-8.79518 # DEPENDENCYPART_ARC
(5,35),-3.4866 # DEPENDENCYPART_ARC
(5,36),-11.3237 # DEPENDENCYPART_ARC
(5,37),-15.3728 # DEPENDENCYPART_ARC
(6,1),-2.3027 # DEPENDENCYPART_ARC
(6,2),1.57221 # DEPENDENCYPART_ARC
(6,3),2.46226 # DEPENDENCYPART_ARC
(6,4),2.65611 # DEPENDENCYPART_ARC
(6,5),-0.674666 # DEPENDENCYPART_ARC
(6,7),2.07479 # DEPENDENCYPART_ARC
(6,8),0.181255 # DEPENDENCYPART_ARC
(6,9),2.95719 # DEPENDENCYPART_ARC
(6,10),0.352236 # DEPENDENCYPART_ARC
(6,11),-1.45442 # DEPENDENCYPART_ARC
(6,12),-1.71724 # DEPENDENCYPART_ARC
(6,13),0.400342 # DEPENDENCYPART_ARC
(6,14),-2.84728 # DEPENDENCYPART_ARC
(6,15),-1.96002 # DEPENDENCYPART_ARC
(6,16),0.420351 # DEPENDENCYPART_ARC
(6,17),-5.51358 # DEPENDENCYPART_ARC
(6,18),-3.13377 # DEPENDENCYPART_ARC
(6,19),-0.207158 # DEPENDENCYPART_ARC
(6,20),-0.495425 # DEPENDENCYPART_ARC
(6,21),-3.93635 # DEPENDENCYPART_ARC
(6,22),-4.6766 # DEPENDENCYPART_ARC
(6,23),-3.14863 # DEPENDENCYPART_ARC
(6,24),-0.171649 # DEPENDENCYPART_ARC
(6,25),-2.52376 # DEPENDENCYPART_ARC
(6,26),-0.546298 # DEPENDENCYPART_ARC
(6,27),-1.20013 # DEPENDENCYPART_ARC
(6,28),-0.928803 # DEPENDENCYPART_ARC
(6,29),-1.29979 # DEPENDENCYPART_ARC
(6,30),-4.90021 # DEPENDENCYPART_ARC
(6,31),-5.31487 # DEPENDENCYPART_ARC
(6,32),-4.07076 # DEPENDENCYPART_ARC
(6,33),-1.65382 # DEPENDENCYPART_ARC
(6,34),-5.61995 # DEPENDENCYPART_ARC
(6,35),-0.792522 # DEPENDENCYPART_ARC
(6,36),-6.31396 # DEPENDENCYPART_ARC
(6,37),-2.05796 # DEPENDENCYPART_ARC
(7,1),-4.42945 # DEPENDENCYPART_ARC
(7,2),-2.15197 # DEPENDENCYPART_ARC
(7,3),-1.30457 # DEPENDENCYPART_ARC
(7,4),-0.306684 # DEPENDENCYPART_ARC
(7,5),-1.78865 # DEPENDENCYPART_ARC
(7,6),-1.31835 # DEPENDENCYPART_ARC
(7,8),-0.29482 # DEPENDENCYPART_ARC
(7,9),-0.198217 # DEPENDENCYPART_ARC
(7,10),-0.329759 # DEPENDENCYPART_ARC
(7,11),-2.40234 # DEPENDENCYPART_ARC
(7,12),-2.05028 # DEPENDENCYPART_ARC
(7,13),-0.844727 # DEPENDENCYPART_ARC
(7,14),-1.86713 # DEPENDENCYPART_ARC
(7,15),-2.95476 # DEPENDENCYPART_ARC
(7,16),-1.1555 # DEPENDENCYPART_ARC
(7,17),-3.89052 # DEPENDENCYPART_ARC
(7,18),-3.06635 # DEPENDENCYPART_ARC
(7,19),-0.878553 # DEPENDENCYPART_ARC
(7,20),-2.21329 # DEPENDENCYPART_ARC
(7,21),-4.0067 # DEPENDENCYPART_ARC
(7,22),-3.65018 # DEPENDENCYPART_ARC
(7,23),-4.53226 # DEPENDENCYPART_ARC
(7,24),-1.37294 # DEPENDENCYPART_ARC
(7,25),-6.41836 # DEPENDENCYPART_ARC
(7,26),-1.10294 # DEPENDENCYPART_ARC
(7,27),-2.2734 # DEPENDENCYPART_ARC
(7,28),-1.92517 # DEPENDENCYPART_ARC
(7,29),-3.118 # DEPENDENCYPART_ARC
(7,30),-5.90881 # DEPENDENCYPART_ARC
(7,31),-4.34229 # DEPENDENCYPART_ARC
(7,32),-6.32191 # DEPENDENCYPART_ARC
(7,33),-3.51916 # DEPENDENCYPART_ARC
(7,34),-7.2206 # DEPENDENCYPART_ARC
(7,35),-1.89762 # DEPENDENCYPART_ARC
(7,36),-8.23577 # DEPENDENCYPART_ARC
(7,37),-5.59477 # DEPENDENCYPART_ARC
(8,1),-4.23764 # DEPENDENCYPART_ARC
(8,2),-2.35947 # DEPENDENCYPART_ARC
(8,3),-1.41878 # DEPENDENCYPART_ARC
(8,4),-0.483071 # DEPENDENCYPART_ARC
(8,5),-1.9997 # DEPENDENCYPART_ARC
(8,6),-1.47148 # DEPENDENCYPART_ARC
(8,7),-0.955392 # DEPENDENCYPART_ARC
(8,9),-0.417254 # DEPENDENCYPART_ARC
(8,10),-0.426606 # DEPENDENCYPART_ARC
(8,11),-2.61601 # DEPENDENCYPART_ARC
(8,12),-2.34577 # DEPENDENCYPART_ARC
(8,13),-0.99117 # DEPENDENCYPART_ARC
(8,14),-2.46986 # DEPENDENCYPART_ARC
(8,15),-3.69394 # DEPENDENCYPART_ARC
(8,16),-1.38063 # DEPENDENCYPART_ARC
(8,17),-4.07456 # DEPENDENCYPART_ARC
(8,18),-3.986 # DEPENDENCYPART_ARC
(8,19),-0.903523 # DEPENDENCYPART_ARC
(8,20),-2.35843 # DEPENDENCYPART_ARC
(8,21),-4.54931 # DEPENDENCYPART_ARC
(8,22),-3.85114 # DEPENDENCYPART_ARC
(8,23),-5.33197 # DEPENDENCYPART_ARC
(8,24),-1.57727 # DEPENDENCYPART_ARC
(8,25),-6.85318 # DEPENDENCYPART_ARC
(8,26),-1.55715 # DEPENDENCYPART_ARC
(8,27),-2.48856 # DEPENDENCYPART_ARC
(8,28),-2.31815 # DEPENDENCYPART_ARC
(8,29),-3.29749 # DEPENDENCYPART_ARC
(8,30),-6.29137 # DEPENDENCYPART_ARC
(8,31),-4.6975 # DEPENDENCYPART_ARC
(8,32),-7.08294 # DEPENDENCYPART_ARC
(8,33),-3.75844 # DEPENDENCYPART_ARC
(8,34),-7.58489 # DEPENDENCYPART_ARC
(8,35),-2.28233 # DEPENDENCYPART_ARC
(8,36),-8.97021 # DEPENDENCYPART_ARC
(8,37),-5.4799 # DEPENDENCYPART_ARC
(9,1),-4.67006 # DEPENDENCYPART_ARC
(9,2),-4.49903 # DEPENDENCYPART_ARC
(9,3),-0.353964 # DEPENDENCYPART_ARC
(9,4),-0.689949 # DEPENDENCYPART_ARC
(9,5),-2.69967 # DEPENDENCYPART_ARC
(9,6),-2.16547 # DEPENDENCYPART_ARC
(9,7),5.15621 # DEPENDENCYPART_ARC
(9,8),5.51718 # DEPENDENCYPART_ARC
(9,10),0.135048 # DEPENDENCYPART_ARC
(9,11),0.391313 # DEPENDENCYPART_ARC
(9,12),1.88933 # DEPENDENCYPART_ARC
(9,13),-0.176897 # DEPENDENCYPART_ARC
(9,14),-0.253935 # DEPENDENCYPART_ARC
(9,15),-0.615181 # DEPENDENCYPART_ARC
(9,16),-0.0400352 # DEPENDENCYPART_ARC
(9,17),-2.66441 # DEPENDENCYPART_ARC
(9,18),-0.598053 # DEPENDENCYPART_ARC
(9,19),-0.196348 # DEPENDENCYPART_ARC
(9,20),-1.14427 # DEPENDENCYPART_ARC
(9,21),-2.08658 # DEPENDENCYPART_ARC
(9,22),-1.39317 # DEPENDENCYPART_ARC
(9,23),-2.21884 # DEPENDENCYPART_ARC
(9,24),-1.09108 # DEPENDENCYPART_ARC
(9,25),-6.78285 # DEPENDENCYPART_ARC
(9,26),0.0561342 # DEPENDENCYPART_ARC
(9,27),-1.16158 # DEPENDENCYPART_ARC
(9,28),-0.815253 # DEPENDENCYPART_ARC
(9,29),-2.18187 # DEPENDENCYPART_ARC
(9,30),-4.1227 # DEPENDENCYPART_ARC
(9,31),-2.13171 # DEPENDENCYPART_ARC
(9,32),-4.40685 # DEPENDENCYPART_ARC
(9,33),-2.17186 # DEPENDENCYPART_ARC
(9,34),-4.86312 # DEPENDENCYPART_ARC
(9,35),-1.25708 # DEPENDENCYPART_ARC
(9,36),-5.86836 # DEPENDENCYPART_ARC
(9,37),-11.5298 # DEPENDENCYPART_ARC
(10,1),-1.94291 # DEPENDENCYPART_ARC
(10,2),-2.08445 # DEPENDENCYPART_ARC
(10,3),-1.29825 # DEPENDENCYPART_ARC
(10,4),-1.45187 # DEPENDENCYPART_ARC
(10,5),-1.08937 # DEPENDENCYPART_ARC
(10,6),-0.180507 # DEPENDENCYPART_ARC
(10,7),-0.60451 # DEPENDENCYPART_ARC
(10,8),-0.945976 # DEPENDENCYPART_ARC
(10,9),-0.816141 # DEPENDENCYPART_ARC
(10,11),-0.686656 # DEPENDENCYPART_ARC
(10,12),0.13533 # DEPENDENCYPART_ARC
(10,13),-1.71979 # DEPENDENCYPART_ARC
(10,14),-2.01729 # DEPENDENCYPART_ARC
(10,15),-1.99673 # DEPENDENCYPART_ARC
(10,16),-1.90646 # DEPENDENCYPART_ARC
(10,17),-2.38194 # DEPENDENCYPART_ARC
(10,18),-2.41194 # DEPENDENCYPART_ARC
(10,19),-1.10244 # DEPENDENCYPART_ARC
(10,20),-2.58557 # DEPENDENCYPART_ARC
(10,21),-3.27156 # DEPENDENCYPART_ARC
(10,22),-2.88852 # DEPENDENCYPART_ARC
(10,23),-3.46082 # DEPENDENCYPART_ARC
(10,24),-2.80914 # DEPENDENCYPART_ARC
(10,25),-3.68401 # DEPENDENCYPART_ARC
(10,26),-1.83381 # DEPENDENCYPART_ARC
(10,27),-2.48856 # DEPENDENCYPART_ARC
(10,28),-2.6217 # DEPENDENCYPART_ARC
(10,29),-3.49537 # DEPENDENCYPART_ARC
(10,30),-4.77027 # DEPENDENCYPART_ARC
(10,31),-3.32145 # DEPENDENCYPART_ARC
(10,32),-4.69302 # DEPENDENCYPART_ARC
(10,33),-3.96568 # DEPENDENCYPART_ARC
(10,34),-4.88622 # DEPENDENCYPART_ARC
(10,35),-2.58486 # DEPENDENCYPART_ARC
(10,36),-5.15636 # DEPENDENCYPART_ARC
(10,37),-3.45982 # DEPENDENCYPART_ARC
(11,1),-5.20664 # DEPENDENCYPART_ARC
(11,2),-4.23576 # DEPENDENCYPART_ARC
(11,3),-0.905801 # DEPENDENCYPART_ARC
(11,4),-1.64959 # DEPENDENCYPART_ARC
(11,5),-4.37593 # DEPENDENCYPART_ARC
(11,6),-2.92527 # DEPENDENCYPART_ARC
(11,7),-1.30299 # DEPENDENCYPART_ARC
(11,8),-1.14476 # DEPENDENCYPART_ARC
(11,9),-1.55034 # DEPENDENCYPART_ARC
(11,10),-0.2789 # DEPENDENCYPART_ARC
(11,12),-0.744852 # DEPENDENCYPART_ARC
(11,13),0.231669 # DEPENDENCYPART_ARC
(11,14),-1.02727 # DEPENDENCYPART_ARC
(11,15),-1.70212 # DEPENDENCYPART_ARC
(11,16),-0.400936 # DEPENDENCYPART_ARC
(11,17),-2.46961 # DEPENDENCYPART_ARC
(11,18),-2.13839 # DEPENDENCYPART_ARC
(11,19),-0.835113 # DEPENDENCYPART_ARC
(11,20),-0.621455 # DEPENDENCYPART_ARC
(11,21),-2.12221 # DEPENDENCYPART_ARC
(11,22),-3.42232 # DEPENDENCYPART_ARC
(11,23),-2.57405 # DEPENDENCYPART_ARC
(11,24),-1.93403 # DEPENDENCYPART_ARC
(11,25),-2.87005 # DEPENDENCYPART_ARC
(11,26),-1.44039 # DEPENDENCYPART_ARC
(11,27),-2.58317 # DEPENDENCYPART_ARC
(11,28),-2.40424 # DEPENDENCYPART_ARC
(11,29),-1.59707 # DEPENDENCYPART_ARC
(11,30),-2.49021 # DEPENDENCYPART_ARC
(11,31),-4.18768 # DEPENDENCYPART_ARC
(11,32),-2.77931 # DEPENDENCYPART_ARC
(11,33),-1.7592 # DEPENDENCYPART_ARC
(11,34),-2.7193 # DEPENDENCYPART_ARC
(11,35),-2.21965 # DEPENDENCYPART_ARC
(11,36),-2.09439 # DEPENDENCYPART_ARC
(11,37),-2.64198 # DEPENDENCYPART_ARC
(12,1),-3.60662 # DEPENDENCYPART_ARC
(12,2),-0.364892 # DEPENDENCYPART_ARC
(12,3),0.637415 # DEPENDENCYPART_ARC
(12,4),0.0758906 # DEPENDENCYPART_ARC
(12,5),-2.91309 # DEPENDENCYPART_ARC
(12,6),-2.43601 # DEPENDENCYPART_ARC
(12,7),-1.4066 # DEPENDENCYPART_ARC
(12,8),-1.30921 # DEPENDENCYPART_ARC
(12,9),0.21797 # DEPENDENCYPART_ARC
(12,10),2.1648 # DEPENDENCYPART_ARC
(12,11),3.32741 # DEPENDENCYPART_ARC
(12,13),2.52405 # DEPENDENCYPART_ARC
(12,14),-0.441871 # DEPENDENCYPART_ARC
(12,15),0.457719 # DEPENDENCYPART_ARC
(12,16),1.50253 # DEPENDENCYPART_ARC
(12,17),-3.22958 # DEPENDENCYPART_ARC
(12,18),-2.23502 # DEPENDENCYPART_ARC
(12,19),1.21763 # DEPENDENCYPART_ARC
(12,20),0.0983974 # DEPENDENCYPART_ARC
(12,21),-3.04441 # DEPENDENCYPART_ARC
(12,22),-3.02886 # DEPENDENCYPART_ARC
(12,23),-1.92423 # DEPENDENCYPART_ARC
(12,24),1.02209 # DEPENDENCYPART_ARC
(12,25),-1.25482 # DEPENDENCYPART_ARC
(12,26),0.426499 # DEPENDENCYPART_ARC
(12,27),-0.399894 # DEPENDENCYPART_ARC
(12,28),0.147883 # DEPENDENCYPART_ARC
(12,29),-0.643377 # DEPENDENCYPART_ARC
(12,30),-4.17143 # DEPENDENCYPART_ARC
(12,31),-4.0111 # DEPENDENCYPART_ARC
(12,32),-3.35461 # DEPENDENCYPART_ARC
(12,33),-0.637622 # DEPENDENCYPART_ARC
(12,34),-4.20564 # DEPENDENCYPART_ARC
(12,35),-0.514409 # DEPENDENCYPART_ARC
(12,36),-4.21069 # DEPENDENCYPART_ARC
(12,37),-0.681922 # DEPENDENCYPART_ARC
(13,1),-3.15085 # DEPENDENCYPART_ARC
(13,2),-3.05045 # DEPENDENCYPART_ARC
(13,3),-2.61694 # DEPENDENCYPART_ARC
(13,4),-3.37857 # DEPENDENCYPART_ARC
(13,5),-2.64973 # DEPENDENCYPART_ARC
(13,6),-3.60674 # DEPENDENCYPART_ARC
(13,7),-3.75264 # DEPENDENCYPART_ARC
(13,8),-3.3197 # DEPENDENCYPART_ARC
(13,9),-4.06683 # DEPENDENCYPART_ARC
(13,10),-0.777939 # DEPENDENCYPART_ARC
(13,11),-2.02866 # DEPENDENCYPART_ARC
(13,12),-1.96435 # DEPENDENCYPART_ARC
(13,14),3.75402 # DEPENDENCYPART_ARC
(13,15),1.46314 # DEPENDENCYPART_ARC
(13,16),-1.06903 # DEPENDENCYPART_ARC
(13,17),-0.849037 # DEPENDENCYPART_ARC
(13,18),-1.31179 # DEPENDENCYPART_ARC
(13,19),-0.53794 # DEPENDENCYPART_ARC
(13,20),-1.68259 # DEPENDENCYPART_ARC
(13,21),-3.31354 # DEPENDENCYPART_ARC
(13,22),-1.99767 # DEPENDENCYPART_ARC
(13,23),-5.07253 # DEPENDENCYPART_ARC
(13,24),-2.47674 # DEPENDENCYPART_ARC
(13,25),-8.81782 # DEPENDENCYPART_ARC
(13,26),-1.82687 # DEPENDENCYPART_ARC
(13,27),-2.06708 # DEPENDENCYPART_ARC
(13,28),-1.54476 # DEPENDENCYPART_ARC
(13,29),-2.37294 # DEPENDENCYPART_ARC
(13,30),-8.259 # DEPENDENCYPART_ARC
(13,31),-3.08614 # DEPENDENCYPART_ARC
(13,32),-9.93798 # DEPENDENCYPART_ARC
