# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,8,6,8,9,9,13,11,10,16,21,16,17,18,19,9,21,26,23,22,25,26,30,26,29,30,0,
(7,30),-7.20674 # DEPENDENCYPART_ARC
(7,31),-4.94503 # DEPENDENCYPART_ARC
(7,32),-1.99544 # DEPENDENCYPART_ARC
(8,1),-1.58549 # DEPENDENCYPART_ARC
(8,2),-2.64754 # DEPENDENCYPART_ARC
(8,3),-1.18582 # DEPENDENCYPART_ARC
(8,4),-1.19356 # DEPENDENCYPART_ARC
(8,5),-0.480947 # DEPENDENCYPART_ARC
(8,6),-0.48616 # DEPENDENCYPART_ARC
(8,7),2.66388 # DEPENDENCYPART_ARC
(8,9),2.78917 # DEPENDENCYPART_ARC
(8,10),1.80362 # DEPENDENCYPART_ARC
(8,11),-2.08099 # DEPENDENCYPART_ARC
(8,12),-1.16328 # DEPENDENCYPART_ARC
(8,13),-2.46914 # DEPENDENCYPART_ARC
(8,14),-2.0535 # DEPENDENCYPART_ARC
(8,15),0.707514 # DEPENDENCYPART_ARC
(8,16),-0.494716 # DEPENDENCYPART_ARC
(8,17),-0.879631 # DEPENDENCYPART_ARC
(8,18),-0.765386 # DEPENDENCYPART_ARC
(8,19),-2.90141 # DEPENDENCYPART_ARC
(8,20),-4.91794 # DEPENDENCYPART_ARC
(8,21),-0.375101 # DEPENDENCYPART_ARC
(8,22),-2.77136 # DEPENDENCYPART_ARC
(8,23),-3.49745 # DEPENDENCYPART_ARC
(8,25),-2.15853 # DEPENDENCYPART_ARC
(8,26),-2.30839 # DEPENDENCYPART_ARC
(8,27),-1.37992 # DEPENDENCYPART_ARC
(8,28),-3.27908 # DEPENDENCYPART_ARC
(8,29),-3.68205 # DEPENDENCYPART_ARC
(8,30),-6.65981 # DEPENDENCYPART_ARC
(8,31),-3.9176 # DEPENDENCYPART_ARC
(8,32),-2.30642 # DEPENDENCYPART_ARC
(9,1),-1.0113 # DEPENDENCYPART_ARC
(9,2),-2.89 # DEPENDENCYPART_ARC
(9,4),-3.14988 # DEPENDENCYPART_ARC
(9,5),-1.54356 # DEPENDENCYPART_ARC
(9,6),-1.2589 # DEPENDENCYPART_ARC
(9,7),0.330661 # DEPENDENCYPART_ARC
(9,8),-0.453508 # DEPENDENCYPART_ARC
(9,10),2.89596 # DEPENDENCYPART_ARC
(9,11),2.5269 # DEPENDENCYPART_ARC
(9,12),-3.36293 # DEPENDENCYPART_ARC
(9,13),-0.0545804 # DEPENDENCYPART_ARC
(9,14),0.479024 # DEPENDENCYPART_ARC
(9,15),0.262527 # DEPENDENCYPART_ARC
(9,16),0.926309 # DEPENDENCYPART_ARC
(9,17),-2.79675 # DEPENDENCYPART_ARC
(9,18),-0.551859 # DEPENDENCYPART_ARC
(9,19),-1.63688 # DEPENDENCYPART_ARC
(9,20),-4.19808 # DEPENDENCYPART_ARC
(9,21),-0.3216 # DEPENDENCYPART_ARC
(9,22),-2.96987 # DEPENDENCYPART_ARC
(9,23),-3.03821 # DEPENDENCYPART_ARC
(9,25),-3.63107 # DEPENDENCYPART_ARC
(9,26),-2.40362 # DEPENDENCYPART_ARC
(9,27),-2.59404 # DEPENDENCYPART_ARC
(9,28),-1.71868 # DEPENDENCYPART_ARC
(9,29),-3.36451 # DEPENDENCYPART_ARC
(9,30),-5.09392 # DEPENDENCYPART_ARC
(9,31),-3.0959 # DEPENDENCYPART_ARC
(9,32),-1.03625 # DEPENDENCYPART_ARC
(10,1),-0.902645 # DEPENDENCYPART_ARC
(10,2),-0.190837 # DEPENDENCYPART_ARC
(10,3),-2.90366 # DEPENDENCYPART_ARC
(10,4),-4.24788 # DEPENDENCYPART_ARC
(10,5),-2.88894 # DEPENDENCYPART_ARC
(10,6),0.678801 # DEPENDENCYPART_ARC
(10,7),-0.857111 # DEPENDENCYPART_ARC
(10,8),-0.882058 # DEPENDENCYPART_ARC
(10,9),0.140333 # DEPENDENCYPART_ARC
(10,11),1.23293 # DEPENDENCYPART_ARC
(10,12),-0.118386 # DEPENDENCYPART_ARC
(10,13),-0.1184 # DEPENDENCYPART_ARC
(10,14),1.88745 # DEPENDENCYPART_ARC
(10,15),0.0308851 # DEPENDENCYPART_ARC
(10,16),0.215715 # DEPENDENCYPART_ARC
(10,17),-2.98789 # DEPENDENCYPART_ARC
(10,18),-2.12813 # DEPENDENCYPART_ARC
(10,19),-1.47533 # DEPENDENCYPART_ARC
(10,20),-3.81071 # DEPENDENCYPART_ARC
(10,21),-0.65498 # DEPENDENCYPART_ARC
(10,22),-3.02807 # DEPENDENCYPART_ARC
(10,23),-1.99747 # DEPENDENCYPART_ARC
(10,25),-4.58987 # DEPENDENCYPART_ARC
(10,26),-4.64929 # DEPENDENCYPART_ARC
(10,27),-2.82607 # DEPENDENCYPART_ARC
(10,28),-2.74325 # DEPENDENCYPART_ARC
(10,29),-2.37047 # DEPENDENCYPART_ARC
(10,30),-5.49221 # DEPENDENCYPART_ARC
(10,31),-3.23571 # DEPENDENCYPART_ARC
(10,32),-1.19782 # DEPENDENCYPART_ARC
(11,1),-1.19795 # DEPENDENCYPART_ARC
(11,2),-5.92101 # DEPENDENCYPART_ARC
(11,3),-2.6762 # DEPENDENCYPART_ARC
(11,4),-6.02785 # DEPENDENCYPART_ARC
(11,5),-2.49122 # DEPENDENCYPART_ARC
(11,6),-4.60938 # DEPENDENCYPART_ARC
(11,7),-1.60407 # DEPENDENCYPART_ARC
(11,8),-2.40926 # DEPENDENCYPART_ARC
(11,9),-1.86736 # DEPENDENCYPART_ARC
(11,10),-0.736696 # DEPENDENCYPART_ARC
(11,12),-0.0738959 # DEPENDENCYPART_ARC
(11,13),2.80151 # DEPENDENCYPART_ARC
(11,14),0.941346 # DEPENDENCYPART_ARC
(11,15),-0.223006 # DEPENDENCYPART_ARC
(11,16),0.587944 # DEPENDENCYPART_ARC
(11,17),-1.84725 # DEPENDENCYPART_ARC
(11,18),-2.15223 # DEPENDENCYPART_ARC
(11,19),-1.79882 # DEPENDENCYPART_ARC
(11,20),-1.75983 # DEPENDENCYPART_ARC
(11,21),-0.65994 # DEPENDENCYPART_ARC
(11,22),-2.59805 # DEPENDENCYPART_ARC
(11,23),-2.17807 # DEPENDENCYPART_ARC
(11,25),-4.43172 # DEPENDENCYPART_ARC
(11,26),-4.88569 # DEPENDENCYPART_ARC
(11,27),-1.90203 # DEPENDENCYPART_ARC
(11,28),-1.66015 # DEPENDENCYPART_ARC
(11,29),-4.20033 # DEPENDENCYPART_ARC
(11,30),-5.92802 # DEPENDENCYPART_ARC
(11,31),-2.64836 # DEPENDENCYPART_ARC
(11,32),-6.56199 # DEPENDENCYPART_ARC
(12,1),-2.24313 # DEPENDENCYPART_ARC
(12,2),-4.49115 # DEPENDENCYPART_ARC
(12,4),-4.88481 # DEPENDENCYPART_ARC
(12,5),-1.88949 # DEPENDENCYPART_ARC
(12,6),-3.01599 # DEPENDENCYPART_ARC
(12,7),-1.56877 # DEPENDENCYPART_ARC
(12,8),-1.05866 # DEPENDENCYPART_ARC
(12,9),-3.54343 # DEPENDENCYPART_ARC
(12,10),-0.363185 # DEPENDENCYPART_ARC
(12,11),-1.49535 # DEPENDENCYPART_ARC
(12,13),1.08995 # DEPENDENCYPART_ARC
(12,14),-2.93211 # DEPENDENCYPART_ARC
(12,15),-0.65022 # DEPENDENCYPART_ARC
(12,16),-0.00212201 # DEPENDENCYPART_ARC
(12,17),-2.89363 # DEPENDENCYPART_ARC
(12,18),-3.06567 # DEPENDENCYPART_ARC
(12,19),-1.90481 # DEPENDENCYPART_ARC
(12,20),-3.82065 # DEPENDENCYPART_ARC
(12,21),-1.23412 # DEPENDENCYPART_ARC
(12,22),-1.36338 # DEPENDENCYPART_ARC
(12,23),-2.76232 # DEPENDENCYPART_ARC
(12,25),-3.96493 # DEPENDENCYPART_ARC
(12,26),-2.70676 # DEPENDENCYPART_ARC
(12,27),-1.72944 # DEPENDENCYPART_ARC
(12,28),-2.18535 # DEPENDENCYPART_ARC
(12,29),-2.99429 # DEPENDENCYPART_ARC
(12,30),-4.57068 # DEPENDENCYPART_ARC
(12,31),-2.21809 # DEPENDENCYPART_ARC
(12,32),-3.09723 # DEPENDENCYPART_ARC
(13,1),-1.66292 # DEPENDENCYPART_ARC
(13,2),-5.82688 # DEPENDENCYPART_ARC
(13,3),-1.89494 # DEPENDENCYPART_ARC
(13,4),-4.23746 # DEPENDENCYPART_ARC
(13,5),-1.68246 # DEPENDENCYPART_ARC
(13,6),-3.84192 # DEPENDENCYPART_ARC
(13,7),-1.02868 # DEPENDENCYPART_ARC
(13,8),-2.26029 # DEPENDENCYPART_ARC
(13,9),-1.70176 # DEPENDENCYPART_ARC
(13,10),-0.681517 # DEPENDENCYPART_ARC
(13,11),-2.4678 # DEPENDENCYPART_ARC
(13,12),4.95834 # DEPENDENCYPART_ARC
(13,14),-0.43101 # DEPENDENCYPART_ARC
(13,15),-0.188466 # DEPENDENCYPART_ARC
(13,16),0.995414 # DEPENDENCYPART_ARC
(13,17),-1.54862 # DEPENDENCYPART_ARC
(13,18),-1.79328 # DEPENDENCYPART_ARC
(13,19),-1.94789 # DEPENDENCYPART_ARC
(13,20),-1.86598 # DEPENDENCYPART_ARC
(13,21),-0.544856 # DEPENDENCYPART_ARC
(13,22),-2.078 # DEPENDENCYPART_ARC
(13,23),-2.74716 # DEPENDENCYPART_ARC
(13,25),-3.98337 # DEPENDENCYPART_ARC
(13,26),-4.48552 # DEPENDENCYPART_ARC
(13,27),-1.35132 # DEPENDENCYPART_ARC
(13,28),-1.36153 # DEPENDENCYPART_ARC
(13,29),-4.20868 # DEPENDENCYPART_ARC
(13,30),-5.57584 # DEPENDENCYPART_ARC
(13,31),-2.43597 # DEPENDENCYPART_ARC
(13,32),-4.96939 # DEPENDENCYPART_ARC
(14,1),-1.21688 # DEPENDENCYPART_ARC
(14,2),-2.49771 # DEPENDENCYPART_ARC
(14,4),-3.85498 # DEPENDENCYPART_ARC
(14,5),-1.18126 # DEPENDENCYPART_ARC
(14,6),-2.88086 # DEPENDENCYPART_ARC
(14,7),-1.02382 # DEPENDENCYPART_ARC
(14,8),-0.894763 # DEPENDENCYPART_ARC
(14,9),-1.76362 # DEPENDENCYPART_ARC
(14,10),-0.196565 # DEPENDENCYPART_ARC
(14,11),-0.218357 # DEPENDENCYPART_ARC
(14,12),-0.443133 # DEPENDENCYPART_ARC
(14,13),-0.231215 # DEPENDENCYPART_ARC
(14,15),0.174771 # DEPENDENCYPART_ARC
(14,16),0.501943 # DEPENDENCYPART_ARC
(14,17),-1.55661 # DEPENDENCYPART_ARC
(14,18),-0.858058 # DEPENDENCYPART_ARC
(14,19),-1.50261 # DEPENDENCYPART_ARC
(14,20),-2.26588 # DEPENDENCYPART_ARC
(14,21),-1.02866 # DEPENDENCYPART_ARC
(14,22),-0.898352 # DEPENDENCYPART_ARC
(14,23),-1.61273 # DEPENDENCYPART_ARC
(14,25),-2.57588 # DEPENDENCYPART_ARC
(14,26),-2.35063 # DEPENDENCYPART_ARC
(14,27),-1.54891 # DEPENDENCYPART_ARC
(14,28),-1.64292 # DEPENDENCYPART_ARC
(14,29),-2.64761 # DEPENDENCYPART_ARC
(14,30),-3.48445 # DEPENDENCYPART_ARC
(14,31),-1.77257 # DEPENDENCYPART_ARC
(14,32),-2.51537 # DEPENDENCYPART_ARC
(15,1),-3.43997 # DEPENDENCYPART_ARC
(15,2),-2.56066 # DEPENDENCYPART_ARC
(15,4),-1.69825 # DEPENDENCYPART_ARC
(15,5),-0.996601 # DEPENDENCYPART_ARC
(15,6),-1.04406 # DEPENDENCYPART_ARC
(15,7),0.331782 # DEPENDENCYPART_ARC
(15,8),0.412271 # DEPENDENCYPART_ARC
(15,9),-0.424494 # DEPENDENCYPART_ARC
(15,10),-0.0466238 # DEPENDENCYPART_ARC
(15,11),-0.163821 # DEPENDENCYPART_ARC
(15,12),-0.286338 # DEPENDENCYPART_ARC
(15,13),-0.82253 # DEPENDENCYPART_ARC
(15,14),-0.32079 # DEPENDENCYPART_ARC
(15,16),0.283854 # DEPENDENCYPART_ARC
(15,17),-0.18503 # DEPENDENCYPART_ARC
(15,18),-0.471672 # DEPENDENCYPART_ARC
(15,19),-1.84893 # DEPENDENCYPART_ARC
(15,20),-2.61814 # DEPENDENCYPART_ARC
(15,21),-0.729745 # DEPENDENCYPART_ARC
(15,22),-1.08372 # DEPENDENCYPART_ARC
(15,23),-1.73046 # DEPENDENCYPART_ARC
(15,25),-1.86314 # DEPENDENCYPART_ARC
(15,26),-2.4399 # DEPENDENCYPART_ARC
(15,27),-1.785 # DEPENDENCYPART_ARC
(15,28),-1.86304 # DEPENDENCYPART_ARC
(15,29),-4.33837 # DEPENDENCYPART_ARC
(15,30),-5.03197 # DEPENDENCYPART_ARC
(15,31),-3.19664 # DEPENDENCYPART_ARC
(15,32),-0.828217 # DEPENDENCYPART_ARC
(16,1),-3.11008 # DEPENDENCYPART_ARC
(16,2),-4.28513 # DEPENDENCYPART_ARC
(16,3),-2.77251 # DEPENDENCYPART_ARC
(16,4),-3.1784 # DEPENDENCYPART_ARC
(16,5),-2.41857 # DEPENDENCYPART_ARC
(16,6),-2.35119 # DEPENDENCYPART_ARC
(16,7),-1.96797 # DEPENDENCYPART_ARC
(16,8),-1.38438 # DEPENDENCYPART_ARC
(16,9),-1.04426 # DEPENDENCYPART_ARC
(16,10),-1.40639 # DEPENDENCYPART_ARC
(16,11),-0.878372 # DEPENDENCYPART_ARC
(16,12),-1.82141 # DEPENDENCYPART_ARC
(16,13),-0.994703 # DEPENDENCYPART_ARC
(16,14),-1.07235 # DEPENDENCYPART_ARC
(16,15),2.63395 # DEPENDENCYPART_ARC
(16,17),2.27093 # DEPENDENCYPART_ARC
(16,18),1.75782 # DEPENDENCYPART_ARC
(16,19),-1.71975 # DEPENDENCYPART_ARC
(16,20),-2.58105 # DEPENDENCYPART_ARC
(16,21),0.00502476 # DEPENDENCYPART_ARC
(16,22),-1.04449 # DEPENDENCYPART_ARC
(16,23),-2.46969 # DEPENDENCYPART_ARC
(16,25),-0.528351 # DEPENDENCYPART_ARC
(16,26),-1.02259 # DEPENDENCYPART_ARC
(16,27),-1.47105 # DEPENDENCYPART_ARC
(16,28),-2.48877 # DEPENDENCYPART_ARC
(16,29),-3.09286 # DEPENDENCYPART_ARC
(16,30),-5.42019 # DEPENDENCYPART_ARC
(16,31),-3.18009 # DEPENDENCYPART_ARC
(16,32),-1.47678 # DEPENDENCYPART_ARC
(17,1),-1.54998 # DEPENDENCYPART_ARC
(17,2),-3.51533 # DEPENDENCYPART_ARC
(17,4),-3.98395 # DEPENDENCYPART_ARC
(17,5),-2.92419 # DEPENDENCYPART_ARC
(17,6),-3.17226 # DEPENDENCYPART_ARC
(17,7),-2.39476 # DEPENDENCYPART_ARC
(17,8),-2.67425 # DEPENDENCYPART_ARC
(17,9),-3.54928 # DEPENDENCYPART_ARC
(17,10),-2.20985 # DEPENDENCYPART_ARC
(17,11),-1.26201 # DEPENDENCYPART_ARC
(17,12),-5.13921 # DEPENDENCYPART_ARC
(17,13),-3.51114 # DEPENDENCYPART_ARC
(17,14),-1.31672 # DEPENDENCYPART_ARC
(17,15),-0.759946 # DEPENDENCYPART_ARC
(17,16),-0.873272 # DEPENDENCYPART_ARC
(17,18),3.33687 # DEPENDENCYPART_ARC
(17,19),1.50038 # DEPENDENCYPART_ARC
(17,20),-0.777239 # DEPENDENCYPART_ARC
(17,21),0.157614 # DEPENDENCYPART_ARC
(17,22),-0.677717 # DEPENDENCYPART_ARC
(17,23),-1.44892 # DEPENDENCYPART_ARC
(17,25),-2.40211 # DEPENDENCYPART_ARC
(17,26),-1.34207 # DEPENDENCYPART_ARC
(17,27),-1.7913 # DEPENDENCYPART_ARC
(17,28),-1.99545 # DEPENDENCYPART_ARC
(17,29),-0.924163 # DEPENDENCYPART_ARC
(17,30),-4.5039 # DEPENDENCYPART_ARC
(17,31),-1.95116 # DEPENDENCYPART_ARC
(17,32),-1.14996 # DEPENDENCYPART_ARC
(18,1),-1.09911 # DEPENDENCYPART_ARC
(18,2),-3.87714 # DEPENDENCYPART_ARC
(18,3),-2.60095 # DEPENDENCYPART_ARC
(18,4),-2.70324 # DEPENDENCYPART_ARC
(18,5),-0.834924 # DEPENDENCYPART_ARC
(18,6),-2.59247 # DEPENDENCYPART_ARC
