# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,9,15,6,11,11,9,11,11,0,11,15,15,11,15,19,19,15,19,19,11,
(5,9),-1.21572 # DEPENDENCYPART_ARC
(6,1),-1.50042 # DEPENDENCYPART_ARC
(6,2),-1.37248 # DEPENDENCYPART_ARC
(6,3),-0.180047 # DEPENDENCYPART_ARC
(6,4),-1.39682 # DEPENDENCYPART_ARC
(6,5),3.00197 # DEPENDENCYPART_ARC
(6,7),0.794785 # DEPENDENCYPART_ARC
(6,8),-0.984818 # DEPENDENCYPART_ARC
(6,9),-0.59787 # DEPENDENCYPART_ARC
(6,10),0.471586 # DEPENDENCYPART_ARC
(6,11),-0.397612 # DEPENDENCYPART_ARC
(6,12),-0.155673 # DEPENDENCYPART_ARC
(6,14),-0.426969 # DEPENDENCYPART_ARC
(6,16),-0.211407 # DEPENDENCYPART_ARC
(6,19),-0.360604 # DEPENDENCYPART_ARC
(6,20),-0.920165 # DEPENDENCYPART_ARC
(6,22),0.719992 # DEPENDENCYPART_ARC
(8,1),-0.361504 # DEPENDENCYPART_ARC
(8,2),-0.748337 # DEPENDENCYPART_ARC
(8,3),0.178374 # DEPENDENCYPART_ARC
(8,4),-0.148217 # DEPENDENCYPART_ARC
(8,5),0.200048 # DEPENDENCYPART_ARC
(8,6),0.843987 # DEPENDENCYPART_ARC
(8,7),0.755291 # DEPENDENCYPART_ARC
(8,10),0.0425687 # DEPENDENCYPART_ARC
(8,12),-0.376346 # DEPENDENCYPART_ARC
(8,17),-0.835421 # DEPENDENCYPART_ARC
(9,1),-0.365157 # DEPENDENCYPART_ARC
(9,2),0.333608 # DEPENDENCYPART_ARC
(9,3),1.33645 # DEPENDENCYPART_ARC
(9,4),-0.546674 # DEPENDENCYPART_ARC
(9,5),1.76151 # DEPENDENCYPART_ARC
(9,6),-1.14678 # DEPENDENCYPART_ARC
(9,7),0.953651 # DEPENDENCYPART_ARC
(9,8),3.42111 # DEPENDENCYPART_ARC
(9,10),1.34969 # DEPENDENCYPART_ARC
(9,11),-0.30223 # DEPENDENCYPART_ARC
(9,12),0.2487 # DEPENDENCYPART_ARC
(9,14),-0.00363089 # DEPENDENCYPART_ARC
(9,15),-0.390453 # DEPENDENCYPART_ARC
(9,16),0.194005 # DEPENDENCYPART_ARC
(9,18),-0.633407 # DEPENDENCYPART_ARC
(9,19),-0.354578 # DEPENDENCYPART_ARC
(9,20),-0.39915 # DEPENDENCYPART_ARC
(9,22),1.1272 # DEPENDENCYPART_ARC
(11,1),0.718145 # DEPENDENCYPART_ARC
(11,2),-0.661569 # DEPENDENCYPART_ARC
(11,3),0.859259 # DEPENDENCYPART_ARC
(11,4),1.00795 # DEPENDENCYPART_ARC
(11,5),-0.26237 # DEPENDENCYPART_ARC
(11,6),1.14049 # DEPENDENCYPART_ARC
(11,7),1.34851 # DEPENDENCYPART_ARC
(11,8),0.335641 # DEPENDENCYPART_ARC
(11,9),1.45721 # DEPENDENCYPART_ARC
(11,10),1.58584 # DEPENDENCYPART_ARC
(11,12),2.01678 # DEPENDENCYPART_ARC
(11,13),-0.0754108 # DEPENDENCYPART_ARC
(11,14),0.27626 # DEPENDENCYPART_ARC
(11,15),0.974275 # DEPENDENCYPART_ARC
(11,16),0.483936 # DEPENDENCYPART_ARC
(11,17),-0.554513 # DEPENDENCYPART_ARC
(11,18),-0.89538 # DEPENDENCYPART_ARC
(11,19),0.350534 # DEPENDENCYPART_ARC
(11,20),-0.511517 # DEPENDENCYPART_ARC
(11,21),-0.544927 # DEPENDENCYPART_ARC
(11,22),2.77827 # DEPENDENCYPART_ARC
(15,1),-0.434686 # DEPENDENCYPART_ARC
(15,2),-1.87077 # DEPENDENCYPART_ARC
(15,3),0.334688 # DEPENDENCYPART_ARC
(15,4),1.37981 # DEPENDENCYPART_ARC
(15,5),-1.14878 # DEPENDENCYPART_ARC
(15,6),-0.63554 # DEPENDENCYPART_ARC
(15,7),1.10442 # DEPENDENCYPART_ARC
(15,8),-1.31305 # DEPENDENCYPART_ARC
(15,9),-0.607124 # DEPENDENCYPART_ARC
(15,10),0.593097 # DEPENDENCYPART_ARC
(15,11),1.36157 # DEPENDENCYPART_ARC
(15,12),1.11391 # DEPENDENCYPART_ARC
(15,13),1.97199 # DEPENDENCYPART_ARC
(15,14),2.15542 # DEPENDENCYPART_ARC
(15,16),1.60467 # DEPENDENCYPART_ARC
(15,17),0.918157 # DEPENDENCYPART_ARC
(15,18),0.666184 # DEPENDENCYPART_ARC
(15,19),1.59991 # DEPENDENCYPART_ARC
(15,20),0.3065 # DEPENDENCYPART_ARC
(15,21),0.173104 # DEPENDENCYPART_ARC
(15,22),2.6334 # DEPENDENCYPART_ARC
(17,3),0.133083 # DEPENDENCYPART_ARC
(17,6),-2.05566 # DEPENDENCYPART_ARC
(17,7),-0.933145 # DEPENDENCYPART_ARC
(17,9),-2.16229 # DEPENDENCYPART_ARC
(17,10),-0.85583 # DEPENDENCYPART_ARC
(17,12),-0.755869 # DEPENDENCYPART_ARC
(17,14),-0.491214 # DEPENDENCYPART_ARC
(17,15),-0.160632 # DEPENDENCYPART_ARC
(17,16),-0.115207 # DEPENDENCYPART_ARC
(17,19),0.00313709 # DEPENDENCYPART_ARC
(17,22),-0.188476 # DEPENDENCYPART_ARC
(18,2),-1.77253 # DEPENDENCYPART_ARC
(18,4),-1.22505 # DEPENDENCYPART_ARC
(18,11),-1.07979 # DEPENDENCYPART_ARC
(18,14),-0.724058 # DEPENDENCYPART_ARC
(18,15),-0.487258 # DEPENDENCYPART_ARC
(18,16),-0.372179 # DEPENDENCYPART_ARC
(18,17),0.382523 # DEPENDENCYPART_ARC
(18,20),-0.676287 # DEPENDENCYPART_ARC
(18,21),-0.689982 # DEPENDENCYPART_ARC
(19,1),-1.26565 # DEPENDENCYPART_ARC
(19,2),-2.38115 # DEPENDENCYPART_ARC
(19,3),-0.0502985 # DEPENDENCYPART_ARC
(19,4),1.33168 # DEPENDENCYPART_ARC
(19,6),-1.06116 # DEPENDENCYPART_ARC
(19,7),1.19515 # DEPENDENCYPART_ARC
(19,8),-1.8384 # DEPENDENCYPART_ARC
(19,9),-0.863673 # DEPENDENCYPART_ARC
(19,10),0.793266 # DEPENDENCYPART_ARC
(19,11),0.293418 # DEPENDENCYPART_ARC
(19,12),0.640752 # DEPENDENCYPART_ARC
(19,13),-0.247782 # DEPENDENCYPART_ARC
(19,14),0.387244 # DEPENDENCYPART_ARC
(19,15),0.512163 # DEPENDENCYPART_ARC
(19,16),1.01181 # DEPENDENCYPART_ARC
(19,17),2.26489 # DEPENDENCYPART_ARC
(19,18),2.80223 # DEPENDENCYPART_ARC
(19,20),2.39735 # DEPENDENCYPART_ARC
(19,21),1.99215 # DEPENDENCYPART_ARC
(19,22),1.69315 # DEPENDENCYPART_ARC
(20,14),-0.995363 # DEPENDENCYPART_ARC
(20,17),-0.386726 # DEPENDENCYPART_ARC
(20,18),-0.546926 # DEPENDENCYPART_ARC
(20,21),-0.864626 # DEPENDENCYPART_ARC
(21,11),0.0772575 # DEPENDENCYPART_ARC
(21,15),0.0547553 # DEPENDENCYPART_ARC
(21,16),0.244984 # DEPENDENCYPART_ARC
(21,17),0.543193 # DEPENDENCYPART_ARC
(21,18),0.736609 # DEPENDENCYPART_ARC
(21,19),0.347151 # DEPENDENCYPART_ARC
(21,20),1.20785 # DEPENDENCYPART_ARC
(21,22),1.03044 # DEPENDENCYPART_ARC
