# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,24,11,24,23,24,20,11,
(8,9),-0.131885 # DEPENDENCYPART_ARC
(8,21),-0.977641 # DEPENDENCYPART_ARC
(10,5),-0.68759 # DEPENDENCYPART_ARC
(10,6),-0.630565 # DEPENDENCYPART_ARC
(10,8),-0.755864 # DEPENDENCYPART_ARC
(10,9),0.0752336 # DEPENDENCYPART_ARC
(10,17),-1.04218 # DEPENDENCYPART_ARC
(10,20),-0.444021 # DEPENDENCYPART_ARC
(10,25),-0.00651818 # DEPENDENCYPART_ARC
(11,1),1.47234 # DEPENDENCYPART_ARC
(11,2),1.33464 # DEPENDENCYPART_ARC
(11,3),-0.720188 # DEPENDENCYPART_ARC
(11,4),-0.790707 # DEPENDENCYPART_ARC
(11,5),1.80945 # DEPENDENCYPART_ARC
(11,6),1.02938 # DEPENDENCYPART_ARC
(11,7),-0.721529 # DEPENDENCYPART_ARC
(11,8),1.49168 # DEPENDENCYPART_ARC
(11,9),1.39042 # DEPENDENCYPART_ARC
(11,10),2.95838 # DEPENDENCYPART_ARC
(11,12),3.05462 # DEPENDENCYPART_ARC
(11,13),-0.206047 # DEPENDENCYPART_ARC
(11,14),-0.235272 # DEPENDENCYPART_ARC
(11,15),-0.00635514 # DEPENDENCYPART_ARC
(11,16),-0.482002 # DEPENDENCYPART_ARC
(11,17),2.62118 # DEPENDENCYPART_ARC
(11,18),1.52248 # DEPENDENCYPART_ARC
(11,19),0.0908421 # DEPENDENCYPART_ARC
(11,20),1.51313 # DEPENDENCYPART_ARC
(11,21),0.350114 # DEPENDENCYPART_ARC
(11,22),-0.685968 # DEPENDENCYPART_ARC
(11,23),-1.4055 # DEPENDENCYPART_ARC
(11,24),-0.740208 # DEPENDENCYPART_ARC
(11,25),2.24064 # DEPENDENCYPART_ARC
(12,2),-0.221146 # DEPENDENCYPART_ARC
(12,5),-0.670858 # DEPENDENCYPART_ARC
(12,6),-0.32074 # DEPENDENCYPART_ARC
(12,8),-0.739617 # DEPENDENCYPART_ARC
(12,9),-0.404163 # DEPENDENCYPART_ARC
(12,10),0.248128 # DEPENDENCYPART_ARC
(12,17),-0.327407 # DEPENDENCYPART_ARC
(12,18),-0.327098 # DEPENDENCYPART_ARC
(12,19),-1.29862 # DEPENDENCYPART_ARC
(12,23),-1.40506 # DEPENDENCYPART_ARC
(12,25),-0.301453 # DEPENDENCYPART_ARC
(13,14),0.132916 # DEPENDENCYPART_ARC
(13,16),-0.328561 # DEPENDENCYPART_ARC
(14,10),-1.28278 # DEPENDENCYPART_ARC
(14,12),-0.302793 # DEPENDENCYPART_ARC
(14,13),0.331427 # DEPENDENCYPART_ARC
(14,15),-0.497417 # DEPENDENCYPART_ARC
(14,16),-0.905995 # DEPENDENCYPART_ARC
(14,19),-1.42234 # DEPENDENCYPART_ARC
(14,22),-0.919831 # DEPENDENCYPART_ARC
(14,24),-1.56005 # DEPENDENCYPART_ARC
(15,9),-0.671753 # DEPENDENCYPART_ARC
(15,11),-0.899379 # DEPENDENCYPART_ARC
(15,13),0.316959 # DEPENDENCYPART_ARC
(15,14),0.295177 # DEPENDENCYPART_ARC
(15,16),-0.550798 # DEPENDENCYPART_ARC
(15,18),-0.586389 # DEPENDENCYPART_ARC
(15,19),-1.37987 # DEPENDENCYPART_ARC
(15,20),-0.836828 # DEPENDENCYPART_ARC
(15,22),-1.40506 # DEPENDENCYPART_ARC
(15,23),-1.48997 # DEPENDENCYPART_ARC
(15,24),-1.42248 # DEPENDENCYPART_ARC
(15,25),-0.839397 # DEPENDENCYPART_ARC
(16,1),-1.88582 # DEPENDENCYPART_ARC
(16,10),-0.516627 # DEPENDENCYPART_ARC
(16,13),-0.042001 # DEPENDENCYPART_ARC
(16,14),0.479879 # DEPENDENCYPART_ARC
(16,15),2.50314 # DEPENDENCYPART_ARC
(16,24),-1.96029 # DEPENDENCYPART_ARC
(17,1),-4.56767 # DEPENDENCYPART_ARC
(17,3),-1.35229 # DEPENDENCYPART_ARC
(17,4),-0.960666 # DEPENDENCYPART_ARC
(17,6),-3.384 # DEPENDENCYPART_ARC
(17,7),-0.607479 # DEPENDENCYPART_ARC
(17,10),-0.495662 # DEPENDENCYPART_ARC
(17,13),1.41734 # DEPENDENCYPART_ARC
(17,14),1.76781 # DEPENDENCYPART_ARC
(17,15),1.37072 # DEPENDENCYPART_ARC
(17,16),3.41663 # DEPENDENCYPART_ARC
(17,18),-0.0501639 # DEPENDENCYPART_ARC
(17,19),-1.83017 # DEPENDENCYPART_ARC
(17,21),-1.01586 # DEPENDENCYPART_ARC
(17,22),-1.44784 # DEPENDENCYPART_ARC
(17,23),-1.79842 # DEPENDENCYPART_ARC
(17,24),-1.92982 # DEPENDENCYPART_ARC
(19,1),-5.73942 # DEPENDENCYPART_ARC
(19,7),-1.20696 # DEPENDENCYPART_ARC
(19,10),-0.572598 # DEPENDENCYPART_ARC
(19,11),-1.58079 # DEPENDENCYPART_ARC
(19,13),0.363862 # DEPENDENCYPART_ARC
(19,14),0.71969 # DEPENDENCYPART_ARC
(19,15),0.0638459 # DEPENDENCYPART_ARC
(19,16),1.03215 # DEPENDENCYPART_ARC
(19,17),-2.4152 # DEPENDENCYPART_ARC
(19,18),0.55812 # DEPENDENCYPART_ARC
(19,20),-1.1151 # DEPENDENCYPART_ARC
(19,21),-1.07065 # DEPENDENCYPART_ARC
(19,22),-1.36143 # DEPENDENCYPART_ARC
(19,23),-1.22734 # DEPENDENCYPART_ARC
(19,24),-2.06142 # DEPENDENCYPART_ARC
(20,2),-0.298137 # DEPENDENCYPART_ARC
(20,5),-0.197153 # DEPENDENCYPART_ARC
(20,6),-0.302462 # DEPENDENCYPART_ARC
(20,8),-0.57596 # DEPENDENCYPART_ARC
(20,9),0.209637 # DEPENDENCYPART_ARC
(20,10),-0.376923 # DEPENDENCYPART_ARC
(20,11),0.239135 # DEPENDENCYPART_ARC
(20,14),-0.197212 # DEPENDENCYPART_ARC
(20,15),0.0205695 # DEPENDENCYPART_ARC
(20,16),-0.0422008 # DEPENDENCYPART_ARC
(20,17),-0.35687 # DEPENDENCYPART_ARC
(20,18),0.601734 # DEPENDENCYPART_ARC
(20,19),0.122156 # DEPENDENCYPART_ARC
(20,21),-0.413151 # DEPENDENCYPART_ARC
(20,22),-0.534137 # DEPENDENCYPART_ARC
(20,23),-0.359825 # DEPENDENCYPART_ARC
(20,24),-0.394183 # DEPENDENCYPART_ARC
(20,25),0.962138 # DEPENDENCYPART_ARC
(21,11),-0.611232 # DEPENDENCYPART_ARC
(21,16),-0.63848 # DEPENDENCYPART_ARC
(21,17),-0.770201 # DEPENDENCYPART_ARC
(21,18),-0.0302889 # DEPENDENCYPART_ARC
(21,19),-0.0972023 # DEPENDENCYPART_ARC
(21,20),0.349944 # DEPENDENCYPART_ARC
(21,22),-0.113348 # DEPENDENCYPART_ARC
(21,23),0.0330347 # DEPENDENCYPART_ARC
(21,24),-0.218683 # DEPENDENCYPART_ARC
(21,25),0.0600294 # DEPENDENCYPART_ARC
(22,19),-0.968982 # DEPENDENCYPART_ARC
(22,20),-0.647287 # DEPENDENCYPART_ARC
(22,21),0.193649 # DEPENDENCYPART_ARC
(22,23),-0.329349 # DEPENDENCYPART_ARC
(22,25),-0.849697 # DEPENDENCYPART_ARC
(23,13),-0.051772 # DEPENDENCYPART_ARC
(23,14),0.585087 # DEPENDENCYPART_ARC
(23,15),-0.249614 # DEPENDENCYPART_ARC
(23,16),0.255334 # DEPENDENCYPART_ARC
(23,17),-3.33962 # DEPENDENCYPART_ARC
(23,18),0.0109216 # DEPENDENCYPART_ARC
(23,19),-0.770297 # DEPENDENCYPART_ARC
(23,20),0.0353916 # DEPENDENCYPART_ARC
(23,21),1.06822 # DEPENDENCYPART_ARC
(23,22),2.77045 # DEPENDENCYPART_ARC
(24,2),-0.228335 # DEPENDENCYPART_ARC
(24,5),-0.701441 # DEPENDENCYPART_ARC
(24,8),-1.26657 # DEPENDENCYPART_ARC
(24,9),-0.0240746 # DEPENDENCYPART_ARC
(24,11),-0.0306205 # DEPENDENCYPART_ARC
(24,14),-0.547637 # DEPENDENCYPART_ARC
(24,15),0.220056 # DEPENDENCYPART_ARC
(24,16),-0.547548 # DEPENDENCYPART_ARC
(24,17),0.600869 # DEPENDENCYPART_ARC
(24,18),0.698599 # DEPENDENCYPART_ARC
(24,19),0.290138 # DEPENDENCYPART_ARC
(24,20),0.847089 # DEPENDENCYPART_ARC
(24,21),1.14068 # DEPENDENCYPART_ARC
(24,22),1.05342 # DEPENDENCYPART_ARC
(24,23),1.7065 # DEPENDENCYPART_ARC
(24,25),0.760008 # DEPENDENCYPART_ARC
