# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,16,16,16,4,18,5,20,21,25,25,25,25,18,31,31,31,30,31,25,5,
(7,2),-0.294463 # DEPENDENCYPART_ARC
(7,3),0.186147 # DEPENDENCYPART_ARC
(7,4),-0.324233 # DEPENDENCYPART_ARC
(7,5),-0.299247 # DEPENDENCYPART_ARC
(7,6),0.912157 # DEPENDENCYPART_ARC
(7,9),-0.314839 # DEPENDENCYPART_ARC
(7,10),-0.752972 # DEPENDENCYPART_ARC
(7,11),-1.10401 # DEPENDENCYPART_ARC
(7,13),-0.36019 # DEPENDENCYPART_ARC
(7,14),-0.250147 # DEPENDENCYPART_ARC
(7,16),-0.772188 # DEPENDENCYPART_ARC
(7,17),-0.494436 # DEPENDENCYPART_ARC
(7,18),-0.145529 # DEPENDENCYPART_ARC
(7,22),-0.327723 # DEPENDENCYPART_ARC
(7,24),-0.596294 # DEPENDENCYPART_ARC
(7,25),0.0668307 # DEPENDENCYPART_ARC
(7,32),2.1595 # DEPENDENCYPART_ARC
(8,9),0.186452 # DEPENDENCYPART_ARC
(9,4),-2.39375 # DEPENDENCYPART_ARC
(9,7),-1.20253 # DEPENDENCYPART_ARC
(9,8),0.321464 # DEPENDENCYPART_ARC
(10,1),-1.09611 # DEPENDENCYPART_ARC
(10,2),-2.71549 # DEPENDENCYPART_ARC
(10,4),-2.57154 # DEPENDENCYPART_ARC
(10,5),-2.09506 # DEPENDENCYPART_ARC
(10,6),-0.427247 # DEPENDENCYPART_ARC
(10,7),-0.754666 # DEPENDENCYPART_ARC
(10,8),2.51715 # DEPENDENCYPART_ARC
(10,9),3.63107 # DEPENDENCYPART_ARC
(11,1),-2.22951 # DEPENDENCYPART_ARC
(11,2),-0.516266 # DEPENDENCYPART_ARC
(11,3),-0.664755 # DEPENDENCYPART_ARC
(11,4),-2.59664 # DEPENDENCYPART_ARC
(11,5),-2.91206 # DEPENDENCYPART_ARC
(11,6),-0.391816 # DEPENDENCYPART_ARC
(11,7),-0.7424 # DEPENDENCYPART_ARC
(11,8),0.549367 # DEPENDENCYPART_ARC
(11,9),1.58324 # DEPENDENCYPART_ARC
(11,10),3.62857 # DEPENDENCYPART_ARC
(11,12),-1.23552 # DEPENDENCYPART_ARC
(11,13),-0.587391 # DEPENDENCYPART_ARC
(11,15),-0.968238 # DEPENDENCYPART_ARC
(11,16),-1.58547 # DEPENDENCYPART_ARC
(11,32),0.0128114 # DEPENDENCYPART_ARC
(13,11),-0.684102 # DEPENDENCYPART_ARC
(13,12),1.13357 # DEPENDENCYPART_ARC
(13,14),-0.716916 # DEPENDENCYPART_ARC
(13,15),-0.774765 # DEPENDENCYPART_ARC
(14,5),-0.402261 # DEPENDENCYPART_ARC
(14,10),-0.372177 # DEPENDENCYPART_ARC
(14,11),-0.345006 # DEPENDENCYPART_ARC
(14,13),0.438465 # DEPENDENCYPART_ARC
(14,15),-0.368646 # DEPENDENCYPART_ARC
(14,16),-0.0221322 # DEPENDENCYPART_ARC
(14,17),-0.143588 # DEPENDENCYPART_ARC
(14,25),-0.649382 # DEPENDENCYPART_ARC
(15,8),-0.832087 # DEPENDENCYPART_ARC
(15,9),-0.39395 # DEPENDENCYPART_ARC
(15,10),-2.04147 # DEPENDENCYPART_ARC
(15,12),0.000966497 # DEPENDENCYPART_ARC
(15,13),0.266317 # DEPENDENCYPART_ARC
(15,14),0.470682 # DEPENDENCYPART_ARC
(15,17),0.057539 # DEPENDENCYPART_ARC
(15,20),-1.50936 # DEPENDENCYPART_ARC
(15,25),-0.451298 # DEPENDENCYPART_ARC
(16,2),-1.6468 # DEPENDENCYPART_ARC
(16,3),0.12945 # DEPENDENCYPART_ARC
(16,4),-1.66459 # DEPENDENCYPART_ARC
(16,5),-0.792363 # DEPENDENCYPART_ARC
(16,6),0.0471262 # DEPENDENCYPART_ARC
(16,7),-0.178327 # DEPENDENCYPART_ARC
(16,9),-0.852283 # DEPENDENCYPART_ARC
(16,10),-0.410973 # DEPENDENCYPART_ARC
(16,11),0.121553 # DEPENDENCYPART_ARC
(16,12),-0.380992 # DEPENDENCYPART_ARC
(16,13),1.23796 # DEPENDENCYPART_ARC
(16,14),0.936648 # DEPENDENCYPART_ARC
(16,15),1.60076 # DEPENDENCYPART_ARC
(16,17),-0.0903582 # DEPENDENCYPART_ARC
(16,20),-0.826233 # DEPENDENCYPART_ARC
(16,21),-0.428451 # DEPENDENCYPART_ARC
(16,25),-0.762592 # DEPENDENCYPART_ARC
(16,31),-1.73812 # DEPENDENCYPART_ARC
(16,32),0.205428 # DEPENDENCYPART_ARC
(18,2),-0.922361 # DEPENDENCYPART_ARC
(18,3),0.00155179 # DEPENDENCYPART_ARC
(18,4),-1.36766 # DEPENDENCYPART_ARC
(18,5),0.177036 # DEPENDENCYPART_ARC
(18,6),0.55135 # DEPENDENCYPART_ARC
(18,7),0.286954 # DEPENDENCYPART_ARC
(18,9),-0.32245 # DEPENDENCYPART_ARC
(18,10),-0.164199 # DEPENDENCYPART_ARC
(18,11),-0.508685 # DEPENDENCYPART_ARC
(18,13),0.277248 # DEPENDENCYPART_ARC
(18,14),0.520358 # DEPENDENCYPART_ARC
(18,15),0.398069 # DEPENDENCYPART_ARC
(18,16),0.278688 # DEPENDENCYPART_ARC
(18,17),2.48119 # DEPENDENCYPART_ARC
(18,19),-0.26938 # DEPENDENCYPART_ARC
(18,20),-0.123566 # DEPENDENCYPART_ARC
(18,21),0.356758 # DEPENDENCYPART_ARC
(18,22),0.00661252 # DEPENDENCYPART_ARC
(18,24),0.232365 # DEPENDENCYPART_ARC
(18,25),1.5108 # DEPENDENCYPART_ARC
(18,27),-0.0360388 # DEPENDENCYPART_ARC
(18,28),-0.22385 # DEPENDENCYPART_ARC
(18,29),-0.251377 # DEPENDENCYPART_ARC
(18,30),-0.317659 # DEPENDENCYPART_ARC
(18,31),-0.649655 # DEPENDENCYPART_ARC
(18,32),3.3641 # DEPENDENCYPART_ARC
(19,18),-0.242253 # DEPENDENCYPART_ARC
(20,12),-0.979389 # DEPENDENCYPART_ARC
(20,16),-1.20965 # DEPENDENCYPART_ARC
(20,17),-0.455462 # DEPENDENCYPART_ARC
(20,18),-0.653613 # DEPENDENCYPART_ARC
(20,19),2.60105 # DEPENDENCYPART_ARC
(21,2),-1.94707 # DEPENDENCYPART_ARC
(21,3),-2.17736 # DEPENDENCYPART_ARC
(21,6),-1.15403 # DEPENDENCYPART_ARC
(21,10),-2.17838 # DEPENDENCYPART_ARC
(21,11),-1.63101 # DEPENDENCYPART_ARC
(21,13),-1.05452 # DEPENDENCYPART_ARC
(21,14),-1.01794 # DEPENDENCYPART_ARC
(21,15),-0.631955 # DEPENDENCYPART_ARC
(21,16),-0.91169 # DEPENDENCYPART_ARC
(21,17),-0.309467 # DEPENDENCYPART_ARC
(21,18),0.189766 # DEPENDENCYPART_ARC
(21,19),-0.145171 # DEPENDENCYPART_ARC
(21,20),3.04565 # DEPENDENCYPART_ARC
(21,22),-0.433112 # DEPENDENCYPART_ARC
(21,24),-0.63169 # DEPENDENCYPART_ARC
(21,31),-1.19593 # DEPENDENCYPART_ARC
(22,11),-0.604628 # DEPENDENCYPART_ARC
(22,14),-0.280723 # DEPENDENCYPART_ARC
(22,15),-0.459912 # DEPENDENCYPART_ARC
(22,18),-0.136161 # DEPENDENCYPART_ARC
(22,20),0.054516 # DEPENDENCYPART_ARC
(22,21),0.295417 # DEPENDENCYPART_ARC
(22,24),-0.681384 # DEPENDENCYPART_ARC
(22,29),-0.947657 # DEPENDENCYPART_ARC
(22,31),-1.45058 # DEPENDENCYPART_ARC
(23,20),-0.253719 # DEPENDENCYPART_ARC
(23,21),-0.307467 # DEPENDENCYPART_ARC
(23,22),0.34911 # DEPENDENCYPART_ARC
(23,31),-1.03606 # DEPENDENCYPART_ARC
(24,20),-0.456303 # DEPENDENCYPART_ARC
(24,21),0.0318922 # DEPENDENCYPART_ARC
(24,22),-0.0610499 # DEPENDENCYPART_ARC
(24,23),0.488749 # DEPENDENCYPART_ARC
(24,27),-0.622008 # DEPENDENCYPART_ARC
(24,28),-0.622686 # DEPENDENCYPART_ARC
(24,29),-0.76041 # DEPENDENCYPART_ARC
(24,31),-1.05629 # DEPENDENCYPART_ARC
(25,2),-0.712258 # DEPENDENCYPART_ARC
(25,3),0.64151 # DEPENDENCYPART_ARC
(25,4),-1.27666 # DEPENDENCYPART_ARC
(25,5),-0.74284 # DEPENDENCYPART_ARC
(25,6),0.29187 # DEPENDENCYPART_ARC
(25,7),-0.452919 # DEPENDENCYPART_ARC
(25,8),-1.09371 # DEPENDENCYPART_ARC
(25,9),-0.790979 # DEPENDENCYPART_ARC
(25,10),-0.395845 # DEPENDENCYPART_ARC
(25,11),0.500318 # DEPENDENCYPART_ARC
(25,12),-1.11961 # DEPENDENCYPART_ARC
(25,13),0.561492 # DEPENDENCYPART_ARC
(25,14),0.654506 # DEPENDENCYPART_ARC
(25,15),0.19434 # DEPENDENCYPART_ARC
(25,16),-0.400057 # DEPENDENCYPART_ARC
(25,17),0.226496 # DEPENDENCYPART_ARC
(25,18),0.884469 # DEPENDENCYPART_ARC
(25,19),-0.938454 # DEPENDENCYPART_ARC
(25,20),0.916672 # DEPENDENCYPART_ARC
(25,21),1.88433 # DEPENDENCYPART_ARC
(25,22),1.86994 # DEPENDENCYPART_ARC
(25,23),1.83097 # DEPENDENCYPART_ARC
(25,24),2.85124 # DEPENDENCYPART_ARC
(25,26),-0.575918 # DEPENDENCYPART_ARC
(25,27),0.143721 # DEPENDENCYPART_ARC
(25,28),-0.190834 # DEPENDENCYPART_ARC
(25,29),0.293544 # DEPENDENCYPART_ARC
(25,30),-0.548565 # DEPENDENCYPART_ARC
(25,31),2.03263 # DEPENDENCYPART_ARC
(25,32),1.55421 # DEPENDENCYPART_ARC
(26,27),0.197661 # DEPENDENCYPART_ARC
(26,28),-0.16935 # DEPENDENCYPART_ARC
(27,26),0.0136806 # DEPENDENCYPART_ARC
(27,28),-0.903118 # DEPENDENCYPART_ARC
(27,29),-0.841897 # DEPENDENCYPART_ARC
(28,21),-0.818623 # DEPENDENCYPART_ARC
(28,22),-0.720808 # DEPENDENCYPART_ARC
(28,24),-0.629362 # DEPENDENCYPART_ARC
(28,25),-0.986393 # DEPENDENCYPART_ARC
(28,26),-0.0766998 # DEPENDENCYPART_ARC
(28,27),1.28512 # DEPENDENCYPART_ARC
(28,29),-0.272855 # DEPENDENCYPART_ARC
(28,30),-0.728094 # DEPENDENCYPART_ARC
(28,31),-0.697095 # DEPENDENCYPART_ARC
(29,24),-0.613206 # DEPENDENCYPART_ARC
(29,26),0.0275686 # DEPENDENCYPART_ARC
(29,27),-0.506634 # DEPENDENCYPART_ARC
(29,28),0.0808336 # DEPENDENCYPART_ARC
(29,30),-0.48858 # DEPENDENCYPART_ARC
(29,32),-0.937001 # DEPENDENCYPART_ARC
(30,21),0.0886296 # DEPENDENCYPART_ARC
(30,22),0.265841 # DEPENDENCYPART_ARC
(30,24),0.116761 # DEPENDENCYPART_ARC
(30,26),0.166985 # DEPENDENCYPART_ARC
(30,27),0.403343 # DEPENDENCYPART_ARC
(30,28),0.592382 # DEPENDENCYPART_ARC
(30,29),3.07602 # DEPENDENCYPART_ARC
(31,12),-1.21348 # DEPENDENCYPART_ARC
(31,16),-0.98022 # DEPENDENCYPART_ARC
(31,19),-0.603622 # DEPENDENCYPART_ARC
(31,26),1.62713 # DEPENDENCYPART_ARC
(31,27),1.79854 # DEPENDENCYPART_ARC
(31,28),1.70139 # DEPENDENCYPART_ARC
(31,29),1.61507 # DEPENDENCYPART_ARC
(31,30),3.50474 # DEPENDENCYPART_ARC
(31,32),-0.425529 # DEPENDENCYPART_ARC
