# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,14,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,14,
(9,6),-0.835439 # DEPENDENCYPART_ARC
(9,7),2.4184 # DEPENDENCYPART_ARC
(9,8),3.73936 # DEPENDENCYPART_ARC
(10,2),-2.23392 # DEPENDENCYPART_ARC
(10,3),-0.333757 # DEPENDENCYPART_ARC
(10,4),-0.611481 # DEPENDENCYPART_ARC
(10,5),-0.46581 # DEPENDENCYPART_ARC
(10,6),-0.0024202 # DEPENDENCYPART_ARC
(10,7),0.242614 # DEPENDENCYPART_ARC
(10,8),0.417841 # DEPENDENCYPART_ARC
(10,9),-0.0428693 # DEPENDENCYPART_ARC
(10,12),-0.45519 # DEPENDENCYPART_ARC
(10,29),0.999196 # DEPENDENCYPART_ARC
(12,1),-1.42153 # DEPENDENCYPART_ARC
(12,2),0.423934 # DEPENDENCYPART_ARC
(12,3),0.717026 # DEPENDENCYPART_ARC
(12,4),-0.197273 # DEPENDENCYPART_ARC
(12,5),0.711157 # DEPENDENCYPART_ARC
(12,6),0.673793 # DEPENDENCYPART_ARC
(12,7),-0.769956 # DEPENDENCYPART_ARC
(12,8),0.142967 # DEPENDENCYPART_ARC
(12,9),1.56984 # DEPENDENCYPART_ARC
(12,10),2.43188 # DEPENDENCYPART_ARC
(12,11),2.77152 # DEPENDENCYPART_ARC
(12,13),2.24499 # DEPENDENCYPART_ARC
(12,14),0.80781 # DEPENDENCYPART_ARC
(12,15),-1.32733 # DEPENDENCYPART_ARC
(12,16),-0.89897 # DEPENDENCYPART_ARC
(12,17),-1.08336 # DEPENDENCYPART_ARC
(12,18),-1.36078 # DEPENDENCYPART_ARC
(12,19),0.266199 # DEPENDENCYPART_ARC
(12,20),1.05118 # DEPENDENCYPART_ARC
(12,21),1.23254 # DEPENDENCYPART_ARC
(12,22),-1.52178 # DEPENDENCYPART_ARC
(12,23),-2.72217 # DEPENDENCYPART_ARC
(12,24),-0.322308 # DEPENDENCYPART_ARC
(12,25),-2.35436 # DEPENDENCYPART_ARC
(12,27),-3.23175 # DEPENDENCYPART_ARC
(12,28),-0.895143 # DEPENDENCYPART_ARC
(12,29),1.95033 # DEPENDENCYPART_ARC
(14,2),-0.619383 # DEPENDENCYPART_ARC
(14,3),0.0494585 # DEPENDENCYPART_ARC
(14,4),-1.00226 # DEPENDENCYPART_ARC
(14,5),0.416537 # DEPENDENCYPART_ARC
(14,6),1.56778 # DEPENDENCYPART_ARC
(14,8),-0.654912 # DEPENDENCYPART_ARC
(14,9),-0.440918 # DEPENDENCYPART_ARC
(14,10),-0.198415 # DEPENDENCYPART_ARC
(14,12),1.73825 # DEPENDENCYPART_ARC
(14,13),2.33573 # DEPENDENCYPART_ARC
(14,15),-0.394931 # DEPENDENCYPART_ARC
(14,16),0.272479 # DEPENDENCYPART_ARC
(14,17),-0.243913 # DEPENDENCYPART_ARC
(14,18),-0.381575 # DEPENDENCYPART_ARC
(14,19),1.85023 # DEPENDENCYPART_ARC
(14,20),0.540402 # DEPENDENCYPART_ARC
(14,21),0.575018 # DEPENDENCYPART_ARC
(14,22),-0.507781 # DEPENDENCYPART_ARC
(14,23),-0.674983 # DEPENDENCYPART_ARC
(14,24),1.2138 # DEPENDENCYPART_ARC
(14,25),-0.268922 # DEPENDENCYPART_ARC
(14,27),-0.518802 # DEPENDENCYPART_ARC
(14,28),-0.493889 # DEPENDENCYPART_ARC
(14,29),3.81538 # DEPENDENCYPART_ARC
(15,16),0.135006 # DEPENDENCYPART_ARC
(16,11),-2.88529 # DEPENDENCYPART_ARC
(16,15),1.12335 # DEPENDENCYPART_ARC
(17,4),-2.21831 # DEPENDENCYPART_ARC
(17,7),-1.17088 # DEPENDENCYPART_ARC
(17,8),-0.317426 # DEPENDENCYPART_ARC
(17,10),-2.59722 # DEPENDENCYPART_ARC
(17,12),-2.37679 # DEPENDENCYPART_ARC
(17,13),-0.561568 # DEPENDENCYPART_ARC
(17,14),-0.114819 # DEPENDENCYPART_ARC
(17,15),2.37322 # DEPENDENCYPART_ARC
(17,16),3.76198 # DEPENDENCYPART_ARC
(18,7),-1.52407 # DEPENDENCYPART_ARC
(18,9),-3.55242 # DEPENDENCYPART_ARC
(18,13),-0.343111 # DEPENDENCYPART_ARC
(18,14),0.458131 # DEPENDENCYPART_ARC
(18,15),1.13049 # DEPENDENCYPART_ARC
(18,16),1.94628 # DEPENDENCYPART_ARC
(18,17),0.684689 # DEPENDENCYPART_ARC
(18,23),-2.04127 # DEPENDENCYPART_ARC
(18,28),-1.76416 # DEPENDENCYPART_ARC
(19,2),0.0558627 # DEPENDENCYPART_ARC
(19,3),0.0701447 # DEPENDENCYPART_ARC
(19,4),-0.665738 # DEPENDENCYPART_ARC
(19,5),0.536585 # DEPENDENCYPART_ARC
(19,6),0.514435 # DEPENDENCYPART_ARC
(19,7),-0.728381 # DEPENDENCYPART_ARC
(19,8),-0.702935 # DEPENDENCYPART_ARC
(19,9),0.730588 # DEPENDENCYPART_ARC
(19,10),1.22144 # DEPENDENCYPART_ARC
(19,11),0.256997 # DEPENDENCYPART_ARC
(19,12),-0.0298489 # DEPENDENCYPART_ARC
(19,13),1.25691 # DEPENDENCYPART_ARC
(19,14),1.37499 # DEPENDENCYPART_ARC
(19,15),-0.266511 # DEPENDENCYPART_ARC
(19,16),1.39985 # DEPENDENCYPART_ARC
(19,17),1.99769 # DEPENDENCYPART_ARC
(19,18),3.69907 # DEPENDENCYPART_ARC
(19,20),1.61188 # DEPENDENCYPART_ARC
(19,21),2.74693 # DEPENDENCYPART_ARC
(19,22),-0.14414 # DEPENDENCYPART_ARC
(19,23),-0.643986 # DEPENDENCYPART_ARC
(19,24),1.11657 # DEPENDENCYPART_ARC
(19,25),-0.891536 # DEPENDENCYPART_ARC
(19,26),-1.09689 # DEPENDENCYPART_ARC
(19,27),-2.25079 # DEPENDENCYPART_ARC
(19,28),-0.0625471 # DEPENDENCYPART_ARC
(19,29),2.19467 # DEPENDENCYPART_ARC
(21,2),-1.11314 # DEPENDENCYPART_ARC
(21,3),-0.279533 # DEPENDENCYPART_ARC
(21,4),-1.41978 # DEPENDENCYPART_ARC
(21,5),-1.33273 # DEPENDENCYPART_ARC
(21,6),0.140366 # DEPENDENCYPART_ARC
(21,9),-0.637918 # DEPENDENCYPART_ARC
(21,10),-0.310943 # DEPENDENCYPART_ARC
(21,12),-0.907617 # DEPENDENCYPART_ARC
(21,13),0.366153 # DEPENDENCYPART_ARC
(21,14),0.365031 # DEPENDENCYPART_ARC
(21,16),0.100865 # DEPENDENCYPART_ARC
(21,17),-0.178188 # DEPENDENCYPART_ARC
(21,18),0.215113 # DEPENDENCYPART_ARC
(21,19),0.139391 # DEPENDENCYPART_ARC
(21,20),1.21525 # DEPENDENCYPART_ARC
(21,22),-0.493647 # DEPENDENCYPART_ARC
(21,23),-1.41448 # DEPENDENCYPART_ARC
(21,24),0.825314 # DEPENDENCYPART_ARC
(21,25),-1.19732 # DEPENDENCYPART_ARC
(21,27),-2.09078 # DEPENDENCYPART_ARC
(21,28),-0.827406 # DEPENDENCYPART_ARC
(21,29),1.36721 # DEPENDENCYPART_ARC
(22,20),-0.717794 # DEPENDENCYPART_ARC
(22,21),-0.717258 # DEPENDENCYPART_ARC
(23,7),-1.27218 # DEPENDENCYPART_ARC
(23,8),-0.264162 # DEPENDENCYPART_ARC
(23,10),-2.2513 # DEPENDENCYPART_ARC
(23,13),-0.861892 # DEPENDENCYPART_ARC
(23,14),-0.0146057 # DEPENDENCYPART_ARC
(23,15),0.406664 # DEPENDENCYPART_ARC
(23,16),0.825586 # DEPENDENCYPART_ARC
(23,17),-1.99103 # DEPENDENCYPART_ARC
(23,18),-2.33206 # DEPENDENCYPART_ARC
(23,19),-1.54851 # DEPENDENCYPART_ARC
(23,20),0.493772 # DEPENDENCYPART_ARC
(23,21),0.138684 # DEPENDENCYPART_ARC
(23,22),3.42571 # DEPENDENCYPART_ARC
(23,25),-1.40906 # DEPENDENCYPART_ARC
(23,27),-1.43634 # DEPENDENCYPART_ARC
(23,28),-1.56798 # DEPENDENCYPART_ARC
(24,2),-1.32407 # DEPENDENCYPART_ARC
(24,3),-1.02994 # DEPENDENCYPART_ARC
(24,4),-1.62219 # DEPENDENCYPART_ARC
(24,5),-0.23582 # DEPENDENCYPART_ARC
(24,6),0.0129407 # DEPENDENCYPART_ARC
(24,9),-1.14061 # DEPENDENCYPART_ARC
(24,10),-0.384396 # DEPENDENCYPART_ARC
(24,12),-0.284507 # DEPENDENCYPART_ARC
(24,13),0.0263863 # DEPENDENCYPART_ARC
(24,14),0.739654 # DEPENDENCYPART_ARC
(24,15),-1.49887 # DEPENDENCYPART_ARC
(24,16),-0.891037 # DEPENDENCYPART_ARC
(24,17),-0.30478 # DEPENDENCYPART_ARC
(24,18),0.138634 # DEPENDENCYPART_ARC
(24,19),-0.000638578 # DEPENDENCYPART_ARC
(24,20),0.648612 # DEPENDENCYPART_ARC
(24,21),-0.172221 # DEPENDENCYPART_ARC
(24,22),0.233895 # DEPENDENCYPART_ARC
(24,23),3.03863 # DEPENDENCYPART_ARC
(24,25),3.28584 # DEPENDENCYPART_ARC
(24,26),-0.676435 # DEPENDENCYPART_ARC
(24,27),0.879598 # DEPENDENCYPART_ARC
(24,28),0.755954 # DEPENDENCYPART_ARC
(24,29),1.66466 # DEPENDENCYPART_ARC
(25,15),-1.70317 # DEPENDENCYPART_ARC
(25,22),-0.494055 # DEPENDENCYPART_ARC
(25,23),-1.01367 # DEPENDENCYPART_ARC
(25,24),-0.644018 # DEPENDENCYPART_ARC
(25,26),-1.26904 # DEPENDENCYPART_ARC
(25,27),-1.08809 # DEPENDENCYPART_ARC
(25,28),-0.739874 # DEPENDENCYPART_ARC
(27,25),-3.02781 # DEPENDENCYPART_ARC
(27,26),2.73358 # DEPENDENCYPART_ARC
(28,17),-0.605777 # DEPENDENCYPART_ARC
(28,18),-0.885626 # DEPENDENCYPART_ARC
(28,19),-0.810158 # DEPENDENCYPART_ARC
(28,20),0.529055 # DEPENDENCYPART_ARC
(28,21),0.0405483 # DEPENDENCYPART_ARC
(28,22),-0.749484 # DEPENDENCYPART_ARC
(28,23),-0.896814 # DEPENDENCYPART_ARC
(28,24),-0.183449 # DEPENDENCYPART_ARC
(28,25),-0.212808 # DEPENDENCYPART_ARC
(28,26),0.983884 # DEPENDENCYPART_ARC
(28,27),1.81769 # DEPENDENCYPART_ARC
(28,29),0.627806 # DEPENDENCYPART_ARC
