# _root_ Ιδιαίτερα , όσον αφορά μια μελλοντική συνεργασία βασισμένη στις δημοκρατικές αρχές των ανθρωπίνων δικαιωμάτων , των θεμελιωδών ελευθεριών και του κράτους δικαίου .
#goldHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,19,19,18,18,19,11,21,19,21,0,
#predictedHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,11,19,18,18,19,4,22,22,19,0,
(9,3),-0.954845 # DEPENDENCYPART_ARC
(9,5),-0.727789 # DEPENDENCYPART_ARC
(9,6),-0.813771 # DEPENDENCYPART_ARC
(9,7),-1.67535 # DEPENDENCYPART_ARC
(9,8),-0.863667 # DEPENDENCYPART_ARC
(9,10),1.62711 # DEPENDENCYPART_ARC
(9,11),2.98536 # DEPENDENCYPART_ARC
(9,13),-0.341315 # DEPENDENCYPART_ARC
(9,14),-0.340111 # DEPENDENCYPART_ARC
(9,15),0.0774155 # DEPENDENCYPART_ARC
(9,17),-1.6282 # DEPENDENCYPART_ARC
(9,18),-2.40593 # DEPENDENCYPART_ARC
(9,19),-0.117693 # DEPENDENCYPART_ARC
(9,21),-1.37557 # DEPENDENCYPART_ARC
(9,22),-3.76166 # DEPENDENCYPART_ARC
(9,23),-0.456125 # DEPENDENCYPART_ARC
(10,1),-2.09602 # DEPENDENCYPART_ARC
(10,2),-1.99284 # DEPENDENCYPART_ARC
(10,3),-1.91391 # DEPENDENCYPART_ARC
(10,4),-4.37491 # DEPENDENCYPART_ARC
(10,5),-2.05101 # DEPENDENCYPART_ARC
(10,6),-2.40346 # DEPENDENCYPART_ARC
(10,7),-2.55863 # DEPENDENCYPART_ARC
(10,8),-0.626238 # DEPENDENCYPART_ARC
(10,9),-1.01082 # DEPENDENCYPART_ARC
(10,11),0.386699 # DEPENDENCYPART_ARC
(10,12),-0.413425 # DEPENDENCYPART_ARC
(10,13),-0.757659 # DEPENDENCYPART_ARC
(10,14),-0.14245 # DEPENDENCYPART_ARC
(10,15),-0.472967 # DEPENDENCYPART_ARC
(10,16),-0.822433 # DEPENDENCYPART_ARC
(10,17),-1.14169 # DEPENDENCYPART_ARC
(10,18),-1.1123 # DEPENDENCYPART_ARC
(10,19),-0.304815 # DEPENDENCYPART_ARC
(10,20),-1.70832 # DEPENDENCYPART_ARC
(10,21),-1.80328 # DEPENDENCYPART_ARC
(10,22),-1.02421 # DEPENDENCYPART_ARC
(10,23),-0.653298 # DEPENDENCYPART_ARC
(11,1),-1.15637 # DEPENDENCYPART_ARC
(11,2),-0.53371 # DEPENDENCYPART_ARC
(11,3),-1.10278 # DEPENDENCYPART_ARC
(11,4),-3.04294 # DEPENDENCYPART_ARC
(11,5),0.378462 # DEPENDENCYPART_ARC
(11,6),0.252995 # DEPENDENCYPART_ARC
(11,7),-1.12543 # DEPENDENCYPART_ARC
(11,8),0.722765 # DEPENDENCYPART_ARC
(11,9),0.69863 # DEPENDENCYPART_ARC
(11,10),4.02932 # DEPENDENCYPART_ARC
(11,12),0.0675137 # DEPENDENCYPART_ARC
(11,13),0.512985 # DEPENDENCYPART_ARC
(11,14),1.42452 # DEPENDENCYPART_ARC
(11,15),0.156786 # DEPENDENCYPART_ARC
(11,16),-0.637638 # DEPENDENCYPART_ARC
(11,17),0.124163 # DEPENDENCYPART_ARC
(11,18),-0.0998068 # DEPENDENCYPART_ARC
(11,19),0.319368 # DEPENDENCYPART_ARC
(11,20),-1.41977 # DEPENDENCYPART_ARC
(11,21),-0.888508 # DEPENDENCYPART_ARC
(11,22),-0.480723 # DEPENDENCYPART_ARC
(11,23),0.0713373 # DEPENDENCYPART_ARC
(12,1),-1.65743 # DEPENDENCYPART_ARC
(12,3),-1.5886 # DEPENDENCYPART_ARC
(12,7),-2.69335 # DEPENDENCYPART_ARC
(12,11),-1.08012 # DEPENDENCYPART_ARC
(12,14),0.114009 # DEPENDENCYPART_ARC
(12,17),-0.908044 # DEPENDENCYPART_ARC
(12,18),-1.2853 # DEPENDENCYPART_ARC
(12,19),-0.170951 # DEPENDENCYPART_ARC
(12,22),-1.06147 # DEPENDENCYPART_ARC
(13,1),-2.23801 # DEPENDENCYPART_ARC
(13,2),-1.83146 # DEPENDENCYPART_ARC
(13,3),-2.02863 # DEPENDENCYPART_ARC
(13,4),-3.41776 # DEPENDENCYPART_ARC
(13,5),-2.89207 # DEPENDENCYPART_ARC
(13,6),-3.56048 # DEPENDENCYPART_ARC
(13,7),-3.13776 # DEPENDENCYPART_ARC
(13,8),-0.54821 # DEPENDENCYPART_ARC
(13,9),-1.78842 # DEPENDENCYPART_ARC
(13,10),-1.96355 # DEPENDENCYPART_ARC
(13,11),-1.65701 # DEPENDENCYPART_ARC
(13,12),1.70962 # DEPENDENCYPART_ARC
(13,14),0.915813 # DEPENDENCYPART_ARC
(13,15),-0.622485 # DEPENDENCYPART_ARC
(13,16),-1.04744 # DEPENDENCYPART_ARC
(13,17),-1.16549 # DEPENDENCYPART_ARC
(13,18),-1.25456 # DEPENDENCYPART_ARC
(13,19),-0.577466 # DEPENDENCYPART_ARC
(13,20),-2.28958 # DEPENDENCYPART_ARC
(13,21),-1.70796 # DEPENDENCYPART_ARC
(13,22),-1.19718 # DEPENDENCYPART_ARC
(13,23),-0.870406 # DEPENDENCYPART_ARC
(14,1),-1.27882 # DEPENDENCYPART_ARC
(14,2),-0.5809 # DEPENDENCYPART_ARC
(14,3),-1.21314 # DEPENDENCYPART_ARC
(14,4),-2.42085 # DEPENDENCYPART_ARC
(14,5),-2.51022 # DEPENDENCYPART_ARC
(14,6),-2.46334 # DEPENDENCYPART_ARC
(14,7),-3.83815 # DEPENDENCYPART_ARC
(14,8),0.659271 # DEPENDENCYPART_ARC
(14,9),-1.55683 # DEPENDENCYPART_ARC
(14,10),0.0303936 # DEPENDENCYPART_ARC
(14,11),-2.06469 # DEPENDENCYPART_ARC
(14,12),3.57237 # DEPENDENCYPART_ARC
(14,13),3.15204 # DEPENDENCYPART_ARC
(14,15),0.0867381 # DEPENDENCYPART_ARC
(14,16),-0.46897 # DEPENDENCYPART_ARC
(14,17),0.434971 # DEPENDENCYPART_ARC
(14,18),-0.0280389 # DEPENDENCYPART_ARC
(14,19),-0.179133 # DEPENDENCYPART_ARC
(14,20),-1.60819 # DEPENDENCYPART_ARC
(14,21),-0.61168 # DEPENDENCYPART_ARC
(14,22),-0.866753 # DEPENDENCYPART_ARC
(14,23),-0.502675 # DEPENDENCYPART_ARC
(15,1),-0.701511 # DEPENDENCYPART_ARC
(15,2),-0.809082 # DEPENDENCYPART_ARC
(15,3),-0.676076 # DEPENDENCYPART_ARC
(15,4),-0.325059 # DEPENDENCYPART_ARC
(15,5),-0.580721 # DEPENDENCYPART_ARC
(15,6),-0.574547 # DEPENDENCYPART_ARC
(15,7),-0.202916 # DEPENDENCYPART_ARC
(15,8),-0.353546 # DEPENDENCYPART_ARC
(15,9),-0.0965988 # DEPENDENCYPART_ARC
(15,10),-0.222118 # DEPENDENCYPART_ARC
(15,11),0.356062 # DEPENDENCYPART_ARC
(15,13),0.103727 # DEPENDENCYPART_ARC
(15,14),0.792529 # DEPENDENCYPART_ARC
(15,17),0.558279 # DEPENDENCYPART_ARC
(15,18),0.600113 # DEPENDENCYPART_ARC
(15,19),0.277979 # DEPENDENCYPART_ARC
(15,21),-0.498375 # DEPENDENCYPART_ARC
(15,22),-0.00350388 # DEPENDENCYPART_ARC
(15,23),0.308831 # DEPENDENCYPART_ARC
(16,1),-1.8483 # DEPENDENCYPART_ARC
(16,3),-1.90477 # DEPENDENCYPART_ARC
(16,7),-2.76752 # DEPENDENCYPART_ARC
(16,11),-1.92615 # DEPENDENCYPART_ARC
(16,14),-0.948942 # DEPENDENCYPART_ARC
(16,17),0.298432 # DEPENDENCYPART_ARC
(16,18),-0.0883192 # DEPENDENCYPART_ARC
(16,19),-0.00494197 # DEPENDENCYPART_ARC
(16,22),-1.38827 # DEPENDENCYPART_ARC
(17,1),-2.26705 # DEPENDENCYPART_ARC
(17,2),-1.77365 # DEPENDENCYPART_ARC
(17,3),-2.27836 # DEPENDENCYPART_ARC
(17,4),-3.61535 # DEPENDENCYPART_ARC
(17,5),-3.86816 # DEPENDENCYPART_ARC
(17,6),-3.94138 # DEPENDENCYPART_ARC
(17,7),-4.68364 # DEPENDENCYPART_ARC
(17,8),-0.480509 # DEPENDENCYPART_ARC
(17,9),-1.93801 # DEPENDENCYPART_ARC
(17,10),-1.67629 # DEPENDENCYPART_ARC
(17,11),-3.18698 # DEPENDENCYPART_ARC
(17,12),-0.246992 # DEPENDENCYPART_ARC
(17,13),-1.1236 # DEPENDENCYPART_ARC
(17,14),-1.15018 # DEPENDENCYPART_ARC
(17,15),-0.507691 # DEPENDENCYPART_ARC
(17,16),2.837 # DEPENDENCYPART_ARC
(17,18),2.06796 # DEPENDENCYPART_ARC
(17,19),0.549821 # DEPENDENCYPART_ARC
(17,20),-1.02993 # DEPENDENCYPART_ARC
(17,21),-0.349963 # DEPENDENCYPART_ARC
(17,22),0.329164 # DEPENDENCYPART_ARC
(17,23),-0.261177 # DEPENDENCYPART_ARC
(18,1),-1.23491 # DEPENDENCYPART_ARC
(18,2),-0.7231 # DEPENDENCYPART_ARC
(18,3),-1.247 # DEPENDENCYPART_ARC
(18,4),-2.52752 # DEPENDENCYPART_ARC
(18,5),-2.84147 # DEPENDENCYPART_ARC
(18,6),-2.83391 # DEPENDENCYPART_ARC
(18,7),-3.5913 # DEPENDENCYPART_ARC
(18,8),0.453786 # DEPENDENCYPART_ARC
(18,9),-0.744529 # DEPENDENCYPART_ARC
(18,10),-0.666756 # DEPENDENCYPART_ARC
(18,11),-2.00618 # DEPENDENCYPART_ARC
(18,12),0.324645 # DEPENDENCYPART_ARC
(18,13),-0.0914785 # DEPENDENCYPART_ARC
(18,14),-0.170207 # DEPENDENCYPART_ARC
(18,15),-0.128557 # DEPENDENCYPART_ARC
(18,16),3.31545 # DEPENDENCYPART_ARC
(18,17),2.78379 # DEPENDENCYPART_ARC
(18,19),0.25088 # DEPENDENCYPART_ARC
(18,20),-1.23671 # DEPENDENCYPART_ARC
(18,21),-0.62643 # DEPENDENCYPART_ARC
(18,22),-0.157408 # DEPENDENCYPART_ARC
(18,23),-0.736599 # DEPENDENCYPART_ARC
(19,1),-0.125863 # DEPENDENCYPART_ARC
(19,2),-0.590391 # DEPENDENCYPART_ARC
(19,3),-0.0503905 # DEPENDENCYPART_ARC
(19,4),-1.22972 # DEPENDENCYPART_ARC
(19,5),-0.51418 # DEPENDENCYPART_ARC
(19,6),-0.957294 # DEPENDENCYPART_ARC
(19,7),0.272193 # DEPENDENCYPART_ARC
(19,8),0.826458 # DEPENDENCYPART_ARC
(19,9),0.413653 # DEPENDENCYPART_ARC
(19,10),-0.145817 # DEPENDENCYPART_ARC
(19,11),0.746182 # DEPENDENCYPART_ARC
(19,12),0.268939 # DEPENDENCYPART_ARC
(19,13),0.122506 # DEPENDENCYPART_ARC
(19,14),1.38194 # DEPENDENCYPART_ARC
(19,15),1.66071 # DEPENDENCYPART_ARC
(19,16),0.819872 # DEPENDENCYPART_ARC
(19,17),1.38652 # DEPENDENCYPART_ARC
(19,18),2.04716 # DEPENDENCYPART_ARC
(19,20),0.168979 # DEPENDENCYPART_ARC
(19,21),1.48699 # DEPENDENCYPART_ARC
(19,22),2.02192 # DEPENDENCYPART_ARC
(19,23),0.264475 # DEPENDENCYPART_ARC
(20,1),-1.80317 # DEPENDENCYPART_ARC
(20,3),-1.82554 # DEPENDENCYPART_ARC
(20,7),-3.11354 # DEPENDENCYPART_ARC
(20,11),-3.01837 # DEPENDENCYPART_ARC
(20,14),-1.9584 # DEPENDENCYPART_ARC
(20,17),-2.04099 # DEPENDENCYPART_ARC
(20,18),-1.84371 # DEPENDENCYPART_ARC
(20,19),-0.0876887 # DEPENDENCYPART_ARC
(20,22),0.365838 # DEPENDENCYPART_ARC
(21,1),-2.00155 # DEPENDENCYPART_ARC
(21,2),-1.40641 # DEPENDENCYPART_ARC
(21,3),-1.85222 # DEPENDENCYPART_ARC
(21,4),-3.81635 # DEPENDENCYPART_ARC
(21,5),-2.49757 # DEPENDENCYPART_ARC
(21,6),-3.08082 # DEPENDENCYPART_ARC
(21,7),-3.21826 # DEPENDENCYPART_ARC
(21,8),-1.34621 # DEPENDENCYPART_ARC
(21,9),-1.74659 # DEPENDENCYPART_ARC
(21,10),-2.30125 # DEPENDENCYPART_ARC
(21,11),-2.77639 # DEPENDENCYPART_ARC
(21,12),-0.228974 # DEPENDENCYPART_ARC
(21,13),-1.52853 # DEPENDENCYPART_ARC
(21,14),-1.79365 # DEPENDENCYPART_ARC
(21,15),-0.93641 # DEPENDENCYPART_ARC
(21,16),-0.66391 # DEPENDENCYPART_ARC
(21,17),-2.274 # DEPENDENCYPART_ARC
(21,18),-2.14542 # DEPENDENCYPART_ARC
(21,19),-0.14947 # DEPENDENCYPART_ARC
(21,20),1.64623 # DEPENDENCYPART_ARC
(21,22),1.27881 # DEPENDENCYPART_ARC
(21,23),-0.243497 # DEPENDENCYPART_ARC
(22,1),-1.95393 # DEPENDENCYPART_ARC
(22,2),-1.0336 # DEPENDENCYPART_ARC
(22,3),-1.7796 # DEPENDENCYPART_ARC
(22,4),-3.28642 # DEPENDENCYPART_ARC
(22,5),-4.1722 # DEPENDENCYPART_ARC
(22,6),-3.2754 # DEPENDENCYPART_ARC
(22,7),-4.69932 # DEPENDENCYPART_ARC
(22,8),0.34327 # DEPENDENCYPART_ARC
(22,9),-3.06024 # DEPENDENCYPART_ARC
(22,10),-3.12907 # DEPENDENCYPART_ARC
(22,11),-5.14086 # DEPENDENCYPART_ARC
(22,12),-1.1093 # DEPENDENCYPART_ARC
(22,13),-1.31192 # DEPENDENCYPART_ARC
(22,14),-2.44906 # DEPENDENCYPART_ARC
(22,15),-1.13131 # DEPENDENCYPART_ARC
(22,16),-1.72511 # DEPENDENCYPART_ARC
(22,17),-2.226 # DEPENDENCYPART_ARC
(22,18),-2.51074 # DEPENDENCYPART_ARC
(22,19),-0.224654 # DEPENDENCYPART_ARC
(22,20),2.44753 # DEPENDENCYPART_ARC
(22,21),2.63219 # DEPENDENCYPART_ARC
(22,23),0.135589 # DEPENDENCYPART_ARC
(23,1),-2.51319 # DEPENDENCYPART_ARC
(23,2),-2.81072 # DEPENDENCYPART_ARC
(23,3),-2.20328 # DEPENDENCYPART_ARC
(23,4),-2.69905 # DEPENDENCYPART_ARC
(23,5),-2.62984 # DEPENDENCYPART_ARC
(23,6),-2.55306 # DEPENDENCYPART_ARC
(23,7),-2.84757 # DEPENDENCYPART_ARC
(23,8),-2.7949 # DEPENDENCYPART_ARC
(23,9),-3.01061 # DEPENDENCYPART_ARC
(23,10),-2.35093 # DEPENDENCYPART_ARC
(23,11),-2.38548 # DEPENDENCYPART_ARC
(23,13),-2.28169 # DEPENDENCYPART_ARC
(23,14),-2.31755 # DEPENDENCYPART_ARC
(23,15),-1.96879 # DEPENDENCYPART_ARC
(23,17),-2.1168 # DEPENDENCYPART_ARC
(23,18),-2.13125 # DEPENDENCYPART_ARC
(23,19),-1.98126 # DEPENDENCYPART_ARC
(23,21),-1.724 # DEPENDENCYPART_ARC
(23,22),-1.84525 # DEPENDENCYPART_ARC
