# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,20,2,6,6,3,6,9,6,9,13,13,6,13,16,14,16,19,20,0,22,20,22,25,23,27,25,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(1,17),-1.851 # DEPENDENCYPART_ARC
(1,18),-2.38665 # DEPENDENCYPART_ARC
(1,19),-2.74317 # DEPENDENCYPART_ARC
(1,20),-1.86308 # DEPENDENCYPART_ARC
(1,21),-2.21118 # DEPENDENCYPART_ARC
(1,22),-2.82696 # DEPENDENCYPART_ARC
(1,23),-2.27028 # DEPENDENCYPART_ARC
(1,24),-2.56984 # DEPENDENCYPART_ARC
(1,25),-3.59907 # DEPENDENCYPART_ARC
(1,26),-1.5308 # DEPENDENCYPART_ARC
(1,27),-2.06896 # DEPENDENCYPART_ARC
(1,28),-2.74933 # DEPENDENCYPART_ARC
(1,29),-2.86733 # DEPENDENCYPART_ARC
(1,30),-3.51922 # DEPENDENCYPART_ARC
(1,32),-2.30602 # DEPENDENCYPART_ARC
(1,33),-3.31198 # DEPENDENCYPART_ARC
(1,34),-2.32403 # DEPENDENCYPART_ARC
(1,35),-2.37582 # DEPENDENCYPART_ARC
(1,36),-2.43076 # DEPENDENCYPART_ARC
(1,37),-2.60192 # DEPENDENCYPART_ARC
(1,38),-3.24304 # DEPENDENCYPART_ARC
(1,39),-4.49604 # DEPENDENCYPART_ARC
(1,40),-3.79438 # DEPENDENCYPART_ARC
(1,41),-2.3667 # DEPENDENCYPART_ARC
(2,1),1.02439 # DEPENDENCYPART_ARC
(2,3),0.943981 # DEPENDENCYPART_ARC
(2,4),-0.433025 # DEPENDENCYPART_ARC
(2,5),0.286655 # DEPENDENCYPART_ARC
(2,6),0.119439 # DEPENDENCYPART_ARC
(2,7),-0.366417 # DEPENDENCYPART_ARC
(2,8),-1.17327 # DEPENDENCYPART_ARC
(2,9),-0.576224 # DEPENDENCYPART_ARC
(2,10),-0.804609 # DEPENDENCYPART_ARC
(2,11),-0.424506 # DEPENDENCYPART_ARC
(2,12),-1.02982 # DEPENDENCYPART_ARC
(2,13),-0.242619 # DEPENDENCYPART_ARC
(2,14),-0.728361 # DEPENDENCYPART_ARC
(2,15),-1.70111 # DEPENDENCYPART_ARC
(2,16),-2.05501 # DEPENDENCYPART_ARC
(2,17),-0.767458 # DEPENDENCYPART_ARC
(2,18),-1.88768 # DEPENDENCYPART_ARC
(2,19),-2.26734 # DEPENDENCYPART_ARC
(2,20),-2.08427 # DEPENDENCYPART_ARC
(2,21),-1.65081 # DEPENDENCYPART_ARC
(2,22),-3.0282 # DEPENDENCYPART_ARC
(2,23),-1.62335 # DEPENDENCYPART_ARC
(2,24),-2.13259 # DEPENDENCYPART_ARC
(2,25),-3.72707 # DEPENDENCYPART_ARC
(2,26),-1.89765 # DEPENDENCYPART_ARC
(2,27),-1.06975 # DEPENDENCYPART_ARC
(2,28),-2.2826 # DEPENDENCYPART_ARC
(2,29),-2.32199 # DEPENDENCYPART_ARC
(2,30),-4.4499 # DEPENDENCYPART_ARC
(2,31),-2.30569 # DEPENDENCYPART_ARC
(2,32),-2.49905 # DEPENDENCYPART_ARC
(2,33),-4.85663 # DEPENDENCYPART_ARC
(2,34),-4.45282 # DEPENDENCYPART_ARC
(2,35),-1.52524 # DEPENDENCYPART_ARC
(2,36),-1.70896 # DEPENDENCYPART_ARC
(2,37),-2.55722 # DEPENDENCYPART_ARC
(2,38),-2.64769 # DEPENDENCYPART_ARC
(2,39),-5.54408 # DEPENDENCYPART_ARC
(2,40),-5.84032 # DEPENDENCYPART_ARC
(2,41),-1.52232 # DEPENDENCYPART_ARC
(3,1),-0.0959642 # DEPENDENCYPART_ARC
(3,2),0.5185 # DEPENDENCYPART_ARC
(3,4),0.439598 # DEPENDENCYPART_ARC
(3,5),1.14608 # DEPENDENCYPART_ARC
(3,6),2.12169 # DEPENDENCYPART_ARC
(3,7),0.343316 # DEPENDENCYPART_ARC
(3,8),-0.858654 # DEPENDENCYPART_ARC
(3,9),-0.509498 # DEPENDENCYPART_ARC
(3,10),-0.556786 # DEPENDENCYPART_ARC
(3,11),0.12331 # DEPENDENCYPART_ARC
(3,12),-0.695399 # DEPENDENCYPART_ARC
(3,13),-0.989059 # DEPENDENCYPART_ARC
(3,14),-1.07675 # DEPENDENCYPART_ARC
(3,15),-1.72676 # DEPENDENCYPART_ARC
(3,16),-1.24179 # DEPENDENCYPART_ARC
(3,17),-0.835911 # DEPENDENCYPART_ARC
(3,18),-1.57517 # DEPENDENCYPART_ARC
(3,19),-2.39437 # DEPENDENCYPART_ARC
(3,20),-2.39398 # DEPENDENCYPART_ARC
(3,21),-1.2129 # DEPENDENCYPART_ARC
(3,22),-2.93415 # DEPENDENCYPART_ARC
(3,23),-1.46876 # DEPENDENCYPART_ARC
(3,24),-1.42924 # DEPENDENCYPART_ARC
(3,25),-3.66333 # DEPENDENCYPART_ARC
(3,26),-1.32256 # DEPENDENCYPART_ARC
(3,27),-1.1099 # DEPENDENCYPART_ARC
(3,28),-2.04087 # DEPENDENCYPART_ARC
(3,29),-1.75896 # DEPENDENCYPART_ARC
(3,30),-4.747 # DEPENDENCYPART_ARC
(3,31),-2.13986 # DEPENDENCYPART_ARC
(3,32),-1.85631 # DEPENDENCYPART_ARC
(3,33),-5.56395 # DEPENDENCYPART_ARC
(3,34),-3.96642 # DEPENDENCYPART_ARC
(3,35),-1.57281 # DEPENDENCYPART_ARC
(3,36),-1.53584 # DEPENDENCYPART_ARC
(3,37),-2.24526 # DEPENDENCYPART_ARC
(3,38),-2.53876 # DEPENDENCYPART_ARC
(3,39),-7.36548 # DEPENDENCYPART_ARC
(3,40),-7.75444 # DEPENDENCYPART_ARC
(3,41),-2.14092 # DEPENDENCYPART_ARC
(4,1),-1.10346 # DEPENDENCYPART_ARC
(4,3),-0.104395 # DEPENDENCYPART_ARC
(4,7),-0.0385529 # DEPENDENCYPART_ARC
(4,14),-0.766516 # DEPENDENCYPART_ARC
(4,17),-1.06016 # DEPENDENCYPART_ARC
(4,23),-1.22938 # DEPENDENCYPART_ARC
(4,27),-1.49588 # DEPENDENCYPART_ARC
(4,35),-1.85776 # DEPENDENCYPART_ARC
(4,36),-1.92622 # DEPENDENCYPART_ARC
(4,37),-2.14761 # DEPENDENCYPART_ARC
(5,1),-0.747821 # DEPENDENCYPART_ARC
(5,2),-0.613799 # DEPENDENCYPART_ARC
(5,3),-0.220442 # DEPENDENCYPART_ARC
(5,4),0.724174 # DEPENDENCYPART_ARC
(5,6),0.271852 # DEPENDENCYPART_ARC
(5,7),0.0350676 # DEPENDENCYPART_ARC
(5,8),-1.07841 # DEPENDENCYPART_ARC
(5,9),-0.802648 # DEPENDENCYPART_ARC
(5,10),-0.866179 # DEPENDENCYPART_ARC
(5,11),-0.141519 # DEPENDENCYPART_ARC
(5,12),-2.30597 # DEPENDENCYPART_ARC
(5,13),-1.24231 # DEPENDENCYPART_ARC
(5,14),-0.889061 # DEPENDENCYPART_ARC
(5,15),-1.74549 # DEPENDENCYPART_ARC
(5,16),-2.60432 # DEPENDENCYPART_ARC
(5,17),-1.18577 # DEPENDENCYPART_ARC
(5,18),-2.1491 # DEPENDENCYPART_ARC
(5,19),-2.61756 # DEPENDENCYPART_ARC
(5,20),-2.01449 # DEPENDENCYPART_ARC
(5,21),-2.34493 # DEPENDENCYPART_ARC
(5,22),-3.07873 # DEPENDENCYPART_ARC
(5,23),-1.27725 # DEPENDENCYPART_ARC
(5,24),-1.85791 # DEPENDENCYPART_ARC
(5,25),-2.67659 # DEPENDENCYPART_ARC
(5,26),-1.07121 # DEPENDENCYPART_ARC
(5,27),-1.54466 # DEPENDENCYPART_ARC
(5,28),-2.60595 # DEPENDENCYPART_ARC
(5,29),-2.24423 # DEPENDENCYPART_ARC
(5,30),-3.45834 # DEPENDENCYPART_ARC
(5,31),-2.58476 # DEPENDENCYPART_ARC
(5,32),-2.02226 # DEPENDENCYPART_ARC
(5,33),-2.61158 # DEPENDENCYPART_ARC
(5,34),-3.33113 # DEPENDENCYPART_ARC
(5,35),-1.7135 # DEPENDENCYPART_ARC
(5,36),-1.9752 # DEPENDENCYPART_ARC
(5,37),-1.61048 # DEPENDENCYPART_ARC
(5,38),-2.76844 # DEPENDENCYPART_ARC
(5,39),-4.43082 # DEPENDENCYPART_ARC
(5,40),-3.68154 # DEPENDENCYPART_ARC
(5,41),-1.67117 # DEPENDENCYPART_ARC
(6,1),-0.314507 # DEPENDENCYPART_ARC
(6,2),0.139751 # DEPENDENCYPART_ARC
(6,3),-0.0962521 # DEPENDENCYPART_ARC
(6,4),3.30231 # DEPENDENCYPART_ARC
(6,5),3.56862 # DEPENDENCYPART_ARC
(6,7),1.29718 # DEPENDENCYPART_ARC
(6,8),-0.261597 # DEPENDENCYPART_ARC
(6,9),0.137485 # DEPENDENCYPART_ARC
(6,10),0.577191 # DEPENDENCYPART_ARC
(6,11),-0.105666 # DEPENDENCYPART_ARC
(6,12),-2.74843 # DEPENDENCYPART_ARC
(6,13),1.32142 # DEPENDENCYPART_ARC
(6,14),-1.2055 # DEPENDENCYPART_ARC
(6,15),-1.58128 # DEPENDENCYPART_ARC
(6,16),-2.09122 # DEPENDENCYPART_ARC
(6,17),-0.867668 # DEPENDENCYPART_ARC
(6,18),-1.74495 # DEPENDENCYPART_ARC
(6,19),-3.00348 # DEPENDENCYPART_ARC
(6,20),-1.10356 # DEPENDENCYPART_ARC
(6,21),-1.9586 # DEPENDENCYPART_ARC
(6,22),-3.5371 # DEPENDENCYPART_ARC
(6,23),-1.08405 # DEPENDENCYPART_ARC
(6,24),-2.01565 # DEPENDENCYPART_ARC
(6,25),-3.64377 # DEPENDENCYPART_ARC
(6,26),-0.470235 # DEPENDENCYPART_ARC
(6,27),-1.57196 # DEPENDENCYPART_ARC
(6,28),-2.1469 # DEPENDENCYPART_ARC
(6,29),-1.6885 # DEPENDENCYPART_ARC
(6,30),-4.72651 # DEPENDENCYPART_ARC
(6,31),-2.15328 # DEPENDENCYPART_ARC
(6,32),-2.07265 # DEPENDENCYPART_ARC
(6,33),-3.53106 # DEPENDENCYPART_ARC
(6,34),-3.06458 # DEPENDENCYPART_ARC
(6,35),-1.98863 # DEPENDENCYPART_ARC
(6,36),-1.97593 # DEPENDENCYPART_ARC
(6,37),-2.53231 # DEPENDENCYPART_ARC
(6,38),-2.50551 # DEPENDENCYPART_ARC
(6,39),-6.2179 # DEPENDENCYPART_ARC
(6,40),-4.96868 # DEPENDENCYPART_ARC
(6,41),-0.498043 # DEPENDENCYPART_ARC
(7,1),-0.472502 # DEPENDENCYPART_ARC
(7,2),-0.543892 # DEPENDENCYPART_ARC
(7,3),-0.431243 # DEPENDENCYPART_ARC
(7,5),-0.26655 # DEPENDENCYPART_ARC
(7,6),-0.270006 # DEPENDENCYPART_ARC
(7,8),-0.343085 # DEPENDENCYPART_ARC
(7,9),-0.457933 # DEPENDENCYPART_ARC
(7,10),-0.376009 # DEPENDENCYPART_ARC
(7,11),-0.489514 # DEPENDENCYPART_ARC
(7,12),-1.70415 # DEPENDENCYPART_ARC
(7,13),-1.12638 # DEPENDENCYPART_ARC
(7,14),-1.27685 # DEPENDENCYPART_ARC
(7,16),-2.48878 # DEPENDENCYPART_ARC
(7,17),-1.38904 # DEPENDENCYPART_ARC
(7,18),-2.26976 # DEPENDENCYPART_ARC
(7,19),-2.6018 # DEPENDENCYPART_ARC
(7,20),-1.77159 # DEPENDENCYPART_ARC
(7,21),-1.90656 # DEPENDENCYPART_ARC
(7,22),-2.39436 # DEPENDENCYPART_ARC
(7,23),-1.98844 # DEPENDENCYPART_ARC
(7,24),-2.19721 # DEPENDENCYPART_ARC
(7,25),-3.16672 # DEPENDENCYPART_ARC
(7,26),-1.06221 # DEPENDENCYPART_ARC
(7,27),-1.7727 # DEPENDENCYPART_ARC
(7,28),-2.54244 # DEPENDENCYPART_ARC
(7,29),-2.56096 # DEPENDENCYPART_ARC
(7,30),-3.38687 # DEPENDENCYPART_ARC
(7,32),-1.86985 # DEPENDENCYPART_ARC
(7,33),-2.97042 # DEPENDENCYPART_ARC
(7,34),-2.05372 # DEPENDENCYPART_ARC
(7,35),-2.06139 # DEPENDENCYPART_ARC
(7,36),-2.03088 # DEPENDENCYPART_ARC
(7,37),-2.04124 # DEPENDENCYPART_ARC
(7,38),-3.09361 # DEPENDENCYPART_ARC
(7,39),-4.59123 # DEPENDENCYPART_ARC
(7,40),-3.80699 # DEPENDENCYPART_ARC
(7,41),-2.08343 # DEPENDENCYPART_ARC
(8,1),-1.53882 # DEPENDENCYPART_ARC
(8,2),-1.0398 # DEPENDENCYPART_ARC
(8,6),-1.42632 # DEPENDENCYPART_ARC
(8,7),-0.386863 # DEPENDENCYPART_ARC
(8,16),-2.2515 # DEPENDENCYPART_ARC
(8,17),-1.22959 # DEPENDENCYPART_ARC
(8,19),-2.43691 # DEPENDENCYPART_ARC
(8,22),-2.29466 # DEPENDENCYPART_ARC
(8,25),-2.59187 # DEPENDENCYPART_ARC
(8,27),-1.56071 # DEPENDENCYPART_ARC
(8,30),-2.73372 # DEPENDENCYPART_ARC
(8,33),-2.2292 # DEPENDENCYPART_ARC
(8,35),-1.86421 # DEPENDENCYPART_ARC
(8,36),-1.94994 # DEPENDENCYPART_ARC
(8,39),-2.96057 # DEPENDENCYPART_ARC
(8,40),-2.54784 # DEPENDENCYPART_ARC
(9,1),-1.32465 # DEPENDENCYPART_ARC
(9,2),-1.15912 # DEPENDENCYPART_ARC
(9,3),-0.935819 # DEPENDENCYPART_ARC
(9,4),-0.877842 # DEPENDENCYPART_ARC
(9,5),-1.42814 # DEPENDENCYPART_ARC
(9,6),-2.12259 # DEPENDENCYPART_ARC
(9,7),-0.224857 # DEPENDENCYPART_ARC
(9,8),1.41763 # DEPENDENCYPART_ARC
(9,10),1.15795 # DEPENDENCYPART_ARC
(9,11),0.29641 # DEPENDENCYPART_ARC
(9,12),-1.10343 # DEPENDENCYPART_ARC
(9,13),-0.37998 # DEPENDENCYPART_ARC
(9,14),-0.366144 # DEPENDENCYPART_ARC
(9,15),-1.4474 # DEPENDENCYPART_ARC
(9,16),-1.8921 # DEPENDENCYPART_ARC
(9,17),-0.824431 # DEPENDENCYPART_ARC
(9,18),-1.93014 # DEPENDENCYPART_ARC
(9,19),-2.24573 # DEPENDENCYPART_ARC
(9,20),-1.70217 # DEPENDENCYPART_ARC
(9,21),-2.15598 # DEPENDENCYPART_ARC
(9,22),-2.74508 # DEPENDENCYPART_ARC
(9,23),-0.874961 # DEPENDENCYPART_ARC
(9,24),-1.72739 # DEPENDENCYPART_ARC
(9,25),-2.47117 # DEPENDENCYPART_ARC
(9,26),-0.570518 # DEPENDENCYPART_ARC
(9,27),-1.03102 # DEPENDENCYPART_ARC
(9,28),-2.28725 # DEPENDENCYPART_ARC
(9,29),-2.06425 # DEPENDENCYPART_ARC
(9,30),-3.14274 # DEPENDENCYPART_ARC
(9,31),-2.43554 # DEPENDENCYPART_ARC
(9,32),-1.99701 # DEPENDENCYPART_ARC
(9,33),-2.26284 # DEPENDENCYPART_ARC
(9,34),-2.94676 # DEPENDENCYPART_ARC
(9,35),-1.41913 # DEPENDENCYPART_ARC
(9,36),-1.45685 # DEPENDENCYPART_ARC
(9,37),-1.09549 # DEPENDENCYPART_ARC
(9,38),-2.30242 # DEPENDENCYPART_ARC
(9,39),-3.62291 # DEPENDENCYPART_ARC
(9,40),-3.26017 # DEPENDENCYPART_ARC
(9,41),-1.30628 # DEPENDENCYPART_ARC
(11,1),-0.560121 # DEPENDENCYPART_ARC
(11,2),-0.359747 # DEPENDENCYPART_ARC
(11,3),-0.163951 # DEPENDENCYPART_ARC
(11,4),-0.314243 # DEPENDENCYPART_ARC
(11,5),-0.492114 # DEPENDENCYPART_ARC
(11,6),-0.461329 # DEPENDENCYPART_ARC
(11,7),-0.257902 # DEPENDENCYPART_ARC
(11,9),-0.0584017 # DEPENDENCYPART_ARC
(11,12),-0.0202311 # DEPENDENCYPART_ARC
(11,13),0.220904 # DEPENDENCYPART_ARC
(11,14),-0.293215 # DEPENDENCYPART_ARC
(11,15),-0.581216 # DEPENDENCYPART_ARC
(11,16),-0.616448 # DEPENDENCYPART_ARC
(11,17),-0.370061 # DEPENDENCYPART_ARC
(11,19),-1.05701 # DEPENDENCYPART_ARC
(11,20),-0.720996 # DEPENDENCYPART_ARC
(11,21),-0.832939 # DEPENDENCYPART_ARC
(11,22),-1.29473 # DEPENDENCYPART_ARC
(11,23),-0.87647 # DEPENDENCYPART_ARC
(11,24),-0.963367 # DEPENDENCYPART_ARC
(11,25),-1.12451 # DEPENDENCYPART_ARC
(11,26),-0.271956 # DEPENDENCYPART_ARC
(11,27),-0.729741 # DEPENDENCYPART_ARC
(11,29),-0.85832 # DEPENDENCYPART_ARC
(11,30),-1.35918 # DEPENDENCYPART_ARC
(11,31),-1.09721 # DEPENDENCYPART_ARC
(11,32),-1.0182 # DEPENDENCYPART_ARC
(11,33),-1.53532 # DEPENDENCYPART_ARC
(11,34),-1.13338 # DEPENDENCYPART_ARC
(11,35),-0.693671 # DEPENDENCYPART_ARC
(11,36),-0.677442 # DEPENDENCYPART_ARC
(11,37),-0.65822 # DEPENDENCYPART_ARC
(11,39),-1.78096 # DEPENDENCYPART_ARC
(11,40),-1.63395 # DEPENDENCYPART_ARC
(11,41),-0.698946 # DEPENDENCYPART_ARC
(12,5),-4.0672 # DEPENDENCYPART_ARC
(12,8),-0.191354 # DEPENDENCYPART_ARC
(12,9),-2.46549 # DEPENDENCYPART_ARC
(12,11),0.206323 # DEPENDENCYPART_ARC
(12,13),-1.0633 # DEPENDENCYPART_ARC
(12,18),-2.90662 # DEPENDENCYPART_ARC
(12,20),-2.57519 # DEPENDENCYPART_ARC
(12,21),-1.83568 # DEPENDENCYPART_ARC
(12,24),-2.0995 # DEPENDENCYPART_ARC
(12,26),-1.55204 # DEPENDENCYPART_ARC
(12,28),-3.37387 # DEPENDENCYPART_ARC
(12,29),-2.3428 # DEPENDENCYPART_ARC
(12,32),-2.50672 # DEPENDENCYPART_ARC
(12,34),-3.60789 # DEPENDENCYPART_ARC
(12,38),-3.4179 # DEPENDENCYPART_ARC
(12,41),-2.12196 # DEPENDENCYPART_ARC
(13,1),-0.606958 # DEPENDENCYPART_ARC
(13,2),-0.528739 # DEPENDENCYPART_ARC
(13,3),0.195874 # DEPENDENCYPART_ARC
(13,4),-2.35401 # DEPENDENCYPART_ARC
(13,5),-1.42442 # DEPENDENCYPART_ARC
(13,6),-2.21572 # DEPENDENCYPART_ARC
(13,7),-0.507457 # DEPENDENCYPART_ARC
(13,8),-2.04816 # DEPENDENCYPART_ARC
(13,9),-0.696408 # DEPENDENCYPART_ARC
(13,10),-3.64688 # DEPENDENCYPART_ARC
(13,11),1.05589 # DEPENDENCYPART_ARC
(13,12),3.54267 # DEPENDENCYPART_ARC
(13,14),1.68639 # DEPENDENCYPART_ARC
(13,15),-1.43617 # DEPENDENCYPART_ARC
(13,16),-0.137698 # DEPENDENCYPART_ARC
(13,17),0.0302677 # DEPENDENCYPART_ARC
(13,18),-3.05088 # DEPENDENCYPART_ARC
(13,19),-1.19382 # DEPENDENCYPART_ARC
(13,20),-3.36656 # DEPENDENCYPART_ARC
(13,21),-2.76501 # DEPENDENCYPART_ARC
(13,22),-2.08759 # DEPENDENCYPART_ARC
(13,23),-0.331369 # DEPENDENCYPART_ARC
(13,24),-4.0245 # DEPENDENCYPART_ARC
(13,25),-3.91733 # DEPENDENCYPART_ARC
(13,26),0.226474 # DEPENDENCYPART_ARC
(13,27),-0.36811 # DEPENDENCYPART_ARC
(13,28),-3.92197 # DEPENDENCYPART_ARC
(13,29),-2.81563 # DEPENDENCYPART_ARC
(13,30),-3.177 # DEPENDENCYPART_ARC
(13,31),-3.9616 # DEPENDENCYPART_ARC
(13,32),-4.78521 # DEPENDENCYPART_ARC
(13,33),-5.09264 # DEPENDENCYPART_ARC
(13,34),-6.4996 # DEPENDENCYPART_ARC
(13,35),-1.25372 # DEPENDENCYPART_ARC
(13,36),-1.11129 # DEPENDENCYPART_ARC
(13,37),-1.24683 # DEPENDENCYPART_ARC
(13,38),-3.45552 # DEPENDENCYPART_ARC
(13,39),-4.85311 # DEPENDENCYPART_ARC
(13,40),-6.25346 # DEPENDENCYPART_ARC
(13,41),0.168299 # DEPENDENCYPART_ARC
(14,1),-1.39533 # DEPENDENCYPART_ARC
(14,2),-0.959012 # DEPENDENCYPART_ARC
(14,3),-1.25566 # DEPENDENCYPART_ARC
(14,4),-1.55469 # DEPENDENCYPART_ARC
(14,5),-1.84624 # DEPENDENCYPART_ARC
(14,6),-2.03853 # DEPENDENCYPART_ARC
(14,7),-1.23999 # DEPENDENCYPART_ARC
(14,8),-1.37703 # DEPENDENCYPART_ARC
(14,9),-1.63615 # DEPENDENCYPART_ARC
(14,10),-1.47352 # DEPENDENCYPART_ARC
(14,11),-0.70709 # DEPENDENCYPART_ARC
(14,12),-0.832583 # DEPENDENCYPART_ARC
(14,13),-0.458039 # DEPENDENCYPART_ARC
(14,15),0.368258 # DEPENDENCYPART_ARC
(14,16),3.08382 # DEPENDENCYPART_ARC
(14,17),0.336766 # DEPENDENCYPART_ARC
(14,18),-0.803376 # DEPENDENCYPART_ARC
(14,19),0.753836 # DEPENDENCYPART_ARC
(14,20),-0.997128 # DEPENDENCYPART_ARC
(14,21),-1.04355 # DEPENDENCYPART_ARC
(14,22),-1.30199 # DEPENDENCYPART_ARC
(14,23),-1.02524 # DEPENDENCYPART_ARC
(14,24),-1.11565 # DEPENDENCYPART_ARC
(14,25),-2.00012 # DEPENDENCYPART_ARC
(14,26),-0.821524 # DEPENDENCYPART_ARC
(14,27),-0.663219 # DEPENDENCYPART_ARC
(14,28),-1.76378 # DEPENDENCYPART_ARC
(14,29),-1.38693 # DEPENDENCYPART_ARC
(14,30),-3.15822 # DEPENDENCYPART_ARC
(14,31),-1.83658 # DEPENDENCYPART_ARC
(14,32),-1.5314 # DEPENDENCYPART_ARC
(14,33),-3.9708 # DEPENDENCYPART_ARC
(14,34),-2.88837 # DEPENDENCYPART_ARC
(14,35),-0.984438 # DEPENDENCYPART_ARC
(14,36),-1.06815 # DEPENDENCYPART_ARC
(14,37),-1.88717 # DEPENDENCYPART_ARC
(14,38),-2.27575 # DEPENDENCYPART_ARC
(14,39),-5.55739 # DEPENDENCYPART_ARC
(14,40),-6.14047 # DEPENDENCYPART_ARC
(14,41),-1.82128 # DEPENDENCYPART_ARC
(15,1),-1.83271 # DEPENDENCYPART_ARC
(15,3),-1.5828 # DEPENDENCYPART_ARC
(15,7),-1.74172 # DEPENDENCYPART_ARC
(15,14),-0.121004 # DEPENDENCYPART_ARC
(15,17),0.0346695 # DEPENDENCYPART_ARC
(15,23),-0.972031 # DEPENDENCYPART_ARC
(15,27),-1.20714 # DEPENDENCYPART_ARC
(15,35),-1.46519 # DEPENDENCYPART_ARC
(15,36),-1.55274 # DEPENDENCYPART_ARC
(15,37),-1.82526 # DEPENDENCYPART_ARC
(16,1),-1.45677 # DEPENDENCYPART_ARC
(16,2),-1.17591 # DEPENDENCYPART_ARC
(16,3),-1.61689 # DEPENDENCYPART_ARC
(16,4),-1.07052 # DEPENDENCYPART_ARC
(16,5),-1.33509 # DEPENDENCYPART_ARC
(16,6),-2.31168 # DEPENDENCYPART_ARC
(16,7),-1.60013 # DEPENDENCYPART_ARC
(16,8),-1.1394 # DEPENDENCYPART_ARC
(16,9),-1.72007 # DEPENDENCYPART_ARC
(16,10),-1.96695 # DEPENDENCYPART_ARC
(16,11),-1.025 # DEPENDENCYPART_ARC
(16,12),-0.964327 # DEPENDENCYPART_ARC
(16,13),-2.02763 # DEPENDENCYPART_ARC
(16,14),0.0916732 # DEPENDENCYPART_ARC
(16,15),3.09147 # DEPENDENCYPART_ARC
(16,17),0.931148 # DEPENDENCYPART_ARC
(16,18),-0.367729 # DEPENDENCYPART_ARC
(16,19),-0.622943 # DEPENDENCYPART_ARC
(16,20),-0.671175 # DEPENDENCYPART_ARC
(16,21),-1.53521 # DEPENDENCYPART_ARC
(16,22),-2.29526 # DEPENDENCYPART_ARC
(16,23),-0.612287 # DEPENDENCYPART_ARC
