# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,20,22,25,22,25,26,0,
(3,4),-0.797705 # DEPENDENCYPART_ARC
(3,5),2.11379 # DEPENDENCYPART_ARC
(3,6),0.416625 # DEPENDENCYPART_ARC
(3,7),-0.0782095 # DEPENDENCYPART_ARC
(3,8),-0.153185 # DEPENDENCYPART_ARC
(3,9),-1.70344 # DEPENDENCYPART_ARC
(3,10),-0.6718 # DEPENDENCYPART_ARC
(3,11),-0.168835 # DEPENDENCYPART_ARC
(3,12),-2.92468 # DEPENDENCYPART_ARC
(3,13),-1.1838 # DEPENDENCYPART_ARC
(3,14),0.238417 # DEPENDENCYPART_ARC
(3,15),0.300175 # DEPENDENCYPART_ARC
(3,16),-0.740423 # DEPENDENCYPART_ARC
(3,17),-3.66367 # DEPENDENCYPART_ARC
(3,18),-3.0939 # DEPENDENCYPART_ARC
(3,19),-1.12158 # DEPENDENCYPART_ARC
(3,20),-2.73148 # DEPENDENCYPART_ARC
(3,21),-2.92104 # DEPENDENCYPART_ARC
(3,22),-0.0430211 # DEPENDENCYPART_ARC
(3,23),-2.72305 # DEPENDENCYPART_ARC
(3,24),-3.41004 # DEPENDENCYPART_ARC
(3,25),-5.96943 # DEPENDENCYPART_ARC
(3,26),-1.37961 # DEPENDENCYPART_ARC
(3,27),-4.96545 # DEPENDENCYPART_ARC
(3,28),0.17423 # DEPENDENCYPART_ARC
(4,1),-0.907779 # DEPENDENCYPART_ARC
(4,2),-0.869127 # DEPENDENCYPART_ARC
(4,3),-2.05336 # DEPENDENCYPART_ARC
(4,5),-0.0478251 # DEPENDENCYPART_ARC
(4,6),-0.597821 # DEPENDENCYPART_ARC
(4,7),-2.53682 # DEPENDENCYPART_ARC
(4,8),-0.857904 # DEPENDENCYPART_ARC
(4,9),-2.25018 # DEPENDENCYPART_ARC
(4,10),-2.42072 # DEPENDENCYPART_ARC
(4,11),-1.37783 # DEPENDENCYPART_ARC
(4,12),-2.40447 # DEPENDENCYPART_ARC
(4,13),-2.44683 # DEPENDENCYPART_ARC
(4,14),-1.16081 # DEPENDENCYPART_ARC
(4,15),-1.34951 # DEPENDENCYPART_ARC
(4,16),-1.76781 # DEPENDENCYPART_ARC
(4,17),-3.93058 # DEPENDENCYPART_ARC
(4,18),-2.55407 # DEPENDENCYPART_ARC
(4,19),-2.47084 # DEPENDENCYPART_ARC
(4,20),-1.8492 # DEPENDENCYPART_ARC
(4,21),-2.23344 # DEPENDENCYPART_ARC
(4,22),-1.18514 # DEPENDENCYPART_ARC
(4,23),-2.80156 # DEPENDENCYPART_ARC
(4,24),-3.25685 # DEPENDENCYPART_ARC
(4,25),-4.05289 # DEPENDENCYPART_ARC
(4,26),-1.75354 # DEPENDENCYPART_ARC
(4,27),-2.66083 # DEPENDENCYPART_ARC
(4,28),-1.73893 # DEPENDENCYPART_ARC
(5,1),-0.572131 # DEPENDENCYPART_ARC
(5,2),-0.364981 # DEPENDENCYPART_ARC
(5,3),-1.07711 # DEPENDENCYPART_ARC
(5,4),3.21343 # DEPENDENCYPART_ARC
(5,6),0.586145 # DEPENDENCYPART_ARC
(5,7),0.592748 # DEPENDENCYPART_ARC
(5,8),0.50885 # DEPENDENCYPART_ARC
(5,9),-0.514977 # DEPENDENCYPART_ARC
(5,10),-0.491276 # DEPENDENCYPART_ARC
(5,11),-0.307613 # DEPENDENCYPART_ARC
(5,12),-0.975058 # DEPENDENCYPART_ARC
(5,13),-1.15918 # DEPENDENCYPART_ARC
(5,14),0.123083 # DEPENDENCYPART_ARC
(5,15),-0.511684 # DEPENDENCYPART_ARC
(5,16),-1.0034 # DEPENDENCYPART_ARC
(5,17),-2.84441 # DEPENDENCYPART_ARC
(5,18),-1.19123 # DEPENDENCYPART_ARC
(5,19),-1.86231 # DEPENDENCYPART_ARC
(5,20),-0.937897 # DEPENDENCYPART_ARC
(5,21),-2.39165 # DEPENDENCYPART_ARC
(5,22),-0.447217 # DEPENDENCYPART_ARC
(5,23),-1.46135 # DEPENDENCYPART_ARC
(5,24),-4.49573 # DEPENDENCYPART_ARC
(5,25),-2.92415 # DEPENDENCYPART_ARC
(5,26),-0.917252 # DEPENDENCYPART_ARC
(5,27),-1.87862 # DEPENDENCYPART_ARC
(5,28),0.0771349 # DEPENDENCYPART_ARC
(6,1),-1.29807 # DEPENDENCYPART_ARC
(6,2),-1.07551 # DEPENDENCYPART_ARC
(6,3),-1.10773 # DEPENDENCYPART_ARC
(6,4),-0.0921236 # DEPENDENCYPART_ARC
(6,5),-0.499981 # DEPENDENCYPART_ARC
(6,7),0.526211 # DEPENDENCYPART_ARC
(6,8),-0.379266 # DEPENDENCYPART_ARC
(6,9),-0.725049 # DEPENDENCYPART_ARC
(6,10),-0.789927 # DEPENDENCYPART_ARC
(6,11),-0.917256 # DEPENDENCYPART_ARC
(6,12),-1.26026 # DEPENDENCYPART_ARC
(6,13),-1.37 # DEPENDENCYPART_ARC
(6,14),-0.475002 # DEPENDENCYPART_ARC
(6,15),-1.06523 # DEPENDENCYPART_ARC
(6,16),-1.20255 # DEPENDENCYPART_ARC
(6,17),-1.27289 # DEPENDENCYPART_ARC
(6,18),-1.49628 # DEPENDENCYPART_ARC
(6,19),-1.53627 # DEPENDENCYPART_ARC
(6,20),-1.22994 # DEPENDENCYPART_ARC
(6,21),-1.45279 # DEPENDENCYPART_ARC
(6,22),-0.968887 # DEPENDENCYPART_ARC
(6,23),-1.54432 # DEPENDENCYPART_ARC
(6,24),-1.80702 # DEPENDENCYPART_ARC
(6,25),-1.4304 # DEPENDENCYPART_ARC
(6,26),-1.41023 # DEPENDENCYPART_ARC
(6,27),-1.7136 # DEPENDENCYPART_ARC
(6,28),-1.02695 # DEPENDENCYPART_ARC
(7,1),0.320009 # DEPENDENCYPART_ARC
(7,2),-0.164588 # DEPENDENCYPART_ARC
(7,3),-2.47851 # DEPENDENCYPART_ARC
(7,4),-1.41092 # DEPENDENCYPART_ARC
(7,5),-0.471417 # DEPENDENCYPART_ARC
(7,6),2.37623 # DEPENDENCYPART_ARC
(7,8),0.845915 # DEPENDENCYPART_ARC
(7,9),0.925302 # DEPENDENCYPART_ARC
(7,10),1.83165 # DEPENDENCYPART_ARC
(7,11),1.05353 # DEPENDENCYPART_ARC
(7,12),-1.69364 # DEPENDENCYPART_ARC
(7,13),-0.804984 # DEPENDENCYPART_ARC
(7,14),0.568119 # DEPENDENCYPART_ARC
(7,15),0.556574 # DEPENDENCYPART_ARC
(7,16),-0.532097 # DEPENDENCYPART_ARC
(7,17),-2.50878 # DEPENDENCYPART_ARC
(7,18),-2.45165 # DEPENDENCYPART_ARC
(7,19),-1.28666 # DEPENDENCYPART_ARC
(7,20),-0.828107 # DEPENDENCYPART_ARC
(7,21),-2.58119 # DEPENDENCYPART_ARC
(7,22),0.0559384 # DEPENDENCYPART_ARC
(7,23),-1.98873 # DEPENDENCYPART_ARC
(7,24),-2.9431 # DEPENDENCYPART_ARC
(7,25),-4.66769 # DEPENDENCYPART_ARC
(7,26),-1.24997 # DEPENDENCYPART_ARC
(7,27),-4.16945 # DEPENDENCYPART_ARC
(7,28),-0.0374332 # DEPENDENCYPART_ARC
(8,1),-0.0276208 # DEPENDENCYPART_ARC
(8,2),0.2411 # DEPENDENCYPART_ARC
(8,3),0.440297 # DEPENDENCYPART_ARC
(8,4),0.247784 # DEPENDENCYPART_ARC
(8,5),0.773215 # DEPENDENCYPART_ARC
(8,6),0.848367 # DEPENDENCYPART_ARC
(8,7),1.52772 # DEPENDENCYPART_ARC
(8,9),1.99553 # DEPENDENCYPART_ARC
(8,10),0.672703 # DEPENDENCYPART_ARC
(8,11),0.185309 # DEPENDENCYPART_ARC
(8,12),0.205153 # DEPENDENCYPART_ARC
(8,13),-0.691047 # DEPENDENCYPART_ARC
(8,14),0.12616 # DEPENDENCYPART_ARC
(8,15),-0.0915683 # DEPENDENCYPART_ARC
(8,16),-0.674288 # DEPENDENCYPART_ARC
(8,17),-0.567017 # DEPENDENCYPART_ARC
(8,18),-0.960652 # DEPENDENCYPART_ARC
(8,19),-2.36908 # DEPENDENCYPART_ARC
(8,20),-0.858549 # DEPENDENCYPART_ARC
(8,21),-2.78915 # DEPENDENCYPART_ARC
(8,22),-0.902679 # DEPENDENCYPART_ARC
(8,23),-1.46809 # DEPENDENCYPART_ARC
(8,24),-1.14416 # DEPENDENCYPART_ARC
(8,25),-1.94666 # DEPENDENCYPART_ARC
(8,26),-0.556912 # DEPENDENCYPART_ARC
(8,27),-3.42561 # DEPENDENCYPART_ARC
(8,28),-0.14737 # DEPENDENCYPART_ARC
(9,1),-1.42434 # DEPENDENCYPART_ARC
(9,2),-1.134 # DEPENDENCYPART_ARC
(9,3),-2.64181 # DEPENDENCYPART_ARC
(9,4),-1.38049 # DEPENDENCYPART_ARC
(9,5),-1.42385 # DEPENDENCYPART_ARC
(9,6),-0.376388 # DEPENDENCYPART_ARC
(9,7),-0.557818 # DEPENDENCYPART_ARC
(9,8),0.620331 # DEPENDENCYPART_ARC
(9,10),-0.559833 # DEPENDENCYPART_ARC
(9,11),-0.0399985 # DEPENDENCYPART_ARC
(9,12),-2.75266 # DEPENDENCYPART_ARC
(9,13),-0.986225 # DEPENDENCYPART_ARC
(9,14),-0.527843 # DEPENDENCYPART_ARC
(9,15),-0.840279 # DEPENDENCYPART_ARC
(9,16),-0.977854 # DEPENDENCYPART_ARC
(9,17),-2.56223 # DEPENDENCYPART_ARC
(9,18),-3.80284 # DEPENDENCYPART_ARC
(9,19),-2.25632 # DEPENDENCYPART_ARC
(9,20),-1.90106 # DEPENDENCYPART_ARC
(9,21),-2.5047 # DEPENDENCYPART_ARC
(9,22),-0.750112 # DEPENDENCYPART_ARC
(9,23),-2.64816 # DEPENDENCYPART_ARC
(9,24),-2.11963 # DEPENDENCYPART_ARC
(9,25),-3.2522 # DEPENDENCYPART_ARC
(9,26),-1.62296 # DEPENDENCYPART_ARC
(9,27),-2.62804 # DEPENDENCYPART_ARC
(9,28),-1.23382 # DEPENDENCYPART_ARC
(10,1),-0.67403 # DEPENDENCYPART_ARC
(10,2),-0.831197 # DEPENDENCYPART_ARC
(10,3),-2.22241 # DEPENDENCYPART_ARC
(10,4),-0.627492 # DEPENDENCYPART_ARC
(10,5),-1.07522 # DEPENDENCYPART_ARC
(10,6),-0.114986 # DEPENDENCYPART_ARC
(10,7),-1.28735 # DEPENDENCYPART_ARC
(10,8),1.5982 # DEPENDENCYPART_ARC
(10,9),3.9481 # DEPENDENCYPART_ARC
(10,11),1.20346 # DEPENDENCYPART_ARC
(10,12),-0.405239 # DEPENDENCYPART_ARC
(10,13),-0.280887 # DEPENDENCYPART_ARC
(10,14),0.284135 # DEPENDENCYPART_ARC
(10,15),-0.263282 # DEPENDENCYPART_ARC
(10,16),-0.724963 # DEPENDENCYPART_ARC
(10,17),-0.588756 # DEPENDENCYPART_ARC
(10,18),-1.88658 # DEPENDENCYPART_ARC
(10,19),-2.31384 # DEPENDENCYPART_ARC
(10,20),-0.97324 # DEPENDENCYPART_ARC
(10,21),-2.90427 # DEPENDENCYPART_ARC
(10,22),-0.393209 # DEPENDENCYPART_ARC
(10,23),-1.55791 # DEPENDENCYPART_ARC
(10,24),-3.82184 # DEPENDENCYPART_ARC
(10,25),-0.867768 # DEPENDENCYPART_ARC
(10,26),-1.09926 # DEPENDENCYPART_ARC
(10,27),-2.41162 # DEPENDENCYPART_ARC
(10,28),-0.121691 # DEPENDENCYPART_ARC
(11,1),-0.69063 # DEPENDENCYPART_ARC
(11,2),-0.42783 # DEPENDENCYPART_ARC
(11,3),-1.03134 # DEPENDENCYPART_ARC
(11,4),-0.721688 # DEPENDENCYPART_ARC
(11,5),-1.30654 # DEPENDENCYPART_ARC
(11,6),-0.486509 # DEPENDENCYPART_ARC
(11,7),-0.616837 # DEPENDENCYPART_ARC
(11,8),0.200949 # DEPENDENCYPART_ARC
(11,9),-0.0143645 # DEPENDENCYPART_ARC
(11,10),-0.329103 # DEPENDENCYPART_ARC
(11,12),1.46088 # DEPENDENCYPART_ARC
(11,13),2.64595 # DEPENDENCYPART_ARC
(11,14),0.438215 # DEPENDENCYPART_ARC
(11,15),-0.171218 # DEPENDENCYPART_ARC
(11,16),-0.6354 # DEPENDENCYPART_ARC
(11,17),-0.491207 # DEPENDENCYPART_ARC
(11,18),-0.993759 # DEPENDENCYPART_ARC
(11,19),-1.24042 # DEPENDENCYPART_ARC
(11,20),-1.20216 # DEPENDENCYPART_ARC
(11,21),-1.79403 # DEPENDENCYPART_ARC
(11,22),-0.638066 # DEPENDENCYPART_ARC
(11,23),-1.46624 # DEPENDENCYPART_ARC
(11,24),-1.98381 # DEPENDENCYPART_ARC
(11,25),-1.73917 # DEPENDENCYPART_ARC
(11,26),-1.28895 # DEPENDENCYPART_ARC
(11,27),-2.66199 # DEPENDENCYPART_ARC
(11,28),-0.757028 # DEPENDENCYPART_ARC
(12,1),-1.88573 # DEPENDENCYPART_ARC
(12,2),-1.72611 # DEPENDENCYPART_ARC
(12,3),-4.83778 # DEPENDENCYPART_ARC
(12,4),-1.48812 # DEPENDENCYPART_ARC
(12,5),-1.98373 # DEPENDENCYPART_ARC
(12,6),-1.28341 # DEPENDENCYPART_ARC
(12,7),-3.62515 # DEPENDENCYPART_ARC
(12,8),-0.915596 # DEPENDENCYPART_ARC
(12,9),-0.872957 # DEPENDENCYPART_ARC
(12,10),-0.719152 # DEPENDENCYPART_ARC
(12,11),0.0412422 # DEPENDENCYPART_ARC
(12,13),0.317331 # DEPENDENCYPART_ARC
(12,14),-0.27789 # DEPENDENCYPART_ARC
(12,15),-0.339203 # DEPENDENCYPART_ARC
(12,16),-0.682474 # DEPENDENCYPART_ARC
(12,17),-1.71114 # DEPENDENCYPART_ARC
(12,18),-2.72925 # DEPENDENCYPART_ARC
(12,19),-2.2311 # DEPENDENCYPART_ARC
(12,20),-1.5938 # DEPENDENCYPART_ARC
(12,21),-2.98057 # DEPENDENCYPART_ARC
(12,22),-0.532345 # DEPENDENCYPART_ARC
(12,23),-1.25451 # DEPENDENCYPART_ARC
(12,24),-3.31816 # DEPENDENCYPART_ARC
(12,25),-2.77388 # DEPENDENCYPART_ARC
(12,26),-1.32746 # DEPENDENCYPART_ARC
(12,27),-1.3513 # DEPENDENCYPART_ARC
(12,28),-1.27578 # DEPENDENCYPART_ARC
(13,1),-0.994512 # DEPENDENCYPART_ARC
(13,2),-0.568958 # DEPENDENCYPART_ARC
(13,3),-2.86516 # DEPENDENCYPART_ARC
(13,4),-0.519342 # DEPENDENCYPART_ARC
(13,5),-1.15632 # DEPENDENCYPART_ARC
(13,6),-0.249392 # DEPENDENCYPART_ARC
(13,7),-2.28715 # DEPENDENCYPART_ARC
(13,8),0.767536 # DEPENDENCYPART_ARC
(13,9),-1.43429 # DEPENDENCYPART_ARC
(13,10),-1.35118 # DEPENDENCYPART_ARC
(13,11),0.835395 # DEPENDENCYPART_ARC
(13,12),3.82692 # DEPENDENCYPART_ARC
(13,14),0.454404 # DEPENDENCYPART_ARC
(13,15),-0.0505129 # DEPENDENCYPART_ARC
(13,16),-0.412422 # DEPENDENCYPART_ARC
(13,17),-0.663998 # DEPENDENCYPART_ARC
(13,18),-1.16421 # DEPENDENCYPART_ARC
(13,19),-1.94084 # DEPENDENCYPART_ARC
(13,20),-0.922545 # DEPENDENCYPART_ARC
(13,21),-2.59833 # DEPENDENCYPART_ARC
(13,22),-0.220484 # DEPENDENCYPART_ARC
(13,23),-1.85509 # DEPENDENCYPART_ARC
(13,24),-4.45829 # DEPENDENCYPART_ARC
(13,25),-1.87379 # DEPENDENCYPART_ARC
(13,26),-1.26217 # DEPENDENCYPART_ARC
(13,27),-1.2561 # DEPENDENCYPART_ARC
(13,28),-0.48912 # DEPENDENCYPART_ARC
(14,1),-0.643791 # DEPENDENCYPART_ARC
(14,2),-0.254918 # DEPENDENCYPART_ARC
(14,3),-0.230283 # DEPENDENCYPART_ARC
(14,4),-0.623137 # DEPENDENCYPART_ARC
(14,5),-0.226599 # DEPENDENCYPART_ARC
(14,6),0.201182 # DEPENDENCYPART_ARC
(14,7),-0.332263 # DEPENDENCYPART_ARC
(14,8),0.237008 # DEPENDENCYPART_ARC
(14,9),-0.184983 # DEPENDENCYPART_ARC
(14,10),0.239508 # DEPENDENCYPART_ARC
(14,11),0.471397 # DEPENDENCYPART_ARC
(14,12),0.269943 # DEPENDENCYPART_ARC
(14,13),0.452589 # DEPENDENCYPART_ARC
(14,15),0.0234653 # DEPENDENCYPART_ARC
(14,16),-0.373593 # DEPENDENCYPART_ARC
(14,17),-0.267384 # DEPENDENCYPART_ARC
(14,18),-0.698621 # DEPENDENCYPART_ARC
(14,19),-0.804498 # DEPENDENCYPART_ARC
(14,20),-0.613396 # DEPENDENCYPART_ARC
(14,21),-1.12115 # DEPENDENCYPART_ARC
(14,22),-0.740627 # DEPENDENCYPART_ARC
(14,23),-1.15665 # DEPENDENCYPART_ARC
(14,24),-1.91659 # DEPENDENCYPART_ARC
(14,25),-1.01129 # DEPENDENCYPART_ARC
(14,26),-0.798447 # DEPENDENCYPART_ARC
(14,27),-1.37633 # DEPENDENCYPART_ARC
(14,28),-0.270933 # DEPENDENCYPART_ARC
(15,1),-0.48544 # DEPENDENCYPART_ARC
(15,2),-0.184695 # DEPENDENCYPART_ARC
(15,3),-0.637879 # DEPENDENCYPART_ARC
(15,4),-0.63667 # DEPENDENCYPART_ARC
(15,5),-0.799161 # DEPENDENCYPART_ARC
(15,6),0.0348321 # DEPENDENCYPART_ARC
(15,7),-0.741894 # DEPENDENCYPART_ARC
(15,8),0.192353 # DEPENDENCYPART_ARC
(15,9),-0.51194 # DEPENDENCYPART_ARC
(15,10),-0.14462 # DEPENDENCYPART_ARC
(15,11),0.349536 # DEPENDENCYPART_ARC
(15,12),0.00558966 # DEPENDENCYPART_ARC
(15,13),0.0491431 # DEPENDENCYPART_ARC
(15,14),1.51914 # DEPENDENCYPART_ARC
(15,16),0.97297 # DEPENDENCYPART_ARC
(15,17),2.02244 # DEPENDENCYPART_ARC
(15,18),-0.0827363 # DEPENDENCYPART_ARC
(15,19),0.0354491 # DEPENDENCYPART_ARC
(15,20),0.308821 # DEPENDENCYPART_ARC
(15,21),-0.525799 # DEPENDENCYPART_ARC
(15,22),0.404299 # DEPENDENCYPART_ARC
(15,23),-0.511684 # DEPENDENCYPART_ARC
(15,24),-0.568672 # DEPENDENCYPART_ARC
(15,25),0.307836 # DEPENDENCYPART_ARC
(15,26),-0.132097 # DEPENDENCYPART_ARC
(15,27),-0.678062 # DEPENDENCYPART_ARC
(15,28),0.409979 # DEPENDENCYPART_ARC
(16,1),-1.50337 # DEPENDENCYPART_ARC
(16,2),-1.46324 # DEPENDENCYPART_ARC
(16,3),-1.72013 # DEPENDENCYPART_ARC
(16,4),-1.27229 # DEPENDENCYPART_ARC
(16,5),-1.76957 # DEPENDENCYPART_ARC
(16,6),-1.31718 # DEPENDENCYPART_ARC
(16,7),-1.43645 # DEPENDENCYPART_ARC
(16,8),-0.951052 # DEPENDENCYPART_ARC
(16,9),-1.45318 # DEPENDENCYPART_ARC
(16,10),-1.38384 # DEPENDENCYPART_ARC
(16,11),-0.849369 # DEPENDENCYPART_ARC
(16,12),-1.18304 # DEPENDENCYPART_ARC
(16,13),-0.989787 # DEPENDENCYPART_ARC
(16,14),-0.361294 # DEPENDENCYPART_ARC
(16,15),0.0154649 # DEPENDENCYPART_ARC
(16,17),0.433995 # DEPENDENCYPART_ARC
(16,18),-0.45532 # DEPENDENCYPART_ARC
(16,19),-0.597311 # DEPENDENCYPART_ARC
(16,20),-0.832288 # DEPENDENCYPART_ARC
(16,21),-0.945211 # DEPENDENCYPART_ARC
(16,22),-0.607043 # DEPENDENCYPART_ARC
(16,23),-1.35126 # DEPENDENCYPART_ARC
(16,24),-1.67242 # DEPENDENCYPART_ARC
(16,25),-1.31187 # DEPENDENCYPART_ARC
(16,26),-1.0695 # DEPENDENCYPART_ARC
(16,27),-1.54399 # DEPENDENCYPART_ARC
(16,28),-0.640884 # DEPENDENCYPART_ARC
(17,1),-0.354845 # DEPENDENCYPART_ARC
(17,2),-1.30441 # DEPENDENCYPART_ARC
(17,3),-4.15574 # DEPENDENCYPART_ARC
(17,4),-2.54843 # DEPENDENCYPART_ARC
(17,5),-1.75534 # DEPENDENCYPART_ARC
(17,6),-0.705008 # DEPENDENCYPART_ARC
(17,7),-4.81602 # DEPENDENCYPART_ARC
(17,8),-0.220402 # DEPENDENCYPART_ARC
(17,9),-1.55248 # DEPENDENCYPART_ARC
(17,10),0.0496988 # DEPENDENCYPART_ARC
(17,11),-0.211384 # DEPENDENCYPART_ARC
(17,12),-1.81643 # DEPENDENCYPART_ARC
(17,13),-1.97032 # DEPENDENCYPART_ARC
(17,14),0.256555 # DEPENDENCYPART_ARC
(17,15),0.314212 # DEPENDENCYPART_ARC
(17,16),1.99634 # DEPENDENCYPART_ARC
(17,18),-0.606219 # DEPENDENCYPART_ARC
(17,19),3.0753 # DEPENDENCYPART_ARC
(17,20),0.519286 # DEPENDENCYPART_ARC
(17,21),0.11656 # DEPENDENCYPART_ARC
(17,22),0.0255053 # DEPENDENCYPART_ARC
(17,23),-1.10196 # DEPENDENCYPART_ARC
(17,24),-1.60384 # DEPENDENCYPART_ARC
(17,25),-3.10928 # DEPENDENCYPART_ARC
(17,26),-0.990106 # DEPENDENCYPART_ARC
(17,27),-2.89388 # DEPENDENCYPART_ARC
(17,28),-0.276403 # DEPENDENCYPART_ARC
(18,1),-0.884128 # DEPENDENCYPART_ARC
(18,2),-0.984788 # DEPENDENCYPART_ARC
(18,3),-4.02545 # DEPENDENCYPART_ARC
(18,4),-1.31829 # DEPENDENCYPART_ARC
(18,5),-1.75451 # DEPENDENCYPART_ARC
(18,6),-0.684063 # DEPENDENCYPART_ARC
(18,7),-3.03918 # DEPENDENCYPART_ARC
(18,8),-0.40706 # DEPENDENCYPART_ARC
(18,9),-0.678228 # DEPENDENCYPART_ARC
(18,10),-1.35011 # DEPENDENCYPART_ARC
(18,11),-0.467688 # DEPENDENCYPART_ARC
(18,12),-0.568614 # DEPENDENCYPART_ARC
(18,13),-1.73387 # DEPENDENCYPART_ARC
(18,14),-0.389265 # DEPENDENCYPART_ARC
(18,15),0.4305 # DEPENDENCYPART_ARC
