# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(5,12),-1.80047 # DEPENDENCYPART_ARC
(5,13),-1.37821 # DEPENDENCYPART_ARC
(5,14),-3.09955 # DEPENDENCYPART_ARC
(5,15),-3.93718 # DEPENDENCYPART_ARC
(5,16),-4.35216 # DEPENDENCYPART_ARC
(5,17),-2.30946 # DEPENDENCYPART_ARC
(5,18),-2.91318 # DEPENDENCYPART_ARC
(5,19),-3.39303 # DEPENDENCYPART_ARC
(5,20),-4.68058 # DEPENDENCYPART_ARC
(5,21),-1.9991 # DEPENDENCYPART_ARC
(6,1),1.13703 # DEPENDENCYPART_ARC
(6,2),0.871989 # DEPENDENCYPART_ARC
(6,3),1.16357 # DEPENDENCYPART_ARC
(6,4),0.690652 # DEPENDENCYPART_ARC
(6,5),-0.00334331 # DEPENDENCYPART_ARC
(6,7),-1.13943 # DEPENDENCYPART_ARC
(6,8),0.70273 # DEPENDENCYPART_ARC
(6,9),2.42111 # DEPENDENCYPART_ARC
(6,10),1.18552 # DEPENDENCYPART_ARC
(6,11),0.397055 # DEPENDENCYPART_ARC
(6,12),0.776939 # DEPENDENCYPART_ARC
(6,13),0.872837 # DEPENDENCYPART_ARC
(6,14),-3.19517 # DEPENDENCYPART_ARC
(6,15),-0.9444 # DEPENDENCYPART_ARC
(6,16),-3.86584 # DEPENDENCYPART_ARC
(6,17),-0.48661 # DEPENDENCYPART_ARC
(6,18),-1.08205 # DEPENDENCYPART_ARC
(6,19),-2.22629 # DEPENDENCYPART_ARC
(6,20),-1.90591 # DEPENDENCYPART_ARC
(6,21),0.0243219 # DEPENDENCYPART_ARC
(7,1),-1.62971 # DEPENDENCYPART_ARC
(7,3),-1.50143 # DEPENDENCYPART_ARC
(7,9),-0.699748 # DEPENDENCYPART_ARC
(7,11),-1.32019 # DEPENDENCYPART_ARC
(7,13),-0.0604865 # DEPENDENCYPART_ARC
(7,15),-2.04916 # DEPENDENCYPART_ARC
(7,17),-1.24115 # DEPENDENCYPART_ARC
(7,20),-2.46364 # DEPENDENCYPART_ARC
(8,1),-1.61946 # DEPENDENCYPART_ARC
(8,2),-1.27993 # DEPENDENCYPART_ARC
(8,3),-1.18627 # DEPENDENCYPART_ARC
(8,4),-1.99211 # DEPENDENCYPART_ARC
(8,5),-1.42668 # DEPENDENCYPART_ARC
(8,6),-1.97923 # DEPENDENCYPART_ARC
(8,7),1.9341 # DEPENDENCYPART_ARC
(8,9),-0.0483702 # DEPENDENCYPART_ARC
(8,10),0.329528 # DEPENDENCYPART_ARC
(8,11),-1.10906 # DEPENDENCYPART_ARC
(8,12),-0.229205 # DEPENDENCYPART_ARC
(8,13),-0.231744 # DEPENDENCYPART_ARC
(8,14),-2.19385 # DEPENDENCYPART_ARC
(8,15),-2.34394 # DEPENDENCYPART_ARC
(8,16),-1.26826 # DEPENDENCYPART_ARC
(8,17),-1.32542 # DEPENDENCYPART_ARC
(8,18),-0.75756 # DEPENDENCYPART_ARC
(8,19),-1.89522 # DEPENDENCYPART_ARC
(8,20),-2.73082 # DEPENDENCYPART_ARC
(8,21),-0.9392 # DEPENDENCYPART_ARC
(9,1),-1.23142 # DEPENDENCYPART_ARC
(9,2),-0.85824 # DEPENDENCYPART_ARC
(9,3),-1.11689 # DEPENDENCYPART_ARC
(9,4),-2.21369 # DEPENDENCYPART_ARC
(9,5),-2.29695 # DEPENDENCYPART_ARC
(9,6),-2.5492 # DEPENDENCYPART_ARC
(9,7),4.05714 # DEPENDENCYPART_ARC
(9,8),4.353 # DEPENDENCYPART_ARC
(9,10),1.61019 # DEPENDENCYPART_ARC
(9,11),-0.0832787 # DEPENDENCYPART_ARC
(9,12),0.385935 # DEPENDENCYPART_ARC
(9,13),0.190608 # DEPENDENCYPART_ARC
(9,14),-1.90855 # DEPENDENCYPART_ARC
(9,15),-2.06335 # DEPENDENCYPART_ARC
(9,16),-1.82011 # DEPENDENCYPART_ARC
(9,17),-0.696528 # DEPENDENCYPART_ARC
(9,18),-1.35238 # DEPENDENCYPART_ARC
(9,19),-2.17958 # DEPENDENCYPART_ARC
(9,20),-3.41317 # DEPENDENCYPART_ARC
(9,21),-0.378236 # DEPENDENCYPART_ARC
(10,1),-0.852892 # DEPENDENCYPART_ARC
(10,2),-0.780989 # DEPENDENCYPART_ARC
(10,3),-0.76518 # DEPENDENCYPART_ARC
(10,5),-1.52909 # DEPENDENCYPART_ARC
(10,6),-0.918567 # DEPENDENCYPART_ARC
(10,7),-0.3074 # DEPENDENCYPART_ARC
(10,8),-0.327455 # DEPENDENCYPART_ARC
(10,9),-0.646088 # DEPENDENCYPART_ARC
(10,11),2.90828 # DEPENDENCYPART_ARC
(10,12),0.45761 # DEPENDENCYPART_ARC
(10,13),0.654457 # DEPENDENCYPART_ARC
(10,14),-1.46018 # DEPENDENCYPART_ARC
(10,15),-0.384982 # DEPENDENCYPART_ARC
(10,16),-1.04266 # DEPENDENCYPART_ARC
(10,17),-1.44391 # DEPENDENCYPART_ARC
(10,18),-1.46145 # DEPENDENCYPART_ARC
(10,19),-2.23846 # DEPENDENCYPART_ARC
(10,20),-3.07993 # DEPENDENCYPART_ARC
(10,21),-1.08413 # DEPENDENCYPART_ARC
(11,1),-2.03703 # DEPENDENCYPART_ARC
(11,2),-1.48393 # DEPENDENCYPART_ARC
(11,3),-1.98076 # DEPENDENCYPART_ARC
(11,4),-1.91902 # DEPENDENCYPART_ARC
(11,5),-1.7777 # DEPENDENCYPART_ARC
(11,6),-3.62884 # DEPENDENCYPART_ARC
(11,7),-1.07436 # DEPENDENCYPART_ARC
(11,8),-2.14296 # DEPENDENCYPART_ARC
(11,9),-2.40442 # DEPENDENCYPART_ARC
(11,10),0.178321 # DEPENDENCYPART_ARC
(11,12),0.103888 # DEPENDENCYPART_ARC
(11,13),0.255316 # DEPENDENCYPART_ARC
(11,14),-1.08209 # DEPENDENCYPART_ARC
(11,15),-1.06638 # DEPENDENCYPART_ARC
(11,16),-1.57079 # DEPENDENCYPART_ARC
(11,17),-1.22989 # DEPENDENCYPART_ARC
(11,18),-1.7128 # DEPENDENCYPART_ARC
(11,19),-2.06714 # DEPENDENCYPART_ARC
(11,20),-2.70103 # DEPENDENCYPART_ARC
(11,21),-0.961033 # DEPENDENCYPART_ARC
(12,1),-0.83729 # DEPENDENCYPART_ARC
(12,2),-0.901091 # DEPENDENCYPART_ARC
(12,3),-0.812525 # DEPENDENCYPART_ARC
(12,4),-0.450867 # DEPENDENCYPART_ARC
(12,5),-0.589812 # DEPENDENCYPART_ARC
(12,6),-0.528046 # DEPENDENCYPART_ARC
(12,8),-0.458671 # DEPENDENCYPART_ARC
(12,9),-0.0279583 # DEPENDENCYPART_ARC
(12,10),0.0558344 # DEPENDENCYPART_ARC
(12,11),0.22138 # DEPENDENCYPART_ARC
(12,13),-0.0751038 # DEPENDENCYPART_ARC
(12,15),-0.187407 # DEPENDENCYPART_ARC
(12,16),-0.506127 # DEPENDENCYPART_ARC
(12,17),-1.21789 # DEPENDENCYPART_ARC
(12,18),-0.962026 # DEPENDENCYPART_ARC
(12,20),-1.28007 # DEPENDENCYPART_ARC
(12,21),-0.719798 # DEPENDENCYPART_ARC
(13,1),0.0641242 # DEPENDENCYPART_ARC
(13,2),-0.12835 # DEPENDENCYPART_ARC
(13,3),0.209619 # DEPENDENCYPART_ARC
(13,4),-0.294806 # DEPENDENCYPART_ARC
(13,5),0.198509 # DEPENDENCYPART_ARC
(13,6),1.81866 # DEPENDENCYPART_ARC
(13,7),0.145112 # DEPENDENCYPART_ARC
(13,8),0.151982 # DEPENDENCYPART_ARC
(13,9),0.413954 # DEPENDENCYPART_ARC
(13,10),0.3237 # DEPENDENCYPART_ARC
(13,11),0.815031 # DEPENDENCYPART_ARC
(13,12),2.30376 # DEPENDENCYPART_ARC
(13,14),0.425943 # DEPENDENCYPART_ARC
(13,15),1.12839 # DEPENDENCYPART_ARC
(13,16),2.67767 # DEPENDENCYPART_ARC
(13,17),-0.349806 # DEPENDENCYPART_ARC
(13,18),-0.320344 # DEPENDENCYPART_ARC
(13,19),-0.993549 # DEPENDENCYPART_ARC
(13,20),-1.10966 # DEPENDENCYPART_ARC
(13,21),0.327259 # DEPENDENCYPART_ARC
(14,1),-1.94411 # DEPENDENCYPART_ARC
(14,3),-1.85143 # DEPENDENCYPART_ARC
(14,9),-2.22192 # DEPENDENCYPART_ARC
(14,11),-1.47105 # DEPENDENCYPART_ARC
(14,13),-0.267255 # DEPENDENCYPART_ARC
(14,15),0.179278 # DEPENDENCYPART_ARC
(14,17),-0.883321 # DEPENDENCYPART_ARC
(14,20),-2.18835 # DEPENDENCYPART_ARC
(15,1),-1.49295 # DEPENDENCYPART_ARC
(15,2),-1.43926 # DEPENDENCYPART_ARC
(15,3),-1.40494 # DEPENDENCYPART_ARC
(15,4),-1.54563 # DEPENDENCYPART_ARC
(15,5),-2.2322 # DEPENDENCYPART_ARC
(15,6),-3.53795 # DEPENDENCYPART_ARC
(15,7),-1.08211 # DEPENDENCYPART_ARC
(15,8),-1.39005 # DEPENDENCYPART_ARC
(15,9),-3.15665 # DEPENDENCYPART_ARC
(15,10),-0.711987 # DEPENDENCYPART_ARC
(15,11),-0.96793 # DEPENDENCYPART_ARC
(15,12),-0.596294 # DEPENDENCYPART_ARC
(15,13),0.331996 # DEPENDENCYPART_ARC
(15,14),3.19746 # DEPENDENCYPART_ARC
(15,16),-0.996867 # DEPENDENCYPART_ARC
(15,17),-0.580299 # DEPENDENCYPART_ARC
(15,18),-1.21674 # DEPENDENCYPART_ARC
(15,19),-2.20119 # DEPENDENCYPART_ARC
(15,20),-1.39364 # DEPENDENCYPART_ARC
(15,21),-0.986721 # DEPENDENCYPART_ARC
(16,1),0.984536 # DEPENDENCYPART_ARC
(16,2),0.0471927 # DEPENDENCYPART_ARC
(16,3),0.542842 # DEPENDENCYPART_ARC
(16,4),-0.943182 # DEPENDENCYPART_ARC
(16,5),-1.44689 # DEPENDENCYPART_ARC
(16,6),-1.35246 # DEPENDENCYPART_ARC
(16,7),-2.43139 # DEPENDENCYPART_ARC
(16,8),-0.758403 # DEPENDENCYPART_ARC
(16,9),0.293523 # DEPENDENCYPART_ARC
(16,10),-0.296699 # DEPENDENCYPART_ARC
(16,11),-1.26034 # DEPENDENCYPART_ARC
(16,12),0.452797 # DEPENDENCYPART_ARC
(16,13),0.703711 # DEPENDENCYPART_ARC
(16,14),-0.372696 # DEPENDENCYPART_ARC
(16,15),2.40967 # DEPENDENCYPART_ARC
(16,17),2.28338 # DEPENDENCYPART_ARC
(16,18),1.18495 # DEPENDENCYPART_ARC
(16,19),-0.57654 # DEPENDENCYPART_ARC
(16,20),0.641733 # DEPENDENCYPART_ARC
(16,21),0.308742 # DEPENDENCYPART_ARC
(17,1),-0.864828 # DEPENDENCYPART_ARC
(17,2),-0.897847 # DEPENDENCYPART_ARC
(17,3),-0.852187 # DEPENDENCYPART_ARC
(17,4),-0.673044 # DEPENDENCYPART_ARC
(17,5),-1.63087 # DEPENDENCYPART_ARC
(17,6),-1.13854 # DEPENDENCYPART_ARC
(17,7),-0.682326 # DEPENDENCYPART_ARC
(17,8),-1.30441 # DEPENDENCYPART_ARC
(17,9),-1.08568 # DEPENDENCYPART_ARC
(17,10),-0.391175 # DEPENDENCYPART_ARC
(17,11),-1.00907 # DEPENDENCYPART_ARC
(17,12),-0.492524 # DEPENDENCYPART_ARC
(17,13),-0.562008 # DEPENDENCYPART_ARC
(17,14),-0.228595 # DEPENDENCYPART_ARC
(17,15),-0.559225 # DEPENDENCYPART_ARC
(17,16),0.031575 # DEPENDENCYPART_ARC
(17,18),0.989864 # DEPENDENCYPART_ARC
(17,19),-0.569081 # DEPENDENCYPART_ARC
(17,20),-0.597028 # DEPENDENCYPART_ARC
(17,21),-0.38062 # DEPENDENCYPART_ARC
(18,1),-1.46213 # DEPENDENCYPART_ARC
(18,2),-1.01506 # DEPENDENCYPART_ARC
(18,3),-1.3766 # DEPENDENCYPART_ARC
(18,5),-2.15852 # DEPENDENCYPART_ARC
(18,6),-1.68782 # DEPENDENCYPART_ARC
(18,7),-1.49181 # DEPENDENCYPART_ARC
(18,8),-1.91539 # DEPENDENCYPART_ARC
(18,9),-1.98916 # DEPENDENCYPART_ARC
(18,10),-1.16493 # DEPENDENCYPART_ARC
(18,11),-1.83078 # DEPENDENCYPART_ARC
(18,12),-0.606895 # DEPENDENCYPART_ARC
(18,13),-1.01272 # DEPENDENCYPART_ARC
(18,14),-0.92211 # DEPENDENCYPART_ARC
(18,15),-1.40066 # DEPENDENCYPART_ARC
(18,16),-0.73586 # DEPENDENCYPART_ARC
(18,17),0.00163285 # DEPENDENCYPART_ARC
(18,19),0.448295 # DEPENDENCYPART_ARC
(18,20),2.88793 # DEPENDENCYPART_ARC
(18,21),0.22738 # DEPENDENCYPART_ARC
(19,1),-2.34108 # DEPENDENCYPART_ARC
(19,3),-2.29734 # DEPENDENCYPART_ARC
(19,9),-3.17895 # DEPENDENCYPART_ARC
(19,11),-2.76402 # DEPENDENCYPART_ARC
(19,13),-1.77556 # DEPENDENCYPART_ARC
(19,15),-2.70616 # DEPENDENCYPART_ARC
(19,17),-1.25391 # DEPENDENCYPART_ARC
(19,20),0.030036 # DEPENDENCYPART_ARC
(20,1),-1.99426 # DEPENDENCYPART_ARC
(20,2),-1.5363 # DEPENDENCYPART_ARC
(20,3),-2.03098 # DEPENDENCYPART_ARC
(20,4),-2.30722 # DEPENDENCYPART_ARC
(20,5),-3.24187 # DEPENDENCYPART_ARC
(20,6),-4.72459 # DEPENDENCYPART_ARC
(20,7),-3.3448 # DEPENDENCYPART_ARC
(20,8),-3.86041 # DEPENDENCYPART_ARC
(20,9),-4.21719 # DEPENDENCYPART_ARC
(20,10),-1.5091 # DEPENDENCYPART_ARC
(20,11),-2.4576 # DEPENDENCYPART_ARC
(20,12),-1.5628 # DEPENDENCYPART_ARC
(20,13),-1.38987 # DEPENDENCYPART_ARC
(20,14),-2.46072 # DEPENDENCYPART_ARC
(20,15),-2.30004 # DEPENDENCYPART_ARC
(20,16),-2.32561 # DEPENDENCYPART_ARC
(20,17),-0.741106 # DEPENDENCYPART_ARC
(20,18),-0.174236 # DEPENDENCYPART_ARC
(20,19),2.93394 # DEPENDENCYPART_ARC
(20,21),0.31613 # DEPENDENCYPART_ARC
(21,1),-2.09897 # DEPENDENCYPART_ARC
(21,2),-2.63902 # DEPENDENCYPART_ARC
(21,3),-2.16464 # DEPENDENCYPART_ARC
(21,4),-2.96292 # DEPENDENCYPART_ARC
(21,5),-2.88759 # DEPENDENCYPART_ARC
(21,6),-2.55122 # DEPENDENCYPART_ARC
(21,8),-2.47801 # DEPENDENCYPART_ARC
(21,9),-2.7323 # DEPENDENCYPART_ARC
(21,10),-2.36393 # DEPENDENCYPART_ARC
(21,11),-2.67609 # DEPENDENCYPART_ARC
(21,12),-2.19202 # DEPENDENCYPART_ARC
(21,13),-2.05266 # DEPENDENCYPART_ARC
(21,15),-2.55911 # DEPENDENCYPART_ARC
(21,16),-2.20609 # DEPENDENCYPART_ARC
(21,17),-1.71255 # DEPENDENCYPART_ARC
(21,18),-1.6093 # DEPENDENCYPART_ARC
(21,20),-1.8222 # DEPENDENCYPART_ARC
