# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,6,12,12,12,14,14,0,17,15,14,19,17,22,22,19,24,22,0,
(3,2),3.04198 # DEPENDENCYPART_ARC
(3,4),2.04729 # DEPENDENCYPART_ARC
(3,5),0.215223 # DEPENDENCYPART_ARC
(3,6),0.250946 # DEPENDENCYPART_ARC
(3,7),-1.84388 # DEPENDENCYPART_ARC
(3,8),0.18469 # DEPENDENCYPART_ARC
(3,9),0.623658 # DEPENDENCYPART_ARC
(3,10),0.761226 # DEPENDENCYPART_ARC
(3,11),-2.2955 # DEPENDENCYPART_ARC
(3,12),-1.26536 # DEPENDENCYPART_ARC
(3,13),-0.182711 # DEPENDENCYPART_ARC
(3,14),-0.194511 # DEPENDENCYPART_ARC
(3,15),-1.29148 # DEPENDENCYPART_ARC
(3,16),-1.16753 # DEPENDENCYPART_ARC
(3,17),-4.61539 # DEPENDENCYPART_ARC
(3,18),-1.28687 # DEPENDENCYPART_ARC
(3,19),-3.67114 # DEPENDENCYPART_ARC
(3,20),-3.69802 # DEPENDENCYPART_ARC
(3,21),-2.44994 # DEPENDENCYPART_ARC
(3,22),-3.32685 # DEPENDENCYPART_ARC
(3,23),-3.55114 # DEPENDENCYPART_ARC
(3,24),-4.826 # DEPENDENCYPART_ARC
(3,25),-0.636279 # DEPENDENCYPART_ARC
(4,1),-0.525323 # DEPENDENCYPART_ARC
(4,2),-1.01663 # DEPENDENCYPART_ARC
(4,3),-0.083059 # DEPENDENCYPART_ARC
(4,5),1.26724 # DEPENDENCYPART_ARC
(4,6),2.77075 # DEPENDENCYPART_ARC
(4,7),-0.882057 # DEPENDENCYPART_ARC
(4,8),-0.00964993 # DEPENDENCYPART_ARC
(4,9),-0.0679138 # DEPENDENCYPART_ARC
(4,10),-0.741294 # DEPENDENCYPART_ARC
(4,11),-1.5804 # DEPENDENCYPART_ARC
(4,12),-1.17076 # DEPENDENCYPART_ARC
(4,13),-0.763866 # DEPENDENCYPART_ARC
(4,14),-1.05839 # DEPENDENCYPART_ARC
(4,15),-1.45357 # DEPENDENCYPART_ARC
(4,16),-0.584694 # DEPENDENCYPART_ARC
(4,17),-2.19132 # DEPENDENCYPART_ARC
(4,18),-1.80264 # DEPENDENCYPART_ARC
(4,19),-1.95976 # DEPENDENCYPART_ARC
(4,20),-2.21847 # DEPENDENCYPART_ARC
(4,21),-1.59374 # DEPENDENCYPART_ARC
(4,22),-2.38973 # DEPENDENCYPART_ARC
(4,23),-2.14993 # DEPENDENCYPART_ARC
(4,24),-3.29644 # DEPENDENCYPART_ARC
(4,25),-1.72524 # DEPENDENCYPART_ARC
(5,1),-1.31631 # DEPENDENCYPART_ARC
(5,2),-2.11012 # DEPENDENCYPART_ARC
(5,3),-3.50471 # DEPENDENCYPART_ARC
(5,4),-0.242055 # DEPENDENCYPART_ARC
(5,6),0.496321 # DEPENDENCYPART_ARC
(5,7),-1.12787 # DEPENDENCYPART_ARC
(5,8),-0.149277 # DEPENDENCYPART_ARC
(5,9),-0.319536 # DEPENDENCYPART_ARC
(5,10),-0.539086 # DEPENDENCYPART_ARC
(5,11),-1.8413 # DEPENDENCYPART_ARC
(5,12),-1.53063 # DEPENDENCYPART_ARC
(5,13),-0.848375 # DEPENDENCYPART_ARC
(5,14),-0.721714 # DEPENDENCYPART_ARC
(5,15),-0.836873 # DEPENDENCYPART_ARC
(5,16),-1.17433 # DEPENDENCYPART_ARC
(5,17),-1.78263 # DEPENDENCYPART_ARC
(5,19),-2.2581 # DEPENDENCYPART_ARC
(5,20),-2.14904 # DEPENDENCYPART_ARC
(5,21),-1.66517 # DEPENDENCYPART_ARC
(5,22),-2.34752 # DEPENDENCYPART_ARC
(5,23),-2.46006 # DEPENDENCYPART_ARC
(5,24),-2.35559 # DEPENDENCYPART_ARC
(5,25),-1.21492 # DEPENDENCYPART_ARC
(6,1),0.772097 # DEPENDENCYPART_ARC
(6,2),-1.20258 # DEPENDENCYPART_ARC
(6,3),-1.71534 # DEPENDENCYPART_ARC
(6,4),0.44333 # DEPENDENCYPART_ARC
(6,5),3.43038 # DEPENDENCYPART_ARC
(6,7),-0.0432731 # DEPENDENCYPART_ARC
(6,8),0.749517 # DEPENDENCYPART_ARC
(6,9),0.118479 # DEPENDENCYPART_ARC
(6,10),-0.0586145 # DEPENDENCYPART_ARC
(6,11),-1.02827 # DEPENDENCYPART_ARC
(6,12),-0.333679 # DEPENDENCYPART_ARC
(6,13),-0.633474 # DEPENDENCYPART_ARC
(6,14),-0.196421 # DEPENDENCYPART_ARC
(6,15),-1.39558 # DEPENDENCYPART_ARC
(6,16),-0.89072 # DEPENDENCYPART_ARC
(6,17),-1.30209 # DEPENDENCYPART_ARC
(6,18),-1.39021 # DEPENDENCYPART_ARC
(6,19),-2.00788 # DEPENDENCYPART_ARC
(6,20),-2.10429 # DEPENDENCYPART_ARC
(6,21),-1.75734 # DEPENDENCYPART_ARC
(6,22),-2.84786 # DEPENDENCYPART_ARC
(6,23),-1.97837 # DEPENDENCYPART_ARC
(6,24),-1.22137 # DEPENDENCYPART_ARC
(6,25),-0.683416 # DEPENDENCYPART_ARC
(7,6),-0.706738 # DEPENDENCYPART_ARC
(7,14),-0.687706 # DEPENDENCYPART_ARC
(7,16),-1.09216 # DEPENDENCYPART_ARC
(7,22),-1.97252 # DEPENDENCYPART_ARC
(7,24),-1.67547 # DEPENDENCYPART_ARC
(8,1),0.00178111 # DEPENDENCYPART_ARC
(8,2),-0.936437 # DEPENDENCYPART_ARC
(8,3),-0.431901 # DEPENDENCYPART_ARC
(8,4),-0.171152 # DEPENDENCYPART_ARC
(8,5),-0.0254856 # DEPENDENCYPART_ARC
(8,6),-0.0939689 # DEPENDENCYPART_ARC
(8,7),2.39566 # DEPENDENCYPART_ARC
(8,9),0.216335 # DEPENDENCYPART_ARC
(8,10),-0.283888 # DEPENDENCYPART_ARC
(8,11),-0.574485 # DEPENDENCYPART_ARC
(8,12),-0.684548 # DEPENDENCYPART_ARC
(8,13),-0.93456 # DEPENDENCYPART_ARC
(8,14),-0.775715 # DEPENDENCYPART_ARC
(8,15),-1.2297 # DEPENDENCYPART_ARC
(8,16),-0.9326 # DEPENDENCYPART_ARC
(8,17),-1.57999 # DEPENDENCYPART_ARC
(8,19),-1.67566 # DEPENDENCYPART_ARC
(8,20),-1.72215 # DEPENDENCYPART_ARC
(8,21),-1.87326 # DEPENDENCYPART_ARC
(8,22),-1.48496 # DEPENDENCYPART_ARC
(8,23),-1.71247 # DEPENDENCYPART_ARC
(8,24),-1.49408 # DEPENDENCYPART_ARC
(8,25),-1.27083 # DEPENDENCYPART_ARC
(9,2),-0.683812 # DEPENDENCYPART_ARC
(9,3),-0.473144 # DEPENDENCYPART_ARC
(9,4),-0.0394142 # DEPENDENCYPART_ARC
(9,5),-0.380761 # DEPENDENCYPART_ARC
(9,6),-0.156474 # DEPENDENCYPART_ARC
(9,8),0.150208 # DEPENDENCYPART_ARC
(9,10),-0.0548361 # DEPENDENCYPART_ARC
(9,12),-0.151761 # DEPENDENCYPART_ARC
(9,13),-0.338608 # DEPENDENCYPART_ARC
(9,14),-0.602048 # DEPENDENCYPART_ARC
(9,15),-0.858663 # DEPENDENCYPART_ARC
(9,16),-0.86245 # DEPENDENCYPART_ARC
(9,17),-1.15216 # DEPENDENCYPART_ARC
(9,18),-1.32757 # DEPENDENCYPART_ARC
(9,19),-1.42088 # DEPENDENCYPART_ARC
(9,21),-1.31455 # DEPENDENCYPART_ARC
(9,22),-1.79557 # DEPENDENCYPART_ARC
(9,24),-1.68543 # DEPENDENCYPART_ARC
(9,25),-0.989332 # DEPENDENCYPART_ARC
(10,1),-1.02657 # DEPENDENCYPART_ARC
(10,2),-1.6576 # DEPENDENCYPART_ARC
(10,3),-1.17475 # DEPENDENCYPART_ARC
(10,4),-0.510822 # DEPENDENCYPART_ARC
(10,5),-1.08364 # DEPENDENCYPART_ARC
(10,6),-1.26977 # DEPENDENCYPART_ARC
(10,7),-0.203751 # DEPENDENCYPART_ARC
(10,8),-0.199049 # DEPENDENCYPART_ARC
(10,9),0.727037 # DEPENDENCYPART_ARC
(10,11),0.322095 # DEPENDENCYPART_ARC
(10,12),1.15943 # DEPENDENCYPART_ARC
(10,13),0.24307 # DEPENDENCYPART_ARC
(10,14),-0.206814 # DEPENDENCYPART_ARC
(10,15),-0.388919 # DEPENDENCYPART_ARC
(10,16),-0.237477 # DEPENDENCYPART_ARC
(10,17),-1.232 # DEPENDENCYPART_ARC
(10,18),-1.30641 # DEPENDENCYPART_ARC
(10,19),-1.06345 # DEPENDENCYPART_ARC
(10,20),-1.6023 # DEPENDENCYPART_ARC
(10,21),-1.17303 # DEPENDENCYPART_ARC
(10,22),-1.13735 # DEPENDENCYPART_ARC
(10,23),-1.76699 # DEPENDENCYPART_ARC
(10,24),-2.20048 # DEPENDENCYPART_ARC
(10,25),-0.702603 # DEPENDENCYPART_ARC
(11,6),-2.14681 # DEPENDENCYPART_ARC
(11,14),-0.790717 # DEPENDENCYPART_ARC
(11,16),-1.36476 # DEPENDENCYPART_ARC
(11,22),-2.40184 # DEPENDENCYPART_ARC
(11,24),-2.04066 # DEPENDENCYPART_ARC
(12,1),-1.88391 # DEPENDENCYPART_ARC
(12,2),0.289986 # DEPENDENCYPART_ARC
(12,3),-2.60828 # DEPENDENCYPART_ARC
(12,4),0.248888 # DEPENDENCYPART_ARC
(12,5),-0.75965 # DEPENDENCYPART_ARC
(12,6),-0.787274 # DEPENDENCYPART_ARC
(12,7),-0.0532601 # DEPENDENCYPART_ARC
(12,8),0.0227153 # DEPENDENCYPART_ARC
(12,9),1.13963 # DEPENDENCYPART_ARC
(12,10),1.36792 # DEPENDENCYPART_ARC
(12,11),1.38074 # DEPENDENCYPART_ARC
(12,13),0.665005 # DEPENDENCYPART_ARC
(12,14),0.431213 # DEPENDENCYPART_ARC
(12,15),0.200106 # DEPENDENCYPART_ARC
(12,16),-0.0652819 # DEPENDENCYPART_ARC
(12,17),-1.19602 # DEPENDENCYPART_ARC
(12,18),-1.36821 # DEPENDENCYPART_ARC
(12,19),-3.10045 # DEPENDENCYPART_ARC
(12,20),-3.96795 # DEPENDENCYPART_ARC
(12,21),-2.26568 # DEPENDENCYPART_ARC
(12,22),-2.12187 # DEPENDENCYPART_ARC
(12,23),-4.04792 # DEPENDENCYPART_ARC
(12,24),-4.31543 # DEPENDENCYPART_ARC
(12,25),-0.451862 # DEPENDENCYPART_ARC
(13,2),-1.38151 # DEPENDENCYPART_ARC
(13,3),-0.938203 # DEPENDENCYPART_ARC
(13,4),-0.627708 # DEPENDENCYPART_ARC
(13,5),-0.933744 # DEPENDENCYPART_ARC
(13,6),-1.01973 # DEPENDENCYPART_ARC
(13,8),-0.877034 # DEPENDENCYPART_ARC
(13,9),-0.715358 # DEPENDENCYPART_ARC
(13,10),-0.178763 # DEPENDENCYPART_ARC
(13,12),0.0430797 # DEPENDENCYPART_ARC
(13,14),-0.179409 # DEPENDENCYPART_ARC
(13,15),-0.71112 # DEPENDENCYPART_ARC
(13,16),-0.722706 # DEPENDENCYPART_ARC
(13,17),-0.806057 # DEPENDENCYPART_ARC
(13,18),-1.60317 # DEPENDENCYPART_ARC
(13,19),-1.62781 # DEPENDENCYPART_ARC
(13,21),-1.68838 # DEPENDENCYPART_ARC
(13,22),-1.99064 # DEPENDENCYPART_ARC
(13,24),-1.95281 # DEPENDENCYPART_ARC
(13,25),-1.07026 # DEPENDENCYPART_ARC
(14,1),-0.809745 # DEPENDENCYPART_ARC
(14,2),-0.833718 # DEPENDENCYPART_ARC
(14,3),0.50608 # DEPENDENCYPART_ARC
(14,4),0.259553 # DEPENDENCYPART_ARC
(14,5),0.00993807 # DEPENDENCYPART_ARC
(14,6),-0.0918386 # DEPENDENCYPART_ARC
(14,7),-0.481117 # DEPENDENCYPART_ARC
(14,8),-0.161761 # DEPENDENCYPART_ARC
(14,9),0.0822945 # DEPENDENCYPART_ARC
(14,10),0.624383 # DEPENDENCYPART_ARC
(14,11),0.223195 # DEPENDENCYPART_ARC
(14,12),1.1099 # DEPENDENCYPART_ARC
(14,13),1.3309 # DEPENDENCYPART_ARC
(14,15),1.13558 # DEPENDENCYPART_ARC
(14,16),0.783007 # DEPENDENCYPART_ARC
(14,17),1.96395 # DEPENDENCYPART_ARC
(14,18),-0.358669 # DEPENDENCYPART_ARC
(14,19),0.533335 # DEPENDENCYPART_ARC
(14,20),-0.948406 # DEPENDENCYPART_ARC
(14,21),-0.268515 # DEPENDENCYPART_ARC
(14,22),-0.860484 # DEPENDENCYPART_ARC
(14,23),-1.11624 # DEPENDENCYPART_ARC
(14,24),-1.00955 # DEPENDENCYPART_ARC
(14,25),0.513024 # DEPENDENCYPART_ARC
(15,1),-1.42888 # DEPENDENCYPART_ARC
(15,2),-2.00192 # DEPENDENCYPART_ARC
(15,3),-1.56422 # DEPENDENCYPART_ARC
(15,4),-1.1372 # DEPENDENCYPART_ARC
(15,5),-1.72333 # DEPENDENCYPART_ARC
(15,6),-1.69518 # DEPENDENCYPART_ARC
(15,7),-1.13814 # DEPENDENCYPART_ARC
(15,8),-1.06672 # DEPENDENCYPART_ARC
(15,9),-0.518135 # DEPENDENCYPART_ARC
(15,10),-0.856743 # DEPENDENCYPART_ARC
(15,11),-0.76258 # DEPENDENCYPART_ARC
(15,12),-0.834348 # DEPENDENCYPART_ARC
(15,13),0.406786 # DEPENDENCYPART_ARC
(15,14),0.61562 # DEPENDENCYPART_ARC
(15,16),1.99735 # DEPENDENCYPART_ARC
(15,17),1.07963 # DEPENDENCYPART_ARC
(15,18),-0.616979 # DEPENDENCYPART_ARC
(15,19),-0.239843 # DEPENDENCYPART_ARC
(15,20),-1.27728 # DEPENDENCYPART_ARC
(15,21),-0.654497 # DEPENDENCYPART_ARC
(15,22),-0.657746 # DEPENDENCYPART_ARC
(15,23),-1.58898 # DEPENDENCYPART_ARC
(15,24),-1.72636 # DEPENDENCYPART_ARC
(15,25),-0.619465 # DEPENDENCYPART_ARC
(16,1),-2.20374 # DEPENDENCYPART_ARC
(16,2),-2.32091 # DEPENDENCYPART_ARC
(16,3),-2.13425 # DEPENDENCYPART_ARC
(16,4),-1.38206 # DEPENDENCYPART_ARC
(16,5),-2.09925 # DEPENDENCYPART_ARC
(16,6),-2.18336 # DEPENDENCYPART_ARC
(16,7),-1.52969 # DEPENDENCYPART_ARC
(16,8),-1.81142 # DEPENDENCYPART_ARC
(16,9),-1.51211 # DEPENDENCYPART_ARC
(16,10),-1.23837 # DEPENDENCYPART_ARC
(16,11),-1.34397 # DEPENDENCYPART_ARC
(16,12),-1.65462 # DEPENDENCYPART_ARC
(16,13),-0.91892 # DEPENDENCYPART_ARC
(16,14),-0.820709 # DEPENDENCYPART_ARC
(16,15),-0.114388 # DEPENDENCYPART_ARC
(16,17),0.241925 # DEPENDENCYPART_ARC
(16,19),-0.994721 # DEPENDENCYPART_ARC
(16,20),-1.71841 # DEPENDENCYPART_ARC
(16,21),-1.74054 # DEPENDENCYPART_ARC
(16,22),-2.03401 # DEPENDENCYPART_ARC
(16,23),-1.67706 # DEPENDENCYPART_ARC
(16,24),-1.60926 # DEPENDENCYPART_ARC
(16,25),-1.2225 # DEPENDENCYPART_ARC
(17,1),-2.36223 # DEPENDENCYPART_ARC
(17,2),0.431594 # DEPENDENCYPART_ARC
(17,3),-3.33711 # DEPENDENCYPART_ARC
(17,4),-0.406518 # DEPENDENCYPART_ARC
(17,5),-1.44804 # DEPENDENCYPART_ARC
(17,6),-1.11891 # DEPENDENCYPART_ARC
(17,7),-1.76582 # DEPENDENCYPART_ARC
(17,8),-0.437051 # DEPENDENCYPART_ARC
(17,9),0.425292 # DEPENDENCYPART_ARC
(17,10),0.451802 # DEPENDENCYPART_ARC
(17,11),-1.445 # DEPENDENCYPART_ARC
(17,12),0.110605 # DEPENDENCYPART_ARC
(17,13),0.646801 # DEPENDENCYPART_ARC
(17,14),0.550829 # DEPENDENCYPART_ARC
(17,15),1.50783 # DEPENDENCYPART_ARC
(17,16),1.57535 # DEPENDENCYPART_ARC
(17,18),1.04938 # DEPENDENCYPART_ARC
(17,19),2.70437 # DEPENDENCYPART_ARC
(17,20),-2.0384 # DEPENDENCYPART_ARC
(17,21),-0.412787 # DEPENDENCYPART_ARC
(17,22),1.1309 # DEPENDENCYPART_ARC
(17,23),-2.65268 # DEPENDENCYPART_ARC
(17,24),-1.81806 # DEPENDENCYPART_ARC
(17,25),0.662501 # DEPENDENCYPART_ARC
(18,1),-1.6739 # DEPENDENCYPART_ARC
(18,3),-1.91006 # DEPENDENCYPART_ARC
(18,6),-2.00603 # DEPENDENCYPART_ARC
(18,7),-1.53884 # DEPENDENCYPART_ARC
(18,9),-1.39619 # DEPENDENCYPART_ARC
(18,11),-1.37845 # DEPENDENCYPART_ARC
(18,12),-1.64159 # DEPENDENCYPART_ARC
(18,13),-1.22309 # DEPENDENCYPART_ARC
(18,17),-0.360085 # DEPENDENCYPART_ARC
(18,19),0.326962 # DEPENDENCYPART_ARC
(18,20),-0.71587 # DEPENDENCYPART_ARC
(18,22),-0.918036 # DEPENDENCYPART_ARC
(18,23),-1.31896 # DEPENDENCYPART_ARC
(18,24),-1.42455 # DEPENDENCYPART_ARC
(18,25),-0.652505 # DEPENDENCYPART_ARC
(19,1),-2.609 # DEPENDENCYPART_ARC
(19,2),-0.0233964 # DEPENDENCYPART_ARC
(19,3),-4.18295 # DEPENDENCYPART_ARC
(19,4),-1.11379 # DEPENDENCYPART_ARC
(19,5),-1.67594 # DEPENDENCYPART_ARC
(19,6),-1.65407 # DEPENDENCYPART_ARC
(19,7),-1.81143 # DEPENDENCYPART_ARC
(19,8),-1.19946 # DEPENDENCYPART_ARC
(19,9),-0.38228 # DEPENDENCYPART_ARC
(19,10),-0.237152 # DEPENDENCYPART_ARC
(19,11),-1.48804 # DEPENDENCYPART_ARC
(19,12),-3.47384 # DEPENDENCYPART_ARC
(19,13),-0.822095 # DEPENDENCYPART_ARC
(19,14),-0.0808853 # DEPENDENCYPART_ARC
(19,15),0.227074 # DEPENDENCYPART_ARC
(19,16),0.347518 # DEPENDENCYPART_ARC
(19,17),-1.25606 # DEPENDENCYPART_ARC
(19,18),2.48547 # DEPENDENCYPART_ARC
(19,20),-1.59241 # DEPENDENCYPART_ARC
(19,21),0.484275 # DEPENDENCYPART_ARC
(19,22),1.9607 # DEPENDENCYPART_ARC
(19,23),-2.38586 # DEPENDENCYPART_ARC
(19,24),-0.458689 # DEPENDENCYPART_ARC
(19,25),0.314338 # DEPENDENCYPART_ARC
(20,6),-2.44962 # DEPENDENCYPART_ARC
(20,14),-1.15558 # DEPENDENCYPART_ARC
(20,16),-1.38384 # DEPENDENCYPART_ARC
(20,22),-0.377424 # DEPENDENCYPART_ARC
(20,24),-0.817514 # DEPENDENCYPART_ARC
(21,1),-2.18458 # DEPENDENCYPART_ARC
(21,2),-3.02813 # DEPENDENCYPART_ARC
(21,3),-4.42283 # DEPENDENCYPART_ARC
(21,4),-1.85727 # DEPENDENCYPART_ARC
(21,5),-2.81884 # DEPENDENCYPART_ARC
(21,6),-3.70426 # DEPENDENCYPART_ARC
(21,7),-2.39863 # DEPENDENCYPART_ARC
(21,8),-1.61436 # DEPENDENCYPART_ARC
(21,9),-1.83351 # DEPENDENCYPART_ARC
(21,10),-1.71089 # DEPENDENCYPART_ARC
(21,11),-2.26289 # DEPENDENCYPART_ARC
(21,12),-4.2735 # DEPENDENCYPART_ARC
(21,13),-1.61913 # DEPENDENCYPART_ARC
(21,14),-1.49784 # DEPENDENCYPART_ARC
(21,15),-1.41911 # DEPENDENCYPART_ARC
(21,16),-1.42157 # DEPENDENCYPART_ARC
(21,17),-3.87956 # DEPENDENCYPART_ARC
(21,19),-2.90032 # DEPENDENCYPART_ARC
(21,20),1.10141 # DEPENDENCYPART_ARC
(21,22),-0.0675226 # DEPENDENCYPART_ARC
(21,23),-1.10557 # DEPENDENCYPART_ARC
(21,24),-0.0804655 # DEPENDENCYPART_ARC
(21,25),-0.367522 # DEPENDENCYPART_ARC
(22,1),-2.30581 # DEPENDENCYPART_ARC
(22,2),-2.75027 # DEPENDENCYPART_ARC
(22,3),-2.45165 # DEPENDENCYPART_ARC
(22,4),-1.35982 # DEPENDENCYPART_ARC
(22,5),-2.40941 # DEPENDENCYPART_ARC
(22,6),-3.20714 # DEPENDENCYPART_ARC
(22,7),-2.93336 # DEPENDENCYPART_ARC
(22,8),-1.48194 # DEPENDENCYPART_ARC
(22,9),-1.06236 # DEPENDENCYPART_ARC
(22,10),-1.02773 # DEPENDENCYPART_ARC
(22,11),-1.86342 # DEPENDENCYPART_ARC
(22,12),-2.49816 # DEPENDENCYPART_ARC
(22,13),-0.764646 # DEPENDENCYPART_ARC
(22,14),-0.517826 # DEPENDENCYPART_ARC
(22,15),-0.84569 # DEPENDENCYPART_ARC
(22,16),-0.628732 # DEPENDENCYPART_ARC
(22,17),-2.35723 # DEPENDENCYPART_ARC
(22,18),-0.393097 # DEPENDENCYPART_ARC
(22,19),-1.0942 # DEPENDENCYPART_ARC
(22,20),3.4345 # DEPENDENCYPART_ARC
(22,21),3.80889 # DEPENDENCYPART_ARC
(22,23),-0.158983 # DEPENDENCYPART_ARC
(22,24),2.87508 # DEPENDENCYPART_ARC
(22,25),0.48133 # DEPENDENCYPART_ARC
(23,6),-3.1386 # DEPENDENCYPART_ARC
(23,14),-1.16935 # DEPENDENCYPART_ARC
(23,16),-1.4892 # DEPENDENCYPART_ARC
(23,22),-0.677698 # DEPENDENCYPART_ARC
(23,24),0.743442 # DEPENDENCYPART_ARC
(24,1),-5.1145 # DEPENDENCYPART_ARC
(24,2),-4.69516 # DEPENDENCYPART_ARC
(24,3),-2.69831 # DEPENDENCYPART_ARC
(24,4),-1.62892 # DEPENDENCYPART_ARC
(24,5),-4.05949 # DEPENDENCYPART_ARC
(24,6),-5.24426 # DEPENDENCYPART_ARC
(24,7),-4.40701 # DEPENDENCYPART_ARC
(24,8),-1.90754 # DEPENDENCYPART_ARC
(24,9),-1.34709 # DEPENDENCYPART_ARC
(24,10),-1.51779 # DEPENDENCYPART_ARC
(24,11),-3.49863 # DEPENDENCYPART_ARC
(24,12),-2.55778 # DEPENDENCYPART_ARC
(24,13),-1.21524 # DEPENDENCYPART_ARC
(24,14),-1.00235 # DEPENDENCYPART_ARC
(24,15),-1.20178 # DEPENDENCYPART_ARC
(24,16),-1.19462 # DEPENDENCYPART_ARC
(24,17),-2.82036 # DEPENDENCYPART_ARC
(24,18),-1.16053 # DEPENDENCYPART_ARC
(24,19),-1.4483 # DEPENDENCYPART_ARC
(24,20),0.107753 # DEPENDENCYPART_ARC
(24,21),-1.14256 # DEPENDENCYPART_ARC
(24,22),-0.0171526 # DEPENDENCYPART_ARC
(24,23),3.18746 # DEPENDENCYPART_ARC
(24,25),-0.0954085 # DEPENDENCYPART_ARC
(25,2),-3.54041 # DEPENDENCYPART_ARC
(25,3),-2.90954 # DEPENDENCYPART_ARC
(25,4),-3.07082 # DEPENDENCYPART_ARC
(25,5),-2.41111 # DEPENDENCYPART_ARC
(25,6),-3.15751 # DEPENDENCYPART_ARC
(25,8),-2.45989 # DEPENDENCYPART_ARC
(25,9),-2.64078 # DEPENDENCYPART_ARC
(25,10),-2.44657 # DEPENDENCYPART_ARC
(25,12),-2.48469 # DEPENDENCYPART_ARC
(25,13),-2.35885 # DEPENDENCYPART_ARC
(25,14),-2.26904 # DEPENDENCYPART_ARC
(25,15),-2.25008 # DEPENDENCYPART_ARC
(25,16),-1.89038 # DEPENDENCYPART_ARC
(25,17),-2.15223 # DEPENDENCYPART_ARC
(25,18),-1.525 # DEPENDENCYPART_ARC
(25,19),-2.0445 # DEPENDENCYPART_ARC
(25,21),-1.77936 # DEPENDENCYPART_ARC
(25,22),-1.64231 # DEPENDENCYPART_ARC
(25,24),-1.7143 # DEPENDENCYPART_ARC
