# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,4,4,7,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(3,9),-1.40793 # DEPENDENCYPART_ARC
(3,10),-2.48642 # DEPENDENCYPART_ARC
(3,11),-2.86772 # DEPENDENCYPART_ARC
(3,12),-2.60177 # DEPENDENCYPART_ARC
(3,13),-1.52962 # DEPENDENCYPART_ARC
(3,14),-2.99741 # DEPENDENCYPART_ARC
(3,15),-2.73144 # DEPENDENCYPART_ARC
(3,16),-3.40761 # DEPENDENCYPART_ARC
(3,17),-3.05864 # DEPENDENCYPART_ARC
(3,18),-2.49976 # DEPENDENCYPART_ARC
(3,20),-4.11799 # DEPENDENCYPART_ARC
(3,21),-2.5229 # DEPENDENCYPART_ARC
(3,22),-3.43293 # DEPENDENCYPART_ARC
(3,23),-3.31559 # DEPENDENCYPART_ARC
(3,24),-4.90034 # DEPENDENCYPART_ARC
(3,25),-3.5826 # DEPENDENCYPART_ARC
(3,26),-3.67432 # DEPENDENCYPART_ARC
(3,27),-4.18599 # DEPENDENCYPART_ARC
(3,28),-1.62707 # DEPENDENCYPART_ARC
(4,1),-0.0865043 # DEPENDENCYPART_ARC
(4,2),0.7384 # DEPENDENCYPART_ARC
(4,3),2.31845 # DEPENDENCYPART_ARC
(4,5),1.62916 # DEPENDENCYPART_ARC
(4,6),1.14752 # DEPENDENCYPART_ARC
(4,7),2.15717 # DEPENDENCYPART_ARC
(4,8),-0.023858 # DEPENDENCYPART_ARC
(4,9),0.351338 # DEPENDENCYPART_ARC
(4,10),-0.722961 # DEPENDENCYPART_ARC
(4,11),-2.27117 # DEPENDENCYPART_ARC
(4,12),-1.73862 # DEPENDENCYPART_ARC
(4,13),-0.220182 # DEPENDENCYPART_ARC
(4,14),-3.40618 # DEPENDENCYPART_ARC
(4,15),-1.83978 # DEPENDENCYPART_ARC
(4,16),-1.65 # DEPENDENCYPART_ARC
(4,17),-3.03966 # DEPENDENCYPART_ARC
(4,18),-3.27165 # DEPENDENCYPART_ARC
(4,19),-0.877748 # DEPENDENCYPART_ARC
(4,20),-3.13567 # DEPENDENCYPART_ARC
(4,21),-0.522951 # DEPENDENCYPART_ARC
(4,22),-2.42479 # DEPENDENCYPART_ARC
(4,23),-2.90247 # DEPENDENCYPART_ARC
(4,24),-2.78961 # DEPENDENCYPART_ARC
(4,25),-4.76212 # DEPENDENCYPART_ARC
(4,26),-3.60797 # DEPENDENCYPART_ARC
(4,27),-4.84014 # DEPENDENCYPART_ARC
(4,28),-0.577134 # DEPENDENCYPART_ARC
(5,1),-0.854873 # DEPENDENCYPART_ARC
(5,2),-1.01596 # DEPENDENCYPART_ARC
(5,3),-0.846134 # DEPENDENCYPART_ARC
(5,4),-0.273001 # DEPENDENCYPART_ARC
(5,6),0.36327 # DEPENDENCYPART_ARC
(5,7),0.136526 # DEPENDENCYPART_ARC
(5,8),-0.449598 # DEPENDENCYPART_ARC
(5,9),-0.633726 # DEPENDENCYPART_ARC
(5,10),-1.3191 # DEPENDENCYPART_ARC
(5,11),-1.94344 # DEPENDENCYPART_ARC
(5,12),-2.04771 # DEPENDENCYPART_ARC
(5,13),-0.824478 # DEPENDENCYPART_ARC
(5,14),-1.87941 # DEPENDENCYPART_ARC
(5,15),-1.89295 # DEPENDENCYPART_ARC
(5,16),-2.20777 # DEPENDENCYPART_ARC
(5,17),-1.84623 # DEPENDENCYPART_ARC
(5,18),-1.97653 # DEPENDENCYPART_ARC
(5,19),-1.61858 # DEPENDENCYPART_ARC
(5,20),-1.46249 # DEPENDENCYPART_ARC
(5,21),-1.7809 # DEPENDENCYPART_ARC
(5,22),-1.63869 # DEPENDENCYPART_ARC
(5,23),-2.20267 # DEPENDENCYPART_ARC
(5,24),-2.85351 # DEPENDENCYPART_ARC
(5,25),-2.1022 # DEPENDENCYPART_ARC
(5,26),-1.85558 # DEPENDENCYPART_ARC
(5,27),-2.54042 # DEPENDENCYPART_ARC
(5,28),-1.86518 # DEPENDENCYPART_ARC
(6,1),-0.465082 # DEPENDENCYPART_ARC
(6,2),-0.833157 # DEPENDENCYPART_ARC
(6,3),-0.529832 # DEPENDENCYPART_ARC
(6,4),-0.319287 # DEPENDENCYPART_ARC
(6,5),1.19339 # DEPENDENCYPART_ARC
(6,7),0.294321 # DEPENDENCYPART_ARC
(6,8),-0.51867 # DEPENDENCYPART_ARC
(6,9),-0.542011 # DEPENDENCYPART_ARC
(6,10),-1.30261 # DEPENDENCYPART_ARC
(6,11),-2.0651 # DEPENDENCYPART_ARC
(6,12),-2.12181 # DEPENDENCYPART_ARC
(6,13),-0.895587 # DEPENDENCYPART_ARC
(6,14),-2.09586 # DEPENDENCYPART_ARC
(6,15),-2.19308 # DEPENDENCYPART_ARC
(6,16),-2.27345 # DEPENDENCYPART_ARC
(6,17),-2.1117 # DEPENDENCYPART_ARC
(6,18),-2.03979 # DEPENDENCYPART_ARC
(6,19),-1.89752 # DEPENDENCYPART_ARC
(6,20),-1.66622 # DEPENDENCYPART_ARC
(6,21),-1.79807 # DEPENDENCYPART_ARC
(6,22),-1.78105 # DEPENDENCYPART_ARC
(6,23),-2.49235 # DEPENDENCYPART_ARC
(6,24),-2.85462 # DEPENDENCYPART_ARC
(6,25),-2.2828 # DEPENDENCYPART_ARC
(6,26),-2.0968 # DEPENDENCYPART_ARC
(6,27),-2.59004 # DEPENDENCYPART_ARC
(6,28),-1.93072 # DEPENDENCYPART_ARC
(7,1),-1.36104 # DEPENDENCYPART_ARC
(7,2),-1.04609 # DEPENDENCYPART_ARC
(7,3),-0.149717 # DEPENDENCYPART_ARC
(7,4),-4.1114 # DEPENDENCYPART_ARC
(7,5),0.270162 # DEPENDENCYPART_ARC
(7,6),0.786295 # DEPENDENCYPART_ARC
(7,8),0.969945 # DEPENDENCYPART_ARC
(7,9),0.354191 # DEPENDENCYPART_ARC
(7,10),0.287037 # DEPENDENCYPART_ARC
(7,11),-2.05392 # DEPENDENCYPART_ARC
(7,12),-3.96955 # DEPENDENCYPART_ARC
(7,13),0.0784686 # DEPENDENCYPART_ARC
(7,14),-3.31415 # DEPENDENCYPART_ARC
(7,15),-2.52119 # DEPENDENCYPART_ARC
(7,16),-4.81603 # DEPENDENCYPART_ARC
(7,17),-3.0434 # DEPENDENCYPART_ARC
(7,18),-6.80876 # DEPENDENCYPART_ARC
(7,19),-1.21213 # DEPENDENCYPART_ARC
(7,20),-2.71231 # DEPENDENCYPART_ARC
(7,21),-1.14225 # DEPENDENCYPART_ARC
(7,22),-1.98486 # DEPENDENCYPART_ARC
(7,23),-3.78626 # DEPENDENCYPART_ARC
(7,24),-6.38801 # DEPENDENCYPART_ARC
(7,25),-5.46164 # DEPENDENCYPART_ARC
(7,26),-4.25747 # DEPENDENCYPART_ARC
(7,27),-8.58065 # DEPENDENCYPART_ARC
(7,28),-0.635963 # DEPENDENCYPART_ARC
(8,1),-0.809047 # DEPENDENCYPART_ARC
(8,2),-0.777848 # DEPENDENCYPART_ARC
(8,4),0.0292693 # DEPENDENCYPART_ARC
(8,5),-0.0731301 # DEPENDENCYPART_ARC
(8,6),-0.00775078 # DEPENDENCYPART_ARC
(8,7),0.982932 # DEPENDENCYPART_ARC
(8,9),0.792133 # DEPENDENCYPART_ARC
(8,11),-0.383962 # DEPENDENCYPART_ARC
(8,13),0.234575 # DEPENDENCYPART_ARC
(8,14),-0.864965 # DEPENDENCYPART_ARC
(8,15),-0.459969 # DEPENDENCYPART_ARC
(8,17),-0.923802 # DEPENDENCYPART_ARC
(8,20),1.39446 # DEPENDENCYPART_ARC
(8,21),-0.646374 # DEPENDENCYPART_ARC
(8,23),-1.36735 # DEPENDENCYPART_ARC
(8,25),-0.960827 # DEPENDENCYPART_ARC
(8,26),-1.55149 # DEPENDENCYPART_ARC
(8,28),-0.552958 # DEPENDENCYPART_ARC
(9,2),-1.43193 # DEPENDENCYPART_ARC
(9,3),-1.79219 # DEPENDENCYPART_ARC
(9,4),-0.6786 # DEPENDENCYPART_ARC
(9,5),-0.860826 # DEPENDENCYPART_ARC
(9,6),-0.736167 # DEPENDENCYPART_ARC
(9,7),-0.592842 # DEPENDENCYPART_ARC
(9,8),-0.10069 # DEPENDENCYPART_ARC
(9,10),-0.233223 # DEPENDENCYPART_ARC
(9,12),-0.166482 # DEPENDENCYPART_ARC
(9,13),-0.275023 # DEPENDENCYPART_ARC
(9,15),-0.799484 # DEPENDENCYPART_ARC
(9,16),-0.976789 # DEPENDENCYPART_ARC
(9,18),-1.06947 # DEPENDENCYPART_ARC
(9,20),-0.860592 # DEPENDENCYPART_ARC
(9,21),-1.01653 # DEPENDENCYPART_ARC
(9,22),-1.14369 # DEPENDENCYPART_ARC
(9,24),-1.87137 # DEPENDENCYPART_ARC
(9,27),-1.74274 # DEPENDENCYPART_ARC
(9,28),-1.19067 # DEPENDENCYPART_ARC
(10,1),-1.17033 # DEPENDENCYPART_ARC
(10,2),-1.65791 # DEPENDENCYPART_ARC
(10,3),-1.77535 # DEPENDENCYPART_ARC
(10,4),-1.34666 # DEPENDENCYPART_ARC
(10,5),-0.705767 # DEPENDENCYPART_ARC
(10,6),-0.57935 # DEPENDENCYPART_ARC
(10,7),-0.79382 # DEPENDENCYPART_ARC
(10,8),-0.146097 # DEPENDENCYPART_ARC
(10,9),0.856958 # DEPENDENCYPART_ARC
(10,11),0.304656 # DEPENDENCYPART_ARC
(10,12),2.35769 # DEPENDENCYPART_ARC
(10,13),0.82469 # DEPENDENCYPART_ARC
(10,14),-0.893458 # DEPENDENCYPART_ARC
(10,15),-0.190046 # DEPENDENCYPART_ARC
(10,16),-0.441557 # DEPENDENCYPART_ARC
(10,17),-1.27123 # DEPENDENCYPART_ARC
(10,18),-1.65539 # DEPENDENCYPART_ARC
(10,20),-0.922893 # DEPENDENCYPART_ARC
(10,21),-1.05805 # DEPENDENCYPART_ARC
(10,22),-1.183 # DEPENDENCYPART_ARC
(10,23),-2.08621 # DEPENDENCYPART_ARC
(10,24),-3.49241 # DEPENDENCYPART_ARC
(10,25),-1.7438 # DEPENDENCYPART_ARC
(10,26),-1.97486 # DEPENDENCYPART_ARC
(10,27),-4.61826 # DEPENDENCYPART_ARC
(10,28),-0.666066 # DEPENDENCYPART_ARC
(11,3),-2.64031 # DEPENDENCYPART_ARC
(11,5),-1.64348 # DEPENDENCYPART_ARC
(11,6),-1.61783 # DEPENDENCYPART_ARC
(11,12),-0.00207136 # DEPENDENCYPART_ARC
(11,16),-1.44157 # DEPENDENCYPART_ARC
(11,18),-1.37349 # DEPENDENCYPART_ARC
(11,21),-1.27325 # DEPENDENCYPART_ARC
(11,24),-2.31026 # DEPENDENCYPART_ARC
(11,25),-2.80416 # DEPENDENCYPART_ARC
(11,27),-2.07105 # DEPENDENCYPART_ARC
(12,1),-2.30449 # DEPENDENCYPART_ARC
(12,2),-3.22587 # DEPENDENCYPART_ARC
(12,3),-2.80508 # DEPENDENCYPART_ARC
(12,4),-2.7751 # DEPENDENCYPART_ARC
(12,5),-1.39625 # DEPENDENCYPART_ARC
(12,6),-1.24662 # DEPENDENCYPART_ARC
(12,7),0.337467 # DEPENDENCYPART_ARC
(12,8),-0.363068 # DEPENDENCYPART_ARC
(12,9),-0.419867 # DEPENDENCYPART_ARC
(12,10),0.112871 # DEPENDENCYPART_ARC
(12,11),3.25103 # DEPENDENCYPART_ARC
(12,13),-0.0708559 # DEPENDENCYPART_ARC
(12,14),-0.921273 # DEPENDENCYPART_ARC
(12,15),-0.736658 # DEPENDENCYPART_ARC
(12,16),-1.22152 # DEPENDENCYPART_ARC
(12,17),-1.01042 # DEPENDENCYPART_ARC
(12,18),-0.57135 # DEPENDENCYPART_ARC
(12,20),-1.12331 # DEPENDENCYPART_ARC
(12,21),-1.26899 # DEPENDENCYPART_ARC
(12,22),-1.65144 # DEPENDENCYPART_ARC
(12,23),-2.41666 # DEPENDENCYPART_ARC
(12,24),-3.79017 # DEPENDENCYPART_ARC
(12,25),-2.75364 # DEPENDENCYPART_ARC
(12,26),-2.26105 # DEPENDENCYPART_ARC
(12,27),-2.35428 # DEPENDENCYPART_ARC
(12,28),-1.07286 # DEPENDENCYPART_ARC
(13,2),-0.90966 # DEPENDENCYPART_ARC
(13,3),-1.1234 # DEPENDENCYPART_ARC
(13,4),-0.069731 # DEPENDENCYPART_ARC
(13,5),-0.238214 # DEPENDENCYPART_ARC
(13,6),-0.341438 # DEPENDENCYPART_ARC
(13,7),-0.261589 # DEPENDENCYPART_ARC
(13,8),-0.259946 # DEPENDENCYPART_ARC
(13,9),-0.127493 # DEPENDENCYPART_ARC
(13,10),0.367103 # DEPENDENCYPART_ARC
(13,12),0.730679 # DEPENDENCYPART_ARC
(13,15),0.0126437 # DEPENDENCYPART_ARC
(13,16),0.555384 # DEPENDENCYPART_ARC
(13,18),-0.0964962 # DEPENDENCYPART_ARC
(13,20),-0.508764 # DEPENDENCYPART_ARC
(13,21),-0.664419 # DEPENDENCYPART_ARC
(13,22),-0.490051 # DEPENDENCYPART_ARC
(13,24),-1.38839 # DEPENDENCYPART_ARC
(13,27),-1.0484 # DEPENDENCYPART_ARC
(13,28),-0.484217 # DEPENDENCYPART_ARC
(14,3),-1.78031 # DEPENDENCYPART_ARC
(14,5),-1.50023 # DEPENDENCYPART_ARC
(14,6),-1.54931 # DEPENDENCYPART_ARC
(14,12),-1.24905 # DEPENDENCYPART_ARC
(14,16),-0.191136 # DEPENDENCYPART_ARC
(14,18),-0.965077 # DEPENDENCYPART_ARC
(14,21),-0.905834 # DEPENDENCYPART_ARC
(14,24),-1.93412 # DEPENDENCYPART_ARC
(14,25),-1.95561 # DEPENDENCYPART_ARC
(14,27),-1.78323 # DEPENDENCYPART_ARC
(15,1),-1.91436 # DEPENDENCYPART_ARC
(15,2),-2.31756 # DEPENDENCYPART_ARC
(15,3),-2.33226 # DEPENDENCYPART_ARC
(15,4),-4.25815 # DEPENDENCYPART_ARC
(15,5),-1.86552 # DEPENDENCYPART_ARC
(15,6),-1.61933 # DEPENDENCYPART_ARC
(15,7),-1.77199 # DEPENDENCYPART_ARC
(15,8),-1.21104 # DEPENDENCYPART_ARC
(15,9),-1.24857 # DEPENDENCYPART_ARC
(15,10),-1.04035 # DEPENDENCYPART_ARC
(15,11),-1.2605 # DEPENDENCYPART_ARC
(15,12),-2.12912 # DEPENDENCYPART_ARC
(15,13),-0.594822 # DEPENDENCYPART_ARC
(15,14),1.21063 # DEPENDENCYPART_ARC
(15,16),-0.114891 # DEPENDENCYPART_ARC
(15,17),-0.676122 # DEPENDENCYPART_ARC
(15,18),0.130553 # DEPENDENCYPART_ARC
(15,20),-2.01236 # DEPENDENCYPART_ARC
(15,21),-1.11157 # DEPENDENCYPART_ARC
(15,22),-0.887343 # DEPENDENCYPART_ARC
(15,23),-2.76919 # DEPENDENCYPART_ARC
(15,24),-2.8877 # DEPENDENCYPART_ARC
(15,25),-1.79713 # DEPENDENCYPART_ARC
(15,26),-2.56666 # DEPENDENCYPART_ARC
(15,27),-1.92278 # DEPENDENCYPART_ARC
(15,28),-1.09041 # DEPENDENCYPART_ARC
(16,1),-0.664271 # DEPENDENCYPART_ARC
(16,2),-1.2821 # DEPENDENCYPART_ARC
(16,3),-1.98771 # DEPENDENCYPART_ARC
(16,4),-1.95103 # DEPENDENCYPART_ARC
(16,5),-0.926626 # DEPENDENCYPART_ARC
(16,6),-0.87735 # DEPENDENCYPART_ARC
(16,7),0.967479 # DEPENDENCYPART_ARC
(16,8),-0.439989 # DEPENDENCYPART_ARC
(16,9),-0.513122 # DEPENDENCYPART_ARC
(16,10),-0.526046 # DEPENDENCYPART_ARC
(16,11),0.513414 # DEPENDENCYPART_ARC
(16,12),-1.23273 # DEPENDENCYPART_ARC
(16,13),-0.138617 # DEPENDENCYPART_ARC
(16,14),3.43381 # DEPENDENCYPART_ARC
(16,15),3.79774 # DEPENDENCYPART_ARC
(16,17),-0.184005 # DEPENDENCYPART_ARC
(16,18),2.42184 # DEPENDENCYPART_ARC
(16,20),-0.143442 # DEPENDENCYPART_ARC
(16,21),-0.234943 # DEPENDENCYPART_ARC
(16,22),-1.01813 # DEPENDENCYPART_ARC
(16,23),-1.83775 # DEPENDENCYPART_ARC
(16,24),-1.70458 # DEPENDENCYPART_ARC
(16,25),-1.12073 # DEPENDENCYPART_ARC
(16,26),-1.96478 # DEPENDENCYPART_ARC
(16,27),-0.783135 # DEPENDENCYPART_ARC
(16,28),-0.184898 # DEPENDENCYPART_ARC
(17,3),-2.60923 # DEPENDENCYPART_ARC
(17,5),-1.57646 # DEPENDENCYPART_ARC
(17,6),-1.5525 # DEPENDENCYPART_ARC
(17,12),-2.28057 # DEPENDENCYPART_ARC
(17,16),-1.19394 # DEPENDENCYPART_ARC
(17,18),0.418978 # DEPENDENCYPART_ARC
(17,21),-1.12915 # DEPENDENCYPART_ARC
(17,24),-2.12233 # DEPENDENCYPART_ARC
(17,25),-2.88611 # DEPENDENCYPART_ARC
(17,27),-1.70325 # DEPENDENCYPART_ARC
(18,1),-3.33053 # DEPENDENCYPART_ARC
(18,2),-4.14722 # DEPENDENCYPART_ARC
(18,3),-3.52418 # DEPENDENCYPART_ARC
(18,4),-1.84099 # DEPENDENCYPART_ARC
(18,5),-1.42169 # DEPENDENCYPART_ARC
(18,6),-1.26204 # DEPENDENCYPART_ARC
(18,7),0.286691 # DEPENDENCYPART_ARC
(18,8),-0.822725 # DEPENDENCYPART_ARC
(18,9),-0.653674 # DEPENDENCYPART_ARC
(18,10),-0.79185 # DEPENDENCYPART_ARC
(18,11),-1.36835 # DEPENDENCYPART_ARC
(18,12),-2.73414 # DEPENDENCYPART_ARC
(18,13),-0.593007 # DEPENDENCYPART_ARC
(18,14),-0.312631 # DEPENDENCYPART_ARC
(18,15),-1.21254 # DEPENDENCYPART_ARC
(18,16),-0.605395 # DEPENDENCYPART_ARC
(18,17),3.49232 # DEPENDENCYPART_ARC
(18,20),-0.9548 # DEPENDENCYPART_ARC
(18,21),-0.91778 # DEPENDENCYPART_ARC
(18,22),-1.67138 # DEPENDENCYPART_ARC
(18,23),-2.28119 # DEPENDENCYPART_ARC
(18,24),-2.81802 # DEPENDENCYPART_ARC
(18,25),-2.18596 # DEPENDENCYPART_ARC
(18,26),-2.35537 # DEPENDENCYPART_ARC
(18,27),-1.64078 # DEPENDENCYPART_ARC
(18,28),-1.01224 # DEPENDENCYPART_ARC
(20,1),-0.905454 # DEPENDENCYPART_ARC
(20,2),-2.25223 # DEPENDENCYPART_ARC
(20,3),0.292543 # DEPENDENCYPART_ARC
(20,4),-3.36969 # DEPENDENCYPART_ARC
(20,5),0.0172859 # DEPENDENCYPART_ARC
(20,6),0.14553 # DEPENDENCYPART_ARC
(20,7),-2.99287 # DEPENDENCYPART_ARC
(20,8),0.333303 # DEPENDENCYPART_ARC
(20,9),0.606827 # DEPENDENCYPART_ARC
(20,10),1.20952 # DEPENDENCYPART_ARC
(20,11),-1.27606 # DEPENDENCYPART_ARC
(20,12),-0.763196 # DEPENDENCYPART_ARC
(20,13),0.633165 # DEPENDENCYPART_ARC
(20,14),-1.22759 # DEPENDENCYPART_ARC
(20,15),-0.55456 # DEPENDENCYPART_ARC
(20,16),1.96429 # DEPENDENCYPART_ARC
(20,17),-0.859842 # DEPENDENCYPART_ARC
(20,18),-0.232271 # DEPENDENCYPART_ARC
(20,19),2.73247 # DEPENDENCYPART_ARC
(20,21),2.14805 # DEPENDENCYPART_ARC
(20,22),1.21337 # DEPENDENCYPART_ARC
(20,23),-1.103 # DEPENDENCYPART_ARC
(20,24),1.14596 # DEPENDENCYPART_ARC
(20,25),-2.48855 # DEPENDENCYPART_ARC
(20,26),-2.32443 # DEPENDENCYPART_ARC
(20,27),-1.78057 # DEPENDENCYPART_ARC
(20,28),0.412287 # DEPENDENCYPART_ARC
(21,1),-1.11128 # DEPENDENCYPART_ARC
(21,2),-1.42888 # DEPENDENCYPART_ARC
(21,3),-1.36348 # DEPENDENCYPART_ARC
(21,4),-1.02885 # DEPENDENCYPART_ARC
(21,5),-0.345596 # DEPENDENCYPART_ARC
(21,6),-0.608995 # DEPENDENCYPART_ARC
(21,7),-1.2366 # DEPENDENCYPART_ARC
(21,8),-0.654945 # DEPENDENCYPART_ARC
(21,9),-0.555732 # DEPENDENCYPART_ARC
(21,10),-0.643704 # DEPENDENCYPART_ARC
(21,11),-1.0835 # DEPENDENCYPART_ARC
(21,12),-1.2008 # DEPENDENCYPART_ARC
(21,13),-0.353939 # DEPENDENCYPART_ARC
(21,14),-0.888099 # DEPENDENCYPART_ARC
(21,15),-0.971721 # DEPENDENCYPART_ARC
(21,16),-1.14023 # DEPENDENCYPART_ARC
(21,17),-0.654785 # DEPENDENCYPART_ARC
(21,18),-0.790586 # DEPENDENCYPART_ARC
(21,19),0.300672 # DEPENDENCYPART_ARC
(21,20),-0.190734 # DEPENDENCYPART_ARC
(21,22),1.54476 # DEPENDENCYPART_ARC
(21,23),-0.00858843 # DEPENDENCYPART_ARC
(21,24),0.0558626 # DEPENDENCYPART_ARC
(21,25),-0.270334 # DEPENDENCYPART_ARC
(21,26),-0.299806 # DEPENDENCYPART_ARC
(21,27),-0.323897 # DEPENDENCYPART_ARC
(21,28),-0.13428 # DEPENDENCYPART_ARC
(22,1),-2.04223 # DEPENDENCYPART_ARC
(22,2),-2.33385 # DEPENDENCYPART_ARC
(22,3),-2.4526 # DEPENDENCYPART_ARC
(22,4),-2.05244 # DEPENDENCYPART_ARC
(22,5),-1.69687 # DEPENDENCYPART_ARC
(22,6),-1.61914 # DEPENDENCYPART_ARC
(22,7),-1.93691 # DEPENDENCYPART_ARC
(22,8),-1.32905 # DEPENDENCYPART_ARC
(22,9),-1.31574 # DEPENDENCYPART_ARC
(22,10),-1.41787 # DEPENDENCYPART_ARC
(22,11),-1.67415 # DEPENDENCYPART_ARC
(22,12),-2.1994 # DEPENDENCYPART_ARC
(22,13),-1.11244 # DEPENDENCYPART_ARC
(22,14),-1.59141 # DEPENDENCYPART_ARC
(22,15),-1.99467 # DEPENDENCYPART_ARC
(22,16),-2.06739 # DEPENDENCYPART_ARC
(22,17),-1.27098 # DEPENDENCYPART_ARC
(22,18),-1.82783 # DEPENDENCYPART_ARC
(22,20),-0.951193 # DEPENDENCYPART_ARC
(22,21),-0.228144 # DEPENDENCYPART_ARC
(22,23),0.257646 # DEPENDENCYPART_ARC
(22,24),2.8491 # DEPENDENCYPART_ARC
(22,25),0.239928 # DEPENDENCYPART_ARC
(22,26),-0.818689 # DEPENDENCYPART_ARC
(22,27),0.413874 # DEPENDENCYPART_ARC
(22,28),-0.204526 # DEPENDENCYPART_ARC
(23,3),-2.81917 # DEPENDENCYPART_ARC
(23,5),-2.25913 # DEPENDENCYPART_ARC
(23,6),-2.23826 # DEPENDENCYPART_ARC
(23,12),-2.89754 # DEPENDENCYPART_ARC
(23,16),-2.61358 # DEPENDENCYPART_ARC
(23,18),-2.76786 # DEPENDENCYPART_ARC
(23,21),-1.18794 # DEPENDENCYPART_ARC
(23,24),0.293077 # DEPENDENCYPART_ARC
(23,25),-0.865444 # DEPENDENCYPART_ARC
(23,27),-0.571557 # DEPENDENCYPART_ARC
(24,1),-3.90279 # DEPENDENCYPART_ARC
(24,2),-3.42941 # DEPENDENCYPART_ARC
(24,3),-3.36763 # DEPENDENCYPART_ARC
(24,4),-2.61028 # DEPENDENCYPART_ARC
(24,5),-1.41131 # DEPENDENCYPART_ARC
(24,6),-1.4075 # DEPENDENCYPART_ARC
