# _root_ * Η κερκυραϊκή κουζίνα , με το σοφρίτο , την παστιτσάδα και γλυκά και λικέρ όπως το κουμ κουάτ .
#goldHeads=0,4,4,0,0,4,8,12,12,11,12,6,14,12,14,15,18,15,18,0,
#predictedHeads=0,4,4,12,0,5,8,6,12,11,12,6,14,12,14,15,18,19,14,0,
(5,17),-0.973784 # DEPENDENCYPART_ARC
(5,18),-0.861593 # DEPENDENCYPART_ARC
(5,19),-0.717598 # DEPENDENCYPART_ARC
(5,20),-0.163307 # DEPENDENCYPART_ARC
(6,1),-0.276241 # DEPENDENCYPART_ARC
(6,2),-0.471818 # DEPENDENCYPART_ARC
(6,3),-0.763109 # DEPENDENCYPART_ARC
(6,4),-0.938714 # DEPENDENCYPART_ARC
(6,5),0.657849 # DEPENDENCYPART_ARC
(6,7),0.318052 # DEPENDENCYPART_ARC
(6,8),0.970869 # DEPENDENCYPART_ARC
(6,9),0.94825 # DEPENDENCYPART_ARC
(6,10),-0.591569 # DEPENDENCYPART_ARC
(6,11),0.765196 # DEPENDENCYPART_ARC
(6,12),1.057 # DEPENDENCYPART_ARC
(6,13),-0.296785 # DEPENDENCYPART_ARC
(6,14),0.335295 # DEPENDENCYPART_ARC
(6,15),0.126359 # DEPENDENCYPART_ARC
(6,16),-0.393837 # DEPENDENCYPART_ARC
(6,17),-1.27522 # DEPENDENCYPART_ARC
(6,18),-0.860296 # DEPENDENCYPART_ARC
(6,19),-0.823314 # DEPENDENCYPART_ARC
(6,20),0.0193274 # DEPENDENCYPART_ARC
(7,1),-1.72373 # DEPENDENCYPART_ARC
(7,2),-1.68368 # DEPENDENCYPART_ARC
(7,3),-2.57487 # DEPENDENCYPART_ARC
(7,4),-2.0739 # DEPENDENCYPART_ARC
(7,5),-1.17353 # DEPENDENCYPART_ARC
(7,6),-0.545449 # DEPENDENCYPART_ARC
(7,8),-0.0953337 # DEPENDENCYPART_ARC
(7,9),-0.120745 # DEPENDENCYPART_ARC
(7,10),-0.582778 # DEPENDENCYPART_ARC
(7,11),-0.82756 # DEPENDENCYPART_ARC
(7,12),-0.307312 # DEPENDENCYPART_ARC
(7,13),-1.71335 # DEPENDENCYPART_ARC
(7,14),-0.212005 # DEPENDENCYPART_ARC
(7,15),-1.35719 # DEPENDENCYPART_ARC
(7,16),-0.421235 # DEPENDENCYPART_ARC
(7,17),-0.964989 # DEPENDENCYPART_ARC
(7,18),-1.45811 # DEPENDENCYPART_ARC
(7,19),-1.83468 # DEPENDENCYPART_ARC
(7,20),-0.539439 # DEPENDENCYPART_ARC
(8,1),-0.2765 # DEPENDENCYPART_ARC
(8,2),-0.167322 # DEPENDENCYPART_ARC
(8,3),-0.501097 # DEPENDENCYPART_ARC
(8,4),-0.643338 # DEPENDENCYPART_ARC
(8,5),0.00564577 # DEPENDENCYPART_ARC
(8,6),0.625663 # DEPENDENCYPART_ARC
(8,7),1.31554 # DEPENDENCYPART_ARC
(8,9),0.341342 # DEPENDENCYPART_ARC
(8,10),0.0222501 # DEPENDENCYPART_ARC
(8,11),0.0343057 # DEPENDENCYPART_ARC
(8,12),-0.488679 # DEPENDENCYPART_ARC
(8,13),-0.5891 # DEPENDENCYPART_ARC
(8,14),-0.500538 # DEPENDENCYPART_ARC
(8,15),-1.47102 # DEPENDENCYPART_ARC
(8,16),-0.336882 # DEPENDENCYPART_ARC
(8,17),-0.965859 # DEPENDENCYPART_ARC
(8,18),-1.45908 # DEPENDENCYPART_ARC
(8,19),-1.2529 # DEPENDENCYPART_ARC
(8,20),-0.592348 # DEPENDENCYPART_ARC
(9,1),-0.0213134 # DEPENDENCYPART_ARC
(9,2),-0.304406 # DEPENDENCYPART_ARC
(9,3),-0.307555 # DEPENDENCYPART_ARC
(9,4),0.157276 # DEPENDENCYPART_ARC
(9,5),-0.00133505 # DEPENDENCYPART_ARC
(9,6),0.419454 # DEPENDENCYPART_ARC
(9,7),0.204853 # DEPENDENCYPART_ARC
(9,8),0.46672 # DEPENDENCYPART_ARC
(9,10),-0.0560228 # DEPENDENCYPART_ARC
(9,11),0.298272 # DEPENDENCYPART_ARC
(9,12),0.275655 # DEPENDENCYPART_ARC
(9,13),-0.272949 # DEPENDENCYPART_ARC
(9,14),-0.131958 # DEPENDENCYPART_ARC
(9,15),-0.56248 # DEPENDENCYPART_ARC
(9,16),-0.265642 # DEPENDENCYPART_ARC
(9,17),-0.884754 # DEPENDENCYPART_ARC
(9,18),-0.765432 # DEPENDENCYPART_ARC
(9,19),-0.544856 # DEPENDENCYPART_ARC
(9,20),-0.0010212 # DEPENDENCYPART_ARC
(10,1),-1.67923 # DEPENDENCYPART_ARC
(10,2),-1.41827 # DEPENDENCYPART_ARC
(10,3),-2.53256 # DEPENDENCYPART_ARC
(10,4),-2.13213 # DEPENDENCYPART_ARC
(10,5),-1.50577 # DEPENDENCYPART_ARC
(10,6),-1.26474 # DEPENDENCYPART_ARC
(10,7),-0.781661 # DEPENDENCYPART_ARC
(10,8),-0.555916 # DEPENDENCYPART_ARC
(10,9),-0.533027 # DEPENDENCYPART_ARC
(10,11),-0.0399772 # DEPENDENCYPART_ARC
(10,12),0.0130926 # DEPENDENCYPART_ARC
(10,13),-1.54359 # DEPENDENCYPART_ARC
(10,14),-0.264939 # DEPENDENCYPART_ARC
(10,15),-1.50808 # DEPENDENCYPART_ARC
(10,16),-0.62603 # DEPENDENCYPART_ARC
(10,17),-1.39461 # DEPENDENCYPART_ARC
(10,18),-1.99649 # DEPENDENCYPART_ARC
(10,19),-2.06979 # DEPENDENCYPART_ARC
(10,20),-0.466406 # DEPENDENCYPART_ARC
(11,1),-1.49929 # DEPENDENCYPART_ARC
(11,2),-0.921342 # DEPENDENCYPART_ARC
(11,3),-1.77353 # DEPENDENCYPART_ARC
(11,4),-2.42492 # DEPENDENCYPART_ARC
(11,5),-1.31405 # DEPENDENCYPART_ARC
(11,6),-0.798232 # DEPENDENCYPART_ARC
(11,7),-0.0518907 # DEPENDENCYPART_ARC
(11,8),-0.121203 # DEPENDENCYPART_ARC
(11,9),-0.0714698 # DEPENDENCYPART_ARC
(11,10),3.032 # DEPENDENCYPART_ARC
(11,12),0.0953949 # DEPENDENCYPART_ARC
(11,13),-1.00015 # DEPENDENCYPART_ARC
(11,14),-0.651523 # DEPENDENCYPART_ARC
(11,15),-1.95993 # DEPENDENCYPART_ARC
(11,16),-0.914474 # DEPENDENCYPART_ARC
(11,17),-2.24734 # DEPENDENCYPART_ARC
(11,18),-3.00963 # DEPENDENCYPART_ARC
(11,19),-1.92495 # DEPENDENCYPART_ARC
(11,20),-1.09878 # DEPENDENCYPART_ARC
(12,1),0.0588188 # DEPENDENCYPART_ARC
(12,2),-0.0512691 # DEPENDENCYPART_ARC
(12,3),0.894928 # DEPENDENCYPART_ARC
(12,4),1.03685 # DEPENDENCYPART_ARC
(12,5),0.768418 # DEPENDENCYPART_ARC
(12,6),0.526295 # DEPENDENCYPART_ARC
(12,7),0.50777 # DEPENDENCYPART_ARC
(12,8),0.813236 # DEPENDENCYPART_ARC
(12,9),1.32336 # DEPENDENCYPART_ARC
(12,10),1.13087 # DEPENDENCYPART_ARC
(12,11),2.43295 # DEPENDENCYPART_ARC
(12,13),1.85306 # DEPENDENCYPART_ARC
(12,14),0.489482 # DEPENDENCYPART_ARC
(12,15),1.36562 # DEPENDENCYPART_ARC
(12,16),0.168116 # DEPENDENCYPART_ARC
(12,17),-0.628073 # DEPENDENCYPART_ARC
(12,18),0.142753 # DEPENDENCYPART_ARC
(12,19),-0.0649413 # DEPENDENCYPART_ARC
(12,20),0.34185 # DEPENDENCYPART_ARC
(13,1),-0.879835 # DEPENDENCYPART_ARC
(13,2),-1.59875 # DEPENDENCYPART_ARC
(13,3),-1.83174 # DEPENDENCYPART_ARC
(13,4),-1.81014 # DEPENDENCYPART_ARC
(13,5),-0.812446 # DEPENDENCYPART_ARC
(13,6),-0.512014 # DEPENDENCYPART_ARC
(13,7),-0.897177 # DEPENDENCYPART_ARC
(13,8),-0.748115 # DEPENDENCYPART_ARC
(13,9),-0.459201 # DEPENDENCYPART_ARC
(13,10),-0.572062 # DEPENDENCYPART_ARC
(13,11),-0.60962 # DEPENDENCYPART_ARC
(13,12),0.517945 # DEPENDENCYPART_ARC
(13,14),0.345258 # DEPENDENCYPART_ARC
(13,15),0.331431 # DEPENDENCYPART_ARC
(13,16),-0.351178 # DEPENDENCYPART_ARC
(13,17),-1.69731 # DEPENDENCYPART_ARC
(13,18),-0.734418 # DEPENDENCYPART_ARC
(13,19),-2.16201 # DEPENDENCYPART_ARC
(13,20),-0.339146 # DEPENDENCYPART_ARC
(14,1),-0.109501 # DEPENDENCYPART_ARC
(14,2),-0.276325 # DEPENDENCYPART_ARC
(14,3),0.451474 # DEPENDENCYPART_ARC
(14,4),0.758221 # DEPENDENCYPART_ARC
(14,5),0.653755 # DEPENDENCYPART_ARC
(14,6),0.238421 # DEPENDENCYPART_ARC
(14,7),0.207376 # DEPENDENCYPART_ARC
(14,8),0.562549 # DEPENDENCYPART_ARC
(14,9),0.826098 # DEPENDENCYPART_ARC
(14,10),0.611542 # DEPENDENCYPART_ARC
(14,11),1.59146 # DEPENDENCYPART_ARC
(14,12),0.510289 # DEPENDENCYPART_ARC
(14,13),1.86321 # DEPENDENCYPART_ARC
(14,15),1.88264 # DEPENDENCYPART_ARC
(14,16),0.396398 # DEPENDENCYPART_ARC
(14,17),-0.423886 # DEPENDENCYPART_ARC
(14,18),0.061299 # DEPENDENCYPART_ARC
(14,19),0.420585 # DEPENDENCYPART_ARC
(14,20),0.447706 # DEPENDENCYPART_ARC
(15,1),-1.42495 # DEPENDENCYPART_ARC
(15,2),-1.54773 # DEPENDENCYPART_ARC
(15,3),-1.33956 # DEPENDENCYPART_ARC
(15,4),-2.76127 # DEPENDENCYPART_ARC
(15,5),-1.27858 # DEPENDENCYPART_ARC
(15,6),-0.988377 # DEPENDENCYPART_ARC
(15,7),-0.646903 # DEPENDENCYPART_ARC
(15,8),-0.388235 # DEPENDENCYPART_ARC
(15,9),-0.99083 # DEPENDENCYPART_ARC
(15,10),-0.398446 # DEPENDENCYPART_ARC
(15,11),-1.86346 # DEPENDENCYPART_ARC
(15,12),-0.279857 # DEPENDENCYPART_ARC
(15,13),0.29512 # DEPENDENCYPART_ARC
(15,14),0.982392 # DEPENDENCYPART_ARC
(15,16),0.797932 # DEPENDENCYPART_ARC
(15,17),-0.695553 # DEPENDENCYPART_ARC
(15,18),-0.218879 # DEPENDENCYPART_ARC
(15,19),-0.919535 # DEPENDENCYPART_ARC
(15,20),-0.119375 # DEPENDENCYPART_ARC
(16,1),-0.888717 # DEPENDENCYPART_ARC
(16,2),-1.06832 # DEPENDENCYPART_ARC
(16,3),-1.29347 # DEPENDENCYPART_ARC
(16,4),-0.966571 # DEPENDENCYPART_ARC
(16,5),-0.731437 # DEPENDENCYPART_ARC
(16,6),-0.505552 # DEPENDENCYPART_ARC
(16,7),-0.51889 # DEPENDENCYPART_ARC
(16,8),-0.631523 # DEPENDENCYPART_ARC
(16,9),-0.450262 # DEPENDENCYPART_ARC
(16,10),-0.672521 # DEPENDENCYPART_ARC
(16,11),-0.861402 # DEPENDENCYPART_ARC
(16,12),-0.266885 # DEPENDENCYPART_ARC
(16,13),-0.268227 # DEPENDENCYPART_ARC
(16,14),0.137316 # DEPENDENCYPART_ARC
(16,15),0.20406 # DEPENDENCYPART_ARC
(16,17),0.00207567 # DEPENDENCYPART_ARC
(16,18),0.420018 # DEPENDENCYPART_ARC
(16,19),-0.74366 # DEPENDENCYPART_ARC
(16,20),-0.411104 # DEPENDENCYPART_ARC
(17,1),-1.71322 # DEPENDENCYPART_ARC
(17,2),-1.50958 # DEPENDENCYPART_ARC
(17,3),-2.14064 # DEPENDENCYPART_ARC
(17,4),-2.22613 # DEPENDENCYPART_ARC
(17,5),-1.63837 # DEPENDENCYPART_ARC
(17,6),-1.45098 # DEPENDENCYPART_ARC
(17,7),-1.18925 # DEPENDENCYPART_ARC
(17,8),-0.793234 # DEPENDENCYPART_ARC
(17,9),-1.56947 # DEPENDENCYPART_ARC
(17,10),-1.57577 # DEPENDENCYPART_ARC
(17,11),-2.14981 # DEPENDENCYPART_ARC
(17,12),-1.31726 # DEPENDENCYPART_ARC
(17,13),-2.25948 # DEPENDENCYPART_ARC
(17,14),-1.01133 # DEPENDENCYPART_ARC
(17,15),-0.968638 # DEPENDENCYPART_ARC
(17,16),-0.142261 # DEPENDENCYPART_ARC
(17,18),0.209882 # DEPENDENCYPART_ARC
(17,19),-1.47067 # DEPENDENCYPART_ARC
(17,20),-0.342279 # DEPENDENCYPART_ARC
(18,1),-1.54855 # DEPENDENCYPART_ARC
(18,2),-2.28115 # DEPENDENCYPART_ARC
(18,3),-1.7296 # DEPENDENCYPART_ARC
(18,4),-3.06623 # DEPENDENCYPART_ARC
(18,5),-1.41487 # DEPENDENCYPART_ARC
(18,6),-1.30216 # DEPENDENCYPART_ARC
(18,7),-1.69337 # DEPENDENCYPART_ARC
(18,8),-0.713338 # DEPENDENCYPART_ARC
(18,9),-1.0855 # DEPENDENCYPART_ARC
(18,10),-1.71498 # DEPENDENCYPART_ARC
(18,11),-2.55407 # DEPENDENCYPART_ARC
(18,12),-0.757165 # DEPENDENCYPART_ARC
(18,13),-1.32657 # DEPENDENCYPART_ARC
(18,14),-0.133197 # DEPENDENCYPART_ARC
(18,15),-0.154669 # DEPENDENCYPART_ARC
(18,16),0.269275 # DEPENDENCYPART_ARC
(18,17),3.14481 # DEPENDENCYPART_ARC
(18,19),0.443321 # DEPENDENCYPART_ARC
(18,20),0.314511 # DEPENDENCYPART_ARC
(19,1),-0.236879 # DEPENDENCYPART_ARC
(19,2),-0.572634 # DEPENDENCYPART_ARC
(19,3),-1.39136 # DEPENDENCYPART_ARC
(19,4),-1.44554 # DEPENDENCYPART_ARC
(19,5),-0.283675 # DEPENDENCYPART_ARC
(19,6),-0.0475068 # DEPENDENCYPART_ARC
(19,7),-0.699365 # DEPENDENCYPART_ARC
(19,8),-0.700052 # DEPENDENCYPART_ARC
(19,9),-0.149075 # DEPENDENCYPART_ARC
(19,10),-0.361722 # DEPENDENCYPART_ARC
(19,11),-1.11403 # DEPENDENCYPART_ARC
(19,12),-0.00159309 # DEPENDENCYPART_ARC
(19,13),0.217546 # DEPENDENCYPART_ARC
(19,14),0.14142 # DEPENDENCYPART_ARC
(19,15),0.181122 # DEPENDENCYPART_ARC
(19,16),0.578338 # DEPENDENCYPART_ARC
(19,17),1.61091 # DEPENDENCYPART_ARC
(19,18),1.77884 # DEPENDENCYPART_ARC
(19,20),0.831631 # DEPENDENCYPART_ARC
(20,1),-1.7153 # DEPENDENCYPART_ARC
(20,2),-2.20824 # DEPENDENCYPART_ARC
(20,3),-2.25302 # DEPENDENCYPART_ARC
(20,4),-2.61909 # DEPENDENCYPART_ARC
(20,5),-2.08961 # DEPENDENCYPART_ARC
(20,6),-2.29125 # DEPENDENCYPART_ARC
(20,7),-2.15132 # DEPENDENCYPART_ARC
(20,8),-1.94176 # DEPENDENCYPART_ARC
(20,9),-1.91086 # DEPENDENCYPART_ARC
(20,10),-2.05457 # DEPENDENCYPART_ARC
(20,11),-2.10544 # DEPENDENCYPART_ARC
(20,12),-1.84856 # DEPENDENCYPART_ARC
(20,13),-2.04417 # DEPENDENCYPART_ARC
(20,14),-1.69886 # DEPENDENCYPART_ARC
(20,15),-2.12771 # DEPENDENCYPART_ARC
(20,16),-1.57796 # DEPENDENCYPART_ARC
(20,17),-1.46748 # DEPENDENCYPART_ARC
(20,18),-1.96424 # DEPENDENCYPART_ARC
(20,19),-1.16004 # DEPENDENCYPART_ARC
