# _root_ Πιστεύω ότι αξίζει στ' αλήθεια τον κόπο να συνεχίσουμε το πρόγραμμα αυτό και , αν είναι δυνατόν , να αυξήσουμε τους σχετικούς πόρους .
#goldHeads=0,1,13,3,4,7,3,9,3,11,9,11,2,15,13,15,16,13,20,13,23,23,20,0,
#predictedHeads=0,1,2,5,3,7,3,9,13,11,9,11,2,15,9,15,16,15,20,16,23,23,20,0,
(7,11),-0.74746 # DEPENDENCYPART_ARC
(7,12),-0.49316 # DEPENDENCYPART_ARC
(7,13),-0.00577347 # DEPENDENCYPART_ARC
(7,14),-0.450683 # DEPENDENCYPART_ARC
(7,15),-0.191833 # DEPENDENCYPART_ARC
(7,16),-1.82896 # DEPENDENCYPART_ARC
(7,17),-1.41364 # DEPENDENCYPART_ARC
(7,18),-0.775464 # DEPENDENCYPART_ARC
(7,19),-1.52154 # DEPENDENCYPART_ARC
(7,20),-2.53421 # DEPENDENCYPART_ARC
(7,21),-1.97095 # DEPENDENCYPART_ARC
(7,22),-1.58688 # DEPENDENCYPART_ARC
(7,23),-2.61242 # DEPENDENCYPART_ARC
(7,24),-0.542799 # DEPENDENCYPART_ARC
(8,1),-1.61713 # DEPENDENCYPART_ARC
(8,5),-1.11045 # DEPENDENCYPART_ARC
(8,6),-0.199608 # DEPENDENCYPART_ARC
(8,7),-0.53328 # DEPENDENCYPART_ARC
(8,9),0.52056 # DEPENDENCYPART_ARC
(8,10),-0.630451 # DEPENDENCYPART_ARC
(8,11),-0.658072 # DEPENDENCYPART_ARC
(8,14),-0.531794 # DEPENDENCYPART_ARC
(8,16),-1.27584 # DEPENDENCYPART_ARC
(8,18),-0.712243 # DEPENDENCYPART_ARC
(8,20),-1.40234 # DEPENDENCYPART_ARC
(8,21),-1.65487 # DEPENDENCYPART_ARC
(8,23),-1.61831 # DEPENDENCYPART_ARC
(8,24),-1.08813 # DEPENDENCYPART_ARC
(9,1),-3.09431 # DEPENDENCYPART_ARC
(9,2),-0.566533 # DEPENDENCYPART_ARC
(9,3),-1.29037 # DEPENDENCYPART_ARC
(9,4),-1.11314 # DEPENDENCYPART_ARC
(9,5),-0.195814 # DEPENDENCYPART_ARC
(9,6),-0.64725 # DEPENDENCYPART_ARC
(9,7),-0.593179 # DEPENDENCYPART_ARC
(9,8),2.44335 # DEPENDENCYPART_ARC
(9,10),-0.650051 # DEPENDENCYPART_ARC
(9,11),2.57475 # DEPENDENCYPART_ARC
(9,12),-1.11999 # DEPENDENCYPART_ARC
(9,13),0.602411 # DEPENDENCYPART_ARC
(9,14),0.647323 # DEPENDENCYPART_ARC
(9,15),0.87956 # DEPENDENCYPART_ARC
(9,16),-3.84321 # DEPENDENCYPART_ARC
(9,17),-1.50908 # DEPENDENCYPART_ARC
(9,18),0.0892321 # DEPENDENCYPART_ARC
(9,19),-0.863296 # DEPENDENCYPART_ARC
(9,20),-2.10103 # DEPENDENCYPART_ARC
(9,21),-2.37457 # DEPENDENCYPART_ARC
(9,22),-2.78517 # DEPENDENCYPART_ARC
(9,23),-0.983921 # DEPENDENCYPART_ARC
(9,24),0.174262 # DEPENDENCYPART_ARC
(10,5),-2.14466 # DEPENDENCYPART_ARC
(10,7),-1.421 # DEPENDENCYPART_ARC
(10,11),0.0750129 # DEPENDENCYPART_ARC
(10,12),-0.729736 # DEPENDENCYPART_ARC
(10,13),-0.436787 # DEPENDENCYPART_ARC
(10,23),-2.53335 # DEPENDENCYPART_ARC
(11,1),-2.89929 # DEPENDENCYPART_ARC
(11,2),-0.995027 # DEPENDENCYPART_ARC
(11,3),-3.20554 # DEPENDENCYPART_ARC
(11,4),-1.03509 # DEPENDENCYPART_ARC
(11,5),-2.41208 # DEPENDENCYPART_ARC
(11,6),0.185133 # DEPENDENCYPART_ARC
(11,7),-0.473878 # DEPENDENCYPART_ARC
(11,8),-0.274708 # DEPENDENCYPART_ARC
(11,9),-1.35447 # DEPENDENCYPART_ARC
(11,10),3.56877 # DEPENDENCYPART_ARC
(11,12),2.40569 # DEPENDENCYPART_ARC
(11,13),0.351237 # DEPENDENCYPART_ARC
(11,14),0.186133 # DEPENDENCYPART_ARC
(11,15),0.0690135 # DEPENDENCYPART_ARC
(11,16),-0.155961 # DEPENDENCYPART_ARC
(11,17),-1.00144 # DEPENDENCYPART_ARC
(11,18),-0.641776 # DEPENDENCYPART_ARC
(11,19),-1.309 # DEPENDENCYPART_ARC
(11,20),-1.42363 # DEPENDENCYPART_ARC
(11,21),-1.69005 # DEPENDENCYPART_ARC
(11,22),-1.50354 # DEPENDENCYPART_ARC
(11,23),-1.91075 # DEPENDENCYPART_ARC
(11,24),-0.784849 # DEPENDENCYPART_ARC
(12,1),-3.63789 # DEPENDENCYPART_ARC
(12,5),-2.32139 # DEPENDENCYPART_ARC
(12,7),-2.49457 # DEPENDENCYPART_ARC
(12,9),-2.48241 # DEPENDENCYPART_ARC
(12,11),-1.02142 # DEPENDENCYPART_ARC
(12,13),0.0715182 # DEPENDENCYPART_ARC
(12,14),-0.484161 # DEPENDENCYPART_ARC
(12,16),-1.79499 # DEPENDENCYPART_ARC
(12,17),-1.26066 # DEPENDENCYPART_ARC
(12,18),-1.10651 # DEPENDENCYPART_ARC
(12,20),-2.40821 # DEPENDENCYPART_ARC
(12,22),-2.45794 # DEPENDENCYPART_ARC
(12,23),-2.35468 # DEPENDENCYPART_ARC
(12,24),-1.42096 # DEPENDENCYPART_ARC
(13,1),0.293306 # DEPENDENCYPART_ARC
(13,2),0.368562 # DEPENDENCYPART_ARC
(13,3),0.304505 # DEPENDENCYPART_ARC
(13,4),0.142741 # DEPENDENCYPART_ARC
(13,5),-0.192903 # DEPENDENCYPART_ARC
(13,6),-0.185969 # DEPENDENCYPART_ARC
(13,7),0.0403365 # DEPENDENCYPART_ARC
(13,8),0.199974 # DEPENDENCYPART_ARC
(13,9),1.16954 # DEPENDENCYPART_ARC
(13,10),0.690666 # DEPENDENCYPART_ARC
(13,11),0.614435 # DEPENDENCYPART_ARC
(13,12),0.838911 # DEPENDENCYPART_ARC
(13,14),1.0188 # DEPENDENCYPART_ARC
(13,15),0.522383 # DEPENDENCYPART_ARC
(13,16),1.4449 # DEPENDENCYPART_ARC
(13,17),-0.16122 # DEPENDENCYPART_ARC
(13,18),0.0455071 # DEPENDENCYPART_ARC
(13,19),-0.82296 # DEPENDENCYPART_ARC
(13,20),-0.104094 # DEPENDENCYPART_ARC
(13,21),-1.30629 # DEPENDENCYPART_ARC
(13,22),-0.569438 # DEPENDENCYPART_ARC
(13,23),-1.32567 # DEPENDENCYPART_ARC
(13,24),-0.0283933 # DEPENDENCYPART_ARC
(14,1),-0.17809 # DEPENDENCYPART_ARC
(14,2),-0.91211 # DEPENDENCYPART_ARC
(14,3),-0.671669 # DEPENDENCYPART_ARC
(14,5),-1.02822 # DEPENDENCYPART_ARC
(14,7),-1.02671 # DEPENDENCYPART_ARC
(14,8),-0.140386 # DEPENDENCYPART_ARC
(14,9),-0.724858 # DEPENDENCYPART_ARC
(14,11),-0.169344 # DEPENDENCYPART_ARC
(14,13),0.0959359 # DEPENDENCYPART_ARC
(14,15),0.00356935 # DEPENDENCYPART_ARC
(14,16),-0.258262 # DEPENDENCYPART_ARC
(14,17),-0.816658 # DEPENDENCYPART_ARC
(14,18),-0.349249 # DEPENDENCYPART_ARC
(14,19),-1.37903 # DEPENDENCYPART_ARC
(14,20),-1.27268 # DEPENDENCYPART_ARC
(14,22),-1.32974 # DEPENDENCYPART_ARC
(14,23),-1.64713 # DEPENDENCYPART_ARC
(14,24),-0.639719 # DEPENDENCYPART_ARC
(15,1),-0.0666685 # DEPENDENCYPART_ARC
(15,2),-0.0537354 # DEPENDENCYPART_ARC
(15,3),-0.0857281 # DEPENDENCYPART_ARC
(15,6),-0.7502 # DEPENDENCYPART_ARC
(15,9),0.839706 # DEPENDENCYPART_ARC
(15,10),-0.255587 # DEPENDENCYPART_ARC
(15,12),0.246854 # DEPENDENCYPART_ARC
(15,13),0.253807 # DEPENDENCYPART_ARC
(15,14),1.67166 # DEPENDENCYPART_ARC
(15,16),3.45742 # DEPENDENCYPART_ARC
(15,17),0.377473 # DEPENDENCYPART_ARC
(15,18),1.27683 # DEPENDENCYPART_ARC
(15,20),0.142987 # DEPENDENCYPART_ARC
(15,21),-0.978685 # DEPENDENCYPART_ARC
(15,22),-0.663436 # DEPENDENCYPART_ARC
(15,24),0.504091 # DEPENDENCYPART_ARC
(16,1),-4.71162 # DEPENDENCYPART_ARC
(16,2),-2.22696 # DEPENDENCYPART_ARC
(16,3),-3.83716 # DEPENDENCYPART_ARC
(16,4),-0.771531 # DEPENDENCYPART_ARC
(16,5),-0.579993 # DEPENDENCYPART_ARC
(16,6),-2.86721 # DEPENDENCYPART_ARC
(16,7),-1.88148 # DEPENDENCYPART_ARC
(16,8),-0.607818 # DEPENDENCYPART_ARC
(16,9),-4.12612 # DEPENDENCYPART_ARC
(16,10),-1.57218 # DEPENDENCYPART_ARC
(16,11),-1.72428 # DEPENDENCYPART_ARC
(16,12),-1.42895 # DEPENDENCYPART_ARC
(16,13),-0.603854 # DEPENDENCYPART_ARC
(16,14),0.350338 # DEPENDENCYPART_ARC
(16,15),0.208097 # DEPENDENCYPART_ARC
(16,17),2.83339 # DEPENDENCYPART_ARC
(16,18),0.769507 # DEPENDENCYPART_ARC
(16,19),-0.171553 # DEPENDENCYPART_ARC
(16,20),1.45987 # DEPENDENCYPART_ARC
(16,21),-2.39925 # DEPENDENCYPART_ARC
(16,22),-2.73548 # DEPENDENCYPART_ARC
(16,23),-1.02269 # DEPENDENCYPART_ARC
(16,24),-0.218892 # DEPENDENCYPART_ARC
(17,1),-4.52502 # DEPENDENCYPART_ARC
(17,2),-1.09768 # DEPENDENCYPART_ARC
(17,3),-4.57066 # DEPENDENCYPART_ARC
(17,4),-1.40846 # DEPENDENCYPART_ARC
(17,5),-2.19758 # DEPENDENCYPART_ARC
(17,6),-1.37237 # DEPENDENCYPART_ARC
(17,7),-1.50346 # DEPENDENCYPART_ARC
(17,9),-3.42933 # DEPENDENCYPART_ARC
(17,10),-0.950847 # DEPENDENCYPART_ARC
(17,11),-1.07084 # DEPENDENCYPART_ARC
(17,12),-1.64583 # DEPENDENCYPART_ARC
(17,13),-0.48489 # DEPENDENCYPART_ARC
(17,14),-0.276863 # DEPENDENCYPART_ARC
(17,15),0.0903175 # DEPENDENCYPART_ARC
(17,16),-2.38374 # DEPENDENCYPART_ARC
(17,18),0.130575 # DEPENDENCYPART_ARC
(17,20),-1.02862 # DEPENDENCYPART_ARC
(17,21),-1.46404 # DEPENDENCYPART_ARC
(17,22),-1.34147 # DEPENDENCYPART_ARC
(17,23),-1.9068 # DEPENDENCYPART_ARC
(17,24),-0.856523 # DEPENDENCYPART_ARC
(18,1),0.228764 # DEPENDENCYPART_ARC
(18,2),-0.625177 # DEPENDENCYPART_ARC
(18,3),-0.498281 # DEPENDENCYPART_ARC
(18,5),-0.934741 # DEPENDENCYPART_ARC
(18,7),-0.821616 # DEPENDENCYPART_ARC
(18,8),-0.0781133 # DEPENDENCYPART_ARC
(18,9),-0.435213 # DEPENDENCYPART_ARC
(18,11),-0.144942 # DEPENDENCYPART_ARC
(18,13),-0.37908 # DEPENDENCYPART_ARC
(18,14),-0.11049 # DEPENDENCYPART_ARC
(18,15),0.0337806 # DEPENDENCYPART_ARC
(18,16),0.0817323 # DEPENDENCYPART_ARC
(18,17),0.302364 # DEPENDENCYPART_ARC
(18,19),0.374132 # DEPENDENCYPART_ARC
(18,20),0.149017 # DEPENDENCYPART_ARC
(18,22),-0.316878 # DEPENDENCYPART_ARC
(18,23),-0.458455 # DEPENDENCYPART_ARC
(18,24),0.050099 # DEPENDENCYPART_ARC
(19,1),-1.9004 # DEPENDENCYPART_ARC
(19,5),-1.94781 # DEPENDENCYPART_ARC
(19,6),-1.57669 # DEPENDENCYPART_ARC
(19,7),-1.98523 # DEPENDENCYPART_ARC
(19,9),-1.72793 # DEPENDENCYPART_ARC
(19,10),-1.1927 # DEPENDENCYPART_ARC
(19,11),-1.74042 # DEPENDENCYPART_ARC
(19,14),-1.16111 # DEPENDENCYPART_ARC
(19,16),-1.01765 # DEPENDENCYPART_ARC
(19,18),0.0912229 # DEPENDENCYPART_ARC
(19,20),0.51739 # DEPENDENCYPART_ARC
(19,21),-0.505107 # DEPENDENCYPART_ARC
(19,23),-0.742677 # DEPENDENCYPART_ARC
(19,24),-0.478554 # DEPENDENCYPART_ARC
(20,1),-3.95918 # DEPENDENCYPART_ARC
(20,2),-1.56936 # DEPENDENCYPART_ARC
(20,3),-2.53328 # DEPENDENCYPART_ARC
(20,4),-1.96526 # DEPENDENCYPART_ARC
(20,5),-2.14067 # DEPENDENCYPART_ARC
(20,6),-1.99608 # DEPENDENCYPART_ARC
(20,7),-3.08204 # DEPENDENCYPART_ARC
(20,8),-0.635763 # DEPENDENCYPART_ARC
(20,9),-5.41643 # DEPENDENCYPART_ARC
(20,10),-1.03437 # DEPENDENCYPART_ARC
(20,11),-2.49599 # DEPENDENCYPART_ARC
(20,12),-0.998764 # DEPENDENCYPART_ARC
(20,13),-0.477662 # DEPENDENCYPART_ARC
(20,14),-0.733172 # DEPENDENCYPART_ARC
(20,15),0.453616 # DEPENDENCYPART_ARC
(20,16),-2.49915 # DEPENDENCYPART_ARC
(20,17),-2.14167 # DEPENDENCYPART_ARC
(20,18),0.25616 # DEPENDENCYPART_ARC
(20,19),2.44177 # DEPENDENCYPART_ARC
(20,21),-0.239602 # DEPENDENCYPART_ARC
(20,22),0.171765 # DEPENDENCYPART_ARC
(20,23),1.87767 # DEPENDENCYPART_ARC
(20,24),0.530621 # DEPENDENCYPART_ARC
(21,5),-2.49682 # DEPENDENCYPART_ARC
(21,7),-2.15395 # DEPENDENCYPART_ARC
(21,11),-2.12324 # DEPENDENCYPART_ARC
(21,12),-1.80176 # DEPENDENCYPART_ARC
(21,13),-1.19905 # DEPENDENCYPART_ARC
(21,23),-0.389826 # DEPENDENCYPART_ARC
(22,1),-4.06201 # DEPENDENCYPART_ARC
(22,2),-1.54845 # DEPENDENCYPART_ARC
(22,3),-4.03573 # DEPENDENCYPART_ARC
(22,4),-2.81504 # DEPENDENCYPART_ARC
(22,5),-3.11604 # DEPENDENCYPART_ARC
(22,6),-2.73134 # DEPENDENCYPART_ARC
(22,7),-2.52036 # DEPENDENCYPART_ARC
(22,9),-3.03741 # DEPENDENCYPART_ARC
(22,10),-2.48934 # DEPENDENCYPART_ARC
(22,11),-2.21081 # DEPENDENCYPART_ARC
(22,12),-3.12649 # DEPENDENCYPART_ARC
(22,13),-1.30343 # DEPENDENCYPART_ARC
(22,14),-1.52278 # DEPENDENCYPART_ARC
(22,15),-1.17712 # DEPENDENCYPART_ARC
(22,16),-3.4754 # DEPENDENCYPART_ARC
(22,17),-0.863138 # DEPENDENCYPART_ARC
(22,18),-1.18924 # DEPENDENCYPART_ARC
(22,20),-1.51078 # DEPENDENCYPART_ARC
(22,21),1.24067 # DEPENDENCYPART_ARC
(22,23),0.0860336 # DEPENDENCYPART_ARC
(22,24),-0.260196 # DEPENDENCYPART_ARC
(23,1),-2.64423 # DEPENDENCYPART_ARC
(23,2),-1.54766 # DEPENDENCYPART_ARC
(23,3),-2.92642 # DEPENDENCYPART_ARC
(23,4),-2.73278 # DEPENDENCYPART_ARC
(23,5),-3.2939 # DEPENDENCYPART_ARC
(23,6),-2.23356 # DEPENDENCYPART_ARC
(23,7),-1.92874 # DEPENDENCYPART_ARC
(23,8),-1.20177 # DEPENDENCYPART_ARC
(23,9),-2.73256 # DEPENDENCYPART_ARC
(23,10),-1.99009 # DEPENDENCYPART_ARC
(23,11),-2.23111 # DEPENDENCYPART_ARC
(23,12),-1.42067 # DEPENDENCYPART_ARC
(23,13),-0.394239 # DEPENDENCYPART_ARC
(23,14),-0.569914 # DEPENDENCYPART_ARC
(23,15),-0.588861 # DEPENDENCYPART_ARC
(23,16),-1.81017 # DEPENDENCYPART_ARC
(23,17),-1.88362 # DEPENDENCYPART_ARC
(23,18),-0.189984 # DEPENDENCYPART_ARC
(23,19),-0.234122 # DEPENDENCYPART_ARC
(23,20),-1.45034 # DEPENDENCYPART_ARC
(23,21),3.21593 # DEPENDENCYPART_ARC
(23,22),3.97005 # DEPENDENCYPART_ARC
(23,24),0.372537 # DEPENDENCYPART_ARC
(24,1),-2.46531 # DEPENDENCYPART_ARC
(24,2),-2.77348 # DEPENDENCYPART_ARC
(24,3),-2.92295 # DEPENDENCYPART_ARC
(24,5),-2.97682 # DEPENDENCYPART_ARC
(24,7),-3.08154 # DEPENDENCYPART_ARC
(24,8),-2.00722 # DEPENDENCYPART_ARC
(24,9),-2.66866 # DEPENDENCYPART_ARC
(24,11),-2.62067 # DEPENDENCYPART_ARC
(24,13),-2.33732 # DEPENDENCYPART_ARC
(24,14),-2.13592 # DEPENDENCYPART_ARC
(24,15),-2.0936 # DEPENDENCYPART_ARC
(24,16),-2.07266 # DEPENDENCYPART_ARC
(24,17),-2.50682 # DEPENDENCYPART_ARC
(24,18),-2.02745 # DEPENDENCYPART_ARC
(24,19),-1.74336 # DEPENDENCYPART_ARC
(24,20),-2.2535 # DEPENDENCYPART_ARC
(24,22),-1.72028 # DEPENDENCYPART_ARC
(24,23),-1.84153 # DEPENDENCYPART_ARC
