# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,3,3,8,8,12,12,11,12,3,14,12,12,17,12,17,20,18,22,17,22,23,26,23,28,26,28,32,32,29,0,
(1,6),0.0556895 # DEPENDENCYPART_ARC
(1,7),-2.19352 # DEPENDENCYPART_ARC
(1,8),-0.869547 # DEPENDENCYPART_ARC
(1,9),0.0198399 # DEPENDENCYPART_ARC
(1,10),-1.93886 # DEPENDENCYPART_ARC
(1,11),-0.721959 # DEPENDENCYPART_ARC
(1,12),0.344902 # DEPENDENCYPART_ARC
(1,13),-2.40972 # DEPENDENCYPART_ARC
(1,14),-2.14605 # DEPENDENCYPART_ARC
(1,15),-0.0912484 # DEPENDENCYPART_ARC
(1,16),-0.533443 # DEPENDENCYPART_ARC
(1,17),-1.79063 # DEPENDENCYPART_ARC
(1,18),-3.33882 # DEPENDENCYPART_ARC
(1,19),-2.8349 # DEPENDENCYPART_ARC
(1,20),-3.77681 # DEPENDENCYPART_ARC
(1,21),-0.761326 # DEPENDENCYPART_ARC
(1,22),0.119597 # DEPENDENCYPART_ARC
(1,23),-5.5483 # DEPENDENCYPART_ARC
(1,24),-3.40708 # DEPENDENCYPART_ARC
(1,25),-1.30499 # DEPENDENCYPART_ARC
(1,26),-3.92332 # DEPENDENCYPART_ARC
(1,27),-1.48435 # DEPENDENCYPART_ARC
(1,28),-4.78448 # DEPENDENCYPART_ARC
(1,29),-0.879444 # DEPENDENCYPART_ARC
(1,30),-1.40224 # DEPENDENCYPART_ARC
(1,31),-4.24182 # DEPENDENCYPART_ARC
(1,32),-5.00376 # DEPENDENCYPART_ARC
(1,33),-0.456937 # DEPENDENCYPART_ARC
(2,1),-0.529391 # DEPENDENCYPART_ARC
(2,3),1.48393 # DEPENDENCYPART_ARC
(2,4),-0.315508 # DEPENDENCYPART_ARC
(2,5),-0.781207 # DEPENDENCYPART_ARC
(2,6),-0.0510798 # DEPENDENCYPART_ARC
(2,7),-1.11786 # DEPENDENCYPART_ARC
(2,8),-1.44161 # DEPENDENCYPART_ARC
(2,9),-0.0957225 # DEPENDENCYPART_ARC
(2,10),-1.07973 # DEPENDENCYPART_ARC
(2,11),-1.97475 # DEPENDENCYPART_ARC
(2,12),0.335713 # DEPENDENCYPART_ARC
(2,13),-1.51675 # DEPENDENCYPART_ARC
(2,14),-2.76516 # DEPENDENCYPART_ARC
(2,15),-0.563444 # DEPENDENCYPART_ARC
(2,16),-0.902484 # DEPENDENCYPART_ARC
(2,17),-0.560524 # DEPENDENCYPART_ARC
(2,18),-3.72687 # DEPENDENCYPART_ARC
(2,19),-1.84599 # DEPENDENCYPART_ARC
(2,20),-2.17087 # DEPENDENCYPART_ARC
(2,21),-1.06382 # DEPENDENCYPART_ARC
(2,22),-0.852963 # DEPENDENCYPART_ARC
(2,23),-1.87528 # DEPENDENCYPART_ARC
(2,24),-2.31656 # DEPENDENCYPART_ARC
(2,25),-1.71763 # DEPENDENCYPART_ARC
(2,26),-2.10528 # DEPENDENCYPART_ARC
(2,27),-1.79362 # DEPENDENCYPART_ARC
(2,28),-2.97742 # DEPENDENCYPART_ARC
(2,29),-1.2693 # DEPENDENCYPART_ARC
(2,30),-1.77247 # DEPENDENCYPART_ARC
(2,31),-5.74574 # DEPENDENCYPART_ARC
(2,32),-2.61792 # DEPENDENCYPART_ARC
(2,33),-1.07154 # DEPENDENCYPART_ARC
(3,1),-0.2539 # DEPENDENCYPART_ARC
(3,2),-0.417124 # DEPENDENCYPART_ARC
(3,4),1.66364 # DEPENDENCYPART_ARC
(3,5),1.57358 # DEPENDENCYPART_ARC
(3,6),0.597622 # DEPENDENCYPART_ARC
(3,7),-0.807448 # DEPENDENCYPART_ARC
(3,8),1.22358 # DEPENDENCYPART_ARC
(3,9),0.352221 # DEPENDENCYPART_ARC
(3,10),-1.05895 # DEPENDENCYPART_ARC
(3,11),-0.892085 # DEPENDENCYPART_ARC
(3,12),0.975535 # DEPENDENCYPART_ARC
(3,13),-1.20083 # DEPENDENCYPART_ARC
(3,14),-1.80857 # DEPENDENCYPART_ARC
(3,15),-0.0489433 # DEPENDENCYPART_ARC
(3,16),-0.856183 # DEPENDENCYPART_ARC
(3,17),-0.818832 # DEPENDENCYPART_ARC
(3,18),-1.51826 # DEPENDENCYPART_ARC
(3,19),-1.8387 # DEPENDENCYPART_ARC
(3,20),-1.3502 # DEPENDENCYPART_ARC
(3,21),-0.562109 # DEPENDENCYPART_ARC
(3,22),-1.15196 # DEPENDENCYPART_ARC
(3,23),-1.85639 # DEPENDENCYPART_ARC
(3,24),-1.56123 # DEPENDENCYPART_ARC
(3,25),-1.51619 # DEPENDENCYPART_ARC
(3,26),-2.16147 # DEPENDENCYPART_ARC
(3,27),-1.59466 # DEPENDENCYPART_ARC
(3,28),-2.24141 # DEPENDENCYPART_ARC
(3,29),-1.60236 # DEPENDENCYPART_ARC
(3,30),-1.53108 # DEPENDENCYPART_ARC
(3,31),-2.00771 # DEPENDENCYPART_ARC
(3,32),-2.23014 # DEPENDENCYPART_ARC
(3,33),-1.14644 # DEPENDENCYPART_ARC
(4,1),-4.19626 # DEPENDENCYPART_ARC
(4,2),-1.56601 # DEPENDENCYPART_ARC
(4,3),0.0282491 # DEPENDENCYPART_ARC
(4,5),0.846323 # DEPENDENCYPART_ARC
(4,6),0.173074 # DEPENDENCYPART_ARC
(4,7),-1.01705 # DEPENDENCYPART_ARC
(4,8),-0.439642 # DEPENDENCYPART_ARC
(4,9),-0.360912 # DEPENDENCYPART_ARC
(4,10),-1.42665 # DEPENDENCYPART_ARC
(4,11),-1.4366 # DEPENDENCYPART_ARC
(4,12),-0.176288 # DEPENDENCYPART_ARC
(4,13),-1.60096 # DEPENDENCYPART_ARC
(4,14),-1.53256 # DEPENDENCYPART_ARC
(4,15),-0.394932 # DEPENDENCYPART_ARC
(4,16),-0.820246 # DEPENDENCYPART_ARC
(4,17),-1.89404 # DEPENDENCYPART_ARC
(4,18),-2.01187 # DEPENDENCYPART_ARC
(4,19),-1.58277 # DEPENDENCYPART_ARC
(4,20),-3.12425 # DEPENDENCYPART_ARC
(4,21),-1.13356 # DEPENDENCYPART_ARC
(4,22),-0.918582 # DEPENDENCYPART_ARC
(4,23),-2.49691 # DEPENDENCYPART_ARC
(4,24),-2.53235 # DEPENDENCYPART_ARC
(4,25),-1.46586 # DEPENDENCYPART_ARC
(4,26),-2.58837 # DEPENDENCYPART_ARC
(4,27),-1.66557 # DEPENDENCYPART_ARC
(4,28),-2.97065 # DEPENDENCYPART_ARC
(4,29),-1.2628 # DEPENDENCYPART_ARC
(4,30),-1.60009 # DEPENDENCYPART_ARC
(4,31),-2.53797 # DEPENDENCYPART_ARC
(4,32),-2.59495 # DEPENDENCYPART_ARC
(4,33),-1.3857 # DEPENDENCYPART_ARC
(5,1),-2.84323 # DEPENDENCYPART_ARC
(5,2),-1.28152 # DEPENDENCYPART_ARC
(5,3),0.314354 # DEPENDENCYPART_ARC
(5,4),1.16861 # DEPENDENCYPART_ARC
(5,6),0.576683 # DEPENDENCYPART_ARC
(5,7),-0.486785 # DEPENDENCYPART_ARC
(5,8),0.158402 # DEPENDENCYPART_ARC
(5,9),-0.0198547 # DEPENDENCYPART_ARC
(5,10),-1.62258 # DEPENDENCYPART_ARC
(5,11),-1.34145 # DEPENDENCYPART_ARC
(5,12),-0.0471737 # DEPENDENCYPART_ARC
(5,13),-1.24609 # DEPENDENCYPART_ARC
(5,14),-0.825537 # DEPENDENCYPART_ARC
(5,15),-0.0710281 # DEPENDENCYPART_ARC
(5,16),-0.683281 # DEPENDENCYPART_ARC
(5,17),-3.41267 # DEPENDENCYPART_ARC
(5,18),-1.97052 # DEPENDENCYPART_ARC
(5,19),-1.69772 # DEPENDENCYPART_ARC
(5,20),-0.907581 # DEPENDENCYPART_ARC
(5,21),-0.947505 # DEPENDENCYPART_ARC
(5,22),-0.598952 # DEPENDENCYPART_ARC
(5,23),-3.61386 # DEPENDENCYPART_ARC
(5,24),-1.27955 # DEPENDENCYPART_ARC
(5,25),-1.31544 # DEPENDENCYPART_ARC
(5,26),-4.21768 # DEPENDENCYPART_ARC
(5,27),-1.4697 # DEPENDENCYPART_ARC
(5,28),-4.79172 # DEPENDENCYPART_ARC
(5,29),-1.03634 # DEPENDENCYPART_ARC
(5,30),-1.41131 # DEPENDENCYPART_ARC
(5,31),-2.33201 # DEPENDENCYPART_ARC
(5,32),-4.5311 # DEPENDENCYPART_ARC
(5,33),-1.12573 # DEPENDENCYPART_ARC
(6,1),-0.179557 # DEPENDENCYPART_ARC
(6,2),0.0716033 # DEPENDENCYPART_ARC
(6,3),0.39197 # DEPENDENCYPART_ARC
(6,4),0.129458 # DEPENDENCYPART_ARC
(6,5),0.339495 # DEPENDENCYPART_ARC
(6,7),0.0709214 # DEPENDENCYPART_ARC
(6,8),0.329509 # DEPENDENCYPART_ARC
(6,9),0.266866 # DEPENDENCYPART_ARC
(6,10),-0.564024 # DEPENDENCYPART_ARC
(6,11),-0.193822 # DEPENDENCYPART_ARC
(6,12),0.335645 # DEPENDENCYPART_ARC
(6,13),-0.69726 # DEPENDENCYPART_ARC
(6,14),-0.580262 # DEPENDENCYPART_ARC
(6,15),0.420243 # DEPENDENCYPART_ARC
(6,16),-0.505265 # DEPENDENCYPART_ARC
(6,17),-0.0896865 # DEPENDENCYPART_ARC
(6,18),-1.49278 # DEPENDENCYPART_ARC
(6,19),-1.27654 # DEPENDENCYPART_ARC
(6,20),-1.0119 # DEPENDENCYPART_ARC
(6,21),-0.85367 # DEPENDENCYPART_ARC
(6,22),-0.554961 # DEPENDENCYPART_ARC
(6,23),-0.446906 # DEPENDENCYPART_ARC
(6,24),-0.986802 # DEPENDENCYPART_ARC
(6,25),-1.18546 # DEPENDENCYPART_ARC
(6,26),-0.650453 # DEPENDENCYPART_ARC
(6,27),-1.35163 # DEPENDENCYPART_ARC
(6,28),-0.993246 # DEPENDENCYPART_ARC
(6,29),-0.748302 # DEPENDENCYPART_ARC
(6,30),-1.34858 # DEPENDENCYPART_ARC
(6,31),-1.87504 # DEPENDENCYPART_ARC
(6,32),-0.788122 # DEPENDENCYPART_ARC
(6,33),-0.795276 # DEPENDENCYPART_ARC
(7,1),-3.11258 # DEPENDENCYPART_ARC
(7,2),-1.89553 # DEPENDENCYPART_ARC
(7,3),-1.20744 # DEPENDENCYPART_ARC
(7,4),-2.57958 # DEPENDENCYPART_ARC
(7,5),-0.857043 # DEPENDENCYPART_ARC
(7,6),-0.476774 # DEPENDENCYPART_ARC
(7,8),0.175494 # DEPENDENCYPART_ARC
(7,9),-0.517268 # DEPENDENCYPART_ARC
(7,10),-0.957573 # DEPENDENCYPART_ARC
(7,11),-1.2178 # DEPENDENCYPART_ARC
(7,12),-0.704322 # DEPENDENCYPART_ARC
(7,13),-1.15854 # DEPENDENCYPART_ARC
(7,14),-1.48111 # DEPENDENCYPART_ARC
(7,15),-0.730921 # DEPENDENCYPART_ARC
(7,16),-1.29986 # DEPENDENCYPART_ARC
(7,17),-3.02253 # DEPENDENCYPART_ARC
(7,18),-2.62234 # DEPENDENCYPART_ARC
(7,19),-1.97021 # DEPENDENCYPART_ARC
(7,20),-2.78394 # DEPENDENCYPART_ARC
(7,21),-1.29839 # DEPENDENCYPART_ARC
(7,22),-1.19185 # DEPENDENCYPART_ARC
(7,23),-3.50419 # DEPENDENCYPART_ARC
(7,24),-2.77322 # DEPENDENCYPART_ARC
(7,25),-1.84916 # DEPENDENCYPART_ARC
(7,26),-3.69386 # DEPENDENCYPART_ARC
(7,27),-2.07109 # DEPENDENCYPART_ARC
(7,28),-4.08659 # DEPENDENCYPART_ARC
(7,29),-1.56186 # DEPENDENCYPART_ARC
(7,30),-2.10055 # DEPENDENCYPART_ARC
(7,31),-2.8996 # DEPENDENCYPART_ARC
(7,32),-3.90211 # DEPENDENCYPART_ARC
(7,33),-1.68894 # DEPENDENCYPART_ARC
(8,1),-2.65003 # DEPENDENCYPART_ARC
(8,2),-1.63665 # DEPENDENCYPART_ARC
(8,3),-0.549707 # DEPENDENCYPART_ARC
(8,4),-0.253147 # DEPENDENCYPART_ARC
(8,5),-0.670716 # DEPENDENCYPART_ARC
(8,6),0.726899 # DEPENDENCYPART_ARC
(8,7),3.33049 # DEPENDENCYPART_ARC
(8,9),-0.0562035 # DEPENDENCYPART_ARC
(8,10),-0.655706 # DEPENDENCYPART_ARC
(8,11),-0.400447 # DEPENDENCYPART_ARC
(8,12),0.00195069 # DEPENDENCYPART_ARC
(8,13),-1.42646 # DEPENDENCYPART_ARC
(8,14),-1.81032 # DEPENDENCYPART_ARC
(8,15),-0.699522 # DEPENDENCYPART_ARC
(8,16),-1.20589 # DEPENDENCYPART_ARC
(8,17),-1.97006 # DEPENDENCYPART_ARC
(8,18),-2.68566 # DEPENDENCYPART_ARC
(8,19),-2.23935 # DEPENDENCYPART_ARC
(8,20),-1.88656 # DEPENDENCYPART_ARC
(8,21),-1.48191 # DEPENDENCYPART_ARC
(8,22),-1.03385 # DEPENDENCYPART_ARC
(8,23),-2.47489 # DEPENDENCYPART_ARC
(8,24),-2.0993 # DEPENDENCYPART_ARC
(8,25),-1.85149 # DEPENDENCYPART_ARC
(8,26),-3.32413 # DEPENDENCYPART_ARC
(8,27),-1.99302 # DEPENDENCYPART_ARC
(8,28),-4.25547 # DEPENDENCYPART_ARC
(8,29),-1.53406 # DEPENDENCYPART_ARC
(8,30),-2.04968 # DEPENDENCYPART_ARC
(8,31),-4.97391 # DEPENDENCYPART_ARC
(8,32),-3.60743 # DEPENDENCYPART_ARC
(8,33),-1.33009 # DEPENDENCYPART_ARC
(9,1),-0.152286 # DEPENDENCYPART_ARC
(9,2),0.337767 # DEPENDENCYPART_ARC
(9,3),0.382101 # DEPENDENCYPART_ARC
(9,4),-0.117623 # DEPENDENCYPART_ARC
(9,5),-0.288829 # DEPENDENCYPART_ARC
(9,6),0.36339 # DEPENDENCYPART_ARC
(9,7),0.25025 # DEPENDENCYPART_ARC
(9,8),0.86026 # DEPENDENCYPART_ARC
(9,10),0.0369727 # DEPENDENCYPART_ARC
(9,11),0.60083 # DEPENDENCYPART_ARC
(9,12),0.48605 # DEPENDENCYPART_ARC
(9,13),-0.58179 # DEPENDENCYPART_ARC
(9,14),0.109223 # DEPENDENCYPART_ARC
(9,15),0.287151 # DEPENDENCYPART_ARC
(9,16),-0.502428 # DEPENDENCYPART_ARC
(9,17),-0.3142 # DEPENDENCYPART_ARC
(9,18),-1.51619 # DEPENDENCYPART_ARC
(9,19),-1.10899 # DEPENDENCYPART_ARC
(9,20),-1.07526 # DEPENDENCYPART_ARC
(9,21),-0.43143 # DEPENDENCYPART_ARC
(9,22),-0.286411 # DEPENDENCYPART_ARC
(9,23),-0.75717 # DEPENDENCYPART_ARC
(9,24),-0.989204 # DEPENDENCYPART_ARC
(9,25),-1.25099 # DEPENDENCYPART_ARC
(9,26),-0.873279 # DEPENDENCYPART_ARC
(9,27),-1.17452 # DEPENDENCYPART_ARC
(9,28),-1.18559 # DEPENDENCYPART_ARC
(9,29),-0.365882 # DEPENDENCYPART_ARC
(9,30),-1.25496 # DEPENDENCYPART_ARC
(9,31),-1.95266 # DEPENDENCYPART_ARC
(9,32),-1.1987 # DEPENDENCYPART_ARC
(9,33),-0.697628 # DEPENDENCYPART_ARC
(10,1),-3.07577 # DEPENDENCYPART_ARC
(10,2),-1.62447 # DEPENDENCYPART_ARC
(10,3),-1.0987 # DEPENDENCYPART_ARC
(10,4),-2.76905 # DEPENDENCYPART_ARC
(10,5),-1.77095 # DEPENDENCYPART_ARC
(10,6),-1.16963 # DEPENDENCYPART_ARC
(10,7),-0.519148 # DEPENDENCYPART_ARC
(10,8),-1.07501 # DEPENDENCYPART_ARC
(10,9),-0.30054 # DEPENDENCYPART_ARC
(10,11),-0.02954 # DEPENDENCYPART_ARC
(10,12),-0.00449328 # DEPENDENCYPART_ARC
(10,13),-0.767516 # DEPENDENCYPART_ARC
(10,14),-1.0477 # DEPENDENCYPART_ARC
(10,15),-0.534411 # DEPENDENCYPART_ARC
(10,16),-0.923771 # DEPENDENCYPART_ARC
(10,17),-2.46273 # DEPENDENCYPART_ARC
(10,18),-2.76979 # DEPENDENCYPART_ARC
(10,19),-1.81136 # DEPENDENCYPART_ARC
(10,20),-2.56703 # DEPENDENCYPART_ARC
(10,21),-1.06005 # DEPENDENCYPART_ARC
(10,22),-0.941899 # DEPENDENCYPART_ARC
(10,23),-3.16444 # DEPENDENCYPART_ARC
(10,24),-2.67252 # DEPENDENCYPART_ARC
(10,25),-1.54679 # DEPENDENCYPART_ARC
(10,26),-3.20736 # DEPENDENCYPART_ARC
(10,27),-1.71486 # DEPENDENCYPART_ARC
(10,28),-3.29803 # DEPENDENCYPART_ARC
(10,29),-1.08071 # DEPENDENCYPART_ARC
(10,30),-1.74124 # DEPENDENCYPART_ARC
(10,31),-3.07502 # DEPENDENCYPART_ARC
(10,32),-3.31433 # DEPENDENCYPART_ARC
(10,33),-1.41194 # DEPENDENCYPART_ARC
(11,1),-3.27341 # DEPENDENCYPART_ARC
(11,2),-1.64199 # DEPENDENCYPART_ARC
(11,3),-1.02704 # DEPENDENCYPART_ARC
(11,4),-1.50483 # DEPENDENCYPART_ARC
(11,5),-2.06972 # DEPENDENCYPART_ARC
(11,6),-0.547497 # DEPENDENCYPART_ARC
(11,7),-0.0608041 # DEPENDENCYPART_ARC
(11,8),-0.827548 # DEPENDENCYPART_ARC
(11,9),-0.0203655 # DEPENDENCYPART_ARC
(11,10),3.18268 # DEPENDENCYPART_ARC
(11,12),0.44176 # DEPENDENCYPART_ARC
(11,13),-1.09166 # DEPENDENCYPART_ARC
(11,14),-1.06523 # DEPENDENCYPART_ARC
(11,15),-0.662142 # DEPENDENCYPART_ARC
(11,16),-1.16537 # DEPENDENCYPART_ARC
(11,17),-1.60636 # DEPENDENCYPART_ARC
(11,18),-3.06415 # DEPENDENCYPART_ARC
(11,19),-2.26589 # DEPENDENCYPART_ARC
(11,20),-2.32701 # DEPENDENCYPART_ARC
(11,21),-1.30541 # DEPENDENCYPART_ARC
(11,22),-1.30368 # DEPENDENCYPART_ARC
(11,23),-2.78838 # DEPENDENCYPART_ARC
(11,24),-2.37708 # DEPENDENCYPART_ARC
(11,25),-1.98096 # DEPENDENCYPART_ARC
(11,26),-2.99465 # DEPENDENCYPART_ARC
(11,27),-2.24979 # DEPENDENCYPART_ARC
(11,28),-3.85975 # DEPENDENCYPART_ARC
(11,29),-1.54412 # DEPENDENCYPART_ARC
(11,30),-2.05507 # DEPENDENCYPART_ARC
(11,31),-5.22081 # DEPENDENCYPART_ARC
(11,32),-3.44494 # DEPENDENCYPART_ARC
(11,33),-1.43483 # DEPENDENCYPART_ARC
(12,1),0.279922 # DEPENDENCYPART_ARC
(12,2),0.422892 # DEPENDENCYPART_ARC
(12,3),0.258417 # DEPENDENCYPART_ARC
(12,4),0.130193 # DEPENDENCYPART_ARC
(12,5),0.34697 # DEPENDENCYPART_ARC
(12,6),0.283135 # DEPENDENCYPART_ARC
(12,7),0.465413 # DEPENDENCYPART_ARC
(12,8),1.91403 # DEPENDENCYPART_ARC
(12,9),1.81199 # DEPENDENCYPART_ARC
(12,10),0.934601 # DEPENDENCYPART_ARC
(12,11),3.03363 # DEPENDENCYPART_ARC
(12,13),0.293389 # DEPENDENCYPART_ARC
(12,14),2.32864 # DEPENDENCYPART_ARC
(12,15),0.525301 # DEPENDENCYPART_ARC
(12,16),-0.0498097 # DEPENDENCYPART_ARC
(12,17),0.936769 # DEPENDENCYPART_ARC
(12,18),-0.512429 # DEPENDENCYPART_ARC
(12,19),-1.13413 # DEPENDENCYPART_ARC
(12,20),-0.392053 # DEPENDENCYPART_ARC
(12,21),-0.264795 # DEPENDENCYPART_ARC
(12,22),0.0218223 # DEPENDENCYPART_ARC
(12,23),-0.388014 # DEPENDENCYPART_ARC
(12,24),-0.763257 # DEPENDENCYPART_ARC
(12,25),-0.841265 # DEPENDENCYPART_ARC
(12,26),-0.837978 # DEPENDENCYPART_ARC
(12,27),-0.825196 # DEPENDENCYPART_ARC
(12,28),-1.33058 # DEPENDENCYPART_ARC
(12,29),-0.45474 # DEPENDENCYPART_ARC
(12,30),-0.79606 # DEPENDENCYPART_ARC
(12,31),-0.853281 # DEPENDENCYPART_ARC
(12,32),-1.40918 # DEPENDENCYPART_ARC
(12,33),0.34612 # DEPENDENCYPART_ARC
(13,1),-3.14319 # DEPENDENCYPART_ARC
(13,2),-2.07283 # DEPENDENCYPART_ARC
(13,3),-1.36528 # DEPENDENCYPART_ARC
(13,4),-2.98099 # DEPENDENCYPART_ARC
(13,5),-1.6843 # DEPENDENCYPART_ARC
(13,6),-1.42343 # DEPENDENCYPART_ARC
(13,7),-0.802456 # DEPENDENCYPART_ARC
(13,8),-1.43882 # DEPENDENCYPART_ARC
(13,9),-1.28912 # DEPENDENCYPART_ARC
(13,10),-0.788947 # DEPENDENCYPART_ARC
(13,11),-1.32416 # DEPENDENCYPART_ARC
(13,12),-0.364716 # DEPENDENCYPART_ARC
(13,14),0.108637 # DEPENDENCYPART_ARC
(13,15),-0.594132 # DEPENDENCYPART_ARC
(13,16),-0.88286 # DEPENDENCYPART_ARC
(13,17),-2.74533 # DEPENDENCYPART_ARC
(13,18),-2.37283 # DEPENDENCYPART_ARC
(13,19),-1.88454 # DEPENDENCYPART_ARC
(13,20),-2.68073 # DEPENDENCYPART_ARC
(13,21),-1.24715 # DEPENDENCYPART_ARC
(13,22),-1.19541 # DEPENDENCYPART_ARC
(13,23),-3.33695 # DEPENDENCYPART_ARC
(13,24),-2.82414 # DEPENDENCYPART_ARC
(13,25),-1.91771 # DEPENDENCYPART_ARC
(13,26),-3.7409 # DEPENDENCYPART_ARC
(13,27),-1.99367 # DEPENDENCYPART_ARC
(13,28),-3.93794 # DEPENDENCYPART_ARC
(13,29),-1.445 # DEPENDENCYPART_ARC
(13,30),-1.9613 # DEPENDENCYPART_ARC
(13,31),-2.77399 # DEPENDENCYPART_ARC
(13,32),-3.78056 # DEPENDENCYPART_ARC
(13,33),-1.55614 # DEPENDENCYPART_ARC
(14,1),-2.81947 # DEPENDENCYPART_ARC
(14,2),-2.36982 # DEPENDENCYPART_ARC
(14,3),-0.866143 # DEPENDENCYPART_ARC
(14,4),-1.30036 # DEPENDENCYPART_ARC
(14,5),-1.77908 # DEPENDENCYPART_ARC
(14,6),-0.486344 # DEPENDENCYPART_ARC
(14,7),-0.511884 # DEPENDENCYPART_ARC
(14,8),-1.01968 # DEPENDENCYPART_ARC
(14,9),-0.527631 # DEPENDENCYPART_ARC
(14,10),0.160336 # DEPENDENCYPART_ARC
(14,11),-0.831522 # DEPENDENCYPART_ARC
(14,12),0.686437 # DEPENDENCYPART_ARC
(14,13),3.22565 # DEPENDENCYPART_ARC
(14,15),0.209479 # DEPENDENCYPART_ARC
(14,16),-0.38249 # DEPENDENCYPART_ARC
(14,17),-0.747973 # DEPENDENCYPART_ARC
(14,18),-1.68582 # DEPENDENCYPART_ARC
(14,19),-1.83903 # DEPENDENCYPART_ARC
(14,20),-1.46522 # DEPENDENCYPART_ARC
(14,21),-0.980908 # DEPENDENCYPART_ARC
(14,22),-0.699296 # DEPENDENCYPART_ARC
(14,23),-1.98814 # DEPENDENCYPART_ARC
(14,24),-1.56178 # DEPENDENCYPART_ARC
(14,25),-1.77028 # DEPENDENCYPART_ARC
(14,26),-2.85204 # DEPENDENCYPART_ARC
(14,27),-1.90998 # DEPENDENCYPART_ARC
(14,28),-3.64326 # DEPENDENCYPART_ARC
(14,29),-1.08469 # DEPENDENCYPART_ARC
(14,30),-1.90057 # DEPENDENCYPART_ARC
(14,31),-4.11775 # DEPENDENCYPART_ARC
(14,32),-2.85309 # DEPENDENCYPART_ARC
(14,33),-1.01745 # DEPENDENCYPART_ARC
(15,1),-0.210653 # DEPENDENCYPART_ARC
(15,2),-0.285849 # DEPENDENCYPART_ARC
(15,3),-0.105839 # DEPENDENCYPART_ARC
(15,4),-0.35065 # DEPENDENCYPART_ARC
(15,5),-0.562509 # DEPENDENCYPART_ARC
(15,6),-0.306942 # DEPENDENCYPART_ARC
(15,7),-0.43358 # DEPENDENCYPART_ARC
(15,8),-0.278063 # DEPENDENCYPART_ARC
(15,9),-0.0555371 # DEPENDENCYPART_ARC
(15,10),-0.230774 # DEPENDENCYPART_ARC
(15,11),-0.203009 # DEPENDENCYPART_ARC
(15,12),0.106593 # DEPENDENCYPART_ARC
(15,13),0.121549 # DEPENDENCYPART_ARC
(15,14),0.133069 # DEPENDENCYPART_ARC
(15,16),0.400608 # DEPENDENCYPART_ARC
(15,17),0.216922 # DEPENDENCYPART_ARC
(15,18),-0.718662 # DEPENDENCYPART_ARC
(15,19),-0.731246 # DEPENDENCYPART_ARC
