# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,4,11,6,13,11,6,13,19,13,17,17,13,19,4,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(1,9),-0.701248 # DEPENDENCYPART_ARC
(1,10),-1.83546 # DEPENDENCYPART_ARC
(1,11),-1.7439 # DEPENDENCYPART_ARC
(1,12),-1.50666 # DEPENDENCYPART_ARC
(1,13),-1.31897 # DEPENDENCYPART_ARC
(1,14),-1.40744 # DEPENDENCYPART_ARC
(1,16),-1.59108 # DEPENDENCYPART_ARC
(1,17),-2.05955 # DEPENDENCYPART_ARC
(1,18),-1.03729 # DEPENDENCYPART_ARC
(1,19),-1.46322 # DEPENDENCYPART_ARC
(1,20),-1.57242 # DEPENDENCYPART_ARC
(1,21),-1.26026 # DEPENDENCYPART_ARC
(1,22),-2.01022 # DEPENDENCYPART_ARC
(1,23),-1.87089 # DEPENDENCYPART_ARC
(1,24),-2.3371 # DEPENDENCYPART_ARC
(1,25),-1.22117 # DEPENDENCYPART_ARC
(1,26),-2.09585 # DEPENDENCYPART_ARC
(1,27),-2.5435 # DEPENDENCYPART_ARC
(1,28),-2.08463 # DEPENDENCYPART_ARC
(1,29),-2.08526 # DEPENDENCYPART_ARC
(1,30),-2.27124 # DEPENDENCYPART_ARC
(1,31),-2.12506 # DEPENDENCYPART_ARC
(1,32),-2.94795 # DEPENDENCYPART_ARC
(1,33),-1.87053 # DEPENDENCYPART_ARC
(2,7),-1.57355 # DEPENDENCYPART_ARC
(2,9),-0.923162 # DEPENDENCYPART_ARC
(2,10),-1.73241 # DEPENDENCYPART_ARC
(2,11),-1.86713 # DEPENDENCYPART_ARC
(2,17),-1.93519 # DEPENDENCYPART_ARC
(2,18),-1.40182 # DEPENDENCYPART_ARC
(2,24),-2.09776 # DEPENDENCYPART_ARC
(2,25),-1.53856 # DEPENDENCYPART_ARC
(2,27),-2.1117 # DEPENDENCYPART_ARC
(2,28),-2.08475 # DEPENDENCYPART_ARC
(2,30),-2.16974 # DEPENDENCYPART_ARC
(2,31),-2.09288 # DEPENDENCYPART_ARC
(2,33),-1.7484 # DEPENDENCYPART_ARC
(3,1),0.939152 # DEPENDENCYPART_ARC
(3,2),1.76102 # DEPENDENCYPART_ARC
(3,4),0.67913 # DEPENDENCYPART_ARC
(3,5),-0.174637 # DEPENDENCYPART_ARC
(3,6),1.36576 # DEPENDENCYPART_ARC
(3,7),-2.34344 # DEPENDENCYPART_ARC
(3,8),-0.876543 # DEPENDENCYPART_ARC
(3,9),-0.147113 # DEPENDENCYPART_ARC
(3,10),-2.77121 # DEPENDENCYPART_ARC
(3,11),-1.70227 # DEPENDENCYPART_ARC
(3,12),-1.34108 # DEPENDENCYPART_ARC
(3,13),-2.16361 # DEPENDENCYPART_ARC
(3,14),-1.95274 # DEPENDENCYPART_ARC
(3,16),-2.38817 # DEPENDENCYPART_ARC
(3,17),-2.22377 # DEPENDENCYPART_ARC
(3,18),-0.164792 # DEPENDENCYPART_ARC
(3,19),-0.303642 # DEPENDENCYPART_ARC
(3,20),-4.39183 # DEPENDENCYPART_ARC
(3,21),-3.39502 # DEPENDENCYPART_ARC
(3,22),-1.30335 # DEPENDENCYPART_ARC
(3,23),-3.83194 # DEPENDENCYPART_ARC
(3,24),-2.98646 # DEPENDENCYPART_ARC
(3,25),-0.429678 # DEPENDENCYPART_ARC
(3,26),-0.946395 # DEPENDENCYPART_ARC
(3,27),-2.93058 # DEPENDENCYPART_ARC
(3,28),-3.93444 # DEPENDENCYPART_ARC
(3,29),-4.92998 # DEPENDENCYPART_ARC
(3,30),-5.02824 # DEPENDENCYPART_ARC
(3,31),-4.02633 # DEPENDENCYPART_ARC
(3,33),-0.295263 # DEPENDENCYPART_ARC
(4,1),0.494557 # DEPENDENCYPART_ARC
(4,2),0.699122 # DEPENDENCYPART_ARC
(4,3),2.84571 # DEPENDENCYPART_ARC
(4,5),0.283987 # DEPENDENCYPART_ARC
(4,6),2.05899 # DEPENDENCYPART_ARC
(4,7),-0.828289 # DEPENDENCYPART_ARC
(4,8),-0.255155 # DEPENDENCYPART_ARC
(4,9),0.343886 # DEPENDENCYPART_ARC
(4,10),-1.1972 # DEPENDENCYPART_ARC
(4,11),-1.64505 # DEPENDENCYPART_ARC
(4,12),-1.0554 # DEPENDENCYPART_ARC
(4,13),-0.101913 # DEPENDENCYPART_ARC
(4,14),-0.441173 # DEPENDENCYPART_ARC
(4,15),-1.51125 # DEPENDENCYPART_ARC
(4,16),-1.3039 # DEPENDENCYPART_ARC
(4,17),-2.08957 # DEPENDENCYPART_ARC
(4,18),-0.0427557 # DEPENDENCYPART_ARC
(4,19),-0.0195272 # DEPENDENCYPART_ARC
(4,20),-0.0880532 # DEPENDENCYPART_ARC
(4,21),-1.69383 # DEPENDENCYPART_ARC
(4,22),-0.897012 # DEPENDENCYPART_ARC
(4,23),-1.48202 # DEPENDENCYPART_ARC
(4,24),-2.75312 # DEPENDENCYPART_ARC
(4,25),-0.432666 # DEPENDENCYPART_ARC
(4,26),-0.970732 # DEPENDENCYPART_ARC
(4,27),-3.32098 # DEPENDENCYPART_ARC
(4,28),-1.882 # DEPENDENCYPART_ARC
(4,29),-2.20333 # DEPENDENCYPART_ARC
(4,30),-3.38482 # DEPENDENCYPART_ARC
(4,31),-1.89677 # DEPENDENCYPART_ARC
(4,32),-4.00257 # DEPENDENCYPART_ARC
(4,33),-0.328592 # DEPENDENCYPART_ARC
(5,6),0.259524 # DEPENDENCYPART_ARC
(5,7),-0.812977 # DEPENDENCYPART_ARC
(5,9),-0.720448 # DEPENDENCYPART_ARC
(5,10),-1.41606 # DEPENDENCYPART_ARC
(5,11),-1.51313 # DEPENDENCYPART_ARC
(5,13),-1.54802 # DEPENDENCYPART_ARC
(5,17),-1.70915 # DEPENDENCYPART_ARC
(5,18),-1.10219 # DEPENDENCYPART_ARC
(5,20),-1.58467 # DEPENDENCYPART_ARC
(5,24),-1.90118 # DEPENDENCYPART_ARC
(5,25),-1.30902 # DEPENDENCYPART_ARC
(5,26),-1.90372 # DEPENDENCYPART_ARC
(5,27),-1.91183 # DEPENDENCYPART_ARC
(5,28),-2.00074 # DEPENDENCYPART_ARC
(5,30),-1.88999 # DEPENDENCYPART_ARC
(5,31),-2.01965 # DEPENDENCYPART_ARC
(5,33),-1.50529 # DEPENDENCYPART_ARC
(6,1),-0.155195 # DEPENDENCYPART_ARC
(6,2),0.26824 # DEPENDENCYPART_ARC
(6,3),-1.94025 # DEPENDENCYPART_ARC
(6,4),-0.307679 # DEPENDENCYPART_ARC
(6,5),2.21552 # DEPENDENCYPART_ARC
(6,7),-0.584523 # DEPENDENCYPART_ARC
(6,8),1.19881 # DEPENDENCYPART_ARC
(6,9),0.908465 # DEPENDENCYPART_ARC
(6,10),-1.75869 # DEPENDENCYPART_ARC
(6,11),1.0686 # DEPENDENCYPART_ARC
(6,12),-0.252239 # DEPENDENCYPART_ARC
(6,13),-2.51843 # DEPENDENCYPART_ARC
(6,14),-0.596446 # DEPENDENCYPART_ARC
(6,15),-3.94791 # DEPENDENCYPART_ARC
(6,16),-2.26978 # DEPENDENCYPART_ARC
(6,17),-1.28421 # DEPENDENCYPART_ARC
(6,18),0.0780233 # DEPENDENCYPART_ARC
(6,19),-0.174886 # DEPENDENCYPART_ARC
(6,20),-5.34873 # DEPENDENCYPART_ARC
(6,21),-3.00987 # DEPENDENCYPART_ARC
(6,22),-0.803291 # DEPENDENCYPART_ARC
(6,23),-3.28201 # DEPENDENCYPART_ARC
(6,24),-1.34575 # DEPENDENCYPART_ARC
(6,25),-0.0292862 # DEPENDENCYPART_ARC
(6,26),-1.20983 # DEPENDENCYPART_ARC
(6,27),-1.4002 # DEPENDENCYPART_ARC
(6,28),-3.93872 # DEPENDENCYPART_ARC
(6,29),-5.40606 # DEPENDENCYPART_ARC
(6,30),-4.04463 # DEPENDENCYPART_ARC
(6,31),-3.95626 # DEPENDENCYPART_ARC
(6,32),-4.73959 # DEPENDENCYPART_ARC
(6,33),-0.458513 # DEPENDENCYPART_ARC
(7,1),-1.30143 # DEPENDENCYPART_ARC
(7,4),-0.686772 # DEPENDENCYPART_ARC
(7,8),0.577926 # DEPENDENCYPART_ARC
(7,11),-0.720344 # DEPENDENCYPART_ARC
(7,14),-0.986665 # DEPENDENCYPART_ARC
(7,17),-1.85049 # DEPENDENCYPART_ARC
(7,19),-0.877971 # DEPENDENCYPART_ARC
(7,22),-0.994613 # DEPENDENCYPART_ARC
(7,24),-1.95709 # DEPENDENCYPART_ARC
(7,27),-2.07192 # DEPENDENCYPART_ARC
(7,30),-2.13661 # DEPENDENCYPART_ARC
(8,1),-0.358374 # DEPENDENCYPART_ARC
(8,2),-0.440317 # DEPENDENCYPART_ARC
(8,3),-0.866781 # DEPENDENCYPART_ARC
(8,4),-0.367304 # DEPENDENCYPART_ARC
(8,6),-0.595049 # DEPENDENCYPART_ARC
(8,7),1.13773 # DEPENDENCYPART_ARC
(8,9),0.00415742 # DEPENDENCYPART_ARC
(8,10),-0.791511 # DEPENDENCYPART_ARC
(8,11),-0.778953 # DEPENDENCYPART_ARC
(8,12),-1.05095 # DEPENDENCYPART_ARC
(8,13),-0.776414 # DEPENDENCYPART_ARC
(8,14),-1.51461 # DEPENDENCYPART_ARC
(8,16),-1.87131 # DEPENDENCYPART_ARC
(8,17),-2.15964 # DEPENDENCYPART_ARC
(8,18),-1.16867 # DEPENDENCYPART_ARC
(8,19),-1.4962 # DEPENDENCYPART_ARC
(8,20),-1.72118 # DEPENDENCYPART_ARC
(8,21),-1.68715 # DEPENDENCYPART_ARC
(8,22),-1.76933 # DEPENDENCYPART_ARC
(8,23),-2.14107 # DEPENDENCYPART_ARC
(8,24),-2.73907 # DEPENDENCYPART_ARC
(8,25),-1.48566 # DEPENDENCYPART_ARC
(8,26),-2.26681 # DEPENDENCYPART_ARC
(8,27),-2.95635 # DEPENDENCYPART_ARC
(8,28),-2.46576 # DEPENDENCYPART_ARC
(8,29),-2.49391 # DEPENDENCYPART_ARC
(8,30),-2.78542 # DEPENDENCYPART_ARC
(8,31),-2.6602 # DEPENDENCYPART_ARC
(8,32),-3.21203 # DEPENDENCYPART_ARC
(8,33),-2.18829 # DEPENDENCYPART_ARC
(9,1),-0.476261 # DEPENDENCYPART_ARC
(9,3),0.0470776 # DEPENDENCYPART_ARC
(9,4),-0.251837 # DEPENDENCYPART_ARC
(9,5),0.226608 # DEPENDENCYPART_ARC
(9,6),0.296035 # DEPENDENCYPART_ARC
(9,8),0.510382 # DEPENDENCYPART_ARC
(9,11),0.0712885 # DEPENDENCYPART_ARC
(9,13),0.0882497 # DEPENDENCYPART_ARC
(9,14),-0.717274 # DEPENDENCYPART_ARC
(9,15),-0.910613 # DEPENDENCYPART_ARC
(9,16),-0.980159 # DEPENDENCYPART_ARC
(9,17),-0.995605 # DEPENDENCYPART_ARC
(9,18),-0.414718 # DEPENDENCYPART_ARC
(9,19),-0.0786101 # DEPENDENCYPART_ARC
(9,20),0.00169612 # DEPENDENCYPART_ARC
(9,21),-1.11143 # DEPENDENCYPART_ARC
(9,22),-0.133982 # DEPENDENCYPART_ARC
(9,23),-1.01939 # DEPENDENCYPART_ARC
(9,24),-1.00041 # DEPENDENCYPART_ARC
(9,25),-0.785346 # DEPENDENCYPART_ARC
(9,26),-0.444954 # DEPENDENCYPART_ARC
(9,27),-1.27548 # DEPENDENCYPART_ARC
(9,29),-1.2393 # DEPENDENCYPART_ARC
(9,30),-1.26313 # DEPENDENCYPART_ARC
(9,32),-1.47388 # DEPENDENCYPART_ARC
(9,33),-0.966347 # DEPENDENCYPART_ARC
(10,1),-1.71366 # DEPENDENCYPART_ARC
(10,4),-1.31745 # DEPENDENCYPART_ARC
(10,8),-0.802641 # DEPENDENCYPART_ARC
(10,11),0.291081 # DEPENDENCYPART_ARC
(10,14),-1.02791 # DEPENDENCYPART_ARC
(10,17),-1.98686 # DEPENDENCYPART_ARC
(10,19),-0.919467 # DEPENDENCYPART_ARC
(10,22),-1.06838 # DEPENDENCYPART_ARC
(10,24),-2.01824 # DEPENDENCYPART_ARC
(10,27),-2.13048 # DEPENDENCYPART_ARC
(10,30),-2.13182 # DEPENDENCYPART_ARC
(11,1),-1.06383 # DEPENDENCYPART_ARC
(11,2),-1.0682 # DEPENDENCYPART_ARC
(11,3),-3.19569 # DEPENDENCYPART_ARC
(11,4),-0.715402 # DEPENDENCYPART_ARC
(11,5),-0.893328 # DEPENDENCYPART_ARC
(11,6),-2.52665 # DEPENDENCYPART_ARC
(11,7),1.14534 # DEPENDENCYPART_ARC
(11,8),0.111708 # DEPENDENCYPART_ARC
(11,9),0.708444 # DEPENDENCYPART_ARC
(11,10),3.46434 # DEPENDENCYPART_ARC
(11,12),-0.345341 # DEPENDENCYPART_ARC
(11,13),-0.654525 # DEPENDENCYPART_ARC
(11,14),-0.932154 # DEPENDENCYPART_ARC
(11,15),-1.78614 # DEPENDENCYPART_ARC
(11,16),-1.21137 # DEPENDENCYPART_ARC
(11,17),-1.83869 # DEPENDENCYPART_ARC
(11,18),-0.920809 # DEPENDENCYPART_ARC
(11,19),-0.757032 # DEPENDENCYPART_ARC
(11,20),-3.0741 # DEPENDENCYPART_ARC
(11,21),-1.67461 # DEPENDENCYPART_ARC
(11,22),-1.26251 # DEPENDENCYPART_ARC
(11,23),-1.90488 # DEPENDENCYPART_ARC
(11,24),-2.72654 # DEPENDENCYPART_ARC
(11,25),-1.1797 # DEPENDENCYPART_ARC
(11,26),-4.61564 # DEPENDENCYPART_ARC
(11,27),-3.73281 # DEPENDENCYPART_ARC
(11,28),-2.37922 # DEPENDENCYPART_ARC
(11,29),-1.96056 # DEPENDENCYPART_ARC
(11,30),-2.57976 # DEPENDENCYPART_ARC
(11,31),-2.50855 # DEPENDENCYPART_ARC
(11,32),-2.83353 # DEPENDENCYPART_ARC
(11,33),-1.13366 # DEPENDENCYPART_ARC
(12,7),-0.881983 # DEPENDENCYPART_ARC
(12,9),-0.646041 # DEPENDENCYPART_ARC
(12,10),-0.208879 # DEPENDENCYPART_ARC
(12,11),-0.532149 # DEPENDENCYPART_ARC
(12,17),-0.989146 # DEPENDENCYPART_ARC
(12,18),-0.499506 # DEPENDENCYPART_ARC
(12,24),-1.58369 # DEPENDENCYPART_ARC
(12,25),-0.856069 # DEPENDENCYPART_ARC
(12,27),-1.6482 # DEPENDENCYPART_ARC
(12,28),-1.75274 # DEPENDENCYPART_ARC
(12,30),-1.661 # DEPENDENCYPART_ARC
(12,31),-1.68638 # DEPENDENCYPART_ARC
(12,33),-1.1167 # DEPENDENCYPART_ARC
(13,1),0.146168 # DEPENDENCYPART_ARC
(13,2),0.221692 # DEPENDENCYPART_ARC
(13,3),-3.19909 # DEPENDENCYPART_ARC
(13,4),0.293767 # DEPENDENCYPART_ARC
(13,5),0.451658 # DEPENDENCYPART_ARC
(13,6),-2.82103 # DEPENDENCYPART_ARC
(13,7),-0.493982 # DEPENDENCYPART_ARC
(13,8),0.453072 # DEPENDENCYPART_ARC
(13,9),0.947445 # DEPENDENCYPART_ARC
(13,10),0.0366365 # DEPENDENCYPART_ARC
(13,11),1.01276 # DEPENDENCYPART_ARC
(13,12),2.67141 # DEPENDENCYPART_ARC
(13,14),1.3645 # DEPENDENCYPART_ARC
(13,15),-1.82167 # DEPENDENCYPART_ARC
(13,16),0.672093 # DEPENDENCYPART_ARC
(13,17),1.73413 # DEPENDENCYPART_ARC
(13,18),0.374239 # DEPENDENCYPART_ARC
(13,19),0.684624 # DEPENDENCYPART_ARC
(13,20),-3.07113 # DEPENDENCYPART_ARC
(13,21),-2.10489 # DEPENDENCYPART_ARC
(13,22),-0.289694 # DEPENDENCYPART_ARC
(13,23),-2.51358 # DEPENDENCYPART_ARC
(13,24),-0.806048 # DEPENDENCYPART_ARC
(13,25),-0.0890559 # DEPENDENCYPART_ARC
(13,26),0.0378792 # DEPENDENCYPART_ARC
(13,27),-0.737494 # DEPENDENCYPART_ARC
(13,28),-2.99405 # DEPENDENCYPART_ARC
(13,29),-4.00263 # DEPENDENCYPART_ARC
(13,30),-2.07527 # DEPENDENCYPART_ARC
(13,31),-3.03331 # DEPENDENCYPART_ARC
(13,32),-2.50657 # DEPENDENCYPART_ARC
(13,33),-0.757025 # DEPENDENCYPART_ARC
(14,1),-1.1797 # DEPENDENCYPART_ARC
(14,2),-1.17584 # DEPENDENCYPART_ARC
(14,3),-1.46528 # DEPENDENCYPART_ARC
(14,4),-1.0744 # DEPENDENCYPART_ARC
(14,6),-1.83134 # DEPENDENCYPART_ARC
(14,7),-1.07945 # DEPENDENCYPART_ARC
(14,8),-0.886021 # DEPENDENCYPART_ARC
(14,9),-1.01484 # DEPENDENCYPART_ARC
(14,10),-0.749244 # DEPENDENCYPART_ARC
(14,11),-0.967157 # DEPENDENCYPART_ARC
(14,12),-0.128327 # DEPENDENCYPART_ARC
(14,13),-0.259187 # DEPENDENCYPART_ARC
(14,16),-0.10914 # DEPENDENCYPART_ARC
(14,17),-0.219048 # DEPENDENCYPART_ARC
(14,18),-0.587925 # DEPENDENCYPART_ARC
(14,19),-0.671188 # DEPENDENCYPART_ARC
(14,20),-1.06553 # DEPENDENCYPART_ARC
(14,21),-1.27655 # DEPENDENCYPART_ARC
(14,22),-1.32511 # DEPENDENCYPART_ARC
(14,23),-1.8375 # DEPENDENCYPART_ARC
(14,24),-1.88096 # DEPENDENCYPART_ARC
(14,25),-1.19832 # DEPENDENCYPART_ARC
(14,26),-2.16279 # DEPENDENCYPART_ARC
(14,27),-2.36816 # DEPENDENCYPART_ARC
(14,28),-2.05435 # DEPENDENCYPART_ARC
(14,29),-2.07821 # DEPENDENCYPART_ARC
(14,30),-2.26825 # DEPENDENCYPART_ARC
(14,31),-2.16663 # DEPENDENCYPART_ARC
(14,32),-2.54612 # DEPENDENCYPART_ARC
(14,33),-1.74775 # DEPENDENCYPART_ARC
(15,1),-1.11063 # DEPENDENCYPART_ARC
(15,8),-0.803902 # DEPENDENCYPART_ARC
(15,14),0.550667 # DEPENDENCYPART_ARC
(16,1),-2.04665 # DEPENDENCYPART_ARC
(16,2),-1.72022 # DEPENDENCYPART_ARC
(16,3),-5.22481 # DEPENDENCYPART_ARC
(16,4),-1.49062 # DEPENDENCYPART_ARC
(16,6),-4.19404 # DEPENDENCYPART_ARC
(16,7),-2.05008 # DEPENDENCYPART_ARC
(16,8),-1.56211 # DEPENDENCYPART_ARC
(16,9),-1.41774 # DEPENDENCYPART_ARC
(16,10),-1.77618 # DEPENDENCYPART_ARC
(16,11),-1.3623 # DEPENDENCYPART_ARC
(16,12),-1.04226 # DEPENDENCYPART_ARC
(16,13),-4.09972 # DEPENDENCYPART_ARC
(16,14),-0.148797 # DEPENDENCYPART_ARC
(16,15),0.857066 # DEPENDENCYPART_ARC
(16,17),-0.00517237 # DEPENDENCYPART_ARC
(16,18),-0.324267 # DEPENDENCYPART_ARC
(16,19),-0.259427 # DEPENDENCYPART_ARC
(16,20),-0.962107 # DEPENDENCYPART_ARC
(16,21),-1.07801 # DEPENDENCYPART_ARC
(16,22),-0.777163 # DEPENDENCYPART_ARC
(16,23),-1.89657 # DEPENDENCYPART_ARC
(16,24),-2.18965 # DEPENDENCYPART_ARC
(16,25),-1.13537 # DEPENDENCYPART_ARC
(16,26),-2.44832 # DEPENDENCYPART_ARC
(16,27),-2.6609 # DEPENDENCYPART_ARC
(16,28),-2.28218 # DEPENDENCYPART_ARC
(16,29),-1.78831 # DEPENDENCYPART_ARC
(16,30),-1.54119 # DEPENDENCYPART_ARC
(16,31),-2.28131 # DEPENDENCYPART_ARC
(16,32),-2.19961 # DEPENDENCYPART_ARC
(16,33),-1.37016 # DEPENDENCYPART_ARC
(17,1),-0.969434 # DEPENDENCYPART_ARC
(17,2),-1.24581 # DEPENDENCYPART_ARC
(17,3),-3.26666 # DEPENDENCYPART_ARC
(17,4),-1.00592 # DEPENDENCYPART_ARC
(17,5),-1.07227 # DEPENDENCYPART_ARC
(17,6),-3.01105 # DEPENDENCYPART_ARC
(17,7),-1.18 # DEPENDENCYPART_ARC
(17,8),-0.530629 # DEPENDENCYPART_ARC
(17,9),-0.362325 # DEPENDENCYPART_ARC
(17,10),-0.507191 # DEPENDENCYPART_ARC
(17,11),-1.25096 # DEPENDENCYPART_ARC
(17,12),-0.367384 # DEPENDENCYPART_ARC
(17,13),-1.47233 # DEPENDENCYPART_ARC
(17,14),0.183044 # DEPENDENCYPART_ARC
(17,15),3.75932 # DEPENDENCYPART_ARC
(17,16),3.55196 # DEPENDENCYPART_ARC
(17,18),0.552634 # DEPENDENCYPART_ARC
(17,19),0.512798 # DEPENDENCYPART_ARC
(17,20),-0.277198 # DEPENDENCYPART_ARC
(17,21),-0.835805 # DEPENDENCYPART_ARC
(17,22),-0.433583 # DEPENDENCYPART_ARC
(17,23),-1.94397 # DEPENDENCYPART_ARC
(17,24),-1.66246 # DEPENDENCYPART_ARC
(17,25),-0.638729 # DEPENDENCYPART_ARC
(17,26),-2.49976 # DEPENDENCYPART_ARC
(17,27),-2.35117 # DEPENDENCYPART_ARC
(17,28),-2.23155 # DEPENDENCYPART_ARC
(17,29),-1.76125 # DEPENDENCYPART_ARC
(17,30),-1.5538 # DEPENDENCYPART_ARC
(17,31),-2.29143 # DEPENDENCYPART_ARC
(17,32),-1.77536 # DEPENDENCYPART_ARC
(17,33),-0.867331 # DEPENDENCYPART_ARC
(18,1),-0.9527 # DEPENDENCYPART_ARC
(18,3),-0.765155 # DEPENDENCYPART_ARC
(18,4),-0.858324 # DEPENDENCYPART_ARC
(18,5),-0.320224 # DEPENDENCYPART_ARC
(18,6),-0.621439 # DEPENDENCYPART_ARC
(18,8),-0.73514 # DEPENDENCYPART_ARC
(18,9),-0.526108 # DEPENDENCYPART_ARC
(18,11),-1.20696 # DEPENDENCYPART_ARC
(18,13),-0.486024 # DEPENDENCYPART_ARC
(18,14),-0.361267 # DEPENDENCYPART_ARC
(18,15),-0.0514295 # DEPENDENCYPART_ARC
(18,16),-0.218664 # DEPENDENCYPART_ARC
(18,17),-0.0337745 # DEPENDENCYPART_ARC
(18,19),-0.0439037 # DEPENDENCYPART_ARC
(18,20),-0.220318 # DEPENDENCYPART_ARC
(18,21),-0.90696 # DEPENDENCYPART_ARC
(18,22),-0.74421 # DEPENDENCYPART_ARC
(18,23),-1.12994 # DEPENDENCYPART_ARC
(18,24),-1.10459 # DEPENDENCYPART_ARC
(18,25),-0.0854562 # DEPENDENCYPART_ARC
(18,26),-1.18224 # DEPENDENCYPART_ARC
(18,27),-1.53716 # DEPENDENCYPART_ARC
(18,29),-1.48347 # DEPENDENCYPART_ARC
(18,30),-1.41755 # DEPENDENCYPART_ARC
(18,32),-1.47811 # DEPENDENCYPART_ARC
(18,33),-0.585823 # DEPENDENCYPART_ARC
(19,1),0.719007 # DEPENDENCYPART_ARC
(19,2),0.0110734 # DEPENDENCYPART_ARC
(19,3),1.03138 # DEPENDENCYPART_ARC
(19,4),-0.0174724 # DEPENDENCYPART_ARC
(19,5),0.0977754 # DEPENDENCYPART_ARC
(19,6),0.962135 # DEPENDENCYPART_ARC
(19,7),-0.243329 # DEPENDENCYPART_ARC
(19,8),0.478647 # DEPENDENCYPART_ARC
(19,9),0.121386 # DEPENDENCYPART_ARC
(19,10),0.0267675 # DEPENDENCYPART_ARC
(19,11),0.250806 # DEPENDENCYPART_ARC
(19,12),0.395723 # DEPENDENCYPART_ARC
(19,13),2.08327 # DEPENDENCYPART_ARC
(19,14),0.603913 # DEPENDENCYPART_ARC
(19,15),0.533868 # DEPENDENCYPART_ARC
(19,16),0.75222 # DEPENDENCYPART_ARC
(19,17),0.388074 # DEPENDENCYPART_ARC
(19,18),1.7667 # DEPENDENCYPART_ARC
(19,20),2.81827 # DEPENDENCYPART_ARC
(19,21),0.0612065 # DEPENDENCYPART_ARC
(19,22),0.200132 # DEPENDENCYPART_ARC
(19,23),-0.374838 # DEPENDENCYPART_ARC
(19,24),-0.758782 # DEPENDENCYPART_ARC
(19,25),0.736606 # DEPENDENCYPART_ARC
(19,26),-0.100456 # DEPENDENCYPART_ARC
(19,27),-1.71838 # DEPENDENCYPART_ARC
(19,28),-1.50994 # DEPENDENCYPART_ARC
(19,29),-1.14407 # DEPENDENCYPART_ARC
(19,30),-1.91408 # DEPENDENCYPART_ARC
(19,31),-1.46685 # DEPENDENCYPART_ARC
(19,32),-2.1805 # DEPENDENCYPART_ARC
(19,33),-0.0999988 # DEPENDENCYPART_ARC
(20,1),-0.161798 # DEPENDENCYPART_ARC
(20,2),0.0577092 # DEPENDENCYPART_ARC
(20,3),-3.14338 # DEPENDENCYPART_ARC
(20,4),-0.140239 # DEPENDENCYPART_ARC
(20,5),-0.360738 # DEPENDENCYPART_ARC
(20,6),-3.02899 # DEPENDENCYPART_ARC
(20,7),-1.98162 # DEPENDENCYPART_ARC
(20,8),-0.173082 # DEPENDENCYPART_ARC
(20,9),0.38572 # DEPENDENCYPART_ARC
(20,10),-1.88098 # DEPENDENCYPART_ARC
(20,11),-0.754323 # DEPENDENCYPART_ARC
