# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,22,14,22,18,16,20,18,22,0,22,26,26,23,25,27,30,28,32,30,0,
(1,16),-1.49935 # DEPENDENCYPART_ARC
(1,17),-1.66098 # DEPENDENCYPART_ARC
(1,18),-3.56004 # DEPENDENCYPART_ARC
(1,19),-1.30022 # DEPENDENCYPART_ARC
(1,20),-4.37464 # DEPENDENCYPART_ARC
(1,21),-1.04968 # DEPENDENCYPART_ARC
(1,22),-2.32824 # DEPENDENCYPART_ARC
(1,23),-1.83419 # DEPENDENCYPART_ARC
(1,24),-1.99859 # DEPENDENCYPART_ARC
(1,25),-1.53622 # DEPENDENCYPART_ARC
(1,26),-4.93118 # DEPENDENCYPART_ARC
(1,27),-2.21811 # DEPENDENCYPART_ARC
(1,28),-2.04047 # DEPENDENCYPART_ARC
(1,29),-2.184 # DEPENDENCYPART_ARC
(1,30),-6.24569 # DEPENDENCYPART_ARC
(1,31),-1.63754 # DEPENDENCYPART_ARC
(1,32),-7.2542 # DEPENDENCYPART_ARC
(1,33),-2.12793 # DEPENDENCYPART_ARC
(2,1),-0.298342 # DEPENDENCYPART_ARC
(2,3),0.691635 # DEPENDENCYPART_ARC
(2,4),-1.49367 # DEPENDENCYPART_ARC
(2,5),-1.82757 # DEPENDENCYPART_ARC
(2,6),-0.935224 # DEPENDENCYPART_ARC
(2,7),-2.55636 # DEPENDENCYPART_ARC
(2,8),-0.840832 # DEPENDENCYPART_ARC
(2,9),-1.11446 # DEPENDENCYPART_ARC
(2,10),-1.71567 # DEPENDENCYPART_ARC
(2,11),-1.45038 # DEPENDENCYPART_ARC
(2,12),-1.73584 # DEPENDENCYPART_ARC
(2,13),-1.0974 # DEPENDENCYPART_ARC
(2,14),-1.14662 # DEPENDENCYPART_ARC
(2,15),-2.56454 # DEPENDENCYPART_ARC
(2,16),-1.08705 # DEPENDENCYPART_ARC
(2,17),-1.21226 # DEPENDENCYPART_ARC
(2,18),-1.95867 # DEPENDENCYPART_ARC
(2,19),-1.54421 # DEPENDENCYPART_ARC
(2,20),-1.84782 # DEPENDENCYPART_ARC
(2,21),-1.3702 # DEPENDENCYPART_ARC
(2,22),-1.11387 # DEPENDENCYPART_ARC
(2,23),-1.41798 # DEPENDENCYPART_ARC
(2,24),-2.28862 # DEPENDENCYPART_ARC
(2,25),-2.32504 # DEPENDENCYPART_ARC
(2,26),-1.74949 # DEPENDENCYPART_ARC
(2,27),-1.25772 # DEPENDENCYPART_ARC
(2,28),-1.50309 # DEPENDENCYPART_ARC
(2,29),-1.54277 # DEPENDENCYPART_ARC
(2,30),-2.13269 # DEPENDENCYPART_ARC
(2,31),-1.82045 # DEPENDENCYPART_ARC
(2,32),-2.11965 # DEPENDENCYPART_ARC
(2,33),-1.79221 # DEPENDENCYPART_ARC
(3,1),0.0935956 # DEPENDENCYPART_ARC
(3,2),3.38434 # DEPENDENCYPART_ARC
(3,4),-0.381162 # DEPENDENCYPART_ARC
(3,5),0.281237 # DEPENDENCYPART_ARC
(3,6),-0.834567 # DEPENDENCYPART_ARC
(3,7),-0.931567 # DEPENDENCYPART_ARC
(3,8),-0.655214 # DEPENDENCYPART_ARC
(3,9),-0.809301 # DEPENDENCYPART_ARC
(3,10),-1.94727 # DEPENDENCYPART_ARC
(3,11),-1.89755 # DEPENDENCYPART_ARC
(3,12),-1.69449 # DEPENDENCYPART_ARC
(3,13),-0.829608 # DEPENDENCYPART_ARC
(3,14),-1.57641 # DEPENDENCYPART_ARC
(3,15),-2.5968 # DEPENDENCYPART_ARC
(3,16),-1.12839 # DEPENDENCYPART_ARC
(3,17),-1.12499 # DEPENDENCYPART_ARC
(3,18),-2.92849 # DEPENDENCYPART_ARC
(3,19),-2.22709 # DEPENDENCYPART_ARC
(3,20),-2.70061 # DEPENDENCYPART_ARC
(3,21),-0.982437 # DEPENDENCYPART_ARC
(3,22),-0.571872 # DEPENDENCYPART_ARC
(3,23),-2.05078 # DEPENDENCYPART_ARC
(3,24),-2.27063 # DEPENDENCYPART_ARC
(3,25),-2.24632 # DEPENDENCYPART_ARC
(3,26),-3.72616 # DEPENDENCYPART_ARC
(3,27),-1.39538 # DEPENDENCYPART_ARC
(3,28),-2.02421 # DEPENDENCYPART_ARC
(3,29),-1.56474 # DEPENDENCYPART_ARC
(3,30),-4.76015 # DEPENDENCYPART_ARC
(3,31),-2.51293 # DEPENDENCYPART_ARC
(3,32),-4.48974 # DEPENDENCYPART_ARC
(3,33),-0.735361 # DEPENDENCYPART_ARC
(4,1),1.45619 # DEPENDENCYPART_ARC
(4,2),0.256833 # DEPENDENCYPART_ARC
(4,3),0.525474 # DEPENDENCYPART_ARC
(4,5),2.21755 # DEPENDENCYPART_ARC
(4,6),0.616694 # DEPENDENCYPART_ARC
(4,7),0.892418 # DEPENDENCYPART_ARC
(4,8),0.206862 # DEPENDENCYPART_ARC
(4,9),-0.188551 # DEPENDENCYPART_ARC
(4,10),-0.771403 # DEPENDENCYPART_ARC
(4,11),-1.77088 # DEPENDENCYPART_ARC
(4,12),-0.482667 # DEPENDENCYPART_ARC
(4,13),0.220216 # DEPENDENCYPART_ARC
(4,14),-0.285087 # DEPENDENCYPART_ARC
(4,15),-1.34579 # DEPENDENCYPART_ARC
(4,16),-0.420523 # DEPENDENCYPART_ARC
(4,17),-0.63913 # DEPENDENCYPART_ARC
(4,18),-2.37931 # DEPENDENCYPART_ARC
(4,19),-1.8987 # DEPENDENCYPART_ARC
(4,20),-2.10499 # DEPENDENCYPART_ARC
(4,21),-0.14225 # DEPENDENCYPART_ARC
(4,22),0.610486 # DEPENDENCYPART_ARC
(4,23),-1.93993 # DEPENDENCYPART_ARC
(4,24),-3.5728 # DEPENDENCYPART_ARC
(4,25),-3.865 # DEPENDENCYPART_ARC
(4,26),-3.36612 # DEPENDENCYPART_ARC
(4,27),-0.472288 # DEPENDENCYPART_ARC
(4,28),-1.05382 # DEPENDENCYPART_ARC
(4,29),-0.835291 # DEPENDENCYPART_ARC
(4,30),-4.26538 # DEPENDENCYPART_ARC
(4,31),-2.28882 # DEPENDENCYPART_ARC
(4,32),-3.7755 # DEPENDENCYPART_ARC
(4,33),-0.470035 # DEPENDENCYPART_ARC
(5,1),-1.49677 # DEPENDENCYPART_ARC
(5,2),-0.549031 # DEPENDENCYPART_ARC
(5,3),-2.01932 # DEPENDENCYPART_ARC
(5,4),-1.48344 # DEPENDENCYPART_ARC
(5,6),0.662492 # DEPENDENCYPART_ARC
(5,7),-0.180613 # DEPENDENCYPART_ARC
(5,8),-0.0662513 # DEPENDENCYPART_ARC
(5,9),-0.113253 # DEPENDENCYPART_ARC
(5,10),-0.880617 # DEPENDENCYPART_ARC
(5,11),-2.27564 # DEPENDENCYPART_ARC
(5,12),-1.9413 # DEPENDENCYPART_ARC
(5,13),-0.456105 # DEPENDENCYPART_ARC
(5,14),-1.36668 # DEPENDENCYPART_ARC
(5,15),-1.81359 # DEPENDENCYPART_ARC
(5,16),-0.749559 # DEPENDENCYPART_ARC
(5,17),-0.52387 # DEPENDENCYPART_ARC
(5,18),-1.66074 # DEPENDENCYPART_ARC
(5,19),-2.47034 # DEPENDENCYPART_ARC
(5,20),-2.12148 # DEPENDENCYPART_ARC
(5,21),-0.856152 # DEPENDENCYPART_ARC
(5,22),-0.401334 # DEPENDENCYPART_ARC
(5,23),-1.55467 # DEPENDENCYPART_ARC
(5,24),-1.31825 # DEPENDENCYPART_ARC
(5,25),-1.38981 # DEPENDENCYPART_ARC
(5,26),-1.9266 # DEPENDENCYPART_ARC
(5,27),-1.11671 # DEPENDENCYPART_ARC
(5,28),-1.08926 # DEPENDENCYPART_ARC
(5,29),-0.738252 # DEPENDENCYPART_ARC
(5,30),-1.96163 # DEPENDENCYPART_ARC
(5,31),-2.77832 # DEPENDENCYPART_ARC
(5,32),-2.54031 # DEPENDENCYPART_ARC
(5,33),-1.07293 # DEPENDENCYPART_ARC
(6,1),-1.20836 # DEPENDENCYPART_ARC
(6,2),-0.951072 # DEPENDENCYPART_ARC
(6,3),-1.3324 # DEPENDENCYPART_ARC
(6,4),-0.848583 # DEPENDENCYPART_ARC
(6,5),-0.111707 # DEPENDENCYPART_ARC
(6,7),0.373772 # DEPENDENCYPART_ARC
(6,8),-0.559564 # DEPENDENCYPART_ARC
(6,9),-0.687287 # DEPENDENCYPART_ARC
(6,10),-0.86828 # DEPENDENCYPART_ARC
(6,11),-1.30689 # DEPENDENCYPART_ARC
(6,12),-1.35384 # DEPENDENCYPART_ARC
(6,13),-0.517622 # DEPENDENCYPART_ARC
(6,14),-1.11716 # DEPENDENCYPART_ARC
(6,15),-1.7466 # DEPENDENCYPART_ARC
(6,16),-1.09029 # DEPENDENCYPART_ARC
(6,17),-1.26297 # DEPENDENCYPART_ARC
(6,18),-1.49648 # DEPENDENCYPART_ARC
(6,19),-1.59812 # DEPENDENCYPART_ARC
(6,20),-1.48294 # DEPENDENCYPART_ARC
(6,21),-0.650223 # DEPENDENCYPART_ARC
(6,22),-0.984779 # DEPENDENCYPART_ARC
(6,23),-1.3056 # DEPENDENCYPART_ARC
(6,24),-1.54159 # DEPENDENCYPART_ARC
(6,25),-1.62727 # DEPENDENCYPART_ARC
(6,26),-1.63124 # DEPENDENCYPART_ARC
(6,27),-1.35606 # DEPENDENCYPART_ARC
(6,28),-1.58131 # DEPENDENCYPART_ARC
(6,29),-1.5355 # DEPENDENCYPART_ARC
(6,30),-1.67861 # DEPENDENCYPART_ARC
(6,31),-1.80355 # DEPENDENCYPART_ARC
(6,32),-1.73789 # DEPENDENCYPART_ARC
(6,33),-1.02793 # DEPENDENCYPART_ARC
(7,1),0.518589 # DEPENDENCYPART_ARC
(7,2),-0.582641 # DEPENDENCYPART_ARC
(7,3),-0.114778 # DEPENDENCYPART_ARC
(7,4),-1.52614 # DEPENDENCYPART_ARC
(7,5),1.68119 # DEPENDENCYPART_ARC
(7,6),2.67255 # DEPENDENCYPART_ARC
(7,8),1.96298 # DEPENDENCYPART_ARC
(7,9),0.822207 # DEPENDENCYPART_ARC
(7,10),0.9512 # DEPENDENCYPART_ARC
(7,11),-1.09064 # DEPENDENCYPART_ARC
(7,12),1.05675 # DEPENDENCYPART_ARC
(7,13),0.644801 # DEPENDENCYPART_ARC
(7,14),0.734262 # DEPENDENCYPART_ARC
(7,15),-1.03721 # DEPENDENCYPART_ARC
(7,16),0.778439 # DEPENDENCYPART_ARC
(7,17),-0.0775149 # DEPENDENCYPART_ARC
(7,18),-1.72839 # DEPENDENCYPART_ARC
(7,19),-1.65685 # DEPENDENCYPART_ARC
(7,20),-1.27129 # DEPENDENCYPART_ARC
(7,21),-0.0913981 # DEPENDENCYPART_ARC
(7,22),1.10581 # DEPENDENCYPART_ARC
(7,23),-0.842264 # DEPENDENCYPART_ARC
(7,24),-3.0327 # DEPENDENCYPART_ARC
(7,25),-3.27058 # DEPENDENCYPART_ARC
(7,26),-2.61068 # DEPENDENCYPART_ARC
(7,27),0.0944132 # DEPENDENCYPART_ARC
(7,28),0.230631 # DEPENDENCYPART_ARC
(7,29),-0.470312 # DEPENDENCYPART_ARC
(7,30),-3.54355 # DEPENDENCYPART_ARC
(7,31),-1.96324 # DEPENDENCYPART_ARC
(7,32),-2.92903 # DEPENDENCYPART_ARC
(7,33),-0.615312 # DEPENDENCYPART_ARC
(8,1),-0.678248 # DEPENDENCYPART_ARC
(8,2),-0.890894 # DEPENDENCYPART_ARC
(8,3),-1.37273 # DEPENDENCYPART_ARC
(8,4),-1.00217 # DEPENDENCYPART_ARC
(8,5),-0.704224 # DEPENDENCYPART_ARC
(8,6),0.0234592 # DEPENDENCYPART_ARC
(8,7),0.110418 # DEPENDENCYPART_ARC
(8,9),1.44476 # DEPENDENCYPART_ARC
(8,10),2.42855 # DEPENDENCYPART_ARC
(8,11),-0.650054 # DEPENDENCYPART_ARC
(8,12),0.452867 # DEPENDENCYPART_ARC
(8,13),0.203823 # DEPENDENCYPART_ARC
(8,14),-0.594315 # DEPENDENCYPART_ARC
(8,15),-0.656252 # DEPENDENCYPART_ARC
(8,16),-0.659934 # DEPENDENCYPART_ARC
(8,17),-0.543884 # DEPENDENCYPART_ARC
(8,18),-1.10068 # DEPENDENCYPART_ARC
(8,19),-1.41951 # DEPENDENCYPART_ARC
(8,20),-2.00929 # DEPENDENCYPART_ARC
(8,21),-0.0043758 # DEPENDENCYPART_ARC
(8,22),-1.03622 # DEPENDENCYPART_ARC
(8,23),-0.936018 # DEPENDENCYPART_ARC
(8,24),-1.34534 # DEPENDENCYPART_ARC
(8,25),-0.97448 # DEPENDENCYPART_ARC
(8,26),-2.33076 # DEPENDENCYPART_ARC
(8,27),-1.2239 # DEPENDENCYPART_ARC
(8,28),-1.13215 # DEPENDENCYPART_ARC
(8,29),-1.19457 # DEPENDENCYPART_ARC
(8,30),-3.14698 # DEPENDENCYPART_ARC
(8,31),-1.73756 # DEPENDENCYPART_ARC
(8,32),-3.9903 # DEPENDENCYPART_ARC
(8,33),-0.947414 # DEPENDENCYPART_ARC
(9,1),-1.49654 # DEPENDENCYPART_ARC
(9,2),-1.05838 # DEPENDENCYPART_ARC
(9,3),-1.84672 # DEPENDENCYPART_ARC
(9,4),-1.54076 # DEPENDENCYPART_ARC
(9,5),-1.34148 # DEPENDENCYPART_ARC
(9,6),-0.863179 # DEPENDENCYPART_ARC
(9,7),-0.648806 # DEPENDENCYPART_ARC
(9,8),-0.0437184 # DEPENDENCYPART_ARC
(9,10),0.840395 # DEPENDENCYPART_ARC
(9,11),0.00151143 # DEPENDENCYPART_ARC
(9,12),0.272309 # DEPENDENCYPART_ARC
(9,13),-0.102617 # DEPENDENCYPART_ARC
(9,14),-0.28284 # DEPENDENCYPART_ARC
(9,15),-0.781995 # DEPENDENCYPART_ARC
(9,16),-0.413391 # DEPENDENCYPART_ARC
(9,17),-0.529677 # DEPENDENCYPART_ARC
(9,18),-0.814002 # DEPENDENCYPART_ARC
(9,19),-0.670345 # DEPENDENCYPART_ARC
(9,20),-0.664482 # DEPENDENCYPART_ARC
(9,21),-0.424479 # DEPENDENCYPART_ARC
(9,22),-0.221704 # DEPENDENCYPART_ARC
(9,23),-0.564086 # DEPENDENCYPART_ARC
(9,24),-0.868055 # DEPENDENCYPART_ARC
(9,25),-1.09429 # DEPENDENCYPART_ARC
(9,26),-0.606252 # DEPENDENCYPART_ARC
(9,27),-0.119278 # DEPENDENCYPART_ARC
(9,28),-0.693296 # DEPENDENCYPART_ARC
(9,29),-0.802589 # DEPENDENCYPART_ARC
(9,30),-0.889524 # DEPENDENCYPART_ARC
(9,31),-1.02453 # DEPENDENCYPART_ARC
(9,32),-0.864238 # DEPENDENCYPART_ARC
(9,33),-0.625756 # DEPENDENCYPART_ARC
(10,1),-1.56452 # DEPENDENCYPART_ARC
(10,2),-0.049845 # DEPENDENCYPART_ARC
(10,3),-1.42904 # DEPENDENCYPART_ARC
(10,4),-2.43443 # DEPENDENCYPART_ARC
(10,5),-1.26365 # DEPENDENCYPART_ARC
(10,6),0.103364 # DEPENDENCYPART_ARC
(10,7),-1.62189 # DEPENDENCYPART_ARC
(10,8),1.05972 # DEPENDENCYPART_ARC
(10,9),2.57079 # DEPENDENCYPART_ARC
(10,11),-0.24017 # DEPENDENCYPART_ARC
(10,12),0.973082 # DEPENDENCYPART_ARC
(10,13),0.220345 # DEPENDENCYPART_ARC
(10,14),-0.351031 # DEPENDENCYPART_ARC
(10,15),-1.42075 # DEPENDENCYPART_ARC
(10,16),0.0525337 # DEPENDENCYPART_ARC
(10,17),-0.278546 # DEPENDENCYPART_ARC
(10,18),-2.06512 # DEPENDENCYPART_ARC
(10,19),-1.57516 # DEPENDENCYPART_ARC
(10,20),-1.54888 # DEPENDENCYPART_ARC
(10,21),-0.269179 # DEPENDENCYPART_ARC
(10,22),-0.0323314 # DEPENDENCYPART_ARC
(10,23),-1.13932 # DEPENDENCYPART_ARC
(10,24),-0.865754 # DEPENDENCYPART_ARC
(10,25),-0.703827 # DEPENDENCYPART_ARC
(10,26),-2.41933 # DEPENDENCYPART_ARC
(10,27),-0.521322 # DEPENDENCYPART_ARC
(10,28),-0.806519 # DEPENDENCYPART_ARC
(10,29),-0.642413 # DEPENDENCYPART_ARC
(10,30),-3.75354 # DEPENDENCYPART_ARC
(10,31),-1.90336 # DEPENDENCYPART_ARC
(10,32),-3.38975 # DEPENDENCYPART_ARC
(10,33),-0.218481 # DEPENDENCYPART_ARC
(11,1),-1.45045 # DEPENDENCYPART_ARC
(11,2),-1.08595 # DEPENDENCYPART_ARC
(11,3),-1.77405 # DEPENDENCYPART_ARC
(11,4),-2.98379 # DEPENDENCYPART_ARC
(11,5),-1.73976 # DEPENDENCYPART_ARC
(11,6),-1.02745 # DEPENDENCYPART_ARC
(11,7),-2.62953 # DEPENDENCYPART_ARC
(11,8),-0.530995 # DEPENDENCYPART_ARC
(11,9),-0.336621 # DEPENDENCYPART_ARC
(11,10),-0.520325 # DEPENDENCYPART_ARC
(11,12),-0.0127285 # DEPENDENCYPART_ARC
(11,13),-0.28296 # DEPENDENCYPART_ARC
(11,14),-0.40752 # DEPENDENCYPART_ARC
(11,15),-2.21229 # DEPENDENCYPART_ARC
(11,16),-0.617595 # DEPENDENCYPART_ARC
(11,17),-0.84709 # DEPENDENCYPART_ARC
(11,18),-1.6134 # DEPENDENCYPART_ARC
(11,19),-1.18926 # DEPENDENCYPART_ARC
(11,20),-1.73987 # DEPENDENCYPART_ARC
(11,21),-0.484811 # DEPENDENCYPART_ARC
(11,22),-0.458847 # DEPENDENCYPART_ARC
(11,23),-1.03979 # DEPENDENCYPART_ARC
(11,24),-2.2637 # DEPENDENCYPART_ARC
(11,25),-2.19282 # DEPENDENCYPART_ARC
(11,26),-1.63632 # DEPENDENCYPART_ARC
(11,27),-1.069 # DEPENDENCYPART_ARC
(11,28),-0.956395 # DEPENDENCYPART_ARC
(11,29),-1.06868 # DEPENDENCYPART_ARC
(11,30),-1.83214 # DEPENDENCYPART_ARC
(11,31),-1.43955 # DEPENDENCYPART_ARC
(11,32),-1.92223 # DEPENDENCYPART_ARC
(11,33),-0.949807 # DEPENDENCYPART_ARC
(12,1),-1.90767 # DEPENDENCYPART_ARC
(12,2),-1.53717 # DEPENDENCYPART_ARC
(12,3),-2.08624 # DEPENDENCYPART_ARC
(12,4),-3.29105 # DEPENDENCYPART_ARC
(12,5),-2.13059 # DEPENDENCYPART_ARC
(12,6),-0.9116 # DEPENDENCYPART_ARC
(12,7),-2.69142 # DEPENDENCYPART_ARC
(12,8),-0.462855 # DEPENDENCYPART_ARC
(12,9),0.0507196 # DEPENDENCYPART_ARC
(12,10),-0.666416 # DEPENDENCYPART_ARC
(12,11),3.38267 # DEPENDENCYPART_ARC
(12,13),0.426175 # DEPENDENCYPART_ARC
(12,14),0.524393 # DEPENDENCYPART_ARC
(12,15),-0.654493 # DEPENDENCYPART_ARC
(12,16),0.403788 # DEPENDENCYPART_ARC
(12,17),0.109107 # DEPENDENCYPART_ARC
(12,18),-1.15156 # DEPENDENCYPART_ARC
(12,19),-0.973413 # DEPENDENCYPART_ARC
(12,20),-1.39018 # DEPENDENCYPART_ARC
(12,21),-0.108675 # DEPENDENCYPART_ARC
(12,22),0.388294 # DEPENDENCYPART_ARC
(12,23),-0.564268 # DEPENDENCYPART_ARC
(12,24),-1.6792 # DEPENDENCYPART_ARC
(12,25),-1.64104 # DEPENDENCYPART_ARC
(12,26),-2.10598 # DEPENDENCYPART_ARC
(12,27),-0.260257 # DEPENDENCYPART_ARC
(12,28),-0.763633 # DEPENDENCYPART_ARC
(12,29),-0.321843 # DEPENDENCYPART_ARC
(12,30),-2.82175 # DEPENDENCYPART_ARC
(12,31),-1.27807 # DEPENDENCYPART_ARC
(12,32),-3.11793 # DEPENDENCYPART_ARC
(12,33),-0.0824862 # DEPENDENCYPART_ARC
(13,1),-0.728499 # DEPENDENCYPART_ARC
(13,2),-0.86483 # DEPENDENCYPART_ARC
(13,3),-1.1266 # DEPENDENCYPART_ARC
(13,4),-0.469582 # DEPENDENCYPART_ARC
(13,5),-0.6747 # DEPENDENCYPART_ARC
(13,6),0.123553 # DEPENDENCYPART_ARC
(13,7),-0.514971 # DEPENDENCYPART_ARC
(13,8),0.144177 # DEPENDENCYPART_ARC
(13,9),-0.0693512 # DEPENDENCYPART_ARC
(13,10),-0.0840453 # DEPENDENCYPART_ARC
(13,11),0.0171653 # DEPENDENCYPART_ARC
(13,12),-0.0236821 # DEPENDENCYPART_ARC
(13,14),0.0793995 # DEPENDENCYPART_ARC
(13,15),-0.447629 # DEPENDENCYPART_ARC
(13,16),-0.0325138 # DEPENDENCYPART_ARC
(13,17),-0.138779 # DEPENDENCYPART_ARC
(13,18),-0.343897 # DEPENDENCYPART_ARC
(13,19),-0.834825 # DEPENDENCYPART_ARC
(13,20),-0.67804 # DEPENDENCYPART_ARC
(13,21),-0.102389 # DEPENDENCYPART_ARC
(13,22),0.562031 # DEPENDENCYPART_ARC
(13,23),-0.412376 # DEPENDENCYPART_ARC
(13,24),-0.852524 # DEPENDENCYPART_ARC
(13,25),-0.716294 # DEPENDENCYPART_ARC
(13,26),-1.03425 # DEPENDENCYPART_ARC
(13,27),-0.420307 # DEPENDENCYPART_ARC
(13,28),-0.205239 # DEPENDENCYPART_ARC
(13,29),-0.572372 # DEPENDENCYPART_ARC
(13,30),-1.14334 # DEPENDENCYPART_ARC
(13,31),-1.03316 # DEPENDENCYPART_ARC
(13,32),-1.21876 # DEPENDENCYPART_ARC
(13,33),-0.422766 # DEPENDENCYPART_ARC
(14,1),-1.43927 # DEPENDENCYPART_ARC
(14,2),-1.13573 # DEPENDENCYPART_ARC
(14,3),-2.16698 # DEPENDENCYPART_ARC
(14,4),-2.30559 # DEPENDENCYPART_ARC
(14,5),-1.43424 # DEPENDENCYPART_ARC
(14,6),-1.03284 # DEPENDENCYPART_ARC
(14,7),-2.04464 # DEPENDENCYPART_ARC
(14,8),-0.395548 # DEPENDENCYPART_ARC
(14,9),-0.756251 # DEPENDENCYPART_ARC
(14,10),-1.81196 # DEPENDENCYPART_ARC
(14,11),-0.575806 # DEPENDENCYPART_ARC
(14,12),-1.65987 # DEPENDENCYPART_ARC
(14,13),0.518952 # DEPENDENCYPART_ARC
(14,15),2.67083 # DEPENDENCYPART_ARC
(14,16),0.572106 # DEPENDENCYPART_ARC
(14,17),0.348056 # DEPENDENCYPART_ARC
(14,18),1.01217 # DEPENDENCYPART_ARC
(14,19),-0.114512 # DEPENDENCYPART_ARC
(14,20),-0.311364 # DEPENDENCYPART_ARC
(14,21),0.463444 # DEPENDENCYPART_ARC
(14,22),-0.613092 # DEPENDENCYPART_ARC
(14,23),-0.515725 # DEPENDENCYPART_ARC
(14,24),-0.358376 # DEPENDENCYPART_ARC
(14,25),-0.293621 # DEPENDENCYPART_ARC
(14,26),-1.2645 # DEPENDENCYPART_ARC
(14,27),-0.918161 # DEPENDENCYPART_ARC
(14,28),-0.854114 # DEPENDENCYPART_ARC
(14,29),-0.732804 # DEPENDENCYPART_ARC
(14,30),-2.63698 # DEPENDENCYPART_ARC
(14,31),-0.609829 # DEPENDENCYPART_ARC
(14,32),-3.17595 # DEPENDENCYPART_ARC
(14,33),-0.273049 # DEPENDENCYPART_ARC
(15,1),-2.47968 # DEPENDENCYPART_ARC
(15,2),-2.05208 # DEPENDENCYPART_ARC
(15,3),-3.48425 # DEPENDENCYPART_ARC
(15,4),-3.5149 # DEPENDENCYPART_ARC
(15,5),-1.92106 # DEPENDENCYPART_ARC
(15,6),-1.67143 # DEPENDENCYPART_ARC
(15,7),-3.31475 # DEPENDENCYPART_ARC
(15,8),-1.41568 # DEPENDENCYPART_ARC
(15,9),-1.44235 # DEPENDENCYPART_ARC
(15,10),-2.56988 # DEPENDENCYPART_ARC
(15,11),-1.11668 # DEPENDENCYPART_ARC
(15,12),-2.8424 # DEPENDENCYPART_ARC
(15,13),-0.696734 # DEPENDENCYPART_ARC
(15,14),-0.812667 # DEPENDENCYPART_ARC
(15,16),0.494352 # DEPENDENCYPART_ARC
(15,17),0.433612 # DEPENDENCYPART_ARC
(15,18),-0.48318 # DEPENDENCYPART_ARC
(15,19),-1.64742 # DEPENDENCYPART_ARC
(15,20),-1.20618 # DEPENDENCYPART_ARC
