# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,9,10,0,12,10,17,15,17,15,12,19,17,0,
(12,19),-2.04651 # DEPENDENCYPART_ARC
(12,20),0.292267 # DEPENDENCYPART_ARC
(13,2),-2.38408 # DEPENDENCYPART_ARC
(13,6),-2.00773 # DEPENDENCYPART_ARC
(13,10),-0.834564 # DEPENDENCYPART_ARC
(13,15),0.177077 # DEPENDENCYPART_ARC
(13,17),-1.05965 # DEPENDENCYPART_ARC
(13,19),-1.29648 # DEPENDENCYPART_ARC
(14,1),-1.76137 # DEPENDENCYPART_ARC
(14,2),-2.71526 # DEPENDENCYPART_ARC
(14,3),-1.46675 # DEPENDENCYPART_ARC
(14,4),-1.20147 # DEPENDENCYPART_ARC
(14,5),-1.54032 # DEPENDENCYPART_ARC
(14,6),-2.67902 # DEPENDENCYPART_ARC
(14,7),-2.32641 # DEPENDENCYPART_ARC
(14,8),-1.23827 # DEPENDENCYPART_ARC
(14,9),-4.30174 # DEPENDENCYPART_ARC
(14,10),-0.966856 # DEPENDENCYPART_ARC
(14,11),-0.657954 # DEPENDENCYPART_ARC
(14,12),-3.25509 # DEPENDENCYPART_ARC
(14,13),0.918431 # DEPENDENCYPART_ARC
(14,15),0.528666 # DEPENDENCYPART_ARC
(14,16),-0.667589 # DEPENDENCYPART_ARC
(14,17),-0.615376 # DEPENDENCYPART_ARC
(14,18),-0.641272 # DEPENDENCYPART_ARC
(14,19),-0.149359 # DEPENDENCYPART_ARC
(14,20),-0.104913 # DEPENDENCYPART_ARC
(15,1),-0.7544 # DEPENDENCYPART_ARC
(15,2),-0.266774 # DEPENDENCYPART_ARC
(15,3),-0.596491 # DEPENDENCYPART_ARC
(15,4),-0.703349 # DEPENDENCYPART_ARC
(15,5),-0.458489 # DEPENDENCYPART_ARC
(15,6),-0.0621976 # DEPENDENCYPART_ARC
(15,7),-0.193706 # DEPENDENCYPART_ARC
(15,8),-0.0917232 # DEPENDENCYPART_ARC
(15,9),0.374368 # DEPENDENCYPART_ARC
(15,10),0.157424 # DEPENDENCYPART_ARC
(15,11),0.290059 # DEPENDENCYPART_ARC
(15,12),0.744633 # DEPENDENCYPART_ARC
(15,13),0.769423 # DEPENDENCYPART_ARC
(15,14),2.8353 # DEPENDENCYPART_ARC
(15,16),4.03574 # DEPENDENCYPART_ARC
(15,17),0.621785 # DEPENDENCYPART_ARC
(15,18),-0.424042 # DEPENDENCYPART_ARC
(15,19),-0.0925217 # DEPENDENCYPART_ARC
(15,20),-0.0630788 # DEPENDENCYPART_ARC
(16,1),-1.67831 # DEPENDENCYPART_ARC
(16,2),-2.4971 # DEPENDENCYPART_ARC
(16,3),-1.39791 # DEPENDENCYPART_ARC
(16,4),-1.03995 # DEPENDENCYPART_ARC
(16,5),-1.64483 # DEPENDENCYPART_ARC
(16,6),-2.50466 # DEPENDENCYPART_ARC
(16,7),-2.14823 # DEPENDENCYPART_ARC
(16,8),-1.16701 # DEPENDENCYPART_ARC
(16,9),-4.25515 # DEPENDENCYPART_ARC
(16,10),-0.833048 # DEPENDENCYPART_ARC
(16,11),-0.735624 # DEPENDENCYPART_ARC
(16,12),-3.7646 # DEPENDENCYPART_ARC
(16,13),-0.172881 # DEPENDENCYPART_ARC
(16,14),0.309606 # DEPENDENCYPART_ARC
(16,15),0.721355 # DEPENDENCYPART_ARC
(16,17),0.00182027 # DEPENDENCYPART_ARC
(16,18),-0.462104 # DEPENDENCYPART_ARC
(16,19),-0.289354 # DEPENDENCYPART_ARC
(16,20),-0.392444 # DEPENDENCYPART_ARC
(17,1),-1.31312 # DEPENDENCYPART_ARC
(17,2),-2.37955 # DEPENDENCYPART_ARC
(17,3),-0.959266 # DEPENDENCYPART_ARC
(17,4),-0.806477 # DEPENDENCYPART_ARC
(17,5),-0.396193 # DEPENDENCYPART_ARC
(17,6),-1.45877 # DEPENDENCYPART_ARC
(17,7),-2.34012 # DEPENDENCYPART_ARC
(17,8),-0.6204 # DEPENDENCYPART_ARC
(17,9),-3.20925 # DEPENDENCYPART_ARC
(17,10),0.030457 # DEPENDENCYPART_ARC
(17,11),-0.680194 # DEPENDENCYPART_ARC
(17,12),-2.56056 # DEPENDENCYPART_ARC
(17,13),2.32944 # DEPENDENCYPART_ARC
(17,14),1.19838 # DEPENDENCYPART_ARC
(17,15),2.06848 # DEPENDENCYPART_ARC
(17,16),2.88578 # DEPENDENCYPART_ARC
(17,18),0.314281 # DEPENDENCYPART_ARC
(17,19),2.63985 # DEPENDENCYPART_ARC
(17,20),0.413569 # DEPENDENCYPART_ARC
(18,2),-2.87524 # DEPENDENCYPART_ARC
(18,6),-3.10015 # DEPENDENCYPART_ARC
(18,10),-1.12662 # DEPENDENCYPART_ARC
(18,15),-0.582898 # DEPENDENCYPART_ARC
(18,17),-1.50868 # DEPENDENCYPART_ARC
(18,19),0.417624 # DEPENDENCYPART_ARC
(19,1),-4.6604 # DEPENDENCYPART_ARC
(19,2),-4.79974 # DEPENDENCYPART_ARC
(19,3),-1.55468 # DEPENDENCYPART_ARC
(19,4),-1.41043 # DEPENDENCYPART_ARC
(19,5),-4.49374 # DEPENDENCYPART_ARC
(19,6),-4.82223 # DEPENDENCYPART_ARC
(19,7),-1.7187 # DEPENDENCYPART_ARC
(19,8),-1.33158 # DEPENDENCYPART_ARC
(19,9),-2.83397 # DEPENDENCYPART_ARC
(19,10),-0.655417 # DEPENDENCYPART_ARC
(19,11),-1.31487 # DEPENDENCYPART_ARC
(19,12),-2.51145 # DEPENDENCYPART_ARC
(19,13),-2.58985 # DEPENDENCYPART_ARC
(19,14),-2.50567 # DEPENDENCYPART_ARC
(19,15),0.222692 # DEPENDENCYPART_ARC
(19,16),-1.96655 # DEPENDENCYPART_ARC
(19,17),-2.4156 # DEPENDENCYPART_ARC
(19,18),3.52517 # DEPENDENCYPART_ARC
(19,20),0.0581053 # DEPENDENCYPART_ARC
(20,2),-3.15236 # DEPENDENCYPART_ARC
(20,3),-2.50867 # DEPENDENCYPART_ARC
(20,4),-2.78838 # DEPENDENCYPART_ARC
(20,6),-2.68385 # DEPENDENCYPART_ARC
(20,8),-2.28932 # DEPENDENCYPART_ARC
(20,9),-2.24518 # DEPENDENCYPART_ARC
(20,10),-2.1923 # DEPENDENCYPART_ARC
(20,12),-2.27232 # DEPENDENCYPART_ARC
(20,14),-2.10168 # DEPENDENCYPART_ARC
(20,15),-1.84736 # DEPENDENCYPART_ARC
(20,16),-1.89671 # DEPENDENCYPART_ARC
(20,17),-1.77526 # DEPENDENCYPART_ARC
(20,19),-1.83977 # DEPENDENCYPART_ARC
