# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,9,13,11,13,14,15,18,20,18,16,0,
(3,4),-0.709267 # DEPENDENCYPART_ARC
(3,5),-0.989494 # DEPENDENCYPART_ARC
(3,6),-0.663592 # DEPENDENCYPART_ARC
(3,7),-1.01303 # DEPENDENCYPART_ARC
(3,8),-2.31511 # DEPENDENCYPART_ARC
(3,9),-1.12808 # DEPENDENCYPART_ARC
(3,10),-2.06332 # DEPENDENCYPART_ARC
(3,11),-3.30515 # DEPENDENCYPART_ARC
(3,12),-1.96285 # DEPENDENCYPART_ARC
(3,13),-3.19578 # DEPENDENCYPART_ARC
(3,14),-1.7627 # DEPENDENCYPART_ARC
(3,15),-1.33719 # DEPENDENCYPART_ARC
(3,16),-2.03027 # DEPENDENCYPART_ARC
(3,17),-1.89948 # DEPENDENCYPART_ARC
(3,18),-1.48501 # DEPENDENCYPART_ARC
(3,19),-2.53287 # DEPENDENCYPART_ARC
(3,20),-2.34751 # DEPENDENCYPART_ARC
(3,21),-0.843826 # DEPENDENCYPART_ARC
(4,1),1.55367 # DEPENDENCYPART_ARC
(4,2),0.0075488 # DEPENDENCYPART_ARC
(4,3),-0.280395 # DEPENDENCYPART_ARC
(4,5),3.33695 # DEPENDENCYPART_ARC
(4,6),0.929996 # DEPENDENCYPART_ARC
(4,7),1.03557 # DEPENDENCYPART_ARC
(4,8),0.0848434 # DEPENDENCYPART_ARC
(4,9),0.128952 # DEPENDENCYPART_ARC
(4,10),-0.827404 # DEPENDENCYPART_ARC
(4,11),-1.05316 # DEPENDENCYPART_ARC
(4,12),-0.0740816 # DEPENDENCYPART_ARC
(4,13),0.247981 # DEPENDENCYPART_ARC
(4,14),-2.265 # DEPENDENCYPART_ARC
(4,15),-0.47818 # DEPENDENCYPART_ARC
(4,16),-1.84196 # DEPENDENCYPART_ARC
(4,17),-1.83816 # DEPENDENCYPART_ARC
(4,18),-0.0441803 # DEPENDENCYPART_ARC
(4,19),-2.48735 # DEPENDENCYPART_ARC
(4,20),-1.80627 # DEPENDENCYPART_ARC
(4,21),-0.0418132 # DEPENDENCYPART_ARC
(5,1),-0.853211 # DEPENDENCYPART_ARC
(5,2),-0.427311 # DEPENDENCYPART_ARC
(5,3),-0.829737 # DEPENDENCYPART_ARC
(5,4),-2.10853 # DEPENDENCYPART_ARC
(5,6),0.14673 # DEPENDENCYPART_ARC
(5,7),0.150855 # DEPENDENCYPART_ARC
(5,8),-0.560306 # DEPENDENCYPART_ARC
(5,9),-0.77625 # DEPENDENCYPART_ARC
(5,11),-1.73358 # DEPENDENCYPART_ARC
(5,12),-1.48746 # DEPENDENCYPART_ARC
(5,13),-2.3917 # DEPENDENCYPART_ARC
(5,14),-1.36402 # DEPENDENCYPART_ARC
(5,15),-0.999965 # DEPENDENCYPART_ARC
(5,16),-1.48914 # DEPENDENCYPART_ARC
(5,17),-1.82429 # DEPENDENCYPART_ARC
(5,18),-0.875033 # DEPENDENCYPART_ARC
(5,19),-1.7228 # DEPENDENCYPART_ARC
(5,20),-1.60298 # DEPENDENCYPART_ARC
(5,21),-1.30059 # DEPENDENCYPART_ARC
(6,1),-0.529499 # DEPENDENCYPART_ARC
(6,2),-0.610636 # DEPENDENCYPART_ARC
(6,3),-0.241594 # DEPENDENCYPART_ARC
(6,4),-0.0988199 # DEPENDENCYPART_ARC
(6,5),0.312924 # DEPENDENCYPART_ARC
(6,7),0.16545 # DEPENDENCYPART_ARC
(6,8),0.189805 # DEPENDENCYPART_ARC
(6,9),0.19182 # DEPENDENCYPART_ARC
(6,10),-0.843725 # DEPENDENCYPART_ARC
(6,11),-0.869778 # DEPENDENCYPART_ARC
(6,12),-0.651417 # DEPENDENCYPART_ARC
(6,13),-1.27481 # DEPENDENCYPART_ARC
(6,14),-1.11504 # DEPENDENCYPART_ARC
(6,15),-0.763973 # DEPENDENCYPART_ARC
(6,16),-1.18733 # DEPENDENCYPART_ARC
(6,17),-0.927337 # DEPENDENCYPART_ARC
(6,18),-0.87775 # DEPENDENCYPART_ARC
(6,19),-0.794944 # DEPENDENCYPART_ARC
(6,20),-1.33374 # DEPENDENCYPART_ARC
(6,21),-0.149786 # DEPENDENCYPART_ARC
(7,1),-0.297139 # DEPENDENCYPART_ARC
(7,2),-0.95922 # DEPENDENCYPART_ARC
(7,3),-0.703071 # DEPENDENCYPART_ARC
(7,4),-0.6729 # DEPENDENCYPART_ARC
(7,5),-0.0608357 # DEPENDENCYPART_ARC
(7,6),0.628466 # DEPENDENCYPART_ARC
(7,8),0.17313 # DEPENDENCYPART_ARC
(7,9),-0.392148 # DEPENDENCYPART_ARC
(7,11),-1.11173 # DEPENDENCYPART_ARC
(7,12),-1.97944 # DEPENDENCYPART_ARC
(7,13),-2.15201 # DEPENDENCYPART_ARC
(7,14),-2.17986 # DEPENDENCYPART_ARC
(7,15),-1.6453 # DEPENDENCYPART_ARC
(7,16),-2.02266 # DEPENDENCYPART_ARC
(7,17),-1.94406 # DEPENDENCYPART_ARC
(7,18),-1.25719 # DEPENDENCYPART_ARC
(7,19),-2.19748 # DEPENDENCYPART_ARC
(7,20),-2.31609 # DEPENDENCYPART_ARC
(7,21),-1.04006 # DEPENDENCYPART_ARC
(8,1),1.00436 # DEPENDENCYPART_ARC
(8,2),-0.670301 # DEPENDENCYPART_ARC
(8,3),0.196131 # DEPENDENCYPART_ARC
(8,4),-3.30383 # DEPENDENCYPART_ARC
(8,5),-0.574729 # DEPENDENCYPART_ARC
(8,6),1.34403 # DEPENDENCYPART_ARC
(8,7),2.24231 # DEPENDENCYPART_ARC
(8,9),0.911797 # DEPENDENCYPART_ARC
(8,10),-0.00628097 # DEPENDENCYPART_ARC
(8,11),-0.316026 # DEPENDENCYPART_ARC
(8,12),-1.22197 # DEPENDENCYPART_ARC
(8,13),-0.193726 # DEPENDENCYPART_ARC
(8,14),-3.05719 # DEPENDENCYPART_ARC
(8,15),-0.488292 # DEPENDENCYPART_ARC
(8,16),-2.92177 # DEPENDENCYPART_ARC
(8,17),-2.62259 # DEPENDENCYPART_ARC
(8,18),-0.176721 # DEPENDENCYPART_ARC
(8,19),-3.80714 # DEPENDENCYPART_ARC
(8,20),-2.76593 # DEPENDENCYPART_ARC
(8,21),-0.424687 # DEPENDENCYPART_ARC
(9,1),-0.661506 # DEPENDENCYPART_ARC
(9,2),-0.99426 # DEPENDENCYPART_ARC
(9,3),-0.920929 # DEPENDENCYPART_ARC
(9,4),-0.691213 # DEPENDENCYPART_ARC
(9,5),-0.830495 # DEPENDENCYPART_ARC
(9,6),-0.304099 # DEPENDENCYPART_ARC
(9,7),-0.523648 # DEPENDENCYPART_ARC
(9,8),-0.0531386 # DEPENDENCYPART_ARC
(9,10),0.0791837 # DEPENDENCYPART_ARC
(9,11),-0.190625 # DEPENDENCYPART_ARC
(9,12),-0.485851 # DEPENDENCYPART_ARC
(9,13),-0.714033 # DEPENDENCYPART_ARC
(9,14),-0.67613 # DEPENDENCYPART_ARC
(9,15),-0.690073 # DEPENDENCYPART_ARC
(9,16),-1.20221 # DEPENDENCYPART_ARC
(9,17),-1.05734 # DEPENDENCYPART_ARC
(9,18),-0.780172 # DEPENDENCYPART_ARC
(9,19),-0.916545 # DEPENDENCYPART_ARC
(9,20),-1.32829 # DEPENDENCYPART_ARC
(9,21),-0.125954 # DEPENDENCYPART_ARC
(10,3),-1.69629 # DEPENDENCYPART_ARC
(10,6),-1.02093 # DEPENDENCYPART_ARC
(10,8),-0.639747 # DEPENDENCYPART_ARC
(10,9),0.130572 # DEPENDENCYPART_ARC
(10,11),0.519095 # DEPENDENCYPART_ARC
(10,13),-0.567102 # DEPENDENCYPART_ARC
(10,14),-0.783605 # DEPENDENCYPART_ARC
(10,16),-1.28436 # DEPENDENCYPART_ARC
(10,20),-1.35742 # DEPENDENCYPART_ARC
(10,21),-0.620473 # DEPENDENCYPART_ARC
(11,1),-0.113307 # DEPENDENCYPART_ARC
(11,2),-2.5155 # DEPENDENCYPART_ARC
(11,3),-2.45991 # DEPENDENCYPART_ARC
(11,4),-4.64833 # DEPENDENCYPART_ARC
(11,5),-2.37385 # DEPENDENCYPART_ARC
(11,6),0.111455 # DEPENDENCYPART_ARC
(11,7),0.230186 # DEPENDENCYPART_ARC
(11,8),-0.638194 # DEPENDENCYPART_ARC
(11,9),0.504837 # DEPENDENCYPART_ARC
(11,10),2.47675 # DEPENDENCYPART_ARC
(11,12),1.66082 # DEPENDENCYPART_ARC
(11,13),2.47096 # DEPENDENCYPART_ARC
(11,14),-0.718874 # DEPENDENCYPART_ARC
(11,15),0.165308 # DEPENDENCYPART_ARC
(11,16),-1.07522 # DEPENDENCYPART_ARC
(11,17),-1.64875 # DEPENDENCYPART_ARC
(11,18),-0.0835582 # DEPENDENCYPART_ARC
(11,19),-2.33828 # DEPENDENCYPART_ARC
(11,20),-1.79674 # DEPENDENCYPART_ARC
(11,21),0.0229716 # DEPENDENCYPART_ARC
(12,1),-1.9666 # DEPENDENCYPART_ARC
(12,2),-1.84548 # DEPENDENCYPART_ARC
(12,3),-2.94126 # DEPENDENCYPART_ARC
(12,4),-3.99175 # DEPENDENCYPART_ARC
(12,5),-1.53229 # DEPENDENCYPART_ARC
(12,6),-1.21813 # DEPENDENCYPART_ARC
(12,7),-1.06621 # DEPENDENCYPART_ARC
(12,8),-3.27477 # DEPENDENCYPART_ARC
(12,9),-0.633329 # DEPENDENCYPART_ARC
(12,11),-1.80114 # DEPENDENCYPART_ARC
(12,13),-0.393614 # DEPENDENCYPART_ARC
(12,14),0.535798 # DEPENDENCYPART_ARC
(12,15),-0.546351 # DEPENDENCYPART_ARC
(12,16),-0.472071 # DEPENDENCYPART_ARC
(12,17),-1.5482 # DEPENDENCYPART_ARC
(12,18),-0.31449 # DEPENDENCYPART_ARC
(12,19),-1.98334 # DEPENDENCYPART_ARC
(12,20),-1.20913 # DEPENDENCYPART_ARC
(12,21),-0.637481 # DEPENDENCYPART_ARC
(13,1),-1.58456 # DEPENDENCYPART_ARC
(13,2),-1.46851 # DEPENDENCYPART_ARC
(13,3),-2.9315 # DEPENDENCYPART_ARC
(13,4),-2.50406 # DEPENDENCYPART_ARC
(13,5),-1.7416 # DEPENDENCYPART_ARC
(13,6),-0.656857 # DEPENDENCYPART_ARC
(13,7),-1.14149 # DEPENDENCYPART_ARC
(13,8),-3.06183 # DEPENDENCYPART_ARC
(13,9),-0.390506 # DEPENDENCYPART_ARC
(13,10),-0.155789 # DEPENDENCYPART_ARC
(13,11),-0.504677 # DEPENDENCYPART_ARC
(13,12),3.34788 # DEPENDENCYPART_ARC
(13,14),2.49264 # DEPENDENCYPART_ARC
(13,15),0.805391 # DEPENDENCYPART_ARC
(13,16),0.801039 # DEPENDENCYPART_ARC
(13,17),-0.460669 # DEPENDENCYPART_ARC
(13,18),0.175658 # DEPENDENCYPART_ARC
(13,19),-1.09719 # DEPENDENCYPART_ARC
(13,20),-0.339957 # DEPENDENCYPART_ARC
(13,21),0.0554619 # DEPENDENCYPART_ARC
(14,1),-2.27596 # DEPENDENCYPART_ARC
(14,2),-2.08344 # DEPENDENCYPART_ARC
(14,3),-3.17922 # DEPENDENCYPART_ARC
(14,4),-1.55744 # DEPENDENCYPART_ARC
(14,5),-2.96171 # DEPENDENCYPART_ARC
(14,6),-0.592983 # DEPENDENCYPART_ARC
(14,7),-0.923505 # DEPENDENCYPART_ARC
(14,8),-1.27209 # DEPENDENCYPART_ARC
(14,9),-0.283146 # DEPENDENCYPART_ARC
(14,10),-0.141221 # DEPENDENCYPART_ARC
(14,11),-0.48997 # DEPENDENCYPART_ARC
(14,12),0.465781 # DEPENDENCYPART_ARC
(14,13),0.412053 # DEPENDENCYPART_ARC
(14,15),1.34614 # DEPENDENCYPART_ARC
(14,16),1.70271 # DEPENDENCYPART_ARC
(14,17),0.923516 # DEPENDENCYPART_ARC
(14,18),0.0382088 # DEPENDENCYPART_ARC
(14,19),0.121185 # DEPENDENCYPART_ARC
(14,20),-0.111196 # DEPENDENCYPART_ARC
(14,21),-0.0110936 # DEPENDENCYPART_ARC
(15,1),-0.888519 # DEPENDENCYPART_ARC
(15,2),-1.57997 # DEPENDENCYPART_ARC
(15,3),-1.37786 # DEPENDENCYPART_ARC
(15,4),-1.19629 # DEPENDENCYPART_ARC
(15,5),-1.4076 # DEPENDENCYPART_ARC
(15,6),-0.520145 # DEPENDENCYPART_ARC
(15,7),-0.783288 # DEPENDENCYPART_ARC
(15,8),-1.13699 # DEPENDENCYPART_ARC
(15,9),-0.493059 # DEPENDENCYPART_ARC
(15,11),-1.15408 # DEPENDENCYPART_ARC
(15,12),-0.717219 # DEPENDENCYPART_ARC
(15,13),-0.559808 # DEPENDENCYPART_ARC
(15,14),0.139253 # DEPENDENCYPART_ARC
(15,16),2.05853 # DEPENDENCYPART_ARC
(15,17),0.500681 # DEPENDENCYPART_ARC
(15,18),0.784277 # DEPENDENCYPART_ARC
(15,19),-0.253292 # DEPENDENCYPART_ARC
(15,20),0.606491 # DEPENDENCYPART_ARC
(15,21),-0.144122 # DEPENDENCYPART_ARC
(16,1),-2.43341 # DEPENDENCYPART_ARC
(16,2),-3.59202 # DEPENDENCYPART_ARC
(16,3),-4.74096 # DEPENDENCYPART_ARC
(16,4),-2.67815 # DEPENDENCYPART_ARC
(16,5),-4.15034 # DEPENDENCYPART_ARC
(16,6),-1.34029 # DEPENDENCYPART_ARC
(16,7),-1.70422 # DEPENDENCYPART_ARC
(16,8),-3.33956 # DEPENDENCYPART_ARC
(16,9),-1.24588 # DEPENDENCYPART_ARC
(16,10),-1.25491 # DEPENDENCYPART_ARC
(16,11),-1.75169 # DEPENDENCYPART_ARC
(16,12),-1.26981 # DEPENDENCYPART_ARC
(16,13),-1.21017 # DEPENDENCYPART_ARC
(16,14),-0.770535 # DEPENDENCYPART_ARC
(16,15),0.845179 # DEPENDENCYPART_ARC
(16,17),1.39184 # DEPENDENCYPART_ARC
(16,18),0.478772 # DEPENDENCYPART_ARC
(16,19),0.374465 # DEPENDENCYPART_ARC
(16,20),1.13653 # DEPENDENCYPART_ARC
(16,21),0.0171919 # DEPENDENCYPART_ARC
(17,1),-2.03998 # DEPENDENCYPART_ARC
(17,2),-2.99367 # DEPENDENCYPART_ARC
(17,3),-3.38484 # DEPENDENCYPART_ARC
(17,4),-2.42962 # DEPENDENCYPART_ARC
(17,5),-2.19987 # DEPENDENCYPART_ARC
(17,6),-1.30951 # DEPENDENCYPART_ARC
(17,7),-1.66995 # DEPENDENCYPART_ARC
(17,8),-1.82426 # DEPENDENCYPART_ARC
(17,9),-1.03673 # DEPENDENCYPART_ARC
(17,11),-1.54612 # DEPENDENCYPART_ARC
(17,12),-1.81138 # DEPENDENCYPART_ARC
(17,13),-2.02663 # DEPENDENCYPART_ARC
(17,14),-1.27328 # DEPENDENCYPART_ARC
(17,15),-0.105475 # DEPENDENCYPART_ARC
(17,16),-1.06861 # DEPENDENCYPART_ARC
(17,18),0.19444 # DEPENDENCYPART_ARC
(17,19),-1.36919 # DEPENDENCYPART_ARC
(17,20),-0.124573 # DEPENDENCYPART_ARC
(17,21),-0.399848 # DEPENDENCYPART_ARC
(18,1),-0.936311 # DEPENDENCYPART_ARC
(18,2),-0.300799 # DEPENDENCYPART_ARC
(18,3),-0.364185 # DEPENDENCYPART_ARC
(18,4),-0.274202 # DEPENDENCYPART_ARC
(18,5),0.240391 # DEPENDENCYPART_ARC
(18,6),-0.380607 # DEPENDENCYPART_ARC
(18,7),-0.239752 # DEPENDENCYPART_ARC
(18,8),-0.445576 # DEPENDENCYPART_ARC
(18,9),-0.0169809 # DEPENDENCYPART_ARC
(18,10),0.242444 # DEPENDENCYPART_ARC
(18,11),0.892004 # DEPENDENCYPART_ARC
(18,12),0.365823 # DEPENDENCYPART_ARC
(18,13),0.250837 # DEPENDENCYPART_ARC
(18,14),0.463229 # DEPENDENCYPART_ARC
(18,15),0.262197 # DEPENDENCYPART_ARC
(18,16),0.905303 # DEPENDENCYPART_ARC
(18,17),2.47486 # DEPENDENCYPART_ARC
(18,19),3.89368 # DEPENDENCYPART_ARC
(18,20),0.587166 # DEPENDENCYPART_ARC
(18,21),0.194892 # DEPENDENCYPART_ARC
(19,1),-2.26808 # DEPENDENCYPART_ARC
(19,2),-2.80918 # DEPENDENCYPART_ARC
(19,3),-3.87768 # DEPENDENCYPART_ARC
(19,4),-3.18037 # DEPENDENCYPART_ARC
(19,5),-2.50159 # DEPENDENCYPART_ARC
(19,6),-1.60626 # DEPENDENCYPART_ARC
(19,7),-1.83226 # DEPENDENCYPART_ARC
(19,8),-2.76601 # DEPENDENCYPART_ARC
(19,9),-1.31516 # DEPENDENCYPART_ARC
(19,11),-2.48061 # DEPENDENCYPART_ARC
(19,12),-1.64886 # DEPENDENCYPART_ARC
(19,13),-2.45373 # DEPENDENCYPART_ARC
(19,14),-2.17257 # DEPENDENCYPART_ARC
(19,15),-0.911491 # DEPENDENCYPART_ARC
(19,16),-2.4127 # DEPENDENCYPART_ARC
(19,17),0.0488328 # DEPENDENCYPART_ARC
(19,18),0.607848 # DEPENDENCYPART_ARC
(19,20),0.336018 # DEPENDENCYPART_ARC
(19,21),-0.480294 # DEPENDENCYPART_ARC
(20,1),-2.03775 # DEPENDENCYPART_ARC
(20,2),-2.90881 # DEPENDENCYPART_ARC
(20,3),-4.24311 # DEPENDENCYPART_ARC
(20,4),-2.31904 # DEPENDENCYPART_ARC
(20,5),-3.67375 # DEPENDENCYPART_ARC
(20,6),-0.538522 # DEPENDENCYPART_ARC
(20,7),-1.45836 # DEPENDENCYPART_ARC
(20,8),-3.09272 # DEPENDENCYPART_ARC
(20,9),-0.640979 # DEPENDENCYPART_ARC
(20,10),-0.919757 # DEPENDENCYPART_ARC
(20,11),-1.73096 # DEPENDENCYPART_ARC
(20,12),-1.26997 # DEPENDENCYPART_ARC
(20,13),-1.34613 # DEPENDENCYPART_ARC
(20,14),-1.7444 # DEPENDENCYPART_ARC
(20,15),-0.257839 # DEPENDENCYPART_ARC
(20,16),-0.12566 # DEPENDENCYPART_ARC
(20,17),0.218619 # DEPENDENCYPART_ARC
(20,18),2.0434 # DEPENDENCYPART_ARC
(20,19),2.27976 # DEPENDENCYPART_ARC
(20,21),0.158273 # DEPENDENCYPART_ARC
(21,1),-3.1954 # DEPENDENCYPART_ARC
(21,2),-2.70204 # DEPENDENCYPART_ARC
(21,3),-3.0176 # DEPENDENCYPART_ARC
(21,4),-2.77022 # DEPENDENCYPART_ARC
(21,5),-2.79241 # DEPENDENCYPART_ARC
(21,6),-2.17028 # DEPENDENCYPART_ARC
(21,7),-2.13086 # DEPENDENCYPART_ARC
(21,8),-2.79359 # DEPENDENCYPART_ARC
(21,9),-2.08791 # DEPENDENCYPART_ARC
(21,10),-1.90349 # DEPENDENCYPART_ARC
(21,11),-2.58509 # DEPENDENCYPART_ARC
(21,12),-2.15573 # DEPENDENCYPART_ARC
(21,13),-2.09576 # DEPENDENCYPART_ARC
(21,14),-2.03022 # DEPENDENCYPART_ARC
(21,15),-1.83286 # DEPENDENCYPART_ARC
(21,16),-2.11508 # DEPENDENCYPART_ARC
(21,17),-2.05204 # DEPENDENCYPART_ARC
(21,18),-1.54562 # DEPENDENCYPART_ARC
(21,19),-1.68229 # DEPENDENCYPART_ARC
(21,20),-1.81914 # DEPENDENCYPART_ARC
