# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
(4,16),-1.89191 # DEPENDENCYPART_ARC
(4,17),-0.266995 # DEPENDENCYPART_ARC
(4,18),-3.31247 # DEPENDENCYPART_ARC
(4,19),-1.09793 # DEPENDENCYPART_ARC
(4,20),-2.0803 # DEPENDENCYPART_ARC
(4,21),-1.56479 # DEPENDENCYPART_ARC
(4,22),-1.98788 # DEPENDENCYPART_ARC
(4,23),-3.42231 # DEPENDENCYPART_ARC
(4,24),-2.08706 # DEPENDENCYPART_ARC
(4,25),-2.81987 # DEPENDENCYPART_ARC
(4,26),-0.415668 # DEPENDENCYPART_ARC
(5,2),-1.15921 # DEPENDENCYPART_ARC
(5,4),-1.23831 # DEPENDENCYPART_ARC
(5,16),-2.45797 # DEPENDENCYPART_ARC
(5,17),-0.725889 # DEPENDENCYPART_ARC
(5,18),-2.35591 # DEPENDENCYPART_ARC
(5,23),-2.40188 # DEPENDENCYPART_ARC
(5,25),-2.14686 # DEPENDENCYPART_ARC
(6,1),-0.390977 # DEPENDENCYPART_ARC
(6,2),-0.460966 # DEPENDENCYPART_ARC
(6,3),-1.92957 # DEPENDENCYPART_ARC
(6,4),-0.758596 # DEPENDENCYPART_ARC
(6,5),3.26555 # DEPENDENCYPART_ARC
(6,7),-0.626416 # DEPENDENCYPART_ARC
(6,8),-1.10106 # DEPENDENCYPART_ARC
(6,9),-1.13425 # DEPENDENCYPART_ARC
(6,10),-1.20981 # DEPENDENCYPART_ARC
(6,11),-1.71845 # DEPENDENCYPART_ARC
(6,12),-2.11498 # DEPENDENCYPART_ARC
(6,13),-3.04957 # DEPENDENCYPART_ARC
(6,14),-2.43296 # DEPENDENCYPART_ARC
(6,15),-1.74881 # DEPENDENCYPART_ARC
(6,16),-3.58284 # DEPENDENCYPART_ARC
(6,17),-1.02107 # DEPENDENCYPART_ARC
(6,18),-4.16409 # DEPENDENCYPART_ARC
(6,19),-2.23984 # DEPENDENCYPART_ARC
(6,20),-2.28296 # DEPENDENCYPART_ARC
(6,21),-2.7514 # DEPENDENCYPART_ARC
(6,22),-3.16135 # DEPENDENCYPART_ARC
(6,23),-4.56857 # DEPENDENCYPART_ARC
(6,24),-2.0991 # DEPENDENCYPART_ARC
(6,25),-3.41744 # DEPENDENCYPART_ARC
(6,26),-1.50611 # DEPENDENCYPART_ARC
(7,2),-0.291462 # DEPENDENCYPART_ARC
(7,3),-0.228317 # DEPENDENCYPART_ARC
(7,4),0.439053 # DEPENDENCYPART_ARC
(7,6),0.703446 # DEPENDENCYPART_ARC
(7,9),0.54321 # DEPENDENCYPART_ARC
(7,10),0.628147 # DEPENDENCYPART_ARC
(7,11),-0.31975 # DEPENDENCYPART_ARC
(7,12),-0.550616 # DEPENDENCYPART_ARC
(7,13),-0.976304 # DEPENDENCYPART_ARC
(7,16),-1.09523 # DEPENDENCYPART_ARC
(7,17),-0.0588731 # DEPENDENCYPART_ARC
(7,18),-1.38874 # DEPENDENCYPART_ARC
(7,19),-0.624522 # DEPENDENCYPART_ARC
(7,21),-1.32955 # DEPENDENCYPART_ARC
(7,22),-1.15044 # DEPENDENCYPART_ARC
(7,23),-1.22554 # DEPENDENCYPART_ARC
(7,25),-1.16354 # DEPENDENCYPART_ARC
(7,26),-0.564986 # DEPENDENCYPART_ARC
(8,2),-1.6267 # DEPENDENCYPART_ARC
(8,4),-1.89034 # DEPENDENCYPART_ARC
(8,16),-2.44736 # DEPENDENCYPART_ARC
(8,17),-0.803226 # DEPENDENCYPART_ARC
(8,18),-2.26043 # DEPENDENCYPART_ARC
(8,23),-2.41638 # DEPENDENCYPART_ARC
(8,25),-2.18987 # DEPENDENCYPART_ARC
(9,1),-1.13773 # DEPENDENCYPART_ARC
(9,2),-1.09837 # DEPENDENCYPART_ARC
(9,3),-1.84945 # DEPENDENCYPART_ARC
(9,4),-1.6593 # DEPENDENCYPART_ARC
(9,5),-0.0339494 # DEPENDENCYPART_ARC
(9,6),-1.31774 # DEPENDENCYPART_ARC
(9,7),-0.23109 # DEPENDENCYPART_ARC
(9,8),3.08249 # DEPENDENCYPART_ARC
(9,10),-0.199933 # DEPENDENCYPART_ARC
(9,11),-0.561705 # DEPENDENCYPART_ARC
(9,12),-1.20131 # DEPENDENCYPART_ARC
(9,13),-2.5786 # DEPENDENCYPART_ARC
(9,14),-2.23526 # DEPENDENCYPART_ARC
(9,15),-1.4712 # DEPENDENCYPART_ARC
(9,16),-2.72601 # DEPENDENCYPART_ARC
(9,17),-0.526502 # DEPENDENCYPART_ARC
(9,18),-3.31608 # DEPENDENCYPART_ARC
(9,19),-1.52619 # DEPENDENCYPART_ARC
(9,20),-2.45287 # DEPENDENCYPART_ARC
(9,21),-2.84513 # DEPENDENCYPART_ARC
(9,22),-3.12111 # DEPENDENCYPART_ARC
(9,23),-3.71128 # DEPENDENCYPART_ARC
(9,24),-2.31513 # DEPENDENCYPART_ARC
(9,25),-2.78654 # DEPENDENCYPART_ARC
(9,26),-1.06914 # DEPENDENCYPART_ARC
(10,2),-0.431352 # DEPENDENCYPART_ARC
(10,3),-0.48365 # DEPENDENCYPART_ARC
(10,4),-0.179957 # DEPENDENCYPART_ARC
(10,6),-0.329178 # DEPENDENCYPART_ARC
(10,7),0.112454 # DEPENDENCYPART_ARC
(10,9),-0.0305451 # DEPENDENCYPART_ARC
(10,11),-0.115921 # DEPENDENCYPART_ARC
(10,12),-0.786281 # DEPENDENCYPART_ARC
(10,13),-0.911745 # DEPENDENCYPART_ARC
(10,16),-1.30848 # DEPENDENCYPART_ARC
(10,17),-0.457941 # DEPENDENCYPART_ARC
(10,18),-1.59587 # DEPENDENCYPART_ARC
(10,19),-0.984983 # DEPENDENCYPART_ARC
(10,21),-1.6797 # DEPENDENCYPART_ARC
(10,22),-1.52287 # DEPENDENCYPART_ARC
(10,23),-1.48896 # DEPENDENCYPART_ARC
(10,25),-1.43925 # DEPENDENCYPART_ARC
(10,26),-0.866913 # DEPENDENCYPART_ARC
(11,1),-1.37381 # DEPENDENCYPART_ARC
(11,2),0.456088 # DEPENDENCYPART_ARC
(11,3),-0.744146 # DEPENDENCYPART_ARC
(11,4),0.949199 # DEPENDENCYPART_ARC
(11,5),-2.13064 # DEPENDENCYPART_ARC
(11,6),-1.58803 # DEPENDENCYPART_ARC
(11,7),1.21084 # DEPENDENCYPART_ARC
(11,8),-0.975311 # DEPENDENCYPART_ARC
(11,9),2.18602 # DEPENDENCYPART_ARC
(11,10),1.30424 # DEPENDENCYPART_ARC
(11,12),2.0924 # DEPENDENCYPART_ARC
(11,13),0.646456 # DEPENDENCYPART_ARC
(11,14),-1.50875 # DEPENDENCYPART_ARC
(11,15),-1.38641 # DEPENDENCYPART_ARC
(11,16),1.15367 # DEPENDENCYPART_ARC
(11,17),0.665511 # DEPENDENCYPART_ARC
(11,18),-0.828161 # DEPENDENCYPART_ARC
(11,19),0.596383 # DEPENDENCYPART_ARC
(11,20),-1.83764 # DEPENDENCYPART_ARC
(11,21),-0.444286 # DEPENDENCYPART_ARC
(11,22),-1.55365 # DEPENDENCYPART_ARC
(11,23),-1.9899 # DEPENDENCYPART_ARC
(11,24),-2.39422 # DEPENDENCYPART_ARC
(11,25),-3.17798 # DEPENDENCYPART_ARC
(11,26),0.820475 # DEPENDENCYPART_ARC
(12,1),-1.4695 # DEPENDENCYPART_ARC
(12,2),-1.30483 # DEPENDENCYPART_ARC
(12,3),-1.73773 # DEPENDENCYPART_ARC
(12,4),-1.89635 # DEPENDENCYPART_ARC
(12,5),-1.30231 # DEPENDENCYPART_ARC
(12,6),-1.79011 # DEPENDENCYPART_ARC
(12,7),-0.783537 # DEPENDENCYPART_ARC
(12,8),-0.952438 # DEPENDENCYPART_ARC
(12,9),-1.38363 # DEPENDENCYPART_ARC
(12,10),-0.275994 # DEPENDENCYPART_ARC
(12,11),-0.289708 # DEPENDENCYPART_ARC
(12,13),1.43621 # DEPENDENCYPART_ARC
(12,14),0.0949644 # DEPENDENCYPART_ARC
(12,15),0.0619131 # DEPENDENCYPART_ARC
(12,16),1.15586 # DEPENDENCYPART_ARC
(12,17),0.396551 # DEPENDENCYPART_ARC
(12,18),-0.247509 # DEPENDENCYPART_ARC
(12,19),-0.551606 # DEPENDENCYPART_ARC
(12,20),-1.32869 # DEPENDENCYPART_ARC
(12,21),-0.519407 # DEPENDENCYPART_ARC
(12,22),-0.270952 # DEPENDENCYPART_ARC
(12,23),-1.32152 # DEPENDENCYPART_ARC
(12,24),-1.32061 # DEPENDENCYPART_ARC
(12,25),-2.20183 # DEPENDENCYPART_ARC
(12,26),-0.487898 # DEPENDENCYPART_ARC
(13,1),-2.44213 # DEPENDENCYPART_ARC
(13,2),-1.63287 # DEPENDENCYPART_ARC
(13,3),-1.86182 # DEPENDENCYPART_ARC
(13,4),-2.24992 # DEPENDENCYPART_ARC
(13,5),-2.44494 # DEPENDENCYPART_ARC
(13,6),-3.34749 # DEPENDENCYPART_ARC
(13,7),-1.58186 # DEPENDENCYPART_ARC
(13,8),-1.59516 # DEPENDENCYPART_ARC
(13,9),-2.38984 # DEPENDENCYPART_ARC
(13,10),-1.15527 # DEPENDENCYPART_ARC
(13,11),-2.54619 # DEPENDENCYPART_ARC
(13,12),-0.168042 # DEPENDENCYPART_ARC
(13,14),-0.0368783 # DEPENDENCYPART_ARC
(13,15),-0.401007 # DEPENDENCYPART_ARC
(13,16),0.33559 # DEPENDENCYPART_ARC
(13,17),0.233732 # DEPENDENCYPART_ARC
(13,18),-0.740753 # DEPENDENCYPART_ARC
(13,19),0.0111981 # DEPENDENCYPART_ARC
(13,20),-0.685581 # DEPENDENCYPART_ARC
(13,21),-2.17108 # DEPENDENCYPART_ARC
(13,22),-2.22178 # DEPENDENCYPART_ARC
(13,23),-1.40921 # DEPENDENCYPART_ARC
(13,24),-0.714354 # DEPENDENCYPART_ARC
(13,25),-0.661142 # DEPENDENCYPART_ARC
(13,26),-0.0346712 # DEPENDENCYPART_ARC
(14,2),-1.51759 # DEPENDENCYPART_ARC
(14,4),-1.99155 # DEPENDENCYPART_ARC
(14,16),-0.5086 # DEPENDENCYPART_ARC
(14,17),0.109197 # DEPENDENCYPART_ARC
(14,18),-1.09429 # DEPENDENCYPART_ARC
(14,23),-1.83218 # DEPENDENCYPART_ARC
(14,25),-1.51978 # DEPENDENCYPART_ARC
(15,1),-0.622947 # DEPENDENCYPART_ARC
(15,2),-0.922738 # DEPENDENCYPART_ARC
(15,3),-1.25903 # DEPENDENCYPART_ARC
(15,4),-1.49667 # DEPENDENCYPART_ARC
(15,5),-1.75095 # DEPENDENCYPART_ARC
(15,6),-2.07893 # DEPENDENCYPART_ARC
(15,7),-0.824421 # DEPENDENCYPART_ARC
(15,8),-0.280388 # DEPENDENCYPART_ARC
(15,9),-1.2024 # DEPENDENCYPART_ARC
(15,10),-0.669249 # DEPENDENCYPART_ARC
(15,11),-2.77606 # DEPENDENCYPART_ARC
(15,13),-0.16305 # DEPENDENCYPART_ARC
(15,14),1.34809 # DEPENDENCYPART_ARC
(15,16),0.51524 # DEPENDENCYPART_ARC
(15,18),-0.47079 # DEPENDENCYPART_ARC
(15,20),-0.716778 # DEPENDENCYPART_ARC
(15,21),-1.82049 # DEPENDENCYPART_ARC
(15,22),-1.59707 # DEPENDENCYPART_ARC
(15,23),-0.778015 # DEPENDENCYPART_ARC
(15,24),-0.83818 # DEPENDENCYPART_ARC
(15,25),-0.355226 # DEPENDENCYPART_ARC
(15,26),-0.143147 # DEPENDENCYPART_ARC
(16,1),-2.26782 # DEPENDENCYPART_ARC
(16,2),-1.39928 # DEPENDENCYPART_ARC
(16,3),-2.79021 # DEPENDENCYPART_ARC
(16,4),-2.65641 # DEPENDENCYPART_ARC
(16,5),-2.16989 # DEPENDENCYPART_ARC
(16,6),-2.52071 # DEPENDENCYPART_ARC
(16,7),-1.39933 # DEPENDENCYPART_ARC
(16,8),-0.243405 # DEPENDENCYPART_ARC
(16,9),-1.84732 # DEPENDENCYPART_ARC
(16,10),-1.36705 # DEPENDENCYPART_ARC
(16,11),-2.02751 # DEPENDENCYPART_ARC
(16,12),-0.583604 # DEPENDENCYPART_ARC
(16,13),-0.80309 # DEPENDENCYPART_ARC
(16,14),3.08747 # DEPENDENCYPART_ARC
(16,15),2.5954 # DEPENDENCYPART_ARC
(16,17),0.354769 # DEPENDENCYPART_ARC
(16,18),-0.244633 # DEPENDENCYPART_ARC
(16,19),-0.334279 # DEPENDENCYPART_ARC
(16,20),-1.5405 # DEPENDENCYPART_ARC
(16,21),-1.75535 # DEPENDENCYPART_ARC
(16,22),-2.22401 # DEPENDENCYPART_ARC
(16,23),-2.23323 # DEPENDENCYPART_ARC
(16,24),-1.7956 # DEPENDENCYPART_ARC
(16,25),-1.35217 # DEPENDENCYPART_ARC
(16,26),-0.390545 # DEPENDENCYPART_ARC
(17,1),-0.466432 # DEPENDENCYPART_ARC
(17,2),0.0650689 # DEPENDENCYPART_ARC
(17,3),-0.41761 # DEPENDENCYPART_ARC
(17,4),0.373629 # DEPENDENCYPART_ARC
(17,5),-0.438444 # DEPENDENCYPART_ARC
(17,6),0.670542 # DEPENDENCYPART_ARC
(17,7),0.46568 # DEPENDENCYPART_ARC
(17,8),-0.0219276 # DEPENDENCYPART_ARC
(17,9),0.649471 # DEPENDENCYPART_ARC
(17,10),0.338846 # DEPENDENCYPART_ARC
(17,11),1.26727 # DEPENDENCYPART_ARC
(17,12),0.362463 # DEPENDENCYPART_ARC
(17,13),0.634285 # DEPENDENCYPART_ARC
(17,14),0.768064 # DEPENDENCYPART_ARC
(17,15),1.03286 # DEPENDENCYPART_ARC
(17,16),2.92049 # DEPENDENCYPART_ARC
(17,18),2.90363 # DEPENDENCYPART_ARC
(17,19),0.334618 # DEPENDENCYPART_ARC
(17,20),-0.576871 # DEPENDENCYPART_ARC
(17,21),0.0612481 # DEPENDENCYPART_ARC
(17,22),-0.0170315 # DEPENDENCYPART_ARC
(17,23),0.00824183 # DEPENDENCYPART_ARC
(17,24),-0.942598 # DEPENDENCYPART_ARC
(17,25),-0.351326 # DEPENDENCYPART_ARC
(17,26),-0.0212086 # DEPENDENCYPART_ARC
(18,1),-3.78066 # DEPENDENCYPART_ARC
(18,2),-1.6251 # DEPENDENCYPART_ARC
(18,3),-3.57908 # DEPENDENCYPART_ARC
(18,4),-3.86317 # DEPENDENCYPART_ARC
(18,5),-4.34744 # DEPENDENCYPART_ARC
(18,6),-3.40295 # DEPENDENCYPART_ARC
(18,7),-1.93141 # DEPENDENCYPART_ARC
(18,8),-3.35477 # DEPENDENCYPART_ARC
(18,9),-3.79078 # DEPENDENCYPART_ARC
(18,10),-1.81597 # DEPENDENCYPART_ARC
(18,11),-2.79685 # DEPENDENCYPART_ARC
(18,12),-1.27737 # DEPENDENCYPART_ARC
(18,13),-0.0750557 # DEPENDENCYPART_ARC
(18,14),-1.00847 # DEPENDENCYPART_ARC
(18,15),-1.72897 # DEPENDENCYPART_ARC
(18,16),-1.50265 # DEPENDENCYPART_ARC
(18,17),0.231285 # DEPENDENCYPART_ARC
(18,19),0.888976 # DEPENDENCYPART_ARC
(18,20),-0.758987 # DEPENDENCYPART_ARC
(18,21),0.782347 # DEPENDENCYPART_ARC
(18,22),0.188958 # DEPENDENCYPART_ARC
(18,23),-1.41408 # DEPENDENCYPART_ARC
(18,24),-1.4288 # DEPENDENCYPART_ARC
(18,25),-1.02337 # DEPENDENCYPART_ARC
(18,26),0.0857099 # DEPENDENCYPART_ARC
(19,1),-1.55802 # DEPENDENCYPART_ARC
(19,2),-1.31576 # DEPENDENCYPART_ARC
(19,3),-1.9973 # DEPENDENCYPART_ARC
(19,4),-2.16834 # DEPENDENCYPART_ARC
(19,5),-1.52084 # DEPENDENCYPART_ARC
(19,6),-2.16127 # DEPENDENCYPART_ARC
(19,7),-1.06085 # DEPENDENCYPART_ARC
(19,8),-1.46208 # DEPENDENCYPART_ARC
(19,9),-2.03487 # DEPENDENCYPART_ARC
(19,10),-0.878893 # DEPENDENCYPART_ARC
(19,11),-1.48068 # DEPENDENCYPART_ARC
(19,12),-0.796106 # DEPENDENCYPART_ARC
(19,13),-1.53836 # DEPENDENCYPART_ARC
(19,14),-0.833136 # DEPENDENCYPART_ARC
(19,15),-0.954885 # DEPENDENCYPART_ARC
(19,16),-1.27171 # DEPENDENCYPART_ARC
(19,17),-0.304464 # DEPENDENCYPART_ARC
(19,18),-0.775889 # DEPENDENCYPART_ARC
(19,20),0.386563 # DEPENDENCYPART_ARC
(19,21),1.23156 # DEPENDENCYPART_ARC
(19,22),0.998707 # DEPENDENCYPART_ARC
(19,23),1.66609 # DEPENDENCYPART_ARC
(19,24),-0.726542 # DEPENDENCYPART_ARC
(19,25),0.0813514 # DEPENDENCYPART_ARC
(19,26),-0.160006 # DEPENDENCYPART_ARC
(20,2),-2.27858 # DEPENDENCYPART_ARC
(20,4),-3.43336 # DEPENDENCYPART_ARC
(20,16),-2.59967 # DEPENDENCYPART_ARC
(20,17),-1.27644 # DEPENDENCYPART_ARC
(20,18),-1.53803 # DEPENDENCYPART_ARC
(20,23),-0.848498 # DEPENDENCYPART_ARC
(20,25),-0.722192 # DEPENDENCYPART_ARC
(21,1),-2.50958 # DEPENDENCYPART_ARC
(21,2),-0.978627 # DEPENDENCYPART_ARC
(21,3),-1.74676 # DEPENDENCYPART_ARC
(21,4),-2.5621 # DEPENDENCYPART_ARC
(21,5),-2.45068 # DEPENDENCYPART_ARC
(21,6),-3.43082 # DEPENDENCYPART_ARC
(21,7),-1.54072 # DEPENDENCYPART_ARC
(21,8),-1.9086 # DEPENDENCYPART_ARC
(21,9),-2.76187 # DEPENDENCYPART_ARC
(21,10),-1.45386 # DEPENDENCYPART_ARC
(21,11),-3.33333 # DEPENDENCYPART_ARC
(21,12),-0.984535 # DEPENDENCYPART_ARC
(21,13),-1.43887 # DEPENDENCYPART_ARC
(21,14),-1.19122 # DEPENDENCYPART_ARC
(21,15),-1.82068 # DEPENDENCYPART_ARC
(21,16),-1.98377 # DEPENDENCYPART_ARC
(21,17),-0.906864 # DEPENDENCYPART_ARC
(21,18),-1.32124 # DEPENDENCYPART_ARC
(21,19),-0.195786 # DEPENDENCYPART_ARC
(21,20),0.996754 # DEPENDENCYPART_ARC
(21,22),-0.231527 # DEPENDENCYPART_ARC
(21,23),-0.10085 # DEPENDENCYPART_ARC
(21,24),-0.285827 # DEPENDENCYPART_ARC
(21,25),-0.402154 # DEPENDENCYPART_ARC
(21,26),-0.180802 # DEPENDENCYPART_ARC
(22,1),-2.15413 # DEPENDENCYPART_ARC
(22,2),-1.00808 # DEPENDENCYPART_ARC
(22,3),-1.52795 # DEPENDENCYPART_ARC
(22,4),-1.81987 # DEPENDENCYPART_ARC
(22,5),-2.20336 # DEPENDENCYPART_ARC
(22,6),-2.94572 # DEPENDENCYPART_ARC
(22,7),-1.15873 # DEPENDENCYPART_ARC
(22,8),-1.74561 # DEPENDENCYPART_ARC
(22,9),-2.32404 # DEPENDENCYPART_ARC
(22,10),-1.11127 # DEPENDENCYPART_ARC
(22,11),-3.15973 # DEPENDENCYPART_ARC
(22,12),-0.709489 # DEPENDENCYPART_ARC
(22,13),-1.06444 # DEPENDENCYPART_ARC
(22,14),-0.98788 # DEPENDENCYPART_ARC
(22,15),-2.13948 # DEPENDENCYPART_ARC
(22,16),-1.68327 # DEPENDENCYPART_ARC
(22,17),-0.587839 # DEPENDENCYPART_ARC
(22,18),-0.715417 # DEPENDENCYPART_ARC
(22,19),-0.117908 # DEPENDENCYPART_ARC
(22,20),1.20212 # DEPENDENCYPART_ARC
(22,21),1.79088 # DEPENDENCYPART_ARC
(22,23),0.305106 # DEPENDENCYPART_ARC
(22,24),-0.0830007 # DEPENDENCYPART_ARC
(22,25),-0.182955 # DEPENDENCYPART_ARC
(22,26),-0.276623 # DEPENDENCYPART_ARC
(23,1),-4.1292 # DEPENDENCYPART_ARC
(23,2),-1.01615 # DEPENDENCYPART_ARC
(23,3),-3.6692 # DEPENDENCYPART_ARC
(23,4),-3.49412 # DEPENDENCYPART_ARC
(23,5),-2.82011 # DEPENDENCYPART_ARC
(23,6),-2.21534 # DEPENDENCYPART_ARC
(23,7),-0.73028 # DEPENDENCYPART_ARC
(23,8),-2.19258 # DEPENDENCYPART_ARC
(23,9),-2.77698 # DEPENDENCYPART_ARC
(23,10),-0.849488 # DEPENDENCYPART_ARC
(23,11),-2.33613 # DEPENDENCYPART_ARC
(23,12),-0.62341 # DEPENDENCYPART_ARC
(23,13),0.217162 # DEPENDENCYPART_ARC
(23,14),-0.524614 # DEPENDENCYPART_ARC
(23,15),-0.974689 # DEPENDENCYPART_ARC
(23,16),-1.71051 # DEPENDENCYPART_ARC
(23,17),-0.170461 # DEPENDENCYPART_ARC
(23,18),-0.25267 # DEPENDENCYPART_ARC
(23,19),-0.0211884 # DEPENDENCYPART_ARC
(23,20),3.56334 # DEPENDENCYPART_ARC
(23,21),3.82452 # DEPENDENCYPART_ARC
(23,22),3.66444 # DEPENDENCYPART_ARC
(23,24),0.318807 # DEPENDENCYPART_ARC
(23,25),2.40468 # DEPENDENCYPART_ARC
(23,26),0.417722 # DEPENDENCYPART_ARC
(24,2),-1.93713 # DEPENDENCYPART_ARC
(24,4),-2.90313 # DEPENDENCYPART_ARC
(24,16),-2.41267 # DEPENDENCYPART_ARC
(24,17),-0.915813 # DEPENDENCYPART_ARC
(24,18),-2.06098 # DEPENDENCYPART_ARC
(24,23),-0.851071 # DEPENDENCYPART_ARC
(24,25),0.265417 # DEPENDENCYPART_ARC
(25,1),-5.9407 # DEPENDENCYPART_ARC
(25,2),-1.82669 # DEPENDENCYPART_ARC
(25,3),-5.90399 # DEPENDENCYPART_ARC
(25,4),-5.11215 # DEPENDENCYPART_ARC
(25,5),-3.75889 # DEPENDENCYPART_ARC
(25,6),-3.32421 # DEPENDENCYPART_ARC
(25,7),-1.61314 # DEPENDENCYPART_ARC
(25,8),-4.23852 # DEPENDENCYPART_ARC
(25,9),-4.28144 # DEPENDENCYPART_ARC
(25,10),-1.51131 # DEPENDENCYPART_ARC
(25,11),-2.48202 # DEPENDENCYPART_ARC
