# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,17,20,17,20,0,
(3,14),-2.00773 # DEPENDENCYPART_ARC
(3,15),-0.778392 # DEPENDENCYPART_ARC
(3,16),-2.0469 # DEPENDENCYPART_ARC
(3,18),-0.796841 # DEPENDENCYPART_ARC
(3,20),-2.65316 # DEPENDENCYPART_ARC
(4,1),-0.614108 # DEPENDENCYPART_ARC
(4,2),-0.0955868 # DEPENDENCYPART_ARC
(4,3),3.30404 # DEPENDENCYPART_ARC
(4,5),-0.437002 # DEPENDENCYPART_ARC
(4,6),-0.458264 # DEPENDENCYPART_ARC
(4,7),-2.19425 # DEPENDENCYPART_ARC
(4,8),-1.31788 # DEPENDENCYPART_ARC
(4,9),-1.52987 # DEPENDENCYPART_ARC
(4,10),-0.425675 # DEPENDENCYPART_ARC
(4,11),-0.787908 # DEPENDENCYPART_ARC
(4,12),-0.54864 # DEPENDENCYPART_ARC
(4,13),-1.95049 # DEPENDENCYPART_ARC
(4,14),-1.08001 # DEPENDENCYPART_ARC
(4,15),-0.515793 # DEPENDENCYPART_ARC
(4,16),-2.04199 # DEPENDENCYPART_ARC
(4,17),-4.81855 # DEPENDENCYPART_ARC
(4,18),-0.955841 # DEPENDENCYPART_ARC
(4,19),-2.45093 # DEPENDENCYPART_ARC
(4,20),-4.23857 # DEPENDENCYPART_ARC
(4,21),-2.08556 # DEPENDENCYPART_ARC
(4,22),-0.834844 # DEPENDENCYPART_ARC
(5,1),0.559314 # DEPENDENCYPART_ARC
(5,2),0.663607 # DEPENDENCYPART_ARC
(5,3),-1.25627 # DEPENDENCYPART_ARC
(5,4),1.14271 # DEPENDENCYPART_ARC
(5,6),-0.927733 # DEPENDENCYPART_ARC
(5,7),-1.52624 # DEPENDENCYPART_ARC
(5,8),0.349247 # DEPENDENCYPART_ARC
(5,9),-3.18957 # DEPENDENCYPART_ARC
(5,10),-2.11639 # DEPENDENCYPART_ARC
(5,11),-0.536697 # DEPENDENCYPART_ARC
(5,12),-0.537002 # DEPENDENCYPART_ARC
(5,13),-4.45548 # DEPENDENCYPART_ARC
(5,14),-2.58972 # DEPENDENCYPART_ARC
(5,15),-0.870112 # DEPENDENCYPART_ARC
(5,16),-3.17829 # DEPENDENCYPART_ARC
(5,17),-5.46133 # DEPENDENCYPART_ARC
(5,18),-1.41582 # DEPENDENCYPART_ARC
(5,19),-4.43905 # DEPENDENCYPART_ARC
(5,20),-1.56013 # DEPENDENCYPART_ARC
(5,21),-6.56183 # DEPENDENCYPART_ARC
(5,22),-0.754754 # DEPENDENCYPART_ARC
(6,1),1.71037 # DEPENDENCYPART_ARC
(6,2),1.51184 # DEPENDENCYPART_ARC
(6,3),0.0406302 # DEPENDENCYPART_ARC
(6,4),2.81735 # DEPENDENCYPART_ARC
(6,5),4.59071 # DEPENDENCYPART_ARC
(6,7),1.25021 # DEPENDENCYPART_ARC
(6,8),3.03609 # DEPENDENCYPART_ARC
(6,9),-1.55001 # DEPENDENCYPART_ARC
(6,10),0.270431 # DEPENDENCYPART_ARC
(6,11),0.51353 # DEPENDENCYPART_ARC
(6,12),0.731756 # DEPENDENCYPART_ARC
(6,13),-2.56302 # DEPENDENCYPART_ARC
(6,14),-1.53047 # DEPENDENCYPART_ARC
(6,15),0.29561 # DEPENDENCYPART_ARC
(6,16),-2.1498 # DEPENDENCYPART_ARC
(6,17),-4.13994 # DEPENDENCYPART_ARC
(6,18),-0.461374 # DEPENDENCYPART_ARC
(6,19),-3.80749 # DEPENDENCYPART_ARC
(6,20),-1.3675 # DEPENDENCYPART_ARC
(6,21),-4.54172 # DEPENDENCYPART_ARC
(6,22),-0.283972 # DEPENDENCYPART_ARC
(7,1),-1.01924 # DEPENDENCYPART_ARC
(7,2),-0.982373 # DEPENDENCYPART_ARC
(7,3),-1.33495 # DEPENDENCYPART_ARC
(7,4),-1.31653 # DEPENDENCYPART_ARC
(7,5),-3.65816 # DEPENDENCYPART_ARC
(7,6),-1.97608 # DEPENDENCYPART_ARC
(7,8),0.409656 # DEPENDENCYPART_ARC
(7,9),0.45801 # DEPENDENCYPART_ARC
(7,10),0.181406 # DEPENDENCYPART_ARC
(7,11),-0.482255 # DEPENDENCYPART_ARC
(7,12),-0.549819 # DEPENDENCYPART_ARC
(7,13),-0.800498 # DEPENDENCYPART_ARC
(7,14),-0.567612 # DEPENDENCYPART_ARC
(7,15),-0.317841 # DEPENDENCYPART_ARC
(7,16),-0.930262 # DEPENDENCYPART_ARC
(7,17),-2.53007 # DEPENDENCYPART_ARC
(7,18),-1.03579 # DEPENDENCYPART_ARC
(7,19),-2.57351 # DEPENDENCYPART_ARC
(7,20),-3.06494 # DEPENDENCYPART_ARC
(7,21),-2.2862 # DEPENDENCYPART_ARC
(7,22),-1.19688 # DEPENDENCYPART_ARC
(8,1),-0.953164 # DEPENDENCYPART_ARC
(8,2),-0.773741 # DEPENDENCYPART_ARC
(8,3),-0.256252 # DEPENDENCYPART_ARC
(8,4),-1.48978 # DEPENDENCYPART_ARC
(8,5),-2.31573 # DEPENDENCYPART_ARC
(8,6),-0.919749 # DEPENDENCYPART_ARC
(8,7),3.69285 # DEPENDENCYPART_ARC
(8,9),0.788443 # DEPENDENCYPART_ARC
(8,10),2.03268 # DEPENDENCYPART_ARC
(8,11),0.319472 # DEPENDENCYPART_ARC
(8,12),0.279549 # DEPENDENCYPART_ARC
(8,13),-0.393134 # DEPENDENCYPART_ARC
(8,14),0.382675 # DEPENDENCYPART_ARC
(8,15),0.221302 # DEPENDENCYPART_ARC
(8,16),-0.358614 # DEPENDENCYPART_ARC
(8,17),-2.27628 # DEPENDENCYPART_ARC
(8,18),-0.65973 # DEPENDENCYPART_ARC
(8,19),-1.79898 # DEPENDENCYPART_ARC
(8,20),-2.70166 # DEPENDENCYPART_ARC
(8,21),-2.35436 # DEPENDENCYPART_ARC
(8,22),-0.442148 # DEPENDENCYPART_ARC
(9,1),-1.46212 # DEPENDENCYPART_ARC
(9,2),-1.13252 # DEPENDENCYPART_ARC
(9,3),-1.96213 # DEPENDENCYPART_ARC
(9,4),-2.03268 # DEPENDENCYPART_ARC
(9,5),-2.60249 # DEPENDENCYPART_ARC
(9,6),-0.989275 # DEPENDENCYPART_ARC
(9,7),-0.695125 # DEPENDENCYPART_ARC
(9,8),0.311348 # DEPENDENCYPART_ARC
(9,10),0.898826 # DEPENDENCYPART_ARC
(9,11),-0.336612 # DEPENDENCYPART_ARC
(9,12),-0.26274 # DEPENDENCYPART_ARC
(9,13),-1.29901 # DEPENDENCYPART_ARC
(9,14),-0.279907 # DEPENDENCYPART_ARC
(9,15),-0.280822 # DEPENDENCYPART_ARC
(9,16),-1.05761 # DEPENDENCYPART_ARC
(9,17),-2.34077 # DEPENDENCYPART_ARC
(9,18),-1.00275 # DEPENDENCYPART_ARC
(9,19),-2.4335 # DEPENDENCYPART_ARC
(9,20),-2.89722 # DEPENDENCYPART_ARC
(9,21),-1.58344 # DEPENDENCYPART_ARC
(9,22),-1.2665 # DEPENDENCYPART_ARC
(10,1),-0.851052 # DEPENDENCYPART_ARC
(10,2),-0.450827 # DEPENDENCYPART_ARC
(10,3),-1.81986 # DEPENDENCYPART_ARC
(10,4),-2.88749 # DEPENDENCYPART_ARC
(10,5),-1.61807 # DEPENDENCYPART_ARC
(10,6),-1.12346 # DEPENDENCYPART_ARC
(10,7),-0.51928 # DEPENDENCYPART_ARC
(10,8),-0.437757 # DEPENDENCYPART_ARC
(10,9),3.28185 # DEPENDENCYPART_ARC
(10,11),0.0445034 # DEPENDENCYPART_ARC
(10,12),0.103272 # DEPENDENCYPART_ARC
(10,13),-0.126023 # DEPENDENCYPART_ARC
(10,14),0.645095 # DEPENDENCYPART_ARC
(10,15),-0.418003 # DEPENDENCYPART_ARC
(10,16),-0.541579 # DEPENDENCYPART_ARC
(10,17),-2.59637 # DEPENDENCYPART_ARC
(10,18),-1.1002 # DEPENDENCYPART_ARC
(10,19),-2.37935 # DEPENDENCYPART_ARC
(10,20),-3.08436 # DEPENDENCYPART_ARC
(10,21),-2.27257 # DEPENDENCYPART_ARC
(10,22),-1.16658 # DEPENDENCYPART_ARC
(11,1),-0.935596 # DEPENDENCYPART_ARC
(11,2),-0.362613 # DEPENDENCYPART_ARC
(11,4),-0.806786 # DEPENDENCYPART_ARC
(11,5),-0.581696 # DEPENDENCYPART_ARC
(11,6),-0.668627 # DEPENDENCYPART_ARC
(11,7),-0.39757 # DEPENDENCYPART_ARC
(11,8),0.0803696 # DEPENDENCYPART_ARC
(11,9),-0.0654314 # DEPENDENCYPART_ARC
(11,10),0.0442645 # DEPENDENCYPART_ARC
(11,12),0.163478 # DEPENDENCYPART_ARC
(11,13),-0.155361 # DEPENDENCYPART_ARC
(11,14),0.216866 # DEPENDENCYPART_ARC
(11,15),-0.0791749 # DEPENDENCYPART_ARC
(11,16),-0.438104 # DEPENDENCYPART_ARC
(11,17),-0.351254 # DEPENDENCYPART_ARC
(11,18),-0.632517 # DEPENDENCYPART_ARC
(11,20),-1.41223 # DEPENDENCYPART_ARC
(11,22),-0.421507 # DEPENDENCYPART_ARC
(12,1),0.172934 # DEPENDENCYPART_ARC
(12,2),-0.151207 # DEPENDENCYPART_ARC
(12,3),-0.145482 # DEPENDENCYPART_ARC
(12,4),0.0917897 # DEPENDENCYPART_ARC
(12,5),1.70353 # DEPENDENCYPART_ARC
(12,6),1.61911 # DEPENDENCYPART_ARC
(12,7),0.629042 # DEPENDENCYPART_ARC
(12,8),0.644631 # DEPENDENCYPART_ARC
(12,9),0.928039 # DEPENDENCYPART_ARC
(12,10),0.53005 # DEPENDENCYPART_ARC
(12,11),1.87034 # DEPENDENCYPART_ARC
(12,13),1.72502 # DEPENDENCYPART_ARC
(12,14),0.57554 # DEPENDENCYPART_ARC
(12,15),0.280844 # DEPENDENCYPART_ARC
(12,16),-0.03203 # DEPENDENCYPART_ARC
(12,17),1.99989 # DEPENDENCYPART_ARC
(12,18),-0.0336818 # DEPENDENCYPART_ARC
(12,19),-1.32183 # DEPENDENCYPART_ARC
(12,20),-1.7693 # DEPENDENCYPART_ARC
(12,21),-0.889582 # DEPENDENCYPART_ARC
(12,22),0.519536 # DEPENDENCYPART_ARC
(13,1),-2.18871 # DEPENDENCYPART_ARC
(13,2),-1.65226 # DEPENDENCYPART_ARC
(13,3),-1.60207 # DEPENDENCYPART_ARC
(13,4),-2.92069 # DEPENDENCYPART_ARC
(13,5),-3.46676 # DEPENDENCYPART_ARC
(13,6),-1.99008 # DEPENDENCYPART_ARC
(13,7),-2.23542 # DEPENDENCYPART_ARC
(13,8),-1.92275 # DEPENDENCYPART_ARC
(13,9),-1.30152 # DEPENDENCYPART_ARC
(13,10),-1.96133 # DEPENDENCYPART_ARC
(13,11),-0.416443 # DEPENDENCYPART_ARC
(13,12),0.237404 # DEPENDENCYPART_ARC
(13,14),0.68118 # DEPENDENCYPART_ARC
(13,15),-0.0926617 # DEPENDENCYPART_ARC
(13,16),-0.539001 # DEPENDENCYPART_ARC
(13,17),-1.80033 # DEPENDENCYPART_ARC
(13,18),-1.06059 # DEPENDENCYPART_ARC
(13,19),-2.33005 # DEPENDENCYPART_ARC
(13,20),-3.20346 # DEPENDENCYPART_ARC
(13,21),-2.48171 # DEPENDENCYPART_ARC
(13,22),-1.11186 # DEPENDENCYPART_ARC
(14,1),-1.69937 # DEPENDENCYPART_ARC
(14,2),-1.23462 # DEPENDENCYPART_ARC
(14,3),-1.26649 # DEPENDENCYPART_ARC
(14,4),-2.71008 # DEPENDENCYPART_ARC
(14,5),-2.89187 # DEPENDENCYPART_ARC
(14,6),-2.72875 # DEPENDENCYPART_ARC
(14,7),-2.36238 # DEPENDENCYPART_ARC
(14,8),-2.41458 # DEPENDENCYPART_ARC
(14,9),-1.05349 # DEPENDENCYPART_ARC
(14,10),-1.76757 # DEPENDENCYPART_ARC
(14,11),-0.383488 # DEPENDENCYPART_ARC
(14,12),0.834015 # DEPENDENCYPART_ARC
(14,13),2.01052 # DEPENDENCYPART_ARC
(14,15),0.0086488 # DEPENDENCYPART_ARC
(14,16),1.03958 # DEPENDENCYPART_ARC
(14,17),-1.89294 # DEPENDENCYPART_ARC
(14,18),-1.18639 # DEPENDENCYPART_ARC
(14,19),-2.1691 # DEPENDENCYPART_ARC
(14,20),-3.21298 # DEPENDENCYPART_ARC
(14,21),-2.29092 # DEPENDENCYPART_ARC
(14,22),-1.28752 # DEPENDENCYPART_ARC
(15,1),-0.636055 # DEPENDENCYPART_ARC
(15,2),-0.0759277 # DEPENDENCYPART_ARC
(15,3),-0.228017 # DEPENDENCYPART_ARC
(15,4),0.571445 # DEPENDENCYPART_ARC
(15,5),0.804457 # DEPENDENCYPART_ARC
(15,6),0.680974 # DEPENDENCYPART_ARC
(15,7),0.237438 # DEPENDENCYPART_ARC
(15,8),1.14817 # DEPENDENCYPART_ARC
(15,9),0.403841 # DEPENDENCYPART_ARC
(15,10),1.51051 # DEPENDENCYPART_ARC
(15,11),0.779765 # DEPENDENCYPART_ARC
(15,12),0.671555 # DEPENDENCYPART_ARC
(15,13),1.07045 # DEPENDENCYPART_ARC
(15,14),3.22717 # DEPENDENCYPART_ARC
(15,16),3.09789 # DEPENDENCYPART_ARC
(15,17),1.33101 # DEPENDENCYPART_ARC
(15,18),-0.0979221 # DEPENDENCYPART_ARC
(15,19),-1.27286 # DEPENDENCYPART_ARC
(15,20),-0.102194 # DEPENDENCYPART_ARC
(15,21),-0.598841 # DEPENDENCYPART_ARC
(15,22),0.0913188 # DEPENDENCYPART_ARC
(16,1),-1.74781 # DEPENDENCYPART_ARC
(16,2),-1.56541 # DEPENDENCYPART_ARC
(16,3),-1.86073 # DEPENDENCYPART_ARC
(16,4),-3.04843 # DEPENDENCYPART_ARC
(16,5),-3.26104 # DEPENDENCYPART_ARC
(16,6),-3.04757 # DEPENDENCYPART_ARC
(16,7),-3.01832 # DEPENDENCYPART_ARC
(16,8),-2.83696 # DEPENDENCYPART_ARC
(16,9),-2.11241 # DEPENDENCYPART_ARC
(16,10),-2.46469 # DEPENDENCYPART_ARC
(16,11),-0.904488 # DEPENDENCYPART_ARC
(16,12),-0.62947 # DEPENDENCYPART_ARC
(16,13),0.220226 # DEPENDENCYPART_ARC
(16,14),-0.0226286 # DEPENDENCYPART_ARC
(16,15),0.396461 # DEPENDENCYPART_ARC
(16,17),-1.45681 # DEPENDENCYPART_ARC
(16,18),-0.833392 # DEPENDENCYPART_ARC
(16,19),-1.99451 # DEPENDENCYPART_ARC
(16,20),-2.56503 # DEPENDENCYPART_ARC
(16,21),-1.93753 # DEPENDENCYPART_ARC
(16,22),-1.36871 # DEPENDENCYPART_ARC
(17,1),0.507338 # DEPENDENCYPART_ARC
(17,2),-0.0120413 # DEPENDENCYPART_ARC
(17,3),-2.13493 # DEPENDENCYPART_ARC
(17,4),0.488205 # DEPENDENCYPART_ARC
(17,5),-2.19202 # DEPENDENCYPART_ARC
(17,6),-4.29521 # DEPENDENCYPART_ARC
(17,7),-1.10798 # DEPENDENCYPART_ARC
(17,8),-1.27432 # DEPENDENCYPART_ARC
(17,9),-2.40178 # DEPENDENCYPART_ARC
(17,10),-3.2542 # DEPENDENCYPART_ARC
(17,11),0.145548 # DEPENDENCYPART_ARC
(17,12),0.353393 # DEPENDENCYPART_ARC
(17,13),-1.59184 # DEPENDENCYPART_ARC
(17,14),-1.22294 # DEPENDENCYPART_ARC
(17,15),0.667169 # DEPENDENCYPART_ARC
(17,16),-0.131738 # DEPENDENCYPART_ARC
(17,18),0.551907 # DEPENDENCYPART_ARC
(17,19),-2.0842 # DEPENDENCYPART_ARC
(17,20),0.843256 # DEPENDENCYPART_ARC
(17,21),-3.72866 # DEPENDENCYPART_ARC
(17,22),0.0881412 # DEPENDENCYPART_ARC
(18,1),-1.41418 # DEPENDENCYPART_ARC
(18,2),-0.442712 # DEPENDENCYPART_ARC
(18,3),-1.13653 # DEPENDENCYPART_ARC
(18,4),-0.141355 # DEPENDENCYPART_ARC
(18,5),0.212924 # DEPENDENCYPART_ARC
(18,6),-0.557541 # DEPENDENCYPART_ARC
(18,7),-1.24082 # DEPENDENCYPART_ARC
(18,8),-0.161723 # DEPENDENCYPART_ARC
(18,9),-0.997048 # DEPENDENCYPART_ARC
(18,10),0.0370526 # DEPENDENCYPART_ARC
(18,11),0.0717984 # DEPENDENCYPART_ARC
(18,12),-0.240339 # DEPENDENCYPART_ARC
(18,13),-0.808051 # DEPENDENCYPART_ARC
(18,14),0.239867 # DEPENDENCYPART_ARC
(18,15),-0.0813011 # DEPENDENCYPART_ARC
(18,16),0.233968 # DEPENDENCYPART_ARC
(18,17),0.995089 # DEPENDENCYPART_ARC
(18,19),0.0297207 # DEPENDENCYPART_ARC
(18,20),0.773828 # DEPENDENCYPART_ARC
(18,21),-0.0614694 # DEPENDENCYPART_ARC
(18,22),0.122634 # DEPENDENCYPART_ARC
(19,1),-2.02859 # DEPENDENCYPART_ARC
(19,4),-2.42592 # DEPENDENCYPART_ARC
(19,8),-2.5103 # DEPENDENCYPART_ARC
(19,10),-2.66302 # DEPENDENCYPART_ARC
(19,12),-1.31132 # DEPENDENCYPART_ARC
(19,14),-2.29793 # DEPENDENCYPART_ARC
(19,15),-1.2396 # DEPENDENCYPART_ARC
(19,16),-1.98231 # DEPENDENCYPART_ARC
(19,18),-0.194944 # DEPENDENCYPART_ARC
(19,20),-0.471057 # DEPENDENCYPART_ARC
(20,1),-2.06282 # DEPENDENCYPART_ARC
(20,2),-2.10481 # DEPENDENCYPART_ARC
(20,3),-2.10507 # DEPENDENCYPART_ARC
(20,4),-3.02344 # DEPENDENCYPART_ARC
(20,5),-4.35794 # DEPENDENCYPART_ARC
(20,6),-3.98709 # DEPENDENCYPART_ARC
(20,7),-3.80616 # DEPENDENCYPART_ARC
(20,8),-3.28609 # DEPENDENCYPART_ARC
(20,9),-3.42584 # DEPENDENCYPART_ARC
(20,10),-3.88322 # DEPENDENCYPART_ARC
(20,11),-1.78119 # DEPENDENCYPART_ARC
(20,12),-1.58406 # DEPENDENCYPART_ARC
(20,13),-1.51259 # DEPENDENCYPART_ARC
(20,14),-2.68211 # DEPENDENCYPART_ARC
(20,15),-1.43268 # DEPENDENCYPART_ARC
(20,16),-1.96681 # DEPENDENCYPART_ARC
(20,17),-2.18346 # DEPENDENCYPART_ARC
(20,18),0.474296 # DEPENDENCYPART_ARC
(20,19),2.87719 # DEPENDENCYPART_ARC
(20,21),3.52509 # DEPENDENCYPART_ARC
(20,22),0.273356 # DEPENDENCYPART_ARC
(22,1),-2.4466 # DEPENDENCYPART_ARC
(22,2),-2.26322 # DEPENDENCYPART_ARC
(22,4),-2.85645 # DEPENDENCYPART_ARC
(22,5),-2.66892 # DEPENDENCYPART_ARC
(22,6),-2.5386 # DEPENDENCYPART_ARC
(22,7),-2.40875 # DEPENDENCYPART_ARC
(22,8),-2.42766 # DEPENDENCYPART_ARC
(22,9),-2.46092 # DEPENDENCYPART_ARC
(22,10),-2.57469 # DEPENDENCYPART_ARC
(22,11),-2.06627 # DEPENDENCYPART_ARC
(22,12),-1.94512 # DEPENDENCYPART_ARC
(22,13),-2.19195 # DEPENDENCYPART_ARC
(22,14),-2.33597 # DEPENDENCYPART_ARC
(22,15),-1.8504 # DEPENDENCYPART_ARC
(22,16),-2.17902 # DEPENDENCYPART_ARC
(22,17),-1.97625 # DEPENDENCYPART_ARC
(22,18),-1.67538 # DEPENDENCYPART_ARC
(22,20),-1.77985 # DEPENDENCYPART_ARC
