# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,7,7,0,6,7,4,9,7,11,9,14,14,9,14,17,14,20,20,17,0,
(8,3),-1.15568 # DEPENDENCYPART_ARC
(8,5),-0.667147 # DEPENDENCYPART_ARC
(8,6),-1.02778 # DEPENDENCYPART_ARC
(8,7),-0.26218 # DEPENDENCYPART_ARC
(8,9),0.323532 # DEPENDENCYPART_ARC
(8,12),-0.645366 # DEPENDENCYPART_ARC
(8,14),-1.37291 # DEPENDENCYPART_ARC
(8,17),-1.61115 # DEPENDENCYPART_ARC
(8,19),-1.70441 # DEPENDENCYPART_ARC
(8,20),-1.7171 # DEPENDENCYPART_ARC
(8,21),-1.00621 # DEPENDENCYPART_ARC
(9,1),0.2649 # DEPENDENCYPART_ARC
(9,2),-0.238029 # DEPENDENCYPART_ARC
(9,3),-0.235342 # DEPENDENCYPART_ARC
(9,4),0.462901 # DEPENDENCYPART_ARC
(9,5),-1.52082 # DEPENDENCYPART_ARC
(9,6),1.9565 # DEPENDENCYPART_ARC
(9,7),-2.46615 # DEPENDENCYPART_ARC
(9,8),2.74279 # DEPENDENCYPART_ARC
(9,10),1.89932 # DEPENDENCYPART_ARC
(9,11),2.37596 # DEPENDENCYPART_ARC
(9,12),0.395024 # DEPENDENCYPART_ARC
(9,13),-0.233641 # DEPENDENCYPART_ARC
(9,14),0.710999 # DEPENDENCYPART_ARC
(9,15),-0.133808 # DEPENDENCYPART_ARC
(9,16),-1.21532 # DEPENDENCYPART_ARC
(9,17),-0.939419 # DEPENDENCYPART_ARC
(9,18),-2.32278 # DEPENDENCYPART_ARC
(9,19),-3.30748 # DEPENDENCYPART_ARC
(9,20),-0.540223 # DEPENDENCYPART_ARC
(9,21),0.218498 # DEPENDENCYPART_ARC
(10,1),0.484404 # DEPENDENCYPART_ARC
(10,2),0.411957 # DEPENDENCYPART_ARC
(10,3),-0.207381 # DEPENDENCYPART_ARC
(10,4),-0.181685 # DEPENDENCYPART_ARC
(10,5),-0.522382 # DEPENDENCYPART_ARC
(10,6),-0.533606 # DEPENDENCYPART_ARC
(10,7),-0.601702 # DEPENDENCYPART_ARC
(10,9),0.328257 # DEPENDENCYPART_ARC
(10,11),-0.0872393 # DEPENDENCYPART_ARC
(10,12),-0.100695 # DEPENDENCYPART_ARC
(10,13),-0.627955 # DEPENDENCYPART_ARC
(10,14),-1.71947 # DEPENDENCYPART_ARC
(10,15),-1.26792 # DEPENDENCYPART_ARC
(10,17),-2.73685 # DEPENDENCYPART_ARC
(10,18),-2.2805 # DEPENDENCYPART_ARC
(10,19),-2.01614 # DEPENDENCYPART_ARC
(10,20),-2.48792 # DEPENDENCYPART_ARC
(10,21),-1.34871 # DEPENDENCYPART_ARC
(11,1),-0.782515 # DEPENDENCYPART_ARC
(11,2),-0.357177 # DEPENDENCYPART_ARC
(11,3),-0.390372 # DEPENDENCYPART_ARC
(11,4),-0.342964 # DEPENDENCYPART_ARC
(11,5),0.0327932 # DEPENDENCYPART_ARC
(11,6),-1.22302 # DEPENDENCYPART_ARC
(11,7),-2.12045 # DEPENDENCYPART_ARC
(11,9),-2.00102 # DEPENDENCYPART_ARC
(11,10),3.03953 # DEPENDENCYPART_ARC
(11,12),0.391544 # DEPENDENCYPART_ARC
(11,14),-0.379202 # DEPENDENCYPART_ARC
(11,15),-0.762666 # DEPENDENCYPART_ARC
(11,17),-1.59406 # DEPENDENCYPART_ARC
(11,18),-2.48293 # DEPENDENCYPART_ARC
(11,19),-2.26502 # DEPENDENCYPART_ARC
(11,20),-2.60104 # DEPENDENCYPART_ARC
(11,21),-0.615485 # DEPENDENCYPART_ARC
(12,1),-0.600911 # DEPENDENCYPART_ARC
(12,2),-0.711347 # DEPENDENCYPART_ARC
(12,3),-0.707758 # DEPENDENCYPART_ARC
(12,4),-0.37053 # DEPENDENCYPART_ARC
(12,6),-0.92459 # DEPENDENCYPART_ARC
(12,7),-0.356891 # DEPENDENCYPART_ARC
(12,8),0.181196 # DEPENDENCYPART_ARC
(12,9),-0.151276 # DEPENDENCYPART_ARC
(12,10),-0.152798 # DEPENDENCYPART_ARC
(12,11),0.254536 # DEPENDENCYPART_ARC
(12,14),-0.38061 # DEPENDENCYPART_ARC
(12,15),-0.801729 # DEPENDENCYPART_ARC
(12,16),-1.183 # DEPENDENCYPART_ARC
(12,17),-1.35827 # DEPENDENCYPART_ARC
(12,20),-1.63157 # DEPENDENCYPART_ARC
(12,21),-0.764546 # DEPENDENCYPART_ARC
(14,1),0.370773 # DEPENDENCYPART_ARC
(14,2),-0.1136 # DEPENDENCYPART_ARC
(14,3),0.0443948 # DEPENDENCYPART_ARC
(14,4),1.0926 # DEPENDENCYPART_ARC
(14,5),-1.07555 # DEPENDENCYPART_ARC
(14,6),1.38578 # DEPENDENCYPART_ARC
(14,7),-3.40527 # DEPENDENCYPART_ARC
(14,8),1.11952 # DEPENDENCYPART_ARC
(14,9),-2.1299 # DEPENDENCYPART_ARC
(14,10),0.509666 # DEPENDENCYPART_ARC
(14,11),-1.05132 # DEPENDENCYPART_ARC
(14,12),1.04087 # DEPENDENCYPART_ARC
(14,13),2.89824 # DEPENDENCYPART_ARC
(14,15),2.23335 # DEPENDENCYPART_ARC
(14,16),0.828327 # DEPENDENCYPART_ARC
(14,17),1.87031 # DEPENDENCYPART_ARC
(14,18),-1.15487 # DEPENDENCYPART_ARC
(14,19),-2.13909 # DEPENDENCYPART_ARC
(14,20),0.454352 # DEPENDENCYPART_ARC
(14,21),0.616748 # DEPENDENCYPART_ARC
(15,1),-0.70504 # DEPENDENCYPART_ARC
(15,2),-0.726055 # DEPENDENCYPART_ARC
(15,3),-0.500699 # DEPENDENCYPART_ARC
(15,4),-0.782524 # DEPENDENCYPART_ARC
(15,5),-1.18292 # DEPENDENCYPART_ARC
(15,6),-1.15508 # DEPENDENCYPART_ARC
(15,7),-1.42728 # DEPENDENCYPART_ARC
(15,9),-0.927556 # DEPENDENCYPART_ARC
(15,10),-0.266231 # DEPENDENCYPART_ARC
(15,11),-0.928651 # DEPENDENCYPART_ARC
(15,12),0.0694557 # DEPENDENCYPART_ARC
(15,13),0.239178 # DEPENDENCYPART_ARC
(15,14),-0.154076 # DEPENDENCYPART_ARC
(15,17),0.551467 # DEPENDENCYPART_ARC
(15,18),-1.3455 # DEPENDENCYPART_ARC
(15,19),-1.25703 # DEPENDENCYPART_ARC
(15,20),-0.996055 # DEPENDENCYPART_ARC
(15,21),-0.51238 # DEPENDENCYPART_ARC
(16,3),-1.53108 # DEPENDENCYPART_ARC
(16,5),-1.42444 # DEPENDENCYPART_ARC
(16,6),-1.86147 # DEPENDENCYPART_ARC
(16,7),-1.63283 # DEPENDENCYPART_ARC
(16,9),-1.50894 # DEPENDENCYPART_ARC
(16,12),-0.97591 # DEPENDENCYPART_ARC
(16,14),-0.600543 # DEPENDENCYPART_ARC
(16,17),0.554862 # DEPENDENCYPART_ARC
(16,19),-0.765775 # DEPENDENCYPART_ARC
(16,20),-0.730367 # DEPENDENCYPART_ARC
(16,21),-0.48229 # DEPENDENCYPART_ARC
(17,1),-0.757711 # DEPENDENCYPART_ARC
(17,2),-1.25548 # DEPENDENCYPART_ARC
(17,3),-1.15045 # DEPENDENCYPART_ARC
(17,4),-0.0833036 # DEPENDENCYPART_ARC
(17,5),-2.43705 # DEPENDENCYPART_ARC
(17,6),0.263092 # DEPENDENCYPART_ARC
(17,7),-5.14328 # DEPENDENCYPART_ARC
(17,8),-0.391597 # DEPENDENCYPART_ARC
(17,9),-4.58186 # DEPENDENCYPART_ARC
(17,10),-1.03599 # DEPENDENCYPART_ARC
(17,11),-2.66042 # DEPENDENCYPART_ARC
(17,12),-0.668587 # DEPENDENCYPART_ARC
(17,13),0.196799 # DEPENDENCYPART_ARC
(17,14),-3.51866 # DEPENDENCYPART_ARC
(17,15),0.463405 # DEPENDENCYPART_ARC
(17,16),1.96358 # DEPENDENCYPART_ARC
(17,18),0.860106 # DEPENDENCYPART_ARC
(17,19),-1.36017 # DEPENDENCYPART_ARC
(17,20),1.78668 # DEPENDENCYPART_ARC
(17,21),0.315259 # DEPENDENCYPART_ARC
(18,1),-1.46505 # DEPENDENCYPART_ARC
(18,2),-1.42791 # DEPENDENCYPART_ARC
(18,3),-1.38808 # DEPENDENCYPART_ARC
(18,6),-2.32937 # DEPENDENCYPART_ARC
(18,7),-3.5424 # DEPENDENCYPART_ARC
(18,9),-4.11341 # DEPENDENCYPART_ARC
(18,10),-1.22423 # DEPENDENCYPART_ARC
(18,11),-3.19796 # DEPENDENCYPART_ARC
(18,12),-1.15381 # DEPENDENCYPART_ARC
(18,14),-3.47781 # DEPENDENCYPART_ARC
(18,15),-0.816373 # DEPENDENCYPART_ARC
(18,17),-2.24726 # DEPENDENCYPART_ARC
(18,20),-0.202165 # DEPENDENCYPART_ARC
(18,21),0.0939604 # DEPENDENCYPART_ARC
(19,1),-1.88626 # DEPENDENCYPART_ARC
(19,2),-1.84715 # DEPENDENCYPART_ARC
(19,6),-2.32994 # DEPENDENCYPART_ARC
(19,10),-1.50246 # DEPENDENCYPART_ARC
(19,15),-1.44304 # DEPENDENCYPART_ARC
(19,18),0.0980179 # DEPENDENCYPART_ARC
(19,20),-0.271143 # DEPENDENCYPART_ARC
(20,1),-1.37893 # DEPENDENCYPART_ARC
(20,2),-1.38953 # DEPENDENCYPART_ARC
(20,3),-1.1182 # DEPENDENCYPART_ARC
(20,4),-1.35646 # DEPENDENCYPART_ARC
(20,5),-1.16062 # DEPENDENCYPART_ARC
(20,6),-2.30419 # DEPENDENCYPART_ARC
(20,7),-4.15305 # DEPENDENCYPART_ARC
(20,8),-1.51397 # DEPENDENCYPART_ARC
(20,9),-2.87743 # DEPENDENCYPART_ARC
(20,10),-1.22737 # DEPENDENCYPART_ARC
(20,11),-1.1334 # DEPENDENCYPART_ARC
(20,12),-1.1249 # DEPENDENCYPART_ARC
(20,14),-3.20306 # DEPENDENCYPART_ARC
(20,15),-0.764299 # DEPENDENCYPART_ARC
(20,16),-0.603287 # DEPENDENCYPART_ARC
(20,17),-1.59105 # DEPENDENCYPART_ARC
(20,18),2.63751 # DEPENDENCYPART_ARC
(20,19),3.57184 # DEPENDENCYPART_ARC
(20,21),0.330193 # DEPENDENCYPART_ARC
(21,1),-2.02116 # DEPENDENCYPART_ARC
(21,2),-2.04556 # DEPENDENCYPART_ARC
(21,3),-2.68862 # DEPENDENCYPART_ARC
(21,4),-2.28946 # DEPENDENCYPART_ARC
(21,6),-3.31956 # DEPENDENCYPART_ARC
(21,7),-2.44106 # DEPENDENCYPART_ARC
(21,8),-1.99385 # DEPENDENCYPART_ARC
(21,9),-2.46129 # DEPENDENCYPART_ARC
(21,10),-2.05683 # DEPENDENCYPART_ARC
(21,11),-2.69206 # DEPENDENCYPART_ARC
(21,12),-2.28332 # DEPENDENCYPART_ARC
(21,14),-2.27842 # DEPENDENCYPART_ARC
(21,15),-1.92757 # DEPENDENCYPART_ARC
(21,16),-1.65039 # DEPENDENCYPART_ARC
(21,17),-2.2597 # DEPENDENCYPART_ARC
(21,20),-1.88856 # DEPENDENCYPART_ARC
