# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,0,9,7,9,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(11,19),-0.975107 # DEPENDENCYPART_ARC
(11,20),-0.0280027 # DEPENDENCYPART_ARC
(11,21),-0.972552 # DEPENDENCYPART_ARC
(11,22),-0.897845 # DEPENDENCYPART_ARC
(11,23),-0.346566 # DEPENDENCYPART_ARC
(11,24),-1.26554 # DEPENDENCYPART_ARC
(11,25),0.0257169 # DEPENDENCYPART_ARC
(12,1),-2.62671 # DEPENDENCYPART_ARC
(12,2),-2.87978 # DEPENDENCYPART_ARC
(12,3),-2.6348 # DEPENDENCYPART_ARC
(12,4),-1.64698 # DEPENDENCYPART_ARC
(12,5),-1.59344 # DEPENDENCYPART_ARC
(12,6),-1.86056 # DEPENDENCYPART_ARC
(12,7),-3.30162 # DEPENDENCYPART_ARC
(12,8),-0.988951 # DEPENDENCYPART_ARC
(12,9),-2.72457 # DEPENDENCYPART_ARC
(12,10),0.431724 # DEPENDENCYPART_ARC
(12,11),0.0416869 # DEPENDENCYPART_ARC
(12,13),0.0351869 # DEPENDENCYPART_ARC
(12,14),-0.113376 # DEPENDENCYPART_ARC
(12,15),-1.20091 # DEPENDENCYPART_ARC
(12,16),-0.866655 # DEPENDENCYPART_ARC
(12,17),-1.21079 # DEPENDENCYPART_ARC
(12,18),-1.9475 # DEPENDENCYPART_ARC
(12,19),-1.95922 # DEPENDENCYPART_ARC
(12,20),-1.49721 # DEPENDENCYPART_ARC
(12,21),-2.27891 # DEPENDENCYPART_ARC
(12,22),-3.0048 # DEPENDENCYPART_ARC
(12,23),-2.25151 # DEPENDENCYPART_ARC
(12,24),-3.26936 # DEPENDENCYPART_ARC
(12,25),-1.00711 # DEPENDENCYPART_ARC
(13,1),-1.06986 # DEPENDENCYPART_ARC
(13,2),-0.651414 # DEPENDENCYPART_ARC
(13,4),-0.629456 # DEPENDENCYPART_ARC
(13,6),-0.99693 # DEPENDENCYPART_ARC
(13,7),-0.50706 # DEPENDENCYPART_ARC
(13,8),0.0652895 # DEPENDENCYPART_ARC
(13,9),-0.503846 # DEPENDENCYPART_ARC
(13,10),-0.0274067 # DEPENDENCYPART_ARC
(13,11),-0.186151 # DEPENDENCYPART_ARC
(13,12),0.134467 # DEPENDENCYPART_ARC
(13,14),-0.0582637 # DEPENDENCYPART_ARC
(13,16),-0.41272 # DEPENDENCYPART_ARC
(13,17),-0.357444 # DEPENDENCYPART_ARC
(13,18),-0.615723 # DEPENDENCYPART_ARC
(13,19),-1.4407 # DEPENDENCYPART_ARC
(13,20),-0.995906 # DEPENDENCYPART_ARC
(13,21),-1.35796 # DEPENDENCYPART_ARC
(13,22),-1.47697 # DEPENDENCYPART_ARC
(13,23),-0.790697 # DEPENDENCYPART_ARC
(13,24),-1.38037 # DEPENDENCYPART_ARC
(13,25),-0.546457 # DEPENDENCYPART_ARC
(14,1),-0.975089 # DEPENDENCYPART_ARC
(14,2),-0.29672 # DEPENDENCYPART_ARC
(14,3),-0.0177489 # DEPENDENCYPART_ARC
(14,4),0.521857 # DEPENDENCYPART_ARC
(14,5),-0.248966 # DEPENDENCYPART_ARC
(14,6),0.236625 # DEPENDENCYPART_ARC
(14,7),1.16507 # DEPENDENCYPART_ARC
(14,8),0.15489 # DEPENDENCYPART_ARC
(14,9),1.01625 # DEPENDENCYPART_ARC
(14,10),0.60227 # DEPENDENCYPART_ARC
(14,11),0.627921 # DEPENDENCYPART_ARC
(14,12),0.563025 # DEPENDENCYPART_ARC
(14,13),2.23762 # DEPENDENCYPART_ARC
(14,15),0.378218 # DEPENDENCYPART_ARC
(14,16),0.47463 # DEPENDENCYPART_ARC
(14,17),0.677942 # DEPENDENCYPART_ARC
(14,18),2.45523 # DEPENDENCYPART_ARC
(14,19),-0.532964 # DEPENDENCYPART_ARC
(14,20),0.0832664 # DEPENDENCYPART_ARC
(14,21),-0.596154 # DEPENDENCYPART_ARC
(14,22),-1.1784 # DEPENDENCYPART_ARC
(14,23),-0.312665 # DEPENDENCYPART_ARC
(14,24),-1.32554 # DEPENDENCYPART_ARC
(14,25),0.487161 # DEPENDENCYPART_ARC
(15,2),-2.6754 # DEPENDENCYPART_ARC
(15,6),-2.31035 # DEPENDENCYPART_ARC
(15,10),-1.86066 # DEPENDENCYPART_ARC
(15,11),-0.860549 # DEPENDENCYPART_ARC
(15,12),-1.5488 # DEPENDENCYPART_ARC
(15,14),0.0155446 # DEPENDENCYPART_ARC
(15,16),0.642905 # DEPENDENCYPART_ARC
(15,17),-0.504825 # DEPENDENCYPART_ARC
(15,22),-2.28139 # DEPENDENCYPART_ARC
(15,24),-2.21598 # DEPENDENCYPART_ARC
(16,1),-0.974942 # DEPENDENCYPART_ARC
(16,2),-1.36141 # DEPENDENCYPART_ARC
(16,3),-1.8699 # DEPENDENCYPART_ARC
(16,4),-1.18685 # DEPENDENCYPART_ARC
(16,5),-1.45746 # DEPENDENCYPART_ARC
(16,6),-1.73109 # DEPENDENCYPART_ARC
(16,7),-1.07785 # DEPENDENCYPART_ARC
(16,9),-1.41742 # DEPENDENCYPART_ARC
(16,10),-1.04779 # DEPENDENCYPART_ARC
(16,11),-0.786029 # DEPENDENCYPART_ARC
(16,12),-0.884388 # DEPENDENCYPART_ARC
(16,13),-0.320888 # DEPENDENCYPART_ARC
(16,14),-0.299832 # DEPENDENCYPART_ARC
(16,15),0.475961 # DEPENDENCYPART_ARC
(16,17),1.00931 # DEPENDENCYPART_ARC
(16,18),0.630373 # DEPENDENCYPART_ARC
(16,19),-0.954505 # DEPENDENCYPART_ARC
(16,20),-0.588296 # DEPENDENCYPART_ARC
(16,21),-1.10375 # DEPENDENCYPART_ARC
(16,22),-1.76257 # DEPENDENCYPART_ARC
(16,23),-0.841109 # DEPENDENCYPART_ARC
(16,24),-1.92535 # DEPENDENCYPART_ARC
(16,25),-0.568991 # DEPENDENCYPART_ARC
(17,1),-1.96426 # DEPENDENCYPART_ARC
(17,2),-3.26754 # DEPENDENCYPART_ARC
(17,3),-2.50252 # DEPENDENCYPART_ARC
(17,4),-1.25388 # DEPENDENCYPART_ARC
(17,5),-1.94285 # DEPENDENCYPART_ARC
(17,6),-2.24241 # DEPENDENCYPART_ARC
(17,7),-3.30567 # DEPENDENCYPART_ARC
(17,8),-0.928815 # DEPENDENCYPART_ARC
(17,9),-2.85765 # DEPENDENCYPART_ARC
(17,10),-1.6815 # DEPENDENCYPART_ARC
(17,11),-0.820905 # DEPENDENCYPART_ARC
(17,12),-1.21815 # DEPENDENCYPART_ARC
(17,13),-0.350229 # DEPENDENCYPART_ARC
(17,14),0.0744824 # DEPENDENCYPART_ARC
(17,15),3.09966 # DEPENDENCYPART_ARC
(17,16),1.99978 # DEPENDENCYPART_ARC
(17,18),-0.693613 # DEPENDENCYPART_ARC
(17,19),-0.873822 # DEPENDENCYPART_ARC
(17,20),-0.329831 # DEPENDENCYPART_ARC
(17,21),-2.40854 # DEPENDENCYPART_ARC
(17,22),-2.04461 # DEPENDENCYPART_ARC
(17,23),-0.853485 # DEPENDENCYPART_ARC
(17,24),-2.78312 # DEPENDENCYPART_ARC
(17,25),-0.733563 # DEPENDENCYPART_ARC
(18,1),-0.42422 # DEPENDENCYPART_ARC
(18,2),-2.48743 # DEPENDENCYPART_ARC
(18,3),-5.57017 # DEPENDENCYPART_ARC
(18,4),-0.0731849 # DEPENDENCYPART_ARC
(18,5),-2.16512 # DEPENDENCYPART_ARC
(18,6),0.31246 # DEPENDENCYPART_ARC
(18,7),-2.92254 # DEPENDENCYPART_ARC
(18,8),-0.0562508 # DEPENDENCYPART_ARC
(18,9),-3.00362 # DEPENDENCYPART_ARC
(18,10),-1.7349 # DEPENDENCYPART_ARC
(18,11),0.195965 # DEPENDENCYPART_ARC
(18,12),-1.30568 # DEPENDENCYPART_ARC
(18,13),0.755178 # DEPENDENCYPART_ARC
(18,14),0.448336 # DEPENDENCYPART_ARC
(18,15),-0.794171 # DEPENDENCYPART_ARC
(18,16),0.890763 # DEPENDENCYPART_ARC
(18,17),2.6111 # DEPENDENCYPART_ARC
(18,19),3.21105 # DEPENDENCYPART_ARC
(18,20),0.870087 # DEPENDENCYPART_ARC
(18,21),-1.19437 # DEPENDENCYPART_ARC
(18,22),0.702086 # DEPENDENCYPART_ARC
(18,23),0.227036 # DEPENDENCYPART_ARC
(18,24),-1.14461 # DEPENDENCYPART_ARC
(18,25),-0.0529976 # DEPENDENCYPART_ARC
(19,1),-2.03213 # DEPENDENCYPART_ARC
(19,2),-2.66459 # DEPENDENCYPART_ARC
(19,3),-2.58376 # DEPENDENCYPART_ARC
(19,4),-1.43013 # DEPENDENCYPART_ARC
(19,5),-0.918884 # DEPENDENCYPART_ARC
(19,6),-2.00046 # DEPENDENCYPART_ARC
(19,7),-4.43159 # DEPENDENCYPART_ARC
(19,9),-3.94552 # DEPENDENCYPART_ARC
(19,10),-2.08673 # DEPENDENCYPART_ARC
(19,11),-1.1712 # DEPENDENCYPART_ARC
(19,12),-2.03903 # DEPENDENCYPART_ARC
(19,13),-1.11155 # DEPENDENCYPART_ARC
(19,14),-0.999578 # DEPENDENCYPART_ARC
(19,15),-0.261949 # DEPENDENCYPART_ARC
(19,16),-0.604337 # DEPENDENCYPART_ARC
(19,17),-1.21923 # DEPENDENCYPART_ARC
(19,18),-2.22962 # DEPENDENCYPART_ARC
(19,20),1.24362 # DEPENDENCYPART_ARC
(19,21),-0.0640846 # DEPENDENCYPART_ARC
(19,22),-0.296536 # DEPENDENCYPART_ARC
(19,23),-0.0325214 # DEPENDENCYPART_ARC
(19,24),-1.11615 # DEPENDENCYPART_ARC
(19,25),0.264053 # DEPENDENCYPART_ARC
(20,2),-1.82244 # DEPENDENCYPART_ARC
(20,3),-1.50058 # DEPENDENCYPART_ARC
(20,4),-0.824766 # DEPENDENCYPART_ARC
(20,5),-1.25357 # DEPENDENCYPART_ARC
(20,6),-1.82994 # DEPENDENCYPART_ARC
(20,7),-1.39383 # DEPENDENCYPART_ARC
(20,8),-0.97097 # DEPENDENCYPART_ARC
(20,9),-1.21514 # DEPENDENCYPART_ARC
(20,10),-1.58942 # DEPENDENCYPART_ARC
(20,11),-0.653527 # DEPENDENCYPART_ARC
(20,12),-1.51354 # DEPENDENCYPART_ARC
(20,13),-0.418685 # DEPENDENCYPART_ARC
(20,14),-0.525682 # DEPENDENCYPART_ARC
(20,15),-0.62966 # DEPENDENCYPART_ARC
(20,16),-0.430032 # DEPENDENCYPART_ARC
(20,17),-1.00997 # DEPENDENCYPART_ARC
(20,18),-0.302346 # DEPENDENCYPART_ARC
(20,19),0.285781 # DEPENDENCYPART_ARC
(20,21),1.4456 # DEPENDENCYPART_ARC
(20,22),2.74344 # DEPENDENCYPART_ARC
(20,24),0.956455 # DEPENDENCYPART_ARC
(20,25),0.176255 # DEPENDENCYPART_ARC
(21,1),-2.57955 # DEPENDENCYPART_ARC
(21,2),-2.81093 # DEPENDENCYPART_ARC
(21,3),-3.79606 # DEPENDENCYPART_ARC
(21,4),-2.11745 # DEPENDENCYPART_ARC
(21,5),-2.82936 # DEPENDENCYPART_ARC
(21,6),-2.77694 # DEPENDENCYPART_ARC
(21,7),-4.36319 # DEPENDENCYPART_ARC
(21,9),-3.88913 # DEPENDENCYPART_ARC
(21,10),-2.64234 # DEPENDENCYPART_ARC
(21,11),-1.81793 # DEPENDENCYPART_ARC
(21,12),-2.39211 # DEPENDENCYPART_ARC
(21,13),-1.87227 # DEPENDENCYPART_ARC
(21,14),-1.66087 # DEPENDENCYPART_ARC
(21,15),-2.14895 # DEPENDENCYPART_ARC
(21,16),-1.4237 # DEPENDENCYPART_ARC
(21,17),-2.47605 # DEPENDENCYPART_ARC
(21,18),-3.2193 # DEPENDENCYPART_ARC
(21,19),-0.727908 # DEPENDENCYPART_ARC
(21,20),-0.222728 # DEPENDENCYPART_ARC
(21,22),0.229274 # DEPENDENCYPART_ARC
(21,23),-0.371561 # DEPENDENCYPART_ARC
(21,24),-0.742246 # DEPENDENCYPART_ARC
(21,25),-0.3613 # DEPENDENCYPART_ARC
(22,1),-2.62846 # DEPENDENCYPART_ARC
(22,2),-2.20591 # DEPENDENCYPART_ARC
(22,3),-3.68908 # DEPENDENCYPART_ARC
(22,4),-1.13588 # DEPENDENCYPART_ARC
(22,5),-2.78727 # DEPENDENCYPART_ARC
(22,6),-2.67161 # DEPENDENCYPART_ARC
(22,7),-3.03072 # DEPENDENCYPART_ARC
(22,8),-1.34586 # DEPENDENCYPART_ARC
(22,9),-3.16733 # DEPENDENCYPART_ARC
(22,10),-2.45257 # DEPENDENCYPART_ARC
(22,11),-1.29675 # DEPENDENCYPART_ARC
(22,12),-2.30859 # DEPENDENCYPART_ARC
(22,13),-0.858915 # DEPENDENCYPART_ARC
(22,14),-0.731155 # DEPENDENCYPART_ARC
(22,15),-1.06593 # DEPENDENCYPART_ARC
(22,16),-0.594009 # DEPENDENCYPART_ARC
(22,17),-1.97888 # DEPENDENCYPART_ARC
(22,18),-1.38242 # DEPENDENCYPART_ARC
(22,19),-0.505989 # DEPENDENCYPART_ARC
(22,20),0.595032 # DEPENDENCYPART_ARC
(22,21),3.78546 # DEPENDENCYPART_ARC
(22,23),0.613186 # DEPENDENCYPART_ARC
(22,24),0.210083 # DEPENDENCYPART_ARC
(22,25),0.18838 # DEPENDENCYPART_ARC
(23,2),-2.75686 # DEPENDENCYPART_ARC
(23,4),-0.882357 # DEPENDENCYPART_ARC
(23,6),-2.81007 # DEPENDENCYPART_ARC
(23,7),-2.61435 # DEPENDENCYPART_ARC
(23,9),-2.57723 # DEPENDENCYPART_ARC
(23,10),-2.48004 # DEPENDENCYPART_ARC
(23,11),-0.870992 # DEPENDENCYPART_ARC
(23,12),-2.38434 # DEPENDENCYPART_ARC
(23,13),-0.643821 # DEPENDENCYPART_ARC
(23,14),-0.707575 # DEPENDENCYPART_ARC
(23,16),-0.849203 # DEPENDENCYPART_ARC
(23,17),-2.20727 # DEPENDENCYPART_ARC
(23,18),-2.05986 # DEPENDENCYPART_ARC
(23,19),-1.28512 # DEPENDENCYPART_ARC
(23,20),-0.164099 # DEPENDENCYPART_ARC
(23,21),-0.662669 # DEPENDENCYPART_ARC
(23,22),-1.41257 # DEPENDENCYPART_ARC
(23,24),3.22202 # DEPENDENCYPART_ARC
(23,25),0.0420922 # DEPENDENCYPART_ARC
(24,1),-3.60265 # DEPENDENCYPART_ARC
(24,2),-4.43117 # DEPENDENCYPART_ARC
(24,3),-4.98247 # DEPENDENCYPART_ARC
(24,4),-2.0389 # DEPENDENCYPART_ARC
(24,5),-4.34131 # DEPENDENCYPART_ARC
(24,6),-4.15785 # DEPENDENCYPART_ARC
(24,7),-4.58663 # DEPENDENCYPART_ARC
(24,8),-2.25242 # DEPENDENCYPART_ARC
(24,9),-4.49708 # DEPENDENCYPART_ARC
(24,10),-3.16511 # DEPENDENCYPART_ARC
(24,11),-2.45932 # DEPENDENCYPART_ARC
(24,12),-3.11253 # DEPENDENCYPART_ARC
(24,13),-1.97607 # DEPENDENCYPART_ARC
(24,14),-1.91493 # DEPENDENCYPART_ARC
