# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(2,6),-0.613637 # DEPENDENCYPART_ARC
(2,7),-0.139822 # DEPENDENCYPART_ARC
(2,8),-1.8276 # DEPENDENCYPART_ARC
(2,9),-1.23984 # DEPENDENCYPART_ARC
(2,10),-2.1437 # DEPENDENCYPART_ARC
(2,11),-1.32985 # DEPENDENCYPART_ARC
(2,12),-0.655019 # DEPENDENCYPART_ARC
(2,13),-0.72519 # DEPENDENCYPART_ARC
(2,14),-1.21612 # DEPENDENCYPART_ARC
(2,15),-2.95141 # DEPENDENCYPART_ARC
(2,16),-0.475598 # DEPENDENCYPART_ARC
(2,17),-1.15798 # DEPENDENCYPART_ARC
(2,18),-1.93835 # DEPENDENCYPART_ARC
(2,19),-0.432477 # DEPENDENCYPART_ARC
(2,20),-3.69027 # DEPENDENCYPART_ARC
(2,21),-0.961647 # DEPENDENCYPART_ARC
(2,22),-3.75747 # DEPENDENCYPART_ARC
(2,23),-0.345114 # DEPENDENCYPART_ARC
(3,1),-0.612894 # DEPENDENCYPART_ARC
(3,2),-1.3399 # DEPENDENCYPART_ARC
(3,4),-0.114788 # DEPENDENCYPART_ARC
(3,5),-1.72607 # DEPENDENCYPART_ARC
(3,6),-1.07066 # DEPENDENCYPART_ARC
(3,7),-2.45514 # DEPENDENCYPART_ARC
(3,8),-2.45399 # DEPENDENCYPART_ARC
(3,9),-2.05085 # DEPENDENCYPART_ARC
(3,10),-2.42299 # DEPENDENCYPART_ARC
(3,11),-2.76147 # DEPENDENCYPART_ARC
(3,12),-2.27567 # DEPENDENCYPART_ARC
(3,13),-1.23249 # DEPENDENCYPART_ARC
(3,14),-2.18006 # DEPENDENCYPART_ARC
(3,15),-2.08204 # DEPENDENCYPART_ARC
(3,16),-3.57908 # DEPENDENCYPART_ARC
(3,17),-1.8217 # DEPENDENCYPART_ARC
(3,18),-3.12951 # DEPENDENCYPART_ARC
(3,19),-1.50372 # DEPENDENCYPART_ARC
(3,20),-2.66153 # DEPENDENCYPART_ARC
(3,21),-1.57183 # DEPENDENCYPART_ARC
(3,22),-3.2707 # DEPENDENCYPART_ARC
(3,23),-1.52209 # DEPENDENCYPART_ARC
(4,1),0.195839 # DEPENDENCYPART_ARC
(4,2),0.215779 # DEPENDENCYPART_ARC
(4,3),0.393205 # DEPENDENCYPART_ARC
(4,5),0.0809435 # DEPENDENCYPART_ARC
(4,6),-1.055 # DEPENDENCYPART_ARC
(4,7),-0.916145 # DEPENDENCYPART_ARC
(4,8),-1.52059 # DEPENDENCYPART_ARC
(4,9),-1.1617 # DEPENDENCYPART_ARC
(4,10),-1.4994 # DEPENDENCYPART_ARC
(4,11),-1.61971 # DEPENDENCYPART_ARC
(4,12),-1.54449 # DEPENDENCYPART_ARC
(4,13),-0.721441 # DEPENDENCYPART_ARC
(4,14),-1.40431 # DEPENDENCYPART_ARC
(4,15),-2.13551 # DEPENDENCYPART_ARC
(4,16),-1.39373 # DEPENDENCYPART_ARC
(4,17),-1.69298 # DEPENDENCYPART_ARC
(4,18),-1.61935 # DEPENDENCYPART_ARC
(4,19),-1.17587 # DEPENDENCYPART_ARC
(4,20),-2.33444 # DEPENDENCYPART_ARC
(4,21),-1.78648 # DEPENDENCYPART_ARC
(4,22),-2.12994 # DEPENDENCYPART_ARC
(4,23),-0.933553 # DEPENDENCYPART_ARC
(5,1),1.07208 # DEPENDENCYPART_ARC
(5,2),-0.551591 # DEPENDENCYPART_ARC
(5,3),-1.71078 # DEPENDENCYPART_ARC
(5,4),1.62847 # DEPENDENCYPART_ARC
(5,6),0.927742 # DEPENDENCYPART_ARC
(5,7),3.83103 # DEPENDENCYPART_ARC
(5,8),-1.54869 # DEPENDENCYPART_ARC
(5,9),-1.44693 # DEPENDENCYPART_ARC
(5,10),0.485857 # DEPENDENCYPART_ARC
(5,11),-2.50879 # DEPENDENCYPART_ARC
(5,12),-2.21765 # DEPENDENCYPART_ARC
(5,13),0.710057 # DEPENDENCYPART_ARC
(5,14),-0.551737 # DEPENDENCYPART_ARC
(5,15),-2.24497 # DEPENDENCYPART_ARC
(5,16),-1.81738 # DEPENDENCYPART_ARC
(5,17),-0.797818 # DEPENDENCYPART_ARC
(5,18),0.0974369 # DEPENDENCYPART_ARC
(5,19),-0.679373 # DEPENDENCYPART_ARC
(5,20),-1.66592 # DEPENDENCYPART_ARC
(5,21),-1.17973 # DEPENDENCYPART_ARC
(5,22),-2.8246 # DEPENDENCYPART_ARC
(5,23),0.515038 # DEPENDENCYPART_ARC
(6,1),-1.27227 # DEPENDENCYPART_ARC
(6,2),-1.58799 # DEPENDENCYPART_ARC
(6,3),-1.27234 # DEPENDENCYPART_ARC
(6,4),-0.785397 # DEPENDENCYPART_ARC
(6,5),-0.490611 # DEPENDENCYPART_ARC
(6,7),0.357719 # DEPENDENCYPART_ARC
(6,8),-0.77513 # DEPENDENCYPART_ARC
(6,9),-0.82561 # DEPENDENCYPART_ARC
(6,10),-0.828565 # DEPENDENCYPART_ARC
(6,11),-1.33085 # DEPENDENCYPART_ARC
(6,12),-1.32244 # DEPENDENCYPART_ARC
(6,13),-0.545643 # DEPENDENCYPART_ARC
(6,14),-1.14388 # DEPENDENCYPART_ARC
(6,15),-1.7814 # DEPENDENCYPART_ARC
(6,16),-1.33253 # DEPENDENCYPART_ARC
(6,17),-1.46156 # DEPENDENCYPART_ARC
(6,18),-1.43208 # DEPENDENCYPART_ARC
(6,19),-1.03092 # DEPENDENCYPART_ARC
(6,20),-1.59044 # DEPENDENCYPART_ARC
(6,21),-1.3763 # DEPENDENCYPART_ARC
(6,22),-1.80509 # DEPENDENCYPART_ARC
(6,23),-0.859848 # DEPENDENCYPART_ARC
(7,1),0.919715 # DEPENDENCYPART_ARC
(7,2),-0.445972 # DEPENDENCYPART_ARC
(7,3),-3.1456 # DEPENDENCYPART_ARC
(7,4),-0.258516 # DEPENDENCYPART_ARC
(7,5),-2.46345 # DEPENDENCYPART_ARC
(7,6),2.7192 # DEPENDENCYPART_ARC
(7,8),-0.720354 # DEPENDENCYPART_ARC
(7,9),0.0305524 # DEPENDENCYPART_ARC
(7,10),1.39446 # DEPENDENCYPART_ARC
(7,11),-1.90374 # DEPENDENCYPART_ARC
(7,12),-1.2514 # DEPENDENCYPART_ARC
(7,13),0.979849 # DEPENDENCYPART_ARC
(7,14),1.48072 # DEPENDENCYPART_ARC
(7,15),-2.07153 # DEPENDENCYPART_ARC
(7,16),-2.62644 # DEPENDENCYPART_ARC
(7,17),-0.631846 # DEPENDENCYPART_ARC
(7,18),-2.56121 # DEPENDENCYPART_ARC
(7,19),-0.352206 # DEPENDENCYPART_ARC
(7,20),-1.89408 # DEPENDENCYPART_ARC
(7,21),-0.586132 # DEPENDENCYPART_ARC
(7,22),-3.72957 # DEPENDENCYPART_ARC
(7,23),0.212966 # DEPENDENCYPART_ARC
(8,1),-1.80976 # DEPENDENCYPART_ARC
(8,2),-2.38702 # DEPENDENCYPART_ARC
(8,3),-1.42798 # DEPENDENCYPART_ARC
(8,4),-1.33199 # DEPENDENCYPART_ARC
(8,5),-2.70697 # DEPENDENCYPART_ARC
(8,6),-0.600648 # DEPENDENCYPART_ARC
(8,7),-1.43327 # DEPENDENCYPART_ARC
(8,9),-0.574156 # DEPENDENCYPART_ARC
(8,10),-0.10227 # DEPENDENCYPART_ARC
(8,11),-0.797459 # DEPENDENCYPART_ARC
(8,12),-0.931558 # DEPENDENCYPART_ARC
(8,13),-0.717007 # DEPENDENCYPART_ARC
(8,14),-0.844551 # DEPENDENCYPART_ARC
(8,15),-1.94235 # DEPENDENCYPART_ARC
(8,16),-3.13224 # DEPENDENCYPART_ARC
(8,17),-1.63931 # DEPENDENCYPART_ARC
(8,18),-3.3241 # DEPENDENCYPART_ARC
(8,19),-1.08876 # DEPENDENCYPART_ARC
(8,20),-1.93104 # DEPENDENCYPART_ARC
(8,21),-1.55773 # DEPENDENCYPART_ARC
(8,22),-2.22379 # DEPENDENCYPART_ARC
(8,23),-1.20962 # DEPENDENCYPART_ARC
(9,1),-1.52299 # DEPENDENCYPART_ARC
(9,2),-2.17847 # DEPENDENCYPART_ARC
(9,3),-1.30864 # DEPENDENCYPART_ARC
(9,4),-0.943561 # DEPENDENCYPART_ARC
(9,5),-5.60328 # DEPENDENCYPART_ARC
(9,6),-0.345688 # DEPENDENCYPART_ARC
(9,7),-2.91618 # DEPENDENCYPART_ARC
(9,8),1.25873 # DEPENDENCYPART_ARC
(9,10),0.478021 # DEPENDENCYPART_ARC
(9,11),-0.573729 # DEPENDENCYPART_ARC
(9,12),0.229928 # DEPENDENCYPART_ARC
(9,13),-0.427728 # DEPENDENCYPART_ARC
(9,14),-1.00776 # DEPENDENCYPART_ARC
(9,15),-2.0385 # DEPENDENCYPART_ARC
(9,16),-2.18611 # DEPENDENCYPART_ARC
(9,17),-1.33347 # DEPENDENCYPART_ARC
(9,18),-2.74692 # DEPENDENCYPART_ARC
(9,19),-0.707789 # DEPENDENCYPART_ARC
(9,20),-2.47104 # DEPENDENCYPART_ARC
(9,21),-1.18474 # DEPENDENCYPART_ARC
(9,22),-2.66491 # DEPENDENCYPART_ARC
(9,23),-1.0568 # DEPENDENCYPART_ARC
(10,1),-1.7897 # DEPENDENCYPART_ARC
(10,2),-2.51902 # DEPENDENCYPART_ARC
(10,3),-1.40111 # DEPENDENCYPART_ARC
(10,4),-0.633163 # DEPENDENCYPART_ARC
(10,5),-2.28771 # DEPENDENCYPART_ARC
(10,6),0.0209284 # DEPENDENCYPART_ARC
(10,7),-1.09985 # DEPENDENCYPART_ARC
(10,8),3.50331 # DEPENDENCYPART_ARC
(10,9),4.34614 # DEPENDENCYPART_ARC
(10,11),0.658402 # DEPENDENCYPART_ARC
(10,12),3.02701 # DEPENDENCYPART_ARC
(10,13),0.493054 # DEPENDENCYPART_ARC
(10,14),0.144614 # DEPENDENCYPART_ARC
(10,15),-0.697969 # DEPENDENCYPART_ARC
(10,16),-0.0598729 # DEPENDENCYPART_ARC
(10,17),-0.790544 # DEPENDENCYPART_ARC
(10,18),-1.35043 # DEPENDENCYPART_ARC
(10,19),-0.142574 # DEPENDENCYPART_ARC
(10,20),-1.75567 # DEPENDENCYPART_ARC
(10,21),-0.222307 # DEPENDENCYPART_ARC
(10,22),-1.85653 # DEPENDENCYPART_ARC
(10,23),-0.171633 # DEPENDENCYPART_ARC
(11,1),-2.42515 # DEPENDENCYPART_ARC
(11,2),-3.07763 # DEPENDENCYPART_ARC
(11,3),-1.88141 # DEPENDENCYPART_ARC
(11,4),-1.80197 # DEPENDENCYPART_ARC
(11,5),-3.08048 # DEPENDENCYPART_ARC
(11,6),-1.55964 # DEPENDENCYPART_ARC
(11,7),-2.68517 # DEPENDENCYPART_ARC
(11,8),-1.45405 # DEPENDENCYPART_ARC
(11,9),-1.99337 # DEPENDENCYPART_ARC
(11,10),-1.52139 # DEPENDENCYPART_ARC
(11,12),0.193655 # DEPENDENCYPART_ARC
(11,13),-0.447494 # DEPENDENCYPART_ARC
(11,14),-0.611308 # DEPENDENCYPART_ARC
(11,15),-2.77776 # DEPENDENCYPART_ARC
(11,16),-2.40009 # DEPENDENCYPART_ARC
(11,17),-1.53574 # DEPENDENCYPART_ARC
(11,18),-3.08106 # DEPENDENCYPART_ARC
(11,19),-0.806326 # DEPENDENCYPART_ARC
(11,20),-2.13694 # DEPENDENCYPART_ARC
(11,21),-1.35875 # DEPENDENCYPART_ARC
(11,22),-2.30566 # DEPENDENCYPART_ARC
(11,23),-1.25338 # DEPENDENCYPART_ARC
(12,1),-3.0008 # DEPENDENCYPART_ARC
(12,2),-4.13608 # DEPENDENCYPART_ARC
(12,3),-1.18629 # DEPENDENCYPART_ARC
(12,4),-1.24206 # DEPENDENCYPART_ARC
(12,5),-2.8349 # DEPENDENCYPART_ARC
(12,6),-0.924952 # DEPENDENCYPART_ARC
(12,7),-1.91403 # DEPENDENCYPART_ARC
(12,8),-1.10167 # DEPENDENCYPART_ARC
(12,9),-1.72203 # DEPENDENCYPART_ARC
(12,10),-1.47569 # DEPENDENCYPART_ARC
(12,11),3.25604 # DEPENDENCYPART_ARC
(12,13),-0.496118 # DEPENDENCYPART_ARC
(12,14),-0.386281 # DEPENDENCYPART_ARC
(12,15),-2.41563 # DEPENDENCYPART_ARC
(12,16),-0.489793 # DEPENDENCYPART_ARC
(12,17),-1.72944 # DEPENDENCYPART_ARC
(12,18),-2.46952 # DEPENDENCYPART_ARC
(12,19),-0.845384 # DEPENDENCYPART_ARC
(12,20),-2.99439 # DEPENDENCYPART_ARC
(12,21),-1.25985 # DEPENDENCYPART_ARC
(12,22),-2.97033 # DEPENDENCYPART_ARC
(12,23),-1.38167 # DEPENDENCYPART_ARC
(13,1),-0.364535 # DEPENDENCYPART_ARC
(13,2),-0.382397 # DEPENDENCYPART_ARC
(13,3),-0.667558 # DEPENDENCYPART_ARC
(13,4),-0.420352 # DEPENDENCYPART_ARC
(13,5),-0.0655223 # DEPENDENCYPART_ARC
(13,6),0.338564 # DEPENDENCYPART_ARC
(13,7),-0.0994274 # DEPENDENCYPART_ARC
(13,8),-0.133056 # DEPENDENCYPART_ARC
(13,9),-0.0638206 # DEPENDENCYPART_ARC
(13,10),0.245933 # DEPENDENCYPART_ARC
(13,11),0.225943 # DEPENDENCYPART_ARC
(13,12),0.260782 # DEPENDENCYPART_ARC
(13,14),0.195865 # DEPENDENCYPART_ARC
(13,15),-0.377574 # DEPENDENCYPART_ARC
(13,16),-0.0480785 # DEPENDENCYPART_ARC
(13,17),-0.846759 # DEPENDENCYPART_ARC
(13,18),-1.00191 # DEPENDENCYPART_ARC
(13,19),-0.252993 # DEPENDENCYPART_ARC
(13,20),-1.37728 # DEPENDENCYPART_ARC
(13,21),-0.804428 # DEPENDENCYPART_ARC
(13,22),-1.33267 # DEPENDENCYPART_ARC
(13,23),-0.15834 # DEPENDENCYPART_ARC
(14,1),-1.80756 # DEPENDENCYPART_ARC
(14,2),-2.90734 # DEPENDENCYPART_ARC
(14,3),-1.64373 # DEPENDENCYPART_ARC
(14,4),-1.19811 # DEPENDENCYPART_ARC
(14,5),-2.31941 # DEPENDENCYPART_ARC
(14,6),-1.15912 # DEPENDENCYPART_ARC
(14,7),-2.07751 # DEPENDENCYPART_ARC
(14,8),-0.763695 # DEPENDENCYPART_ARC
(14,9),-0.753729 # DEPENDENCYPART_ARC
(14,10),-1.746 # DEPENDENCYPART_ARC
(14,11),-0.948445 # DEPENDENCYPART_ARC
(14,12),-1.85249 # DEPENDENCYPART_ARC
(14,13),0.392679 # DEPENDENCYPART_ARC
(14,15),3.79171 # DEPENDENCYPART_ARC
(14,16),-0.1917 # DEPENDENCYPART_ARC
(14,17),-0.518725 # DEPENDENCYPART_ARC
(14,18),-1.17026 # DEPENDENCYPART_ARC
(14,19),-0.245703 # DEPENDENCYPART_ARC
(14,20),0.00505659 # DEPENDENCYPART_ARC
(14,21),-0.89617 # DEPENDENCYPART_ARC
(14,22),-0.66766 # DEPENDENCYPART_ARC
(14,23),-0.0976894 # DEPENDENCYPART_ARC
(15,1),-1.94883 # DEPENDENCYPART_ARC
(15,2),-3.09056 # DEPENDENCYPART_ARC
(15,3),-1.95938 # DEPENDENCYPART_ARC
(15,4),-1.53776 # DEPENDENCYPART_ARC
(15,5),-3.53996 # DEPENDENCYPART_ARC
(15,6),-1.41587 # DEPENDENCYPART_ARC
(15,7),-3.40146 # DEPENDENCYPART_ARC
(15,8),-1.27714 # DEPENDENCYPART_ARC
(15,9),-2.60023 # DEPENDENCYPART_ARC
(15,10),-2.48734 # DEPENDENCYPART_ARC
(15,11),-0.762643 # DEPENDENCYPART_ARC
(15,12),-2.06644 # DEPENDENCYPART_ARC
(15,13),-0.422931 # DEPENDENCYPART_ARC
(15,14),-0.542952 # DEPENDENCYPART_ARC
(15,16),-0.701727 # DEPENDENCYPART_ARC
(15,17),-1.11226 # DEPENDENCYPART_ARC
(15,18),-1.37202 # DEPENDENCYPART_ARC
(15,19),-1.22279 # DEPENDENCYPART_ARC
(15,20),-1.78488 # DEPENDENCYPART_ARC
(15,21),-1.50784 # DEPENDENCYPART_ARC
(15,22),-2.61636 # DEPENDENCYPART_ARC
(15,23),-1.36636 # DEPENDENCYPART_ARC
(16,1),0.658798 # DEPENDENCYPART_ARC
(16,2),-1.03327 # DEPENDENCYPART_ARC
(16,3),-4.91372 # DEPENDENCYPART_ARC
(16,4),-0.417116 # DEPENDENCYPART_ARC
(16,5),-4.0014 # DEPENDENCYPART_ARC
(16,6),0.116889 # DEPENDENCYPART_ARC
(16,7),-4.64484 # DEPENDENCYPART_ARC
(16,8),0.328486 # DEPENDENCYPART_ARC
(16,9),-1.42854 # DEPENDENCYPART_ARC
(16,10),-1.50763 # DEPENDENCYPART_ARC
(16,11),-0.872644 # DEPENDENCYPART_ARC
(16,12),-2.66779 # DEPENDENCYPART_ARC
(16,13),1.22658 # DEPENDENCYPART_ARC
(16,14),2.12539 # DEPENDENCYPART_ARC
(16,15),1.08474 # DEPENDENCYPART_ARC
(16,17),1.02207 # DEPENDENCYPART_ARC
(16,18),2.81555 # DEPENDENCYPART_ARC
(16,19),0.236066 # DEPENDENCYPART_ARC
(16,20),0.103186 # DEPENDENCYPART_ARC
(16,21),0.170559 # DEPENDENCYPART_ARC
(16,22),-1.85843 # DEPENDENCYPART_ARC
(16,23),0.308552 # DEPENDENCYPART_ARC
(17,1),-1.55819 # DEPENDENCYPART_ARC
(17,2),-2.06496 # DEPENDENCYPART_ARC
(17,3),-1.93079 # DEPENDENCYPART_ARC
(17,4),-1.66877 # DEPENDENCYPART_ARC
(17,5),-2.0058 # DEPENDENCYPART_ARC
(17,6),-1.54662 # DEPENDENCYPART_ARC
(17,7),-1.92481 # DEPENDENCYPART_ARC
(17,8),-1.22252 # DEPENDENCYPART_ARC
(17,9),-1.87193 # DEPENDENCYPART_ARC
(17,10),-1.75152 # DEPENDENCYPART_ARC
(17,11),-1.24925 # DEPENDENCYPART_ARC
(17,12),-1.62646 # DEPENDENCYPART_ARC
(17,13),-1.13907 # DEPENDENCYPART_ARC
(17,14),-0.902829 # DEPENDENCYPART_ARC
(17,15),-0.794597 # DEPENDENCYPART_ARC
(17,16),-0.446328 # DEPENDENCYPART_ARC
(17,18),0.350869 # DEPENDENCYPART_ARC
(17,19),-0.522001 # DEPENDENCYPART_ARC
(17,20),-0.719887 # DEPENDENCYPART_ARC
(17,21),-0.947607 # DEPENDENCYPART_ARC
(17,22),-1.07659 # DEPENDENCYPART_ARC
(17,23),-0.493816 # DEPENDENCYPART_ARC
(18,1),0.293093 # DEPENDENCYPART_ARC
(18,2),-1.37908 # DEPENDENCYPART_ARC
(18,3),-4.78499 # DEPENDENCYPART_ARC
(18,4),-1.09913 # DEPENDENCYPART_ARC
(18,5),-4.21423 # DEPENDENCYPART_ARC
(18,6),-0.389104 # DEPENDENCYPART_ARC
(18,7),-6.20695 # DEPENDENCYPART_ARC
(18,8),-0.285913 # DEPENDENCYPART_ARC
(18,9),-2.62361 # DEPENDENCYPART_ARC
(18,10),-1.66259 # DEPENDENCYPART_ARC
(18,11),-1.28565 # DEPENDENCYPART_ARC
(18,12),-3.04426 # DEPENDENCYPART_ARC
(18,13),-0.0276442 # DEPENDENCYPART_ARC
(18,14),1.12968 # DEPENDENCYPART_ARC
(18,15),1.07794 # DEPENDENCYPART_ARC
(18,16),-1.36942 # DEPENDENCYPART_ARC
(18,17),2.64845 # DEPENDENCYPART_ARC
(18,19),0.669842 # DEPENDENCYPART_ARC
(18,20),1.84717 # DEPENDENCYPART_ARC
(18,21),0.77188 # DEPENDENCYPART_ARC
(18,22),-0.755874 # DEPENDENCYPART_ARC
(18,23),0.123501 # DEPENDENCYPART_ARC
(19,1),-0.718131 # DEPENDENCYPART_ARC
(19,2),-0.140678 # DEPENDENCYPART_ARC
(19,3),0.138821 # DEPENDENCYPART_ARC
(19,4),-0.542902 # DEPENDENCYPART_ARC
(19,5),-0.10541 # DEPENDENCYPART_ARC
(19,6),0.00935568 # DEPENDENCYPART_ARC
(19,7),-0.122203 # DEPENDENCYPART_ARC
(19,8),-0.244239 # DEPENDENCYPART_ARC
(19,9),-0.228609 # DEPENDENCYPART_ARC
(19,10),0.186829 # DEPENDENCYPART_ARC
(19,11),-0.323768 # DEPENDENCYPART_ARC
(19,12),0.136442 # DEPENDENCYPART_ARC
(19,13),-0.0679347 # DEPENDENCYPART_ARC
(19,14),-0.234992 # DEPENDENCYPART_ARC
(19,15),0.526393 # DEPENDENCYPART_ARC
(19,16),0.526702 # DEPENDENCYPART_ARC
(19,17),0.795228 # DEPENDENCYPART_ARC
(19,18),1.51494 # DEPENDENCYPART_ARC
(19,20),1.55205 # DEPENDENCYPART_ARC
(19,21),0.338448 # DEPENDENCYPART_ARC
(19,22),-0.00369247 # DEPENDENCYPART_ARC
(19,23),0.247825 # DEPENDENCYPART_ARC
(20,1),-2.5015 # DEPENDENCYPART_ARC
(20,2),-4.15283 # DEPENDENCYPART_ARC
(20,3),-3.35955 # DEPENDENCYPART_ARC
(20,4),-1.64433 # DEPENDENCYPART_ARC
(20,5),-3.55982 # DEPENDENCYPART_ARC
(20,6),-1.5002 # DEPENDENCYPART_ARC
(20,7),-2.86511 # DEPENDENCYPART_ARC
(20,8),-1.47101 # DEPENDENCYPART_ARC
(20,9),-1.14532 # DEPENDENCYPART_ARC
(20,10),-1.95898 # DEPENDENCYPART_ARC
(20,11),-2.30782 # DEPENDENCYPART_ARC
(20,12),-2.47857 # DEPENDENCYPART_ARC
(20,13),-1.49628 # DEPENDENCYPART_ARC
(20,14),-1.16641 # DEPENDENCYPART_ARC
(20,15),0.212414 # DEPENDENCYPART_ARC
(20,16),-2.64335 # DEPENDENCYPART_ARC
(20,17),-0.415037 # DEPENDENCYPART_ARC
(20,18),-1.43358 # DEPENDENCYPART_ARC
(20,19),0.902172 # DEPENDENCYPART_ARC
(20,21),1.58789 # DEPENDENCYPART_ARC
(20,22),0.523413 # DEPENDENCYPART_ARC
(20,23),0.293723 # DEPENDENCYPART_ARC
(21,1),-0.930706 # DEPENDENCYPART_ARC
(21,2),-1.77779 # DEPENDENCYPART_ARC
(21,3),-1.41941 # DEPENDENCYPART_ARC
(21,4),-0.94927 # DEPENDENCYPART_ARC
(21,5),-1.37725 # DEPENDENCYPART_ARC
(21,6),-1.09141 # DEPENDENCYPART_ARC
(21,7),-1.36078 # DEPENDENCYPART_ARC
(21,8),-1.24211 # DEPENDENCYPART_ARC
(21,9),-1.59171 # DEPENDENCYPART_ARC
(21,10),-1.85244 # DEPENDENCYPART_ARC
(21,11),-1.15793 # DEPENDENCYPART_ARC
(21,12),-1.69465 # DEPENDENCYPART_ARC
(21,13),-0.686443 # DEPENDENCYPART_ARC
(21,14),-0.738836 # DEPENDENCYPART_ARC
(21,15),-1.24355 # DEPENDENCYPART_ARC
(21,16),-1.10211 # DEPENDENCYPART_ARC
(21,17),-0.578659 # DEPENDENCYPART_ARC
(21,18),-0.612122 # DEPENDENCYPART_ARC
(21,19),0.460018 # DEPENDENCYPART_ARC
(21,20),-0.508255 # DEPENDENCYPART_ARC
(21,22),2.93445 # DEPENDENCYPART_ARC
(21,23),0.259156 # DEPENDENCYPART_ARC
(22,1),-3.26887 # DEPENDENCYPART_ARC
(22,2),-3.8203 # DEPENDENCYPART_ARC
(22,3),-4.06074 # DEPENDENCYPART_ARC
(22,4),-2.01055 # DEPENDENCYPART_ARC
(22,5),-4.09176 # DEPENDENCYPART_ARC
(22,6),-1.83302 # DEPENDENCYPART_ARC
(22,7),-3.58324 # DEPENDENCYPART_ARC
(22,8),-3.18735 # DEPENDENCYPART_ARC
(22,9),-3.07654 # DEPENDENCYPART_ARC
(22,10),-3.09571 # DEPENDENCYPART_ARC
(22,11),-2.41808 # DEPENDENCYPART_ARC
(22,12),-2.78872 # DEPENDENCYPART_ARC
(22,13),-1.93538 # DEPENDENCYPART_ARC
(22,14),-2.07322 # DEPENDENCYPART_ARC
(22,15),-1.55395 # DEPENDENCYPART_ARC
(22,16),-3.79906 # DEPENDENCYPART_ARC
(22,17),-1.07059 # DEPENDENCYPART_ARC
(22,18),-3.31953 # DEPENDENCYPART_ARC
(22,19),-0.638862 # DEPENDENCYPART_ARC
(22,20),-0.330336 # DEPENDENCYPART_ARC
(22,21),0.386627 # DEPENDENCYPART_ARC
