# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,14,17,17,17,19,17,10,21,19,0,
(4,3),0.0274865 # DEPENDENCYPART_ARC
(4,5),1.49098 # DEPENDENCYPART_ARC
(4,6),-0.640445 # DEPENDENCYPART_ARC
(4,7),-0.461936 # DEPENDENCYPART_ARC
(4,8),-0.40625 # DEPENDENCYPART_ARC
(4,9),0.320139 # DEPENDENCYPART_ARC
(4,10),-1.60033 # DEPENDENCYPART_ARC
(4,11),-1.35275 # DEPENDENCYPART_ARC
(4,12),-0.00199182 # DEPENDENCYPART_ARC
(4,13),-1.50744 # DEPENDENCYPART_ARC
(4,14),-1.11321 # DEPENDENCYPART_ARC
(4,15),-0.310308 # DEPENDENCYPART_ARC
(4,16),-1.21278 # DEPENDENCYPART_ARC
(4,17),-0.186097 # DEPENDENCYPART_ARC
(4,18),-1.20844 # DEPENDENCYPART_ARC
(4,19),-2.27026 # DEPENDENCYPART_ARC
(4,20),-1.76953 # DEPENDENCYPART_ARC
(4,21),-0.559256 # DEPENDENCYPART_ARC
(4,22),0.0337586 # DEPENDENCYPART_ARC
(5,1),-0.790954 # DEPENDENCYPART_ARC
(5,2),-1.13311 # DEPENDENCYPART_ARC
(5,3),-0.657055 # DEPENDENCYPART_ARC
(5,4),-0.732503 # DEPENDENCYPART_ARC
(5,6),0.447957 # DEPENDENCYPART_ARC
(5,7),1.49206 # DEPENDENCYPART_ARC
(5,8),1.91756 # DEPENDENCYPART_ARC
(5,10),0.961923 # DEPENDENCYPART_ARC
(5,11),-0.912615 # DEPENDENCYPART_ARC
(5,12),0.138004 # DEPENDENCYPART_ARC
(5,13),-1.03126 # DEPENDENCYPART_ARC
(5,14),-0.174371 # DEPENDENCYPART_ARC
(5,15),-0.136366 # DEPENDENCYPART_ARC
(5,16),-0.0721861 # DEPENDENCYPART_ARC
(5,17),-0.584825 # DEPENDENCYPART_ARC
(5,18),-0.0946631 # DEPENDENCYPART_ARC
(5,19),-1.48359 # DEPENDENCYPART_ARC
(5,20),-1.13227 # DEPENDENCYPART_ARC
(5,21),-0.44571 # DEPENDENCYPART_ARC
(5,22),-0.745751 # DEPENDENCYPART_ARC
(6,2),-1.61323 # DEPENDENCYPART_ARC
(6,4),-1.941 # DEPENDENCYPART_ARC
(6,8),-0.0385426 # DEPENDENCYPART_ARC
(6,10),-0.849034 # DEPENDENCYPART_ARC
(6,17),-0.245805 # DEPENDENCYPART_ARC
(6,19),-1.81932 # DEPENDENCYPART_ARC
(7,1),-1.14167 # DEPENDENCYPART_ARC
(7,2),-1.84358 # DEPENDENCYPART_ARC
(7,3),-3.14364 # DEPENDENCYPART_ARC
(7,4),-0.730697 # DEPENDENCYPART_ARC
(7,5),-0.247438 # DEPENDENCYPART_ARC
(7,6),0.897678 # DEPENDENCYPART_ARC
(7,8),0.252184 # DEPENDENCYPART_ARC
(7,9),-0.39316 # DEPENDENCYPART_ARC
(7,10),-1.17681 # DEPENDENCYPART_ARC
(7,11),-1.19374 # DEPENDENCYPART_ARC
(7,12),-0.639365 # DEPENDENCYPART_ARC
(7,13),-1.83034 # DEPENDENCYPART_ARC
(7,14),-2.41896 # DEPENDENCYPART_ARC
(7,15),-0.689545 # DEPENDENCYPART_ARC
(7,16),-2.55786 # DEPENDENCYPART_ARC
(7,17),-0.573551 # DEPENDENCYPART_ARC
(7,18),-2.61135 # DEPENDENCYPART_ARC
(7,19),-2.10654 # DEPENDENCYPART_ARC
(7,20),-1.31749 # DEPENDENCYPART_ARC
(7,21),-1.75235 # DEPENDENCYPART_ARC
(7,22),-0.791486 # DEPENDENCYPART_ARC
(8,1),-0.706438 # DEPENDENCYPART_ARC
(8,2),-0.413575 # DEPENDENCYPART_ARC
(8,3),-1.8251 # DEPENDENCYPART_ARC
(8,4),-1.47974 # DEPENDENCYPART_ARC
(8,5),-0.01302 # DEPENDENCYPART_ARC
(8,6),3.13448 # DEPENDENCYPART_ARC
(8,7),3.42933 # DEPENDENCYPART_ARC
(8,9),1.41703 # DEPENDENCYPART_ARC
(8,10),0.705856 # DEPENDENCYPART_ARC
(8,11),-0.767845 # DEPENDENCYPART_ARC
(8,12),-0.0661745 # DEPENDENCYPART_ARC
(8,13),-1.06306 # DEPENDENCYPART_ARC
(8,14),-0.867903 # DEPENDENCYPART_ARC
(8,15),-0.345988 # DEPENDENCYPART_ARC
(8,16),-0.941077 # DEPENDENCYPART_ARC
(8,17),0.0301956 # DEPENDENCYPART_ARC
(8,18),-0.887339 # DEPENDENCYPART_ARC
(8,19),-1.93946 # DEPENDENCYPART_ARC
(8,20),-1.44247 # DEPENDENCYPART_ARC
(8,21),-0.739274 # DEPENDENCYPART_ARC
(8,22),-0.261563 # DEPENDENCYPART_ARC
(9,1),-1.12386 # DEPENDENCYPART_ARC
(9,3),-2.65988 # DEPENDENCYPART_ARC
(9,4),-2.34129 # DEPENDENCYPART_ARC
(9,5),-0.637402 # DEPENDENCYPART_ARC
(9,7),-0.748473 # DEPENDENCYPART_ARC
(9,8),-1.22167 # DEPENDENCYPART_ARC
(9,10),3.23335 # DEPENDENCYPART_ARC
(9,12),-0.148556 # DEPENDENCYPART_ARC
(9,14),-0.457273 # DEPENDENCYPART_ARC
(9,15),-0.698651 # DEPENDENCYPART_ARC
(9,16),-0.761129 # DEPENDENCYPART_ARC
(9,17),-0.752706 # DEPENDENCYPART_ARC
(9,18),-0.844265 # DEPENDENCYPART_ARC
(9,19),-1.56057 # DEPENDENCYPART_ARC
(9,21),-1.59266 # DEPENDENCYPART_ARC
(9,22),-1.11398 # DEPENDENCYPART_ARC
(10,1),-2.06098 # DEPENDENCYPART_ARC
(10,2),-1.69014 # DEPENDENCYPART_ARC
(10,3),-3.74895 # DEPENDENCYPART_ARC
(10,4),-3.42501 # DEPENDENCYPART_ARC
(10,5),-1.68223 # DEPENDENCYPART_ARC
(10,6),0.148341 # DEPENDENCYPART_ARC
(10,7),-0.694696 # DEPENDENCYPART_ARC
(10,8),-0.397032 # DEPENDENCYPART_ARC
(10,9),-0.373071 # DEPENDENCYPART_ARC
(10,11),0.192779 # DEPENDENCYPART_ARC
(10,12),-0.174276 # DEPENDENCYPART_ARC
(10,13),-0.724592 # DEPENDENCYPART_ARC
(10,14),-0.119231 # DEPENDENCYPART_ARC
(10,15),-0.539773 # DEPENDENCYPART_ARC
(10,16),-0.467841 # DEPENDENCYPART_ARC
(10,17),-0.141211 # DEPENDENCYPART_ARC
(10,18),-0.624635 # DEPENDENCYPART_ARC
(10,19),-0.797777 # DEPENDENCYPART_ARC
(10,20),-1.21476 # DEPENDENCYPART_ARC
(10,21),-0.627756 # DEPENDENCYPART_ARC
(10,22),-0.600465 # DEPENDENCYPART_ARC
(11,2),-1.48591 # DEPENDENCYPART_ARC
(11,4),-1.44578 # DEPENDENCYPART_ARC
(11,8),-1.46133 # DEPENDENCYPART_ARC
(11,10),-0.51314 # DEPENDENCYPART_ARC
(11,17),-0.0647187 # DEPENDENCYPART_ARC
(11,19),-1.75183 # DEPENDENCYPART_ARC
(12,1),-1.063 # DEPENDENCYPART_ARC
(12,3),-0.622451 # DEPENDENCYPART_ARC
(12,4),-0.437021 # DEPENDENCYPART_ARC
(12,5),-0.205159 # DEPENDENCYPART_ARC
(12,7),-0.614804 # DEPENDENCYPART_ARC
(12,8),-0.200428 # DEPENDENCYPART_ARC
(12,9),0.0756319 # DEPENDENCYPART_ARC
(12,10),-0.0958871 # DEPENDENCYPART_ARC
(12,14),-0.0838867 # DEPENDENCYPART_ARC
(12,15),0.372602 # DEPENDENCYPART_ARC
(12,16),-0.251314 # DEPENDENCYPART_ARC
(12,17),-0.0827485 # DEPENDENCYPART_ARC
(12,18),-0.372399 # DEPENDENCYPART_ARC
(12,19),-0.666513 # DEPENDENCYPART_ARC
(12,21),-0.557128 # DEPENDENCYPART_ARC
(12,22),0.10873 # DEPENDENCYPART_ARC
(13,2),-1.45703 # DEPENDENCYPART_ARC
(13,4),-2.25194 # DEPENDENCYPART_ARC
(13,8),-1.95707 # DEPENDENCYPART_ARC
(13,10),-1.40704 # DEPENDENCYPART_ARC
(13,17),-0.00348508 # DEPENDENCYPART_ARC
(13,19),-1.42358 # DEPENDENCYPART_ARC
(14,1),-1.10915 # DEPENDENCYPART_ARC
(14,2),-1.46322 # DEPENDENCYPART_ARC
(14,3),-3.54066 # DEPENDENCYPART_ARC
(14,4),-1.35799 # DEPENDENCYPART_ARC
(14,5),-0.653905 # DEPENDENCYPART_ARC
(14,6),-0.383434 # DEPENDENCYPART_ARC
(14,7),-1.45473 # DEPENDENCYPART_ARC
(14,8),-1.4449 # DEPENDENCYPART_ARC
(14,9),-1.02185 # DEPENDENCYPART_ARC
(14,10),-0.794368 # DEPENDENCYPART_ARC
(14,11),0.311897 # DEPENDENCYPART_ARC
(14,12),0.0827824 # DEPENDENCYPART_ARC
(14,13),1.49935 # DEPENDENCYPART_ARC
(14,15),0.219998 # DEPENDENCYPART_ARC
(14,16),-0.783765 # DEPENDENCYPART_ARC
(14,17),-0.0321415 # DEPENDENCYPART_ARC
(14,18),-1.40158 # DEPENDENCYPART_ARC
(14,19),-1.11543 # DEPENDENCYPART_ARC
(14,20),-0.568798 # DEPENDENCYPART_ARC
(14,21),-0.964236 # DEPENDENCYPART_ARC
(14,22),-0.386063 # DEPENDENCYPART_ARC
(15,1),-0.805813 # DEPENDENCYPART_ARC
(15,3),-0.581451 # DEPENDENCYPART_ARC
(15,4),-0.253604 # DEPENDENCYPART_ARC
(15,5),-0.0113333 # DEPENDENCYPART_ARC
(15,7),-0.308852 # DEPENDENCYPART_ARC
(15,8),0.0373714 # DEPENDENCYPART_ARC
(15,9),0.163603 # DEPENDENCYPART_ARC
(15,10),0.107724 # DEPENDENCYPART_ARC
(15,12),0.311392 # DEPENDENCYPART_ARC
(15,14),0.821125 # DEPENDENCYPART_ARC
(15,16),0.829208 # DEPENDENCYPART_ARC
(15,17),0.180736 # DEPENDENCYPART_ARC
(15,18),0.36378 # DEPENDENCYPART_ARC
(15,19),-0.0957788 # DEPENDENCYPART_ARC
(15,21),-0.195329 # DEPENDENCYPART_ARC
(15,22),0.417073 # DEPENDENCYPART_ARC
(16,1),-1.08738 # DEPENDENCYPART_ARC
(16,2),-1.47845 # DEPENDENCYPART_ARC
(16,3),-3.67672 # DEPENDENCYPART_ARC
(16,4),-1.49138 # DEPENDENCYPART_ARC
(16,5),-0.885187 # DEPENDENCYPART_ARC
(16,6),-0.465774 # DEPENDENCYPART_ARC
(16,7),-1.46405 # DEPENDENCYPART_ARC
(16,8),-1.5478 # DEPENDENCYPART_ARC
(16,9),-1.16662 # DEPENDENCYPART_ARC
(16,10),-1.09587 # DEPENDENCYPART_ARC
(16,11),-0.0931824 # DEPENDENCYPART_ARC
(16,12),-0.518065 # DEPENDENCYPART_ARC
(16,13),0.14759 # DEPENDENCYPART_ARC
(16,14),0.174358 # DEPENDENCYPART_ARC
(16,15),0.409026 # DEPENDENCYPART_ARC
(16,17),0.455277 # DEPENDENCYPART_ARC
(16,18),-0.731412 # DEPENDENCYPART_ARC
(16,19),-0.581668 # DEPENDENCYPART_ARC
(16,20),-0.357518 # DEPENDENCYPART_ARC
(16,21),-0.660684 # DEPENDENCYPART_ARC
(16,22),0.0224937 # DEPENDENCYPART_ARC
(17,1),-0.797421 # DEPENDENCYPART_ARC
(17,2),-0.26976 # DEPENDENCYPART_ARC
(17,3),-0.567247 # DEPENDENCYPART_ARC
(17,4),0.138564 # DEPENDENCYPART_ARC
(17,5),-0.345501 # DEPENDENCYPART_ARC
(17,6),-0.424643 # DEPENDENCYPART_ARC
(17,7),0.648648 # DEPENDENCYPART_ARC
(17,8),0.547553 # DEPENDENCYPART_ARC
(17,9),0.0166211 # DEPENDENCYPART_ARC
(17,10),1.02545 # DEPENDENCYPART_ARC
(17,11),-0.061305 # DEPENDENCYPART_ARC
(17,12),0.673427 # DEPENDENCYPART_ARC
(17,13),0.344046 # DEPENDENCYPART_ARC
(17,14),1.8081 # DEPENDENCYPART_ARC
(17,15),1.60148 # DEPENDENCYPART_ARC
(17,16),2.57216 # DEPENDENCYPART_ARC
(17,18),3.98702 # DEPENDENCYPART_ARC
(17,19),0.57307 # DEPENDENCYPART_ARC
(17,20),-0.528821 # DEPENDENCYPART_ARC
(17,21),0.584412 # DEPENDENCYPART_ARC
(17,22),-0.0431106 # DEPENDENCYPART_ARC
(18,1),-1.15983 # DEPENDENCYPART_ARC
(18,2),-1.57866 # DEPENDENCYPART_ARC
(18,3),-3.68909 # DEPENDENCYPART_ARC
(18,4),-1.60067 # DEPENDENCYPART_ARC
(18,5),-1.04618 # DEPENDENCYPART_ARC
(18,6),-0.830414 # DEPENDENCYPART_ARC
(18,7),-1.71762 # DEPENDENCYPART_ARC
(18,8),-1.71227 # DEPENDENCYPART_ARC
(18,9),-1.22287 # DEPENDENCYPART_ARC
(18,10),-1.26311 # DEPENDENCYPART_ARC
(18,11),-0.683465 # DEPENDENCYPART_ARC
(18,12),-0.859079 # DEPENDENCYPART_ARC
(18,13),-0.426602 # DEPENDENCYPART_ARC
(18,14),-0.74195 # DEPENDENCYPART_ARC
(18,15),-0.509977 # DEPENDENCYPART_ARC
(18,16),0.279414 # DEPENDENCYPART_ARC
(18,17),0.711461 # DEPENDENCYPART_ARC
(18,19),-0.001034 # DEPENDENCYPART_ARC
(18,20),-0.105815 # DEPENDENCYPART_ARC
(18,21),-0.678737 # DEPENDENCYPART_ARC
(18,22),-0.383089 # DEPENDENCYPART_ARC
(19,1),-1.29195 # DEPENDENCYPART_ARC
(19,2),-1.76178 # DEPENDENCYPART_ARC
(19,3),-3.36894 # DEPENDENCYPART_ARC
(19,4),-3.2693 # DEPENDENCYPART_ARC
(19,5),-1.13518 # DEPENDENCYPART_ARC
(19,6),-1.2498 # DEPENDENCYPART_ARC
(19,7),-1.16291 # DEPENDENCYPART_ARC
(19,8),-1.99212 # DEPENDENCYPART_ARC
(19,9),-1.57074 # DEPENDENCYPART_ARC
(19,10),-0.965533 # DEPENDENCYPART_ARC
(19,11),-0.0218887 # DEPENDENCYPART_ARC
(19,12),-0.36002 # DEPENDENCYPART_ARC
(19,13),1.41494 # DEPENDENCYPART_ARC
(19,14),0.542393 # DEPENDENCYPART_ARC
(19,15),-0.142425 # DEPENDENCYPART_ARC
(19,16),0.468456 # DEPENDENCYPART_ARC
(19,17),1.80917 # DEPENDENCYPART_ARC
(19,18),2.60599 # DEPENDENCYPART_ARC
(19,20),0.813151 # DEPENDENCYPART_ARC
(19,21),0.961795 # DEPENDENCYPART_ARC
(19,22),0.494785 # DEPENDENCYPART_ARC
(20,2),-2.2921 # DEPENDENCYPART_ARC
(20,4),-2.0186 # DEPENDENCYPART_ARC
(20,8),-2.90098 # DEPENDENCYPART_ARC
(20,10),-2.67782 # DEPENDENCYPART_ARC
(20,17),-0.470309 # DEPENDENCYPART_ARC
(20,19),-1.26514 # DEPENDENCYPART_ARC
(21,1),-1.02522 # DEPENDENCYPART_ARC
(21,2),-1.84706 # DEPENDENCYPART_ARC
(21,3),-1.7255 # DEPENDENCYPART_ARC
(21,4),-1.94183 # DEPENDENCYPART_ARC
(21,5),-0.881665 # DEPENDENCYPART_ARC
(21,6),-1.49458 # DEPENDENCYPART_ARC
(21,7),-3.05257 # DEPENDENCYPART_ARC
(21,8),-2.55092 # DEPENDENCYPART_ARC
(21,9),-1.92025 # DEPENDENCYPART_ARC
(21,10),-2.31621 # DEPENDENCYPART_ARC
(21,11),-0.486384 # DEPENDENCYPART_ARC
(21,12),-0.786168 # DEPENDENCYPART_ARC
(21,13),-1.11154 # DEPENDENCYPART_ARC
(21,14),-2.55437 # DEPENDENCYPART_ARC
(21,15),-0.784711 # DEPENDENCYPART_ARC
(21,16),-2.14373 # DEPENDENCYPART_ARC
(21,17),-0.593753 # DEPENDENCYPART_ARC
(21,18),-1.80796 # DEPENDENCYPART_ARC
(21,19),-1.81316 # DEPENDENCYPART_ARC
(21,20),2.45208 # DEPENDENCYPART_ARC
(21,22),0.325756 # DEPENDENCYPART_ARC
(22,1),-3.4584 # DEPENDENCYPART_ARC
(22,3),-2.68078 # DEPENDENCYPART_ARC
(22,4),-2.49964 # DEPENDENCYPART_ARC
(22,5),-2.50777 # DEPENDENCYPART_ARC
(22,7),-2.44378 # DEPENDENCYPART_ARC
(22,8),-2.37153 # DEPENDENCYPART_ARC
(22,9),-2.44298 # DEPENDENCYPART_ARC
(22,10),-2.11043 # DEPENDENCYPART_ARC
(22,12),-1.80504 # DEPENDENCYPART_ARC
(22,14),-2.48797 # DEPENDENCYPART_ARC
(22,15),-1.64497 # DEPENDENCYPART_ARC
(22,16),-2.28943 # DEPENDENCYPART_ARC
(22,17),-1.90424 # DEPENDENCYPART_ARC
(22,18),-2.07501 # DEPENDENCYPART_ARC
(22,19),-1.815 # DEPENDENCYPART_ARC
(22,21),-1.41488 # DEPENDENCYPART_ARC
