# _root_ Ωστόσο , έχουμε παράλληλα επίγνωση του γεγονότος ότι η παρούσα οδηγία είναι μεν σημαντική και ενδιαφέρουσα , αλλά δεν λύνει δυστυχώς ακόμα όλα τα προβλήματα .
#goldHeads=0,3,1,3,3,7,5,7,11,11,12,18,12,15,12,15,18,8,20,18,20,20,25,25,20,0,
#predictedHeads=0,1,1,3,3,7,5,3,11,11,12,8,14,12,12,15,18,0,20,18,20,23,25,25,20,0,
(0,1),(0,5),0.114827 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0785583 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.208674 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.0145726 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.014581 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.118616 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.07816 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.208803 # DEPENDENCYPART_SIBL
(0,1),(0,23),0.0145689 # DEPENDENCYPART_SIBL
(0,1),(0,26),0.186658 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.207017 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.219643 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0583923 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.208969 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.00869821 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0210454 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0693858 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.210366 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.00775511 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.402918 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0140046 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.320928 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.622675 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.156934 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.156932 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0560691 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.309376 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.602012 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.15771 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.102314 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.129719 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.251579 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0254579 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0254557 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.00172897 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.0957209 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.239183 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.0255615 # DEPENDENCYPART_SIBL
(0,5),(0,26),-0.218542 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.313945 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0993284 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.0993199 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.144945 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.197728 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.31342 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0993321 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.190609 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.183345 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.183343 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0913201 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.351097 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.633896 # DEPENDENCYPART_SIBL
(0,12),(0,23),-0.184121 # DEPENDENCYPART_SIBL
(0,12),(0,26),-0.166469 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0153823 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.0794424 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0731267 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.250285 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.015395 # DEPENDENCYPART_SIBL
(0,14),(0,26),-0.313263 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0790452 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0730547 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.249993 # DEPENDENCYPART_SIBL
(0,16),(0,23),-0.0153712 # DEPENDENCYPART_SIBL
(0,16),(0,26),-0.31303 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0693858 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.210366 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.00775511 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.402918 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.227273 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.0042598 # DEPENDENCYPART_SIBL
(0,18),(0,26),0.117736 # DEPENDENCYPART_SIBL
(0,20),(0,23),-0.163062 # DEPENDENCYPART_SIBL
(0,20),(0,26),-0.121042 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.314415 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0176173 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0447975 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0380469 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0380469 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0217066 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.00119205 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0110466 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0338522 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.0138611 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.00711195 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0237477 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0237477 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.113296 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.342173 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.0590607 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.101529 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.319363 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.051253 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.051253 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0261419 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.0766707 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0315269 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.00808893 # DEPENDENCYPART_SIBL
(1,4),(1,20),-0.0708286 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.106811 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.099058 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.12532 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.00859721 # DEPENDENCYPART_SIBL
(1,5),(1,18),-0.0742193 # DEPENDENCYPART_SIBL
(1,5),(1,20),-0.109511 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.099058 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.12532 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.00859721 # DEPENDENCYPART_SIBL
(1,7),(1,18),-0.0742193 # DEPENDENCYPART_SIBL
(1,7),(1,20),-0.109511 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.0563052 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0346964 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.0404394 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.0521154 # DEPENDENCYPART_SIBL
(1,12),(1,17),0.0634401 # DEPENDENCYPART_SIBL
(1,12),(1,18),-0.115873 # DEPENDENCYPART_SIBL
(1,12),(1,20),-0.337996 # DEPENDENCYPART_SIBL
(1,17),(1,18),-0.0338522 # DEPENDENCYPART_SIBL
(1,17),(1,20),0.0138611 # DEPENDENCYPART_SIBL
(1,18),(1,20),-0.056187 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0676418 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0998806 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0542042 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0550404 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00699716 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0138983 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0139042 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0692623 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0692682 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.031662 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0304733 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.000567767 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0584931 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0584931 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0427139 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.000223689 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0482772 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0181056 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.000141424 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.00316513 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0135026 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0170381 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0241807 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.007379 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.0530887 # DEPENDENCYPART_SIBL
(3,1),(3,26),-0.0070597 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0220735 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0556331 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0556331 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0148568 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0202082 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0622783 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0278079 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0205524 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0129192 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.079732 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0265073 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0177616 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0471875 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0538154 # DEPENDENCYPART_SIBL
(3,2),(3,26),-0.0372738 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0448804 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0448804 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.033372 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0561051 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0463549 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0154579 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0259193 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0323272 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0464524 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0122515 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.0265645 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0285913 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.0451596 # DEPENDENCYPART_SIBL
(3,4),(3,26),-0.00242241 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.217492 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.143832 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.115381 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.221882 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0588284 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.00150876 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.213546 # DEPENDENCYPART_SIBL
(3,5),(3,17),3.71087e-05 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0971477 # DEPENDENCYPART_SIBL
(3,5),(3,21),8.03577e-05 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.00221835 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.21836 # DEPENDENCYPART_SIBL
(3,5),(3,26),-0.0629984 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.143832 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.115381 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.221882 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0588284 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.00150876 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.213546 # DEPENDENCYPART_SIBL
(3,7),(3,17),3.71087e-05 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0971477 # DEPENDENCYPART_SIBL
(3,7),(3,21),8.03577e-05 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.00221835 # DEPENDENCYPART_SIBL
(3,7),(3,25),-0.21836 # DEPENDENCYPART_SIBL
(3,7),(3,26),-0.0629984 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.153493 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.191487 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0774613 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.136057 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.228009 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0812142 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.159663 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.136702 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.138387 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.186657 # DEPENDENCYPART_SIBL
(3,8),(3,26),-0.0695635 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0260946 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.000915133 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.032028 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.152702 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.00628379 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0340972 # DEPENDENCYPART_SIBL
