# _root_ Τέλος , κύριε Πρόεδρε , θα αναφερθώ στη συζήτηση σχετικά με τη Συνέλευση και τη διακυβέρνηση .
#goldHeads=7,4,4,7,4,7,0,7,8,9,10,13,14,11,16,14,0,
#predictedHeads=7,4,4,7,7,7,0,7,8,9,10,13,14,11,16,14,0,
(0,1),(0,2),0.0367326 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.180564 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.188819 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.0367326 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.184524 # DEPENDENCYPART_SIBL
(0,1),(0,8),0.0377853 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.182598 # DEPENDENCYPART_SIBL
(0,1),(0,10),0.0166216 # DEPENDENCYPART_SIBL
(0,1),(0,11),0.0540695 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.182029 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.00712073 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.182049 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0776925 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.214197 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.216725 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0210454 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.21091 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.053716 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.219643 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.0237131 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.017346 # DEPENDENCYPART_SIBL
(0,2),(0,13),0.219622 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.030572 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.219642 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.402918 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0270119 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.00460263 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.242661 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.114579 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0256026 # DEPENDENCYPART_SIBL
(0,3),(0,10),0.0200371 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.133057 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.0257907 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.165018 # DEPENDENCYPART_SIBL
(0,3),(0,16),0.0258231 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.224539 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0415308 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.135192 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.158266 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.0520802 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.0604219 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.176702 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0522684 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.109462 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0523007 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.128611 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.21091 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.053716 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.219643 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0237131 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.017346 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.219622 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.030572 # DEPENDENCYPART_SIBL
(0,5),(0,16),0.219642 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.402918 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0973617 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.00468056 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.104737 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.0680054 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0045828 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.341816 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.00455449 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0699893 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.00239727 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.140828 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0763961 # DEPENDENCYPART_SIBL
(0,8),(0,13),0.003557 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.196622 # DEPENDENCYPART_SIBL
(0,8),(0,16),0.00361675 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.511526 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0159562 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.133661 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.030749 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.163334 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0307813 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.216604 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.0151502 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.167854 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.00625014 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.167874 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.106236 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.0204335 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.192223 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.0203901 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.521091 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.163238 # DEPENDENCYPART_SIBL
(0,13),(0,16),0.0283791 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.219842 # DEPENDENCYPART_SIBL
(0,14),(0,16),6.62351e-05 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.0414874 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.218545 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.000118204 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.000998665 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0138031 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.000609708 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0652637 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.149651 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0165092 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0315414 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0172165 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0137643 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.00947214 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0175236 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.000609708 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0652637 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.00687913 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.079539 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.090197 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00144551 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.081733 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0326034 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0486663 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.217024 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0526974 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.152473 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.216273 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0751658 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.153099 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.00660606 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00404063 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.034808 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0206327 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00502354 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.021621 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0105116 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0141948 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.00175991 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0379798 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.048985 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.00222949 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0121392 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0423694 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.185738 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00691662 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.00743218 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0329202 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.017718 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.00562601 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0335948 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.116567 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0491725 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0267026 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0868162 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.133684 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0928988 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.023567 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.171379 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0404955 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0156232 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.00545604 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.059515 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0744751 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0170385 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0018537 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.075973 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0274749 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0178087 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0835934 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.014261 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.072787 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.123478 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0297472 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0132732 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0308305 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0529674 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0402926 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0895489 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0241074 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.176148 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0572151 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0353549 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0192454 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.00808391 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0765339 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0749917 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0400413 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.026873 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0673008 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0223042 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.00829306 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0152678 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.00771419 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0335792 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.204087 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.279459 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0326602 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0209558 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0168697 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0405223 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.249296 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0488131 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00407407 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0772504 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0440473 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.00597298 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0123768 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0491022 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0597432 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0284932 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.017265 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0807952 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0293146 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0102842 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.092904 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.168783 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0258171 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0518852 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.081733 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0326034 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0935292 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0986934 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0920058 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0110193 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.186316 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.180252 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00548204 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00542744 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0290666 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0264171 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0243858 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0652742 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0223406 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0141208 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0142232 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.203852 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0369782 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.200655 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0168366 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0482727 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0479749 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.248946 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0651215 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.24575 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0466082 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.034808 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00660606 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0204172 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00648757 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.142502 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0147011 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0246876 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0158843 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0275705 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0801286 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0416921 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.10629 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00319614 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0112737 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.103919 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0211837 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0465615 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0726295 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0211837 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.19194 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0733398 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0134992 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0142744 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0282304 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00963648 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00741512 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.008854 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0304767 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0319478 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0254126 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00256465 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00323604 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0102965 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0138188 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0496961 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0126782 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00386186 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0194627 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00337927 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0673444 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.171997 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0408516 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0569445 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0308508 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00653283 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0143242 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0265983 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0105743 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0182999 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00954552 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0033857 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0101618 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0803869 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0242235 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0143372 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0199303 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0335128 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0183786 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00206174 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0173499 # DEPENDENCYPART_SIBL
