# _root_ Πιστεύω , κύριε Πρόεδρε , ότι το Κοινοβούλιο μπορεί να θεωρήσει γενικά ικανοποιητικό το παρόν κείμενο .
#goldHeads=0,4,4,1,4,1,8,9,6,11,9,11,11,16,16,11,0,
#predictedHeads=0,4,4,1,4,1,8,9,6,11,9,11,15,15,16,11,0,
(11,8),0.0852461 # DEPENDENCYPART_ARC
(11,9),-0.375823 # DEPENDENCYPART_ARC
(11,10),1.86821 # DEPENDENCYPART_ARC
(11,12),1.06885 # DEPENDENCYPART_ARC
(11,13),0.366574 # DEPENDENCYPART_ARC
(11,15),0.52968 # DEPENDENCYPART_ARC
(11,16),0.374889 # DEPENDENCYPART_ARC
(11,17),-0.121321 # DEPENDENCYPART_ARC
(12,1),-1.46801 # DEPENDENCYPART_ARC
(12,2),-0.882656 # DEPENDENCYPART_ARC
(12,3),-1.20541 # DEPENDENCYPART_ARC
(12,4),-1.27177 # DEPENDENCYPART_ARC
(12,5),-0.767909 # DEPENDENCYPART_ARC
(12,8),-1.08849 # DEPENDENCYPART_ARC
(12,9),-1.2964 # DEPENDENCYPART_ARC
(12,11),-0.653538 # DEPENDENCYPART_ARC
(12,13),-0.27517 # DEPENDENCYPART_ARC
(12,15),-0.753487 # DEPENDENCYPART_ARC
(12,16),-0.894223 # DEPENDENCYPART_ARC
(12,17),-0.815107 # DEPENDENCYPART_ARC
(13,4),-0.455913 # DEPENDENCYPART_ARC
(13,8),-0.439392 # DEPENDENCYPART_ARC
(13,12),0.834447 # DEPENDENCYPART_ARC
(13,14),-1.11453 # DEPENDENCYPART_ARC
(13,15),-1.1087 # DEPENDENCYPART_ARC
(13,16),-1.48331 # DEPENDENCYPART_ARC
(13,17),-0.350638 # DEPENDENCYPART_ARC
(14,15),-0.677288 # DEPENDENCYPART_ARC
(14,16),-1.17129 # DEPENDENCYPART_ARC
(15,7),-0.57063 # DEPENDENCYPART_ARC
(15,12),-0.787783 # DEPENDENCYPART_ARC
(15,13),1.00493 # DEPENDENCYPART_ARC
(15,14),2.53164 # DEPENDENCYPART_ARC
(15,16),0.627012 # DEPENDENCYPART_ARC
(15,17),-0.500827 # DEPENDENCYPART_ARC
(16,7),-0.650917 # DEPENDENCYPART_ARC
(16,12),-0.775344 # DEPENDENCYPART_ARC
(16,13),0.187415 # DEPENDENCYPART_ARC
(16,14),1.81024 # DEPENDENCYPART_ARC
(16,15),1.69749 # DEPENDENCYPART_ARC
(16,17),-0.216978 # DEPENDENCYPART_ARC
(17,1),-1.95363 # DEPENDENCYPART_ARC
(17,3),-2.12782 # DEPENDENCYPART_ARC
(17,13),-1.80832 # DEPENDENCYPART_ARC
(17,15),-1.58527 # DEPENDENCYPART_ARC
(17,16),-1.17718 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0297004 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.00811587 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.33763 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.620995 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.617745 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.128727 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.17262 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0306065 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.151896 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.214197 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.216725 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0210454 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0583923 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.219472 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.210366 # DEPENDENCYPART_SIBL
(0,2),(0,12),0.0340274 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.00771071 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.217754 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.402918 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0270119 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.00460263 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.131869 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.244198 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.241488 # DEPENDENCYPART_SIBL
(0,3),(0,12),0.0198364 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0277179 # DEPENDENCYPART_SIBL
(0,3),(0,16),0.0233692 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.224539 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0415308 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0781003 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.136729 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.134018 # DEPENDENCYPART_SIBL
(0,4),(0,12),0.0602332 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0163812 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0498468 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.128611 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0583923 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.219472 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.210366 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0340274 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.00771071 # DEPENDENCYPART_SIBL
(0,5),(0,16),0.217754 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.402918 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.320925 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.31342 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.080464 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.0993199 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.0263077 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.190609 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.606977 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.116264 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.160112 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.0181133 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.115694 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.118391 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.162284 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.0202698 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.121042 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.00994217 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.177515 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.073717 # DEPENDENCYPART_SIBL
(0,13),(0,16),0.153649 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.31303 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.223287 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00535989 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00891843 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0133033 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.0411848 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.00416286 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0162634 # DEPENDENCYPART_SIBL
(1,2),(1,11),-0.0103984 # DEPENDENCYPART_SIBL
(1,2),(1,12),-0.0086396 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.000434656 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.00115507 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.115236 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.230351 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0152319 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.123838 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.232822 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0388717 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0364788 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.00142659 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.227901 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.229769 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0743231 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0167299 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.111377 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.236415 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0125788 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0101859 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.00267133 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.231494 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.233361 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.0508213 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0411848 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.00416286 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0162634 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0103984 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0086396 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.000434656 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.00115507 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.115236 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.211821 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.085108 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0783241 # DEPENDENCYPART_SIBL
(1,6),(1,12),-0.143134 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.206413 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.207044 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.0812653 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0460954 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0436932 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.00380055 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.237797 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.239664 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0972728 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.198365 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0270205 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0672251 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0678565 # DEPENDENCYPART_SIBL
(1,9),(1,17),0.0160009 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.0261375 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0663764 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.0670078 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0178638 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0124659 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.0109279 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0285553 # DEPENDENCYPART_SIBL
(1,15),(1,16),-0.229241 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.074386 # DEPENDENCYPART_SIBL
(1,16),(1,17),-0.073073 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0489395 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0528419 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0161858 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0683585 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0531065 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.265699 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.039069 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0486663 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.217024 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00322645 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0472038 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0546887 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.067345 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.216273 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0100476 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0524213 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.077157 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0685428 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0281544 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00254445 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.00429598 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0678845 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.058718 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.00244539 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0155641 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0547948 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0692309 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0139094 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0101456 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0118899 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0275965 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00824885 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0135858 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0915509 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0940693 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00806961 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.014471 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0423694 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.185738 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0480059 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0490823 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0124777 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.00691662 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0154964 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.116567 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0491725 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.115092 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.135077 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0419794 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0269743 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0486261 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0404955 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0255774 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0588244 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0233136 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0158077 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0627168 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.075973 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0560809 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0059062 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.000800012 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.013877 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.00122612 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0193164 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00432056 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.050853 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0724109 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0958979 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0541848 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.107453 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.05507 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.108622 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0176461 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00380466 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.00891811 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0162899 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.00674851 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.00414985 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0892528 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0917711 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.00526952 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.204087 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.279459 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0767597 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.000707682 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0382213 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0326602 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0406952 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.249296 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0687841 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0690082 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0500438 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0488131 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0313621 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0333925 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0484117 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0136634 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.00615749 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.049947 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0566249 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00539185 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.00131436 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0155868 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0250585 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0100626 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0553398 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.096412 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0524757 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0533609 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.225578 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0321162 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0141349 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0683585 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0531065 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.265699 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.266027 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.039069 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0549478 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.186316 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.180252 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.010053 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0145675 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00257434 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00548204 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0613692 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0246367 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0223406 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0412262 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.197128 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.019781 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0141208 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0155431 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.201831 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.102147 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.242216 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0539328 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0482727 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0532411 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.246925 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.058718 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00244539 # DEPENDENCYPART_SIBL
(5,6),(5,11),7.65165e-06 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0155641 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0570005 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0547948 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0530475 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0692309 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0471156 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.136919 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0139094 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00648328 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0139112 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00646932 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.00859254 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0280622 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.100666 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0787673 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0981549 # DEPENDENCYPART_SIBL
