# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(4,6),-0.0795638 # DEPENDENCYPART_ARC
(4,7),0.0853175 # DEPENDENCYPART_ARC
(4,8),-0.128058 # DEPENDENCYPART_ARC
(4,9),-0.541969 # DEPENDENCYPART_ARC
(4,10),-0.918039 # DEPENDENCYPART_ARC
(4,12),-0.829318 # DEPENDENCYPART_ARC
(4,13),-0.130787 # DEPENDENCYPART_ARC
(4,14),-0.743004 # DEPENDENCYPART_ARC
(4,16),-0.735524 # DEPENDENCYPART_ARC
(4,17),-0.906565 # DEPENDENCYPART_ARC
(4,21),-0.435893 # DEPENDENCYPART_ARC
(4,22),-0.432472 # DEPENDENCYPART_ARC
(4,23),-1.51674 # DEPENDENCYPART_ARC
(4,27),-0.826879 # DEPENDENCYPART_ARC
(4,28),-1.03822 # DEPENDENCYPART_ARC
(4,33),-0.384992 # DEPENDENCYPART_ARC
(5,7),-1.13519 # DEPENDENCYPART_ARC
(5,8),-0.514891 # DEPENDENCYPART_ARC
(6,7),-0.174474 # DEPENDENCYPART_ARC
(7,1),-0.477666 # DEPENDENCYPART_ARC
(7,3),-0.69721 # DEPENDENCYPART_ARC
(7,4),-0.976167 # DEPENDENCYPART_ARC
(7,5),1.05009 # DEPENDENCYPART_ARC
(7,6),1.79419 # DEPENDENCYPART_ARC
(7,8),1.47472 # DEPENDENCYPART_ARC
(7,9),0.0714558 # DEPENDENCYPART_ARC
(7,10),0.220327 # DEPENDENCYPART_ARC
(7,12),0.192928 # DEPENDENCYPART_ARC
(7,13),0.0400911 # DEPENDENCYPART_ARC
(7,14),-0.0782163 # DEPENDENCYPART_ARC
(7,16),0.115347 # DEPENDENCYPART_ARC
(7,17),-0.542671 # DEPENDENCYPART_ARC
(7,18),-1.32319 # DEPENDENCYPART_ARC
(7,20),-1.18929 # DEPENDENCYPART_ARC
(7,21),-0.425695 # DEPENDENCYPART_ARC
(7,22),-0.180813 # DEPENDENCYPART_ARC
(7,23),-0.824796 # DEPENDENCYPART_ARC
(7,26),-1.57219 # DEPENDENCYPART_ARC
(7,27),-0.406848 # DEPENDENCYPART_ARC
(7,28),-0.265965 # DEPENDENCYPART_ARC
(7,30),-2.12983 # DEPENDENCYPART_ARC
(7,32),-1.90725 # DEPENDENCYPART_ARC
(7,33),-0.387997 # DEPENDENCYPART_ARC
(8,4),-1.26228 # DEPENDENCYPART_ARC
(8,7),-0.324086 # DEPENDENCYPART_ARC
(8,9),0.722677 # DEPENDENCYPART_ARC
(8,10),1.22276 # DEPENDENCYPART_ARC
(8,12),-0.0476603 # DEPENDENCYPART_ARC
(8,13),-0.384438 # DEPENDENCYPART_ARC
(8,21),-0.54111 # DEPENDENCYPART_ARC
(8,22),-0.62729 # DEPENDENCYPART_ARC
(9,7),-0.678987 # DEPENDENCYPART_ARC
(9,10),-0.164204 # DEPENDENCYPART_ARC
(9,12),-0.946674 # DEPENDENCYPART_ARC
(10,3),-1.33063 # DEPENDENCYPART_ARC
(10,4),-2.6246 # DEPENDENCYPART_ARC
(10,7),-2.15811 # DEPENDENCYPART_ARC
(10,8),-0.215477 # DEPENDENCYPART_ARC
(10,9),1.52091 # DEPENDENCYPART_ARC
(10,11),-0.78703 # DEPENDENCYPART_ARC
(10,12),0.0726244 # DEPENDENCYPART_ARC
(10,13),-0.283269 # DEPENDENCYPART_ARC
(10,14),-0.611006 # DEPENDENCYPART_ARC
(10,15),-0.874174 # DEPENDENCYPART_ARC
(10,16),-0.477847 # DEPENDENCYPART_ARC
(10,17),-0.648001 # DEPENDENCYPART_ARC
(10,18),-2.33268 # DEPENDENCYPART_ARC
(10,20),-1.43818 # DEPENDENCYPART_ARC
(10,23),-1.07392 # DEPENDENCYPART_ARC
(10,27),-0.663277 # DEPENDENCYPART_ARC
(10,28),-0.85587 # DEPENDENCYPART_ARC
(12,8),-1.22378 # DEPENDENCYPART_ARC
(12,10),-1.20835 # DEPENDENCYPART_ARC
(12,11),2.36649 # DEPENDENCYPART_ARC
(12,13),-0.257014 # DEPENDENCYPART_ARC
(12,14),-0.181989 # DEPENDENCYPART_ARC
(12,15),-0.865507 # DEPENDENCYPART_ARC
(12,16),-0.439887 # DEPENDENCYPART_ARC
(12,17),-0.587427 # DEPENDENCYPART_ARC
(12,23),-0.852681 # DEPENDENCYPART_ARC
(13,3),-1.56303 # DEPENDENCYPART_ARC
(13,4),-1.2406 # DEPENDENCYPART_ARC
(13,5),-1.44965 # DEPENDENCYPART_ARC
(13,7),-1.20286 # DEPENDENCYPART_ARC
(13,8),-0.704182 # DEPENDENCYPART_ARC
(13,9),-0.902024 # DEPENDENCYPART_ARC
(13,10),-0.980781 # DEPENDENCYPART_ARC
(13,12),-0.611966 # DEPENDENCYPART_ARC
(13,14),-0.509964 # DEPENDENCYPART_ARC
(13,16),-0.875966 # DEPENDENCYPART_ARC
(13,18),-1.2333 # DEPENDENCYPART_ARC
(13,21),-0.46824 # DEPENDENCYPART_ARC
(13,24),-1.27923 # DEPENDENCYPART_ARC
(13,25),-1.25289 # DEPENDENCYPART_ARC
(14,13),0.0281634 # DEPENDENCYPART_ARC
(14,15),3.54877 # DEPENDENCYPART_ARC
(14,16),-0.0530245 # DEPENDENCYPART_ARC
(14,18),0.523718 # DEPENDENCYPART_ARC
(15,16),0.322915 # DEPENDENCYPART_ARC
(15,18),-1.5836 # DEPENDENCYPART_ARC
(15,22),-0.486679 # DEPENDENCYPART_ARC
(16,13),-0.488233 # DEPENDENCYPART_ARC
(16,17),0.660262 # DEPENDENCYPART_ARC
(16,18),1.13415 # DEPENDENCYPART_ARC
(16,20),-0.177306 # DEPENDENCYPART_ARC
(16,21),-0.365123 # DEPENDENCYPART_ARC
(16,22),-0.473216 # DEPENDENCYPART_ARC
(17,18),-0.187664 # DEPENDENCYPART_ARC
(17,20),-0.970135 # DEPENDENCYPART_ARC
(18,11),-1.24305 # DEPENDENCYPART_ARC
(18,12),-1.76031 # DEPENDENCYPART_ARC
(18,15),-0.011739 # DEPENDENCYPART_ARC
(18,16),-0.123615 # DEPENDENCYPART_ARC
(18,17),1.57946 # DEPENDENCYPART_ARC
(18,19),-0.773076 # DEPENDENCYPART_ARC
(18,20),0.0865786 # DEPENDENCYPART_ARC
(18,21),-0.233834 # DEPENDENCYPART_ARC
(18,22),-0.41003 # DEPENDENCYPART_ARC
(18,23),-0.681288 # DEPENDENCYPART_ARC
(18,24),-0.783874 # DEPENDENCYPART_ARC
(18,26),-1.68828 # DEPENDENCYPART_ARC
(18,27),-0.580119 # DEPENDENCYPART_ARC
(18,28),-0.608937 # DEPENDENCYPART_ARC
(20,11),-0.745001 # DEPENDENCYPART_ARC
(20,18),-1.15505 # DEPENDENCYPART_ARC
(20,19),2.41979 # DEPENDENCYPART_ARC
(20,21),-0.190284 # DEPENDENCYPART_ARC
(20,22),-0.475854 # DEPENDENCYPART_ARC
(20,23),-0.381867 # DEPENDENCYPART_ARC
(20,24),-1.38715 # DEPENDENCYPART_ARC
(20,25),-1.41852 # DEPENDENCYPART_ARC
(20,28),-0.872027 # DEPENDENCYPART_ARC
(21,3),-1.64728 # DEPENDENCYPART_ARC
(21,4),-1.37505 # DEPENDENCYPART_ARC
(21,10),-1.30612 # DEPENDENCYPART_ARC
(21,12),-1.33829 # DEPENDENCYPART_ARC
(21,13),-0.915927 # DEPENDENCYPART_ARC
(21,14),-0.909374 # DEPENDENCYPART_ARC
(21,15),-1.33011 # DEPENDENCYPART_ARC
(21,16),-0.801078 # DEPENDENCYPART_ARC
(21,17),-0.930043 # DEPENDENCYPART_ARC
(21,18),-0.993674 # DEPENDENCYPART_ARC
(21,20),-0.595415 # DEPENDENCYPART_ARC
(21,23),-0.986962 # DEPENDENCYPART_ARC
(21,24),-1.09954 # DEPENDENCYPART_ARC
(21,25),-1.16956 # DEPENDENCYPART_ARC
(21,26),-1.29799 # DEPENDENCYPART_ARC
(21,30),-1.54568 # DEPENDENCYPART_ARC
(22,1),-0.669175 # DEPENDENCYPART_ARC
(22,3),-1.17598 # DEPENDENCYPART_ARC
(22,4),0.205558 # DEPENDENCYPART_ARC
(22,7),0.444322 # DEPENDENCYPART_ARC
(22,8),-0.309404 # DEPENDENCYPART_ARC
(22,10),-0.999403 # DEPENDENCYPART_ARC
(22,12),-0.908775 # DEPENDENCYPART_ARC
(22,13),-0.207601 # DEPENDENCYPART_ARC
(22,14),-0.327145 # DEPENDENCYPART_ARC
(22,15),-0.324708 # DEPENDENCYPART_ARC
(22,16),-0.139099 # DEPENDENCYPART_ARC
(22,17),-0.325326 # DEPENDENCYPART_ARC
(22,18),-0.543483 # DEPENDENCYPART_ARC
(22,19),-0.535719 # DEPENDENCYPART_ARC
(22,20),-0.274306 # DEPENDENCYPART_ARC
(22,21),1.05719 # DEPENDENCYPART_ARC
(22,23),0.561548 # DEPENDENCYPART_ARC
(22,24),0.241193 # DEPENDENCYPART_ARC
(22,25),-0.0459979 # DEPENDENCYPART_ARC
(22,26),-0.604117 # DEPENDENCYPART_ARC
(22,27),-0.567287 # DEPENDENCYPART_ARC
(22,28),-0.633914 # DEPENDENCYPART_ARC
(22,30),-1.11242 # DEPENDENCYPART_ARC
(22,32),-1.17261 # DEPENDENCYPART_ARC
(22,33),-0.302267 # DEPENDENCYPART_ARC
(23,21),-0.293561 # DEPENDENCYPART_ARC
(23,22),0.209899 # DEPENDENCYPART_ARC
(23,24),1.21663 # DEPENDENCYPART_ARC
(23,25),0.679275 # DEPENDENCYPART_ARC
(23,26),1.26115 # DEPENDENCYPART_ARC
(24,25),-0.0608942 # DEPENDENCYPART_ARC
(24,26),-0.750744 # DEPENDENCYPART_ARC
(24,27),-0.439078 # DEPENDENCYPART_ARC
(24,28),-0.417598 # DEPENDENCYPART_ARC
(24,30),-1.46722 # DEPENDENCYPART_ARC
(24,32),-1.60001 # DEPENDENCYPART_ARC
(25,20),-0.907153 # DEPENDENCYPART_ARC
(25,24),1.18602 # DEPENDENCYPART_ARC
(25,26),0.0230278 # DEPENDENCYPART_ARC
(25,27),-0.0899961 # DEPENDENCYPART_ARC
(25,28),-0.0502135 # DEPENDENCYPART_ARC
(25,30),-0.950429 # DEPENDENCYPART_ARC
(25,32),-1.34882 # DEPENDENCYPART_ARC
(26,19),-0.957589 # DEPENDENCYPART_ARC
(26,20),-1.69875 # DEPENDENCYPART_ARC
(26,22),-0.358544 # DEPENDENCYPART_ARC
(26,24),1.53472 # DEPENDENCYPART_ARC
(26,25),2.04767 # DEPENDENCYPART_ARC
(26,27),-0.0438335 # DEPENDENCYPART_ARC
(26,28),-0.332619 # DEPENDENCYPART_ARC
(26,29),-0.502463 # DEPENDENCYPART_ARC
(26,30),-1.47062 # DEPENDENCYPART_ARC
(26,32),-1.34669 # DEPENDENCYPART_ARC
(27,4),-1.51026 # DEPENDENCYPART_ARC
(27,8),-0.725732 # DEPENDENCYPART_ARC
(27,20),-1.25367 # DEPENDENCYPART_ARC
(27,21),-0.615668 # DEPENDENCYPART_ARC
(27,23),-0.643339 # DEPENDENCYPART_ARC
(27,24),-0.755203 # DEPENDENCYPART_ARC
(27,25),-0.41942 # DEPENDENCYPART_ARC
(27,26),-0.352895 # DEPENDENCYPART_ARC
(27,28),0.870066 # DEPENDENCYPART_ARC
(27,29),-0.377898 # DEPENDENCYPART_ARC
(27,30),-0.765416 # DEPENDENCYPART_ARC
(27,32),-1.0291 # DEPENDENCYPART_ARC
(27,33),-0.5289 # DEPENDENCYPART_ARC
(28,26),-1.06817 # DEPENDENCYPART_ARC
(28,27),0.0240847 # DEPENDENCYPART_ARC
(28,29),0.700186 # DEPENDENCYPART_ARC
(28,30),1.18881 # DEPENDENCYPART_ARC
(28,32),-0.0811361 # DEPENDENCYPART_ARC
(28,33),-0.452919 # DEPENDENCYPART_ARC
(29,27),-0.446799 # DEPENDENCYPART_ARC
(29,30),-0.175687 # DEPENDENCYPART_ARC
(29,32),-0.958157 # DEPENDENCYPART_ARC
(30,24),-0.527498 # DEPENDENCYPART_ARC
(30,25),-0.391235 # DEPENDENCYPART_ARC
(30,26),-0.965302 # DEPENDENCYPART_ARC
(30,29),1.54186 # DEPENDENCYPART_ARC
(30,31),-0.794682 # DEPENDENCYPART_ARC
(30,32),0.064973 # DEPENDENCYPART_ARC
(30,33),-0.282782 # DEPENDENCYPART_ARC
(32,30),-1.21579 # DEPENDENCYPART_ARC
(32,31),2.35905 # DEPENDENCYPART_ARC
(32,33),-0.229257 # DEPENDENCYPART_ARC
(33,29),-1.43583 # DEPENDENCYPART_ARC
(33,32),-1.19207 # DEPENDENCYPART_ARC
(0,1),(0,3),0.00250558 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.354287 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.103545 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.350312 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0701862 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.130615 # DEPENDENCYPART_SIBL
(0,1),(0,10),0.00254779 # DEPENDENCYPART_SIBL
(0,1),(0,12),0.00301502 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.214433 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0488721 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.103202 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.130737 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.131431 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.0488721 # DEPENDENCYPART_SIBL
(0,1),(0,29),-0.130625 # DEPENDENCYPART_SIBL
(0,1),(0,33),-0.482764 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.241894 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.00111885 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.242821 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.135285 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0139122 # DEPENDENCYPART_SIBL
(0,3),(0,10),0.0287548 # DEPENDENCYPART_SIBL
(0,3),(0,12),0.0219717 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.00172786 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.158128 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.00200357 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0139122 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.0865662 # DEPENDENCYPART_SIBL
(0,3),(0,23),0.158128 # DEPENDENCYPART_SIBL
(0,3),(0,29),-0.013923 # DEPENDENCYPART_SIBL
(0,3),(0,33),-0.218542 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.136444 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.60726 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0796435 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.173656 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0162812 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0230293 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.0631094 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.097007 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.135926 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.173657 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.310612 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.097007 # DEPENDENCYPART_SIBL
(0,4),(0,29),-0.173656 # DEPENDENCYPART_SIBL
(0,4),(0,33),-0.115694 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.250651 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0674317 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0432244 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0648113 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0579472 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0553448 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0535967 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.0355395 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.0432244 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.0602908 # DEPENDENCYPART_SIBL
(0,5),(0,23),0.0535967 # DEPENDENCYPART_SIBL
(0,5),(0,29),-0.0432244 # DEPENDENCYPART_SIBL
(0,5),(0,33),-0.207181 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0729572 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.167071 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.00969298 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.0164411 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0381866 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.0902426 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.128951 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.167072 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.302518 # DEPENDENCYPART_SIBL
(0,7),(0,23),-0.0902426 # DEPENDENCYPART_SIBL
(0,7),(0,29),-0.167071 # DEPENDENCYPART_SIBL
(0,7),(0,33),-0.0861412 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.144046 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0203903 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0204364 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.225497 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0636528 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.109168 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.144168 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.15512 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0636528 # DEPENDENCYPART_SIBL
(0,8),(0,29),-0.144067 # DEPENDENCYPART_SIBL
(0,8),(0,33),-0.521091 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.15488 # DEPENDENCYPART_SIBL
(0,9),(0,12),0.147864 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0272791 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.101229 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.0267346 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.000241119 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.0173789 # DEPENDENCYPART_SIBL
(0,9),(0,23),0.101229 # DEPENDENCYPART_SIBL
(0,9),(0,29),0.000241119 # DEPENDENCYPART_SIBL
(0,9),(0,33),-0.108761 # DEPENDENCYPART_SIBL
(0,10),(0,12),0.0219716 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.00172845 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.158129 # DEPENDENCYPART_SIBL
(0,10),(0,15),0.00200336 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0139124 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0876613 # DEPENDENCYPART_SIBL
(0,10),(0,23),0.158129 # DEPENDENCYPART_SIBL
(0,10),(0,29),-0.0139232 # DEPENDENCYPART_SIBL
(0,10),(0,33),-0.218542 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.0190265 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.155823 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.00519151 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0211072 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0937613 # DEPENDENCYPART_SIBL
(0,12),(0,23),0.155823 # DEPENDENCYPART_SIBL
(0,12),(0,29),-0.0211181 # DEPENDENCYPART_SIBL
(0,12),(0,33),-0.237404 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.00586757 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.00402593 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0277253 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.044797 # DEPENDENCYPART_SIBL
(0,13),(0,23),-0.00586757 # DEPENDENCYPART_SIBL
(0,13),(0,29),-0.0277212 # DEPENDENCYPART_SIBL
(0,13),(0,33),-0.402918 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.122438 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.155193 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.186013 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.0933664 # DEPENDENCYPART_SIBL
(0,14),(0,29),-0.155082 # DEPENDENCYPART_SIBL
(0,14),(0,33),-0.493736 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0433875 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.0650467 # DEPENDENCYPART_SIBL
(0,15),(0,23),0.0511864 # DEPENDENCYPART_SIBL
(0,15),(0,29),-0.0433875 # DEPENDENCYPART_SIBL
(0,15),(0,33),-0.206842 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.0173789 # DEPENDENCYPART_SIBL
(0,17),(0,23),0.101229 # DEPENDENCYPART_SIBL
(0,17),(0,29),0.000241119 # DEPENDENCYPART_SIBL
(0,17),(0,33),-0.108847 # DEPENDENCYPART_SIBL
(0,22),(0,23),0.0402568 # DEPENDENCYPART_SIBL
(0,22),(0,29),-0.0137096 # DEPENDENCYPART_SIBL
(0,22),(0,33),0.154953 # DEPENDENCYPART_SIBL
(0,23),(0,29),-0.155082 # DEPENDENCYPART_SIBL
(0,23),(0,33),-0.493736 # DEPENDENCYPART_SIBL
(0,29),(0,33),-0.108791 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.105332 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.039651 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.188269 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.150211 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0115125 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0478513 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0716096 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00537974 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0107011 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0125754 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.015896 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.00206183 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0254168 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0675724 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0520363 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0330146 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.062629 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.109022 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0102396 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0899353 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00372216 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.00298359 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0970109 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0146848 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0282916 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0176829 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.00503227 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0578483 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0535091 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0378078 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0129108 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0970123 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0180795 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00829025 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.017466 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.00258616 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0473381 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0103764 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0154942 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0289778 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0183807 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.00406242 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.020595 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0201029 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0128209 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0163875 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0125648 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0602447 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0489658 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0134508 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00359284 # DEPENDENCYPART_SIBL
