# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(11,10),-0.117441 # DEPENDENCYPART_ARC
(11,12),0.202004 # DEPENDENCYPART_ARC
(11,13),0.271333 # DEPENDENCYPART_ARC
(11,14),0.634237 # DEPENDENCYPART_ARC
(11,15),0.0114577 # DEPENDENCYPART_ARC
(11,17),-0.0572212 # DEPENDENCYPART_ARC
(11,22),-0.450889 # DEPENDENCYPART_ARC
(13,9),-0.88115 # DEPENDENCYPART_ARC
(13,10),-0.661043 # DEPENDENCYPART_ARC
(13,11),-0.70281 # DEPENDENCYPART_ARC
(13,12),0.517732 # DEPENDENCYPART_ARC
(13,14),0.159265 # DEPENDENCYPART_ARC
(13,16),-1.09264 # DEPENDENCYPART_ARC
(13,17),-1.73628 # DEPENDENCYPART_ARC
(14,4),-2.15311 # DEPENDENCYPART_ARC
(14,8),-0.427818 # DEPENDENCYPART_ARC
(14,9),-0.679856 # DEPENDENCYPART_ARC
(14,10),-0.267021 # DEPENDENCYPART_ARC
(14,11),-0.656652 # DEPENDENCYPART_ARC
(14,12),1.96709 # DEPENDENCYPART_ARC
(14,13),2.0117 # DEPENDENCYPART_ARC
(14,15),-0.432954 # DEPENDENCYPART_ARC
(14,16),-0.798868 # DEPENDENCYPART_ARC
(14,17),-1.26224 # DEPENDENCYPART_ARC
(14,19),-0.972374 # DEPENDENCYPART_ARC
(15,2),-1.44937 # DEPENDENCYPART_ARC
(15,5),-1.45338 # DEPENDENCYPART_ARC
(15,6),-1.18391 # DEPENDENCYPART_ARC
(15,7),-1.40121 # DEPENDENCYPART_ARC
(15,8),-0.785088 # DEPENDENCYPART_ARC
(15,10),-0.772222 # DEPENDENCYPART_ARC
(15,11),-0.767457 # DEPENDENCYPART_ARC
(15,13),-0.886457 # DEPENDENCYPART_ARC
(15,14),-0.495657 # DEPENDENCYPART_ARC
(15,16),-0.516501 # DEPENDENCYPART_ARC
(15,17),-0.811593 # DEPENDENCYPART_ARC
(15,19),-1.06416 # DEPENDENCYPART_ARC
(15,22),-0.830696 # DEPENDENCYPART_ARC
(16,15),-0.157048 # DEPENDENCYPART_ARC
(16,17),2.89177 # DEPENDENCYPART_ARC
(16,19),-1.14213 # DEPENDENCYPART_ARC
(17,12),-0.682267 # DEPENDENCYPART_ARC
(17,13),-0.780836 # DEPENDENCYPART_ARC
(17,14),-0.690666 # DEPENDENCYPART_ARC
(17,15),-0.728607 # DEPENDENCYPART_ARC
(17,16),-0.447339 # DEPENDENCYPART_ARC
(17,18),0.342027 # DEPENDENCYPART_ARC
(17,19),0.344867 # DEPENDENCYPART_ARC
(17,21),-0.569266 # DEPENDENCYPART_ARC
(17,22),-0.517905 # DEPENDENCYPART_ARC
(18,19),-0.612893 # DEPENDENCYPART_ARC
(19,1),-0.417317 # DEPENDENCYPART_ARC
(19,2),-2.02675 # DEPENDENCYPART_ARC
(19,3),-1.13381 # DEPENDENCYPART_ARC
(19,5),-1.33162 # DEPENDENCYPART_ARC
(19,6),-1.30238 # DEPENDENCYPART_ARC
(19,7),-1.36729 # DEPENDENCYPART_ARC
(19,8),-0.850531 # DEPENDENCYPART_ARC
(19,9),-0.449269 # DEPENDENCYPART_ARC
(19,10),-0.656989 # DEPENDENCYPART_ARC
(19,11),-0.5505 # DEPENDENCYPART_ARC
(19,13),-2.56478 # DEPENDENCYPART_ARC
(19,14),-2.23 # DEPENDENCYPART_ARC
(19,15),-0.157755 # DEPENDENCYPART_ARC
(19,16),-0.260027 # DEPENDENCYPART_ARC
(19,17),-0.923142 # DEPENDENCYPART_ARC
(19,18),2.4287 # DEPENDENCYPART_ARC
(19,20),-0.600531 # DEPENDENCYPART_ARC
(19,21),0.142298 # DEPENDENCYPART_ARC
(19,22),-0.0655487 # DEPENDENCYPART_ARC
(21,20),1.41685 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0222615 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.154951 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0210557 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.371642 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.14949 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.220836 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.120695 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.220836 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.261734 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.370897 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.128306 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.542264 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0139206 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.0281118 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.240999 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0254557 # DEPENDENCYPART_SIBL
(0,2),(0,8),0.063662 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0211397 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.063662 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.00130496 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.239183 # DEPENDENCYPART_SIBL
(0,2),(0,21),0.0437192 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.218754 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.15488 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.176876 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.016494 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.122841 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0464094 # DEPENDENCYPART_SIBL
(0,3),(0,10),0.122841 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.0272791 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.17615 # DEPENDENCYPART_SIBL
(0,3),(0,21),0.0408933 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.108761 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.240999 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0254561 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0638736 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.0211393 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0638736 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.00172855 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.239183 # DEPENDENCYPART_SIBL
(0,5),(0,21),0.0437187 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.218542 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.170797 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.032956 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.127613 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.032956 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.0859527 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.618353 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.146688 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.144323 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0518902 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.00971917 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0518902 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.0790452 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.249993 # DEPENDENCYPART_SIBL
(0,7),(0,21),0.00179448 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.31303 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.00101543 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0905702 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.0850824 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.250936 # DEPENDENCYPART_SIBL
(0,8),(0,21),0.000835355 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.484002 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0460478 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.0355601 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.184058 # DEPENDENCYPART_SIBL
(0,9),(0,21),0.0259091 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.0785597 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.0850824 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.250936 # DEPENDENCYPART_SIBL
(0,10),(0,21),0.000835355 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.484002 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.210366 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.0036276 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.402918 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.138174 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.121042 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.222028 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.148134 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.459159 # DEPENDENCYPART_SIBL
(1,2),(1,6),-0.183007 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.147 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0525666 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.182354 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0139735 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0456129 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0582486 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0197591 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.049386 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0169249 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0263513 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.00879182 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0143822 # DEPENDENCYPART_SIBL
(2,1),(2,19),-0.0196454 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00333244 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0203292 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00604256 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0115152 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0118076 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0271348 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0125274 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0125647 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.00776414 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.01 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0381442 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0275754 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0406173 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0059835 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0143894 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.00594206 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0364226 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0153035 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0104102 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.013014 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0593062 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0540905 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0707029 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0173884 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00530857 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0807146 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0521825 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0105982 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.00376313 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0938627 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0271213 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0153417 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0159193 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0234665 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.015509 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00217957 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.00818853 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0245309 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.00694125 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0100956 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0012216 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.00046696 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0175662 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.00813801 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.0028491 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0201863 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.1745 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0105399 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0275237 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0520514 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0132895 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00530857 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0286105 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00717765 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0226696 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0286184 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0291922 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00168094 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0415002 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00168094 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0185354 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0291561 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0218521 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0102327 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0167739 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0216401 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0291232 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0108962 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.016832 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0936643 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0904117 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.18335 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.019906 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00582274 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00900261 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00582274 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00648501 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0284309 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0149446 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0207649 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0184757 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0151935 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0148349 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0102502 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0269319 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0622019 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00302172 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0361473 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0260181 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0305213 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0260181 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0426591 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0361552 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0508465 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0397353 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.04822 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0510585 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0610718 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.00354916 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0528439 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0249207 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0231011 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.047791 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.038882 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.047791 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0521126 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0277257 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0201048 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0712275 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0251537 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0203168 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0305935 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.010519 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0860297 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0273976 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0016697 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00151118 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0016697 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.000797197 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0359224 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00378107 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0132698 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0127879 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00402997 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00854166 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00275874 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.019441 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0177606 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0320779 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0177606 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0393185 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.103761 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0309975 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0120471 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0379613 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0312536 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.00728187 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0203242 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0670704 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0525806 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0782656 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00890468 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0777756 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0301211 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0206196 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0179484 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0307374 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0366633 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0497928 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.155274 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0156715 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0365957 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0573894 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0285098 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00377096 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0198167 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0277148 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0151009 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0123212 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0257492 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00890468 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0777756 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0301211 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0206196 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0179484 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0307374 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0366633 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0497928 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.155274 # DEPENDENCYPART_SIBL
