# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(6,2),-0.748297 # DEPENDENCYPART_ARC
(6,3),-0.379341 # DEPENDENCYPART_ARC
(6,4),-1.65472 # DEPENDENCYPART_ARC
(6,5),-1.07898 # DEPENDENCYPART_ARC
(6,7),-0.0506349 # DEPENDENCYPART_ARC
(6,8),-0.674245 # DEPENDENCYPART_ARC
(6,9),-1.2451 # DEPENDENCYPART_ARC
(7,1),-0.595176 # DEPENDENCYPART_ARC
(7,2),-0.738294 # DEPENDENCYPART_ARC
(7,3),-0.499254 # DEPENDENCYPART_ARC
(7,4),-1.47928 # DEPENDENCYPART_ARC
(7,5),-0.480684 # DEPENDENCYPART_ARC
(7,6),2.09744 # DEPENDENCYPART_ARC
(7,8),-0.308605 # DEPENDENCYPART_ARC
(7,9),-1.24633 # DEPENDENCYPART_ARC
(7,11),-1.59887 # DEPENDENCYPART_ARC
(8,1),-0.923837 # DEPENDENCYPART_ARC
(8,2),-0.796636 # DEPENDENCYPART_ARC
(8,4),-1.05777 # DEPENDENCYPART_ARC
(8,5),-0.901061 # DEPENDENCYPART_ARC
(8,6),-0.877333 # DEPENDENCYPART_ARC
(8,7),-0.526563 # DEPENDENCYPART_ARC
(8,9),-0.725369 # DEPENDENCYPART_ARC
(8,11),-1.37225 # DEPENDENCYPART_ARC
(8,12),-1.56378 # DEPENDENCYPART_ARC
(8,17),-0.948046 # DEPENDENCYPART_ARC
(9,1),0.0159168 # DEPENDENCYPART_ARC
(9,2),-0.702607 # DEPENDENCYPART_ARC
(9,4),-1.12988 # DEPENDENCYPART_ARC
(9,5),-2.01171 # DEPENDENCYPART_ARC
(9,6),-1.55261 # DEPENDENCYPART_ARC
(9,7),-1.92769 # DEPENDENCYPART_ARC
(9,8),0.541343 # DEPENDENCYPART_ARC
(9,10),0.443947 # DEPENDENCYPART_ARC
(9,11),-0.18088 # DEPENDENCYPART_ARC
(9,12),0.529403 # DEPENDENCYPART_ARC
(9,13),0.156565 # DEPENDENCYPART_ARC
(9,14),-1.21673 # DEPENDENCYPART_ARC
(9,15),-0.74591 # DEPENDENCYPART_ARC
(9,16),-0.10296 # DEPENDENCYPART_ARC
(9,17),-0.0164324 # DEPENDENCYPART_ARC
(9,19),-1.13734 # DEPENDENCYPART_ARC
(9,21),-2.53666 # DEPENDENCYPART_ARC
(9,22),-2.81445 # DEPENDENCYPART_ARC
(9,23),-0.955391 # DEPENDENCYPART_ARC
(9,25),-2.3071 # DEPENDENCYPART_ARC
(9,26),-1.54464 # DEPENDENCYPART_ARC
(10,1),-0.286369 # DEPENDENCYPART_ARC
(10,2),-0.602919 # DEPENDENCYPART_ARC
(10,4),-0.183638 # DEPENDENCYPART_ARC
(10,5),0.0865081 # DEPENDENCYPART_ARC
(10,6),-0.297255 # DEPENDENCYPART_ARC
(10,7),0.334626 # DEPENDENCYPART_ARC
(10,8),0.440491 # DEPENDENCYPART_ARC
(10,9),1.29065 # DEPENDENCYPART_ARC
(10,11),0.822407 # DEPENDENCYPART_ARC
(10,12),-0.0766262 # DEPENDENCYPART_ARC
(10,13),-0.685857 # DEPENDENCYPART_ARC
(10,14),-0.468254 # DEPENDENCYPART_ARC
(10,15),-1.15347 # DEPENDENCYPART_ARC
(10,16),-0.549323 # DEPENDENCYPART_ARC
(10,17),-0.753537 # DEPENDENCYPART_ARC
(10,19),-1.82643 # DEPENDENCYPART_ARC
(10,22),-1.73428 # DEPENDENCYPART_ARC
(10,23),-1.99352 # DEPENDENCYPART_ARC
(11,10),0.131469 # DEPENDENCYPART_ARC
(11,12),-0.757561 # DEPENDENCYPART_ARC
(11,13),-0.312312 # DEPENDENCYPART_ARC
(11,14),-2.01519 # DEPENDENCYPART_ARC
(11,15),-1.57648 # DEPENDENCYPART_ARC
(12,1),-1.038 # DEPENDENCYPART_ARC
(12,3),-1.35214 # DEPENDENCYPART_ARC
(12,6),-0.871366 # DEPENDENCYPART_ARC
(12,7),-1.30201 # DEPENDENCYPART_ARC
(12,10),0.514275 # DEPENDENCYPART_ARC
(12,11),2.16705 # DEPENDENCYPART_ARC
(12,13),0.604743 # DEPENDENCYPART_ARC
(12,14),-0.488718 # DEPENDENCYPART_ARC
(12,15),-0.887455 # DEPENDENCYPART_ARC
(12,16),-0.248155 # DEPENDENCYPART_ARC
(12,17),-0.498916 # DEPENDENCYPART_ARC
(12,19),-1.967 # DEPENDENCYPART_ARC
(12,22),-1.14011 # DEPENDENCYPART_ARC
(12,23),-0.986604 # DEPENDENCYPART_ARC
(12,26),-0.707274 # DEPENDENCYPART_ARC
(13,10),-0.462829 # DEPENDENCYPART_ARC
(13,12),-0.846736 # DEPENDENCYPART_ARC
(13,14),0.629752 # DEPENDENCYPART_ARC
(13,15),1.36669 # DEPENDENCYPART_ARC
(13,16),-0.253086 # DEPENDENCYPART_ARC
(13,17),-0.1605 # DEPENDENCYPART_ARC
(13,19),-0.554981 # DEPENDENCYPART_ARC
(13,21),-0.999549 # DEPENDENCYPART_ARC
(14,12),-1.74982 # DEPENDENCYPART_ARC
(14,15),-0.449872 # DEPENDENCYPART_ARC
(14,16),-0.52172 # DEPENDENCYPART_ARC
(14,17),-0.364528 # DEPENDENCYPART_ARC
(14,19),-1.86272 # DEPENDENCYPART_ARC
(14,21),-0.533071 # DEPENDENCYPART_ARC
(15,10),0.182767 # DEPENDENCYPART_ARC
(15,11),-0.265295 # DEPENDENCYPART_ARC
(15,12),-1.28064 # DEPENDENCYPART_ARC
(15,13),-0.242053 # DEPENDENCYPART_ARC
(15,14),2.27044 # DEPENDENCYPART_ARC
(15,16),-0.189373 # DEPENDENCYPART_ARC
(15,17),-0.581044 # DEPENDENCYPART_ARC
(15,19),-1.60933 # DEPENDENCYPART_ARC
(15,21),-0.733721 # DEPENDENCYPART_ARC
(15,22),-1.42643 # DEPENDENCYPART_ARC
(16,11),-1.28728 # DEPENDENCYPART_ARC
(16,12),-0.933386 # DEPENDENCYPART_ARC
(16,13),-0.723198 # DEPENDENCYPART_ARC
(16,14),-0.886619 # DEPENDENCYPART_ARC
(16,15),-0.479235 # DEPENDENCYPART_ARC
(16,17),-0.449297 # DEPENDENCYPART_ARC
(16,19),-1.07787 # DEPENDENCYPART_ARC
(16,21),-1.35108 # DEPENDENCYPART_ARC
(16,22),-1.11563 # DEPENDENCYPART_ARC
(16,25),-1.90569 # DEPENDENCYPART_ARC
(17,16),1.01359 # DEPENDENCYPART_ARC
(17,18),0.0753272 # DEPENDENCYPART_ARC
(17,22),0.837748 # DEPENDENCYPART_ARC
(19,14),-1.1032 # DEPENDENCYPART_ARC
(19,15),-2.00198 # DEPENDENCYPART_ARC
(19,18),2.36916 # DEPENDENCYPART_ARC
(19,20),-0.37088 # DEPENDENCYPART_ARC
(19,21),0.840157 # DEPENDENCYPART_ARC
(19,22),-0.974873 # DEPENDENCYPART_ARC
(19,23),-0.507948 # DEPENDENCYPART_ARC
(19,24),-1.52925 # DEPENDENCYPART_ARC
(19,25),-1.7972 # DEPENDENCYPART_ARC
(19,26),-0.55934 # DEPENDENCYPART_ARC
(19,27),-2.03825 # DEPENDENCYPART_ARC
(21,18),-2.0075 # DEPENDENCYPART_ARC
(21,19),-1.74764 # DEPENDENCYPART_ARC
(21,20),2.21686 # DEPENDENCYPART_ARC
(21,22),-0.861494 # DEPENDENCYPART_ARC
(21,23),-0.803431 # DEPENDENCYPART_ARC
(21,24),-1.49626 # DEPENDENCYPART_ARC
(21,25),-1.97975 # DEPENDENCYPART_ARC
(21,26),-0.917912 # DEPENDENCYPART_ARC
(22,1),-0.161972 # DEPENDENCYPART_ARC
(22,2),-1.4184 # DEPENDENCYPART_ARC
(22,4),-1.42977 # DEPENDENCYPART_ARC
(22,5),-2.8726 # DEPENDENCYPART_ARC
(22,6),-2.45979 # DEPENDENCYPART_ARC
(22,7),-2.33535 # DEPENDENCYPART_ARC
(22,8),-0.558896 # DEPENDENCYPART_ARC
(22,9),-1.86078 # DEPENDENCYPART_ARC
(22,10),-0.523761 # DEPENDENCYPART_ARC
(22,11),-0.855353 # DEPENDENCYPART_ARC
(22,12),-1.50398 # DEPENDENCYPART_ARC
(22,13),-0.469999 # DEPENDENCYPART_ARC
(22,14),-0.843467 # DEPENDENCYPART_ARC
(22,15),-1.11075 # DEPENDENCYPART_ARC
(22,16),0.00752125 # DEPENDENCYPART_ARC
(22,17),-0.475467 # DEPENDENCYPART_ARC
(22,18),-1.18873 # DEPENDENCYPART_ARC
(22,19),0.521843 # DEPENDENCYPART_ARC
(22,20),-1.71728 # DEPENDENCYPART_ARC
(22,21),-0.807278 # DEPENDENCYPART_ARC
(22,23),1.51854 # DEPENDENCYPART_ARC
(22,24),-0.383143 # DEPENDENCYPART_ARC
(22,25),0.00969319 # DEPENDENCYPART_ARC
(22,26),0.2962 # DEPENDENCYPART_ARC
(22,27),-1.01798 # DEPENDENCYPART_ARC
(22,28),-0.106951 # DEPENDENCYPART_ARC
(23,21),-1.21622 # DEPENDENCYPART_ARC
(23,24),0.680936 # DEPENDENCYPART_ARC
(23,25),1.44656 # DEPENDENCYPART_ARC
(23,26),-0.535215 # DEPENDENCYPART_ARC
(23,27),0.359468 # DEPENDENCYPART_ARC
(24,21),-2.12368 # DEPENDENCYPART_ARC
(24,23),-0.501177 # DEPENDENCYPART_ARC
(24,25),-0.631789 # DEPENDENCYPART_ARC
(24,26),-0.109074 # DEPENDENCYPART_ARC
(24,27),-1.17732 # DEPENDENCYPART_ARC
(25,18),-0.956154 # DEPENDENCYPART_ARC
(25,19),-0.310312 # DEPENDENCYPART_ARC
(25,20),-1.36154 # DEPENDENCYPART_ARC
(25,21),-1.35843 # DEPENDENCYPART_ARC
(25,23),-0.26829 # DEPENDENCYPART_ARC
(25,24),2.20145 # DEPENDENCYPART_ARC
(25,26),0.558816 # DEPENDENCYPART_ARC
(25,27),-0.482865 # DEPENDENCYPART_ARC
(26,23),-0.907047 # DEPENDENCYPART_ARC
(26,25),-1.0729 # DEPENDENCYPART_ARC
(26,27),2.16092 # DEPENDENCYPART_ARC
(26,28),-0.130292 # DEPENDENCYPART_ARC
(27,20),-1.37597 # DEPENDENCYPART_ARC
(27,23),-1.73729 # DEPENDENCYPART_ARC
(27,24),-1.23161 # DEPENDENCYPART_ARC
(27,25),-1.47734 # DEPENDENCYPART_ARC
(27,26),-0.572223 # DEPENDENCYPART_ARC
(28,25),-1.38706 # DEPENDENCYPART_ARC
(28,26),-1.30803 # DEPENDENCYPART_ARC
(28,27),-1.06534 # DEPENDENCYPART_ARC
(0,1),(0,2),0.082659 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.168808 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.000765758 # DEPENDENCYPART_SIBL
(0,1),(0,8),0.0185483 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.19871 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.00290931 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.000766868 # DEPENDENCYPART_SIBL
(0,1),(0,12),0.168572 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.0497498 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.168804 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.0185483 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0084788 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.200406 # DEPENDENCYPART_SIBL
(0,1),(0,28),-0.101494 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0169369 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.152677 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.276827 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.38237 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.231308 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.152678 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0169369 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0573961 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0169418 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.276827 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.167266 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.384909 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.570266 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0254557 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.00172897 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.239183 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.162869 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.0256422 # DEPENDENCYPART_SIBL
(0,4),(0,12),0.0286569 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.138168 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.0287512 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.00172897 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.0738126 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.243674 # DEPENDENCYPART_SIBL
(0,4),(0,28),-0.218542 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0790452 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.249993 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.116729 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.0153588 # DEPENDENCYPART_SIBL
(0,6),(0,12),0.155511 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0608313 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.155508 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.0790452 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.0683782 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.251689 # DEPENDENCYPART_SIBL
(0,6),(0,28),-0.31303 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.210366 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.030572 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.00786347 # DEPENDENCYPART_SIBL
(0,8),(0,12),0.219643 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.0172331 # DEPENDENCYPART_SIBL
(0,8),(0,15),0.219639 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.0210454 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0446034 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.212299 # DEPENDENCYPART_SIBL
(0,8),(0,28),-0.402918 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.355729 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.162292 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.0184369 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.095322 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.0184404 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.068561 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.291246 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.608696 # DEPENDENCYPART_SIBL
(0,9),(0,28),-0.121042 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0782165 # DEPENDENCYPART_SIBL
(0,10),(0,12),6.64618e-05 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0169599 # DEPENDENCYPART_SIBL
(0,10),(0,15),6.15476e-05 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0554901 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.158244 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.300105 # DEPENDENCYPART_SIBL
(0,10),(0,28),-0.0414874 # DEPENDENCYPART_SIBL
(0,11),(0,12),0.155202 # DEPENDENCYPART_SIBL
(0,11),(0,13),0.0603865 # DEPENDENCYPART_SIBL
(0,11),(0,15),0.155198 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.0794593 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.0684034 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.251847 # DEPENDENCYPART_SIBL
(0,11),(0,28),-0.313248 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.138262 # DEPENDENCYPART_SIBL
(0,12),(0,15),0.0287512 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.00172897 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0738126 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.243674 # DEPENDENCYPART_SIBL
(0,12),(0,28),-0.218542 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.0183293 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.241026 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.159581 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.372234 # DEPENDENCYPART_SIBL
(0,13),(0,28),-0.516705 # DEPENDENCYPART_SIBL
(0,15),(0,16),0.00172321 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0738152 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.243677 # DEPENDENCYPART_SIBL
(0,15),(0,28),-0.218546 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0446034 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.212299 # DEPENDENCYPART_SIBL
(0,16),(0,28),-0.402918 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.265404 # DEPENDENCYPART_SIBL
(0,17),(0,28),-0.0222838 # DEPENDENCYPART_SIBL
(0,22),(0,28),-0.0963343 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00189279 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.00189279 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.00189279 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0428745 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0239589 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0428745 # DEPENDENCYPART_SIBL
(1,2),(1,22),-0.0248023 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.146446 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.146449 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0163914 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0311507 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0163914 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.0329603 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.146449 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0163914 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0311507 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0163914 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.0329603 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0152037 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0315793 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0152037 # DEPENDENCYPART_SIBL
(1,7),(1,22),-0.0333889 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.00053603 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.0162164 # DEPENDENCYPART_SIBL
(1,8),(1,22),-0.000773254 # DEPENDENCYPART_SIBL
(1,9),(1,16),0.137491 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.119727 # DEPENDENCYPART_SIBL
(1,16),(1,22),-0.000773254 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0297772 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0436185 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0436185 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0293267 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.0436185 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0274086 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0114387 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0436653 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.118786 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.118786 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0181225 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.118786 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0216626 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0185583 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.13923 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.524829 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.209842 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.524833 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0547098 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.202184 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.489461 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.209842 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.524833 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0547098 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.202184 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.489516 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.190067 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0502715 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0600581 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.224253 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0558975 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.202613 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.489461 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0130941 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.104819 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.196209 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.160997 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0758581 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0592114 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0764256 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0640492 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0345929 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.00184921 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0137134 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00737726 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0354608 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.007945 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0603062 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0592574 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0324131 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0291012 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0200831 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.122858 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0405374 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00771751 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.174622 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0735222 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0329699 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.039381 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0155074 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.102049 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0133945 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0410845 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00792961 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.173872 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0745301 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0166589 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.000719687 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0132298 # DEPENDENCYPART_SIBL
