# _root_ Από τη στιγμή που εγκαταλείφθηκε το Κάστρο το 1829 , με την ίδρυση του Ανεξάρτητου Ελληνικού Κράτους , αφέθηκε στην τύχη του .
#goldHeads=5,3,1,5,19,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
#predictedHeads=19,3,1,5,3,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
(4,19),-1.45503 # DEPENDENCYPART_ARC
(5,1),0.0217563 # DEPENDENCYPART_ARC
(5,2),-1.72604 # DEPENDENCYPART_ARC
(5,3),-0.123638 # DEPENDENCYPART_ARC
(5,4),1.39374 # DEPENDENCYPART_ARC
(5,6),-0.684364 # DEPENDENCYPART_ARC
(5,7),0.377914 # DEPENDENCYPART_ARC
(5,9),-0.320082 # DEPENDENCYPART_ARC
(5,10),0.0749693 # DEPENDENCYPART_ARC
(5,11),0.0429062 # DEPENDENCYPART_ARC
(5,13),-1.35378 # DEPENDENCYPART_ARC
(5,17),-2.33417 # DEPENDENCYPART_ARC
(5,18),-0.255548 # DEPENDENCYPART_ARC
(5,19),-2.7254 # DEPENDENCYPART_ARC
(5,20),-0.824429 # DEPENDENCYPART_ARC
(5,23),-0.450165 # DEPENDENCYPART_ARC
(7,4),-0.71374 # DEPENDENCYPART_ARC
(7,5),-0.739044 # DEPENDENCYPART_ARC
(7,6),2.28385 # DEPENDENCYPART_ARC
(7,9),-0.465182 # DEPENDENCYPART_ARC
(7,15),-1.40814 # DEPENDENCYPART_ARC
(7,16),-1.40208 # DEPENDENCYPART_ARC
(9,8),1.49895 # DEPENDENCYPART_ARC
(9,10),-0.166769 # DEPENDENCYPART_ARC
(9,11),-0.687401 # DEPENDENCYPART_ARC
(9,13),-1.19253 # DEPENDENCYPART_ARC
(10,1),-0.85812 # DEPENDENCYPART_ARC
(10,3),-1.46449 # DEPENDENCYPART_ARC
(10,4),-0.999475 # DEPENDENCYPART_ARC
(10,5),-1.11324 # DEPENDENCYPART_ARC
(10,7),-0.943702 # DEPENDENCYPART_ARC
(10,9),-0.287979 # DEPENDENCYPART_ARC
(10,11),-0.40432 # DEPENDENCYPART_ARC
(10,13),-0.962183 # DEPENDENCYPART_ARC
(10,15),-1.04165 # DEPENDENCYPART_ARC
(10,16),-1.00278 # DEPENDENCYPART_ARC
(10,17),-1.40547 # DEPENDENCYPART_ARC
(10,18),-0.303784 # DEPENDENCYPART_ARC
(10,19),-0.853305 # DEPENDENCYPART_ARC
(11,10),-0.111998 # DEPENDENCYPART_ARC
(11,12),-0.0660589 # DEPENDENCYPART_ARC
(11,13),1.23674 # DEPENDENCYPART_ARC
(11,15),-0.637723 # DEPENDENCYPART_ARC
(11,17),-0.432948 # DEPENDENCYPART_ARC
(11,18),-0.450268 # DEPENDENCYPART_ARC
(11,23),-0.655055 # DEPENDENCYPART_ARC
(13,4),-1.4557 # DEPENDENCYPART_ARC
(13,5),-2.50888 # DEPENDENCYPART_ARC
(13,6),-1.86938 # DEPENDENCYPART_ARC
(13,8),-1.05875 # DEPENDENCYPART_ARC
(13,10),-0.99053 # DEPENDENCYPART_ARC
(13,11),-0.794927 # DEPENDENCYPART_ARC
(13,12),2.27022 # DEPENDENCYPART_ARC
(13,14),0.00632768 # DEPENDENCYPART_ARC
(13,15),-0.449078 # DEPENDENCYPART_ARC
(13,16),-0.656332 # DEPENDENCYPART_ARC
(13,17),0.673709 # DEPENDENCYPART_ARC
(13,18),-0.19954 # DEPENDENCYPART_ARC
(13,19),-0.851457 # DEPENDENCYPART_ARC
(13,20),-0.494501 # DEPENDENCYPART_ARC
(13,21),-1.69132 # DEPENDENCYPART_ARC
(13,23),-0.360501 # DEPENDENCYPART_ARC
(15,12),-1.03034 # DEPENDENCYPART_ARC
(15,13),-1.75714 # DEPENDENCYPART_ARC
(15,14),0.325623 # DEPENDENCYPART_ARC
(15,16),0.15939 # DEPENDENCYPART_ARC
(15,17),-0.287388 # DEPENDENCYPART_ARC
(15,18),-0.42816 # DEPENDENCYPART_ARC
(15,19),-1.18125 # DEPENDENCYPART_ARC
(15,20),-1.27715 # DEPENDENCYPART_ARC
(15,21),-2.14432 # DEPENDENCYPART_ARC
(16,13),-1.57973 # DEPENDENCYPART_ARC
(16,14),0.269486 # DEPENDENCYPART_ARC
(16,15),0.29007 # DEPENDENCYPART_ARC
(16,17),0.21565 # DEPENDENCYPART_ARC
(16,18),-0.606895 # DEPENDENCYPART_ARC
(16,19),-1.13391 # DEPENDENCYPART_ARC
(16,20),-1.2851 # DEPENDENCYPART_ARC
(16,21),-1.92932 # DEPENDENCYPART_ARC
(17,4),-0.73015 # DEPENDENCYPART_ARC
(17,5),-0.497627 # DEPENDENCYPART_ARC
(17,8),-1.22917 # DEPENDENCYPART_ARC
(17,10),-0.284244 # DEPENDENCYPART_ARC
(17,11),-0.668178 # DEPENDENCYPART_ARC
(17,12),-1.21852 # DEPENDENCYPART_ARC
(17,13),-1.96806 # DEPENDENCYPART_ARC
(17,14),1.34059 # DEPENDENCYPART_ARC
(17,15),1.69082 # DEPENDENCYPART_ARC
(17,16),2.09987 # DEPENDENCYPART_ARC
(17,18),-0.336651 # DEPENDENCYPART_ARC
(17,19),-1.12854 # DEPENDENCYPART_ARC
(17,20),-1.4089 # DEPENDENCYPART_ARC
(17,21),-1.3243 # DEPENDENCYPART_ARC
(18,3),-1.79574 # DEPENDENCYPART_ARC
(18,5),-1.37772 # DEPENDENCYPART_ARC
(18,7),-1.44557 # DEPENDENCYPART_ARC
(18,10),-1.07715 # DEPENDENCYPART_ARC
(18,11),-0.882346 # DEPENDENCYPART_ARC
(18,13),-1.30312 # DEPENDENCYPART_ARC
(18,15),-1.33759 # DEPENDENCYPART_ARC
(18,16),-1.07061 # DEPENDENCYPART_ARC
(18,17),-0.71412 # DEPENDENCYPART_ARC
(18,19),-0.783435 # DEPENDENCYPART_ARC
(18,20),-1.22364 # DEPENDENCYPART_ARC
(18,21),-1.51671 # DEPENDENCYPART_ARC
(19,1),-0.398771 # DEPENDENCYPART_ARC
(19,3),-1.10182 # DEPENDENCYPART_ARC
(19,4),-0.767932 # DEPENDENCYPART_ARC
(19,5),-2.25146 # DEPENDENCYPART_ARC
(19,7),-1.34871 # DEPENDENCYPART_ARC
(19,9),-0.727233 # DEPENDENCYPART_ARC
(19,10),-0.294622 # DEPENDENCYPART_ARC
(19,11),-0.539316 # DEPENDENCYPART_ARC
(19,13),-0.762749 # DEPENDENCYPART_ARC
(19,14),-1.93437 # DEPENDENCYPART_ARC
(19,15),-2.07842 # DEPENDENCYPART_ARC
(19,16),-1.89896 # DEPENDENCYPART_ARC
(19,17),-1.43317 # DEPENDENCYPART_ARC
(19,18),0.671899 # DEPENDENCYPART_ARC
(19,20),2.20868 # DEPENDENCYPART_ARC
(19,21),0.459399 # DEPENDENCYPART_ARC
(19,23),0.155503 # DEPENDENCYPART_ARC
(20,18),-0.624648 # DEPENDENCYPART_ARC
(20,21),2.83987 # DEPENDENCYPART_ARC
(20,23),-0.287772 # DEPENDENCYPART_ARC
(21,14),-2.39883 # DEPENDENCYPART_ARC
(21,15),-1.91544 # DEPENDENCYPART_ARC
(21,16),-1.81531 # DEPENDENCYPART_ARC
(21,17),-1.90579 # DEPENDENCYPART_ARC
(21,20),-0.418254 # DEPENDENCYPART_ARC
(21,22),1.44168 # DEPENDENCYPART_ARC
(21,23),-0.385026 # DEPENDENCYPART_ARC
(23,7),-1.87555 # DEPENDENCYPART_ARC
(23,20),-1.25865 # DEPENDENCYPART_ARC
(23,21),-1.36253 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.0193547 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.119546 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.368173 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0190185 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.153607 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.257512 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0931784 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.148146 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0190149 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.257512 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.368173 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.539234 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0101304 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.245318 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.0222084 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0200438 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0196122 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.130992 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.0315873 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.022212 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0196122 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.245318 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.243006 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.176359 # DEPENDENCYPART_SIBL
(0,4),(0,7),0.178537 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0110827 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.0402612 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.045201 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.00941638 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.181684 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0402612 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.176359 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.0758196 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0184424 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.175829 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.068561 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0816065 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.162284 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.0184369 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.068561 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.605928 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.121042 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.0139193 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.0014582 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.135206 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.0254632 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.0283474 # DEPENDENCYPART_SIBL
(0,7),(0,18),0.0014582 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.23919 # DEPENDENCYPART_SIBL
(0,7),(0,23),-0.218687 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0272791 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0987002 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.016494 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.15488 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.0272791 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.17615 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.108761 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.017346 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.00771071 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.219643 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0210454 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.210366 # DEPENDENCYPART_SIBL
(0,10),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.135028 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.0203899 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.225497 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.352626 # DEPENDENCYPART_SIBL
(0,11),(0,23),-0.521091 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.155511 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.0790452 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.249993 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.31303 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.00172897 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.239183 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.218542 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.210366 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.121042 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.104043 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0299808 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0402589 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.104042 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0301683 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.186181 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.193113 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.465472 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0749707 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0343061 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.124146 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.026036 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.111591 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0999258 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0661516 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00776524 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.164454 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.12442 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0138336 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0477552 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.012573 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00316949 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0476347 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0138336 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.026802 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.29112 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0449964 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0373611 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.115946 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0111147 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0402631 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0449964 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0345724 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00809482 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0202813 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.00217584 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0338214 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0234263 # DEPENDENCYPART_SIBL
(3,4),(3,19),-0.00809482 # DEPENDENCYPART_SIBL
(3,4),(3,20),-0.013009 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0159431 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0283284 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0143091 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0159459 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0941592 # DEPENDENCYPART_SIBL
(3,5),(3,20),0.00476399 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0436921 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0277363 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.125101 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.00549284 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0129506 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.00650719 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.015313 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.00689909 # DEPENDENCYPART_SIBL
(3,9),(3,20),0.0142975 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0217451 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.00370661 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0508583 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.00549284 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0130232 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.00476399 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0128961 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0230997 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0067314 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0295524 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.00868621 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.054746 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.0067314 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0171776 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00156605 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0297586 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0184434 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0452111 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.00156605 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0026507 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.012037 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0303368 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0461974 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0026507 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.000539099 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.139345 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.00663342 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.120372 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0185453 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0172624 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0317507 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0652637 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0011359 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0307779 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0266447 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0293883 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.113382 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0123674 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00699753 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00554383 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0054425 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00413154 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0144389 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0144389 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0054425 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0345694 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0292118 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0332417 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00836605 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0417098 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0233003 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0175461 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.020642 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0539184 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0338906 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00732802 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00732802 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0539184 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0194391 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00245555 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0790604 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.143115 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0365142 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0102033 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00308123 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.02411 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0492094 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0241423 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0241423 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.02411 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.01296 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0417297 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.00899393 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0179184 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0339879 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0499285 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.059978 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0943023 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0413995 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0413995 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.059978 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0118987 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.133295 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.00821246 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.030136 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00693544 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0202308 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0208431 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0269937 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0269937 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0202308 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0132727 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.00790738 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0379712 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00537038 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0115865 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0117183 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.226884 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.226884 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0115865 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0351028 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.00373495 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0712205 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0190673 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00785966 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0397577 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0397577 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0190673 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0149882 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.000138943 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0313661 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.033281 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00436572 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00436572 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.019737 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.00588399 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0253011 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.109892 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0221449 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0221449 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00796538 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00943592 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0137016 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0703386 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.225248 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.010236 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0342661 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.00275349 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0701243 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.010236 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0342661 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.00275349 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0701243 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.00588399 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0253011 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.109892 # DEPENDENCYPART_SIBL
