# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,24,32,32,31,31,28,24,32,33,34,35,38,36,0,
(17,18),-0.198704 # DEPENDENCYPART_ARC
(17,22),1.14369 # DEPENDENCYPART_ARC
(17,27),-0.628305 # DEPENDENCYPART_ARC
(17,32),-0.483825 # DEPENDENCYPART_ARC
(19,10),-2.8446 # DEPENDENCYPART_ARC
(19,13),-1.4464 # DEPENDENCYPART_ARC
(19,18),2.52064 # DEPENDENCYPART_ARC
(19,20),-0.0668066 # DEPENDENCYPART_ARC
(19,21),1.31551 # DEPENDENCYPART_ARC
(19,22),-0.750866 # DEPENDENCYPART_ARC
(19,23),-1.27725 # DEPENDENCYPART_ARC
(19,24),-0.315633 # DEPENDENCYPART_ARC
(19,25),-1.64465 # DEPENDENCYPART_ARC
(19,26),-1.60625 # DEPENDENCYPART_ARC
(19,32),-0.314924 # DEPENDENCYPART_ARC
(19,34),-0.379705 # DEPENDENCYPART_ARC
(21,18),-0.177779 # DEPENDENCYPART_ARC
(21,19),-1.08836 # DEPENDENCYPART_ARC
(21,20),2.13619 # DEPENDENCYPART_ARC
(21,22),-1.11011 # DEPENDENCYPART_ARC
(21,23),-1.34754 # DEPENDENCYPART_ARC
(22,1),-0.185799 # DEPENDENCYPART_ARC
(22,2),-0.305466 # DEPENDENCYPART_ARC
(22,3),-0.155724 # DEPENDENCYPART_ARC
(22,4),-0.860663 # DEPENDENCYPART_ARC
(22,5),-0.655622 # DEPENDENCYPART_ARC
(22,7),-0.785354 # DEPENDENCYPART_ARC
(22,9),-1.92641 # DEPENDENCYPART_ARC
(22,11),-0.637313 # DEPENDENCYPART_ARC
(22,12),0.133237 # DEPENDENCYPART_ARC
(22,14),-0.0469987 # DEPENDENCYPART_ARC
(22,15),-0.618416 # DEPENDENCYPART_ARC
(22,16),-1.69649 # DEPENDENCYPART_ARC
(22,17),-0.519921 # DEPENDENCYPART_ARC
(22,18),-0.822916 # DEPENDENCYPART_ARC
(22,19),0.790352 # DEPENDENCYPART_ARC
(22,20),-0.989729 # DEPENDENCYPART_ARC
(22,21),-0.0614756 # DEPENDENCYPART_ARC
(22,23),1.35987 # DEPENDENCYPART_ARC
(22,24),0.401863 # DEPENDENCYPART_ARC
(22,25),-0.81992 # DEPENDENCYPART_ARC
(22,26),-0.547151 # DEPENDENCYPART_ARC
(22,27),-0.329792 # DEPENDENCYPART_ARC
(22,28),-0.960965 # DEPENDENCYPART_ARC
(22,30),-1.92089 # DEPENDENCYPART_ARC
(22,31),-2.50628 # DEPENDENCYPART_ARC
(22,32),-0.0689626 # DEPENDENCYPART_ARC
(22,33),-1.21151 # DEPENDENCYPART_ARC
(22,34),-0.918425 # DEPENDENCYPART_ARC
(22,35),-2.03637 # DEPENDENCYPART_ARC
(22,36),-2.88373 # DEPENDENCYPART_ARC
(22,38),-3.49956 # DEPENDENCYPART_ARC
(23,13),-2.92515 # DEPENDENCYPART_ARC
(23,18),-2.17992 # DEPENDENCYPART_ARC
(23,19),-1.83495 # DEPENDENCYPART_ARC
(23,20),-1.55498 # DEPENDENCYPART_ARC
(23,21),-0.424942 # DEPENDENCYPART_ARC
(23,22),-0.424166 # DEPENDENCYPART_ARC
(23,24),0.674332 # DEPENDENCYPART_ARC
(23,25),-0.0552484 # DEPENDENCYPART_ARC
(23,26),-1.06612 # DEPENDENCYPART_ARC
(23,27),-0.157018 # DEPENDENCYPART_ARC
(23,28),-0.878674 # DEPENDENCYPART_ARC
(23,32),-0.240697 # DEPENDENCYPART_ARC
(23,34),-0.463525 # DEPENDENCYPART_ARC
(24,23),-0.919933 # DEPENDENCYPART_ARC
(24,25),0.742901 # DEPENDENCYPART_ARC
(24,26),1.38517 # DEPENDENCYPART_ARC
(24,27),-0.118656 # DEPENDENCYPART_ARC
(24,28),-0.0776795 # DEPENDENCYPART_ARC
(24,31),-0.871442 # DEPENDENCYPART_ARC
(24,32),-0.27319 # DEPENDENCYPART_ARC
(25,23),-0.967347 # DEPENDENCYPART_ARC
(25,26),-0.567524 # DEPENDENCYPART_ARC
(25,27),-0.506554 # DEPENDENCYPART_ARC
(25,28),-1.30473 # DEPENDENCYPART_ARC
(25,31),-0.832764 # DEPENDENCYPART_ARC
(25,33),-2.18318 # DEPENDENCYPART_ARC
(26,18),-1.98584 # DEPENDENCYPART_ARC
(26,19),-1.77614 # DEPENDENCYPART_ARC
(26,20),-1.34733 # DEPENDENCYPART_ARC
(26,21),-0.935508 # DEPENDENCYPART_ARC
(26,23),-0.78049 # DEPENDENCYPART_ARC
(26,24),-0.298083 # DEPENDENCYPART_ARC
(26,25),2.59333 # DEPENDENCYPART_ARC
(26,27),-0.372214 # DEPENDENCYPART_ARC
(26,28),-0.741376 # DEPENDENCYPART_ARC
(26,30),-1.23817 # DEPENDENCYPART_ARC
(26,31),-0.776695 # DEPENDENCYPART_ARC
(27,1),-1.26882 # DEPENDENCYPART_ARC
(27,7),-1.53358 # DEPENDENCYPART_ARC
(27,15),-1.28921 # DEPENDENCYPART_ARC
(27,19),-1.19086 # DEPENDENCYPART_ARC
(27,21),-1.09975 # DEPENDENCYPART_ARC
(27,23),-0.771693 # DEPENDENCYPART_ARC
(27,24),-0.562074 # DEPENDENCYPART_ARC
(27,25),-0.73836 # DEPENDENCYPART_ARC
(27,26),-0.153558 # DEPENDENCYPART_ARC
(27,28),-0.0685908 # DEPENDENCYPART_ARC
(27,30),-0.9805 # DEPENDENCYPART_ARC
(27,31),-1.10397 # DEPENDENCYPART_ARC
(27,33),-1.44661 # DEPENDENCYPART_ARC
(27,35),-1.51 # DEPENDENCYPART_ARC
(27,36),-1.4349 # DEPENDENCYPART_ARC
(28,20),-1.5162 # DEPENDENCYPART_ARC
(28,23),-2.19266 # DEPENDENCYPART_ARC
(28,25),-0.682665 # DEPENDENCYPART_ARC
(28,26),-1.35452 # DEPENDENCYPART_ARC
(28,27),-0.17979 # DEPENDENCYPART_ARC
(28,29),0.231194 # DEPENDENCYPART_ARC
(28,30),-0.509715 # DEPENDENCYPART_ARC
(28,31),0.715997 # DEPENDENCYPART_ARC
(28,32),0.041878 # DEPENDENCYPART_ARC
(28,33),-1.16781 # DEPENDENCYPART_ARC
(28,34),0.505429 # DEPENDENCYPART_ARC
(28,35),-1.54825 # DEPENDENCYPART_ARC
(28,36),-0.122899 # DEPENDENCYPART_ARC
(28,38),-0.421749 # DEPENDENCYPART_ARC
(30,26),-2.01855 # DEPENDENCYPART_ARC
(30,28),-1.88843 # DEPENDENCYPART_ARC
(30,29),1.13031 # DEPENDENCYPART_ARC
(30,31),0.0993301 # DEPENDENCYPART_ARC
(30,33),-1.90811 # DEPENDENCYPART_ARC
(30,34),-0.783639 # DEPENDENCYPART_ARC
(30,35),-1.91651 # DEPENDENCYPART_ARC
(30,36),-1.27946 # DEPENDENCYPART_ARC
(30,38),-1.56626 # DEPENDENCYPART_ARC
(31,25),-0.977807 # DEPENDENCYPART_ARC
(31,26),-2.33206 # DEPENDENCYPART_ARC
(31,28),-2.51879 # DEPENDENCYPART_ARC
(31,29),2.02772 # DEPENDENCYPART_ARC
(31,30),2.05969 # DEPENDENCYPART_ARC
(31,32),-0.336746 # DEPENDENCYPART_ARC
(31,33),-1.21504 # DEPENDENCYPART_ARC
(31,34),-0.842355 # DEPENDENCYPART_ARC
(31,35),-1.76354 # DEPENDENCYPART_ARC
(31,36),-0.599016 # DEPENDENCYPART_ARC
(31,38),-1.77097 # DEPENDENCYPART_ARC
(32,1),-1.10015 # DEPENDENCYPART_ARC
(32,4),-1.33785 # DEPENDENCYPART_ARC
(32,7),-1.14046 # DEPENDENCYPART_ARC
(32,9),-1.03195 # DEPENDENCYPART_ARC
(32,12),-0.547238 # DEPENDENCYPART_ARC
(32,14),-0.592323 # DEPENDENCYPART_ARC
(32,15),-0.601148 # DEPENDENCYPART_ARC
(32,16),-0.714938 # DEPENDENCYPART_ARC
(32,17),-0.175836 # DEPENDENCYPART_ARC
(32,19),-0.638478 # DEPENDENCYPART_ARC
(32,21),-0.319375 # DEPENDENCYPART_ARC
(32,22),-0.0513632 # DEPENDENCYPART_ARC
(32,23),-0.11211 # DEPENDENCYPART_ARC
(32,24),-0.557459 # DEPENDENCYPART_ARC
(32,25),-0.625906 # DEPENDENCYPART_ARC
(32,26),0.332206 # DEPENDENCYPART_ARC
(32,27),0.404872 # DEPENDENCYPART_ARC
(32,28),0.227852 # DEPENDENCYPART_ARC
(32,29),-0.397 # DEPENDENCYPART_ARC
(32,30),0.178034 # DEPENDENCYPART_ARC
(32,31),1.85714 # DEPENDENCYPART_ARC
(32,33),1.78944 # DEPENDENCYPART_ARC
(32,34),-0.124542 # DEPENDENCYPART_ARC
(32,35),-0.117666 # DEPENDENCYPART_ARC
(32,36),-0.381233 # DEPENDENCYPART_ARC
(32,38),-0.795317 # DEPENDENCYPART_ARC
(33,28),-2.29535 # DEPENDENCYPART_ARC
(33,29),-0.873214 # DEPENDENCYPART_ARC
(33,30),-0.408801 # DEPENDENCYPART_ARC
(33,31),-0.48029 # DEPENDENCYPART_ARC
(33,32),-0.0137254 # DEPENDENCYPART_ARC
(33,34),0.576472 # DEPENDENCYPART_ARC
(33,35),-0.764601 # DEPENDENCYPART_ARC
(33,36),0.203983 # DEPENDENCYPART_ARC
(33,38),-0.47797 # DEPENDENCYPART_ARC
(34,35),2.43659 # DEPENDENCYPART_ARC
(34,36),0.401959 # DEPENDENCYPART_ARC
(34,38),-1.26174 # DEPENDENCYPART_ARC
(35,29),-2.26891 # DEPENDENCYPART_ARC
(35,30),-1.75388 # DEPENDENCYPART_ARC
(35,33),-1.439 # DEPENDENCYPART_ARC
(35,36),1.64156 # DEPENDENCYPART_ARC
(35,37),-0.746655 # DEPENDENCYPART_ARC
(35,38),-0.0897674 # DEPENDENCYPART_ARC
(36,29),-2.02471 # DEPENDENCYPART_ARC
(36,30),-1.43419 # DEPENDENCYPART_ARC
(36,31),-1.62435 # DEPENDENCYPART_ARC
(36,33),-1.83113 # DEPENDENCYPART_ARC
(36,34),-1.0239 # DEPENDENCYPART_ARC
(36,35),-0.48354 # DEPENDENCYPART_ARC
(36,37),0.265696 # DEPENDENCYPART_ARC
(36,38),0.904572 # DEPENDENCYPART_ARC
(38,29),-1.90797 # DEPENDENCYPART_ARC
(38,33),-1.82485 # DEPENDENCYPART_ARC
(38,35),-2.51172 # DEPENDENCYPART_ARC
(38,36),-0.826322 # DEPENDENCYPART_ARC
(38,37),2.31633 # DEPENDENCYPART_ARC
(39,38),-1.15041 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0798052 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.183017 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0256251 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0591279 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.142178 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.617019 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.335102 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.613116 # DEPENDENCYPART_SIBL
(0,1),(0,39),-0.144565 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.145586 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0225483 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0083862 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.119554 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.367437 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.167261 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.364514 # DEPENDENCYPART_SIBL
(0,2),(0,39),-0.517172 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.15488 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.161726 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.0301504 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.178688 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0240293 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.17615 # DEPENDENCYPART_SIBL
(0,3),(0,39),-0.108761 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.196231 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.00274021 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.240494 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.129719 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.239183 # DEPENDENCYPART_SIBL
(0,4),(0,39),-0.218542 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.126222 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.385456 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.175186 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.38237 # DEPENDENCYPART_SIBL
(0,5),(0,39),-0.570266 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.228945 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.121201 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.226407 # DEPENDENCYPART_SIBL
(0,11),(0,39),-0.238715 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.303195 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.583602 # DEPENDENCYPART_SIBL
(0,16),(0,39),-0.0455306 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.31342 # DEPENDENCYPART_SIBL
(0,17),(0,39),-0.190609 # DEPENDENCYPART_SIBL
(0,22),(0,39),-0.0909 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.00645191 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0189023 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0316058 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0189023 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0189023 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.000976464 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.00577084 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0194398 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.0145431 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.0218585 # DEPENDENCYPART_SIBL
(1,2),(1,24),-0.0316058 # DEPENDENCYPART_SIBL
(1,2),(1,27),0.000976464 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0397577 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0129042 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0397577 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0397577 # DEPENDENCYPART_SIBL
(1,3),(1,12),-0.0221092 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.0156376 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.0402953 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.0153716 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0237869 # DEPENDENCYPART_SIBL
(1,3),(1,24),-0.0129042 # DEPENDENCYPART_SIBL
(1,3),(1,27),-0.0221092 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0321247 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.225249 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.225249 # DEPENDENCYPART_SIBL
(1,4),(1,12),-0.0132786 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.00309233 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.225786 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.0335339 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.125885 # DEPENDENCYPART_SIBL
(1,4),(1,24),0.0321247 # DEPENDENCYPART_SIBL
(1,4),(1,27),-0.0132786 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.0326765 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.0326765 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.104838 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0537575 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.033214 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.0563606 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.0371226 # DEPENDENCYPART_SIBL
(1,5),(1,24),-0.0604319 # DEPENDENCYPART_SIBL
(1,5),(1,27),-0.104838 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.225249 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.0132786 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.00309233 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.225786 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.0335339 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.125885 # DEPENDENCYPART_SIBL
(1,7),(1,24),0.0321247 # DEPENDENCYPART_SIBL
(1,7),(1,27),-0.0132786 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0132856 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0030921 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.225786 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0314834 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.125886 # DEPENDENCYPART_SIBL
(1,9),(1,24),0.0362186 # DEPENDENCYPART_SIBL
(1,9),(1,27),-0.0132856 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.00413914 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.00381746 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.00769357 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.0399444 # DEPENDENCYPART_SIBL
(1,12),(1,24),-0.0203197 # DEPENDENCYPART_SIBL
(1,12),(1,27),0.0166781 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.00509683 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.00223033 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.0299968 # DEPENDENCYPART_SIBL
(1,14),(1,24),-0.0519319 # DEPENDENCYPART_SIBL
(1,14),(1,27),-0.00816128 # DEPENDENCYPART_SIBL
(1,15),(1,16),-0.0343859 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.125885 # DEPENDENCYPART_SIBL
(1,15),(1,24),0.0321223 # DEPENDENCYPART_SIBL
(1,15),(1,27),-0.0132793 # DEPENDENCYPART_SIBL
(1,16),(1,17),-0.119168 # DEPENDENCYPART_SIBL
(1,16),(1,24),-0.0321547 # DEPENDENCYPART_SIBL
(1,16),(1,27),0.0314683 # DEPENDENCYPART_SIBL
(1,17),(1,24),-0.158375 # DEPENDENCYPART_SIBL
(1,17),(1,27),-0.0879578 # DEPENDENCYPART_SIBL
(1,24),(1,27),-0.104838 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.172552 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0525703 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.187565 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00309587 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.000438864 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.00309587 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0215985 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.12409 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0068648 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0144492 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.013995 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.08035 # DEPENDENCYPART_SIBL
