# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(6,1),-1.17683 # DEPENDENCYPART_ARC
(6,2),-0.981527 # DEPENDENCYPART_ARC
(6,4),-0.84662 # DEPENDENCYPART_ARC
(6,5),-0.261164 # DEPENDENCYPART_ARC
(6,8),-0.826369 # DEPENDENCYPART_ARC
(6,9),-0.536145 # DEPENDENCYPART_ARC
(6,10),-0.975741 # DEPENDENCYPART_ARC
(6,11),-0.261863 # DEPENDENCYPART_ARC
(6,13),-0.958079 # DEPENDENCYPART_ARC
(6,14),-0.996382 # DEPENDENCYPART_ARC
(6,16),-1.3547 # DEPENDENCYPART_ARC
(8,5),-0.730363 # DEPENDENCYPART_ARC
(8,6),-0.290886 # DEPENDENCYPART_ARC
(8,7),0.915477 # DEPENDENCYPART_ARC
(8,9),0.656762 # DEPENDENCYPART_ARC
(8,10),-0.56156 # DEPENDENCYPART_ARC
(8,11),-0.259539 # DEPENDENCYPART_ARC
(8,13),-2.07392 # DEPENDENCYPART_ARC
(8,14),-0.402263 # DEPENDENCYPART_ARC
(8,17),-2.1924 # DEPENDENCYPART_ARC
(8,19),-0.572397 # DEPENDENCYPART_ARC
(9,8),-0.948085 # DEPENDENCYPART_ARC
(9,10),2.86578 # DEPENDENCYPART_ARC
(9,11),-0.0792933 # DEPENDENCYPART_ARC
(10,6),-1.46809 # DEPENDENCYPART_ARC
(10,7),-0.90326 # DEPENDENCYPART_ARC
(10,8),-0.648448 # DEPENDENCYPART_ARC
(10,9),-0.281934 # DEPENDENCYPART_ARC
(10,11),-0.698119 # DEPENDENCYPART_ARC
(10,13),-0.687474 # DEPENDENCYPART_ARC
(11,1),-1.11631 # DEPENDENCYPART_ARC
(11,2),-0.785877 # DEPENDENCYPART_ARC
(11,4),-1.01925 # DEPENDENCYPART_ARC
(11,5),-0.991225 # DEPENDENCYPART_ARC
(11,6),-0.585074 # DEPENDENCYPART_ARC
(11,8),-0.948452 # DEPENDENCYPART_ARC
(11,9),-0.58349 # DEPENDENCYPART_ARC
(11,10),-0.306358 # DEPENDENCYPART_ARC
(11,12),-0.487167 # DEPENDENCYPART_ARC
(11,13),-0.896442 # DEPENDENCYPART_ARC
(11,14),-1.00312 # DEPENDENCYPART_ARC
(11,16),-1.30971 # DEPENDENCYPART_ARC
(11,17),-1.59676 # DEPENDENCYPART_ARC
(11,18),-1.18566 # DEPENDENCYPART_ARC
(11,19),-1.00649 # DEPENDENCYPART_ARC
(11,24),-1.40068 # DEPENDENCYPART_ARC
(12,11),-0.0628882 # DEPENDENCYPART_ARC
(12,13),-0.702748 # DEPENDENCYPART_ARC
(13,1),-1.40044 # DEPENDENCYPART_ARC
(13,2),-0.5924 # DEPENDENCYPART_ARC
(13,4),-0.0998839 # DEPENDENCYPART_ARC
(13,5),-1.54828 # DEPENDENCYPART_ARC
(13,6),-0.0110389 # DEPENDENCYPART_ARC
(13,8),-0.716762 # DEPENDENCYPART_ARC
(13,9),-0.085045 # DEPENDENCYPART_ARC
(13,10),-0.715121 # DEPENDENCYPART_ARC
(13,11),0.674248 # DEPENDENCYPART_ARC
(13,12),2.54748 # DEPENDENCYPART_ARC
(13,14),1.60677 # DEPENDENCYPART_ARC
(13,16),0.257756 # DEPENDENCYPART_ARC
(13,17),0.336845 # DEPENDENCYPART_ARC
(13,18),0.270663 # DEPENDENCYPART_ARC
(13,19),-0.109213 # DEPENDENCYPART_ARC
(13,20),-0.14224 # DEPENDENCYPART_ARC
(13,21),-0.591729 # DEPENDENCYPART_ARC
(13,22),-0.0524583 # DEPENDENCYPART_ARC
(13,23),-0.585143 # DEPENDENCYPART_ARC
(13,25),-1.68397 # DEPENDENCYPART_ARC
(13,26),-0.302896 # DEPENDENCYPART_ARC
(14,11),-0.917875 # DEPENDENCYPART_ARC
(14,15),-0.0902098 # DEPENDENCYPART_ARC
(14,16),0.0278905 # DEPENDENCYPART_ARC
(14,17),0.411881 # DEPENDENCYPART_ARC
(14,18),-0.477081 # DEPENDENCYPART_ARC
(14,20),-0.523098 # DEPENDENCYPART_ARC
(14,26),-0.67718 # DEPENDENCYPART_ARC
(16,14),-0.775294 # DEPENDENCYPART_ARC
(16,15),0.566876 # DEPENDENCYPART_ARC
(16,17),-0.859601 # DEPENDENCYPART_ARC
(16,18),-0.435084 # DEPENDENCYPART_ARC
(16,19),-0.161667 # DEPENDENCYPART_ARC
(16,22),-0.508463 # DEPENDENCYPART_ARC
(16,25),-2.06861 # DEPENDENCYPART_ARC
(17,1),-2.22731 # DEPENDENCYPART_ARC
(17,4),0.715551 # DEPENDENCYPART_ARC
(17,7),-1.18472 # DEPENDENCYPART_ARC
(17,12),0.252618 # DEPENDENCYPART_ARC
(17,14),-0.757694 # DEPENDENCYPART_ARC
(17,15),2.57654 # DEPENDENCYPART_ARC
(17,16),2.5495 # DEPENDENCYPART_ARC
(17,18),0.150569 # DEPENDENCYPART_ARC
(17,19),-0.298635 # DEPENDENCYPART_ARC
(17,20),-0.523156 # DEPENDENCYPART_ARC
(17,21),-0.411939 # DEPENDENCYPART_ARC
(17,22),-0.470864 # DEPENDENCYPART_ARC
(17,23),-0.583859 # DEPENDENCYPART_ARC
(17,25),-1.45091 # DEPENDENCYPART_ARC
(18,1),-1.72788 # DEPENDENCYPART_ARC
(18,2),-0.665418 # DEPENDENCYPART_ARC
(18,4),-1.55802 # DEPENDENCYPART_ARC
(18,6),-0.881644 # DEPENDENCYPART_ARC
(18,12),-1.80604 # DEPENDENCYPART_ARC
(18,14),-0.638602 # DEPENDENCYPART_ARC
(18,16),-0.591749 # DEPENDENCYPART_ARC
(18,17),-0.39314 # DEPENDENCYPART_ARC
(18,19),1.11576 # DEPENDENCYPART_ARC
(18,20),-0.216947 # DEPENDENCYPART_ARC
(18,22),0.117898 # DEPENDENCYPART_ARC
(18,25),-1.01207 # DEPENDENCYPART_ARC
(18,26),-0.304013 # DEPENDENCYPART_ARC
(19,17),-1.32842 # DEPENDENCYPART_ARC
(19,18),-0.29427 # DEPENDENCYPART_ARC
(19,20),0.811571 # DEPENDENCYPART_ARC
(19,21),0.343529 # DEPENDENCYPART_ARC
(19,22),-0.428284 # DEPENDENCYPART_ARC
(19,25),0.098612 # DEPENDENCYPART_ARC
(19,26),-0.375068 # DEPENDENCYPART_ARC
(20,1),-2.22408 # DEPENDENCYPART_ARC
(20,2),-1.3094 # DEPENDENCYPART_ARC
(20,4),-2.05479 # DEPENDENCYPART_ARC
(20,12),-2.38771 # DEPENDENCYPART_ARC
(20,14),-1.20897 # DEPENDENCYPART_ARC
(20,17),-1.48956 # DEPENDENCYPART_ARC
(20,18),-0.612971 # DEPENDENCYPART_ARC
(20,19),-0.384224 # DEPENDENCYPART_ARC
(20,21),-0.167983 # DEPENDENCYPART_ARC
(20,22),-0.197546 # DEPENDENCYPART_ARC
(20,25),-1.21809 # DEPENDENCYPART_ARC
(20,26),-0.729251 # DEPENDENCYPART_ARC
(21,20),0.661273 # DEPENDENCYPART_ARC
(21,22),0.054501 # DEPENDENCYPART_ARC
(21,25),-0.954227 # DEPENDENCYPART_ARC
(22,19),-0.577043 # DEPENDENCYPART_ARC
(22,20),-0.371947 # DEPENDENCYPART_ARC
(22,21),0.197402 # DEPENDENCYPART_ARC
(22,23),0.8995 # DEPENDENCYPART_ARC
(22,24),0.150849 # DEPENDENCYPART_ARC
(22,25),0.464899 # DEPENDENCYPART_ARC
(22,26),-0.196632 # DEPENDENCYPART_ARC
(23,25),-0.466673 # DEPENDENCYPART_ARC
(24,17),-0.972547 # DEPENDENCYPART_ARC
(24,20),-0.133371 # DEPENDENCYPART_ARC
(24,22),-0.217978 # DEPENDENCYPART_ARC
(24,23),0.840861 # DEPENDENCYPART_ARC
(24,25),-0.188243 # DEPENDENCYPART_ARC
(24,26),-0.494999 # DEPENDENCYPART_ARC
(25,18),-0.502826 # DEPENDENCYPART_ARC
(25,19),-0.875319 # DEPENDENCYPART_ARC
(25,20),-0.340485 # DEPENDENCYPART_ARC
(25,22),-0.486488 # DEPENDENCYPART_ARC
(25,23),0.882617 # DEPENDENCYPART_ARC
(25,24),2.27547 # DEPENDENCYPART_ARC
(25,26),-0.400074 # DEPENDENCYPART_ARC
(26,5),-2.17432 # DEPENDENCYPART_ARC
(26,21),-1.46956 # DEPENDENCYPART_ARC
(26,23),-1.28839 # DEPENDENCYPART_ARC
(26,24),-1.36308 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.108774 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.606476 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0208769 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0651669 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.161349 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0715417 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0176203 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0651669 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.60671 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.174766 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.174754 # DEPENDENCYPART_SIBL
(0,1),(0,26),-0.113374 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.178377 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.192789 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.0693486 # DEPENDENCYPART_SIBL
(0,2),(0,8),0.0149939 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0935918 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.196036 # DEPENDENCYPART_SIBL
(0,2),(0,11),0.0693486 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.17861 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.00756424 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.00794451 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.0552115 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.02184 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0685613 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.162424 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0726173 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0185836 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.0685613 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.606169 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.175841 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.175829 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.121042 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.00690244 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0309039 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.136627 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0183785 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.00690244 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.245147 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.01926 # DEPENDENCYPART_SIBL
(0,5),(0,23),-0.0192144 # DEPENDENCYPART_SIBL
(0,5),(0,26),-0.225508 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.00806727 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.00520159 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.219257 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.0210454 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.208824 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0279684 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.0277214 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.402918 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.116666 # DEPENDENCYPART_SIBL
(0,8),(0,10),0.154359 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0810084 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.247815 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.0398166 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.0396412 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.314309 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0221011 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.238079 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.364755 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.145598 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.145586 # DEPENDENCYPART_SIBL
(0,9),(0,26),-0.517172 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.00138397 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.241831 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0145534 # DEPENDENCYPART_SIBL
(0,10),(0,23),-0.0145078 # DEPENDENCYPART_SIBL
(0,10),(0,26),-0.221305 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.208824 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.0279684 # DEPENDENCYPART_SIBL
(0,11),(0,23),-0.0277214 # DEPENDENCYPART_SIBL
(0,11),(0,26),-0.402918 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.175939 # DEPENDENCYPART_SIBL
(0,13),(0,23),-0.175927 # DEPENDENCYPART_SIBL
(0,13),(0,26),-0.121388 # DEPENDENCYPART_SIBL
(0,21),(0,23),0.000107909 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.109077 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.108762 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.025612 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0367148 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0546082 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0558637 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0440607 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0190314 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0553944 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0558637 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0367147 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0373618 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0546011 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0050327 # DEPENDENCYPART_SIBL
(1,2),(1,19),-0.0373618 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.0272675 # DEPENDENCYPART_SIBL
(1,2),(1,22),0.00821833 # DEPENDENCYPART_SIBL
(1,2),(1,26),0.00518943 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0132728 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0269937 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.0218337 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0648975 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0128569 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0262077 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.0218337 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.0132728 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.00299569 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.026996 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.00739229 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.00299569 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.00665189 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.0233178 # DEPENDENCYPART_SIBL
(1,3),(1,26),-0.0403313 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0645076 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0206785 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.111729 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0136168 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.063703 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0206785 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.193817 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.0315019 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.06451 # DEPENDENCYPART_SIBL
(1,4),(1,18),-0.0141132 # DEPENDENCYPART_SIBL
(1,4),(1,19),-0.0315019 # DEPENDENCYPART_SIBL
(1,4),(1,20),-0.0252178 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.014854 # DEPENDENCYPART_SIBL
(1,4),(1,26),0.0167504 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0216652 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.120927 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.00271404 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.229445 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.0216652 # DEPENDENCYPART_SIBL
(1,5),(1,13),-0.0362552 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0320288 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.234864 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.00884047 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0320288 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.00188985 # DEPENDENCYPART_SIBL
(1,5),(1,22),0.0140147 # DEPENDENCYPART_SIBL
(1,5),(1,26),-0.0797397 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.056023 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0300489 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.00493902 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0180533 # DEPENDENCYPART_SIBL
(1,6),(1,13),-0.00418139 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.0198242 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.00425233 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0169682 # DEPENDENCYPART_SIBL
(1,6),(1,19),-0.0198242 # DEPENDENCYPART_SIBL
(1,6),(1,20),-0.00331124 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0355943 # DEPENDENCYPART_SIBL
(1,6),(1,26),-0.112333 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.043059 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0377206 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0179023 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.00669101 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.0048236 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0386412 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.0198748 # DEPENDENCYPART_SIBL
(1,8),(1,19),-0.0048236 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.0338456 # DEPENDENCYPART_SIBL
(1,8),(1,22),0.0406525 # DEPENDENCYPART_SIBL
(1,8),(1,26),-0.0736528 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0163199 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.00407 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0129369 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0304144 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.018353 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0514559 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.0304144 # DEPENDENCYPART_SIBL
(1,9),(1,20),0.00561394 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.0662286 # DEPENDENCYPART_SIBL
(1,9),(1,26),-0.0488888 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0153899 # DEPENDENCYPART_SIBL
(1,10),(1,13),-0.0351843 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0355316 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.231051 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.0112834 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.0355316 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.00433281 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.0179407 # DEPENDENCYPART_SIBL
(1,10),(1,26),-0.0766984 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.00418139 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.0198242 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.00425233 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0169682 # DEPENDENCYPART_SIBL
(1,11),(1,19),-0.0198242 # DEPENDENCYPART_SIBL
(1,11),(1,20),-0.00331124 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.0355943 # DEPENDENCYPART_SIBL
(1,11),(1,26),-0.112333 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.0315039 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.064519 # DEPENDENCYPART_SIBL
(1,13),(1,18),-0.0141132 # DEPENDENCYPART_SIBL
(1,13),(1,19),-0.0315039 # DEPENDENCYPART_SIBL
(1,13),(1,20),-0.0252178 # DEPENDENCYPART_SIBL
(1,13),(1,22),0.0148519 # DEPENDENCYPART_SIBL
(1,13),(1,26),0.0166486 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0321273 # DEPENDENCYPART_SIBL
(1,14),(1,18),-0.0154135 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.0592404 # DEPENDENCYPART_SIBL
(1,14),(1,20),-0.0545548 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.116887 # DEPENDENCYPART_SIBL
(1,14),(1,26),-0.14627 # DEPENDENCYPART_SIBL
(1,17),(1,18),0.0135696 # DEPENDENCYPART_SIBL
(1,17),(1,19),0.042774 # DEPENDENCYPART_SIBL
(1,17),(1,20),0.00661895 # DEPENDENCYPART_SIBL
(1,17),(1,22),0.0251835 # DEPENDENCYPART_SIBL
(1,17),(1,26),-0.0721692 # DEPENDENCYPART_SIBL
(1,18),(1,19),-0.0876345 # DEPENDENCYPART_SIBL
(1,18),(1,20),-0.0442982 # DEPENDENCYPART_SIBL
(1,18),(1,22),-0.0093382 # DEPENDENCYPART_SIBL
(1,18),(1,26),-0.0452289 # DEPENDENCYPART_SIBL
(1,19),(1,20),-0.0545548 # DEPENDENCYPART_SIBL
(1,19),(1,22),-0.116887 # DEPENDENCYPART_SIBL
(1,19),(1,26),-0.14627 # DEPENDENCYPART_SIBL
(1,20),(1,22),0.0112506 # DEPENDENCYPART_SIBL
(1,20),(1,26),-0.0427256 # DEPENDENCYPART_SIBL
(1,22),(1,26),-0.0726988 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00117592 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.13547 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.0153078 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0267052 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.135467 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0134552 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00447709 # DEPENDENCYPART_SIBL
(2,3),(2,6),8.00272e-05 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0134552 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.00107168 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.139872 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.118961 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0154183 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0318881 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.000889657 # DEPENDENCYPART_SIBL
