# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(4,8),-0.086801 # DEPENDENCYPART_ARC
(4,9),-1.12622 # DEPENDENCYPART_ARC
(4,19),-1.1574 # DEPENDENCYPART_ARC
(5,1),-1.28321 # DEPENDENCYPART_ARC
(5,3),-0.814776 # DEPENDENCYPART_ARC
(5,4),-1.00236 # DEPENDENCYPART_ARC
(5,6),-0.181823 # DEPENDENCYPART_ARC
(5,7),0.910665 # DEPENDENCYPART_ARC
(5,8),-0.620147 # DEPENDENCYPART_ARC
(5,9),-0.986039 # DEPENDENCYPART_ARC
(5,11),-1.08432 # DEPENDENCYPART_ARC
(5,16),-0.700502 # DEPENDENCYPART_ARC
(7,6),2.35202 # DEPENDENCYPART_ARC
(7,8),-0.629384 # DEPENDENCYPART_ARC
(7,9),-1.21492 # DEPENDENCYPART_ARC
(8,1),-2.11278 # DEPENDENCYPART_ARC
(8,2),-0.980363 # DEPENDENCYPART_ARC
(8,3),-0.318381 # DEPENDENCYPART_ARC
(8,4),-0.858996 # DEPENDENCYPART_ARC
(8,5),0.0463978 # DEPENDENCYPART_ARC
(8,6),0.315549 # DEPENDENCYPART_ARC
(8,7),1.29315 # DEPENDENCYPART_ARC
(8,9),-0.830826 # DEPENDENCYPART_ARC
(8,10),-0.733332 # DEPENDENCYPART_ARC
(8,11),-2.27505 # DEPENDENCYPART_ARC
(8,12),-0.302351 # DEPENDENCYPART_ARC
(8,13),-0.636204 # DEPENDENCYPART_ARC
(8,14),-0.436459 # DEPENDENCYPART_ARC
(8,15),-1.25896 # DEPENDENCYPART_ARC
(8,20),-1.2834 # DEPENDENCYPART_ARC
(8,23),-0.57492 # DEPENDENCYPART_ARC
(9,1),-1.70938 # DEPENDENCYPART_ARC
(9,2),-0.868225 # DEPENDENCYPART_ARC
(9,4),-0.112992 # DEPENDENCYPART_ARC
(9,5),-0.212875 # DEPENDENCYPART_ARC
(9,6),-0.513416 # DEPENDENCYPART_ARC
(9,7),0.714974 # DEPENDENCYPART_ARC
(9,8),-0.291993 # DEPENDENCYPART_ARC
(9,10),0.337475 # DEPENDENCYPART_ARC
(9,11),0.567084 # DEPENDENCYPART_ARC
(9,12),0.0352313 # DEPENDENCYPART_ARC
(9,13),-0.32719 # DEPENDENCYPART_ARC
(9,14),-0.196753 # DEPENDENCYPART_ARC
(9,15),-1.27336 # DEPENDENCYPART_ARC
(9,16),-0.466209 # DEPENDENCYPART_ARC
(9,19),-0.0896528 # DEPENDENCYPART_ARC
(9,20),-0.89875 # DEPENDENCYPART_ARC
(9,22),-1.50724 # DEPENDENCYPART_ARC
(9,23),-0.310266 # DEPENDENCYPART_ARC
(11,1),-2.19023 # DEPENDENCYPART_ARC
(11,2),-0.99583 # DEPENDENCYPART_ARC
(11,4),-0.105352 # DEPENDENCYPART_ARC
(11,5),-0.509243 # DEPENDENCYPART_ARC
(11,6),-0.588997 # DEPENDENCYPART_ARC
(11,7),0.366607 # DEPENDENCYPART_ARC
(11,8),-1.98319 # DEPENDENCYPART_ARC
(11,9),-0.860643 # DEPENDENCYPART_ARC
(11,10),1.87287 # DEPENDENCYPART_ARC
(11,12),0.279557 # DEPENDENCYPART_ARC
(11,13),0.272079 # DEPENDENCYPART_ARC
(11,14),-0.183326 # DEPENDENCYPART_ARC
(11,15),-0.638469 # DEPENDENCYPART_ARC
(11,16),-0.4834 # DEPENDENCYPART_ARC
(11,18),-2.25497 # DEPENDENCYPART_ARC
(11,19),-0.7299 # DEPENDENCYPART_ARC
(11,20),-1.23508 # DEPENDENCYPART_ARC
(11,22),-1.77255 # DEPENDENCYPART_ARC
(12,1),-0.927644 # DEPENDENCYPART_ARC
(12,5),-0.912394 # DEPENDENCYPART_ARC
(12,10),-0.689723 # DEPENDENCYPART_ARC
(12,11),-0.315215 # DEPENDENCYPART_ARC
(12,13),-0.544983 # DEPENDENCYPART_ARC
(12,14),-0.479087 # DEPENDENCYPART_ARC
(12,15),-0.922452 # DEPENDENCYPART_ARC
(12,22),-1.79761 # DEPENDENCYPART_ARC
(13,4),-1.10781 # DEPENDENCYPART_ARC
(13,5),-0.808341 # DEPENDENCYPART_ARC
(13,7),-1.74146 # DEPENDENCYPART_ARC
(13,11),-1.03926 # DEPENDENCYPART_ARC
(13,12),0.572654 # DEPENDENCYPART_ARC
(13,14),0.0339521 # DEPENDENCYPART_ARC
(13,15),-0.853356 # DEPENDENCYPART_ARC
(13,16),-0.482873 # DEPENDENCYPART_ARC
(13,19),-1.06939 # DEPENDENCYPART_ARC
(13,20),-1.19629 # DEPENDENCYPART_ARC
(14,1),-0.831956 # DEPENDENCYPART_ARC
(14,4),-1.41462 # DEPENDENCYPART_ARC
(14,5),-0.621253 # DEPENDENCYPART_ARC
(14,11),-0.758093 # DEPENDENCYPART_ARC
(14,12),-0.42673 # DEPENDENCYPART_ARC
(14,13),-0.204565 # DEPENDENCYPART_ARC
(14,15),-0.383715 # DEPENDENCYPART_ARC
(14,16),-0.668928 # DEPENDENCYPART_ARC
(14,19),-1.12964 # DEPENDENCYPART_ARC
(14,22),-1.92377 # DEPENDENCYPART_ARC
(15,12),-0.574225 # DEPENDENCYPART_ARC
(15,13),-0.0526139 # DEPENDENCYPART_ARC
(15,14),0.10575 # DEPENDENCYPART_ARC
(15,16),0.0176618 # DEPENDENCYPART_ARC
(15,19),-1.04653 # DEPENDENCYPART_ARC
(15,20),-0.751154 # DEPENDENCYPART_ARC
(15,22),-1.73501 # DEPENDENCYPART_ARC
(16,1),-0.961463 # DEPENDENCYPART_ARC
(16,2),-0.419491 # DEPENDENCYPART_ARC
(16,4),-0.749448 # DEPENDENCYPART_ARC
(16,5),-0.85686 # DEPENDENCYPART_ARC
(16,7),-0.397069 # DEPENDENCYPART_ARC
(16,8),-0.754387 # DEPENDENCYPART_ARC
(16,9),-0.606431 # DEPENDENCYPART_ARC
(16,11),-0.0530061 # DEPENDENCYPART_ARC
(16,12),-0.129462 # DEPENDENCYPART_ARC
(16,13),-0.0264034 # DEPENDENCYPART_ARC
(16,14),0.45059 # DEPENDENCYPART_ARC
(16,15),0.8801 # DEPENDENCYPART_ARC
(16,17),0.365096 # DEPENDENCYPART_ARC
(16,19),0.540606 # DEPENDENCYPART_ARC
(16,20),-0.279522 # DEPENDENCYPART_ARC
(16,21),-0.148796 # DEPENDENCYPART_ARC
(16,22),-0.997672 # DEPENDENCYPART_ARC
(16,23),-0.236185 # DEPENDENCYPART_ARC
(17,19),-0.492739 # DEPENDENCYPART_ARC
(19,1),-1.58608 # DEPENDENCYPART_ARC
(19,2),-1.06291 # DEPENDENCYPART_ARC
(19,4),-0.729184 # DEPENDENCYPART_ARC
(19,5),-0.72597 # DEPENDENCYPART_ARC
(19,7),-0.119591 # DEPENDENCYPART_ARC
(19,8),-1.76089 # DEPENDENCYPART_ARC
(19,9),-1.33389 # DEPENDENCYPART_ARC
(19,11),-1.76089 # DEPENDENCYPART_ARC
(19,12),-0.100781 # DEPENDENCYPART_ARC
(19,13),-0.26366 # DEPENDENCYPART_ARC
(19,14),0.0281461 # DEPENDENCYPART_ARC
(19,15),-1.26755 # DEPENDENCYPART_ARC
(19,16),-0.346584 # DEPENDENCYPART_ARC
(19,17),1.18529 # DEPENDENCYPART_ARC
(19,18),1.37883 # DEPENDENCYPART_ARC
(19,20),1.62833 # DEPENDENCYPART_ARC
(19,21),-0.484337 # DEPENDENCYPART_ARC
(19,22),0.0544796 # DEPENDENCYPART_ARC
(19,23),0.0191247 # DEPENDENCYPART_ARC
(20,21),0.665776 # DEPENDENCYPART_ARC
(20,22),1.50515 # DEPENDENCYPART_ARC
(20,23),-0.16281 # DEPENDENCYPART_ARC
(21,20),-0.529768 # DEPENDENCYPART_ARC
(21,22),-0.185027 # DEPENDENCYPART_ARC
(21,23),-0.497295 # DEPENDENCYPART_ARC
(22,13),-0.829396 # DEPENDENCYPART_ARC
(22,20),-0.226185 # DEPENDENCYPART_ARC
(22,21),2.23737 # DEPENDENCYPART_ARC
(22,23),-0.306058 # DEPENDENCYPART_ARC
(23,15),-2.00733 # DEPENDENCYPART_ARC
(23,18),-1.81713 # DEPENDENCYPART_ARC
(23,20),-1.32455 # DEPENDENCYPART_ARC
(23,22),-1.08114 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.33763 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.028803 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.617891 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.620995 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.639395 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0923113 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.17262 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.366675 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.618552 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.151896 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0245042 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.313478 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.320925 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.313945 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.144945 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.144945 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0993199 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.214179 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.313624 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.190609 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.235437 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.241903 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.251589 # DEPENDENCYPART_SIBL
(0,4),(0,12),0.00162483 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.00162483 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0254653 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.16372 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.240266 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.21874 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.610452 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.627865 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0718413 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0718413 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.163557 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.357003 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.608009 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.125548 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.62764 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.0631094 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0631094 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.160112 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.355316 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.607785 # DEPENDENCYPART_SIBL
(0,9),(0,23),-0.115694 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.0913201 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.0913201 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.183343 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.399191 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.634703 # DEPENDENCYPART_SIBL
(0,11),(0,23),-0.166469 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.0210454 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.00771071 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.030572 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.210466 # DEPENDENCYPART_SIBL
(0,12),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.00771071 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.030572 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.210466 # DEPENDENCYPART_SIBL
(0,14),(0,23),-0.402918 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.116729 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.251718 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.313031 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.297755 # DEPENDENCYPART_SIBL
(0,16),(0,23),-0.0414874 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.113663 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.104954 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.20646 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.174029 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0783274 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.085108 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.145756 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.231726 # DEPENDENCYPART_SIBL
(1,2),(1,23),-0.0812653 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0289014 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0195318 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0146607 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0177616 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.0101223 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.087521 # DEPENDENCYPART_SIBL
(1,3),(1,23),-0.0392007 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.0158706 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0321985 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0384018 # DEPENDENCYPART_SIBL
(1,4),(1,13),-0.00225242 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.203004 # DEPENDENCYPART_SIBL
(1,4),(1,23),-0.0725686 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.00332807 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.00363422 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.00862879 # DEPENDENCYPART_SIBL
(1,5),(1,16),-0.17769 # DEPENDENCYPART_SIBL
(1,5),(1,23),-0.0191273 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.195351 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.0287954 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.186093 # DEPENDENCYPART_SIBL
(1,8),(1,23),0.0165418 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.02967 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.188073 # DEPENDENCYPART_SIBL
(1,9),(1,23),0.0160009 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.0537308 # DEPENDENCYPART_SIBL
(1,13),(1,23),-0.062387 # DEPENDENCYPART_SIBL
(1,16),(1,23),0.0128393 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.146777 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.152402 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.173839 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0247818 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0247818 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.0445286 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.1506 # DEPENDENCYPART_SIBL
(2,3),(2,23),-0.0217621 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.448607 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.490001 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0373368 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0373368 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.180054 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.450852 # DEPENDENCYPART_SIBL
(2,8),(2,23),0.0354138 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.499165 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0317982 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0317982 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.186146 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.460015 # DEPENDENCYPART_SIBL
(2,9),(2,23),0.0314382 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0369736 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0369736 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.204551 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.478686 # DEPENDENCYPART_SIBL
(2,11),(2,23),0.0164877 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0413105 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.0444063 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.122682 # DEPENDENCYPART_SIBL
(2,12),(2,23),-0.122891 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0444063 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.122682 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.122891 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.105379 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.0472959 # DEPENDENCYPART_SIBL
(2,19),(2,23),0.0389366 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.169333 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0157495 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0426677 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0380063 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.093471 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0915493 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.0960483 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0304518 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0452202 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0589524 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00661562 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.00711127 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.00411656 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00453928 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0133236 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.00750825 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0239134 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.00496042 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0492234 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0342291 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0249299 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0349527 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0573128 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0488377 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0580136 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0765011 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0940963 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0974192 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00631575 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.018263 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0311595 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.040734 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0999796 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0983957 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.112448 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.053415 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0134082 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0188911 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0313912 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00491967 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0030116 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0240442 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0447245 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0466669 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0624459 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0425636 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0443166 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0629423 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0626114 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0326995 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0490681 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0492468 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0519521 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.154808 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.109763 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.110332 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.11564 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.202985 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.154639 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.167679 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.190198 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.169986 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.191202 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.201746 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0530099 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0510784 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.136412 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0457339 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0478195 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0757346 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0264456 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0478195 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.128743 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0422176 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0205111 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0690881 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0114242 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0171999 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0114242 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0188111 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0450638 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.023595 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0320392 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0693874 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0548237 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0320392 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0747114 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0927296 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0236544 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0691132 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0410145 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0657025 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0410145 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0581667 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.000309065 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0700388 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00538912 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.015222 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.212197 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0212519 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0278761 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0170958 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.035388 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0568185 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0603463 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0568185 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0223443 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.02025 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0707375 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0347834 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.065149 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.146437 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0239412 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0288 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0379508 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0258701 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0134081 # DEPENDENCYPART_SIBL
