# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(14,22),-0.882211 # DEPENDENCYPART_ARC
(15,1),-2.69457 # DEPENDENCYPART_ARC
(15,3),-1.31956 # DEPENDENCYPART_ARC
(15,4),-0.307856 # DEPENDENCYPART_ARC
(15,5),-0.600901 # DEPENDENCYPART_ARC
(15,6),-0.807055 # DEPENDENCYPART_ARC
(15,8),-1.06531 # DEPENDENCYPART_ARC
(15,9),-0.558319 # DEPENDENCYPART_ARC
(15,10),-0.686246 # DEPENDENCYPART_ARC
(15,11),-0.415377 # DEPENDENCYPART_ARC
(15,12),-1.38809 # DEPENDENCYPART_ARC
(15,13),-0.511689 # DEPENDENCYPART_ARC
(15,14),0.427044 # DEPENDENCYPART_ARC
(15,16),0.0697265 # DEPENDENCYPART_ARC
(15,17),0.194794 # DEPENDENCYPART_ARC
(15,18),-0.104996 # DEPENDENCYPART_ARC
(15,20),-1.59203 # DEPENDENCYPART_ARC
(15,21),-0.33822 # DEPENDENCYPART_ARC
(15,22),0.210393 # DEPENDENCYPART_ARC
(17,14),-0.734084 # DEPENDENCYPART_ARC
(17,16),0.709447 # DEPENDENCYPART_ARC
(17,20),-0.423809 # DEPENDENCYPART_ARC
(18,10),-0.348144 # DEPENDENCYPART_ARC
(18,16),0.787436 # DEPENDENCYPART_ARC
(18,17),1.28519 # DEPENDENCYPART_ARC
(18,20),-0.42234 # DEPENDENCYPART_ARC
(20,1),-1.78959 # DEPENDENCYPART_ARC
(20,12),-2.75712 # DEPENDENCYPART_ARC
(20,16),-1.57637 # DEPENDENCYPART_ARC
(20,18),-0.220652 # DEPENDENCYPART_ARC
(20,19),1.8963 # DEPENDENCYPART_ARC
(20,21),0.669996 # DEPENDENCYPART_ARC
(20,22),-0.472968 # DEPENDENCYPART_ARC
(21,20),0.110528 # DEPENDENCYPART_ARC
(21,22),-0.0389271 # DEPENDENCYPART_ARC
(22,1),-1.84475 # DEPENDENCYPART_ARC
(22,4),-2.02463 # DEPENDENCYPART_ARC
(22,11),-1.73798 # DEPENDENCYPART_ARC
(22,20),-1.44971 # DEPENDENCYPART_ARC
(22,21),-0.745353 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.137708 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.162336 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.068561 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.118825 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0519397 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.13499 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.119175 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.355729 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0519397 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.13499 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.068561 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.605928 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.135059 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.13499 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0184369 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.175829 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.121042 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.02061 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0531688 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.00457277 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.0951112 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0274217 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.00206772 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0715831 # DEPENDENCYPART_SIBL
(0,2),(0,11),0.0951112 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0274217 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.0531688 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.252312 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0287492 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0274217 # DEPENDENCYPART_SIBL
(0,2),(0,20),0.0619697 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0432239 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.206167 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0745721 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0104503 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.121697 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.00252251 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0106478 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.116975 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.121697 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.00252251 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0745721 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.247944 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.00259258 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.00252251 # DEPENDENCYPART_SIBL
(0,3),(0,20),0.154925 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.039404 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.310971 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0329027 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.044571 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.0138833 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.0334531 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.030572 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.044571 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0138833 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0210454 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.210366 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.013203 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0138833 # DEPENDENCYPART_SIBL
(0,4),(0,20),0.219643 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0277212 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.402918 # DEPENDENCYPART_SIBL
(0,5),(0,6),0.0836095 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0236843 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.0061938 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0054144 # DEPENDENCYPART_SIBL
(0,5),(0,11),0.0836095 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0236843 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0332705 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.184414 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0220843 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.0236843 # DEPENDENCYPART_SIBL
(0,5),(0,20),0.174616 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0111855 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.0792649 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.126222 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.126029 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.231308 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.0202299 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.126222 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.276827 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.38237 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.126292 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.126222 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0169369 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.156155 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.570266 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.0235315 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.134654 # DEPENDENCYPART_SIBL
(0,8),(0,11),0.0795067 # DEPENDENCYPART_SIBL
(0,8),(0,13),0.0317068 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0442776 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.226407 # DEPENDENCYPART_SIBL
(0,8),(0,17),0.030623 # DEPENDENCYPART_SIBL
(0,8),(0,18),0.0317068 # DEPENDENCYPART_SIBL
(0,8),(0,20),0.0947356 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.0419421 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.238715 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.00871331 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0927841 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0220614 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.033261 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.185799 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.0204614 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.0220614 # DEPENDENCYPART_SIBL
(0,9),(0,20),0.175962 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.0127142 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.0808889 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.0293464 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0473114 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.0554901 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.297346 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0473816 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0473114 # DEPENDENCYPART_SIBL
(0,10),(0,20),6.64618e-05 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.106601 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0414874 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.126222 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.276827 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.38237 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.126292 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.126222 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.0169369 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.156155 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.570266 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.0442776 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.226407 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.030623 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0317068 # DEPENDENCYPART_SIBL
(0,13),(0,20),0.0947356 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.0419421 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.238715 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.210366 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.013203 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.0138833 # DEPENDENCYPART_SIBL
(0,14),(0,20),0.219643 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.0277212 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.402918 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.135059 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.13499 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.0184369 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.175829 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.121042 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.0182021 # DEPENDENCYPART_SIBL
(0,17),(0,20),0.0886828 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.04708 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.253937 # DEPENDENCYPART_SIBL
(0,18),(0,20),0.0947356 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0419421 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.238715 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0139122 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.218542 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.108761 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0476603 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0012663 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0093699 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0175287 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.000314988 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0739968 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0175287 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0012663 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0101635 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.0613241 # DEPENDENCYPART_SIBL
(1,2),(1,22),-0.0387277 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.00344077 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.0298589 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0111952 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0357854 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.1419 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0111952 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.00344077 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0158828 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.0306516 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.0575452 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.00815234 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0221374 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0129954 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0357273 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.0221374 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.019737 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.00588399 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.00436572 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.109892 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.096906 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.100841 # DEPENDENCYPART_SIBL
(1,5),(1,10),-0.0876647 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.096906 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.0375764 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.0239309 # DEPENDENCYPART_SIBL
(1,5),(1,20),-0.0292767 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.0652501 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0647003 # DEPENDENCYPART_SIBL
(1,6),(1,10),-0.236005 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0617151 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.100141 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.0543904 # DEPENDENCYPART_SIBL
(1,6),(1,20),-0.0321249 # DEPENDENCYPART_SIBL
(1,6),(1,22),-0.14391 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0732659 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0654353 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0176954 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.00825997 # DEPENDENCYPART_SIBL
(1,9),(1,20),-0.00857142 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.0478385 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0249581 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.0057219 # DEPENDENCYPART_SIBL
(1,10),(1,15),-0.0054231 # DEPENDENCYPART_SIBL
(1,10),(1,20),-0.0108794 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.0195206 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.100141 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0543904 # DEPENDENCYPART_SIBL
(1,11),(1,20),-0.0321249 # DEPENDENCYPART_SIBL
(1,11),(1,22),-0.14391 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.00588399 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.00436572 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.109892 # DEPENDENCYPART_SIBL
(1,15),(1,20),-0.0645075 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.0191106 # DEPENDENCYPART_SIBL
(1,20),(1,22),-0.0701243 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00911309 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0449626 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0658159 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0681598 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0530379 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0100571 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0557839 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0100571 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0330408 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00908646 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.00371559 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.00968826 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00371559 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0232468 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0293543 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0264704 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0293543 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.013872 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0232562 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00629191 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0322826 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0398598 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0138434 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0322826 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.000425577 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.018688 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.17265 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.10215 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.10215 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0116129 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.261808 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0141014 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.018347 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0664593 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0325486 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0325486 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.000155519 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0319713 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0377839 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.088937 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0653306 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0653306 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0667652 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0874934 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0293754 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0105636 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0105636 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00533258 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.011984 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.00214852 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.114556 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0233795 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.00266764 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0399423 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0233795 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.00266764 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0399423 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.00667987 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.10185 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.127646 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00770625 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.160433 # DEPENDENCYPART_SIBL
